   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_612.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
1.98507, 25.0831, 19.6091, 1.38376, 5.20414, 5.47407, 0.000233081, 1.38423, 1.41898, 1.38939, 1.45212, 6.57233, 1.38883, 1.3909, 1.48793, 11.6118, 3.93917, 1.38376, 1.38376, 1.38376, 1.38376, 1.38376, 1.4027, 1.38376, 1.38376, 1.39204
1.99293, 24.564, 19.0133, 1.43278, 5.15403, 5.55076, 0.00018737, 1.43326, 1.46805, 1.43842, 1.50122, 6.28042, 1.43722, 1.44037, 1.54157, 12.0402, 3.29972, 1.43278, 1.43278, 1.43278, 1.43278, 1.43278, 1.45231, 1.43278, 1.43278, 1.44108
2.0008, 11.9856, 18.4161, 1.48324, 3.73973, -6.43054, 0.000149351, 1.48372, 1.51855, 1.48889, 1.55173, 5.95213, 1.48715, 1.49133, 1.59681, 12.3308, 2.83563, 1.48324, 1.48324, 1.48324, 1.48324, 1.48324, 1.50344, 1.48324, 1.48324, 1.49156
2.00866, 17.4143, 17.7804, 1.53507, 4.40616, -0.366119, 0.000118034, 1.53555, 1.57041, 1.54072, 1.6036, 5.60037, 1.53855, 1.5437, 1.65364, 12.4743, 2.50589, 1.53507, 1.53507, 1.53507, 1.53507, 1.53507, 1.55603, 1.53507, 1.53507, 1.54342
2.01653, 9.41904, 17.0843, 1.58821, 3.37921, -7.66525, 9.2482e-05, 1.58869, 1.62357, 1.59387, 1.65677, 5.23795, 1.59135, 1.59743, 1.7121, 12.4678, 2.27849, 1.58821, 1.58821, 1.58821, 1.58821, 1.58821, 1.61002, 1.58821, 1.58821, 1.59659
2.02439, 14.4238, 16.3188, 1.64261, 4.05263, -1.89499, 7.18328e-05, 1.64309, 1.67799, 1.64827, 1.71119, 4.87687, 1.64548, 1.65247, 1.77229, 12.315, 2.12851, 1.64261, 1.64261, 1.64261, 1.64261, 1.64262, 1.66537, 1.64261, 1.64261, 1.65103
2.03226, 9.24897, 15.4857, 1.69824, 3.35395, -6.23671, 5.53037e-05, 1.69872, 1.73362, 1.7039, 1.76683, 4.52787, 1.7009, 1.70878, 1.83442, 12.0258, 2.03669, 1.69824, 1.69824, 1.69824, 1.69824, 1.69824, 1.72205, 1.69824, 1.69824, 1.7067
2.04012, 11.7365, 14.595, 1.75505, 3.70628, -2.85843, 4.21988e-05, 1.75553, 1.79044, 1.76071, 1.82364, 4.19996, 1.75754, 1.76633, 1.89881, 11.6157, 1.98824, 1.75505, 1.75505, 1.75505, 1.75505, 1.75505, 1.78004, 1.75505, 1.75505, 1.76358
2.04798, 13.552, 13.663, 1.81301, 3.9436, -0.110989, 3.19086e-05, 1.81349, 1.84841, 1.81867, 1.88162, 3.90025, 1.81538, 1.82508, 1.966, 11.1044, 1.97188, 1.81301, 1.81301, 1.81301, 1.81301, 1.81301, 1.8393, 1.81301, 1.81301, 1.82162
2.05585, 16.7744, 12.71, 1.87211, 4.33294, 4.06436, 2.39061e-05, 1.87259, 1.90751, 1.87777, 1.94072, 3.63381, 1.87439, 1.88502, 2.03677, 10.5149, 1.97909, 1.87211, 1.87211, 1.87211, 1.87211, 1.87211, 1.89982, 1.87211, 1.87211, 1.88082
2.06371, 11.652, 11.7585, 1.93232, 3.69487, -0.106421, 1.77436e-05, 1.9328, 1.96772, 1.93798, 2.00094, 3.40377, 1.93454, 1.94612, 2.11227, 9.87162, 2.00351, 1.93232, 1.93232, 1.93232, 1.93232, 1.93233, 1.96159, 1.93232, 1.93232, 1.94116
2.07158, 8.54466, 10.8312, 1.99363, 3.24725, -2.28656, 1.30449e-05, 1.99411, 2.02904, 1.99929, 2.06225, 3.21153, 1.9958, 2.00836, 2.19416, 9.19901, 2.04043, 1.99363, 1.99363, 1.99363, 1.99363, 1.99364, 2.02458, 1.99363, 1.99363, 2.00263
2.07944, 11.0894, 9.95018, 2.05603, 3.61792, 1.13918, 9.49797e-06, 2.0565, 2.09143, 2.06169, 2.12464, 3.05694, 2.05816, 2.07173, 2.28475, 8.52021, 2.08642, 2.05603, 2.05603, 2.05603, 2.05603, 2.05603, 2.0888, 2.05603, 2.05603, 2.06521
2.08731, 8.43866, 9.13538, 2.11949, 3.23089, -0.69672, 6.84768e-06, 2.11997, 2.1549, 2.12515, 2.18811, 2.93869, 2.1216, 2.13621, 2.38717, 7.85588, 2.13898, 2.11949, 2.11949, 2.11949, 2.11949, 2.11949, 2.15424, 2.11949, 2.11949, 2.1289
2.09517, 4.3535, 8.40442, 2.18402, 2.52061, -4.05093, 4.8877e-06, 2.1845, 2.21943, 2.18968, 2.25264, 2.85458, 2.18611, 2.20181, 2.50562, 7.22333, 2.19636, 2.18402, 2.18402, 2.18402, 2.18402, 2.18402, 2.22091, 2.18402, 2.18402, 2.1937
2.10303, 8.07989, 7.77237, 2.24961, 3.17488, 0.307521, 3.45345e-06, 2.25009, 2.28501, 2.25527, 2.31822, 2.80187, 2.25168, 2.26851, 2.64559, 6.63609, 2.25732, 2.24961, 2.24961, 2.24961, 2.24961, 2.24961, 2.28879, 2.24961, 2.24961, 2.2596
2.1109, 8.45044, 7.25185, 2.31624, 3.23271, 1.19859, 2.41501e-06, 2.31672, 2.35165, 2.3219, 2.38486, 2.77752, 2.31831, 2.33629, 2.81408, 6.10365, 2.321, 2.31624, 2.31624, 2.31624, 2.31624, 2.31624, 2.35792, 2.31624, 2.31624, 2.32661
2.11876, 6.5303, 6.85349, 2.38393, 2.92067, -0.323196, 1.67119e-06, 2.38441, 2.41933, 2.38959, 2.45254, 2.77843, 2.38599, 2.40517, 3.0198, 5.63157, 2.38683, 2.38393, 2.38393, 2.38393, 2.38393, 2.38393, 2.42831, 2.38393, 2.38393, 2.39472
2.12663, 4.45529, 6.58673, 2.45266, 2.54073, -2.13144, 1.14424e-06, 2.45313, 2.48806, 2.45832, 2.52127, 2.80161, 2.45471, 2.47513, 3.27336, 5.22198, 2.4544, 2.45266, 2.45266, 2.45266, 2.45266, 2.45266, 2.50001, 2.45266, 2.45266, 2.46395
2.13449, 5.45995, 6.46026, 2.52243, 2.73129, -1.00031, 7.75049e-07, 2.52291, 2.55783, 2.52809, 2.59104, 2.84431, 2.52448, 2.54618, 3.5873, 4.87402, 2.52346, 2.52243, 2.52243, 2.52243, 2.52243, 2.52243, 2.57306, 2.52243, 2.52243, 2.53428
2.14236, 2.93457, 6.48276, 2.59324, 2.22139, -3.54818, 5.19298e-07, 2.59372, 2.62864, 2.5989, 2.66186, 2.90404, 2.59529, 2.6183, 3.97598, 4.58455, 2.59384, 2.59324, 2.59324, 2.59324, 2.59324, 2.59324, 2.64755, 2.59324, 2.59324, 2.60572
2.15022, 5.16756, 6.66323, 2.66509, 2.67723, -1.49567, 3.4412e-07, 2.66557, 2.7005, 2.67075, 2.73371, 2.9786, 2.66714, 2.6915, 4.45539, 4.34879, 2.66544, 2.66509, 2.66509, 2.66509, 2.66509, 2.66509, 2.72358, 2.66509, 2.66509, 2.67828
2.15808, 9.45984, 7.01117, 2.73799, 3.38524, 2.44867, 2.25505e-07, 2.73847, 2.77339, 2.74365, 2.80661, 3.06605, 2.74004, 2.76579, 5.04262, 4.16102, 2.73819, 2.73799, 2.73799, 2.73799, 2.73799, 2.73799, 2.80129, 2.73799, 2.73799, 2.75195
2.16595, 5.94184, 7.53623, 2.81192, 2.81813, -1.59439, 1.46124e-07, 2.8124, 2.84733, 2.81758, 2.88054, 3.16465, 2.81397, 2.84114, 5.75502, 4.01512, 2.81204, 2.81192, 2.81192, 2.81192, 2.81192, 2.81193, 2.88085, 2.81192, 2.81192, 2.82675
2.17381, 2.43076, 8.24769, 2.8869, 2.10494, -5.81693, 9.36173e-08, 2.88738, 2.9223, 2.89256, 2.95552, 3.27281, 2.88895, 2.91757, 6.60933, 3.90505, 2.88696, 2.8869, 2.8869, 2.8869, 2.8869, 2.8869, 2.9625, 2.8869, 2.8869, 2.90266
2.18168, 9.73719, 9.15337, 2.96291, 3.42596, 0.583823, 5.92949e-08, 2.96339, 2.99832, 2.96857, 3.03153, 3.38897, 2.96496, 2.99508, 7.62027, 3.82515, 2.96295, 2.96291, 2.96291, 2.96291, 2.96291, 2.96291, 3.04653, 2.96291, 2.96291, 2.97969
2.18954, 16.8738, 10.2583, 3.03996, 4.3444, 6.61552, 3.7125e-08, 3.04044, 3.07536, 3.04562, 3.10858, 3.51162, 3.042, 3.07364, 8.7991, 3.77041, 3.03998, 3.03996, 3.03996, 3.03996, 3.03996, 3.03996, 3.13328, 3.03996, 3.03996, 3.05783
2.19741, 14.0369, 11.5633, 3.11803, 4.00461, 2.47357, 2.29751e-08, 3.11851, 3.15344, 3.12369, 3.18665, 3.63916, 3.12008, 3.15328, 10.152, 3.73656, 3.11804, 3.11803, 3.11803, 3.11803, 3.11803, 3.11804, 3.22314, 3.11803, 3.11803, 3.13708
2.20527, 15.4182, 13.0629, 3.19713, 4.17351, 2.35528, 1.40532e-08, 3.1976, 3.23253, 3.20279, 3.26574, 3.76993, 3.19917, 3.23395, 11.6784, 3.72006, 3.19713, 3.19713, 3.19713, 3.19713, 3.19713, 3.19713, 3.31659, 3.19713, 3.19713, 3.21743
2.21313, 13.5116, 14.7446, 3.27724, 3.93847, -1.233, 8.49469e-09, 3.27772, 3.31264, 3.2829, 3.34586, 3.90219, 3.27928, 3.31568, 13.3695, 3.71809, 3.27724, 3.27724, 3.27724, 3.27724, 3.27724, 3.27724, 3.41417, 3.27724, 3.27724, 3.29887
2.221, 14.4719, 16.5866, 3.35835, 4.05856, -2.11472, 5.07395e-09, 3.35883, 3.39376, 3.36401, 3.42697, 4.03414, 3.3604, 3.39845, 15.2074, 3.72844, 3.35835, 3.35835, 3.35835, 3.35835, 3.35835, 3.35835, 3.51642, 3.35835, 3.35835, 3.38139
2.22886, 13.4998, 18.5582, 3.44046, 3.93697, -5.05842, 2.99437e-09, 3.44094, 3.47586, 3.44612, 3.50907, 4.16395, 3.4425, 3.48223, 17.1638, 3.74943, 3.44046, 3.44046, 3.44046, 3.44046, 3.44046, 3.44046, 3.62393, 3.44046, 3.44046, 3.46497
2.23673, 19.4645, 20.6186, 3.52354, 4.63297, -1.15417, 1.7456e-09, 3.52402, 3.55895, 3.5292, 3.59216, 4.28986, 3.52559, 3.56702, 19.2006, 3.77973, 3.52354, 3.52354, 3.52354, 3.52354, 3.52354, 3.52355, 3.73729, 3.52354, 3.52354, 3.5496
2.24459, 20.9736, 22.7185, 3.6076, 4.79308, -1.7449, 1.00503e-09, 3.60808, 3.643, 3.61326, 3.67621, 4.4102, 3.60964, 3.65281, 21.2706, 3.81833, 3.6076, 3.6076, 3.6076, 3.6076, 3.6076, 3.6076, 3.85703, 3.6076, 3.6076, 3.63527
2.25246, 22.9717, 24.8009, 3.6926, 4.99717, -1.82917, 5.71444e-10, 3.69308, 3.72801, 3.69826, 3.76122, 4.52354, 3.69465, 3.73958, 23.3187, 3.86439, 3.6926, 3.6926, 3.6926, 3.6926, 3.6926, 3.69261, 3.9836, 3.6926, 3.6926, 3.72196
2.26032, 27.9241, 26.8038, 3.77854, 5.47029, 1.12027, 3.20831e-10, 3.77902, 3.81395, 3.7842, 3.84716, 4.6287, 3.78059, 3.82731, 25.2842, 3.91721, 3.77854, 3.77854, 3.77854, 3.77854, 3.77854, 3.77855, 4.11731, 3.77854, 3.77854, 3.80964
2.26818, 37.9676, 28.6631, 3.8654, 6.322, 9.30451, 1.77898e-10, 3.86588, 3.9008, 3.87106, 3.93402, 4.72485, 3.86744, 3.91598, 27.1044, 3.97615, 3.8654, 3.8654, 3.8654, 3.8654, 3.8654, 3.8654, 4.25826, 3.8654, 3.8654, 3.8983
2.27605, 28.4893, 30.316, 3.95316, 5.52171, -1.82671, 9.73734e-11, 3.95363, 3.98856, 3.95882, 4.02177, 4.81157, 3.9552, 4.00559, 28.7175, 4.04062, 3.95316, 3.95316, 3.95316, 3.95316, 3.95316, 3.95316, 4.40634, 3.95316, 3.95316, 3.98792
2.28391, 33.4243, 31.7047, 4.04179, 5.95183, 1.7196, 5.25621e-11, 4.04227, 4.0772, 4.04745, 4.11041, 4.88884, 4.04384, 4.09611, 30.0668, 4.11007, 4.04179, 4.04179, 4.04179, 4.04179, 4.04179, 4.04179, 4.56113, 4.04179, 4.04179, 4.07848
2.29178, 34.8945, 32.7799, 4.13129, 6.07408, 2.1146, 2.7927e-11, 4.13177, 4.16669, 4.13695, 4.19991, 4.95706, 4.13334, 4.18754, 31.1037, 4.18395, 4.13129, 4.13129, 4.13129, 4.13129, 4.13129, 4.13129, 4.72193, 4.13129, 4.13129, 4.16996
2.29964, 37.5725, 33.5041, 4.22162, 6.29067, 4.0684, 1.45382e-11, 4.2221, 4.25703, 4.22728, 4.29024, 5.017, 4.22367, 4.27985, 31.7914, 4.26173, 4.22162, 4.22162, 4.22162, 4.22162, 4.22162, 4.22162, 4.88767, 4.22162, 4.22162, 4.26232
2.30751, 33.9231, 33.8542, 4.31278, 5.99359, 0.0689163, 7.35837e-12, 4.31325, 4.34818, 4.31844, 4.38139, 5.06977, 4.31482, 4.37305, 32.1075, 4.34295, 4.31278, 4.31278, 4.31278, 4.31278, 4.31278, 4.31278, 5.05701, 4.31278, 4.31278, 4.35557
2.31537, 43.3009, 33.8226, 4.40472, 6.73059, 9.47824, 3.58386e-12, 4.4052, 4.44012, 4.41038, 4.47334, 5.11675, 4.40677, 4.46715, 32.0451, 4.42712, 4.40472, 4.40472, 4.40472, 4.40472, 4.40472, 4.40472, 5.22829, 4.40472, 4.40472, 4.44965
2.32323, 39.567, 33.4183, 4.49743, 6.44724, 6.14871, 1.65055e-12, 4.49791, 4.53284, 4.50309, 4.56605, 5.15947, 4.49948, 4.56218, 31.6135, 4.51385, 4.49743, 4.49743, 4.49743, 4.49743, 4.49743, 4.49743, 5.39965, 4.49743, 4.49743, 4.54456
2.3311, 37.6468, 32.6654, 4.59089, 6.29657, 4.98138, 7.02966e-13, 4.59137, 4.62629, 4.59655, 4.65951, 5.19955, 4.59293, 4.65819, 30.8378, 4.60277, 4.59089, 4.59089, 4.59089, 4.59089, 4.59089, 4.59089, 5.56907, 4.59089, 4.59089, 4.64026
2.33896, 26.7919, 31.6023, 4.68506, 5.36581, -4.8104, 2.68915e-13, 4.68553, 4.72046, 4.69072, 4.75367, 5.23862, 4.6871, 4.75529, 29.7567, 4.69354, 4.68506, 4.68506, 4.68506, 4.68506, 4.68506, 4.68506, 5.73449, 4.68506, 4.68506, 4.73672
2.34683, 27.7474, 30.2785, 4.77991, 5.45412, -2.5311, 9.40059e-14, 4.78039, 4.81532, 4.78557, 4.84853, 5.27818, 4.78196, 4.85365, 28.4203, 4.78589, 4.77991, 4.77991, 4.77991, 4.77991, 4.77991, 4.77991, 5.89394, 4.77991, 4.77991, 4.83392
2.35469, 30.048, 28.7517, 4.87542, 5.66109, 1.2963, 2.86692e-14, 4.8759, 4.91083, 4.88108, 4.94405, 5.3196, 4.87748, 4.95355, 26.8864, 4.87958, 4.87542, 4.87542, 4.87542, 4.87542, 4.87542, 4.87543, 6.04561, 4.87542, 4.87542, 4.93183
2.36256, 29.8346, 27.0837, 4.97156, 5.64222, 2.75095, 7.38742e-15, 4.97203, 5.00696, 4.97722, 5.04018, 5.36403, 4.97361, 5.05541, 25.217, 4.97441, 4.97156, 4.97156, 4.97156, 4.97156, 4.97156, 4.97156, 6.18799, 4.97156, 4.97156, 5.0304
2.37042, 33.4337, 25.3371, 5.06829, 5.95262, 8.09653, 1.49401e-15, 5.06877, 5.10369, 5.07395, 5.13692, 5.41237, 5.07034, 5.15986, 23.4743, 5.07022, 5.06829, 5.06829, 5.06829, 5.06829, 5.06829, 5.06829, 6.32, 5.06829, 5.06829, 5.12962
2.37828, 23.2233, 23.5725, 5.16558, 5.02228, -0.349138, 2.91884e-16, 5.16606, 5.20099, 5.17124, 5.23422, 5.46529, 5.16765, 5.26781, 21.7177, 5.16687, 5.16558, 5.16558, 5.16558, 5.16558, 5.16558, 5.16559, 6.44098, 5.16558, 5.16558, 5.22944
2.38615, 21.7189, 21.8443, 5.26342, 4.8702, -0.125452, 4.84444e-17, 5.2639, 5.29882, 5.26908, 5.33207, 5.52318, 5.26549, 5.38055, 20.0005, 5.26427, 5.26342, 5.26342, 5.26342, 5.26342, 5.26342, 5.26342, 6.55084, 5.26342, 5.26342, 5.32985
2.39401, 21.7051, 20.2001, 5.36176, 4.86879, 1.50501, 6.78967e-18, 5.36224, 5.39716, 5.36742, 5.43042, 5.58622, 5.36383, 5.49985, 18.3674, 5.36231, 5.36176, 5.36176, 5.36176, 5.36176, 5.36176, 5.36176, 6.64999, 5.36176, 5.36176, 5.43081
2.40188, 19.7295, 18.6781, 5.46058, 4.66149, 1.05141, 7.91993e-19, 5.46106, 5.49599, 5.46624, 5.52928, 5.65439, 5.46267, 5.62813, 16.8535, 5.46094, 5.46058, 5.46058, 5.46058, 5.46058, 5.46058, 5.46058, 6.73943, 5.46058, 5.46058, 5.5323
2.40974, 12.3401, 17.3074, 5.55988, 3.78683, -4.96726, 7.16318e-20, 5.56035, 5.59528, 5.56554, 5.62861, 5.7275, 5.56198, 5.76859, 15.4832, 5.5601, 5.55988, 5.55988, 5.55988, 5.55988, 5.55988, 5.55988, 6.82066, 5.55988, 5.55988, 5.6343
2.41761, 17.88, 16.1081, 5.65962, 4.45869, 1.77182, 2.58089e-21, 5.66009, 5.69502, 5.66528, 5.72842, 5.80525, 5.66173, 5.92534, 14.2709, 5.65976, 5.65962, 5.65962, 5.65962, 5.65962, 5.65962, 5.65962, 6.89568, 5.65962, 5.65962, 5.73678
2.42547, 14.4267, 15.0924, 5.75979, 4.05299, -0.665655, 7.56853e-23, 5.76027, 5.7952, 5.76545, 5.8287, 5.88724, 5.76193, 6.10361, 13.2213, 5.75988, 5.75979, 5.75979, 5.75979, 5.75979, 5.75979, 5.75979, 6.96698, 5.75979, 5.75979, 5.83975
2.43333, 10.216, 14.2657, 5.8604, 3.49515, -4.04971, 3.6471e-25, 5.86088, 5.8958, 5.86606, 5.92946, 5.97304, 5.86256, 6.30984, 12.3309, 5.86045, 5.8604, 5.8604, 5.8604, 5.8604, 5.8604, 5.8604, 7.03753, 5.8604, 5.8604, 5.94318
2.4412, 19.3067, 13.629, 5.96143, 4.61592, 5.67765, 0, 5.9619, 5.99683, 5.96709, 6.03071, 6.06219, 5.96362, 6.55175, 11.5898, 5.96146, 5.96143, 5.96143, 5.96143, 5.96143, 5.96143, 5.96143, 7.11084, 5.96143, 5.96143, 6.04707
2.44906, 9.98299, 13.1804, 6.06289, 3.46165, -3.19745, 0, 6.06337, 6.09829, 6.06855, 6.13249, 6.15427, 6.06511, 6.83844, 10.9834, 6.06291, 6.06289, 6.06289, 6.06289, 6.06289, 6.06289, 6.06289, 7.19104, 6.06289, 6.06289, 6.15143
2.45693, 11.4167, 12.9173, 6.16478, 3.66288, -1.50063, 0, 6.16525, 6.20018, 6.17044, 6.23485, 6.24885, 6.16704, 7.18015, 10.4942, 6.16479, 6.16478, 6.16478, 6.16478, 6.16478, 6.16478, 6.16478, 7.28306, 6.16478, 6.16478, 6.25626
2.46479, 11.6866, 12.838, 6.26711, 3.69954, -1.15138, 0, 6.26759, 6.30251, 6.27277, 6.33784, 6.34557, 6.26943, 7.5882, 10.1035, 6.26712, 6.26711, 6.26711, 6.26711, 6.26711, 6.26711, 6.26711, 7.39292, 6.26711, 6.26711, 6.36157
2.47266, 9.41698, 12.9429, 6.3699, 3.3789, -3.52594, 0, 6.37038, 6.4053, 6.37556, 6.44157, 6.44411, 6.37227, 8.07447, 9.79298, 6.3699, 6.3699, 6.3699, 6.3699, 6.3699, 6.3699, 6.3699, 7.52798, 6.3699, 6.3699, 6.46738
2.48052, 11.9855, 13.2359, 6.47315, 3.73972, -1.2504, 0, 6.47363, 6.50855, 6.47881, 6.54612, 6.54417, 6.47559, 8.6509, 9.54542, 6.47315, 6.47315, 6.47315, 6.47315, 6.47315, 6.47315, 6.47315, 7.69739, 6.47315, 6.47315, 6.57369
2.48838, 11.2582, 13.7246, 6.57687, 3.64117, -2.46641, 0, 6.57735, 6.61227, 6.58253, 6.65164, 6.64554, 6.57938, 9.32873, 9.34589, 6.57687, 6.57687, 6.57687, 6.57687, 6.57687, 6.57687, 6.57687, 7.91252, 6.57687, 6.57687, 6.68052
2.49625, 10.8692, 14.4201, 6.68108, 3.58737, -3.55088, 0, 6.68156, 6.71649, 6.68674, 6.75833, 6.74804, 6.68368, 10.1176, 9.18202, 6.68108, 6.68108, 6.68108, 6.68108, 6.68108, 6.68108, 6.68108, 8.18744, 6.68108, 6.68108, 6.78791
2.50411, 6.40997, 15.3371, 6.78579, 2.9, -8.92717, 0, 6.78627, 6.8212, 6.79145, 6.8664, 6.8515, 6.78848, 11.0246, 9.04414, 6.78579, 6.78579, 6.78579, 6.78579, 6.78579, 6.78579, 6.78579, 8.53934, 6.78579, 6.78579, 6.89587
2.51198, 9.23875, 16.4927, 6.891, 3.35242, -7.25396, 0, 6.89147, 6.9264, 6.89666, 6.97614, 6.95581, 6.89379, 12.0529, 8.92528, 6.891, 6.891, 6.891, 6.891, 6.891, 6.891, 6.891, 8.98882, 6.891, 6.891, 7.00443
2.51984, 15.0533, 17.9051, 6.9967, 4.12957, -2.8518, 0, 6.99718, 7.03211, 7.00236, 7.08794, 7.06089, 6.99962, 13.2008, 8.82084, 6.9967, 6.9967, 6.9967, 6.9967, 6.9967, 6.9967, 6.9967, 9.56007, 6.9967, 6.9967, 7.11367
2.52771, 24.7328, 19.5927, 7.10291, 5.17037, 5.14005, 0, 7.10339, 7.13831, 7.10857, 7.20226, 7.16665, 7.10595, 14.4611, 8.72817, 7.10291, 7.10291, 7.10291, 7.10291, 7.10291, 7.10291, 7.10291, 10.2808, 7.10291, 7.10291, 7.22365
2.53557, 20.6146, 21.5718, 7.2096, 4.75549, -0.957203, 0, 7.21008, 7.24501, 7.21526, 7.3197, 7.27303, 7.21279, 15.8199, 8.64622, 7.2096, 7.2096, 7.2096, 7.2096, 7.2096, 7.2096, 7.20961, 11.1818, 7.2096, 7.2096, 7.33453
2.54343, 24.5955, 23.8557, 7.31678, 5.15708, 0.739801, 0, 7.31726, 7.35219, 7.32244, 7.44102, 7.37999, 7.32012, 17.2564, 8.57502, 7.31678, 7.31678, 7.31678, 7.31678, 7.31678, 7.31678, 7.31679, 12.2958, 7.31678, 7.31678, 7.44651
2.5513, 22.1472, 26.452, 7.42443, 4.91397, -4.30481, 0, 7.4249, 7.45983, 7.43009, 7.56716, 7.48748, 7.42792, 18.7429, 8.51523, 7.42443, 7.42443, 7.42443, 7.42443, 7.42443, 7.42443, 7.42443, 13.6563, 7.42443, 7.42443, 7.55993
2.55916, 24.9611, 29.3623, 7.53251, 5.19241, -4.4012, 0, 7.53299, 7.56792, 7.53817, 7.69928, 7.59545, 7.53618, 20.2459, 8.46781, 7.53251, 7.53251, 7.53251, 7.53251, 7.53251, 7.53251, 7.53251, 15.2959, 7.53251, 7.53251, 7.67529
2.56703, 28.9625, 32.5802, 7.64103, 5.5644, -3.61762, 0, 7.64151, 7.67643, 7.64669, 7.83883, 7.7039, 7.64489, 21.7266, 8.43372, 7.64103, 7.64103, 7.64103, 7.64103, 7.64103, 7.64103, 7.64103, 17.2435, 7.64103, 7.64103, 7.79339
2.57489, 32.3351, 36.0893, 7.74994, 5.85962, -3.75417, 0, 7.75042, 7.78535, 7.7556, 7.98751, 7.81276, 7.754, 23.1426, 8.41369, 7.74994, 7.74994, 7.74994, 7.74994, 7.74994, 7.74994, 7.74994, 19.5215, 7.74994, 7.74994, 7.91535
2.58276, 41.9348, 39.8637, 7.85924, 6.62833, 2.07103, 0, 7.85971, 7.89464, 7.8649, 8.14736, 7.92202, 7.8635, 24.4505, 8.40814, 7.85924, 7.85924, 7.85924, 7.85924, 7.85924, 7.85924, 7.85924, 22.1433, 7.85924, 7.85924, 8.04285
2.59062, 43.7216, 43.8667, 7.96888, 6.76177, -0.145126, 0, 7.96936, 8.00428, 7.97454, 8.32072, 8.03164, 7.97336, 25.6078, 8.41707, 7.96888, 7.96888, 7.96888, 7.96888, 7.96888, 7.96888, 7.96888, 25.1096, 7.96888, 7.96888, 8.17826
2.59848, 44.7098, 48.0506, 8.07884, 6.83445, -3.34087, 0, 8.07932, 8.11425, 8.0845, 8.51027, 8.14159, 8.08356, 26.5758, 8.44011, 8.07884, 8.07884, 8.07884, 8.07884, 8.07884, 8.07884, 8.07885, 28.4059, 8.07884, 8.07884, 8.32489
2.60635, 52.0903, 52.3575, 8.18911, 7.35461, -0.267254, 0, 8.18959, 8.22451, 8.19477, 8.7189, 8.25186, 8.19406, 27.3216, 8.47652, 8.18911, 8.18911, 8.18911, 8.18911, 8.18911, 8.18911, 8.18911, 32.0005, 8.18911, 8.18911, 8.48725
2.61421, 66.1609, 56.7196, 8.29964, 8.25596, 9.44136, 0, 8.30011, 8.33504, 8.3053, 8.94969, 8.36239, 8.30484, 27.8204, 8.52531, 8.29964, 8.29964, 8.29964, 8.29964, 8.29964, 8.29964, 8.29964, 35.8418, 8.29964, 8.29964, 8.67138
2.62208, 71.0576, 61.0621, 8.41041, 8.54737, 9.99547, 0, 8.41089, 8.44582, 8.41607, 9.20579, 8.47318, 8.41587, 28.0575, 8.58528, 8.41041, 8.41041, 8.41041, 8.41041, 8.41041, 8.41041, 8.41041, 39.8601, 8.41041, 8.41041, 8.88525
2.62994, 71.4872, 65.3041, 8.5214, 8.57247, 6.18307, 0, 8.52188, 8.55681, 8.52706, 9.49016, 8.5842, 8.52713, 28.0289, 8.65511, 8.5214, 8.5214, 8.5214, 8.5214, 8.5214, 8.5214, 8.5214, 43.9665, 8.5214, 8.5214, 9.13902
2.63781, 76.3177, 69.3629, 8.63258, 8.84973, 6.95477, 0, 8.63305, 8.66798, 8.63824, 9.80545, 8.69542, 8.63858, 27.7415, 8.73346, 8.63258, 8.63258, 8.63258, 8.63258, 8.63258, 8.63258, 8.63258, 48.0569, 8.63258, 8.63258, 9.44547
2.64567, 66.4461, 73.1568, 8.74391, 8.27322, -6.71072, 0, 8.74439, 8.77932, 8.74957, 10.1537, 8.80682, 8.7502, 27.2133, 8.81903, 8.74391, 8.74391, 8.74391, 8.74391, 8.74391, 8.74391, 8.74392, 52.0155, 8.74391, 8.74391, 9.82028
2.65353, 82.0163, 76.61, 8.85538, 9.16604, 5.40637, 0, 8.85586, 8.89079, 8.86104, 10.536, 8.91837, 8.86197, 26.4714, 8.91057, 8.85538, 8.85538, 8.85538, 8.85538, 8.85538, 8.85538, 8.85538, 55.7202, 8.85538, 8.85538, 10.2822
2.6614, 97.4775, 79.656, 8.96696, 9.97384, 17.8215, 0, 8.96744, 9.00236, 8.97262, 10.9524, 9.03005, 8.97385, 25.5508, 9.00696, 8.96696, 8.96696, 8.96696, 8.96696, 8.96696, 8.96696, 8.96696, 59.0492, 8.96696, 8.96696, 10.8529
2.66926, 92.1258, 82.2424, 9.07861, 9.70185, 9.88336, 0, 9.07909, 9.11401, 9.08427, 11.4012, 9.14184, 9.08581, 24.4922, 9.10722, 9.07861, 9.07861, 9.07861, 9.07861, 9.07861, 9.07861, 9.07861, 61.8873, 9.07861, 9.07861, 11.5569
