   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_348.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0215463, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0136586, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00577087, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00211687, 0, 8.02936e-14, 0, 1.41421, -8.02936e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71073e-16, 0, 0, 7.43879e-17, 0, 4.38808e-15, 0, 7.54601e-14, 0, 0, 0
0.0100046, 0, 1.23024e-13, 0, 1.41421, -1.23024e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.67501e-16, 0, 0, 1.15914e-16, 0, 6.93575e-15, 0, 1.15405e-13, 0, 0, 0
0.0178924, 0, 1.87694e-13, 0, 1.41421, -1.87694e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.64152e-16, 0, 0, 1.7988e-16, 0, 1.09198e-14, 0, 1.7573e-13, 0, 0, 0
0.0257801, 0, 2.85151e-13, 0, 1.41421, -2.85151e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31021e-15, 0, 0, 2.78009e-16, 0, 1.71259e-14, 0, 2.66437e-13, 0, 0, 0
0.0336678, 0, 4.314e-13, 0, 1.41421, -4.314e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.97803e-15, 0, 0, 4.27944e-16, 0, 2.67559e-14, 0, 4.02238e-13, 0, 0, 0
0.0415556, 0, 6.49947e-13, 0, 1.41421, -6.49947e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.97355e-15, 0, 0, 6.56128e-16, 0, 4.16416e-14, 0, 6.04676e-13, 0, 0, 0
0.0494433, 0, 9.75177e-13, 0, 1.41421, -9.75177e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.45124e-15, 0, 0, 1.00205e-15, 0, 6.45699e-14, 0, 9.05154e-13, 0, 0, 0
