   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_396.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.144361, 0, 1.54324e-24, 0, 1.41421, -1.54324e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06468e-26, 0, 0, 2.56923e-28, 0, 0, 1.53234e-24, 0, 0, 0
0.152425, 0, 5.59223e-24, 0, 1.41421, -5.59223e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.85807e-26, 0, 0, 9.39634e-28, 0, 0, 5.55271e-24, 0, 0, 0
0.16049, 0, 1.94015e-23, 0, 1.41421, -1.94015e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.33851e-25, 0, 0, 3.29127e-27, 0, 0, 1.92644e-23, 0, 0, 0
0.168555, 0, 7.24572e-23, 0, 1.41421, -7.24572e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.99879e-25, 0, 0, 1.24952e-26, 0, 0, 7.19448e-23, 0, 0, 0
0.17662, 0, 2.30084e-22, 0, 1.41421, -2.30084e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58734e-24, 0, 0, 4.00726e-26, 0, 0, 2.28457e-22, 0, 0, 0
0.184684, 0, 7.10795e-22, 0, 1.41421, -7.10795e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.90372e-24, 0, 0, 1.25137e-25, 0, 0, 7.05766e-22, 0, 0, 0
0.192749, 0, 2.13659e-21, 0, 1.41421, -2.13659e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47401e-23, 0, 0, 3.80303e-25, 0, 0, 2.12147e-21, 0, 0, 0
0.200814, 0, 6.26063e-21, 0, 1.41421, -6.26063e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.31915e-23, 0, 0, 1.12692e-24, 0, 0, 6.21631e-21, 0, 0, 0
0.208879, 0, 1.79102e-20, 0, 1.41421, -1.79102e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2356e-22, 0, 0, 3.26102e-24, 0, 0, 1.77833e-20, 0, 0, 0
0.216944, 0, 5.00863e-20, 0, 1.41421, -5.00863e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.45539e-22, 0, 0, 9.22718e-24, 0, 0, 4.97316e-20, 0, 0, 0
0.225008, 0, 1.37073e-19, 0, 1.41421, -1.37073e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.45649e-22, 0, 0, 2.55578e-23, 0, 0, 1.36102e-19, 0, 0, 0
0.233073, 0, 3.67455e-19, 0, 1.41421, -3.67455e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.53501e-21, 0, 0, 6.93626e-23, 0, 0, 3.64851e-19, 0, 0, 0
0.241138, 0, 9.65665e-19, 0, 1.41421, -9.65665e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.66195e-21, 0, 0, 1.84602e-22, 0, 0, 9.58818e-19, 0, 0, 0
0.249203, 0, 2.48959e-18, 0, 1.41421, -2.48959e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.71752e-20, 0, 0, 4.82144e-22, 0, 0, 2.47193e-18, 0, 0, 0
0.257267, 0, 6.3006e-18, 0, 1.41421, -6.3006e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.34664e-20, 0, 0, 1.23659e-21, 0, 0, 6.25589e-18, 0, 0, 0
0.265332, 0, 1.56614e-17, 0, 1.41421, -1.56614e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08044e-19, 0, 0, 3.11631e-21, 0, 0, 1.55502e-17, 0, 0, 0
0.273397, 0, 3.82559e-17, 0, 1.41421, -3.82559e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.63916e-19, 0, 0, 7.72068e-21, 0, 0, 3.79843e-17, 0, 0, 0
0.281462, 0, 9.18719e-17, 0, 1.41421, -9.18719e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.3379e-19, 0, 0, 1.8814e-20, 0, 0, 9.12193e-17, 0, 0, 0
0.289526, 0, 2.17001e-16, 0, 1.41421, -2.17001e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49699e-18, 0, 0, 4.5114e-20, 0, 0, 2.15459e-16, 0, 0, 0
0.297591, 0, 5.04316e-16, 0, 1.41421, -5.04316e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.47901e-18, 0, 0, 1.06494e-19, 0, 0, 5.00731e-16, 0, 0, 0
0.305656, 0, 1.1536e-15, 0, 1.41421, -1.1536e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.95796e-18, 0, 0, 2.47567e-19, 0, 0, 1.1454e-15, 0, 0, 0
0.313721, 0, 2.59809e-15, 0, 1.41421, -2.59809e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.79222e-17, 0, 0, 5.66965e-19, 0, 0, 2.5796e-15, 0, 0, 0
0.321785, 0, 5.76261e-15, 0, 1.41421, -5.76261e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.97508e-17, 0, 0, 1.27954e-18, 0, 0, 5.72158e-15, 0, 0, 0
0.32985, 0, 1.2591e-14, 0, 1.41421, -1.2591e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.68512e-17, 0, 0, 2.84681e-18, 0, 0, 1.25013e-14, 0, 0, 0
0.337915, 0, 2.71068e-14, 0, 1.41421, -2.71068e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86973e-16, 0, 0, 6.24588e-18, 0, 0, 2.69135e-14, 0, 0, 0
0.34598, 0, 5.75117e-14, 0, 1.41421, -5.75117e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.96683e-16, 0, 0, 1.35174e-17, 0, 0, 5.71015e-14, 0, 0, 0
0.354045, 0, 1.20275e-13, 0, 1.41421, -1.20275e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.29563e-16, 0, 0, 2.88673e-17, 0, 0, 1.19417e-13, 0, 0, 0
0.362109, 0, 2.47977e-13, 0, 1.41421, -2.47977e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.71028e-15, 0, 0, 6.08527e-17, 0, 0, 2.46206e-13, 0, 0, 0
0.370174, 0, 5.04106e-13, 0, 1.41421, -5.04106e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.47667e-15, 0, 0, 1.26675e-16, 0, 0, 5.00502e-13, 0, 0, 0
0.378239, 0, 1.01058e-12, 2.52234e-44, 1.41421, -1.01058e-12, 0, 2.52234e-44, 2.52234e-44, 2.52234e-44, 2.52234e-44, 2.52234e-44, 2.52234e-44, 2.52234e-44, 2.52234e-44, 6.96946e-15, 2.52234e-44, 2.52234e-44, 2.60517e-16, 2.52234e-44, 2.52234e-44, 1.00335e-12, 2.52234e-44, 2.52234e-44, 2.52234e-44
0.386304, 0, 1.99805e-12, 5.11474e-43, 1.41421, -1.99805e-12, 0, 5.11474e-43, 5.11474e-43, 5.11474e-43, 5.11474e-43, 5.11474e-43, 5.11474e-43, 5.11474e-43, 5.11474e-43, 1.37794e-14, 5.11474e-43, 5.11474e-43, 5.296e-16, 5.11474e-43, 5.11474e-43, 1.98374e-12, 5.11474e-43, 5.11474e-43, 5.11474e-43
0.394368, 0, 3.89661e-12, 8.50168e-42, 1.41421, -3.89661e-12, 0, 8.50168e-42, 8.50168e-42, 8.50168e-42, 8.50168e-42, 8.50168e-42, 8.50168e-42, 8.50168e-42, 8.50168e-42, 2.68727e-14, 8.50168e-42, 8.50168e-42, 1.06487e-15, 8.50168e-42, 8.50168e-42, 3.86867e-12, 8.50168e-42, 8.50168e-42, 8.50168e-42
0.402433, 0, 7.49642e-12, 1.23576e-40, 1.41421, -7.49642e-12, 0, 1.23576e-40, 1.23576e-40, 1.23576e-40, 1.23576e-40, 1.23576e-40, 1.23576e-40, 1.23576e-40, 1.23576e-40, 5.17001e-14, 1.23576e-40, 1.23576e-40, 2.11931e-15, 1.23576e-40, 1.23576e-40, 7.4426e-12, 1.23576e-40, 1.23576e-40, 1.23576e-40
0.410498, 0, 1.42284e-11, 1.5971e-39, 1.41421, -1.42284e-11, 0, 1.5971e-39, 1.5971e-39, 1.5971e-39, 1.5971e-39, 1.5971e-39, 1.5971e-39, 1.5971e-39, 1.5971e-39, 9.81352e-14, 1.5971e-39, 1.5971e-39, 4.17849e-15, 1.5971e-39, 1.5971e-39, 1.41261e-11, 1.5971e-39, 1.5971e-39, 1.5971e-39
0.418563, 0, 2.66463e-11, 1.85147e-38, 1.41421, -2.66463e-11, 0, 1.85147e-38, 1.85147e-38, 1.85147e-38, 1.85147e-38, 1.85147e-38, 1.85147e-38, 1.85147e-38, 1.85147e-38, 1.83807e-13, 1.85147e-38, 1.85147e-38, 8.16934e-15, 1.85147e-38, 1.85147e-38, 2.64543e-11, 1.85147e-38, 1.85147e-38, 1.85147e-38
0.426627, 0, 4.92533e-11, 5.85055e-37, 1.41421, -4.92533e-11, 0, 5.85055e-37, 5.85055e-37, 5.85055e-37, 5.85055e-37, 5.85055e-37, 5.85055e-37, 5.85055e-37, 5.85055e-37, 3.39828e-13, 5.85055e-37, 5.85055e-37, 1.58931e-14, 5.85055e-37, 5.85055e-37, 4.88976e-11, 5.85055e-37, 5.85055e-37, 5.85055e-37
0.434692, 0, 8.98214e-11, 5.09133e-36, 1.41421, -8.98214e-11, 0, 5.09133e-36, 5.09133e-36, 5.09133e-36, 5.09133e-36, 5.09133e-36, 5.09133e-36, 5.09133e-36, 5.09133e-36, 6.19926e-13, 5.09133e-36, 5.09133e-36, 3.06568e-14, 5.09133e-36, 5.09133e-36, 8.91708e-11, 5.09133e-36, 5.09133e-36, 5.09133e-36
0.442757, 0, 1.61671e-10, 4.06531e-35, 1.41421, -1.61671e-10, 0, 4.06531e-35, 4.06531e-35, 4.06531e-35, 4.06531e-35, 4.06531e-35, 4.06531e-35, 4.06531e-35, 4.06531e-35, 1.11632e-12, 4.06531e-35, 4.06531e-35, 5.8843e-14, 4.06531e-35, 4.06531e-35, 1.60496e-10, 4.06531e-35, 4.06531e-35, 4.06531e-35
0.450822, 0, 2.87234e-10, 2.99759e-34, 1.41421, -2.87234e-10, 0, 2.99759e-34, 2.99759e-34, 2.99759e-34, 2.99759e-34, 2.99759e-34, 2.99759e-34, 2.99759e-34, 2.99759e-34, 1.98455e-12, 2.99759e-34, 2.99759e-34, 1.12525e-13, 2.99759e-34, 2.99759e-34, 2.85137e-10, 2.99759e-34, 2.99759e-34, 2.99759e-34
0.458887, 0, 5.03775e-10, 2.18405e-33, 1.41421, -5.03775e-10, 0, 2.18405e-33, 2.18405e-33, 2.18405e-33, 2.18405e-33, 2.18405e-33, 2.18405e-33, 2.18405e-33, 2.18405e-33, 3.48363e-12, 2.18405e-33, 2.18405e-33, 2.1463e-13, 2.18405e-33, 2.18405e-33, 5.00077e-10, 2.18405e-33, 2.18405e-33, 2.18405e-33
0.466951, 0, 8.7232e-10, 1.51143e-32, 1.41421, -8.7232e-10, 0, 1.51143e-32, 1.51143e-32, 1.51143e-32, 1.51143e-32, 1.51143e-32, 1.51143e-32, 1.51143e-32, 1.51143e-32, 6.03898e-12, 1.51143e-32, 1.51143e-32, 4.08733e-13, 1.51143e-32, 1.51143e-32, 8.65872e-10, 1.51143e-32, 1.51143e-32, 1.51143e-32
0.475016, 0, 1.49143e-09, 9.79681e-32, 1.41421, -1.49143e-09, 0, 9.79681e-32, 9.79681e-32, 9.79681e-32, 9.79681e-32, 9.79681e-32, 9.79681e-32, 9.79681e-32, 9.79681e-32, 1.03404e-11, 9.79681e-32, 9.79681e-32, 7.77691e-13, 9.79681e-32, 9.79681e-32, 1.48031e-09, 9.79681e-32, 9.79681e-32, 9.79681e-32
0.483081, 0, 2.51806e-09, 5.93702e-31, 1.41421, -2.51806e-09, 0, 5.93702e-31, 5.93702e-31, 5.93702e-31, 5.93702e-31, 5.93702e-31, 5.93702e-31, 5.93702e-31, 5.93702e-31, 1.74918e-11, 5.93702e-31, 5.93702e-31, 1.47893e-12, 5.93702e-31, 5.93702e-31, 2.49909e-09, 5.93702e-31, 5.93702e-31, 5.93702e-31
0.491146, 0, 4.19873e-09, 3.36872e-30, 1.41421, -4.19873e-09, 0, 3.36872e-30, 3.36872e-30, 3.36872e-30, 3.36872e-30, 3.36872e-30, 3.36872e-30, 3.36872e-30, 3.36872e-30, 2.92382e-11, 3.36872e-30, 3.36872e-30, 2.81091e-12, 3.36872e-30, 3.36872e-30, 4.16668e-09, 3.36872e-30, 3.36872e-30, 3.36872e-30
0.49921, 0, 6.91537e-09, 1.79458e-29, 1.41421, -6.91537e-09, 0, 1.79458e-29, 1.79458e-29, 1.79458e-29, 1.79458e-29, 1.79458e-29, 1.79458e-29, 1.79458e-29, 1.79458e-29, 4.83044e-11, 1.79458e-29, 1.79458e-29, 5.33726e-12, 1.79458e-29, 1.79458e-29, 6.86173e-09, 1.79458e-29, 1.79458e-29, 1.79458e-29
0.507275, 0, 1.12517e-08, 9.00603e-29, 1.41421, -1.12517e-08, 0, 9.00603e-29, 9.00603e-29, 9.00603e-29, 9.00603e-29, 9.00603e-29, 9.00603e-29, 9.00603e-29, 9.00603e-29, 7.88957e-11, 9.00603e-29, 9.00603e-29, 1.01164e-11, 9.00603e-29, 9.00603e-29, 1.11627e-08, 9.00603e-29, 9.00603e-29, 9.00603e-29
0.51534, 0, 1.80878e-08, 4.27152e-28, 1.41421, -1.80878e-08, 0, 4.27152e-28, 4.27152e-28, 4.27152e-28, 4.27152e-28, 4.27152e-28, 4.27152e-28, 4.27152e-28, 4.27152e-28, 1.27429e-10, 4.27152e-28, 4.27152e-28, 1.91209e-11, 4.27152e-28, 4.27152e-28, 1.79413e-08, 4.27152e-28, 4.27152e-28, 4.27152e-28
0.523405, 0, 2.87335e-08, 1.92066e-27, 1.41421, -2.87335e-08, 0, 1.92066e-27, 1.92066e-27, 1.92066e-27, 1.92066e-27, 1.92066e-27, 1.92066e-27, 1.92066e-27, 1.92066e-27, 2.0359e-10, 1.92066e-27, 1.92066e-27, 3.59943e-11, 1.92066e-27, 1.92066e-27, 2.84939e-08, 1.92066e-27, 1.92066e-27, 1.92066e-27
0.531469, 0, 4.51126e-08, 8.21192e-27, 1.41421, -4.51126e-08, 0, 8.21192e-27, 8.21192e-27, 8.21192e-27, 8.21192e-27, 8.21192e-27, 8.21192e-27, 8.21192e-27, 8.21192e-27, 3.21847e-10, 8.21192e-27, 8.21192e-27, 6.73972e-11, 8.21192e-27, 8.21192e-27, 4.47233e-08, 8.21192e-27, 8.21192e-27, 8.21192e-27
0.539534, 0, 7.00137e-08, 3.34798e-26, 1.41421, -7.00137e-08, 0, 3.34798e-26, 3.34798e-26, 3.34798e-26, 3.34798e-26, 3.34798e-26, 3.34798e-26, 3.34798e-26, 3.34798e-26, 5.03593e-10, 3.34798e-26, 3.34798e-26, 1.25365e-10, 3.34798e-26, 3.34798e-26, 6.93848e-08, 3.34798e-26, 3.34798e-26, 3.34798e-26
0.547599, 0, 1.0743e-07, 1.30507e-25, 1.41421, -1.0743e-07, 0, 1.30507e-25, 1.30507e-25, 1.30507e-25, 1.30507e-25, 1.30507e-25, 1.30507e-25, 1.30507e-25, 1.30507e-25, 7.80151e-10, 1.30507e-25, 1.30507e-25, 2.31377e-10, 1.30507e-25, 1.30507e-25, 1.06418e-07, 1.30507e-25, 1.30507e-25, 1.30507e-25
0.555664, 0, 1.63006e-07, 4.90401e-25, 1.41421, -1.63006e-07, 0, 4.90401e-25, 4.90401e-25, 4.90401e-25, 4.90401e-25, 4.90401e-25, 4.90401e-25, 4.90401e-25, 4.90401e-25, 1.19695e-09, 4.90401e-25, 4.90401e-25, 4.23271e-10, 4.90401e-25, 4.90401e-25, 1.61386e-07, 4.90401e-25, 4.90401e-25, 4.90401e-25
0.563728, 0, 2.4496e-07, 1.6214e-11, 1.41421, -2.4496e-07, 1.6214e-11, 1.62221e-11, 1.65704e-11, 1.65731e-11, 3.10336e-11, 1.39379e-10, 2.62071e-11, 3.40811e-11, 1.12994e-10, 1.83553e-09, 1.79472e-11, 1.63379e-11, 7.83022e-10, 1.63131e-11, 1.62143e-11, 2.42087e-07, 1.6214e-11, 1.6214e-11, 3.8016e-11
0.571793, 0, 3.64544e-07, 6.72241e-11, 1.41421, -3.64544e-07, 6.72241e-11, 6.72574e-11, 6.86858e-11, 6.8697e-11, 1.28006e-10, 5.72375e-10, 1.0821e-10, 1.40505e-10, 4.64161e-10, 2.80738e-09, 7.43327e-11, 6.77324e-11, 1.44221e-09, 7.00238e-11, 6.72255e-11, 3.59249e-07, 6.72241e-11, 6.72241e-11, 1.56643e-10
0.579858, 0, 5.3799e-07, 2.1898e-10, 1.41421, -5.3799e-07, 2.1898e-10, 2.19088e-10, 2.2371e-10, 2.23746e-10, 4.15651e-10, 1.85349e-09, 3.51598e-10, 4.56094e-10, 1.50335e-09, 4.30948e-09, 2.41982e-10, 2.20625e-10, 2.6575e-09, 2.30049e-10, 2.18985e-10, 5.27641e-07, 2.1898e-10, 2.1898e-10, 5.08313e-10
0.587923, 0, 7.88978e-07, 6.50431e-10, 1.41421, -7.88978e-07, 6.50431e-10, 6.5075e-10, 6.64421e-10, 6.64529e-10, 1.23221e-09, 5.48552e-09, 1.04273e-09, 1.35184e-09, 4.44974e-09, 6.70379e-09, 7.18471e-10, 6.55296e-10, 4.92639e-09, 6.86471e-10, 6.50444e-10, 7.67345e-07, 6.50431e-10, 6.50431e-10, 1.50631e-09
0.595987, 0, 1.1538e-06, 1.82715e-09, 1.41421, -1.1538e-06, 1.82715e-09, 1.82805e-09, 1.86635e-09, 1.86665e-09, 3.45697e-09, 1.53724e-08, 2.92617e-09, 3.79212e-09, 1.24708e-08, 1.07089e-08, 2.01776e-09, 1.84078e-09, 9.23878e-09, 1.93446e-09, 1.82719e-09, 1.10584e-06, 1.82715e-09, 1.82715e-09, 4.22487e-09
0.604052, 0, 1.69171e-06, 4.91066e-09, 1.41421, -1.69171e-06, 4.91066e-09, 4.91306e-09, 5.01578e-09, 5.01659e-09, 9.28167e-09, 4.12378e-08, 7.85811e-09, 1.01805e-08, 3.34557e-08, 1.78331e-08, 5.42187e-09, 4.94722e-09, 1.76088e-08, 5.21237e-09, 4.91076e-09, 1.58113e-06, 4.91066e-09, 4.91066e-09, 1.13411e-08
0.612117, 0, 2.5063e-06, 1.26793e-08, 1.41421, -2.5063e-06, 1.26793e-08, 1.26854e-08, 1.29501e-08, 1.29522e-08, 2.39437e-08, 1.06297e-07, 2.02751e-08, 2.62601e-08, 8.62423e-08, 3.13249e-08, 1.39967e-08, 1.27735e-08, 3.41833e-08, 1.34899e-08, 1.26795e-08, 2.24718e-06, 1.26793e-08, 1.26793e-08, 2.9251e-08
0.620182, 0, 3.78953e-06, 3.15048e-08, 1.41421, -3.78953e-06, 3.15048e-08, 3.15201e-08, 3.21766e-08, 3.21818e-08, 5.9442e-08, 2.63688e-07, 5.03433e-08, 6.51869e-08, 2.1395e-07, 5.81888e-08, 3.47721e-08, 3.17384e-08, 6.75067e-08, 3.35964e-08, 3.15054e-08, 3.1837e-06, 3.15048e-08, 3.15048e-08, 7.26047e-08
0.628247, 0, 5.90961e-06, 7.53969e-08, 1.41421, -5.90961e-06, 7.53969e-08, 7.54335e-08, 7.70016e-08, 7.7014e-08, 1.42127e-07, 6.29986e-07, 1.20394e-07, 1.55849e-07, 5.11181e-07, 1.13279e-07, 8.32012e-08, 7.5955e-08, 1.35012e-07, 8.05912e-08, 7.53984e-08, 4.51458e-06, 7.53969e-08, 7.53969e-08, 1.73567e-07
0.636311, 0, 9.58022e-06, 1.73886e-07, 1.41421, -9.58022e-06, 1.73886e-07, 1.7397e-07, 1.77579e-07, 1.77607e-07, 3.27469e-07, 1.45031e-06, 2.7745e-07, 3.59052e-07, 1.17687e-06, 2.27247e-07, 1.91848e-07, 1.7517e-07, 2.71533e-07, 1.86315e-07, 1.73889e-07, 6.44237e-06, 1.73886e-07, 1.73886e-07, 3.99831e-07
0.644376, 0, 1.61723e-05, 3.86631e-07, 1.41421, -1.61723e-05, 3.86631e-07, 3.86817e-07, 3.94825e-07, 3.94888e-07, 7.27376e-07, 3.21853e-06, 6.164e-07, 7.97446e-07, 2.61188e-06, 4.61235e-07, 4.26482e-07, 3.8948e-07, 5.44909e-07, 4.15309e-07, 3.86638e-07, 9.31163e-06, 3.86631e-07, 3.86631e-07, 8.87919e-07
0.652441, 0, 2.82613e-05, 8.2913e-07, 1.41421, -2.82613e-05, 8.2913e-07, 8.29529e-07, 8.4666e-07, 8.46795e-07, 1.55814e-06, 6.88786e-06, 1.32071e-06, 1.70805e-06, 5.58995e-06, 9.327e-07, 9.14389e-07, 8.35226e-07, 1.08315e-06, 8.92971e-07, 8.29146e-07, 1.37213e-05, 8.2913e-07, 8.2913e-07, 1.90161e-06
0.660506, 0, 5.05387e-05, 1.71559e-06, 1.41421, -5.05387e-05, 1.71559e-06, 1.71642e-06, 1.75177e-06, 1.75205e-06, 3.22018e-06, 1.42201e-05, 2.73016e-06, 3.52958e-06, 1.15414e-05, 1.85845e-06, 1.89156e-06, 1.72817e-06, 2.11948e-06, 1.85278e-06, 1.71563e-06, 2.07157e-05, 1.71559e-06, 1.71559e-06, 3.92908e-06
0.66857, 0, 9.12481e-05, 3.42648e-06, 1.41421, -9.12481e-05, 3.42648e-06, 3.42812e-06, 3.49855e-06, 3.4991e-06, 6.42325e-06, 2.83324e-05, 5.44725e-06, 7.0395e-06, 2.2997e-05, 3.62239e-06, 3.77696e-06, 3.45154e-06, 4.06301e-06, 3.71117e-06, 3.42655e-06, 3.20933e-05, 3.42648e-06, 3.42648e-06, 7.83519e-06
0.676635, 0, 0.000164313, 6.60845e-06, 1.41421, -0.000164313, 6.60845e-06, 6.61161e-06, 6.74702e-06, 6.74809e-06, 1.23708e-05, 5.44991e-05, 1.04941e-05, 1.35558e-05, 4.42399e-05, 6.87573e-06, 7.28238e-06, 6.65664e-06, 7.60339e-06, 7.17927e-06, 6.60858e-06, 5.0882e-05, 6.60845e-06, 6.60845e-06, 1.50858e-05
0.6847, 0, 0.000292282, 1.23129e-05, 1.41421, -0.000292282, 1.23129e-05, 1.23187e-05, 1.25702e-05, 1.25722e-05, 2.30143e-05, 0.000101252, 1.9529e-05, 2.52149e-05, 8.2199e-05, 1.26759e-05, 1.35644e-05, 1.24023e-05, 1.38561e-05, 1.34193e-05, 1.23131e-05, 8.20177e-05, 1.23129e-05, 1.23129e-05, 2.80563e-05
