   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_140.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.000804935, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0070517, 0, 1.97315e-19, 0, 1.41421, -1.97315e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06282e-21, 0, 0, 2.00099e-24, 2.07454e-21, 0, 1.94175e-19, 0, 0
0.0149083, 0, 3.94632e-19, 0, 1.41421, -3.94632e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12526e-21, 0, 0, 4.0578e-24, 4.22139e-21, 0, 3.88281e-19, 0, 0
0.022765, 0, 7.81594e-19, 0, 1.41421, -7.81594e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.20843e-21, 0, 0, 8.15009e-24, 8.50619e-21, 0, 7.68871e-19, 0, 0
0.0306216, 0, 1.53338e-18, 0, 1.41421, -1.53338e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.25476e-21, 0, 0, 1.62176e-23, 1.69788e-20, 0, 1.50813e-18, 0, 0
0.0384782, 0, 2.98064e-18, 0, 1.41421, -2.98064e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.60428e-20, 0, 0, 3.198e-23, 3.35821e-20, 0, 2.93099e-18, 0, 0
0.0463349, 0, 5.74204e-18, 0, 1.41421, -5.74204e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.08993e-20, 0, 0, 6.25095e-23, 6.58352e-20, 0, 5.64524e-18, 0, 0
0.0541915, 0, 1.0965e-17, 0, 1.41421, -1.0965e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.89933e-20, 0, 0, 1.2114e-22, 1.2796e-19, 0, 1.0778e-17, 0, 0
0.0620481, 0, 2.07603e-17, 0, 1.41421, -2.07603e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11669e-19, 0, 0, 2.32805e-22, 2.46639e-19, 0, 2.04017e-17, 0, 0
0.0699048, 0, 3.89774e-17, 0, 1.41421, -3.89774e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.09612e-19, 0, 0, 4.4377e-22, 4.71566e-19, 0, 3.82957e-17, 0, 0
0.0777614, 0, 7.25805e-17, 0, 1.41421, -7.25805e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.90234e-19, 0, 0, 8.39165e-22, 8.94505e-19, 0, 7.1295e-17, 0, 0
0.085618, 0, 1.34066e-16, 0, 1.41421, -1.34066e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.20644e-19, 0, 0, 1.57444e-21, 1.6837e-18, 0, 1.3166e-16, 0, 0
0.0934747, 0, 2.45682e-16, 0, 1.41421, -2.45682e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32029e-18, 0, 0, 2.93133e-21, 3.14534e-18, 0, 2.41214e-16, 0, 0
0.101331, 0, 4.46721e-16, 0, 1.41421, -4.46721e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.40004e-18, 0, 0, 5.41651e-21, 5.83262e-18, 0, 4.38483e-16, 0, 0
0.109188, 0, 8.06051e-16, 0, 1.41421, -8.06051e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.3294e-18, 0, 0, 9.93456e-21, 1.0738e-17, 0, 7.90973e-16, 0, 0
0.117045, 0, 1.44344e-15, 0, 1.41421, -1.44344e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.75073e-18, 0, 0, 1.80886e-20, 1.96299e-17, 0, 1.41605e-15, 0, 0
0.124901, 0, 2.56561e-15, 0, 1.41421, -2.56561e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37723e-17, 0, 0, 3.26989e-20, 3.56368e-17, 0, 2.51617e-15, 0, 0
