   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_313.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
5.51363, 129.008, 87.1982, 10.4733, 11.4459, 41.8097, 0, 10.4733, 10.4745, 10.4733, 10.4769, 87.1934, 10.4733, 10.4733, 10.4733, 10.4733, 10.4733, 10.4733, 10.4733, 10.4733, 10.4733, 10.4733, 10.4733, 10.4733, 10.4733, 10.4733
5.52148, 105.484, 71.9525, 10.4975, 10.3674, 33.5313, 0, 10.4975, 10.4987, 10.4975, 10.5011, 71.9476, 10.4975, 10.4975, 10.4975, 10.4975, 10.4975, 10.4975, 10.4975, 10.4975, 10.4975, 10.4975, 10.4975, 10.4975, 10.4975, 10.4975
5.52932, 95.5337, 58.9556, 10.5217, 9.87592, 36.5781, 0, 10.5217, 10.5229, 10.5217, 10.5253, 58.9508, 10.5217, 10.5217, 10.5217, 10.5217, 10.5217, 10.5217, 10.5217, 10.5217, 10.5217, 10.5217, 10.5217, 10.5217, 10.5217, 10.5217
5.53716, 65, 48.104, 10.5459, 8.18535, 16.896, 0, 10.5459, 10.5471, 10.5459, 10.5495, 48.0992, 10.5459, 10.5459, 10.5459, 10.5459, 10.5459, 10.5459, 10.5459, 10.5459, 10.5459, 10.5459, 10.5459, 10.5459, 10.5459, 10.5459
5.54501, 57.4816, 39.2289, 10.57, 7.71243, 18.2527, 0, 10.57, 10.5712, 10.57, 10.5736, 39.224, 10.57, 10.57, 10.57, 10.57, 10.57, 10.57, 10.57, 10.57, 10.57, 10.57, 10.57, 10.57, 10.57, 10.57
5.55285, 72.9976, 32.1119, 10.594, 8.66011, 40.8857, 0, 10.594, 10.5953, 10.5941, 10.5977, 32.1069, 10.594, 10.594, 10.594, 10.594, 10.594, 10.594, 10.594, 10.594, 10.594, 10.594, 10.594, 10.594, 10.594, 10.594
5.56069, 50.9976, 26.517, 10.6181, 7.27995, 24.4806, 0, 10.6181, 10.6193, 10.6181, 10.6218, 26.5121, 10.6181, 10.6181, 10.6181, 10.6181, 10.6181, 10.6181, 10.6181, 10.6181, 10.6181, 10.6181, 10.6181, 10.6181, 10.6181, 10.6181
5.56854, 32.9976, 22.2024, 10.642, 5.91587, 10.7952, 0, 10.642, 10.6433, 10.6421, 10.6458, 22.1974, 10.642, 10.642, 10.642, 10.642, 10.642, 10.642, 10.642, 10.642, 10.642, 10.642, 10.642, 10.642, 10.642, 10.642
5.57638, 26.5257, 18.9386, 10.666, 5.34094, 7.58702, 0, 10.666, 10.6672, 10.666, 10.6698, 18.9335, 10.666, 10.666, 10.666, 10.666, 10.666, 10.666, 10.666, 10.666, 10.666, 10.666, 10.666, 10.666, 10.666, 10.666
5.58422, 24, 16.5168, 10.6898, 5.09902, 7.48321, 0, 10.6898, 10.691, 10.6899, 10.6937, 16.5117, 10.6898, 10.6898, 10.6898, 10.6898, 10.6898, 10.6898, 10.6898, 10.6898, 10.6898, 10.6898, 10.6898, 10.6898, 10.6898, 10.6898
5.59206, 21, 14.7542, 10.7136, 4.79583, 6.24578, 0, 10.7136, 10.7148, 10.7136, 10.7175, 14.749, 10.7136, 10.7136, 10.7136, 10.7136, 10.7136, 10.7136, 10.7136, 10.7136, 10.7136, 10.7136, 10.7136, 10.7136, 10.7136, 10.7136
5.59991, 17, 13.4963, 10.7373, 4.3589, 3.50371, 0, 10.7373, 10.7385, 10.7374, 10.7412, 13.491, 10.7373, 10.7373, 10.7373, 10.7373, 10.7373, 10.7373, 10.7373, 10.7373, 10.7373, 10.7373, 10.7373, 10.7373, 10.7373, 10.7373
5.60775, 8, 12.6169, 10.7609, 3.16228, -4.61692, 0, 10.7609, 10.7621, 10.761, 10.7649, 12.6116, 10.7609, 10.7609, 10.7609, 10.7609, 10.7609, 10.7609, 10.7609, 10.7609, 10.7609, 10.7609, 10.7609, 10.7609, 10.7609, 10.7609
5.61559, 10, 12.0153, 10.7844, 3.4641, -2.01528, 0, 10.7844, 10.7856, 10.7845, 10.7884, 12.0099, 10.7844, 10.7844, 10.7844, 10.7844, 10.7844, 10.7844, 10.7844, 10.7844, 10.7844, 10.7844, 10.7844, 10.7844, 10.7844, 10.7844
5.62344, 10.4574, 11.6136, 10.8078, 3.52951, -1.15613, 0, 10.8078, 10.809, 10.808, 10.8119, 11.6081, 10.8078, 10.8078, 10.8078, 10.8078, 10.8078, 10.8078, 10.8078, 10.8078, 10.8078, 10.8078, 10.8078, 10.8078, 10.8078, 10.8078
5.63128, 13.5426, 11.3527, 10.8311, 3.94241, 2.18982, 0, 10.8311, 10.8323, 10.8313, 10.8353, 11.3472, 10.8311, 10.8311, 10.8311, 10.8311, 10.8311, 10.8311, 10.8311, 10.8311, 10.8311, 10.8311, 10.8311, 10.8311, 10.8311, 10.8311
5.63912, 5, 11.1894, 10.8543, 2.64575, -6.18941, 0, 10.8543, 10.8555, 10.8546, 10.8585, 11.1838, 10.8543, 10.8543, 10.8543, 10.8543, 10.8543, 10.8543, 10.8543, 10.8543, 10.8543, 10.8543, 10.8543, 10.8543, 10.8543, 10.8543
5.64697, 7.90037, 11.0922, 10.8774, 3.14649, -3.19185, 0, 10.8774, 10.8786, 10.8777, 10.8816, 11.0865, 10.8774, 10.8774, 10.8774, 10.8774, 10.8774, 10.8774, 10.8774, 10.8774, 10.8774, 10.8774, 10.8774, 10.8774, 10.8774, 10.8774
5.65481, 7.09963, 11.0391, 10.9004, 3.01656, -3.93947, 0, 10.9004, 10.9016, 10.9007, 10.9046, 11.0333, 10.9004, 10.9004, 10.9004, 10.9004, 10.9004, 10.9004, 10.9004, 10.9004, 10.9004, 10.9004, 10.9004, 10.9004, 10.9004, 10.9004
5.66265, 5.89095, 11.0149, 10.9232, 2.80908, -5.12393, 0, 10.9232, 10.9244, 10.9236, 10.9275, 11.009, 10.9232, 10.9232, 10.9232, 10.9232, 10.9232, 10.9232, 10.9232, 10.9232, 10.9232, 10.9232, 10.9232, 10.9232, 10.9232, 10.9232
5.6705, 2.10905, 11.0094, 10.9459, 2.02708, -8.90036, 0, 10.9459, 10.9471, 10.9463, 10.9502, 11.0034, 10.9459, 10.9459, 10.9459, 10.9459, 10.9459, 10.9459, 10.9459, 10.9459, 10.9459, 10.9459, 10.9459, 10.9459, 10.9459, 10.9459
5.67834, 3, 11.0161, 10.9684, 2.23607, -8.01612, 0, 10.9684, 10.9696, 10.9689, 10.9728, 11.01, 10.9684, 10.9684, 10.9684, 10.9684, 10.9684, 10.9684, 10.9684, 10.9684, 10.9684, 10.9684, 10.9684, 10.9684, 10.9684, 10.9684
5.68618, 4, 11.031, 10.9908, 2.44949, -7.03102, 0, 10.9908, 10.992, 10.9913, 10.9953, 11.0248, 10.9908, 10.9908, 10.9908, 10.9908, 10.9908, 10.9908, 10.9908, 10.9908, 10.9908, 10.9908, 10.9908, 10.9908, 10.9908, 10.9908
5.69403, 6, 11.052, 11.013, 2.82843, -5.05201, 0, 11.013, 11.0142, 11.0136, 11.0176, 11.0457, 11.013, 11.013, 11.013, 11.013, 11.013, 11.013, 11.013, 11.013, 11.013, 11.013, 11.013, 11.013, 11.013, 11.013
5.70187, 3, 11.0784, 11.0351, 2.23607, -8.07843, 0, 11.0351, 11.0363, 11.0357, 11.0397, 11.072, 11.0351, 11.0351, 11.0351, 11.0351, 11.0351, 11.0351, 11.0351, 11.0351, 11.0351, 11.0351, 11.0351, 11.0351, 11.0351, 11.0351
5.70971, 4.43098, 11.1109, 11.057, 2.53594, -6.67991, 0, 11.057, 11.0582, 11.0576, 11.0616, 11.1044, 11.057, 11.057, 11.057, 11.057, 11.057, 11.057, 11.057, 11.057, 11.057, 11.057, 11.057, 11.057, 11.057, 11.057
5.71756, 8.42615, 11.1513, 11.0787, 3.22895, -2.72511, 0, 11.0787, 11.0799, 11.0794, 11.0834, 11.1447, 11.0787, 11.0787, 11.0787, 11.0787, 11.0787, 11.0787, 11.0787, 11.0787, 11.0787, 11.0787, 11.0787, 11.0787, 11.0787, 11.0787
5.7254, 6.56899, 11.2028, 11.1002, 2.92728, -4.63382, 0, 11.1002, 11.1014, 11.1009, 11.105, 11.1962, 11.1002, 11.1002, 11.1002, 11.1002, 11.1002, 11.1002, 11.1002, 11.1002, 11.1002, 11.1002, 11.1002, 11.1002, 11.1002, 11.1002
5.73324, 15.9976, 11.2705, 11.1216, 4.24236, 4.72709, 0, 11.1216, 11.1228, 11.1222, 11.1263, 11.2639, 11.1216, 11.1216, 11.1216, 11.1216, 11.1216, 11.1216, 11.1216, 11.1216, 11.1216, 11.1216, 11.1216, 11.1216, 11.1216, 11.1216
5.74109, 10.9976, 11.3615, 11.1427, 3.60522, -0.363892, 0, 11.1427, 11.1439, 11.1433, 11.1475, 11.3548, 11.1427, 11.1427, 11.1427, 11.1427, 11.1427, 11.1427, 11.1427, 11.1427, 11.1427, 11.1427, 11.1427, 11.1427, 11.1427, 11.1427
5.74893, 5.99749, 11.4856, 11.1636, 2.82798, -5.48807, 0, 11.1636, 11.1648, 11.1642, 11.1684, 11.4788, 11.1636, 11.1636, 11.1636, 11.1636, 11.1636, 11.1636, 11.1636, 11.1636, 11.1636, 11.1636, 11.1636, 11.1636, 11.1636, 11.1636
5.75677, 7.99765, 11.6556, 11.1842, 3.16191, -3.65797, 0, 11.1842, 11.1854, 11.1848, 11.1891, 11.6488, 11.1842, 11.1842, 11.1842, 11.1842, 11.1842, 11.1842, 11.1842, 11.1842, 11.1842, 11.1842, 11.1842, 11.1842, 11.1842, 11.1842
5.76462, 12.4118, 11.8886, 11.2046, 3.79628, 0.523208, 0, 11.2046, 11.2058, 11.2052, 11.2096, 11.8818, 11.2046, 11.2046, 11.2046, 11.2046, 11.2046, 11.2046, 11.2046, 11.2046, 11.2046, 11.2046, 11.2046, 11.2046, 11.2046, 11.2046
5.77246, 7.40669, 12.2055, 11.2247, 3.06703, -4.7988, 0, 11.2247, 11.2259, 11.2252, 11.2297, 12.1987, 11.2247, 11.2247, 11.2247, 11.2247, 11.2247, 11.2247, 11.2247, 11.2247, 11.2247, 11.2247, 11.2247, 11.2247, 11.2247, 11.2247
5.7803, 19.5836, 12.6323, 11.2444, 4.64581, 6.95133, 0, 11.2444, 11.2456, 11.2449, 11.2495, 12.6254, 11.2444, 11.2444, 11.2444, 11.2444, 11.2444, 11.2444, 11.2444, 11.2444, 11.2444, 11.2444, 11.2444, 11.2444, 11.2444, 11.2444
5.78814, 15.9952, 13.1994, 11.2638, 4.24208, 2.79577, 0, 11.2638, 11.265, 11.2642, 11.2689, 13.1926, 11.2638, 11.2638, 11.2638, 11.2638, 11.2638, 11.2638, 11.2638, 11.2638, 11.2638, 11.2638, 11.2638, 11.2638, 11.2638, 11.2638
5.79599, 11.5907, 13.9419, 11.2827, 3.68655, -2.35123, 0, 11.2827, 11.2839, 11.2831, 11.2879, 13.9351, 11.2827, 11.2827, 11.2827, 11.2827, 11.2827, 11.2827, 11.2827, 11.2827, 11.2827, 11.2827, 11.2827, 11.2827, 11.2827, 11.2827
5.80383, 16.2035, 14.8979, 11.301, 4.26656, 1.30558, 0, 11.301, 11.3022, 11.3014, 11.3063, 14.8911, 11.301, 11.301, 11.301, 11.301, 11.301, 11.301, 11.301, 11.301, 11.301, 11.301, 11.301, 11.301, 11.301, 11.301
5.81167, 12.591, 16.1074, 11.3187, 3.81981, -3.51644, 0, 11.3187, 11.3199, 11.3191, 11.324, 16.1006, 11.3187, 11.3187, 11.3187, 11.3187, 11.3187, 11.3187, 11.3187, 11.3187, 11.3187, 11.3187, 11.3187, 11.3187, 11.3187, 11.3187
5.81952, 20.5955, 17.6095, 11.3356, 4.75348, 2.98606, 0, 11.3356, 11.3368, 11.3359, 11.3409, 17.6026, 11.3356, 11.3356, 11.3356, 11.3356, 11.3356, 11.3356, 11.3356, 11.3356, 11.3356, 11.3356, 11.3356, 11.3356, 11.3356, 11.3356
5.82736, 23.6004, 19.4397, 11.3514, 5.05968, 4.1607, 0, 11.3514, 11.3526, 11.3517, 11.3568, 19.4328, 11.3514, 11.3514, 11.3514, 11.3514, 11.3514, 11.3514, 11.3514, 11.3514, 11.3514, 11.3514, 11.3514, 11.3514, 11.3514, 11.3514
5.8352, 18.39, 21.6255, 11.366, 4.51553, -3.23542, 0, 11.366, 11.3672, 11.3662, 11.3714, 21.6186, 11.366, 11.366, 11.366, 11.366, 11.366, 11.366, 11.366, 11.366, 11.366, 11.366, 11.366, 11.366, 11.366, 11.366
5.84305, 24.165, 24.1823, 11.3789, 5.11517, -0.0172977, 0, 11.3789, 11.3801, 11.3791, 11.3844, 24.1754, 11.3789, 11.3789, 11.3789, 11.3789, 11.3789, 11.3789, 11.3789, 11.3789, 11.3789, 11.3789, 11.3789, 11.3789, 11.3789, 11.3789
5.85089, 22.2128, 27.1099, 11.3898, 4.92065, -4.89712, 0, 11.3898, 11.3911, 11.39, 11.3954, 27.103, 11.3898, 11.3898, 11.3898, 11.3898, 11.3898, 11.3898, 11.3898, 11.3898, 11.3898, 11.3898, 11.3898, 11.3898, 11.3898, 11.3898
5.85873, 26.6077, 30.3865, 11.3983, 5.34862, -3.7788, 0, 11.3983, 11.3995, 11.3984, 11.4039, 30.3796, 11.3983, 11.3983, 11.3983, 11.3983, 11.3983, 11.3983, 11.3983, 11.3983, 11.3983, 11.3983, 11.3983, 11.3983, 11.3983, 11.3983
5.86658, 30.2297, 33.9686, 11.4038, 5.67712, -3.73882, 0, 11.4038, 11.405, 11.4039, 11.4094, 33.9616, 11.4038, 11.4038, 11.4038, 11.4038, 11.4038, 11.4038, 11.4038, 11.4038, 11.4038, 11.4038, 11.4038, 11.4038, 11.4038, 11.4038
5.87442, 32.5212, 37.7857, 11.4057, 5.87547, -5.26451, 0, 11.4057, 11.4069, 11.4057, 11.4114, 37.7787, 11.4057, 11.4057, 11.4057, 11.4057, 11.4057, 11.4057, 11.4057, 11.4057, 11.4057, 11.4057, 11.4057, 11.4057, 11.4057, 11.4057
5.88226, 34.2346, 41.7444, 11.4033, 6.01952, -7.50974, 0, 11.4033, 11.4045, 11.4034, 11.4091, 41.7374, 11.4033, 11.4033, 11.4033, 11.4033, 11.4033, 11.4033, 11.4033, 11.4033, 11.4033, 11.4033, 11.4033, 11.4033, 11.4033, 11.4033
5.89011, 32.7463, 45.7277, 11.3961, 5.8946, -12.9815, 0, 11.3961, 11.3973, 11.3961, 11.4019, 45.7207, 11.3961, 11.3961, 11.3961, 11.3961, 11.3961, 11.3961, 11.3961, 11.3961, 11.3961, 11.3961, 11.3961, 11.3961, 11.3961, 11.3961
5.89795, 42.9901, 49.6014, 11.3833, 6.70746, -6.61132, 0, 11.3833, 11.3845, 11.3833, 11.3892, 49.5943, 11.3833, 11.3833, 11.3833, 11.3833, 11.3833, 11.3833, 11.3833, 11.3833, 11.3833, 11.3833, 11.3833, 11.3833, 11.3833, 11.3833
5.90579, 32.6198, 53.2202, 11.3644, 5.88386, -20.6004, 0, 11.3644, 11.3656, 11.3644, 11.3703, 53.213, 11.3644, 11.3644, 11.3644, 11.3644, 11.3644, 11.3644, 11.3644, 11.3644, 11.3644, 11.3644, 11.3644, 11.3644, 11.3644, 11.3644
5.91364, 40.9928, 56.4376, 11.3387, 6.55689, -15.4448, 0, 11.3387, 11.3399, 11.3387, 11.3447, 56.4304, 11.3387, 11.3387, 11.3387, 11.3387, 11.3387, 11.3387, 11.3387, 11.3387, 11.3387, 11.3387, 11.3387, 11.3387, 11.3387, 11.3387
5.92148, 49.6269, 59.1134, 11.306, 7.18519, -9.48653, 0, 11.306, 11.3072, 11.306, 11.312, 59.1062, 11.306, 11.306, 11.306, 11.306, 11.306, 11.306, 11.306, 11.306, 11.306, 11.306, 11.306, 11.306, 11.306, 11.306
5.92932, 46.9952, 61.1263, 11.2659, 6.99965, -14.1311, 0, 11.2659, 11.2671, 11.2659, 11.272, 61.119, 11.2659, 11.2659, 11.2659, 11.2659, 11.2659, 11.2659, 11.2659, 11.2659, 11.2659, 11.2659, 11.2659, 11.2659, 11.2659, 11.2659
5.93717, 37.3563, 62.3805, 11.2185, 6.27346, -25.0241, 0, 11.2185, 11.2197, 11.2185, 11.2246, 62.3731, 11.2185, 11.2185, 11.2185, 11.2185, 11.2185, 11.2185, 11.2185, 11.2185, 11.2185, 11.2185, 11.2185, 11.2185, 11.2185, 11.2185
5.94501, 42.2754, 62.8149, 11.164, 6.65398, -20.5395, 0, 11.164, 11.1652, 11.164, 11.1702, 62.8075, 11.164, 11.164, 11.164, 11.164, 11.164, 11.164, 11.164, 11.164, 11.164, 11.164, 11.164, 11.164, 11.164, 11.164
5.95285, 39.3538, 62.4072, 11.1028, 6.43069, -23.0534, 0, 11.1028, 11.104, 11.1028, 11.1091, 62.3997, 11.1028, 11.1028, 11.1028, 11.1028, 11.1028, 11.1028, 11.1028, 11.1028, 11.1028, 11.1028, 11.1028, 11.1028, 11.1028, 11.1028
5.96069, 46.9952, 61.1753, 11.0358, 6.99966, -14.1801, 0, 11.0358, 11.037, 11.0358, 11.0421, 61.1678, 11.0358, 11.0358, 11.0358, 11.0358, 11.0358, 11.0358, 11.0358, 11.0358, 11.0358, 11.0358, 11.0358, 11.0358, 11.0358, 11.0358
5.96854, 42.3465, 59.177, 10.9639, 6.65931, -16.8305, 0, 10.9639, 10.9651, 10.9639, 10.9703, 59.1694, 10.9639, 10.9639, 10.9639, 10.9639, 10.9639, 10.9639, 10.9639, 10.9639, 10.9639, 10.9639, 10.9639, 10.9639, 10.9639, 10.9639
5.97638, 33.9459, 56.5037, 10.8884, 5.99549, -22.5577, 0, 10.8884, 10.8896, 10.8884, 10.8949, 56.496, 10.8884, 10.8884, 10.8884, 10.8884, 10.8884, 10.8884, 10.8884, 10.8884, 10.8884, 10.8884, 10.8884, 10.8884, 10.8884, 10.8884
5.98422, 40, 53.2754, 10.8107, 6.48074, -13.2754, 0, 10.8107, 10.8119, 10.8107, 10.8172, 53.2677, 10.8107, 10.8107, 10.8107, 10.8107, 10.8107, 10.8107, 10.8107, 10.8107, 10.8107, 10.8107, 10.8107, 10.8107, 10.8107, 10.8107
5.99207, 36, 49.6298, 10.7322, 6.16441, -13.6298, 0, 10.7322, 10.7334, 10.7322, 10.7387, 49.622, 10.7322, 10.7322, 10.7322, 10.7322, 10.7322, 10.7322, 10.7322, 10.7322, 10.7322, 10.7322, 10.7322, 10.7322, 10.7322, 10.7322
5.99991, 31.3417, 45.7137, 10.6544, 5.77423, -14.372, 0, 10.6544, 10.6556, 10.6544, 10.661, 45.7059, 10.6544, 10.6544, 10.6544, 10.6544, 10.6544, 10.6544, 10.6544, 10.6544, 10.6544, 10.6544, 10.6544, 10.6544, 10.6544, 10.6544
6.00775, 43.6583, 41.6731, 10.5789, 6.75709, 1.98524, 0, 10.5789, 10.5801, 10.5789, 10.5856, 41.6652, 10.5789, 10.5789, 10.5789, 10.5789, 10.5789, 10.5789, 10.5789, 10.5789, 10.5789, 10.5789, 10.5789, 10.5789, 10.5789, 10.5789
6.0156, 36.337, 37.6432, 10.507, 6.19169, -1.30623, 0, 10.507, 10.5082, 10.507, 10.5137, 37.6353, 10.507, 10.507, 10.507, 10.507, 10.507, 10.507, 10.507, 10.507, 10.507, 10.507, 10.507, 10.507, 10.507, 10.507
6.02344, 31.6666, 33.7443, 10.4399, 5.80229, -2.07772, 0, 10.4399, 10.4411, 10.4399, 10.4466, 33.7363, 10.4399, 10.4399, 10.4399, 10.4399, 10.4399, 10.4399, 10.4399, 10.4399, 10.4399, 10.4399, 10.4399, 10.4399, 10.4399, 10.4399
6.03128, 19.9965, 30.0727, 10.3785, 4.69004, -10.0763, 0, 10.3785, 10.3797, 10.3785, 10.3853, 30.0647, 10.3785, 10.3785, 10.3785, 10.3785, 10.3785, 10.3785, 10.3785, 10.3785, 10.3785, 10.3785, 10.3785, 10.3785, 10.3785, 10.3785
6.03913, 22.6595, 26.7024, 10.3236, 4.96583, -4.04289, 0, 10.3236, 10.3248, 10.3236, 10.3305, 26.6942, 10.3236, 10.3236, 10.3236, 10.3236, 10.3236, 10.3236, 10.3236, 10.3236, 10.3236, 10.3236, 10.3236, 10.3236, 10.3236, 10.3236
6.04697, 25.9951, 23.6805, 10.2757, 5.29104, 2.31464, 0, 10.2757, 10.2769, 10.2757, 10.2826, 23.6723, 10.2757, 10.2757, 10.2757, 10.2757, 10.2757, 10.2757, 10.2757, 10.2757, 10.2757, 10.2757, 10.2757, 10.2757, 10.2757, 10.2757
6.05481, 19.3454, 21.0317, 10.2348, 4.62011, -1.68633, 0, 10.2348, 10.236, 10.2348, 10.2419, 21.0234, 10.2348, 10.2348, 10.2348, 10.2348, 10.2348, 10.2348, 10.2348, 10.2348, 10.2348, 10.2348, 10.2348, 10.2348, 10.2348, 10.2348
6.06266, 21.645, 18.7598, 10.201, 4.86261, 2.88519, 0, 10.201, 10.2022, 10.201, 10.2081, 18.7514, 10.201, 10.201, 10.201, 10.201, 10.201, 10.201, 10.201, 10.201, 10.201, 10.201, 10.201, 10.201, 10.201, 10.201
6.0705, 14.3152, 16.8517, 10.174, 4.03921, -2.5365, 0, 10.174, 10.1752, 10.174, 10.1812, 16.8432, 10.174, 10.174, 10.174, 10.174, 10.174, 10.174, 10.174, 10.174, 10.174, 10.174, 10.174, 10.174, 10.174, 10.174
6.07834, 16.0398, 15.2813, 10.1533, 4.24733, 0.758518, 0, 10.1533, 10.1545, 10.1533, 10.1606, 15.2727, 10.1533, 10.1533, 10.1533, 10.1533, 10.1533, 10.1533, 10.1533, 10.1533, 10.1533, 10.1533, 10.1533, 10.1533, 10.1533, 10.1533
6.08619, 10.6305, 14.0149, 10.1384, 3.55394, -3.38445, 0, 10.1384, 10.1396, 10.1384, 10.1459, 14.0062, 10.1384, 10.1384, 10.1384, 10.1384, 10.1384, 10.1384, 10.1384, 10.1384, 10.1384, 10.1384, 10.1384, 10.1384, 10.1384, 10.1384
6.09403, 15.3695, 13.0135, 10.1286, 4.16768, 2.35597, 0, 10.1286, 10.1298, 10.1286, 10.1363, 13.0046, 10.1286, 10.1286, 10.1286, 10.1286, 10.1286, 10.1286, 10.1286, 10.1286, 10.1286, 10.1286, 10.1286, 10.1286, 10.1286, 10.1286
6.10187, 6, 12.2374, 10.1233, 2.82843, -6.23743, 0, 10.1233, 10.1245, 10.1233, 10.1313, 12.2282, 10.1233, 10.1233, 10.1233, 10.1233, 10.1233, 10.1233, 10.1233, 10.1233, 10.1233, 10.1233, 10.1233, 10.1233, 10.1233, 10.1233
6.10972, 7, 11.6477, 10.1217, 3, -4.64771, 0, 10.1217, 10.1229, 10.1217, 10.1302, 11.6381, 10.1217, 10.1217, 10.1217, 10.1217, 10.1217, 10.1217, 10.1217, 10.1217, 10.1217, 10.1217, 10.1217, 10.1217, 10.1217, 10.1217
6.11756, 6.30564, 11.2088, 10.1233, 2.88195, -4.90316, 0, 10.1233, 10.1245, 10.1233, 10.1324, 11.1985, 10.1233, 10.1233, 10.1233, 10.1233, 10.1233, 10.1233, 10.1233, 10.1233, 10.1233, 10.1233, 10.1233, 10.1233, 10.1233, 10.1233
6.1254, 10.6944, 10.8892, 10.1274, 3.56291, -0.194812, 0, 10.1274, 10.1286, 10.1274, 10.1375, 10.8778, 10.1274, 10.1274, 10.1274, 10.1274, 10.1274, 10.1274, 10.1274, 10.1274, 10.1274, 10.1274, 10.1274, 10.1274, 10.1274, 10.1274
6.13324, 9, 10.662, 10.1334, 3.31662, -1.66203, 0, 10.1334, 10.1346, 10.1334, 10.1452, 10.6491, 10.1334, 10.1334, 10.1334, 10.1334, 10.1334, 10.1334, 10.1334, 10.1334, 10.1334, 10.1334, 10.1334, 10.1334, 10.1334, 10.1334
6.14109, 8, 10.5053, 10.141, 3.16228, -2.50529, 0, 10.141, 10.1422, 10.141, 10.1553, 10.4897, 10.141, 10.141, 10.141, 10.141, 10.141, 10.141, 10.141, 10.141, 10.141, 10.141, 10.141, 10.141, 10.141, 10.141
6.14893, 6.29597, 10.4015, 10.1497, 2.88027, -4.10554, 0, 10.1497, 10.1509, 10.1497, 10.1681, 10.3819, 10.1497, 10.1497, 10.1497, 10.1497, 10.1497, 10.1497, 10.1497, 10.1497, 10.1497, 10.1497, 10.1497, 10.1497, 10.1497, 10.1497
6.15677, 6.99757, 10.3374, 10.1592, 2.99959, -3.33984, 0, 10.1592, 10.1604, 10.1592, 10.184, 10.3114, 10.1592, 10.1592, 10.1592, 10.1592, 10.1592, 10.1592, 10.1592, 10.1592, 10.1592, 10.1592, 10.1592, 10.1592, 10.1592, 10.1592
6.16462, 8.70646, 10.3034, 10.1692, 3.27207, -1.59696, 0, 10.1692, 10.1704, 10.1692, 10.204, 10.2674, 10.1692, 10.1692, 10.1692, 10.1692, 10.1692, 10.1692, 10.1692, 10.1692, 10.1692, 10.1692, 10.1692, 10.1692, 10.1692, 10.1692
6.17246, 8.28872, 10.2933, 10.1795, 3.2076, -2.00462, 0, 10.1795, 10.1807, 10.1795, 10.2297, 10.2419, 10.1795, 10.1795, 10.1795, 10.1795, 10.1795, 10.1795, 10.1795, 10.1795, 10.1795, 10.1795, 10.1795, 10.1795, 10.1795, 10.1795
6.1803, 4.99757, 10.3039, 10.19, 2.64529, -5.30638, 0, 10.19, 10.1912, 10.19, 10.2637, 10.2291, 10.19, 10.19, 10.19, 10.19, 10.19, 10.19, 10.19, 10.19, 10.19, 10.19, 10.19, 10.19, 10.19, 10.19
6.18815, 5.71371, 10.3347, 10.2006, 2.77736, -4.62103, 0, 10.2006, 10.2018, 10.2006, 10.3095, 10.2247, 10.2006, 10.2006, 10.2006, 10.2006, 10.2006, 10.2006, 10.2006, 10.2006, 10.2006, 10.2006, 10.2006, 10.2006, 10.2006, 10.2006
6.19599, 13, 10.3879, 10.2112, 3.87298, 2.61207, 0, 10.2112, 10.2124, 10.2112, 10.3721, 10.2257, 10.2112, 10.2112, 10.2112, 10.2112, 10.2112, 10.2112, 10.2112, 10.2112, 10.2112, 10.2112, 10.2112, 10.2112, 10.2112, 10.2112
6.20383, 6, 10.4684, 10.2216, 2.82843, -4.4684, 0, 10.2216, 10.2228, 10.2216, 10.4585, 10.2303, 10.2216, 10.2216, 10.2216, 10.2216, 10.2216, 10.2216, 10.2216, 10.2216, 10.2216, 10.2216, 10.2216, 10.2216, 10.2216, 10.2216
6.21168, 10, 10.5839, 10.2319, 3.4641, -0.583853, 0, 10.2319, 10.2331, 10.232, 10.5775, 10.2371, 10.2319, 10.2319, 10.2319, 10.2319, 10.2319, 10.2319, 10.2319, 10.2319, 10.2319, 10.2319, 10.2319, 10.2319, 10.2319, 10.2319
6.21952, 12.8229, 10.745, 10.2421, 3.85005, 2.07782, 0, 10.2421, 10.2433, 10.2421, 10.7408, 10.2451, 10.2421, 10.2421, 10.2421, 10.2421, 10.2421, 10.2421, 10.2421, 10.2421, 10.2421, 10.2421, 10.2421, 10.2421, 10.2421, 10.2421
6.22736, 11.1771, 10.9659, 10.2521, 3.63003, 0.211268, 0, 10.2521, 10.2533, 10.2521, 10.9629, 10.2538, 10.2521, 10.2521, 10.2521, 10.2521, 10.2521, 10.2521, 10.2521, 10.2521, 10.2521, 10.2521, 10.2521, 10.2521, 10.2521, 10.2521
6.23521, 8.26944, 11.2635, 10.2619, 3.2046, -2.99411, 0, 10.2619, 10.2631, 10.2619, 11.2614, 10.2628, 10.2619, 10.2619, 10.2619, 10.2619, 10.2619, 10.2619, 10.2619, 10.2619, 10.2619, 10.2619, 10.2619, 10.2619, 10.2619, 10.2619
