   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_313.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.117519, 0, 5.42767e-16, 0, 1.41421, -5.42767e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.17251e-18, 0, 0, 1.01439e-18, 0, 3.84622e-20, 5.39542e-16, 0, 0
0.125362, 0, 9.72253e-16, 0, 1.41421, -9.72253e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.89148e-18, 0, 0, 1.84549e-18, 0, 7.02778e-20, 9.66446e-16, 0, 0
0.133205, 0, 1.72897e-15, 0, 1.41421, -1.72897e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.92004e-18, 0, 0, 3.33419e-18, 0, 1.27542e-19, 1.71859e-15, 0, 0
0.141048, 0, 3.05263e-15, 0, 1.41421, -3.05263e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.22174e-17, 0, 0, 5.98248e-18, 0, 2.29928e-19, 3.0342e-15, 0, 0
0.148891, 0, 5.35149e-15, 0, 1.41421, -5.35149e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.14174e-17, 0, 0, 1.06618e-17, 0, 4.11802e-19, 5.319e-15, 0, 0
0.156735, 0, 9.31584e-15, 0, 1.41421, -9.31584e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.7282e-17, 0, 0, 1.88747e-17, 0, 7.32815e-19, 9.25895e-15, 0, 0
0.164578, 0, 1.61043e-14, 0, 1.41421, -1.61043e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.44473e-17, 0, 0, 3.31952e-17, 0, 1.29585e-18, 1.60054e-14, 0, 0
0.172421, 0, 2.76481e-14, 0, 1.41421, -2.76481e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1064e-16, 0, 0, 5.80031e-17, 0, 2.27729e-18, 2.74772e-14, 0, 0
0.180264, 0, 4.71425e-14, 0, 1.41421, -4.71425e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.88644e-16, 0, 0, 1.00704e-16, 0, 3.97762e-18, 4.68491e-14, 0, 0
0.188107, 0, 7.98373e-14, 0, 1.41421, -7.98373e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.19463e-16, 0, 0, 1.7374e-16, 0, 6.90581e-18, 7.93372e-14, 0, 0
0.195951, 0, 1.34297e-13, 0, 1.41421, -1.34297e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.3736e-16, 0, 0, 2.97886e-16, 0, 1.19187e-17, 1.3345e-13, 0, 0
0.203794, 0, 2.24395e-13, 0, 1.41421, -2.24395e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.97837e-16, 0, 0, 5.07621e-16, 0, 2.04507e-17, 2.22969e-13, 0, 0
0.211637, 0, 3.72444e-13, 0, 1.41421, -3.72444e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49016e-15, 0, 0, 8.59833e-16, 0, 3.48918e-17, 3.70059e-13, 0, 0
0.21948, 0, 6.14084e-13, 0, 1.41421, -6.14084e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4569e-15, 0, 0, 1.44784e-15, 0, 5.91965e-17, 6.1012e-13, 0, 0
0.227323, 0, 1.00583e-12, 0, 1.41421, -1.00583e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.02418e-15, 0, 0, 2.4239e-15, 0, 9.98783e-17, 9.99286e-13, 0, 0
0.235166, 0, 1.63671e-12, 0, 1.41421, -1.63671e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.54812e-15, 0, 0, 4.03509e-15, 0, 1.67608e-16, 1.62596e-12, 0, 0
0.24301, 0, 2.6459e-12, 0, 1.41421, -2.6459e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05856e-14, 0, 0, 6.68057e-15, 0, 2.7978e-16, 2.62835e-12, 0, 0
0.250853, 0, 4.2496e-12, 0, 1.41421, -4.2496e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70018e-14, 0, 0, 1.1002e-14, 0, 4.6461e-16, 4.22113e-12, 0, 0
0.258696, 0, 6.7811e-12, 0, 1.41421, -6.7811e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.71305e-14, 0, 0, 1.80261e-14, 0, 7.67651e-16, 6.73517e-12, 0, 0
0.266539, 0, 1.07509e-11, 0, 1.41421, -1.07509e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.30149e-14, 0, 0, 2.93904e-14, 0, 1.26213e-15, 1.06772e-11, 0, 0
0.274382, 0, 1.69351e-11, 0, 1.41421, -1.69351e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.7763e-14, 0, 0, 4.76972e-14, 0, 2.06528e-15, 1.68176e-11, 0, 0
0.282226, 0, 2.65059e-11, 0, 1.41421, -2.65059e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06069e-13, 0, 0, 7.70693e-14, 0, 3.36401e-15, 2.63194e-11, 0, 0
0.290069, 0, 4.12208e-11, 1.26117e-44, 1.41421, -4.12208e-11, 0, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.64976e-13, 1.26117e-44, 1.26117e-44, 1.24023e-13, 1.26117e-44, 5.45528e-15, 4.09264e-11, 1.26117e-44, 1.26117e-44
0.297912, 0, 6.36972e-11, 2.42425e-43, 1.41421, -6.36972e-11, 0, 2.42425e-43, 2.42425e-43, 2.42425e-43, 2.42425e-43, 2.42425e-43, 2.42425e-43, 2.42425e-43, 2.42425e-43, 2.42425e-43, 2.42425e-43, 2.54976e-13, 2.42425e-43, 2.42425e-43, 1.98842e-13, 2.42425e-43, 8.80944e-15, 6.32346e-11, 2.42425e-43, 2.42425e-43
0.305755, 0, 9.78056e-11, 3.49204e-42, 1.41421, -9.78056e-11, 0, 3.49204e-42, 3.49204e-42, 3.49204e-42, 3.49204e-42, 3.49204e-42, 3.49204e-42, 3.49204e-42, 3.49204e-42, 3.49204e-42, 3.49204e-42, 3.91597e-13, 3.49204e-42, 3.49204e-42, 3.17729e-13, 3.49204e-42, 1.41691e-14, 9.70821e-11, 3.49204e-42, 3.49204e-42
0.313598, 0, 1.4923e-10, 4.5985e-41, 1.41421, -1.4923e-10, 0, 4.5985e-41, 4.5985e-41, 4.5985e-41, 4.5985e-41, 4.5985e-41, 4.5985e-41, 4.5985e-41, 4.5985e-41, 4.5985e-41, 4.5985e-41, 5.9766e-13, 4.5985e-41, 4.5985e-41, 5.06199e-13, 4.5985e-41, 2.2704e-14, 1.48103e-10, 4.5985e-41, 4.5985e-41
0.321442, 0, 2.26259e-10, 5.44134e-40, 1.41421, -2.26259e-10, 0, 5.44134e-40, 5.44134e-40, 5.44134e-40, 5.44134e-40, 5.44134e-40, 5.44134e-40, 5.44134e-40, 5.44134e-40, 5.44134e-40, 5.44134e-40, 9.06482e-13, 5.44134e-40, 5.44134e-40, 8.04424e-13, 5.44134e-40, 3.62523e-14, 2.24512e-10, 5.44134e-40, 5.44134e-40
0.329285, 0, 3.40898e-10, 5.80822e-39, 1.41421, -3.40898e-10, 0, 5.80822e-39, 5.80822e-39, 5.80822e-39, 5.80822e-39, 5.80822e-39, 5.80822e-39, 5.80822e-39, 5.80822e-39, 5.80822e-39, 5.80822e-39, 1.36637e-12, 5.80822e-39, 5.80822e-39, 1.27567e-12, 5.80822e-39, 5.76975e-14, 3.38199e-10, 5.80822e-39, 5.80822e-39
0.337128, 0, 5.10418e-10, 5.61537e-38, 1.41421, -5.10418e-10, 0, 5.61537e-38, 5.61537e-38, 5.61537e-38, 5.61537e-38, 5.61537e-38, 5.61537e-38, 5.61537e-38, 5.61537e-38, 5.61537e-38, 5.61537e-38, 2.04693e-12, 5.61537e-38, 5.61537e-38, 2.01962e-12, 5.61537e-38, 9.15559e-14, 5.0626e-10, 5.61537e-38, 5.61537e-38
0.344971, 0, 7.59487e-10, 4.94288e-37, 1.41421, -7.59487e-10, 0, 4.94288e-37, 4.94288e-37, 4.94288e-37, 4.94288e-37, 4.94288e-37, 4.94288e-37, 4.94288e-37, 4.94288e-37, 4.94288e-37, 4.94288e-37, 3.04776e-12, 4.94288e-37, 4.94288e-37, 3.19355e-12, 4.94288e-37, 1.44893e-13, 7.53101e-10, 4.94288e-37, 4.94288e-37
0.352814, 0, 1.1231e-09, 3.98083e-36, 1.41421, -1.1231e-09, 0, 3.98083e-36, 3.98083e-36, 3.98083e-36, 3.98083e-36, 3.98083e-36, 3.98083e-36, 3.98083e-36, 3.98083e-36, 3.98083e-36, 3.98083e-36, 4.51044e-12, 3.98083e-36, 3.98083e-36, 5.04574e-12, 3.98083e-36, 2.2875e-13, 1.11332e-09, 3.98083e-36, 3.98083e-36
0.360658, 0, 1.6506e-09, 2.94852e-35, 1.41421, -1.6506e-09, 0, 2.94852e-35, 2.94852e-35, 2.94852e-35, 2.94852e-35, 2.94852e-35, 2.94852e-35, 2.94852e-35, 2.94852e-35, 2.94852e-35, 2.94852e-35, 6.63506e-12, 2.94852e-35, 2.94852e-35, 7.96869e-12, 2.94852e-35, 3.60375e-13, 1.63563e-09, 2.94852e-35, 2.94852e-35
0.368501, 0, 2.41101e-09, 1.99993e-34, 1.41421, -2.41101e-09, 0, 1.99993e-34, 1.99993e-34, 1.99993e-34, 1.99993e-34, 1.99993e-34, 1.99993e-34, 1.99993e-34, 1.99993e-34, 1.99993e-34, 1.99993e-34, 9.70244e-12, 1.99993e-34, 1.99993e-34, 1.25833e-11, 1.99993e-34, 5.66681e-13, 2.38816e-09, 1.99993e-34, 1.99993e-34
0.376344, 0, 3.50033e-09, 1.33982e-33, 1.41421, -3.50033e-09, 0, 1.33982e-33, 1.33982e-33, 1.33982e-33, 1.33982e-33, 1.33982e-33, 1.33982e-33, 1.33982e-33, 1.33982e-33, 1.33982e-33, 1.33982e-33, 1.41044e-11, 1.33982e-33, 1.33982e-33, 1.98726e-11, 1.33982e-33, 8.89651e-13, 3.46546e-09, 1.33982e-33, 1.33982e-33
0.384187, 0, 5.05116e-09, 8.62993e-33, 1.41421, -5.05116e-09, 0, 8.62993e-33, 8.62993e-33, 8.62993e-33, 8.62993e-33, 8.62993e-33, 8.62993e-33, 8.62993e-33, 8.62993e-33, 8.62993e-33, 8.62993e-33, 2.03842e-11, 8.62993e-33, 8.62993e-33, 3.13929e-11, 8.62993e-33, 1.39472e-12, 4.99799e-09, 8.62993e-33, 8.62993e-33
0.39203, 0, 7.24547e-09, 5.22409e-32, 1.41421, -7.24547e-09, 0, 5.22409e-32, 5.22409e-32, 5.22409e-32, 5.22409e-32, 5.22409e-32, 5.22409e-32, 5.22409e-32, 5.22409e-32, 5.22409e-32, 5.22409e-32, 2.92907e-11, 5.22409e-32, 5.22409e-32, 4.96076e-11, 5.22409e-32, 2.18381e-12, 7.16438e-09, 5.22409e-32, 5.22409e-32
0.399873, 0, 1.03314e-08, 2.96262e-31, 1.41421, -1.03314e-08, 0, 2.96262e-31, 2.96262e-31, 2.96262e-31, 2.96262e-31, 2.96262e-31, 2.96262e-31, 2.96262e-31, 2.96262e-31, 2.96262e-31, 2.96262e-31, 4.18504e-11, 2.96262e-31, 2.96262e-31, 7.84127e-11, 2.96262e-31, 3.41544e-12, 1.02077e-08, 2.96262e-31, 2.96262e-31
0.407717, 0, 1.4645e-08, 1.57406e-30, 1.41421, -1.4645e-08, 0, 1.57406e-30, 1.57406e-30, 1.57406e-30, 1.57406e-30, 1.57406e-30, 1.57406e-30, 1.57406e-30, 1.57406e-30, 1.57406e-30, 1.57406e-30, 5.94615e-11, 1.57406e-30, 1.57406e-30, 1.2396e-10, 1.57406e-30, 5.33586e-12, 1.44563e-08, 1.57406e-30, 1.57406e-30
0.41556, 0, 2.06391e-08, 7.85367e-30, 1.41421, -2.06391e-08, 0, 7.85367e-30, 7.85367e-30, 7.85367e-30, 7.85367e-30, 7.85367e-30, 7.85367e-30, 7.85367e-30, 7.85367e-30, 7.85367e-30, 7.85367e-30, 8.40191e-11, 7.85367e-30, 7.85367e-30, 1.9594e-10, 7.85367e-30, 8.32673e-12, 2.03508e-08, 7.85367e-30, 7.85367e-30
0.423403, 0, 2.89194e-08, 3.69181e-29, 1.41421, -2.89194e-08, 0, 3.69181e-29, 3.69181e-29, 3.69181e-29, 3.69181e-29, 3.69181e-29, 3.69181e-29, 3.69181e-29, 3.69181e-29, 3.69181e-29, 3.69181e-29, 1.18077e-10, 3.69181e-29, 3.69181e-29, 3.09583e-10, 3.69181e-29, 1.29783e-11, 2.84788e-08, 3.69181e-29, 3.69181e-29
0.431246, 0, 4.02921e-08, 1.6406e-28, 1.41421, -4.02921e-08, 0, 1.6406e-28, 1.6406e-28, 1.6406e-28, 1.6406e-28, 1.6406e-28, 1.6406e-28, 1.6406e-28, 1.6406e-28, 1.6406e-28, 1.6406e-28, 1.6506e-10, 1.6406e-28, 1.6406e-28, 4.88732e-10, 1.6406e-28, 2.02002e-11, 3.96181e-08, 1.6406e-28, 1.6406e-28
0.439089, 0, 5.58239e-08, 6.91081e-28, 1.41421, -5.58239e-08, 0, 6.91081e-28, 6.91081e-28, 6.91081e-28, 6.91081e-28, 6.91081e-28, 6.91081e-28, 6.91081e-28, 6.91081e-28, 6.91081e-28, 6.91081e-28, 2.29534e-10, 6.91081e-28, 6.91081e-28, 7.70572e-10, 6.91081e-28, 3.13898e-11, 5.47924e-08, 6.91081e-28, 6.91081e-28
0.446933, 0, 7.69181e-08, 2.76691e-27, 1.41421, -7.69181e-08, 0, 2.76691e-27, 2.76691e-27, 2.76691e-27, 2.76691e-27, 2.76691e-27, 2.76691e-27, 2.76691e-27, 2.76691e-27, 2.76691e-27, 2.76691e-27, 3.17559e-10, 2.76691e-27, 2.76691e-27, 1.21283e-09, 2.76691e-27, 4.86835e-11, 7.53391e-08, 2.76691e-27, 2.76691e-27
0.454776, 0, 1.05412e-07, 1.05564e-26, 1.41421, -1.05412e-07, 0, 1.05564e-26, 1.05564e-26, 1.05564e-26, 1.05564e-26, 1.05564e-26, 1.05564e-26, 1.05564e-26, 1.05564e-26, 1.05564e-26, 1.05564e-26, 4.37137e-10, 1.05564e-26, 1.05564e-26, 1.90464e-09, 1.05564e-26, 7.53321e-11, 1.02994e-07, 1.05564e-26, 1.05564e-26
0.462619, 0, 1.43697e-07, 3.84778e-26, 1.41421, -1.43697e-07, 0, 3.84778e-26, 3.84778e-26, 3.84778e-26, 3.84778e-26, 3.84778e-26, 3.84778e-26, 3.42579e-13, 3.84778e-26, 3.84778e-26, 3.84778e-26, 5.98785e-10, 3.84778e-26, 3.84778e-26, 2.98295e-09, 3.84778e-26, 1.16255e-10, 1.39999e-07, 3.84778e-26, 3.84778e-26
0.470462, 0, 1.94875e-07, 1.34306e-25, 1.41421, -1.94875e-07, 0, 1.34306e-25, 1.34306e-25, 1.34306e-25, 1.34306e-25, 1.34306e-25, 1.34306e-25, 1.11256e-12, 1.34306e-25, 1.34306e-25, 1.34306e-25, 8.16249e-10, 1.34306e-25, 1.34306e-25, 4.65678e-09, 1.34306e-25, 1.78849e-10, 1.89222e-07, 1.34306e-25, 1.34306e-25
0.478305, 0, 2.63522e-07, 4.55055e-25, 1.41421, -2.63522e-07, 0, 3.51327e-15, 2.35858e-12, 1.08261e-14, 2.20705e-12, 3.35731e-11, 3.32723e-10, 1.79023e-11, 7.97124e-12, 1.43182e-11, 1.08915e-10, 1.10745e-09, 1.9759e-12, 9.8224e-14, 7.24333e-09, 1.79761e-13, 2.74164e-10, 2.54352e-07, 4.55055e-25, 2.24401e-11
0.486149, 0, 3.54936e-07, 1.68484e-11, 1.41421, -3.54936e-07, 1.68484e-11, 1.68598e-11, 2.44847e-11, 1.68835e-11, 2.39941e-11, 1.25548e-10, 1.0941e-09, 7.21745e-11, 4.26568e-11, 6.32063e-11, 3.6948e-10, 1.5124e-09, 2.32457e-11, 1.71664e-11, 1.12383e-08, 1.91548e-11, 4.35437e-10, 3.40037e-07, 1.68484e-11, 8.95025e-11
0.493992, 0, 4.76532e-07, 5.52277e-11, 1.41421, -4.76532e-07, 5.52277e-11, 5.52563e-11, 7.44314e-11, 5.53159e-11, 7.31977e-11, 3.28582e-10, 2.76428e-09, 1.92271e-10, 1.2013e-10, 1.71807e-10, 9.42018e-10, 2.06566e-09, 7.13156e-11, 5.60275e-11, 1.73621e-08, 6.37712e-11, 6.91458e-10, 4.52145e-07, 5.52277e-11, 2.37936e-10
0.501835, 0, 6.38513e-07, 1.40073e-10, 1.41421, -6.38513e-07, 1.40073e-10, 1.40139e-10, 1.84125e-10, 1.40275e-10, 1.81295e-10, 7.67131e-10, 6.35446e-09, 4.52033e-10, 2.88955e-10, 4.075e-10, 2.17431e-09, 2.83049e-09, 1.76978e-10, 1.41908e-10, 2.67041e-08, 1.63326e-10, 1.10236e-09, 5.98125e-07, 1.40073e-10, 5.59196e-10
0.509678, 0, 8.55097e-07, 3.23151e-10, 1.41421, -8.55097e-07, 3.23151e-10, 3.23295e-10, 4.19531e-10, 3.23594e-10, 4.13339e-10, 1.69506e-09, 1.39193e-08, 1.00219e-09, 6.48882e-10, 9.0824e-10, 4.77377e-09, 3.90756e-09, 4.03893e-10, 3.27165e-10, 4.08858e-08, 3.79254e-10, 1.77088e-09, 7.87248e-07, 3.23151e-10, 1.24013e-09
0.517521, 0, 1.14694e-06, 7.09742e-10, 1.41421, -1.14694e-06, 7.09742e-10, 7.10046e-10, 9.14166e-10, 7.1068e-10, 9.01033e-10, 3.61961e-09, 2.95477e-08, 2.14385e-09, 1.40063e-09, 1.95074e-09, 1.01497e-08, 5.46424e-09, 8.80998e-10, 7.18255e-10, 6.23122e-08, 8.3668e-10, 2.87569e-09, 1.03122e-06, 7.09742e-10, 2.65468e-09
0.525365, 0, 1.5453e-06, 1.50949e-09, 1.41421, -1.5453e-06, 1.50949e-09, 1.51012e-09, 1.93266e-09, 1.51143e-09, 1.90547e-09, 7.5331e-09, 6.12058e-08, 4.72315e-09, 2.93967e-09, 4.07843e-09, 2.10507e-08, 7.78864e-09, 1.864e-09, 1.52711e-09, 9.45363e-08, 1.78517e-09, 4.73322e-09, 1.3448e-06, 1.50949e-09, 5.53564e-09
0.533208, 0, 2.09834e-06, 3.13123e-09, 1.41421, -2.09834e-06, 3.13123e-09, 3.13251e-09, 3.98868e-09, 3.13517e-09, 3.93359e-09, 1.53365e-08, 1.2409e-07, 9.93449e-09, 6.02912e-09, 8.33652e-09, 4.27264e-08, 1.13882e-08, 3.84956e-09, 3.16694e-09, 1.42789e-07, 3.71224e-09, 7.8963e-09, 1.74684e-06, 3.13123e-09, 1.12892e-08
0.541051, 0, 2.88635e-06, 6.35561e-09, 1.41421, -2.88635e-06, 6.35561e-09, 6.35814e-09, 8.05849e-09, 6.36342e-09, 7.94909e-09, 3.05953e-08, 2.4658e-07, 2.34572e-08, 1.21108e-08, 1.66933e-08, 8.49916e-08, 1.71672e-08, 7.7822e-09, 6.42653e-09, 2.14757e-07, 7.55051e-09, 1.33534e-08, 2.26164e-06, 6.35561e-09, 2.25573e-08
0.548894, 0, 4.03577e-06, 1.26419e-08, 1.41421, -4.03577e-06, 1.26419e-08, 1.26468e-08, 1.59588e-08, 1.26571e-08, 1.57457e-08, 5.98559e-08, 4.80551e-07, 5.07358e-08, 2.38519e-08, 3.27776e-08, 1.65809e-07, 2.67384e-08, 1.54206e-08, 1.278e-08, 3.21802e-07, 1.50469e-08, 2.28506e-08, 2.92125e-06, 1.26419e-08, 4.41995e-08
0.556737, 0, 5.75791e-06, 2.46609e-08, 1.41421, -5.75791e-06, 2.46609e-08, 2.46703e-08, 3.09993e-08, 2.469e-08, 3.05921e-08, 1.14885e-07, 9.18818e-07, 1.04877e-07, 4.60827e-08, 6.31395e-08, 3.17357e-07, 4.29636e-08, 2.99709e-08, 2.49248e-08, 4.8042e-07, 2.94053e-08, 3.94539e-08, 3.76893e-06, 2.46609e-08, 8.49663e-08
0.56458, 0, 8.40336e-06, 4.71968e-08, 1.41421, -8.40336e-06, 4.71968e-08, 4.72145e-08, 5.90824e-08, 4.72514e-08, 5.83188e-08, 2.16382e-07, 1.72389e-06, 2.10565e-07, 8.73663e-08, 1.19351e-07, 5.96051e-07, 7.08628e-08, 5.7154e-08, 4.76918e-08, 7.14792e-07, 5.63786e-08, 6.84886e-08, 4.86459e-06, 4.71968e-08, 1.60279e-07
0.572424, 0, 1.25496e-05, 8.86398e-08, 1.41421, -1.25496e-05, 8.86398e-08, 8.86724e-08, 1.10513e-07, 8.87402e-08, 1.09107e-07, 3.99986e-07, 3.17421e-06, 4.10875e-07, 1.62563e-07, 2.21422e-07, 1.09868e-06, 1.19117e-07, 1.06964e-07, 8.95507e-08, 1.06042e-06, 1.06081e-07, 1.19081e-07, 6.2937e-06, 8.86398e-08, 2.96743e-07
0.580267, 0, 1.91487e-05, 1.63387e-07, 1.41421, -1.91487e-05, 1.63387e-07, 1.63446e-07, 2.02893e-07, 1.63568e-07, 2.00355e-07, 7.25738e-07, 5.73651e-06, 7.90141e-07, 2.96905e-07, 4.03217e-07, 1.98771e-06, 2.02481e-07, 1.96483e-07, 1.65032e-07, 1.56918e-06, 1.95913e-07, 2.06626e-07, 8.18076e-06, 1.63387e-07, 5.3926e-07
0.58811, 0, 2.97418e-05, 2.95612e-07, 1.41421, -2.97418e-05, 2.95612e-07, 2.95716e-07, 3.65652e-07, 2.95933e-07, 3.61152e-07, 1.29259e-06, 1.01761e-05, 1.49764e-06, 5.32323e-07, 7.20801e-07, 3.52991e-06, 3.4557e-07, 3.54288e-07, 2.98529e-07, 2.31684e-06, 3.55183e-07, 3.56644e-07, 1.07104e-05, 2.95612e-07, 9.61987e-07
0.595953, 0, 4.67912e-05, 5.25033e-07, 1.41421, -4.67912e-05, 5.25033e-07, 5.25214e-07, 6.46923e-07, 5.25592e-07, 6.39092e-07, 2.26007e-06, 1.772e-05, 2.79788e-06, 9.36982e-07, 1.26499e-06, 6.15369e-06, 5.88643e-07, 6.27146e-07, 5.30109e-07, 3.41377e-06, 6.32191e-07, 6.10669e-07, 1.41591e-05, 5.25033e-07, 1.68473e-06
0.603796, 0, 7.41678e-05, 9.15467e-07, 1.41421, -7.41678e-05, 9.15467e-07, 9.15777e-07, 1.12371e-06, 9.16423e-07, 1.11033e-06, 3.87969e-06, 3.02921e-05, 5.15183e-06, 1.61926e-06, 2.17964e-06, 1.05317e-05, 9.96183e-07, 1.08992e-06, 9.24139e-07, 5.02013e-06, 1.10482e-06, 1.03496e-06, 1.89434e-05, 9.15467e-07, 2.89674e-06
0.61164, 0, 0.000117848, 1.56723e-06, 1.41421, -0.000117848, 1.56723e-06, 1.56775e-06, 1.91652e-06, 1.56883e-06, 1.89408e-06, 6.53916e-06, 5.08411e-05, 9.34948e-06, 2.74771e-06, 3.68765e-06, 1.76967e-05, 1.66933e-06, 1.85985e-06, 1.58178e-06, 7.36723e-06, 1.89596e-06, 1.73313e-06, 2.56841e-05, 1.56723e-06, 4.89044e-06
