   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_708.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0076085, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.000259129, 0, 3.29462e-17, 0, 1.41421, -3.29462e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.27755e-20, 0, 0, 3.95844e-20, 0, 2.18307e-21, 0, 3.28317e-17, 0, 0, 0
0.00812675, 0, 5.85341e-17, 0, 1.41421, -5.85341e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29294e-19, 0, 0, 7.15685e-20, 0, 3.96239e-21, 0, 5.83292e-17, 0, 0, 0
0.0159944, 0, 1.03278e-16, 0, 1.41421, -1.03278e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.28122e-19, 0, 0, 1.28518e-19, 0, 7.1452e-21, 0, 1.02914e-16, 0, 0, 0
0.023862, 0, 1.80989e-16, 0, 1.41421, -1.80989e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.99763e-19, 0, 0, 2.29248e-19, 0, 1.28028e-20, 0, 1.80348e-16, 0, 0, 0
0.0317296, 0, 3.1506e-16, 0, 1.41421, -3.1506e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.95876e-19, 0, 0, 4.06256e-19, 0, 2.27972e-20, 0, 3.13935e-16, 0, 0, 0
0.0395973, 0, 5.44843e-16, 0, 1.41421, -5.44843e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20337e-18, 0, 0, 7.1531e-19, 0, 4.03465e-20, 0, 5.42884e-16, 0, 0, 0
0.0474649, 0, 9.36116e-16, 0, 1.41421, -9.36116e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0675e-18, 0, 0, 1.25151e-18, 0, 7.09784e-20, 0, 9.32726e-16, 0, 0, 0
0.0553325, 0, 1.59811e-15, 0, 1.41421, -1.59811e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.52948e-18, 0, 0, 2.17601e-18, 0, 1.24134e-19, 0, 1.59228e-15, 0, 0, 0
0.0632001, 0, 2.71103e-15, 0, 1.41421, -2.71103e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.98724e-18, 0, 0, 3.76024e-18, 0, 2.15848e-19, 0, 2.70107e-15, 0, 0, 0
0.0710678, 0, 4.57035e-15, 0, 1.41421, -4.57035e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00932e-17, 0, 0, 6.45854e-18, 0, 3.73195e-19, 0, 4.55343e-15, 0, 0, 0
0.0789354, 0, 7.65738e-15, 0, 1.41421, -7.65738e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69101e-17, 0, 0, 1.10268e-17, 0, 6.41649e-19, 0, 7.6288e-15, 0, 0, 0
0.086803, 0, 1.27513e-14, 0, 1.41421, -1.27513e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.81584e-17, 0, 0, 1.87154e-17, 0, 1.09716e-18, 0, 1.27033e-14, 0, 0, 0
0.0946707, 0, 2.11058e-14, 0, 1.41421, -2.11058e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.6606e-17, 0, 0, 3.15806e-17, 0, 1.86589e-18, 0, 2.10257e-14, 0, 0, 0
0.102538, 0, 3.4725e-14, 0, 1.41421, -3.4725e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.66777e-17, 0, 0, 5.29846e-17, 0, 3.15632e-18, 0, 3.45922e-14, 0, 0, 0
0.110406, 0, 5.67939e-14, 0, 1.41421, -5.67939e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25405e-16, 0, 0, 8.83928e-17, 0, 5.31114e-18, 0, 5.65748e-14, 0, 0, 0
0.118274, 0, 9.23419e-14, 0, 1.41421, -9.23419e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.03892e-16, 0, 0, 1.4664e-16, 0, 8.89063e-18, 0, 9.19825e-14, 0, 0, 0
0.126141, 0, 1.49264e-13, 0, 1.41421, -1.49264e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.29566e-16, 0, 0, 2.41929e-16, 0, 1.48063e-17, 0, 1.48678e-13, 0, 0, 0
0.134009, 0, 2.39876e-13, 0, 1.41421, -2.39876e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.29618e-16, 0, 0, 3.96971e-16, 0, 2.45333e-17, 0, 2.38925e-13, 0, 0, 0
0.141876, 0, 3.83278e-13, 0, 1.41421, -3.83278e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.46209e-16, 0, 0, 6.47882e-16, 0, 4.04486e-17, 0, 3.81743e-13, 0, 0, 0
0.149744, 0, 6.08905e-13, 0, 1.41421, -6.08905e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34432e-15, 0, 0, 1.05181e-15, 0, 6.63621e-17, 0, 6.06443e-13, 0, 0, 0
0.157612, 0, 9.61857e-13, 0, 1.41421, -9.61857e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12352e-15, 0, 0, 1.6987e-15, 0, 1.08349e-16, 0, 9.57927e-13, 0, 0, 0
0.165479, 0, 1.51081e-12, 0, 1.41421, -1.51081e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.33541e-15, 0, 0, 2.72945e-15, 0, 1.76055e-16, 0, 1.50456e-12, 0, 0, 0
0.173347, 0, 2.35971e-12, 0, 1.41421, -2.35971e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.2095e-15, 0, 0, 4.36392e-15, 0, 2.84721e-16, 0, 2.34985e-12, 0, 0, 0
0.181215, 0, 3.66499e-12, 0, 1.41421, -3.66499e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.09117e-15, 0, 0, 6.9432e-15, 0, 4.58319e-16, 0, 3.6495e-12, 0, 0, 0
