   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_363.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
2.16412, 10.4647, 8.24457, 3.5644, 3.53054, 2.22016, 7.2223e-10, 3.56441, 3.56748, 3.56442, 3.56678, 3.59712, 3.84647, 3.56545, 3.60129, 5.11965, 6.24014, 3.56471, 3.56442, 3.5644, 3.5644, 3.5644, 3.5644, 3.5644, 3.62999, 3.5644, 3.5644, 3.58948
2.17197, 6.9928, 8.30091, 3.66019, 2.9988, -1.30811, 4.62503e-10, 3.66019, 3.66326, 3.6602, 3.66256, 3.6929, 3.94225, 3.66128, 3.6989, 5.56493, 5.93648, 3.66037, 3.6602, 3.66019, 3.66019, 3.66019, 3.66019, 3.66019, 3.733, 3.66019, 3.66019, 3.68679
2.17981, 11.0342, 8.47288, 3.75731, 3.6103, 2.56135, 2.93609e-10, 3.75732, 3.76038, 3.75732, 3.75968, 3.79002, 4.03938, 3.75847, 3.79789, 6.0675, 5.69087, 3.75742, 3.75732, 3.75731, 3.75731, 3.75731, 3.75731, 3.75731, 3.83875, 3.75731, 3.75731, 3.78556
2.18766, 9.46951, 8.75557, 3.85577, 3.38667, 0.713941, 1.84732e-10, 3.85578, 3.85885, 3.85579, 3.85815, 3.88849, 4.13784, 3.85702, 3.89826, 6.62928, 5.49622, 3.85584, 3.85578, 3.85577, 3.85577, 3.85577, 3.85577, 3.85577, 3.94752, 3.85577, 3.85577, 3.8858
2.1955, 3.44288, 9.14253, 3.95557, 2.333, -5.69965, 1.15188e-10, 3.95558, 3.95864, 3.95558, 3.95795, 3.98829, 4.23764, 3.95691, 4, 7.25022, 5.3458, 3.95561, 3.95558, 3.95557, 3.95557, 3.95557, 3.95557, 3.95557, 4.05964, 3.95557, 3.95557, 3.98749
2.20335, 7.5917, 9.62567, 4.05669, 3.09705, -2.03398, 7.11637e-11, 4.0567, 4.05977, 4.05671, 4.05907, 4.08941, 4.33876, 4.05814, 4.10312, 7.92811, 5.2334, 4.05672, 4.0567, 4.05669, 4.05669, 4.05669, 4.05669, 4.05669, 4.17545, 4.05669, 4.05669, 4.09064
2.21119, 10.9585, 10.1951, 4.15914, 3.59979, 0.763441, 4.35559e-11, 4.15914, 4.16221, 4.15915, 4.16151, 4.19185, 4.4412, 4.16069, 4.20759, 8.65812, 5.15353, 4.15915, 4.15914, 4.15914, 4.15914, 4.15914, 4.15914, 4.15914, 4.29532, 4.15914, 4.15914, 4.19523
2.21904, 9.95118, 10.8388, 4.26289, 3.45705, -0.887658, 2.63997e-11, 4.2629, 4.26596, 4.2629, 4.26526, 4.2956, 4.54496, 4.26454, 4.31341, 9.43276, 5.10143, 4.2629, 4.26289, 4.26289, 4.26289, 4.26289, 4.26289, 4.26289, 4.41962, 4.26289, 4.26289, 4.30125
2.22688, 10.0323, 11.5429, 4.36794, 3.46876, -1.51059, 1.58426e-11, 4.36794, 4.37101, 4.36795, 4.37031, 4.40065, 4.65, 4.36969, 4.42056, 10.2416, 5.07307, 4.36794, 4.36794, 4.36794, 4.36794, 4.36794, 4.36794, 4.36794, 4.54871, 4.36794, 4.36794, 4.40868
2.23473, 12.477, 12.2912, 4.47426, 3.80486, 0.185834, 9.4075e-12, 4.47427, 4.47734, 4.47428, 4.47664, 4.50698, 4.75633, 4.4761, 4.52904, 11.0716, 5.06509, 4.47426, 4.47426, 4.47426, 4.47426, 4.47426, 4.47426, 4.47426, 4.6829, 4.47426, 4.47426, 4.51751
2.24257, 14.49, 13.0656, 4.58185, 4.06079, 1.42442, 5.52643e-12, 4.58185, 4.58492, 4.58186, 4.58422, 4.61456, 4.86391, 4.58376, 4.63881, 11.9071, 5.07472, 4.58185, 4.58185, 4.58185, 4.58185, 4.58185, 4.58185, 4.58185, 4.82246, 4.58185, 4.58185, 4.62771
2.25042, 21.9666, 13.8466, 4.69067, 4.89557, 8.12002, 3.209e-12, 4.69068, 4.69375, 4.69069, 4.69305, 4.72339, 4.97274, 4.69265, 4.74986, 12.7307, 5.09968, 4.69067, 4.69068, 4.69067, 4.69067, 4.69067, 4.69067, 4.69067, 4.96757, 4.69067, 4.69067, 4.73926
2.25826, 23.4862, 14.6136, 4.80072, 5.04838, 8.87258, 1.84082e-12, 4.80073, 4.8038, 4.80074, 4.8031, 4.83344, 5.08279, 4.80274, 4.86219, 13.5235, 5.13807, 4.80072, 4.80072, 4.80072, 4.80072, 4.80072, 4.80072, 4.80072, 5.1183, 4.80072, 4.80072, 4.85214
2.26611, 16.4956, 15.3457, 4.91196, 4.30065, 1.14989, 1.04373e-12, 4.91197, 4.91503, 4.91197, 4.91433, 4.94468, 5.19403, 4.914, 4.97575, 14.2663, 5.18831, 4.91196, 4.91196, 4.91196, 4.91196, 4.91196, 4.91196, 4.91196, 5.27456, 4.91196, 4.91196, 4.96631
2.27395, 21.9025, 16.0226, 5.02437, 4.88901, 5.87988, 5.84205e-13, 5.02437, 5.02744, 5.02438, 5.02674, 5.05708, 5.30644, 5.02642, 5.09056, 14.9402, 5.24905, 5.02437, 5.02437, 5.02437, 5.02437, 5.02437, 5.02437, 5.02437, 5.43612, 5.02437, 5.02437, 5.08175
2.2818, 25.5154, 16.6251, 5.13792, 5.24551, 8.89025, 3.23053e-13, 5.13793, 5.141, 5.13794, 5.1403, 5.17064, 5.41999, 5.13996, 5.20661, 15.5278, 5.31911, 5.13792, 5.13792, 5.13792, 5.13792, 5.13792, 5.13792, 5.13792, 5.60258, 5.13792, 5.13792, 5.19844
2.28964, 17.5125, 17.1366, 5.2526, 4.4173, 0.375946, 1.75912e-13, 5.2526, 5.25567, 5.25261, 5.25497, 5.28531, 5.53467, 5.25459, 5.3239, 16.0137, 5.39743, 5.2526, 5.2526, 5.2526, 5.2526, 5.2526, 5.2526, 5.2526, 5.77331, 5.2526, 5.2526, 5.31634
2.29749, 14.9187, 17.5433, 5.36836, 4.11323, -2.62466, 9.39812e-14, 5.36837, 5.37144, 5.36837, 5.37074, 5.40108, 5.65043, 5.3703, 5.44245, 16.3861, 5.48308, 5.36836, 5.36836, 5.36836, 5.36836, 5.36836, 5.36836, 5.36836, 5.94753, 5.36836, 5.36836, 5.43543
2.30533, 22.5249, 17.8354, 5.48518, 4.95226, 4.68946, 4.91024e-14, 5.48519, 5.48826, 5.4852, 5.48756, 5.5179, 5.76725, 5.48705, 5.56232, 16.6366, 5.57518, 5.48518, 5.48518, 5.48518, 5.48518, 5.48518, 5.48518, 5.48518, 6.12425, 5.48518, 5.48518, 5.55566
2.31318, 17.9783, 18.0074, 5.60304, 4.4697, -0.0291328, 2.48056e-14, 5.60305, 5.60612, 5.60306, 5.60542, 5.63576, 5.88511, 5.60482, 5.68361, 16.7616, 5.67294, 5.60304, 5.60304, 5.60304, 5.60304, 5.60304, 5.60304, 5.60304, 6.30237, 5.60304, 5.60304, 5.67702
2.32102, 24.9787, 18.0581, 5.72191, 5.1941, 6.92056, 1.19587e-14, 5.72192, 5.72498, 5.72192, 5.72428, 5.75462, 6.00398, 5.72359, 5.80647, 16.7616, 5.77564, 5.72191, 5.72191, 5.72191, 5.72191, 5.72191, 5.72191, 5.72191, 6.48065, 5.72191, 5.72191, 5.79948
2.32887, 18.0283, 17.9912, 5.84175, 4.47529, 0.0370541, 5.46967e-15, 5.84176, 5.84483, 5.84177, 5.84413, 5.87447, 6.12383, 5.84332, 5.93113, 16.6418, 5.88263, 5.84175, 5.84175, 5.84175, 5.84175, 5.84175, 5.84175, 5.84175, 6.65779, 5.84175, 5.84175, 5.923
2.33671, 21.4554, 17.8145, 5.96255, 4.84308, 3.64085, 2.30808e-15, 5.96255, 5.96562, 5.96256, 5.96492, 5.99526, 6.24464, 5.964, 6.05794, 16.4117, 5.99331, 5.96255, 5.96255, 5.96255, 5.96255, 5.96255, 5.96255, 5.96255, 6.83249, 5.96255, 5.96255, 6.04755
2.34456, 22.3912, 17.54, 6.08426, 4.93875, 4.85121, 8.71936e-16, 6.08426, 6.08733, 6.08427, 6.08663, 6.11697, 6.36636, 6.08559, 6.18741, 16.0843, 6.10716, 6.08426, 6.08426, 6.08426, 6.08426, 6.08426, 6.08426, 6.08426, 7.00349, 6.08426, 6.08426, 6.1731
2.3524, 22.1026, 17.1827, 6.20686, 4.90944, 4.9199, 3.02262e-16, 6.20686, 6.20993, 6.20687, 6.20923, 6.23957, 6.48898, 6.20807, 6.32024, 15.6754, 6.22371, 6.20686, 6.20686, 6.20686, 6.20686, 6.20686, 6.20686, 6.20686, 7.16966, 6.20686, 6.20686, 6.29961
2.36025, 16.4484, 16.7603, 6.33031, 4.29516, -0.311916, 9.01894e-17, 6.33032, 6.33339, 6.33033, 6.33269, 6.36303, 6.61247, 6.33141, 6.45745, 15.2029, 6.34259, 6.33031, 6.33031, 6.33031, 6.33031, 6.33031, 6.33031, 6.33031, 7.33007, 6.33031, 6.33031, 6.42707
2.36809, 20.5924, 16.2921, 6.4546, 4.75315, 4.30036, 2.16872e-17, 6.45461, 6.45767, 6.45461, 6.45697, 6.48732, 6.7368, 6.45558, 6.60037, 14.6859, 6.46344, 6.4546, 6.4546, 6.4546, 6.4546, 6.4546, 6.4546, 6.4546, 7.48401, 6.4546, 6.4546, 6.55543
2.37594, 14.4482, 15.7982, 6.57969, 4.05564, -1.34992, 4.88078e-18, 6.5797, 6.58277, 6.5797, 6.58207, 6.61241, 6.86197, 6.58056, 6.75082, 14.143, 6.58598, 6.57969, 6.57969, 6.57969, 6.57969, 6.57969, 6.57969, 6.57969, 7.63109, 6.57969, 6.57969, 6.68467
2.38378, 8.61166, 15.2988, 6.70555, 3.25755, -6.68715, 9.16263e-19, 6.70556, 6.70863, 6.70557, 6.70793, 6.73827, 6.98795, 6.70632, 6.91115, 13.5925, 6.70998, 6.70555, 6.70555, 6.70555, 6.70555, 6.70555, 6.70555, 6.70555, 7.77126, 6.70555, 6.70555, 6.81476
2.39163, 9.35943, 14.8138, 6.83216, 3.37038, -5.45433, 1.40474e-19, 6.83217, 6.83523, 6.83217, 6.83454, 6.86488, 7.11473, 6.83284, 7.08441, 13.0508, 6.83524, 6.83216, 6.83216, 6.83216, 6.83216, 6.83216, 6.83216, 6.83216, 7.90486, 6.83216, 6.83216, 6.94566
2.39947, 13.4386, 14.3617, 6.95948, 3.92919, -0.923175, 1.68097e-20, 6.95949, 6.96256, 6.9595, 6.96186, 6.9922, 7.24231, 6.96008, 7.27444, 12.532, 6.9616, 6.95948, 6.95948, 6.95948, 6.95948, 6.95948, 6.95948, 6.95948, 8.03262, 6.95948, 6.95948, 7.07735
2.40732, 15.5325, 13.9602, 7.08751, 4.18719, 1.57236, 1.20542e-21, 7.08751, 7.09058, 7.08752, 7.08988, 7.12022, 7.37072, 7.08803, 7.48599, 12.0478, 7.08895, 7.08751, 7.08751, 7.08751, 7.08751, 7.08751, 7.08751, 7.08751, 8.15573, 7.08751, 7.08751, 7.20981
2.41516, 9.88205, 13.6252, 7.2162, 3.44704, -3.74313, 9.16373e-23, 7.21621, 7.21928, 7.21621, 7.21858, 7.24892, 7.49997, 7.21666, 7.72484, 11.6067, 7.21717, 7.2162, 7.2162, 7.2162, 7.2162, 7.2162, 7.2162, 7.2162, 8.27584, 7.2162, 7.2162, 7.34301
2.42301, 17.1972, 13.3716, 7.34555, 4.38146, 3.82556, 5.06584e-24, 7.34556, 7.34863, 7.34556, 7.34793, 7.37827, 7.63013, 7.34595, 7.99784, 11.2145, 7.34619, 7.34555, 7.34555, 7.34555, 7.34555, 7.34555, 7.34555, 7.34555, 8.39512, 7.34555, 7.34555, 7.47694
2.43085, 11.8775, 13.2132, 7.47553, 3.72525, -1.3357, 1.29515e-25, 7.47553, 7.4786, 7.47554, 7.4779, 7.50824, 7.76126, 7.47588, 8.31293, 10.8743, 7.47595, 7.47553, 7.47553, 7.47553, 7.47553, 7.47553, 7.47553, 7.47553, 8.51632, 7.47553, 7.47553, 7.61156
2.4387, 10.5442, 13.1631, 7.60612, 3.54178, -2.61884, 1.16111e-27, 7.60613, 7.6092, 7.60614, 7.6085, 7.63884, 7.8935, 7.60644, 8.67914, 10.5864, 7.6064, 7.60612, 7.60612, 7.60612, 7.60612, 7.60612, 7.60612, 7.60612, 8.64282, 7.60612, 7.60612, 7.74687
2.44654, 12.3043, 13.234, 7.73733, 3.7821, -0.929719, 0, 7.73733, 7.7404, 7.73734, 7.7397, 7.77004, 8.02701, 7.73761, 9.10641, 10.3496, 7.7375, 7.73733, 7.73733, 7.73733, 7.73733, 7.73733, 7.73733, 7.73733, 8.77879, 7.73733, 7.73733, 7.88286
2.45439, 13.7991, 13.4389, 7.86911, 3.97481, 0.360174, 0, 7.86912, 7.87219, 7.86913, 7.87149, 7.90183, 8.16204, 7.86937, 9.60532, 10.1606, 7.86923, 7.86911, 7.86911, 7.86911, 7.86911, 7.86911, 7.86911, 7.86911, 8.9293, 7.86911, 7.86911, 8.01951
2.46223, 12.2942, 13.7909, 8.00148, 3.78077, -1.49671, 0, 8.00149, 8.00456, 8.0015, 8.00386, 8.0342, 8.29889, 8.00172, 10.1868, 10.0153, 8.00155, 8.00148, 8.00148, 8.00148, 8.00148, 8.00148, 8.00148, 8.00148, 9.10052, 8.00148, 8.00148, 8.15682
2.47008, 7.69134, 14.3038, 8.13442, 3.11309, -6.61244, 0, 8.13443, 8.1375, 8.13443, 8.1368, 8.16714, 8.438, 8.13464, 10.8615, 9.90875, 8.13446, 8.13442, 8.13442, 8.13442, 8.13442, 8.13442, 8.13442, 8.13442, 9.29992, 8.13442, 8.13442, 8.29481
2.47792, 8.70898, 14.9919, 8.26792, 3.27246, -6.28288, 0, 8.26793, 8.271, 8.26794, 8.2703, 8.30064, 8.57993, 8.26813, 11.6395, 9.83574, 8.26795, 8.26792, 8.26792, 8.26792, 8.26792, 8.26792, 8.26792, 8.26792, 9.53647, 8.26792, 8.26792, 8.4335
2.48577, 9.12982, 15.87, 8.40198, 3.33614, -6.74016, 0, 8.40199, 8.40506, 8.402, 8.40436, 8.4347, 8.72543, 8.40218, 12.5291, 9.79122, 8.402, 8.40198, 8.40198, 8.40198, 8.40198, 8.40198, 8.40198, 8.40198, 9.8209, 8.40198, 8.40198, 8.57291
2.49361, 13.2606, 16.953, 8.53658, 3.90648, -3.69243, 0, 8.53658, 8.53965, 8.53659, 8.53895, 8.56929, 8.87541, 8.53676, 13.5362, 9.77043, 8.53659, 8.53658, 8.53658, 8.53658, 8.53658, 8.53658, 8.53658, 8.53658, 10.1658, 8.53658, 8.53658, 8.71311
2.50146, 13.8243, 18.2556, 8.67171, 3.97798, -4.43133, 0, 8.67172, 8.67479, 8.67173, 8.67409, 8.70443, 9.03114, 8.67189, 14.6637, 9.76918, 8.67172, 8.67171, 8.67171, 8.67171, 8.67171, 8.67171, 8.67171, 8.67171, 10.5859, 8.67171, 8.67171, 8.85422
2.5093, 20.1374, 19.7914, 8.80738, 4.70504, 0.34602, 0, 8.80739, 8.81045, 8.80739, 8.80976, 8.8401, 9.19414, 8.80755, 15.9103, 9.78387, 8.80738, 8.80738, 8.80738, 8.80738, 8.80738, 8.80738, 8.80738, 8.80738, 11.0978, 8.80738, 8.80738, 8.99639
2.51715, 18.2314, 21.5724, 8.94356, 4.49793, -3.34096, 0, 8.94357, 8.94664, 8.94358, 8.94594, 8.97628, 9.36639, 8.94374, 17.2701, 9.81161, 8.94357, 8.94356, 8.94356, 8.94356, 8.94356, 8.94356, 8.94356, 8.94356, 11.7203, 8.94356, 8.94356, 9.13989
2.52499, 21.315, 23.6078, 9.08025, 4.82856, -2.2928, 0, 9.08026, 9.08333, 9.08027, 9.08263, 9.11297, 9.5503, 9.08042, 18.7314, 9.85015, 9.08025, 9.08025, 9.08025, 9.08025, 9.08025, 9.08025, 9.08025, 9.08025, 12.4735, 9.08025, 9.08025, 9.28509
2.53284, 17.869, 25.9039, 9.21744, 4.45746, -8.03491, 0, 9.21744, 9.22051, 9.21745, 9.21981, 9.25015, 9.74891, 9.2176, 20.2772, 9.8978, 9.21744, 9.21744, 9.21744, 9.21744, 9.21744, 9.21744, 9.21744, 9.21744, 13.3788, 9.21744, 9.21744, 9.43257
2.54068, 18.9658, 28.4626, 9.3551, 4.57884, -9.49677, 0, 9.35511, 9.35817, 9.35511, 9.35747, 9.38781, 9.96587, 9.35526, 21.8843, 9.95343, 9.3551, 9.3551, 9.3551, 9.3551, 9.3551, 9.3551, 9.3551, 9.3551, 14.4579, 9.3551, 9.3551, 9.58316
2.54853, 21.9661, 31.2812, 9.49322, 4.89552, -9.31506, 0, 9.49323, 9.4963, 9.49323, 9.4956, 9.52594, 10.2056, 9.49339, 23.5243, 10.0162, 9.49322, 9.49322, 9.49322, 9.49322, 9.49322, 9.49322, 9.49322, 9.49322, 15.7314, 9.49322, 9.49322, 9.73808
2.55637, 30.2063, 34.3515, 9.63178, 5.67506, -4.14523, 0, 9.63179, 9.63486, 9.6318, 9.63416, 9.6645, 10.4733, 9.63195, 25.1639, 10.0858, 9.63178, 9.63178, 9.63178, 9.63178, 9.63178, 9.63178, 9.63178, 9.63178, 17.2182, 9.63178, 9.63178, 9.89901
2.56422, 36.3365, 37.6602, 9.77077, 6.19164, -1.32372, 0, 9.77078, 9.77385, 9.77078, 9.77315, 9.80349, 10.7752, 9.77093, 26.766, 10.1618, 9.77077, 9.77077, 9.77077, 9.77077, 9.77077, 9.77077, 9.77077, 9.77077, 18.9336, 9.77077, 9.77077, 10.0683
2.57206, 34.7573, 41.1879, 9.91016, 6.06278, -6.43059, 0, 9.91016, 9.91323, 9.91017, 9.91253, 9.94287, 11.1182, 9.91032, 28.2913, 10.244, 9.91016, 9.91016, 9.91016, 9.91016, 9.91016, 9.91016, 9.91016, 9.91016, 20.8874, 9.91016, 9.91016, 10.2493
2.57991, 35.133, 44.91, 10.0499, 6.09368, -9.77708, 0, 10.0499, 10.053, 10.0499, 10.0523, 10.0826, 11.5102, 10.0501, 29.7, 10.3324, 10.0499, 10.0499, 10.0499, 10.0499, 10.0499, 10.0499, 10.0499, 10.0499, 23.0826, 10.0499, 10.0499, 10.4462
2.58775, 38.3276, 48.7966, 10.19, 6.3504, -10.469, 0, 10.19, 10.1931, 10.19, 10.1924, 10.2227, 11.9597, 10.1902, 30.9534, 10.4267, 10.19, 10.19, 10.19, 10.19, 10.19, 10.19, 10.19, 10.19, 25.5136, 10.19, 10.19, 10.6649
2.59559, 45.5027, 52.8137, 10.3305, 6.89222, -7.31099, 0, 10.3305, 10.3335, 10.3305, 10.3328, 10.3632, 12.4761, 10.3306, 32.0164, 10.5268, 10.3305, 10.3305, 10.3305, 10.3305, 10.3305, 10.3305, 10.3305, 10.3305, 28.1649, 10.3305, 10.3305, 10.9129
2.60344, 67.2141, 56.9235, 10.4712, 8.3195, 10.2906, 0, 10.4712, 10.4743, 10.4712, 10.4736, 10.5039, 13.0688, 10.4714, 32.8589, 10.6324, 10.4712, 10.4712, 10.4712, 10.4712, 10.4712, 10.4712, 10.4712, 10.4712, 31.0099, 10.4712, 10.4712, 11.1999
2.61128, 69.3877, 61.086, 10.6122, 8.44912, 8.30169, 0, 10.6122, 10.6153, 10.6122, 10.6146, 10.6449, 13.7473, 10.6124, 33.4576, 10.7431, 10.6122, 10.6122, 10.6122, 10.6122, 10.6122, 10.6122, 10.6122, 10.6122, 34.0105, 10.6122, 10.6122, 11.538
2.61913, 75.5451, 65.2602, 10.7534, 8.80597, 10.2849, 0, 10.7534, 10.7565, 10.7534, 10.7558, 10.7861, 14.5203, 10.7536, 33.7977, 10.8586, 10.7534, 10.7534, 10.7534, 10.7534, 10.7534, 10.7534, 10.7534, 10.7534, 37.1168, 10.7534, 10.7534, 11.9421
2.62697, 74.6472, 69.4058, 10.8949, 8.75484, 5.24142, 0, 10.8949, 10.8979, 10.8949, 10.8972, 10.9276, 15.3957, 10.895, 33.8734, 10.9784, 10.8949, 10.8949, 10.8949, 10.8949, 10.8949, 10.8949, 10.8949, 10.8949, 40.2689, 10.8949, 10.8949, 12.4305
2.63482, 87.7103, 73.4842, 11.0365, 9.47155, 14.2261, 0, 11.0365, 11.0396, 11.0365, 11.0389, 11.0692, 16.3793, 11.0366, 33.6883, 11.1021, 11.0365, 11.0365, 11.0365, 11.0365, 11.0365, 11.0365, 11.0365, 11.0365, 43.3977, 11.0365, 11.0365, 13.0244
2.64266, 89.4515, 77.4603, 11.1782, 9.56303, 11.9912, 0, 11.1782, 11.1813, 11.1782, 11.1806, 11.2109, 17.4744, 11.1784, 33.2552, 11.2292, 11.1782, 11.1782, 11.1782, 11.1782, 11.1782, 11.1782, 11.1782, 11.1782, 46.4271, 11.1782, 11.1782, 13.7489
2.65051, 94.638, 81.3041, 11.3201, 9.83046, 13.3339, 0, 11.3201, 11.3231, 11.3201, 11.3224, 11.3528, 18.681, 11.3202, 32.596, 11.3593, 11.3201, 11.3201, 11.3201, 11.3201, 11.3201, 11.3201, 11.3201, 11.3201, 49.2779, 11.3201, 11.3201, 14.6318
2.65835, 101.472, 84.9922, 11.4619, 10.1721, 16.4794, 0, 11.4619, 11.465, 11.462, 11.4643, 11.4947, 19.9953, 11.4621, 31.7393, 11.4917, 11.4619, 11.4619, 11.4619, 11.4619, 11.4619, 11.4619, 11.4619, 11.4619, 51.8711, 11.4619, 11.4619, 15.7043
2.6662, 111.952, 88.5081, 11.6038, 10.6748, 23.4436, 0, 11.6038, 11.6069, 11.6038, 11.6062, 11.6365, 21.4086, 11.604, 30.7199, 11.6262, 11.6038, 11.6038, 11.6038, 11.6038, 11.6038, 11.6038, 11.6038, 11.6038, 54.1312, 11.6038, 11.6038, 16.9991
2.67404, 124.726, 91.8428, 11.7457, 11.2573, 32.883, 0, 11.7457, 11.7488, 11.7457, 11.7481, 11.7784, 22.9075, 11.7459, 29.5766, 11.7623, 11.7457, 11.7457, 11.7457, 11.7457, 11.7457, 11.7457, 11.7457, 11.7457, 55.9908, 11.7457, 11.7457, 18.5501
2.68189, 118.472, 94.9951, 11.8875, 10.976, 23.4766, 0, 11.8875, 11.8905, 11.8875, 11.8898, 11.9202, 24.4729, 11.8876, 28.3498, 11.8996, 11.8875, 11.8875, 11.8875, 11.8875, 11.8875, 11.8875, 11.8875, 11.8875, 57.3938, 11.8875, 11.8875, 20.3904
2.68973, 116.387, 97.9709, 12.0291, 10.8806, 18.4159, 0, 12.0291, 12.0322, 12.0291, 12.0315, 12.0618, 26.0811, 12.0293, 27.08, 12.0379, 12.0291, 12.0291, 12.0291, 12.0291, 12.0291, 12.0291, 12.0291, 12.0291, 58.2988, 12.0291, 12.0291, 22.551
2.69758, 121.957, 100.781, 12.1705, 11.1336, 21.176, 0, 12.1705, 12.1736, 12.1705, 12.1729, 12.2032, 27.7033, 12.1707, 25.8058, 12.1769, 12.1705, 12.1705, 12.1705, 12.1705, 12.1705, 12.1705, 12.1705, 12.1705, 58.6816, 12.1705, 12.1705, 25.0575
2.70542, 125.868, 103.442, 12.3117, 11.3079, 22.4262, 0, 12.3117, 12.3148, 12.3117, 12.3141, 12.3444, 29.3068, 12.3119, 24.5621, 12.3162, 12.3117, 12.3117, 12.3117, 12.3117, 12.3117, 12.3117, 12.3117, 12.3117, 58.5363, 12.3117, 12.3117, 27.9287
2.71327, 121.079, 105.968, 12.4526, 11.0941, 15.1105, 0, 12.4526, 12.4557, 12.4526, 12.455, 12.4853, 30.8558, 12.4528, 23.3793, 12.4558, 12.4526, 12.4526, 12.4526, 12.4526, 12.4526, 12.4526, 12.4526, 12.4526, 57.8762, 12.4526, 12.4526, 31.1731
2.72111, 117.08, 108.376, 12.5931, 10.9124, 8.70412, 0, 12.5931, 12.5962, 12.5931, 12.5955, 12.6258, 32.3132, 12.5933, 22.2815, 12.5953, 12.5931, 12.5931, 12.5931, 12.5931, 12.5931, 12.5931, 12.5931, 12.5931, 56.7328, 12.5931, 12.5931, 34.7872
2.72896, 118.378, 110.675, 12.7332, 10.9717, 7.70306, 0, 12.7332, 12.7363, 12.7332, 12.7356, 12.7659, 33.6416, 12.7334, 21.2872, 12.7347, 12.7332, 12.7332, 12.7332, 12.7332, 12.7332, 12.7332, 12.7332, 12.7332, 55.1541, 12.7332, 12.7332, 38.7522
2.7368, 130.486, 112.87, 12.8728, 11.5103, 17.6167, 0, 12.8728, 12.8759, 12.8728, 12.8752, 12.9055, 34.8055, 12.873, 20.4081, 12.8738, 12.8728, 12.8728, 12.8728, 12.8728, 12.8728, 12.8728, 12.8728, 12.8728, 53.2022, 12.8728, 12.8728, 43.0328
2.74465, 135.145, 114.952, 13.0119, 11.7109, 20.1926, 0, 13.0119, 13.0149, 13.0119, 13.0142, 13.0446, 35.7727, 13.012, 19.65, 13.0125, 13.0119, 13.0119, 13.0119, 13.0119, 13.0119, 13.0119, 13.0119, 13.0119, 50.9499, 13.0119, 13.0119, 47.576
2.75249, 143.187, 116.905, 13.1503, 12.0494, 26.2817, 0, 13.1503, 13.1533, 13.1503, 13.1526, 13.183, 36.5165, 13.1505, 19.013, 13.1507, 13.1503, 13.1503, 13.1503, 13.1503, 13.1503, 13.1503, 13.1503, 13.1503, 48.4767, 13.1503, 13.1503, 52.311
2.76034, 128.5, 118.699, 13.288, 11.4237, 9.80171, 0, 13.288, 13.291, 13.288, 13.2903, 13.3207, 37.0163, 13.2882, 18.4926, 13.2883, 13.288, 13.288, 13.288, 13.288, 13.288, 13.288, 13.288, 13.288, 45.8652, 13.288, 13.288, 57.1497
2.76818, 131.181, 120.29, 13.4248, 11.5404, 10.8915, 0, 13.4249, 13.4279, 13.4249, 13.4272, 13.4576, 37.2595, 13.425, 18.0802, 13.425, 13.4248, 13.4248, 13.4248, 13.4248, 13.4248, 13.4248, 13.4248, 13.4248, 43.1971, 13.4248, 13.4248, 61.989
2.77603, 145.902, 121.626, 13.5608, 12.1615, 24.2755, 0, 13.5608, 13.5639, 13.5608, 13.5632, 13.5935, 37.2419, 13.561, 17.7644, 13.5609, 13.5608, 13.5608, 13.5608, 13.5608, 13.5608, 13.5608, 13.5608, 13.5608, 40.5498, 13.5608, 13.5608, 66.7142
2.78387, 128.752, 122.647, 13.6956, 11.4347, 6.10455, 0, 13.6956, 13.6987, 13.6957, 13.698, 13.7284, 36.9677, 13.6958, 17.5318, 13.6957, 13.6956, 13.6956, 13.6956, 13.6956, 13.6956, 13.6956, 13.6956, 13.6956, 37.9926, 13.6956, 13.6956, 71.2034
2.79172, 132.867, 123.286, 13.8292, 11.6132, 9.5811, 0, 13.8292, 13.8323, 13.8292, 13.8316, 13.8619, 36.4497, 13.8294, 17.3682, 13.8293, 13.8292, 13.8292, 13.8292, 13.8292, 13.8292, 13.8292, 13.8292, 13.8292, 35.5858, 13.8292, 13.8292, 75.3318
2.79956, 108.211, 123.478, 13.9613, 10.4981, -15.2674, 0, 13.9613, 13.9643, 13.9613, 13.9636, 13.994, 35.7084, 13.9615, 17.2589, 13.9613, 13.9613, 13.9613, 13.9613, 13.9613, 13.9613, 13.9613, 13.9613, 13.9613, 33.378, 13.9613, 13.9613, 78.9785
2.80741, 127.802, 123.163, 14.0915, 11.3931, 4.63926, 0, 14.0915, 14.0946, 14.0915, 14.0939, 14.1242, 34.7709, 14.0917, 17.1902, 14.0915, 14.0915, 14.0915, 14.0915, 14.0915, 14.0915, 14.0915, 14.0915, 14.0915, 31.4054, 14.0915, 14.0915, 82.0323
