   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_762.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.00288071, 0, 4.17877e-15, 0, 1.41421, -4.17877e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.80101e-17, 0, 0, 3.14496e-17, 0, 7.55489e-19, 0, 4.11855e-15, 0, 0, 0
0.0107312, 0, 6.64894e-15, 0, 1.41421, -6.64894e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.45611e-17, 0, 0, 5.09691e-17, 0, 1.2364e-18, 0, 6.55217e-15, 0, 0, 0
0.0185816, 0, 1.05275e-14, 0, 1.41421, -1.05275e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.05446e-17, 0, 0, 8.22087e-17, 0, 2.01444e-18, 0, 1.03727e-14, 0, 0, 0
0.0264321, 0, 1.65877e-14, 0, 1.41421, -1.65877e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11137e-16, 0, 0, 1.31972e-16, 0, 3.26768e-18, 0, 1.63413e-14, 0, 0, 0
0.0342826, 0, 2.60109e-14, 0, 1.41421, -2.60109e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74244e-16, 0, 0, 2.10877e-16, 0, 5.27763e-18, 0, 2.56205e-14, 0, 0, 0
0.042133, 0, 4.05929e-14, 0, 1.41421, -4.05929e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.71884e-16, 0, 0, 3.35414e-16, 0, 8.48733e-18, 0, 3.99771e-14, 0, 0, 0
0.0499835, 0, 6.30504e-14, 0, 1.41421, -6.30504e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.2223e-16, 0, 0, 5.31086e-16, 0, 1.35911e-17, 0, 6.20835e-14, 0, 0, 0
0.057834, 0, 9.74727e-14, 0, 1.41421, -9.74727e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.52635e-16, 0, 0, 8.37151e-16, 0, 2.16726e-17, 0, 9.59612e-14, 0, 0, 0
0.0656844, 0, 1.49986e-13, 0, 1.41421, -1.49986e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00407e-15, 0, 0, 1.31378e-15, 0, 3.44156e-17, 0, 1.47634e-13, 0, 0, 0
0.0735349, 0, 2.29722e-13, 0, 1.41421, -2.29722e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.53758e-15, 0, 0, 2.05282e-15, 0, 5.44285e-17, 0, 2.26078e-13, 0, 0, 0
0.0813854, 0, 3.5023e-13, 0, 1.41421, -3.5023e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.34374e-15, 0, 0, 3.19381e-15, 0, 8.57302e-17, 0, 3.44607e-13, 0, 0, 0
0.0892358, 0, 5.31512e-13, 0, 1.41421, -5.31512e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.55622e-15, 0, 0, 4.94798e-15, 0, 1.3449e-16, 0, 5.22873e-13, 0, 0, 0
0.0970863, 0, 8.02956e-13, 0, 1.41421, -8.02956e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.37138e-15, 0, 0, 7.63373e-15, 0, 2.10143e-16, 0, 7.89741e-13, 0, 0, 0
0.104937, 0, 1.20754e-12, 0, 1.41421, -1.20754e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.07627e-15, 0, 0, 1.17291e-14, 0, 3.27057e-16, 0, 1.1874e-12, 0, 0, 0
0.112787, 0, 1.80779e-12, 0, 1.41421, -1.80779e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20885e-14, 0, 0, 1.79506e-14, 0, 5.07033e-16, 0, 1.77725e-12, 0, 0, 0
0.120638, 0, 2.69429e-12, 0, 1.41421, -2.69429e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80129e-14, 0, 0, 2.73649e-14, 0, 7.83016e-16, 0, 2.64813e-12, 0, 0, 0
0.128488, 0, 3.99758e-12, 0, 1.41421, -3.99758e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67208e-14, 0, 0, 4.15582e-14, 0, 1.20462e-15, 0, 3.9281e-12, 0, 0, 0
0.136339, 0, 5.90493e-12, 0, 1.41421, -5.90493e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.94619e-14, 0, 0, 6.28804e-14, 0, 1.84626e-15, 0, 5.80074e-12, 0, 0, 0
0.144189, 0, 8.68368e-12, 0, 1.41421, -8.68368e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.802e-14, 0, 0, 9.48027e-14, 0, 2.8192e-15, 0, 8.52804e-12, 0, 0, 0
0.15204, 0, 1.27138e-11, 0, 1.41421, -1.27138e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.49292e-14, 0, 0, 1.4244e-13, 0, 4.28916e-15, 0, 1.24821e-11, 0, 0, 0
0.15989, 0, 1.85324e-11, 0, 1.41421, -1.85324e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23772e-13, 0, 0, 2.13312e-13, 0, 6.50216e-15, 0, 1.81888e-11, 0, 0, 0
0.16774, 0, 2.68956e-11, 0, 1.41421, -2.68956e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7959e-13, 0, 0, 3.18449e-13, 0, 9.82224e-15, 0, 2.63877e-11, 0, 0, 0
0.175591, 0, 3.88628e-11, 0, 1.41421, -3.88628e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.59444e-13, 0, 0, 4.74006e-13, 0, 1.47864e-14, 0, 3.81145e-11, 0, 0, 0
0.183441, 0, 5.59108e-11, 0, 1.41421, -5.59108e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.73176e-13, 0, 0, 7.03613e-13, 0, 2.21843e-14, 0, 5.48119e-11, 0, 0, 0
0.191292, 0, 8.01087e-11, 0, 1.41421, -8.01087e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.3457e-13, 0, 0, 1.04386e-12, 0, 3.3226e-14, 0, 7.84971e-11, 0, 0, 0
