   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_125.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
6.68919, 10.5729, 17.1942, 17.1664, 3.54583, -6.6213, 17.1664, 0, 17.1664, 17.1665, 17.1927, 17.1678, 17.1664, 17.1664, 17.1664, 17.1664, 17.1664, 17.1664, 17.1664, 17.1664, 17.1664, 17.1664, 17.1664, 17.1664, 17.1664, 17.1664, 17.1664
6.69705, 8.25889, 17.1985, 17.1723, 3.20295, -8.93956, 17.1723, 0, 17.1723, 17.1724, 17.1973, 17.1733, 17.1723, 17.1723, 17.1723, 17.1723, 17.1723, 17.1723, 17.1723, 17.1723, 17.1723, 17.1723, 17.1723, 17.1723, 17.1723, 17.1723, 17.1723
6.70491, 15.5896, 17.2027, 17.1779, 4.19399, -1.61315, 17.1779, 0, 17.1779, 17.178, 17.2019, 17.1786, 17.1779, 17.1779, 17.1779, 17.1779, 17.1779, 17.1779, 17.1779, 17.1779, 17.1779, 17.1779, 17.1779, 17.1779, 17.1779, 17.1779, 17.1779
6.71278, 6.38178, 17.207, 17.1831, 2.89513, -10.8252, 17.1831, 0, 17.1832, 17.1833, 17.2064, 17.1836, 17.1831, 17.1831, 17.1831, 17.1831, 17.1831, 17.1831, 17.1831, 17.1831, 17.1831, 17.1831, 17.1831, 17.1831, 17.1831, 17.1831, 17.1831
6.72064, 8.6039, 17.2112, 17.1881, 3.25636, -8.60731, 17.1881, 0, 17.1881, 17.1883, 17.2107, 17.1884, 17.1881, 17.1881, 17.1881, 17.1881, 17.1881, 17.1881, 17.1881, 17.1881, 17.1881, 17.1881, 17.1881, 17.1881, 17.1881, 17.1881, 17.1881
6.72851, 11.7414, 17.2153, 17.1928, 3.70694, -5.47392, 17.1928, 0, 17.1928, 17.1929, 17.2148, 17.193, 17.1928, 17.1928, 17.1928, 17.1928, 17.1928, 17.1928, 17.1928, 17.1928, 17.1928, 17.1928, 17.1928, 17.1928, 17.1928, 17.1928, 17.1928
6.73637, 15.3665, 17.2193, 17.1971, 4.16731, -1.85277, 17.1971, 0, 17.1971, 17.1973, 17.2188, 17.1973, 17.1971, 17.1971, 17.1971, 17.1971, 17.1971, 17.1971, 17.1971, 17.1971, 17.1971, 17.1971, 17.1971, 17.1971, 17.1971, 17.1971, 17.1971
6.74424, 5.23056, 17.2231, 17.2012, 2.68897, -11.9925, 17.2012, 0, 17.2012, 17.2014, 17.2226, 17.2014, 17.2012, 17.2012, 17.2012, 17.2012, 17.2012, 17.2012, 17.2012, 17.2012, 17.2012, 17.2012, 17.2012, 17.2012, 17.2012, 17.2012, 17.2012
6.7521, 15.3372, 17.2267, 17.205, 4.1638, -1.88947, 17.205, 0, 17.205, 17.2052, 17.2262, 17.2051, 17.205, 17.205, 17.205, 17.205, 17.205, 17.205, 17.205, 17.205, 17.205, 17.205, 17.205, 17.205, 17.205, 17.205, 17.205
6.75997, 13.6335, 17.2301, 17.2084, 3.95392, -3.59667, 17.2084, 0, 17.2084, 17.2088, 17.2296, 17.2086, 17.2084, 17.2084, 17.2084, 17.2084, 17.2084, 17.2084, 17.2084, 17.2084, 17.2084, 17.2084, 17.2084, 17.2084, 17.2084, 17.2084, 17.2084
6.76783, 10.4369, 17.2334, 17.2116, 3.5266, -6.79643, 17.2116, 0, 17.2116, 17.212, 17.2327, 17.2119, 17.2116, 17.2116, 17.2116, 17.2116, 17.2116, 17.2116, 17.2116, 17.2116, 17.2116, 17.2116, 17.2116, 17.2116, 17.2116, 17.2116, 17.2116
6.7757, 12.5341, 17.2364, 17.2145, 3.81236, -4.7023, 17.2145, 0, 17.2145, 17.2149, 17.2356, 17.2148, 17.2145, 17.2145, 17.2145, 17.2145, 17.2145, 17.2145, 17.2145, 17.2145, 17.2145, 17.2145, 17.2145, 17.2145, 17.2145, 17.2145, 17.2145
6.78356, 14.8779, 17.2392, 17.2171, 4.10827, -2.36129, 17.2171, 0, 17.2171, 17.2176, 17.2382, 17.2176, 17.2171, 17.2171, 17.2171, 17.2171, 17.2171, 17.2171, 17.2171, 17.2171, 17.2171, 17.2171, 17.2171, 17.2171, 17.2171, 17.2171, 17.2171
6.79143, 9.98795, 17.2418, 17.2194, 3.46236, -7.25387, 17.2194, 0, 17.2194, 17.2199, 17.2406, 17.2201, 17.2194, 17.2194, 17.2194, 17.2194, 17.2194, 17.2194, 17.2194, 17.2194, 17.2194, 17.2194, 17.2194, 17.2194, 17.2194, 17.2194, 17.2194
6.79929, 10.8848, 17.2443, 17.2214, 3.58954, -6.35947, 17.2214, 0, 17.2214, 17.222, 17.2427, 17.2223, 17.2214, 17.2214, 17.2214, 17.2214, 17.2214, 17.2214, 17.2214, 17.2214, 17.2214, 17.2214, 17.2214, 17.2214, 17.2214, 17.2214, 17.2214
6.80716, 11.292, 17.2465, 17.2232, 3.64582, -5.95456, 17.2232, 0, 17.2232, 17.2239, 17.2446, 17.2244, 17.2232, 17.2232, 17.2232, 17.2232, 17.2232, 17.2232, 17.2232, 17.2232, 17.2232, 17.2232, 17.2232, 17.2232, 17.2232, 17.2232, 17.2232
6.81502, 13.8853, 17.2486, 17.2247, 3.98563, -3.36339, 17.2247, 0, 17.2247, 17.2254, 17.2462, 17.2263, 17.2247, 17.2247, 17.2247, 17.2247, 17.2247, 17.2247, 17.2247, 17.2247, 17.2247, 17.2247, 17.2247, 17.2247, 17.2247, 17.2247, 17.2247
6.82288, 9.69796, 17.2506, 17.2258, 3.42023, -7.55269, 17.2258, 0, 17.2259, 17.2266, 17.2475, 17.2281, 17.2258, 17.2258, 17.2258, 17.2258, 17.2258, 17.2258, 17.2258, 17.2258, 17.2258, 17.2258, 17.2259, 17.2258, 17.2258, 17.2258, 17.2258
6.83075, 6.36648, 17.2526, 17.2268, 2.89249, -10.8861, 17.2268, 0, 17.2268, 17.2276, 17.2486, 17.2299, 17.2268, 17.2268, 17.2268, 17.2268, 17.2268, 17.2268, 17.2268, 17.2268, 17.2268, 17.2268, 17.2268, 17.2268, 17.2268, 17.2268, 17.2268
6.83861, 11.8924, 17.2545, 17.2274, 3.72725, -5.36205, 17.2274, 0, 17.2274, 17.2283, 17.2494, 17.2315, 17.2274, 17.2274, 17.2274, 17.2274, 17.2274, 17.2274, 17.2274, 17.2274, 17.2274, 17.2274, 17.2274, 17.2274, 17.2274, 17.2274, 17.2274
6.84648, 10.5422, 17.2564, 17.2278, 3.54149, -6.71421, 17.2278, 0, 17.2278, 17.2287, 17.25, 17.2332, 17.2278, 17.2278, 17.2278, 17.2278, 17.2278, 17.2278, 17.2278, 17.2278, 17.2278, 17.2278, 17.2278, 17.2278, 17.2278, 17.2278, 17.2278
6.85434, 10.4285, 17.2584, 17.2279, 3.5254, -6.8299, 17.2279, 0, 17.2279, 17.2289, 17.2502, 17.235, 17.2279, 17.2279, 17.2279, 17.2279, 17.2279, 17.2279, 17.2279, 17.2279, 17.2279, 17.2279, 17.2279, 17.2279, 17.2279, 17.2279, 17.2279
6.86221, 14.9018, 17.2605, 17.2278, 4.11118, -2.35876, 17.2278, 0, 17.2278, 17.2288, 17.2503, 17.237, 17.2278, 17.2278, 17.2278, 17.2278, 17.2278, 17.2278, 17.2278, 17.2278, 17.2278, 17.2278, 17.2278, 17.2278, 17.2278, 17.2278, 17.2278
6.87007, 12.0696, 17.2629, 17.2273, 3.75095, -5.19326, 17.2273, 0, 17.2273, 17.2284, 17.25, 17.2392, 17.2273, 17.2273, 17.2273, 17.2273, 17.2273, 17.2273, 17.2273, 17.2273, 17.2273, 17.2273, 17.2273, 17.2273, 17.2273, 17.2273, 17.2273
6.87794, 11.7483, 17.2656, 17.2267, 3.70787, -5.51727, 17.2267, 0, 17.2267, 17.2277, 17.2495, 17.2417, 17.2267, 17.2267, 17.2267, 17.2267, 17.2267, 17.2267, 17.2267, 17.2267, 17.2267, 17.2267, 17.2267, 17.2267, 17.2267, 17.2267, 17.2267
6.8858, 7.0695, 17.2687, 17.2257, 3.01156, -10.1992, 17.2257, 0, 17.2257, 17.2268, 17.2487, 17.2446, 17.2257, 17.2257, 17.2257, 17.2257, 17.2257, 17.2257, 17.2257, 17.2257, 17.2257, 17.2257, 17.2257, 17.2257, 17.2257, 17.2257, 17.2257
6.89367, 12.287, 17.2723, 17.2245, 3.77982, -4.98525, 17.2245, 0, 17.2245, 17.2256, 17.2477, 17.248, 17.2245, 17.2245, 17.2245, 17.2245, 17.2245, 17.2245, 17.2245, 17.2245, 17.2245, 17.2245, 17.2245, 17.2245, 17.2245, 17.2245, 17.2245
6.90153, 13.9802, 17.2764, 17.223, 3.99752, -3.29621, 17.223, 0, 17.2231, 17.2241, 17.2464, 17.2519, 17.223, 17.223, 17.223, 17.223, 17.223, 17.223, 17.223, 17.223, 17.223, 17.223, 17.2231, 17.223, 17.223, 17.223, 17.223
6.9094, 13.7732, 17.2811, 17.2213, 3.97154, -3.50799, 17.2213, 0, 17.2214, 17.2224, 17.2449, 17.2565, 17.2213, 17.2213, 17.2213, 17.2213, 17.2213, 17.2213, 17.2213, 17.2213, 17.2213, 17.2213, 17.2213, 17.2213, 17.2213, 17.2213, 17.2213
6.91726, 9.2556, 17.2866, 17.2194, 3.35494, -8.03097, 17.2194, 0, 17.2194, 17.2204, 17.2431, 17.2618, 17.2194, 17.2194, 17.2194, 17.2194, 17.2194, 17.2194, 17.2194, 17.2194, 17.2194, 17.2194, 17.2194, 17.2194, 17.2194, 17.2194, 17.2194
6.92513, 13.1072, 17.2927, 17.2171, 3.8868, -4.18545, 17.2171, 0, 17.2172, 17.2181, 17.241, 17.2678, 17.2171, 17.2171, 17.2171, 17.2171, 17.2171, 17.2171, 17.2171, 17.2171, 17.2171, 17.2171, 17.2171, 17.2171, 17.2171, 17.2171, 17.2171
6.93299, 18.4768, 17.2996, 17.2147, 4.52513, 1.17721, 17.2147, 0, 17.2147, 17.2156, 17.2387, 17.2745, 17.2147, 17.2147, 17.2147, 17.2147, 17.2147, 17.2147, 17.2147, 17.2147, 17.2147, 17.2147, 17.2147, 17.2147, 17.2147, 17.2147, 17.2147
6.94085, 7.53044, 17.3071, 17.2119, 3.08714, -9.77665, 17.2119, 0, 17.212, 17.2128, 17.2362, 17.282, 17.2119, 17.2119, 17.2119, 17.2119, 17.2119, 17.2119, 17.2119, 17.2119, 17.2119, 17.2119, 17.2119, 17.2119, 17.2119, 17.2119, 17.2119
6.94872, 17.5696, 17.3153, 17.209, 4.42375, 0.25429, 17.209, 0, 17.209, 17.2098, 17.2334, 17.29, 17.209, 17.209, 17.209, 17.209, 17.209, 17.209, 17.209, 17.209, 17.209, 17.209, 17.209, 17.209, 17.209, 17.209, 17.209
6.95658, 14.9879, 17.324, 17.2057, 4.12164, -2.33605, 17.2057, 0, 17.2057, 17.2065, 17.2303, 17.2986, 17.2057, 17.2057, 17.2057, 17.2057, 17.2057, 17.2057, 17.2057, 17.2057, 17.2057, 17.2057, 17.2057, 17.2057, 17.2057, 17.2057, 17.2057
6.96445, 11.2506, 17.3331, 17.2022, 3.64014, -6.08247, 17.2022, 0, 17.2022, 17.2029, 17.227, 17.3076, 17.2022, 17.2022, 17.2022, 17.2022, 17.2022, 17.2022, 17.2022, 17.2022, 17.2022, 17.2022, 17.2022, 17.2022, 17.2022, 17.2022, 17.2022
6.97231, 19.7253, 17.3424, 17.1985, 4.66104, 2.38288, 17.1985, 0, 17.1985, 17.1991, 17.2235, 17.3167, 17.1985, 17.1985, 17.1985, 17.1985, 17.1985, 17.1985, 17.1985, 17.1985, 17.1985, 17.1985, 17.1985, 17.1985, 17.1985, 17.1985, 17.1985
6.98018, 11.8452, 17.3517, 17.1945, 3.72091, -5.50649, 17.1945, 0, 17.1945, 17.1951, 17.2196, 17.3259, 17.1945, 17.1945, 17.1945, 17.1945, 17.1945, 17.1945, 17.1945, 17.1945, 17.1945, 17.1945, 17.1945, 17.1945, 17.1945, 17.1945, 17.1945
6.98804, 9.22144, 17.6468, 17.4763, 3.34984, -8.42532, 17.4763, 0, 17.4763, 17.4768, 17.5016, 17.6209, 17.4763, 17.4763, 17.4763, 17.4763, 17.4763, 17.4763, 17.4763, 17.4763, 17.4763, 17.4763, 17.4763, 17.4763, 17.4763, 17.4763, 17.4763
6.99591, 15.9406, 17.9447, 17.7612, 4.23564, -2.00402, 17.7612, 0, 17.7612, 17.7616, 17.7867, 17.9186, 17.7612, 17.7612, 17.7612, 17.7612, 17.7612, 17.7612, 17.7612, 17.7612, 17.7612, 17.7612, 17.7612, 17.7612, 17.7612, 17.7612, 17.7612
7.00377, 11.1058, 18.0267, 17.8308, 3.62019, -6.92092, 17.8308, 0, 17.8308, 17.8312, 17.8565, 18.0005, 17.8308, 17.8308, 17.8308, 17.8308, 17.8308, 17.8308, 17.8308, 17.8308, 17.8308, 17.8308, 17.8308, 17.8308, 17.8308, 17.8308, 17.8308
7.01164, 11.9029, 17.8742, 17.6667, 3.72865, -5.97138, 17.6667, 0, 17.6667, 17.6671, 17.6927, 17.8479, 17.6667, 17.6667, 17.6667, 17.6667, 17.6667, 17.6667, 17.6667, 17.6667, 17.6667, 17.6667, 17.6667, 17.6667, 17.6667, 17.6667, 17.6667
7.0195, 17.9479, 17.7216, 17.5037, 4.4663, 0.226273, 17.5037, 0, 17.5037, 17.504, 17.5298, 17.6952, 17.5037, 17.5037, 17.5037, 17.5037, 17.5037, 17.5037, 17.5037, 17.5037, 17.5037, 17.5037, 17.5037, 17.5037, 17.5037, 17.5037, 17.5037
7.02737, 12.9517, 17.5722, 17.3453, 3.86674, -4.62049, 17.3453, 0, 17.3453, 17.3455, 17.3716, 17.5456, 17.3453, 17.3453, 17.3453, 17.3453, 17.3453, 17.3453, 17.3453, 17.3453, 17.3453, 17.3453, 17.3453, 17.3453, 17.3453, 17.3453, 17.3453
7.03523, 12.019, 17.4217, 17.1874, 3.74419, -5.40271, 17.1874, 0, 17.1874, 17.1876, 17.214, 17.3948, 17.1874, 17.1874, 17.1874, 17.1874, 17.1874, 17.1874, 17.1874, 17.1874, 17.1874, 17.1874, 17.1874, 17.1874, 17.1874, 17.1874, 17.1874
7.0431, 15.0426, 17.2693, 17.0295, 4.12827, -2.22665, 17.0295, 0, 17.0296, 17.0297, 17.0564, 17.2422, 17.0295, 17.0295, 17.0295, 17.0295, 17.0295, 17.0295, 17.0295, 17.0295, 17.0295, 17.0295, 17.0296, 17.0295, 17.0295, 17.0295, 17.0295
7.05096, 18.9287, 17.1153, 16.8721, 4.57479, 1.81345, 16.8721, 0, 16.8721, 16.8722, 16.8992, 17.088, 16.8721, 16.8721, 16.8721, 16.8721, 16.8721, 16.8721, 16.8721, 16.8721, 16.8721, 16.8721, 16.8721, 16.8721, 16.8721, 16.8721, 16.8721
7.05882, 11.0086, 16.9604, 16.7158, 3.60675, -5.95177, 16.7158, 0, 16.7158, 16.7159, 16.7432, 16.9328, 16.7158, 16.7158, 16.7158, 16.7158, 16.7158, 16.7158, 16.7158, 16.7158, 16.7158, 16.7158, 16.7158, 16.7158, 16.7158, 16.7158, 16.7158
7.06669, 13.068, 16.8108, 16.5669, 3.88176, -3.74281, 16.5669, 0, 16.5669, 16.567, 16.5948, 16.7828, 16.5669, 16.5669, 16.5669, 16.5669, 16.5669, 16.5669, 16.5669, 16.5669, 16.5669, 16.5669, 16.5669, 16.5669, 16.5669, 16.5669, 16.5669
7.07455, 18.8611, 16.6589, 16.4175, 4.5674, 2.2023, 16.4175, 0, 16.4175, 16.4176, 16.446, 16.6303, 16.4175, 16.4175, 16.4175, 16.4175, 16.4175, 16.4175, 16.4175, 16.4175, 16.4175, 16.4175, 16.4175, 16.4175, 16.4175, 16.4175, 16.4175
7.08242, 8.97138, 16.5042, 16.2673, 3.31231, -7.53281, 16.2673, 0, 16.2673, 16.2674, 16.2965, 16.4749, 16.2673, 16.2673, 16.2673, 16.2673, 16.2673, 16.2673, 16.2673, 16.2673, 16.2673, 16.2673, 16.2673, 16.2673, 16.2673, 16.2673, 16.2673
7.09028, 13.9906, 16.348, 16.1171, 3.99882, -2.35737, 16.1171, 0, 16.1171, 16.1172, 16.1474, 16.3176, 16.1171, 16.1171, 16.1171, 16.1171, 16.1171, 16.1171, 16.1171, 16.1171, 16.1171, 16.1171, 16.1171, 16.1171, 16.1171, 16.1171, 16.1171
7.09815, 10.9906, 16.1918, 15.9683, 3.60424, -5.20125, 15.9683, 0, 15.9683, 15.9683, 16, 16.16, 15.9683, 15.9683, 15.9683, 15.9683, 15.9683, 15.9683, 15.9683, 15.9683, 15.9683, 15.9683, 15.9683, 15.9683, 15.9683, 15.9683, 15.9683
7.10601, 12.0353, 16.0453, 15.8297, 3.74637, -4.00995, 15.8297, 0, 15.8297, 15.8298, 15.8636, 16.0113, 15.8297, 15.8297, 15.8297, 15.8297, 15.8297, 15.8297, 15.8297, 15.8297, 15.8297, 15.8297, 15.8297, 15.8297, 15.8297, 15.8297, 15.8297
7.11388, 15.965, 15.897, 15.6897, 4.23851, 0.067955, 15.6897, 0, 15.6897, 15.6898, 15.7267, 15.86, 15.6897, 15.6897, 15.6897, 15.6897, 15.6897, 15.6897, 15.6897, 15.6897, 15.6897, 15.6897, 15.6897, 15.6897, 15.6897, 15.6897, 15.6897
7.12174, 11.9835, 15.7475, 15.5478, 3.73945, -3.76393, 15.5478, 0, 15.5478, 15.5478, 15.5892, 15.7059, 15.5478, 15.5478, 15.5478, 15.5478, 15.5478, 15.5478, 15.5478, 15.5478, 15.5478, 15.5478, 15.5478, 15.5478, 15.5478, 15.5478, 15.5478
7.12961, 10.9773, 15.5989, 15.4053, 3.6024, -4.62163, 15.4053, 0, 15.4053, 15.4053, 15.4534, 15.5507, 15.4053, 15.4053, 15.4053, 15.4053, 15.4053, 15.4053, 15.4053, 15.4053, 15.4053, 15.4053, 15.4053, 15.4053, 15.4053, 15.4053, 15.4053
7.13747, 11.9903, 15.4545, 15.2643, 3.74037, -3.46421, 15.2643, 0, 15.2643, 15.2643, 15.3221, 15.3967, 15.2643, 15.2643, 15.2643, 15.2643, 15.2643, 15.2643, 15.2643, 15.2643, 15.2643, 15.2643, 15.2643, 15.2643, 15.2643, 15.2643, 15.2643
7.14534, 14.9727, 15.3303, 15.139, 4.1198, -0.357538, 15.139, 0, 15.139, 15.139, 15.2108, 15.2584, 15.139, 15.139, 15.139, 15.139, 15.139, 15.139, 15.139, 15.139, 15.139, 15.139, 15.139, 15.139, 15.139, 15.139, 15.139
7.1532, 10.0136, 15.2081, 15.0093, 3.46606, -5.19457, 15.0093, 0, 15.0093, 15.0093, 15.1014, 15.116, 15.0093, 15.0093, 15.0093, 15.0093, 15.0093, 15.0093, 15.0093, 15.0093, 15.0093, 15.0093, 15.0093, 15.0093, 15.0093, 15.0093, 15.0093
7.16107, 9.97714, 15.0913, 14.8756, 3.4608, -5.11412, 14.8756, 0, 14.8756, 14.8756, 14.9969, 14.9699, 14.8756, 14.8756, 14.8756, 14.8756, 14.8756, 14.8756, 14.8756, 14.8756, 14.8756, 14.8756, 14.8756, 14.8756, 14.8756, 14.8756, 14.8756
7.16893, 9.98792, 14.9858, 14.7404, 3.46236, -4.9979, 14.7404, 0, 14.7404, 14.7404, 14.9032, 14.823, 14.7404, 14.7404, 14.7404, 14.7404, 14.7404, 14.7404, 14.7404, 14.7404, 14.7404, 14.7404, 14.7404, 14.7404, 14.7404, 14.7404, 14.7404
7.17679, 15.9879, 14.8996, 14.6065, 4.24122, 1.0883, 14.6065, 0, 14.6065, 14.6065, 14.8279, 14.6782, 14.6065, 14.6065, 14.6065, 14.6065, 14.6065, 14.6065, 14.6065, 14.6065, 14.6065, 14.6065, 14.6065, 14.6065, 14.6065, 14.6065, 14.6065
7.18466, 10.9879, 14.8815, 14.5165, 3.60388, -3.89361, 14.5165, 0, 14.5165, 14.5165, 14.8199, 14.5781, 14.5165, 14.5165, 14.5165, 14.5165, 14.5165, 14.5165, 14.5165, 14.5165, 14.5165, 14.5165, 14.5165, 14.5165, 14.5165, 14.5165, 14.5165
7.19252, 8.98792, 14.9006, 14.431, 3.3148, -5.91266, 14.431, 0, 14.431, 14.431, 14.8482, 14.4834, 14.431, 14.431, 14.431, 14.431, 14.431, 14.431, 14.431, 14.431, 14.431, 14.431, 14.431, 14.431, 14.431, 14.431, 14.431
7.20039, 18.0078, 14.9679, 14.3505, 4.47301, 3.0399, 14.3505, 0, 14.3505, 14.3505, 14.9237, 14.3946, 14.3505, 14.3505, 14.3505, 14.3505, 14.3505, 14.3505, 14.3505, 14.3505, 14.3505, 14.3505, 14.3505, 14.3505, 14.3505, 14.3505, 14.3505
7.20825, 7.96803, 15.0975, 14.2751, 3.15722, -7.12946, 14.2751, 0, 14.2751, 14.2751, 15.0606, 14.3119, 14.2751, 14.2751, 14.2751, 14.2751, 14.2751, 14.2751, 14.2751, 14.2751, 14.2751, 14.2751, 14.2751, 14.2751, 14.2751, 14.2751, 14.2751
7.21612, 9.03755, 15.3048, 14.2031, 3.32228, -6.26725, 14.2031, 0, 14.2031, 14.2032, 15.2743, 14.2336, 14.2031, 14.2031, 14.2031, 14.2031, 14.2031, 14.2031, 14.2031, 14.2031, 14.2031, 14.2031, 14.2031, 14.2031, 14.2031, 14.2031, 14.2031
7.22398, 23.6137, 15.6105, 14.1339, 5.061, 8.00326, 14.1339, 0, 14.1339, 14.1339, 15.5855, 14.1588, 14.1339, 14.1339, 14.1339, 14.1339, 14.1339, 14.1339, 14.1339, 14.1339, 14.1339, 14.1339, 14.1339, 14.1339, 14.1339, 14.1339, 14.1339
7.23185, 17.2534, 16.0408, 14.0675, 4.38787, 1.21259, 14.0675, 0, 14.0675, 14.0675, 16.0205, 14.0877, 14.0675, 14.0675, 14.0675, 14.0675, 14.0675, 14.0675, 14.0675, 14.0675, 14.0675, 14.0675, 14.0675, 14.0675, 14.0675, 14.0675, 14.0675
7.23971, 15.8878, 16.628, 14.0048, 4.2294, -0.740207, 14.0048, 0, 14.0048, 14.0048, 16.6117, 14.021, 14.0048, 14.0048, 14.0048, 14.0048, 14.0048, 14.0048, 14.0048, 14.0048, 14.0048, 14.0048, 14.0048, 14.0048, 14.0048, 14.0048, 14.0048
7.24758, 12.0445, 17.4097, 13.9462, 3.7476, -5.36522, 13.9462, 0, 13.9462, 13.9462, 17.3968, 13.9591, 13.9462, 13.9462, 13.9462, 13.9462, 13.9462, 13.9462, 13.9462, 13.9462, 13.9462, 13.9462, 13.9462, 13.9462, 13.9462, 13.9462, 13.9462
7.25544, 13.017, 18.4282, 13.8907, 3.87517, -5.41119, 13.8907, 0, 13.8908, 13.8908, 18.4179, 13.9009, 13.8907, 13.8907, 13.8907, 13.8907, 13.8907, 13.8907, 13.8907, 13.8907, 13.8907, 13.8907, 13.8908, 13.8907, 13.8907, 13.8907, 13.8907
7.26331, 23.5136, 19.7314, 13.8372, 5.0511, 3.78223, 13.8372, 0, 13.8372, 13.8373, 19.7234, 13.8452, 13.8372, 13.8372, 13.8372, 13.8372, 13.8372, 13.8372, 13.8372, 13.8372, 13.8372, 13.8372, 13.8372, 13.8372, 13.8372, 13.8372, 13.8372
7.27117, 22.1628, 21.374, 13.7851, 4.91557, 0.788851, 13.7851, 0, 13.7852, 13.7852, 21.3678, 13.7913, 13.7851, 13.7851, 13.7851, 13.7851, 13.7851, 13.7851, 13.7851, 13.7851, 13.7851, 13.7851, 13.7852, 13.7851, 13.7851, 13.7851, 13.7851
7.27904, 23.7454, 23.4164, 13.7349, 5.07399, 0.328974, 13.7349, 0, 13.7349, 13.7349, 23.4117, 13.7396, 13.7349, 13.7349, 13.7349, 13.7349, 13.7349, 13.7349, 13.7349, 13.7349, 13.7349, 13.7349, 13.7349, 13.7349, 13.7349, 13.7349, 13.7349
7.2869, 20.2325, 25.6461, 13.4099, 4.71513, -5.41367, 13.4099, 0, 13.4099, 13.4099, 25.6425, 13.4135, 13.4099, 13.4099, 13.4099, 13.4099, 13.4099, 13.4099, 13.4099, 13.4099, 13.4099, 13.4099, 13.4099, 13.4099, 13.4099, 13.4099, 13.4099
7.29476, 35.6281, 28.3484, 13.0294, 6.13417, 7.27968, 13.0294, 0, 13.0294, 13.0294, 28.3456, 13.0321, 13.0294, 13.0294, 13.0294, 13.0294, 13.0294, 13.0294, 13.0294, 13.0294, 13.0294, 13.0294, 13.0294, 13.0294, 13.0294, 13.0294, 13.0294
7.30263, 37.848, 31.7908, 12.7947, 6.31253, 6.0572, 12.7947, 0, 12.7947, 12.7947, 31.7888, 12.7967, 12.7947, 12.7947, 12.7947, 12.7947, 12.7947, 12.7947, 12.7947, 12.7947, 12.7947, 12.7947, 12.7947, 12.7947, 12.7947, 12.7947, 12.7947
7.31049, 36.2687, 36.1817, 12.8513, 6.18617, 0.0869942, 12.8513, 0, 12.8513, 12.8513, 36.1802, 12.8528, 12.8513, 12.8513, 12.8513, 12.8513, 12.8513, 12.8513, 12.8513, 12.8513, 12.8513, 12.8513, 12.8513, 12.8513, 12.8513, 12.8513, 12.8513
7.31836, 41.5703, 41.2832, 12.9048, 6.60078, 0.287041, 12.9048, 0, 12.9048, 12.9049, 41.2821, 12.9059, 12.9048, 12.9048, 12.9048, 12.9048, 12.9048, 12.9048, 12.9048, 12.9048, 12.9048, 12.9048, 12.9048, 12.9048, 12.9048, 12.9048, 12.9048
7.32622, 52.1849, 47.142, 12.9561, 7.36104, 5.04293, 12.9561, 0, 12.9561, 12.9561, 47.1411, 12.9569, 12.9561, 12.9561, 12.9561, 12.9561, 12.9561, 12.9561, 12.9561, 12.9561, 12.9561, 12.9561, 12.9561, 12.9561, 12.9561, 12.9561, 12.9561
7.33409, 51.7282, 53.7914, 13.0057, 7.32995, -2.06314, 13.0057, 0, 13.0058, 13.0058, 53.7908, 13.0063, 13.0057, 13.0057, 13.0057, 13.0057, 13.0057, 13.0057, 13.0057, 13.0057, 13.0057, 13.0057, 13.0057, 13.0057, 13.0057, 13.0057, 13.0057
7.34195, 63.8448, 61.2417, 13.0526, 8.11448, 2.6031, 13.0526, 0, 13.0526, 13.0526, 61.2412, 13.053, 13.0526, 13.0526, 13.0526, 13.0526, 13.0526, 13.0526, 13.0526, 13.0526, 13.0526, 13.0526, 13.0526, 13.0526, 13.0526, 13.0526, 13.0526
7.34982, 65.5751, 69.4845, 13.0963, 8.22041, -3.90933, 13.0963, 0, 13.0963, 13.0963, 69.4842, 13.0966, 13.0963, 13.0963, 13.0963, 13.0963, 13.0963, 13.0963, 13.0963, 13.0963, 13.0963, 13.0963, 13.0963, 13.0963, 13.0963, 13.0963, 13.0963
7.35768, 88.752, 78.4812, 13.1366, 9.52638, 10.2708, 13.1366, 0, 13.1366, 13.1366, 78.4809, 13.1368, 13.1366, 13.1366, 13.1366, 13.1366, 13.1366, 13.1366, 13.1366, 13.1366, 13.1366, 13.1366, 13.1366, 13.1366, 13.1366, 13.1366, 13.1366
7.36555, 105.986, 88.168, 13.1737, 10.3916, 17.8176, 13.1737, 0, 13.1737, 13.1737, 88.1678, 13.1738, 13.1737, 13.1737, 13.1737, 13.1737, 13.1737, 13.1737, 13.1737, 13.1737, 13.1737, 13.1737, 13.1737, 13.1737, 13.1737, 13.1737, 13.1737
7.37341, 108.826, 98.4484, 13.2085, 10.5274, 10.3774, 13.2085, 0, 13.2085, 13.2086, 98.4483, 13.2086, 13.2085, 13.2085, 13.2085, 13.2085, 13.2085, 13.2085, 13.2085, 13.2085, 13.2085, 13.2085, 13.2085, 13.2085, 13.2085, 13.2085, 13.2085
