   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_395.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
10.6517, 2, 0.938532, 0.932142, 2, 1.06147, 0, 0.93215, 0.932142, 0.932142, 0.932142, 0.932142, 0.932142, 0.932142, 0.932142, 0.932142, 0.932142, 0.932142, 0.932142, 0.932142, 0.932142, 0.932142, 0.932142, 0.932142, 0.938525, 0.932142
10.6596, 1, 0.937153, 0.930501, 1.73205, 0.0628471, 0, 0.930508, 0.930501, 0.930501, 0.930501, 0.930501, 0.930501, 0.930501, 0.930501, 0.930501, 0.930501, 0.930501, 0.930501, 0.930501, 0.930501, 0.930501, 0.930501, 0.930501, 0.937146, 0.930501
10.6675, 0, 0.93542, 0.928258, 1.41421, -0.93542, 0, 0.928265, 0.928258, 0.928258, 0.928258, 0.928258, 0.928258, 0.928258, 0.928258, 0.928258, 0.928258, 0.928258, 0.928258, 0.928258, 0.928258, 0.928258, 0.928258, 0.928258, 0.935412, 0.928258
10.6755, 1, 0.933628, 0.925717, 1.73205, 0.0663721, 0, 0.925725, 0.925717, 0.925717, 0.925717, 0.925717, 0.925717, 0.925717, 0.925717, 0.925717, 0.925717, 0.925717, 0.925717, 0.925717, 0.925717, 0.925717, 0.925717, 0.925717, 0.933621, 0.925717
10.6834, 1, 0.93207, 0.92318, 1.73205, 0.0679299, 0, 0.923188, 0.92318, 0.92318, 0.92318, 0.92318, 0.92318, 0.92318, 0.92318, 0.92318, 0.92318, 0.92318, 0.92318, 0.92318, 0.92318, 0.92318, 0.92318, 0.92318, 0.932063, 0.92318
10.6913, 2, 0.931053, 0.920963, 2, 1.06895, 0, 0.920971, 0.920963, 0.920963, 0.920963, 0.920963, 0.920963, 0.920963, 0.920963, 0.920963, 0.920963, 0.920963, 0.920963, 0.920963, 0.920963, 0.920963, 0.920963, 0.920963, 0.931045, 0.920963
10.6992, 1, 0.930123, 0.918627, 1.73205, 0.0698774, 0, 0.918634, 0.918627, 0.918627, 0.918627, 0.918627, 0.918627, 0.918627, 0.918627, 0.918627, 0.918627, 0.918627, 0.918627, 0.918627, 0.918627, 0.918627, 0.918627, 0.918627, 0.930115, 0.918627
10.7072, 3, 0.929361, 0.916268, 2.23607, 2.07064, 0, 0.916275, 0.916268, 0.916268, 0.916268, 0.916268, 0.916268, 0.916268, 0.916268, 0.916268, 0.916268, 0.916268, 0.916268, 0.916268, 0.916268, 0.916268, 0.916268, 0.916268, 0.929354, 0.916268
10.7151, 3, 0.928668, 0.913806, 2.23607, 2.07133, 0, 0.913814, 0.913806, 0.913806, 0.913806, 0.913806, 0.913806, 0.913806, 0.913806, 0.913806, 0.913806, 0.913806, 0.913806, 0.913806, 0.913806, 0.913806, 0.913806, 0.913806, 0.928661, 0.913806
10.723, 0, 0.927898, 0.911122, 1.41421, -0.927898, 0, 0.911129, 0.911122, 0.911122, 0.911122, 0.911122, 0.911122, 0.911122, 0.911122, 0.911122, 0.911122, 0.911122, 0.911122, 0.911122, 0.911122, 0.911122, 0.911122, 0.911122, 0.927891, 0.911122
10.7309, 6, 0.92705, 0.908241, 2.82843, 5.07295, 0, 0.908248, 0.908241, 0.908241, 0.908241, 0.908241, 0.908241, 0.908241, 0.908241, 0.908241, 0.908241, 0.908241, 0.908241, 0.908241, 0.908241, 0.908241, 0.908241, 0.908241, 0.927042, 0.908241
10.7389, 0, 0.92619, 0.905264, 1.41421, -0.92619, 0, 0.905272, 0.905264, 0.905264, 0.905264, 0.905264, 0.905264, 0.905264, 0.905264, 0.905264, 0.905264, 0.905264, 0.905264, 0.905264, 0.905264, 0.905264, 0.905264, 0.905264, 0.926182, 0.905264
10.7468, 3, 0.925185, 0.902097, 2.23607, 2.07482, 0, 0.902105, 0.902097, 0.902097, 0.902097, 0.902097, 0.902097, 0.902097, 0.902097, 0.902097, 0.902097, 0.902097, 0.902097, 0.902097, 0.902097, 0.902097, 0.902097, 0.902097, 0.925177, 0.902097
10.7547, 0, 0.923985, 0.89873, 1.41421, -0.923985, 0, 0.898738, 0.89873, 0.89873, 0.89873, 0.89873, 0.89873, 0.89873, 0.89873, 0.89873, 0.89873, 0.89873, 0.89873, 0.89873, 0.89873, 0.89873, 0.89873, 0.89873, 0.923977, 0.89873
10.7627, 1, 0.922648, 0.895267, 1.73205, 0.0773518, 0, 0.895275, 0.895267, 0.895267, 0.895267, 0.895267, 0.895267, 0.895267, 0.895267, 0.895267, 0.895267, 0.895267, 0.895267, 0.895267, 0.895267, 0.895267, 0.895267, 0.895267, 0.922641, 0.895267
10.7706, 0, 0.921232, 0.891811, 1.41421, -0.921232, 0, 0.891819, 0.891811, 0.891811, 0.891811, 0.891811, 0.891811, 0.891811, 0.891811, 0.891811, 0.891811, 0.891811, 0.891811, 0.891811, 0.891811, 0.891811, 0.891811, 0.891811, 0.921224, 0.891811
10.7785, 0, 0.919764, 0.888435, 1.41421, -0.919764, 0, 0.888443, 0.888435, 0.888435, 0.888435, 0.888435, 0.888435, 0.888435, 0.888435, 0.888435, 0.888435, 0.888435, 0.888435, 0.888435, 0.888435, 0.888435, 0.888435, 0.888435, 0.919756, 0.888435
10.7864, 2, 0.917944, 0.884886, 2, 1.08206, 0, 0.884894, 0.884886, 0.884886, 0.884886, 0.884886, 0.884886, 0.884886, 0.884886, 0.884886, 0.884886, 0.884886, 0.884886, 0.884886, 0.884886, 0.884886, 0.884886, 0.884886, 0.917936, 0.884886
10.7944, 1, 0.915741, 0.881174, 1.73205, 0.0842589, 0, 0.881182, 0.881174, 0.881174, 0.881174, 0.881174, 0.881174, 0.881174, 0.881174, 0.881174, 0.881174, 0.881174, 0.881174, 0.881174, 0.881174, 0.881174, 0.881174, 0.881174, 0.915733, 0.881174
10.8023, 1, 0.913203, 0.877384, 1.73205, 0.0867967, 0, 0.877392, 0.877384, 0.877384, 0.877384, 0.877384, 0.877384, 0.877384, 0.877384, 0.877384, 0.877384, 0.877384, 0.877384, 0.877384, 0.877384, 0.877384, 0.877384, 0.877384, 0.913195, 0.877384
10.8102, 2, 0.910384, 0.873603, 2, 1.08962, 0, 0.873611, 0.873603, 0.873603, 0.873603, 0.873603, 0.873603, 0.873603, 0.873603, 0.873603, 0.873603, 0.873603, 0.873603, 0.873603, 0.873603, 0.873603, 0.873603, 0.873603, 0.910376, 0.873603
10.8181, 2, 0.907657, 0.870227, 2, 1.09234, 0, 0.870235, 0.870227, 0.870227, 0.870227, 0.870227, 0.870227, 0.870227, 0.870227, 0.870227, 0.870227, 0.870227, 0.870227, 0.870227, 0.870227, 0.870227, 0.870227, 0.870227, 0.907649, 0.870227
10.8261, 0, 0.904453, 0.866703, 1.41421, -0.904453, 0, 0.866711, 0.866703, 0.866703, 0.866703, 0.866703, 0.866703, 0.866703, 0.866703, 0.866703, 0.866703, 0.866703, 0.866703, 0.866703, 0.866703, 0.866703, 0.866703, 0.866703, 0.904445, 0.866703
10.834, 3, 0.900769, 0.863038, 2.23607, 2.09923, 0, 0.863046, 0.863038, 0.863038, 0.863038, 0.863038, 0.863038, 0.863038, 0.863038, 0.863038, 0.863038, 0.863038, 0.863038, 0.863038, 0.863038, 0.863038, 0.863038, 0.863038, 0.900761, 0.863038
10.8419, 2, 0.89664, 0.859261, 2, 1.10336, 0, 0.859269, 0.859261, 0.859261, 0.859261, 0.859261, 0.859261, 0.859261, 0.859261, 0.859261, 0.859261, 0.859261, 0.859261, 0.859261, 0.859261, 0.859261, 0.859261, 0.859261, 0.896631, 0.859261
10.8498, 3, 0.892041, 0.85534, 2.23607, 2.10796, 0, 0.855349, 0.85534, 0.85534, 0.85534, 0.85534, 0.85534, 0.85534, 0.85534, 0.85534, 0.85534, 0.85534, 0.85534, 0.85534, 0.85534, 0.85534, 0.85534, 0.85534, 0.892033, 0.85534
10.8578, 2, 0.887023, 0.851306, 2, 1.11298, 0, 0.851314, 0.851306, 0.851306, 0.851306, 0.851306, 0.851306, 0.851306, 0.851306, 0.851306, 0.851306, 0.851306, 0.851306, 0.851306, 0.851306, 0.851306, 0.851306, 0.851306, 0.887015, 0.851306
10.8657, 3, 0.881629, 0.847174, 2.23607, 2.11837, 0, 0.847182, 0.847174, 0.847174, 0.847174, 0.847174, 0.847174, 0.847174, 0.847174, 0.847174, 0.847174, 0.847174, 0.847174, 0.847174, 0.847174, 0.847174, 0.847174, 0.847174, 0.881621, 0.847174
10.8736, 1, 0.875836, 0.842889, 1.73205, 0.124164, 0, 0.842897, 0.842889, 0.842889, 0.842889, 0.842889, 0.842889, 0.842889, 0.842889, 0.842889, 0.842889, 0.842889, 0.842889, 0.842889, 0.842889, 0.842889, 0.842889, 0.842889, 0.875828, 0.842889
10.8816, 1, 0.869711, 0.83848, 1.73205, 0.130289, 0, 0.838488, 0.83848, 0.83848, 0.83848, 0.83848, 0.83848, 0.83848, 0.83848, 0.83848, 0.83848, 0.83848, 0.83848, 0.83848, 0.83848, 0.83848, 0.83848, 0.83848, 0.869703, 0.83848
10.8895, 0, 0.86329, 0.833941, 1.41421, -0.86329, 0, 0.83395, 0.833941, 0.833941, 0.833941, 0.833941, 0.833941, 0.833941, 0.833941, 0.833941, 0.833941, 0.833941, 0.833941, 0.833941, 0.833941, 0.833941, 0.833941, 0.833941, 0.863282, 0.833941
10.8974, 2, 0.856541, 0.829199, 2, 1.14346, 0, 0.829207, 0.829199, 0.829199, 0.829199, 0.829199, 0.829199, 0.829199, 0.829199, 0.829199, 0.829199, 0.829199, 0.829199, 0.829199, 0.829199, 0.829199, 0.829199, 0.829199, 0.856532, 0.829199
10.9053, 1, 0.849543, 0.82429, 1.73205, 0.150457, 0, 0.824298, 0.82429, 0.82429, 0.82429, 0.82429, 0.82429, 0.82429, 0.82429, 0.82429, 0.82429, 0.82429, 0.82429, 0.82429, 0.82429, 0.82429, 0.82429, 0.82429, 0.849534, 0.82429
10.9133, 1, 0.842277, 0.819153, 1.73205, 0.157723, 0, 0.819161, 0.819153, 0.819153, 0.819153, 0.819153, 0.819153, 0.819153, 0.819153, 0.819153, 0.819153, 0.819153, 0.819153, 0.819153, 0.819153, 0.819153, 0.819153, 0.819153, 0.842268, 0.819153
10.9212, 1, 0.83483, 0.813835, 1.73205, 0.16517, 0, 0.813844, 0.813835, 0.813835, 0.813835, 0.813835, 0.813835, 0.813835, 0.813835, 0.813835, 0.813835, 0.813835, 0.813835, 0.813835, 0.813835, 0.813835, 0.813835, 0.813835, 0.834822, 0.813835
10.9291, 1, 0.827337, 0.808437, 1.73205, 0.172663, 0, 0.808446, 0.808437, 0.808437, 0.808437, 0.808437, 0.808437, 0.808437, 0.808437, 0.808437, 0.808437, 0.808437, 0.808437, 0.808437, 0.808437, 0.808437, 0.808437, 0.808437, 0.827329, 0.808437
10.937, 4, 0.819927, 0.803057, 2.44949, 3.18007, 0, 0.803065, 0.803057, 0.803057, 0.803057, 0.803057, 0.803057, 0.803057, 0.803057, 0.803057, 0.803057, 0.803057, 0.803057, 0.803057, 0.803057, 0.803057, 0.803057, 0.803057, 0.819919, 0.803057
10.945, 1, 0.813227, 0.798294, 1.73205, 0.186773, 0, 0.798303, 0.798294, 0.798294, 0.798294, 0.798294, 0.798294, 0.798294, 0.798294, 0.798294, 0.798294, 0.798294, 0.798294, 0.798294, 0.798294, 0.798294, 0.798294, 0.798294, 0.813218, 0.798294
10.9529, 4, 0.806111, 0.793004, 2.44949, 3.19389, 0, 0.793012, 0.793004, 0.793004, 0.793004, 0.793004, 0.793004, 0.793004, 0.793004, 0.793004, 0.793004, 0.793004, 0.793004, 0.793004, 0.793004, 0.793004, 0.793004, 0.793004, 0.806102, 0.793004
10.9608, 2, 0.798685, 0.787277, 2, 1.20131, 0, 0.787286, 0.787277, 0.787277, 0.787277, 0.787277, 0.787277, 0.787277, 0.787277, 0.787277, 0.787277, 0.787277, 0.787277, 0.787277, 0.787277, 0.787277, 0.787277, 0.787277, 0.798676, 0.787277
10.9687, 0, 0.791192, 0.781344, 1.41421, -0.791192, 0, 0.781353, 0.781344, 0.781344, 0.781344, 0.781344, 0.781344, 0.781344, 0.781344, 0.781344, 0.781344, 0.781344, 0.781344, 0.781344, 0.781344, 0.781344, 0.781344, 0.781344, 0.791183, 0.781344
10.9767, 2, 0.783864, 0.775434, 2, 1.21614, 0, 0.775443, 0.775434, 0.775434, 0.775434, 0.775434, 0.775434, 0.775434, 0.775434, 0.775434, 0.775434, 0.775434, 0.775434, 0.775434, 0.775434, 0.775434, 0.775434, 0.775434, 0.783856, 0.775434
10.9846, 1, 0.778567, 0.771409, 1.73205, 0.221433, 0, 0.771418, 0.771409, 0.771409, 0.771409, 0.771409, 0.771409, 0.771409, 0.771409, 0.771409, 0.771409, 0.771409, 0.771409, 0.771409, 0.771409, 0.771409, 0.771409, 0.771409, 0.778558, 0.771409
10.9925, 0, 0.772467, 0.766439, 1.41421, -0.772467, 0, 0.766448, 0.766439, 0.766439, 0.766439, 0.766439, 0.766439, 0.766439, 0.766439, 0.766439, 0.766439, 0.766439, 0.766439, 0.766439, 0.766439, 0.766439, 0.766439, 0.766439, 0.772458, 0.766439
11.0005, 1, 0.765682, 0.760646, 1.73205, 0.234318, 0, 0.760655, 0.760646, 0.760646, 0.760646, 0.760646, 0.760646, 0.760646, 0.760646, 0.760646, 0.760646, 0.760646, 0.760646, 0.760646, 0.760646, 0.760646, 0.760646, 0.760646, 0.765673, 0.760646
11.0084, 1, 0.758631, 0.754457, 1.73205, 0.241369, 0, 0.754466, 0.754457, 0.754457, 0.754457, 0.754457, 0.754457, 0.754457, 0.754457, 0.754457, 0.754457, 0.754457, 0.754457, 0.754457, 0.754457, 0.754457, 0.754457, 0.754457, 0.758623, 0.754457
11.0163, 3, 0.751727, 0.748294, 2.23607, 2.24827, 0, 0.748303, 0.748294, 0.748294, 0.748294, 0.748294, 0.748294, 0.748294, 0.748294, 0.748294, 0.748294, 0.748294, 0.748294, 0.748294, 0.748294, 0.748294, 0.748294, 0.748294, 0.751719, 0.748294
11.0242, 1, 0.747518, 0.744714, 1.73205, 0.252482, 0, 0.744723, 0.744714, 0.744714, 0.744714, 0.744714, 0.744714, 0.744714, 0.744714, 0.744714, 0.744714, 0.744714, 0.744714, 0.744714, 0.744714, 0.744714, 0.744714, 0.744714, 0.747509, 0.744714
11.0322, 1, 0.742208, 0.739933, 1.73205, 0.257792, 0, 0.739942, 0.739933, 0.739933, 0.739933, 0.739933, 0.739933, 0.739933, 0.739933, 0.739933, 0.739933, 0.739933, 0.739933, 0.739933, 0.739933, 0.739933, 0.739933, 0.739933, 0.742199, 0.739933
11.0401, 3, 0.735917, 0.734081, 2.23607, 2.26408, 0, 0.73409, 0.734081, 0.734081, 0.734081, 0.734081, 0.734081, 0.734081, 0.734081, 0.734081, 0.734081, 0.734081, 0.734081, 0.734081, 0.734081, 0.734081, 0.734081, 0.734081, 0.735908, 0.734081
11.048, 0, 0.729189, 0.727712, 1.41421, -0.729189, 0, 0.727721, 0.727712, 0.727712, 0.727712, 0.727712, 0.727712, 0.727712, 0.727712, 0.727712, 0.727712, 0.727712, 0.727712, 0.727712, 0.727712, 0.727712, 0.727712, 0.727712, 0.72918, 0.727712
11.0559, 0, 0.72256, 0.721371, 1.41421, -0.72256, 0, 0.72138, 0.721371, 0.721371, 0.721371, 0.721371, 0.721371, 0.721371, 0.721371, 0.721371, 0.721371, 0.721371, 0.721371, 0.721371, 0.721371, 0.721371, 0.721371, 0.721371, 0.722551, 0.721371
11.0639, 0, 0.719171, 0.718208, 1.41421, -0.719171, 0, 0.718217, 0.718208, 0.718208, 0.718208, 0.718208, 0.718208, 0.718208, 0.718208, 0.718208, 0.718208, 0.718208, 0.718208, 0.718208, 0.718208, 0.718208, 0.718208, 0.718208, 0.719162, 0.718208
11.0718, 2, 0.714431, 0.713639, 2, 1.28557, 0, 0.713648, 0.713639, 0.713639, 0.713639, 0.713639, 0.713639, 0.713639, 0.713639, 0.713639, 0.713639, 0.713639, 0.713639, 0.713639, 0.713639, 0.713639, 0.713639, 0.713639, 0.714422, 0.713639
11.0797, 1, 0.708475, 0.707805, 1.73205, 0.291525, 0, 0.707814, 0.707805, 0.707805, 0.707805, 0.707805, 0.707805, 0.707805, 0.707805, 0.707805, 0.707805, 0.707805, 0.707805, 0.707805, 0.707805, 0.707805, 0.707805, 0.707805, 0.708466, 0.707805
11.0877, 2, 0.701952, 0.701358, 2, 1.29805, 0, 0.701367, 0.701358, 0.701358, 0.701358, 0.701358, 0.701358, 0.701358, 0.701358, 0.701358, 0.701358, 0.701358, 0.701358, 0.701358, 0.701358, 0.701358, 0.701358, 0.701358, 0.701943, 0.701358
11.0956, 1, 0.695499, 0.694941, 1.73205, 0.304501, 0, 0.69495, 0.694941, 0.694941, 0.694941, 0.694941, 0.694941, 0.694941, 0.694941, 0.694941, 0.694941, 0.694941, 0.694941, 0.694941, 0.694941, 0.694941, 0.694941, 0.694941, 0.69549, 0.694941
11.1035, 2, 0.692605, 0.692041, 2, 1.3074, 0, 0.69205, 0.692041, 0.692041, 0.692041, 0.692041, 0.692041, 0.692041, 0.692041, 0.692041, 0.692041, 0.692041, 0.692041, 0.692041, 0.692041, 0.692041, 0.692041, 0.692041, 0.692595, 0.692041
11.1114, 1, 0.688211, 0.687602, 1.73205, 0.311789, 0, 0.687611, 0.687602, 0.687602, 0.687602, 0.687602, 0.687602, 0.687602, 0.687602, 0.687602, 0.687602, 0.687602, 0.687602, 0.687602, 0.687602, 0.687602, 0.687602, 0.687602, 0.688202, 0.687602
11.1194, 1, 0.682477, 0.68178, 1.73205, 0.317523, 0, 0.68179, 0.68178, 0.68178, 0.68178, 0.68178, 0.68178, 0.68178, 0.68178, 0.68178, 0.68178, 0.68178, 0.68178, 0.68178, 0.68178, 0.68178, 0.68178, 0.68178, 0.682468, 0.68178
11.1273, 1, 0.676117, 0.675289, 1.73205, 0.323883, 0, 0.675299, 0.675289, 0.675289, 0.675289, 0.675289, 0.675289, 0.675289, 0.675289, 0.675289, 0.675289, 0.675289, 0.675289, 0.675289, 0.675289, 0.675289, 0.675289, 0.675289, 0.676108, 0.675289
11.1352, 1, 0.669837, 0.668829, 1.73205, 0.330163, 0, 0.668839, 0.668829, 0.668829, 0.668829, 0.668829, 0.668829, 0.668829, 0.668829, 0.668829, 0.668829, 0.668829, 0.668829, 0.668829, 0.668829, 0.668829, 0.668829, 0.668829, 0.669828, 0.668829
11.1431, 1, 0.667441, 0.666201, 1.73205, 0.332559, 0, 0.66621, 0.666201, 0.666201, 0.666201, 0.666201, 0.666201, 0.666201, 0.666201, 0.666201, 0.666201, 0.666201, 0.666201, 0.666201, 0.666201, 0.666201, 0.666201, 0.666201, 0.667432, 0.666201
11.1511, 1, 0.66345, 0.661918, 1.73205, 0.33655, 0, 0.661928, 0.661918, 0.661918, 0.661918, 0.661918, 0.661918, 0.661918, 0.661918, 0.661918, 0.661918, 0.661918, 0.661918, 0.661918, 0.661918, 0.661918, 0.661918, 0.661918, 0.663441, 0.661918
11.159, 0, 0.658042, 0.656153, 1.41421, -0.658042, 0, 0.656163, 0.656153, 0.656153, 0.656153, 0.656153, 0.656153, 0.656153, 0.656153, 0.656153, 0.656153, 0.656153, 0.656153, 0.656153, 0.656153, 0.656153, 0.656153, 0.656153, 0.658033, 0.656153
11.1669, 0, 0.651987, 0.649669, 1.41421, -0.651987, 0, 0.649679, 0.649669, 0.649669, 0.649669, 0.649669, 0.649669, 0.649669, 0.649669, 0.649669, 0.649669, 0.649669, 0.649669, 0.649669, 0.649669, 0.649669, 0.649669, 0.649669, 0.651977, 0.649669
11.1748, 1, 0.646042, 0.643217, 1.73205, 0.353958, 0, 0.643227, 0.643217, 0.643217, 0.643217, 0.643217, 0.643217, 0.643217, 0.643217, 0.643217, 0.643217, 0.643217, 0.643217, 0.643217, 0.643217, 0.643217, 0.643217, 0.643217, 0.646033, 0.643217
11.1828, 1, 0.644239, 0.640823, 1.73205, 0.355761, 0, 0.640832, 0.640823, 0.640823, 0.640823, 0.640823, 0.640823, 0.640823, 0.640823, 0.640823, 0.640823, 0.640823, 0.640823, 0.640823, 0.640823, 0.640823, 0.640823, 0.640823, 0.64423, 0.640823
11.1907, 0, 0.64077, 0.636672, 1.41421, -0.64077, 0, 0.636682, 0.636672, 0.636672, 0.636672, 0.636672, 0.636672, 0.636672, 0.636672, 0.636672, 0.636672, 0.636672, 0.636672, 0.636672, 0.636672, 0.636672, 0.636672, 0.636672, 0.640761, 0.636672
11.1986, 2, 0.635826, 0.630952, 2, 1.36417, 0, 0.630961, 0.630952, 0.630952, 0.630952, 0.630952, 0.630952, 0.630952, 0.630952, 0.630952, 0.630952, 0.630952, 0.630952, 0.630952, 0.630952, 0.630952, 0.630952, 0.630952, 0.635816, 0.630952
11.2066, 2, 0.630217, 0.62447, 2, 1.36978, 0, 0.62448, 0.62447, 0.62447, 0.62447, 0.62447, 0.62447, 0.62447, 0.62447, 0.62447, 0.62447, 0.62447, 0.62447, 0.62447, 0.62447, 0.62447, 0.62447, 0.62447, 0.630207, 0.62447
11.2145, 4, 0.624737, 0.618022, 2.44949, 3.37526, 0, 0.618031, 0.618022, 0.618022, 0.618022, 0.618022, 0.618022, 0.618022, 0.618022, 0.618022, 0.618022, 0.618022, 0.618022, 0.618022, 0.618022, 0.618022, 0.618022, 0.618022, 0.624727, 0.618022
11.2224, 0, 0.62365, 0.615872, 1.41421, -0.62365, 0, 0.615881, 0.615872, 0.615872, 0.615872, 0.615872, 0.615872, 0.615872, 0.615872, 0.615872, 0.615872, 0.615872, 0.615872, 0.615872, 0.615872, 0.615872, 0.615872, 0.615872, 0.62364, 0.615872
11.2303, 3, 0.620798, 0.611869, 2.23607, 2.3792, 0, 0.611878, 0.611869, 0.611869, 0.611869, 0.611869, 0.611869, 0.611869, 0.611869, 0.611869, 0.611869, 0.611869, 0.611869, 0.611869, 0.611869, 0.611869, 0.611869, 0.611869, 0.620788, 0.611869
11.2383, 1, 0.616374, 0.606212, 1.73205, 0.383626, 0, 0.606222, 0.606212, 0.606212, 0.606212, 0.606212, 0.606212, 0.606212, 0.606212, 0.606212, 0.606212, 0.606212, 0.606212, 0.606212, 0.606212, 0.606212, 0.606212, 0.606212, 0.616364, 0.606212
11.2462, 0, 0.611215, 0.599753, 1.41421, -0.611215, 0, 0.599763, 0.599753, 0.599753, 0.599753, 0.599753, 0.599753, 0.599753, 0.599753, 0.599753, 0.599753, 0.599753, 0.599753, 0.599753, 0.599753, 0.599753, 0.599753, 0.599753, 0.611205, 0.599753
11.2541, 0, 0.606145, 0.593329, 1.41421, -0.606145, 0, 0.593339, 0.593329, 0.593329, 0.593329, 0.593329, 0.593329, 0.593329, 0.593329, 0.593329, 0.593329, 0.593329, 0.593329, 0.593329, 0.593329, 0.593329, 0.593329, 0.593329, 0.606135, 0.593329
11.262, 0, 0.605681, 0.591476, 1.41421, -0.605681, 0, 0.591486, 0.591476, 0.591476, 0.591476, 0.591476, 0.591476, 0.591476, 0.591476, 0.591476, 0.591476, 0.591476, 0.591476, 0.591476, 0.591476, 0.591476, 0.591476, 0.591476, 0.605671, 0.591476
11.27, 2, 0.603251, 0.587642, 2, 1.39675, 0, 0.587652, 0.587642, 0.587642, 0.587642, 0.587642, 0.587642, 0.587642, 0.587642, 0.587642, 0.587642, 0.587642, 0.587642, 0.587642, 0.587642, 0.587642, 0.587642, 0.587642, 0.603241, 0.587642
11.2779, 3, 0.599042, 0.582036, 2.23607, 2.40096, 0, 0.582046, 0.582036, 0.582036, 0.582036, 0.582036, 0.582036, 0.582036, 0.582036, 0.582036, 0.582036, 0.582036, 0.582036, 0.582036, 0.582036, 0.582036, 0.582036, 0.582036, 0.599032, 0.582036
11.2858, 1, 0.593942, 0.57557, 1.73205, 0.406058, 0, 0.575581, 0.57557, 0.57557, 0.57557, 0.57557, 0.57557, 0.57557, 0.57557, 0.57557, 0.57557, 0.57557, 0.57557, 0.57557, 0.57557, 0.57557, 0.57557, 0.57557, 0.593931, 0.57557
11.2937, 0, 0.588821, 0.56914, 1.41421, -0.588821, 0, 0.569151, 0.56914, 0.56914, 0.56914, 0.56914, 0.56914, 0.56914, 0.56914, 0.56914, 0.56914, 0.56914, 0.56914, 0.56914, 0.56914, 0.56914, 0.56914, 0.56914, 0.58881, 0.56914
11.3017, 1, 0.588812, 0.567904, 1.73205, 0.411188, 0, 0.567914, 0.567904, 0.567904, 0.567904, 0.567904, 0.567904, 0.567904, 0.567904, 0.567904, 0.567904, 0.567904, 0.567904, 0.567904, 0.567904, 0.567904, 0.567904, 0.567904, 0.588802, 0.567904
11.3096, 1, 0.586376, 0.564344, 1.73205, 0.413624, 0, 0.564355, 0.564344, 0.564344, 0.564344, 0.564344, 0.564344, 0.564344, 0.564344, 0.564344, 0.564344, 0.564344, 0.564344, 0.564344, 0.564344, 0.564344, 0.564344, 0.564344, 0.586365, 0.564344
11.3175, 0, 0.581736, 0.558707, 1.41421, -0.581736, 0, 0.558718, 0.558707, 0.558707, 0.558707, 0.558707, 0.558707, 0.558707, 0.558707, 0.558707, 0.558707, 0.558707, 0.558707, 0.558707, 0.558707, 0.558707, 0.558707, 0.558707, 0.581725, 0.558707
11.3255, 1, 0.575942, 0.552061, 1.73205, 0.424058, 0, 0.552072, 0.552061, 0.552061, 0.552061, 0.552061, 0.552061, 0.552061, 0.552061, 0.552061, 0.552061, 0.552061, 0.552061, 0.552061, 0.552061, 0.552061, 0.552061, 0.552061, 0.57593, 0.552061
11.3334, 1, 0.570026, 0.545455, 1.73205, 0.429974, 0, 0.545466, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.570014, 0.545455
11.3413, 0, 0.572288, 0.547199, 1.41421, -0.572288, 0, 0.547211, 0.547199, 0.547199, 0.547199, 0.547199, 0.547199, 0.547199, 0.547199, 0.547199, 0.547199, 0.547199, 0.547199, 0.547199, 0.547199, 0.547199, 0.547199, 0.547199, 0.572275, 0.547199
11.3492, 0, 0.57199, 0.546564, 1.41421, -0.57199, 0, 0.546576, 0.546564, 0.546564, 0.546564, 0.546564, 0.546564, 0.546564, 0.546564, 0.546564, 0.546564, 0.546564, 0.546564, 0.546564, 0.546564, 0.546564, 0.546564, 0.546564, 0.571977, 0.546564
11.3572, 2, 0.569337, 0.543757, 2, 1.43066, 0, 0.54377, 0.543757, 0.543757, 0.543757, 0.543757, 0.543757, 0.543757, 0.543757, 0.543757, 0.543757, 0.543757, 0.543757, 0.543757, 0.543757, 0.543757, 0.543757, 0.543757, 0.569324, 0.543757
11.3651, 0, 0.565428, 0.539877, 1.41421, -0.565428, 0, 0.53989, 0.539877, 0.539877, 0.539877, 0.539877, 0.539877, 0.539877, 0.539877, 0.539877, 0.539877, 0.539877, 0.539877, 0.539877, 0.539877, 0.539877, 0.539877, 0.539877, 0.565414, 0.539877
11.373, 0, 0.561357, 0.53601, 1.41421, -0.561357, 0, 0.536024, 0.53601, 0.53601, 0.53601, 0.53601, 0.53601, 0.53601, 0.53601, 0.53601, 0.53601, 0.53601, 0.53601, 0.53601, 0.53601, 0.53601, 0.53601, 0.53601, 0.561342, 0.53601
11.3809, 1, 0.561898, 0.536923, 1.73205, 0.438102, 0, 0.536938, 0.536923, 0.536923, 0.536923, 0.536923, 0.536923, 0.536923, 0.536923, 0.536923, 0.536923, 0.536923, 0.536923, 0.536923, 0.536923, 0.536923, 0.536923, 0.536923, 0.561883, 0.536923
