   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_139.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
6.50473, 17.9834, 16.4095, 16.2948, 4.47028, 1.57399, 16.2948, 0, 16.2949, 16.2949, 16.3222, 16.3821, 16.2948, 16.2948, 16.2948, 16.2948, 16.2948, 16.2948, 16.2948, 16.2948, 16.2948, 16.2948, 16.2948, 16.2948, 16.2948, 16.2948, 16.2948, 16.2948
6.51259, 21.6034, 16.408, 16.3064, 4.85833, 5.19535, 16.3064, 0, 16.3064, 16.3064, 16.3342, 16.3801, 16.3064, 16.3064, 16.3064, 16.3064, 16.3064, 16.3064, 16.3064, 16.3064, 16.3064, 16.3064, 16.3064, 16.3064, 16.3064, 16.3064, 16.3064, 16.3064
6.52044, 16.7372, 16.4074, 16.3177, 4.32865, 0.3298, 16.3177, 0, 16.3177, 16.3177, 16.3458, 16.3793, 16.3177, 16.3177, 16.3177, 16.3177, 16.3177, 16.3177, 16.3177, 16.3177, 16.3177, 16.3177, 16.3177, 16.3177, 16.3177, 16.3177, 16.3177, 16.3177
6.5283, 14.6083, 16.4076, 16.3286, 4.07533, -1.79927, 16.3286, 0, 16.3286, 16.3287, 16.3567, 16.3795, 16.3286, 16.3286, 16.3286, 16.3286, 16.3286, 16.3286, 16.3286, 16.3286, 16.3286, 16.3286, 16.3286, 16.3286, 16.3286, 16.3286, 16.3286, 16.3286
6.53616, 8.34882, 16.4087, 16.3393, 3.21696, -8.05986, 16.3393, 0, 16.3393, 16.3394, 16.3672, 16.3808, 16.3393, 16.3393, 16.3393, 16.3393, 16.3393, 16.3393, 16.3393, 16.3393, 16.3393, 16.3393, 16.3393, 16.3393, 16.3393, 16.3393, 16.3393, 16.3393
6.54402, 18.2573, 16.4106, 16.3498, 4.50081, 1.84676, 16.3498, 0, 16.3498, 16.3498, 16.3771, 16.3831, 16.3498, 16.3498, 16.3498, 16.3498, 16.3498, 16.3498, 16.3498, 16.3498, 16.3498, 16.3498, 16.3498, 16.3498, 16.3498, 16.3498, 16.3498, 16.3498
6.55188, 11.6992, 16.4132, 16.3599, 3.70124, -4.71397, 16.3599, 0, 16.3599, 16.3599, 16.3865, 16.3865, 16.3599, 16.3599, 16.3599, 16.3599, 16.3599, 16.3599, 16.3599, 16.3599, 16.3599, 16.3599, 16.3599, 16.3599, 16.3599, 16.3599, 16.3599, 16.3599
6.55974, 18.1542, 16.4164, 16.3697, 4.48934, 1.73774, 16.3697, 0, 16.3698, 16.3698, 16.3955, 16.3906, 16.3697, 16.3697, 16.3697, 16.3697, 16.3697, 16.3697, 16.3697, 16.3697, 16.3697, 16.3697, 16.3697, 16.3697, 16.3697, 16.3697, 16.3697, 16.3697
6.5676, 13.9753, 16.4203, 16.3793, 3.99691, -2.44493, 16.3793, 0, 16.3793, 16.3794, 16.404, 16.3956, 16.3793, 16.3793, 16.3793, 16.3793, 16.3793, 16.3793, 16.3793, 16.3793, 16.3793, 16.3793, 16.3793, 16.3793, 16.3793, 16.3793, 16.3793, 16.3793
6.57545, 11.7818, 16.4246, 16.3886, 3.71239, -4.64275, 16.3886, 0, 16.3886, 16.3886, 16.4121, 16.4011, 16.3886, 16.3886, 16.3886, 16.3886, 16.3886, 16.3886, 16.3886, 16.3886, 16.3886, 16.3886, 16.3886, 16.3886, 16.3886, 16.3886, 16.3886, 16.3886
6.58331, 7.16094, 16.4293, 16.3976, 3.0267, -9.26832, 16.3976, 0, 16.3976, 16.3977, 16.4198, 16.4071, 16.3976, 16.3976, 16.3976, 16.3976, 16.3976, 16.3976, 16.3976, 16.3976, 16.3976, 16.3976, 16.3976, 16.3976, 16.3976, 16.3976, 16.3976, 16.3976
6.59117, 11.1561, 16.4342, 16.4064, 3.62713, -5.27817, 16.4064, 0, 16.4064, 16.4064, 16.4271, 16.4135, 16.4064, 16.4064, 16.4064, 16.4064, 16.4064, 16.4064, 16.4064, 16.4064, 16.4064, 16.4064, 16.4064, 16.4064, 16.4064, 16.4064, 16.4064, 16.4064
6.59903, 13.3146, 16.4395, 16.4148, 3.91338, -3.12491, 16.4148, 0, 16.4149, 16.4149, 16.4342, 16.4201, 16.4148, 16.4148, 16.4148, 16.4148, 16.4148, 16.4148, 16.4148, 16.4148, 16.4148, 16.4148, 16.4148, 16.4148, 16.4148, 16.4148, 16.4148, 16.4148
6.60689, 17.1445, 16.4449, 16.423, 4.37544, 0.699629, 16.423, 0, 16.423, 16.4231, 16.441, 16.4269, 16.423, 16.423, 16.423, 16.423, 16.423, 16.423, 16.423, 16.423, 16.423, 16.423, 16.423, 16.423, 16.423, 16.423, 16.423, 16.423
6.61475, 10.0295, 16.4503, 16.4309, 3.46835, -6.42087, 16.4309, 0, 16.431, 16.431, 16.4475, 16.4337, 16.4309, 16.4309, 16.4309, 16.4309, 16.4309, 16.4309, 16.4309, 16.4309, 16.4309, 16.4309, 16.4309, 16.4309, 16.4309, 16.4309, 16.4309, 16.4309
6.6226, 7.61923, 16.4559, 16.4386, 3.10149, -8.83667, 16.4386, 0, 16.4386, 16.4386, 16.4538, 16.4406, 16.4386, 16.4386, 16.4386, 16.4386, 16.4386, 16.4386, 16.4386, 16.4386, 16.4386, 16.4386, 16.4386, 16.4386, 16.4386, 16.4386, 16.4386, 16.4386
6.63046, 13.9858, 16.4615, 16.4459, 3.99823, -2.47565, 16.4459, 0, 16.4459, 16.446, 16.46, 16.4473, 16.4459, 16.4459, 16.4459, 16.4459, 16.4459, 16.4459, 16.4459, 16.4459, 16.4459, 16.4459, 16.4459, 16.4459, 16.4459, 16.4459, 16.4459, 16.4459
6.63832, 11.8343, 16.467, 16.453, 3.71944, -4.63277, 16.453, 0, 16.453, 16.4531, 16.466, 16.454, 16.453, 16.453, 16.453, 16.453, 16.453, 16.453, 16.453, 16.453, 16.453, 16.453, 16.453, 16.453, 16.453, 16.453, 16.453, 16.453
6.64618, 8.83879, 16.4726, 16.4598, 3.29223, -7.63377, 16.4598, 0, 16.4599, 16.4599, 16.4718, 16.4605, 16.4598, 16.4598, 16.4598, 16.4598, 16.4598, 16.4598, 16.4598, 16.4598, 16.4598, 16.4598, 16.4598, 16.4598, 16.4598, 16.4598, 16.4598, 16.4598
6.65404, 10.2835, 16.478, 16.4664, 3.50479, -6.19449, 16.4664, 0, 16.4664, 16.4665, 16.4775, 16.4669, 16.4664, 16.4664, 16.4664, 16.4664, 16.4664, 16.4664, 16.4664, 16.4664, 16.4664, 16.4664, 16.4664, 16.4664, 16.4664, 16.4664, 16.4664, 16.4664
6.6619, 11.4182, 16.4834, 16.4727, 3.66309, -5.06516, 16.4727, 0, 16.4727, 16.4728, 16.483, 16.473, 16.4727, 16.4727, 16.4727, 16.4727, 16.4727, 16.4727, 16.4727, 16.4727, 16.4727, 16.4727, 16.4727, 16.4727, 16.4727, 16.4727, 16.4727, 16.4727
6.66976, 12.5531, 16.4886, 16.4787, 3.81485, -3.93552, 16.4787, 0, 16.4787, 16.4788, 16.4883, 16.4789, 16.4787, 16.4787, 16.4787, 16.4787, 16.4787, 16.4787, 16.4787, 16.4787, 16.4787, 16.4787, 16.4787, 16.4787, 16.4787, 16.4787, 16.4787, 16.4787
6.67761, 14.5421, 16.4938, 16.4844, 4.06719, -1.95171, 16.4844, 0, 16.4844, 16.4845, 16.4935, 16.4846, 16.4844, 16.4844, 16.4844, 16.4844, 16.4844, 16.4844, 16.4844, 16.4844, 16.4844, 16.4844, 16.4844, 16.4844, 16.4844, 16.4844, 16.4844, 16.4844
6.68547, 14.8815, 16.4988, 16.4899, 4.10871, -1.61725, 16.4899, 0, 16.4899, 16.49, 16.4985, 16.49, 16.4899, 16.4899, 16.4899, 16.4899, 16.4899, 16.4899, 16.4899, 16.4899, 16.4899, 16.4899, 16.4899, 16.4899, 16.4899, 16.4899, 16.4899, 16.4899
6.69333, 7.66699, 16.5036, 16.4951, 3.10918, -8.83663, 16.4951, 0, 16.4952, 16.4953, 16.5034, 16.4952, 16.4951, 16.4951, 16.4951, 16.4951, 16.4951, 16.4951, 16.4951, 16.4951, 16.4951, 16.4951, 16.4951, 16.4951, 16.4951, 16.4951, 16.4951, 16.4951
6.70119, 15.5872, 16.5083, 16.5001, 4.19371, -0.921118, 16.5001, 0, 16.5001, 16.5003, 16.508, 16.5001, 16.5001, 16.5001, 16.5001, 16.5001, 16.5001, 16.5001, 16.5001, 16.5001, 16.5001, 16.5001, 16.5001, 16.5001, 16.5001, 16.5001, 16.5001, 16.5001
6.70905, 6.37943, 16.5128, 16.5048, 2.89472, -10.1334, 16.5048, 0, 16.5048, 16.505, 16.5125, 16.5048, 16.5048, 16.5048, 16.5048, 16.5048, 16.5048, 16.5048, 16.5048, 16.5048, 16.5048, 16.5048, 16.5048, 16.5048, 16.5048, 16.5048, 16.5048, 16.5048
6.71691, 14.1103, 16.5171, 16.5092, 4.01376, -2.40682, 16.5092, 0, 16.5093, 16.5095, 16.5168, 16.5093, 16.5092, 16.5092, 16.5092, 16.5092, 16.5092, 16.5092, 16.5092, 16.5092, 16.5092, 16.5092, 16.5092, 16.5092, 16.5092, 16.5092, 16.5092, 16.5092
6.72476, 11.9806, 16.5212, 16.5134, 3.73906, -4.54062, 16.5134, 0, 16.5134, 16.5138, 16.5208, 16.5134, 16.5134, 16.5134, 16.5134, 16.5134, 16.5134, 16.5134, 16.5134, 16.5134, 16.5134, 16.5134, 16.5134, 16.5134, 16.5134, 16.5134, 16.5134, 16.5134
6.73262, 11.3689, 16.5251, 16.5174, 3.65635, -5.15625, 16.5174, 0, 16.5174, 16.5178, 16.5247, 16.5174, 16.5174, 16.5174, 16.5174, 16.5174, 16.5174, 16.5174, 16.5174, 16.5174, 16.5174, 16.5174, 16.5174, 16.5174, 16.5174, 16.5174, 16.5174, 16.5174
6.74048, 7.23292, 16.5289, 16.521, 3.03857, -9.29594, 16.521, 0, 16.521, 16.5215, 16.5283, 16.521, 16.521, 16.521, 16.521, 16.521, 16.521, 16.521, 16.521, 16.521, 16.521, 16.521, 16.521, 16.521, 16.521, 16.521, 16.521, 16.521
6.74834, 16.1048, 16.5324, 16.5245, 4.25497, -0.427559, 16.5245, 0, 16.5245, 16.5251, 16.5317, 16.5245, 16.5245, 16.5245, 16.5245, 16.5245, 16.5245, 16.5245, 16.5245, 16.5245, 16.5245, 16.5245, 16.5245, 16.5245, 16.5245, 16.5245, 16.5245, 16.5245
6.7562, 10.5254, 16.5357, 16.5276, 3.53912, -6.01025, 16.5276, 0, 16.5277, 16.5284, 16.5349, 16.5277, 16.5276, 16.5276, 16.5276, 16.5276, 16.5276, 16.5276, 16.5276, 16.5276, 16.5276, 16.5276, 16.5276, 16.5276, 16.5276, 16.5276, 16.5276, 16.5276
6.76406, 14.3336, 16.5387, 16.5306, 4.04148, -2.20515, 16.5306, 0, 16.5306, 16.5314, 16.5379, 16.5306, 16.5306, 16.5306, 16.5306, 16.5306, 16.5306, 16.5306, 16.5306, 16.5306, 16.5306, 16.5306, 16.5306, 16.5306, 16.5306, 16.5306, 16.5306, 16.5306
6.77192, 8.98761, 16.5416, 16.5333, 3.31476, -7.55398, 16.5333, 0, 16.5333, 16.5343, 16.5406, 16.5333, 16.5333, 16.5333, 16.5333, 16.5333, 16.5333, 16.5333, 16.5333, 16.5333, 16.5333, 16.5333, 16.5333, 16.5333, 16.5333, 16.5333, 16.5333, 16.5333
6.77977, 12.204, 16.5442, 16.5357, 3.76883, -4.34019, 16.5357, 0, 16.5357, 16.5369, 16.543, 16.5357, 16.5357, 16.5357, 16.5357, 16.5357, 16.5357, 16.5357, 16.5357, 16.5357, 16.5357, 16.5357, 16.5357, 16.5357, 16.5357, 16.5357, 16.5357, 16.5357
6.78763, 13.8776, 16.5467, 16.5379, 3.98467, -2.66904, 16.5379, 0, 16.5379, 16.5392, 16.5453, 16.5379, 16.5379, 16.5379, 16.5379, 16.5379, 16.5379, 16.5379, 16.5379, 16.5379, 16.5379, 16.5379, 16.5379, 16.5379, 16.5379, 16.5379, 16.5379, 16.5379
6.79549, 11.9855, 16.5489, 16.5399, 3.73971, -4.56339, 16.5399, 0, 16.5399, 16.5414, 16.5473, 16.5399, 16.5399, 16.5399, 16.5399, 16.5399, 16.5399, 16.5399, 16.5399, 16.5399, 16.5399, 16.5399, 16.5399, 16.5399, 16.5399, 16.5399, 16.5399, 16.5399
6.80335, 9.18641, 16.5508, 16.5416, 3.34461, -7.36444, 16.5416, 0, 16.5416, 16.5433, 16.5491, 16.5416, 16.5416, 16.5416, 16.5416, 16.5416, 16.5416, 16.5416, 16.5416, 16.5416, 16.5416, 16.5416, 16.5416, 16.5416, 16.5416, 16.5416, 16.5416, 16.5416
6.81121, 12.9812, 16.5526, 16.5431, 3.87055, -3.57144, 16.5431, 0, 16.5431, 16.5449, 16.5506, 16.5432, 16.5431, 16.5431, 16.5431, 16.5431, 16.5431, 16.5431, 16.5431, 16.5431, 16.5431, 16.5431, 16.5431, 16.5431, 16.5431, 16.5431, 16.5431, 16.5431
6.81907, 15.789, 16.5542, 16.5443, 4.2177, -0.765188, 16.5443, 0, 16.5443, 16.5464, 16.5519, 16.5445, 16.5443, 16.5443, 16.5443, 16.5443, 16.5443, 16.5443, 16.5443, 16.5443, 16.5443, 16.5443, 16.5443, 16.5443, 16.5443, 16.5443, 16.5443, 16.5443
6.82692, 10.7986, 16.5555, 16.5453, 3.57752, -5.75685, 16.5453, 0, 16.5453, 16.5476, 16.553, 16.5455, 16.5453, 16.5453, 16.5453, 16.5453, 16.5453, 16.5453, 16.5453, 16.5453, 16.5453, 16.5453, 16.5453, 16.5453, 16.5453, 16.5453, 16.5453, 16.5453
6.83478, 9.26378, 16.5566, 16.5461, 3.35616, -7.29283, 16.5461, 0, 16.5461, 16.5486, 16.5538, 16.5464, 16.5461, 16.5461, 16.5461, 16.5461, 16.5461, 16.5461, 16.5461, 16.5461, 16.5461, 16.5461, 16.5461, 16.5461, 16.5461, 16.5461, 16.5461, 16.5461
6.84264, 10.7169, 16.5575, 16.5466, 3.56608, -5.84062, 16.5466, 0, 16.5467, 16.5493, 16.5544, 16.5471, 16.5466, 16.5466, 16.5466, 16.5466, 16.5466, 16.5466, 16.5466, 16.5466, 16.5466, 16.5466, 16.5466, 16.5466, 16.5466, 16.5466, 16.5466, 16.5466
6.8505, 14.1627, 16.5582, 16.547, 4.02028, -2.39555, 16.547, 0, 16.547, 16.5498, 16.5548, 16.5476, 16.547, 16.547, 16.547, 16.547, 16.547, 16.547, 16.547, 16.547, 16.547, 16.547, 16.547, 16.547, 16.547, 16.547, 16.547, 16.547
6.85836, 10.7342, 16.5587, 16.5471, 3.56851, -5.8245, 16.5471, 0, 16.5471, 16.55, 16.5549, 16.5479, 16.5471, 16.5471, 16.5471, 16.5471, 16.5471, 16.5471, 16.5471, 16.5471, 16.5471, 16.5471, 16.5471, 16.5471, 16.5471, 16.5471, 16.5471, 16.5471
6.86622, 8.31859, 16.5591, 16.5469, 3.21226, -8.24048, 16.5469, 0, 16.5469, 16.55, 16.5549, 16.548, 16.5469, 16.5469, 16.5469, 16.5469, 16.5469, 16.5469, 16.5469, 16.5469, 16.5469, 16.5469, 16.5469, 16.5469, 16.5469, 16.5469, 16.5469, 16.5469
6.87408, 13.9037, 16.5592, 16.5466, 3.98795, -2.65552, 16.5466, 0, 16.5466, 16.5497, 16.5546, 16.5481, 16.5466, 16.5466, 16.5466, 16.5466, 16.5466, 16.5466, 16.5466, 16.5466, 16.5466, 16.5466, 16.5466, 16.5466, 16.5466, 16.5466, 16.5466, 16.5466
6.88193, 16.9858, 16.5592, 16.546, 4.35728, 0.426605, 16.546, 0, 16.546, 16.5492, 16.5541, 16.548, 16.546, 16.546, 16.546, 16.546, 16.546, 16.546, 16.546, 16.546, 16.546, 16.546, 16.546, 16.546, 16.546, 16.546, 16.546, 16.546
6.88979, 13.3563, 16.5591, 16.5452, 3.91872, -3.20277, 16.5452, 0, 16.5452, 16.5484, 16.5533, 16.5478, 16.5452, 16.5452, 16.5452, 16.5452, 16.5452, 16.5452, 16.5452, 16.5452, 16.5452, 16.5452, 16.5452, 16.5452, 16.5452, 16.5452, 16.5452, 16.5452
6.89765, 12.9011, 16.5589, 16.5442, 3.86019, -3.65783, 16.5442, 0, 16.5442, 16.5474, 16.5524, 16.5475, 16.5442, 16.5442, 16.5442, 16.5442, 16.5442, 16.5442, 16.5442, 16.5442, 16.5442, 16.5442, 16.5442, 16.5442, 16.5442, 16.5442, 16.5442, 16.5442
6.90551, 13.9071, 16.5586, 16.543, 3.98837, -2.65148, 16.543, 0, 16.543, 16.5461, 16.5512, 16.5472, 16.543, 16.543, 16.543, 16.543, 16.543, 16.543, 16.543, 16.543, 16.543, 16.543, 16.543, 16.543, 16.543, 16.543, 16.543, 16.543
6.91337, 15.7775, 16.5582, 16.5415, 4.21634, -0.780643, 16.5415, 0, 16.5415, 16.5446, 16.5498, 16.5468, 16.5415, 16.5415, 16.5415, 16.5415, 16.5415, 16.5415, 16.5415, 16.5415, 16.5415, 16.5415, 16.5415, 16.5415, 16.5415, 16.5415, 16.5415, 16.5415
6.92123, 11.1145, 16.5578, 16.5399, 3.62139, -5.44327, 16.5399, 0, 16.5399, 16.5428, 16.5482, 16.5464, 16.5399, 16.5399, 16.5399, 16.5399, 16.5399, 16.5399, 16.5399, 16.5399, 16.5399, 16.5399, 16.5399, 16.5399, 16.5399, 16.5399, 16.5399, 16.5399
6.92908, 12.8565, 16.5573, 16.538, 3.85441, -3.70081, 16.538, 0, 16.538, 16.5408, 16.5464, 16.5461, 16.538, 16.538, 16.538, 16.538, 16.538, 16.538, 16.538, 16.538, 16.538, 16.538, 16.538, 16.538, 16.538, 16.538, 16.538, 16.538
6.93694, 9.98585, 16.5569, 16.5359, 3.46206, -6.571, 16.5359, 0, 16.5359, 16.5385, 16.5444, 16.5457, 16.5359, 16.5359, 16.5359, 16.5359, 16.5359, 16.5359, 16.5359, 16.5359, 16.5359, 16.5359, 16.5359, 16.5359, 16.5359, 16.5359, 16.5359, 16.5359
6.9448, 13.7562, 16.5564, 16.5336, 3.9694, -2.80025, 16.5336, 0, 16.5336, 16.5361, 16.5422, 16.5454, 16.5336, 16.5336, 16.5336, 16.5336, 16.5336, 16.5336, 16.5336, 16.5336, 16.5336, 16.5336, 16.5336, 16.5336, 16.5336, 16.5336, 16.5336, 16.5336
6.95266, 12.1048, 16.556, 16.5311, 3.75564, -4.45112, 16.5311, 0, 16.5311, 16.5334, 16.5397, 16.5451, 16.5311, 16.5311, 16.5311, 16.5311, 16.5311, 16.5311, 16.5311, 16.5311, 16.5311, 16.5311, 16.5311, 16.5311, 16.5311, 16.5311, 16.5311, 16.5311
6.96052, 11.8856, 16.5555, 16.5284, 3.72634, -4.66987, 16.5284, 0, 16.5284, 16.5304, 16.5371, 16.5447, 16.5284, 16.5284, 16.5284, 16.5284, 16.5284, 16.5284, 16.5284, 16.5284, 16.5284, 16.5284, 16.5284, 16.5284, 16.5284, 16.5284, 16.5284, 16.5284
6.96838, 8.34505, 16.555, 16.5255, 3.21637, -8.20995, 16.5255, 0, 16.5255, 16.5273, 16.5342, 16.5444, 16.5255, 16.5255, 16.5255, 16.5255, 16.5255, 16.5255, 16.5255, 16.5255, 16.5255, 16.5255, 16.5255, 16.5255, 16.5255, 16.5255, 16.5255, 16.5255
6.97624, 19.9783, 16.5544, 16.5224, 4.6881, 3.42381, 16.5224, 0, 16.5224, 16.524, 16.5312, 16.544, 16.5224, 16.5224, 16.5224, 16.5224, 16.5224, 16.5224, 16.5224, 16.5224, 16.5224, 16.5224, 16.5224, 16.5224, 16.5224, 16.5224, 16.5224, 16.5224
6.98409, 13.8884, 16.8471, 16.8124, 3.98602, -2.95876, 16.8124, 0, 16.8124, 16.8138, 16.8212, 16.8368, 16.8124, 16.8124, 16.8124, 16.8124, 16.8124, 16.8124, 16.8124, 16.8124, 16.8124, 16.8124, 16.8124, 16.8124, 16.8124, 16.8124, 16.8124, 16.8124
6.99195, 14.9406, 17.1413, 17.1039, 4.1159, -2.20069, 17.1039, 0, 17.1039, 17.1051, 17.1128, 17.1311, 17.1039, 17.1039, 17.1039, 17.1039, 17.1039, 17.1039, 17.1039, 17.1039, 17.1039, 17.1039, 17.1039, 17.1039, 17.1039, 17.1039, 17.1039, 17.1039
6.99981, 14.9041, 17.4349, 17.3948, 4.11146, -2.53084, 17.3948, 0, 17.3948, 17.3959, 17.4038, 17.4248, 17.3948, 17.3948, 17.3948, 17.3948, 17.3948, 17.3948, 17.3948, 17.3948, 17.3948, 17.3948, 17.3948, 17.3948, 17.3948, 17.3948, 17.3948, 17.3948
7.00767, 4.99058, 17.3061, 17.2634, 2.64397, -12.3155, 17.2634, 0, 17.2634, 17.2643, 17.2724, 17.2961, 17.2634, 17.2634, 17.2634, 17.2634, 17.2634, 17.2634, 17.2634, 17.2634, 17.2634, 17.2634, 17.2634, 17.2634, 17.2634, 17.2634, 17.2634, 17.2634
7.01553, 9.0262, 17.1706, 17.1254, 3.32057, -8.14441, 17.1254, 0, 17.1255, 17.1262, 17.1346, 17.1606, 17.1254, 17.1254, 17.1254, 17.1254, 17.1254, 17.1254, 17.1254, 17.1254, 17.1254, 17.1254, 17.1254, 17.1254, 17.1254, 17.1254, 17.1254, 17.1254
7.02339, 12.9542, 17.034, 16.9867, 3.86707, -4.07976, 16.9867, 0, 16.9867, 16.9873, 16.9959, 17.0241, 16.9867, 16.9867, 16.9867, 16.9867, 16.9867, 16.9867, 16.9867, 16.9867, 16.9867, 16.9867, 16.9867, 16.9867, 16.9867, 16.9867, 16.9867, 16.9867
7.03124, 9.08278, 16.8952, 16.846, 3.32908, -7.81246, 16.846, 0, 16.846, 16.8466, 16.8553, 16.8854, 16.846, 16.846, 16.846, 16.846, 16.846, 16.846, 16.846, 16.846, 16.846, 16.846, 16.846, 16.846, 16.846, 16.846, 16.846, 16.846
7.0391, 10.097, 16.7546, 16.7039, 3.47808, -6.6576, 16.7039, 0, 16.704, 16.7044, 16.7133, 16.7448, 16.7039, 16.7039, 16.7039, 16.7039, 16.7039, 16.7039, 16.7039, 16.7039, 16.7039, 16.7039, 16.7039, 16.7039, 16.704, 16.7039, 16.7039, 16.7039
7.04696, 16.8955, 16.6133, 16.5616, 4.3469, 0.28223, 16.5616, 0, 16.5616, 16.5619, 16.571, 16.6035, 16.5616, 16.5616, 16.5616, 16.5616, 16.5616, 16.5616, 16.5616, 16.5616, 16.5616, 16.5616, 16.5616, 16.5616, 16.5616, 16.5616, 16.5616, 16.5616
7.05482, 13.0037, 16.4914, 16.4391, 3.87346, -3.48777, 16.4391, 0, 16.4391, 16.4394, 16.4486, 16.4816, 16.4391, 16.4391, 16.4391, 16.4391, 16.4391, 16.4391, 16.4391, 16.4391, 16.4391, 16.4391, 16.4391, 16.4391, 16.4391, 16.4391, 16.4391, 16.4391
7.06268, 11.8943, 16.3695, 16.317, 3.72751, -4.47517, 16.317, 0, 16.3171, 16.3173, 16.3266, 16.3596, 16.317, 16.317, 16.317, 16.317, 16.317, 16.317, 16.317, 16.317, 16.317, 16.317, 16.317, 16.317, 16.3171, 16.317, 16.317, 16.317
7.07054, 10.0628, 16.2471, 16.195, 3.47315, -6.18432, 16.195, 0, 16.195, 16.1952, 16.2047, 16.2372, 16.195, 16.195, 16.195, 16.195, 16.195, 16.195, 16.195, 16.195, 16.195, 16.195, 16.195, 16.195, 16.195, 16.195, 16.195, 16.195
7.0784, 14.8965, 16.1252, 16.074, 4.11054, -1.22866, 16.074, 0, 16.074, 16.0742, 16.0838, 16.1152, 16.074, 16.074, 16.074, 16.074, 16.074, 16.074, 16.074, 16.074, 16.074, 16.074, 16.074, 16.074, 16.074, 16.074, 16.074, 16.074
7.08625, 11.0877, 16.0051, 15.9552, 3.6177, -4.91739, 15.9552, 0, 15.9552, 15.9554, 15.9651, 15.9951, 15.9552, 15.9552, 15.9552, 15.9552, 15.9552, 15.9552, 15.9552, 15.9552, 15.9552, 15.9552, 15.9552, 15.9552, 15.9552, 15.9552, 15.9552, 15.9552
7.09411, 17.9165, 15.887, 15.8388, 4.46279, 2.02949, 15.8388, 0, 15.8388, 15.8389, 15.8488, 15.8768, 15.8388, 15.8388, 15.8388, 15.8388, 15.8388, 15.8388, 15.8388, 15.8388, 15.8388, 15.8388, 15.8388, 15.8388, 15.8388, 15.8388, 15.8388, 15.8388
7.10197, 18.0123, 15.7709, 15.7247, 4.47351, 2.24132, 15.7247, 0, 15.7247, 15.7248, 15.7349, 15.7606, 15.7247, 15.7247, 15.7247, 15.7247, 15.7247, 15.7247, 15.7247, 15.7247, 15.7247, 15.7247, 15.7247, 15.7247, 15.7247, 15.7247, 15.7247, 15.7247
7.10983, 11.9783, 15.6571, 15.6131, 3.73875, -3.67889, 15.6131, 0, 15.6131, 15.6132, 15.6235, 15.6466, 15.6131, 15.6131, 15.6131, 15.6131, 15.6131, 15.6131, 15.6131, 15.6131, 15.6131, 15.6131, 15.6131, 15.6131, 15.6131, 15.6131, 15.6131, 15.6131
7.11769, 14.9617, 15.5457, 15.5039, 4.11846, -0.583953, 15.5039, 0, 15.5039, 15.5039, 15.5147, 15.5348, 15.5039, 15.5039, 15.5039, 15.5039, 15.5039, 15.5039, 15.5039, 15.5039, 15.5039, 15.5039, 15.5039, 15.5039, 15.5039, 15.5039, 15.5039, 15.5039
7.12555, 9.98761, 15.4362, 15.3966, 3.46231, -5.44856, 15.3966, 0, 15.3967, 15.3967, 15.4079, 15.4248, 15.3966, 15.3966, 15.3966, 15.3966, 15.3966, 15.3966, 15.3966, 15.3966, 15.3966, 15.3966, 15.3966, 15.3966, 15.3966, 15.3966, 15.3966, 15.3966
7.1334, 10.9879, 15.3283, 15.2909, 3.60388, -4.34039, 15.2909, 0, 15.2909, 15.291, 15.3029, 15.3162, 15.2909, 15.2909, 15.2909, 15.2909, 15.2909, 15.2909, 15.2909, 15.2909, 15.2909, 15.2909, 15.2909, 15.2909, 15.2909, 15.2909, 15.2909, 15.2909
7.14126, 7.98228, 15.2217, 15.186, 3.15947, -7.23938, 15.186, 0, 15.186, 15.1861, 15.199, 15.2086, 15.186, 15.186, 15.186, 15.186, 15.186, 15.186, 15.186, 15.186, 15.186, 15.186, 15.186, 15.186, 15.186, 15.186, 15.186, 15.186
7.14912, 15.9777, 15.1159, 15.0815, 4.24001, 0.861815, 15.0815, 0, 15.0815, 15.0815, 15.096, 15.1013, 15.0815, 15.0815, 15.0815, 15.0815, 15.0815, 15.0815, 15.0815, 15.0815, 15.0815, 15.0815, 15.0815, 15.0815, 15.0815, 15.0815, 15.0815, 15.0815
7.15698, 11.9963, 15.0112, 14.977, 3.74116, -3.01487, 14.977, 0, 14.9771, 14.9771, 14.9938, 14.9943, 14.977, 14.977, 14.977, 14.977, 14.977, 14.977, 14.977, 14.977, 14.977, 14.977, 14.977, 14.977, 14.9771, 14.977, 14.977, 14.977
7.16484, 10.9651, 14.9076, 14.8725, 3.6007, -3.94255, 14.8725, 0, 14.8725, 14.8726, 14.8927, 14.8873, 14.8725, 14.8725, 14.8725, 14.8725, 14.8725, 14.8725, 14.8725, 14.8725, 14.8725, 14.8725, 14.8725, 14.8725, 14.8725, 14.8725, 14.8725, 14.8725
