   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_14.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.376272, 0, 7.53227e-08, 5.53917e-31, 1.41421, -7.53227e-08, 5.53917e-31, 0, 5.53917e-31, 5.53917e-31, 5.53917e-31, 5.53917e-31, 5.53917e-31, 5.53917e-31, 5.53917e-31, 5.53917e-31, 5.53917e-31, 5.53917e-31, 5.53917e-31, 6.76969e-10, 5.53917e-31, 5.53917e-31, 9.74116e-12, 5.53917e-31, 5.02626e-10, 5.53917e-31, 7.41334e-08, 5.53917e-31, 5.53917e-31, 5.53917e-31
0.38412, 0, 1.04439e-07, 3.14194e-30, 1.41421, -1.04439e-07, 3.14194e-30, 0, 3.14194e-30, 3.14194e-30, 3.14194e-30, 3.14194e-30, 3.14194e-30, 3.14194e-30, 3.14194e-30, 3.14194e-30, 3.14194e-30, 3.14194e-30, 3.14194e-30, 9.43656e-10, 3.14194e-30, 3.14194e-30, 1.496e-11, 3.14194e-30, 7.627e-10, 3.14194e-30, 1.02718e-07, 3.14194e-30, 3.14194e-30, 3.14194e-30
0.391968, 0, 1.44057e-07, 1.66806e-29, 1.41421, -1.44057e-07, 1.66806e-29, 0, 1.66806e-29, 1.66806e-29, 1.66806e-29, 1.66806e-29, 1.66806e-29, 1.66806e-29, 1.66806e-29, 1.66806e-29, 1.66806e-29, 1.66806e-29, 1.66806e-29, 1.30948e-09, 1.66806e-29, 1.66806e-29, 2.29732e-11, 1.66806e-29, 1.15544e-09, 1.66806e-29, 1.41569e-07, 1.66806e-29, 1.66806e-29, 1.66806e-29
0.399815, 0, 1.97679e-07, 8.31278e-29, 1.41421, -1.97679e-07, 8.31278e-29, 0, 8.31278e-29, 8.31278e-29, 8.31278e-29, 8.31278e-29, 8.31278e-29, 8.31278e-29, 8.31278e-29, 8.31278e-29, 8.31278e-29, 8.31278e-29, 8.31278e-29, 1.80912e-09, 8.31278e-29, 8.31278e-29, 3.52673e-11, 8.31278e-29, 1.74743e-09, 8.31278e-29, 1.94087e-07, 8.31278e-29, 8.31278e-29, 8.31278e-29
0.407663, 0, 2.69876e-07, 3.90063e-28, 1.41421, -2.69876e-07, 3.90063e-28, 0, 3.90063e-28, 3.90063e-28, 3.90063e-28, 3.90063e-28, 3.90063e-28, 3.90063e-28, 3.90063e-28, 3.90063e-28, 3.90063e-28, 3.90063e-28, 3.90063e-28, 2.4887e-09, 3.90063e-28, 3.90063e-28, 5.41062e-11, 3.90063e-28, 2.63791e-09, 3.90063e-28, 2.64695e-07, 3.90063e-28, 3.90063e-28, 3.90063e-28
0.415511, 0, 3.66582e-07, 1.72904e-27, 1.41421, -3.66582e-07, 1.72904e-27, 0, 1.72904e-27, 1.72904e-27, 1.72904e-27, 1.72904e-27, 1.72904e-27, 1.72904e-27, 1.72904e-27, 1.72904e-27, 1.72904e-27, 1.72904e-27, 1.72904e-27, 3.40924e-09, 1.72904e-27, 1.72904e-27, 8.2926e-11, 1.72904e-27, 3.97435e-09, 1.72904e-27, 3.59115e-07, 1.72904e-27, 1.72904e-27, 1.72904e-27
0.423359, 0, 4.9546e-07, 7.26072e-27, 1.41421, -4.9546e-07, 7.26072e-27, 0, 7.26072e-27, 7.26072e-27, 7.26072e-27, 7.26072e-27, 7.26072e-27, 7.26072e-27, 7.26072e-27, 7.26072e-27, 7.26072e-27, 7.26072e-27, 7.26072e-27, 4.65126e-09, 7.26072e-27, 7.26072e-27, 1.26921e-10, 7.26072e-27, 5.9749e-09, 7.26072e-27, 4.84707e-07, 7.26072e-27, 7.26072e-27, 7.26072e-27
0.431207, 0, 6.66354e-07, 2.89659e-26, 1.41421, -6.66354e-07, 2.89659e-26, 0, 2.89659e-26, 2.89659e-26, 2.89659e-26, 2.89659e-26, 2.89659e-26, 2.89659e-26, 2.89659e-26, 2.89659e-26, 2.89659e-26, 2.89659e-26, 2.89659e-26, 6.3206e-09, 2.89659e-26, 2.89659e-26, 1.93907e-10, 2.89659e-26, 8.96088e-09, 2.89659e-26, 6.50878e-07, 2.89659e-26, 2.89659e-26, 2.89659e-26
0.439055, 0, 8.91845e-07, 1.10075e-25, 1.41421, -8.91845e-07, 1.10075e-25, 0, 1.10075e-25, 1.10075e-25, 1.10075e-25, 1.10075e-25, 1.10075e-25, 1.10075e-25, 1.10075e-25, 1.10075e-25, 1.10075e-25, 1.10075e-25, 1.10075e-25, 8.5558e-09, 1.10075e-25, 1.10075e-25, 2.95589e-10, 1.10075e-25, 1.34033e-08, 1.10075e-25, 8.6959e-07, 1.10075e-25, 1.10075e-25, 1.10075e-25
0.446903, 0, 1.18799e-06, 6.6132e-25, 1.41421, -1.18799e-06, 6.6132e-25, 0, 6.6132e-25, 6.6132e-25, 6.6132e-25, 6.6132e-25, 6.6132e-25, 6.6132e-25, 6.6132e-25, 4.40181e-11, 6.6132e-25, 6.6132e-25, 6.6132e-25, 1.15378e-08, 6.6132e-25, 6.6132e-25, 4.49564e-10, 6.6132e-25, 1.99916e-08, 6.6132e-25, 1.15596e-06, 6.6132e-25, 6.6132e-25, 6.6132e-25
0.454751, 0, 1.57976e-06, 2.23612e-24, 1.41421, -1.57976e-06, 2.56417e-11, 0, 9.82354e-14, 2.10445e-13, 1.04443e-12, 8.63905e-12, 1.5226e-11, 3.53579e-10, 5.28995e-10, 7.23008e-10, 1.70438e-10, 2.73301e-11, 2.25406e-09, 1.55017e-08, 5.37378e-10, 3.37029e-13, 6.8139e-10, 1.67568e-12, 2.97154e-08, 6.31414e-15, 1.52915e-06, 2.23612e-24, 2.23612e-24, 6.15631e-11
0.462599, 0, 2.09963e-06, 6.17386e-09, 1.41421, -2.09963e-06, 6.25465e-09, 6.17386e-09, 6.17417e-09, 6.17452e-09, 6.17715e-09, 6.20108e-09, 6.22183e-09, 7.28782e-09, 7.84047e-09, 8.35228e-09, 6.71083e-09, 6.25997e-09, 1.32753e-08, 2.69256e-08, 7.86689e-09, 6.17492e-09, 7.20315e-09, 6.19588e-09, 5.01842e-08, 6.17388e-09, 2.01909e-06, 6.17386e-09, 6.17386e-09, 6.36782e-09
0.470447, 0, 2.78651e-06, 1.94101e-08, 1.41421, -2.78651e-06, 1.96073e-08, 1.94101e-08, 1.94109e-08, 1.94118e-08, 1.94182e-08, 1.94766e-08, 1.95272e-08, 2.21286e-08, 2.34772e-08, 2.46501e-08, 2.07205e-08, 1.96203e-08, 3.67401e-08, 4.70907e-08, 2.35417e-08, 1.94127e-08, 2.09591e-08, 1.94893e-08, 8.43365e-08, 1.94102e-08, 2.6564e-06, 1.94101e-08, 1.94101e-08, 1.98835e-08
0.478295, 0, 3.70021e-06, 4.72915e-08, 1.41421, -3.70021e-06, 4.77298e-08, 4.72915e-08, 4.72932e-08, 4.72951e-08, 4.73094e-08, 4.74392e-08, 4.75517e-08, 5.33345e-08, 5.63326e-08, 5.88562e-08, 5.02045e-08, 4.77586e-08, 8.58157e-08, 8.40839e-08, 5.64759e-08, 4.72973e-08, 4.9613e-08, 4.75011e-08, 1.42666e-07, 4.72916e-08, 3.48585e-06, 4.72915e-08, 4.72915e-08, 4.83437e-08
0.486143, 0, 4.92915e-06, 1.04978e-07, 1.41421, -4.92915e-06, 1.05907e-07, 1.04978e-07, 1.04981e-07, 1.04985e-07, 1.05016e-07, 1.05291e-07, 1.05529e-07, 1.17788e-07, 1.24144e-07, 1.2938e-07, 1.11153e-07, 1.05968e-07, 1.86644e-07, 1.5371e-07, 1.24447e-07, 1.0499e-07, 1.08442e-07, 1.05469e-07, 2.44446e-07, 1.04978e-07, 4.56823e-06, 1.04978e-07, 1.04978e-07, 1.07208e-07
0.493991, 0, 6.61048e-06, 2.22312e-07, 1.41421, -6.61048e-06, 2.24223e-07, 2.22312e-07, 2.22319e-07, 2.22328e-07, 2.2239e-07, 2.22956e-07, 2.23447e-07, 2.48657e-07, 2.61727e-07, 2.72303e-07, 2.35011e-07, 2.24348e-07, 3.90262e-07, 2.86634e-07, 2.62352e-07, 2.22337e-07, 2.27456e-07, 2.23392e-07, 4.25294e-07, 2.22313e-07, 5.99008e-06, 2.22312e-07, 2.22312e-07, 2.26899e-07
0.501839, 0, 8.97499e-06, 4.56832e-07, 1.41421, -8.97499e-06, 4.60672e-07, 4.56832e-07, 4.56847e-07, 4.56864e-07, 4.56989e-07, 4.58126e-07, 4.59112e-07, 5.09776e-07, 5.36042e-07, 5.67509e-07, 4.82353e-07, 4.60925e-07, 7.94348e-07, 5.41434e-07, 5.37298e-07, 4.56883e-07, 4.64434e-07, 4.5911e-07, 7.50913e-07, 4.56833e-07, 7.87912e-06, 4.56832e-07, 4.56832e-07, 4.66051e-07
0.509687, 0, 1.23875e-05, 9.17479e-07, 1.41421, -1.23875e-05, 9.25044e-07, 9.17479e-07, 9.17508e-07, 9.17541e-07, 9.17788e-07, 9.20028e-07, 9.21971e-07, 1.02179e-06, 1.07354e-06, 1.14747e-06, 9.67761e-07, 9.25542e-07, 1.58246e-06, 1.02837e-06, 1.07601e-06, 9.17579e-07, 9.28656e-07, 9.22145e-07, 1.34108e-06, 9.17481e-07, 1.04317e-05, 9.17479e-07, 9.17479e-07, 9.35641e-07
0.517535, 0, 1.76035e-05, 1.80662e-06, 1.41421, -1.76035e-05, 1.82125e-06, 1.80662e-06, 1.80668e-06, 1.80674e-06, 1.80722e-06, 1.81155e-06, 1.81531e-06, 2.00842e-06, 2.10853e-06, 2.39905e-06, 1.90389e-06, 1.82222e-06, 3.09307e-06, 1.95145e-06, 2.11332e-06, 1.80681e-06, 1.82297e-06, 1.81596e-06, 2.41341e-06, 1.80662e-06, 1.39597e-05, 1.80662e-06, 1.80662e-06, 1.84176e-06
0.525383, 0, 2.57046e-05, 3.49319e-06, 1.41421, -2.57046e-05, 3.52101e-06, 3.49319e-06, 3.49329e-06, 3.49341e-06, 3.49432e-06, 3.50256e-06, 3.50971e-06, 3.8768e-06, 4.06711e-06, 4.80883e-06, 3.6781e-06, 3.52284e-06, 5.9387e-06, 3.68168e-06, 4.07621e-06, 3.49355e-06, 3.51697e-06, 3.51149e-06, 4.35745e-06, 3.49319e-06, 1.89711e-05, 3.49319e-06, 3.49319e-06, 3.55998e-06
0.533231, 0, 3.86584e-05, 6.63715e-06, 1.41421, -3.86584e-05, 6.68913e-06, 6.63715e-06, 6.63734e-06, 6.63757e-06, 6.63926e-06, 6.65466e-06, 6.66801e-06, 7.354e-06, 7.70964e-06, 9.37395e-06, 6.98269e-06, 6.69255e-06, 1.12071e-05, 6.8816e-06, 7.72664e-06, 6.63783e-06, 6.67156e-06, 6.67239e-06, 7.861e-06, 6.63716e-06, 2.63052e-05, 6.63715e-06, 6.63715e-06, 6.76196e-06
0.541079, 0, 5.9839e-05, 1.23967e-05, 1.41421, -5.9839e-05, 1.24922e-05, 1.23967e-05, 1.23971e-05, 1.23975e-05, 1.24006e-05, 1.24289e-05, 1.24534e-05, 1.37138e-05, 1.43673e-05, 1.78817e-05, 1.30316e-05, 1.24985e-05, 2.07934e-05, 1.27126e-05, 1.43985e-05, 1.2398e-05, 1.24462e-05, 1.24634e-05, 1.41196e-05, 1.23967e-05, 3.73561e-05, 1.23967e-05, 1.23967e-05, 1.26261e-05
