   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_245.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0208972, 0.188491, 0, 0, 1.47936, 0.188491, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0129487, 0.997589, 0, 0, 1.73135, 0.997589, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00500024, 1.36493, 0, 0, 1.83437, 1.36493, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00294825, 2.81151, 6.43944e-20, 0, 2.19352, 2.81151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.10051e-22, 0, 0, 2.42432e-25, 7.07809e-24, 0, 6.41771e-20, 0, 0
0.0108967, 1.63748, 1.45696e-19, 0, 1.90722, 1.63748, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.75252e-22, 0, 0, 5.58008e-25, 1.62997e-23, 0, 1.45204e-19, 0, 0
0.0188452, 0.352874, 3.24956e-19, 0, 1.53391, 0.352874, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05999e-21, 0, 0, 1.26614e-24, 3.69871e-23, 0, 3.23858e-19, 0, 0
0.0267937, 1.64713, 7.14925e-19, 0, 1.90975, 1.64713, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.33203e-21, 0, 0, 2.83401e-24, 8.27656e-23, 0, 7.12507e-19, 0, 0
0.0347422, 0.171614, 1.5524e-18, 0, 1.47364, 0.171614, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.06379e-21, 0, 0, 6.26116e-24, 1.82753e-22, 0, 1.54714e-18, 0, 0
0.0426907, 0.828386, 3.32868e-18, 0, 1.68178, 0.828386, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08579e-20, 0, 0, 1.36606e-23, 3.98426e-22, 0, 3.31741e-18, 0, 0
0.0506392, 0, 7.05127e-18, 0, 1.41421, -7.05127e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.30006e-20, 0, 0, 2.94475e-23, 8.58082e-22, 0, 7.02738e-18, 0, 0
