   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_325.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.006517, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00134797, 0, 4.33682e-21, 0, 1.41421, -4.33682e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.68296e-23, 0, 0, 0, 1.46134e-21, 0, 2.79865e-21, 0, 0
0.00921293, 0, 9.45491e-21, 0, 1.41421, -9.45491e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66475e-22, 0, 0, 0, 3.22431e-21, 0, 6.06412e-21, 0, 0
0.0170779, 0, 2.03562e-20, 0, 1.41421, -2.03562e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.5623e-22, 0, 0, 0, 7.02374e-21, 0, 1.29763e-20, 0, 0
0.0249429, 0, 4.33031e-20, 0, 1.41421, -4.33031e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.53165e-22, 0, 0, 0, 1.51146e-20, 0, 2.74353e-20, 0, 0
0.0328078, 0, 9.10592e-20, 0, 1.41421, -9.10592e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.57406e-21, 0, 0, 0, 3.21472e-20, 0, 5.7338e-20, 0, 0
0.0406728, 0, 1.89364e-19, 0, 1.41421, -1.89364e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25313e-21, 0, 0, 0, 6.76102e-20, 0, 1.18501e-19, 0, 0
0.0485378, 0, 3.89587e-19, 0, 1.41421, -3.89587e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.65093e-21, 0, 0, 0, 1.40664e-19, 0, 2.42272e-19, 0, 0
0.0564027, 0, 7.93219e-19, 0, 1.41421, -7.93219e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34557e-20, 0, 0, 0, 2.89616e-19, 0, 4.90147e-19, 0, 0
0.0642677, 0, 1.59883e-18, 0, 1.41421, -1.59883e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.69466e-20, 0, 0, 0, 5.9031e-19, 0, 9.81576e-19, 0, 0
0.0721327, 0, 3.19121e-18, 0, 1.41421, -3.19121e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.34304e-20, 0, 0, 0, 1.19149e-18, 0, 1.94629e-18, 0, 0
0.0799977, 0, 6.30909e-18, 0, 1.41421, -6.30909e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04922e-19, 0, 0, 0, 2.38222e-18, 0, 3.82195e-18, 0, 0
0.0878626, 0, 1.23578e-17, 0, 1.41421, -1.23578e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.04096e-19, 0, 0, 0, 4.71921e-18, 0, 7.43454e-18, 0, 0
0.0957276, 0, 2.39871e-17, 0, 1.41421, -2.39871e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.93351e-19, 0, 0, 0, 9.26528e-18, 0, 1.43285e-17, 0, 0
