   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_825.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0222246, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0143372, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00644971, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00143774, 0, 3.78659e-15, 0, 1.41421, -3.78659e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.32556e-17, 0, 0, 5.37634e-17, 1.8011e-18, 0, 3.68777e-15, 0, 0, 0
0.00932518, 0, 5.97909e-15, 0, 1.41421, -5.97909e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.82821e-17, 0, 0, 8.64725e-17, 2.92592e-18, 0, 5.82141e-15, 0, 0, 0
0.0172126, 0, 9.3965e-15, 0, 1.41421, -9.3965e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07278e-16, 0, 0, 1.38442e-16, 4.73296e-18, 0, 9.14605e-15, 0, 0, 0
0.0251001, 0, 1.4698e-14, 0, 1.41421, -1.4698e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67755e-16, 0, 0, 2.20635e-16, 7.62369e-18, 0, 1.4302e-14, 0, 0, 0
0.0329875, 0, 2.28837e-14, 0, 1.41421, -2.28837e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.61103e-16, 0, 0, 3.50045e-16, 1.22286e-17, 0, 2.22604e-14, 0, 0, 0
0.040875, 0, 3.54641e-14, 0, 1.41421, -3.54641e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.04517e-16, 0, 0, 5.52888e-16, 1.95338e-17, 0, 3.44871e-14, 0, 0, 0
0.0487624, 0, 5.47086e-14, 0, 1.41421, -5.47086e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.23828e-16, 0, 0, 8.69436e-16, 3.10746e-17, 0, 5.31843e-14, 0, 0, 0
0.0566499, 0, 8.40121e-14, 0, 1.41421, -8.40121e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.57653e-16, 0, 0, 1.36128e-15, 4.92322e-17, 0, 8.1644e-14, 0, 0, 0
0.0645373, 0, 1.28428e-13, 0, 1.41421, -1.28428e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46345e-15, 0, 0, 2.12222e-15, 7.769e-17, 0, 1.24764e-13, 0, 0, 0
0.0724248, 0, 1.95442e-13, 0, 1.41421, -1.95442e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.22631e-15, 0, 0, 3.29451e-15, 1.22109e-16, 0, 1.89799e-13, 0, 0, 0
0.0803122, 0, 2.96095e-13, 0, 1.41421, -2.96095e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.37166e-15, 0, 0, 5.09302e-15, 1.91165e-16, 0, 2.87439e-13, 0, 0, 0
0.0881996, 0, 4.46588e-13, 0, 1.41421, -4.46588e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.08346e-15, 0, 0, 7.841e-15, 2.98104e-16, 0, 4.33365e-13, 0, 0, 0
0.0960871, 0, 6.70588e-13, 0, 1.41421, -6.70588e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.63033e-15, 0, 0, 1.20232e-14, 4.63062e-16, 0, 6.50471e-13, 0, 0, 0
0.103975, 0, 1.0025e-12, 0, 1.41421, -1.0025e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14026e-14, 0, 0, 1.83635e-14, 7.16538e-16, 0, 9.7202e-13, 0, 0, 0
