   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_414.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0636898, 0, 1.74336e-13, 0, 1.41421, -1.74336e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.47089e-16, 0, 0, 3.28063e-16, 1.59078e-14, 0, 1.57553e-13, 0, 0, 0
0.0715698, 0, 2.70704e-13, 0, 1.41421, -2.70704e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.46989e-16, 0, 0, 5.18154e-16, 2.54205e-14, 0, 2.43919e-13, 0, 0, 0
0.0794499, 0, 4.18409e-13, 0, 1.41421, -4.18409e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30507e-15, 0, 0, 8.14731e-16, 4.04534e-14, 0, 3.75836e-13, 0, 0, 0
0.08733, 0, 6.4375e-13, 0, 1.41421, -6.4375e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.00142e-15, 0, 0, 1.2754e-15, 6.41092e-14, 0, 5.76364e-13, 0, 0, 0
0.0952101, 0, 9.85958e-13, 0, 1.41421, -9.85958e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.05492e-15, 0, 0, 1.98784e-15, 1.0118e-13, 0, 8.79735e-13, 0, 0, 0
0.10309, 0, 1.50328e-12, 0, 1.41421, -1.50328e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.6412e-15, 0, 0, 3.08496e-15, 1.59038e-13, 0, 1.33652e-12, 0, 0, 0
0.11097, 0, 2.28179e-12, 0, 1.41421, -2.28179e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.01844e-15, 0, 0, 4.76741e-15, 2.48975e-13, 0, 2.02103e-12, 0, 0, 0
0.11885, 0, 3.44811e-12, 0, 1.41421, -3.44811e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05643e-14, 0, 0, 7.33718e-15, 3.88218e-13, 0, 3.04199e-12, 0, 0, 0
0.126731, 0, 5.18763e-12, 0, 1.41421, -5.18763e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58283e-14, 0, 0, 1.12465e-14, 6.02954e-13, 0, 4.5576e-12, 0, 0, 0
0.134611, 0, 7.77058e-12, 0, 1.41421, -7.77058e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.36068e-14, 0, 0, 1.71705e-14, 9.32831e-13, 0, 6.79698e-12, 0, 0, 0
0.142491, 0, 1.15891e-11, 0, 1.41421, -1.15891e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.50472e-14, 0, 0, 2.61141e-14, 1.43765e-12, 0, 1.00903e-11, 0, 0, 0
0.150371, 0, 1.72097e-11, 0, 1.41421, -1.72097e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.17955e-14, 0, 0, 3.95679e-14, 2.2073e-12, 0, 1.49111e-11, 0, 0, 0
0.158251, 0, 2.54473e-11, 0, 1.41421, -2.54473e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.62009e-14, 0, 0, 5.97367e-14, 3.37641e-12, 0, 2.19349e-11, 0, 0, 0
0.166131, 0, 3.74686e-11, 0, 1.41421, -3.74686e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11601e-13, 0, 0, 8.98733e-14, 5.14589e-12, 0, 3.21212e-11, 0, 0, 0
0.174011, 0, 5.49378e-11, 0, 1.41421, -5.49378e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62712e-13, 0, 0, 1.34766e-13, 7.81465e-12, 0, 4.68257e-11, 0, 0, 0
0.181891, 0, 8.02177e-11, 0, 1.41421, -8.02177e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3617e-13, 0, 0, 2.01446e-13, 1.18259e-11, 0, 6.79542e-11, 0, 0, 0
0.189771, 0, 1.1665e-10, 0, 1.41421, -1.1665e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.41265e-13, 0, 0, 3.00229e-13, 1.7835e-11, 0, 9.81739e-11, 0, 0, 0
0.197651, 0, 1.68943e-10, 0, 1.41421, -1.68943e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.90939e-13, 0, 0, 4.46219e-13, 2.68078e-11, 0, 1.41198e-10, 0, 0, 0
0.205531, 0, 2.437e-10, 0, 1.41421, -2.437e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.0314e-13, 0, 0, 6.61514e-13, 4.01641e-11, 0, 2.02171e-10, 0, 0, 0
0.213412, 0, 3.50153e-10, 0, 1.41421, -3.50153e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00263e-12, 0, 0, 9.78424e-13, 5.99857e-11, 0, 2.88186e-10, 0, 0, 0
0.221292, 0, 5.01159e-10, 0, 1.41421, -5.01159e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42343e-12, 0, 0, 1.44418e-12, 8.93169e-11, 0, 4.08975e-10, 0, 0, 0
0.229172, 0, 7.14563e-10, 1.47136e-43, 1.41421, -7.14563e-10, 1.47136e-43, 0, 1.47136e-43, 1.47136e-43, 1.47136e-43, 1.47136e-43, 1.47136e-43, 1.47136e-43, 1.47136e-43, 1.47136e-43, 1.47136e-43, 1.47136e-43, 1.47136e-43, 2.01204e-12, 1.47136e-43, 1.47136e-43, 2.12781e-12, 1.32599e-10, 1.47136e-43, 5.77823e-10, 1.47136e-43, 1.47136e-43, 1.47136e-43
0.237052, 0, 1.01505e-09, 2.45087e-42, 1.41421, -1.01505e-09, 2.45087e-42, 0, 2.45087e-42, 2.45087e-42, 2.45087e-42, 2.45087e-42, 2.45087e-42, 2.45087e-42, 2.45087e-42, 2.45087e-42, 2.45087e-42, 2.45087e-42, 2.45087e-42, 2.83172e-12, 2.45087e-42, 2.45087e-42, 3.13025e-12, 1.963e-10, 2.45087e-42, 8.12784e-10, 2.45087e-42, 2.45087e-42, 2.45087e-42
0.244932, 0, 1.43664e-09, 3.50213e-41, 1.41421, -1.43664e-09, 3.50213e-41, 0, 3.50213e-41, 3.50213e-41, 3.50213e-41, 3.50213e-41, 3.50213e-41, 3.50213e-41, 3.50213e-41, 3.50213e-41, 3.50213e-41, 3.50213e-41, 3.50213e-41, 3.96817e-12, 3.50213e-41, 3.50213e-41, 4.59916e-12, 2.89813e-10, 3.50213e-41, 1.13826e-09, 3.50213e-41, 3.50213e-41, 3.50213e-41
0.252812, 0, 2.02614e-09, 4.43305e-40, 1.41421, -2.02614e-09, 4.43305e-40, 0, 4.43305e-40, 4.43305e-40, 4.43305e-40, 4.43305e-40, 4.43305e-40, 4.43305e-40, 4.43305e-40, 4.43305e-40, 4.43305e-40, 4.43305e-40, 4.43305e-40, 5.53692e-12, 4.43305e-40, 4.43305e-40, 6.75067e-12, 4.26762e-10, 4.43305e-40, 1.58709e-09, 4.43305e-40, 4.43305e-40, 4.43305e-40
0.260692, 0, 2.8477e-09, 5.02484e-39, 1.41421, -2.8477e-09, 5.02484e-39, 0, 5.02484e-39, 5.02484e-39, 5.02484e-39, 5.02484e-39, 5.02484e-39, 5.02484e-39, 5.02484e-39, 5.02484e-39, 5.02484e-39, 5.02484e-39, 5.02484e-39, 7.69297e-12, 5.02484e-39, 5.02484e-39, 9.90139e-12, 6.26859e-10, 5.02484e-39, 2.20324e-09, 5.02484e-39, 5.02484e-39, 5.02484e-39
0.268572, 0, 3.98904e-09, 5.14044e-38, 1.41421, -3.98904e-09, 5.14044e-38, 0, 5.14044e-38, 5.14044e-38, 5.14044e-38, 5.14044e-38, 5.14044e-38, 5.14044e-38, 5.14044e-38, 5.14044e-38, 5.14044e-38, 5.14044e-38, 5.14044e-38, 1.06435e-11, 5.14044e-38, 5.14044e-38, 1.45156e-11, 9.18589e-10, 5.14044e-38, 3.04529e-09, 5.14044e-38, 5.14044e-38, 5.14044e-38
0.276452, 0, 5.56987e-09, 4.76901e-37, 1.41421, -5.56987e-09, 4.76901e-37, 0, 4.76901e-37, 4.76901e-37, 4.76901e-37, 4.76901e-37, 4.76901e-37, 4.76901e-37, 4.76901e-37, 4.76901e-37, 4.76901e-37, 4.76901e-37, 4.76901e-37, 1.46639e-11, 4.76901e-37, 4.76901e-37, 2.12743e-11, 1.34303e-09, 4.76901e-37, 4.19091e-09, 4.76901e-37, 4.76901e-37, 4.76901e-37
0.284332, 0, 7.7532e-09, 4.0346e-36, 1.41421, -7.7532e-09, 4.0346e-36, 0, 4.0346e-36, 4.0346e-36, 4.0346e-36, 4.0346e-36, 4.0346e-36, 4.0346e-36, 4.0346e-36, 4.0346e-36, 4.0346e-36, 4.0346e-36, 4.0346e-36, 2.0119e-11, 4.0346e-36, 4.0346e-36, 3.11776e-11, 1.95931e-09, 4.0346e-36, 5.74259e-09, 4.0346e-36, 4.0346e-36, 4.0346e-36
0.292212, 0, 1.07606e-08, 3.12838e-35, 1.41421, -1.07606e-08, 3.12838e-35, 0, 3.12838e-35, 3.12838e-35, 3.12838e-35, 3.12838e-35, 3.12838e-35, 3.12838e-35, 3.12838e-35, 3.12838e-35, 3.12838e-35, 3.12838e-35, 3.12838e-35, 2.74898e-11, 3.12838e-35, 3.12838e-35, 4.56943e-11, 2.85246e-09, 3.12838e-35, 7.83495e-09, 3.12838e-35, 3.12838e-35, 3.12838e-35
0.300093, 0, 1.48927e-08, 2.23344e-34, 1.41421, -1.48927e-08, 2.23344e-34, 0, 2.23344e-34, 2.23344e-34, 2.23344e-34, 2.23344e-34, 2.23344e-34, 2.23344e-34, 2.23344e-34, 2.23344e-34, 2.23344e-34, 2.23344e-34, 2.23344e-34, 3.74078e-11, 2.23344e-34, 2.23344e-34, 6.69822e-11, 4.14442e-09, 2.23344e-34, 1.06439e-08, 2.23344e-34, 2.23344e-34, 2.23344e-34
0.307973, 0, 2.0557e-08, 1.48374e-33, 1.41421, -2.0557e-08, 1.48374e-33, 0, 1.48374e-33, 1.48374e-33, 1.48374e-33, 1.48374e-33, 1.48374e-33, 1.48374e-33, 1.48374e-33, 1.48374e-33, 1.48374e-33, 1.48374e-33, 1.48374e-33, 5.06985e-11, 1.48374e-33, 1.48374e-33, 9.82108e-11, 6.00988e-09, 1.48374e-33, 1.43983e-08, 1.48374e-33, 1.48374e-33, 1.48374e-33
0.315853, 0, 2.83052e-08, 9.14548e-33, 1.41421, -2.83052e-08, 9.14548e-33, 0, 9.14548e-33, 9.14548e-33, 9.14548e-33, 9.14548e-33, 9.14548e-33, 9.14548e-33, 9.14548e-33, 9.14548e-33, 9.14548e-33, 9.14548e-33, 9.14548e-33, 6.84371e-11, 9.14548e-33, 9.14548e-33, 1.44034e-10, 8.69851e-09, 9.14548e-33, 1.93942e-08, 9.14548e-33, 9.14548e-33, 9.14548e-33
0.323733, 0, 3.88833e-08, 5.56136e-32, 1.41421, -3.88833e-08, 5.56136e-32, 0, 5.56136e-32, 5.56136e-32, 5.56136e-32, 5.56136e-32, 5.56136e-32, 5.56136e-32, 5.56136e-32, 5.56136e-32, 5.56136e-32, 5.56136e-32, 5.56136e-32, 9.20179e-11, 5.56136e-32, 5.56136e-32, 2.11278e-10, 1.25665e-08, 5.56136e-32, 2.60135e-08, 5.56136e-32, 5.56136e-32, 5.56136e-32
0.331613, 0, 5.32994e-08, 3.05952e-31, 1.41421, -5.32994e-08, 3.05952e-31, 0, 3.05952e-31, 3.05952e-31, 3.05952e-31, 3.05952e-31, 3.05952e-31, 3.05952e-31, 3.05952e-31, 3.05952e-31, 3.05952e-31, 3.05952e-31, 3.05952e-31, 1.23242e-10, 3.05952e-31, 3.05952e-31, 3.09944e-10, 1.81208e-08, 3.05952e-31, 3.47455e-08, 3.05952e-31, 3.05952e-31, 3.05952e-31
0.339493, 0, 7.29148e-08, 1.61757e-30, 1.41421, -7.29148e-08, 1.61757e-30, 0, 1.61757e-30, 1.61757e-30, 1.61757e-30, 1.61757e-30, 1.61757e-30, 1.61757e-30, 1.61757e-30, 1.61757e-30, 1.61757e-30, 1.61757e-30, 1.61757e-30, 1.64426e-10, 1.61757e-30, 1.61757e-30, 4.5466e-10, 2.6081e-08, 1.61757e-30, 4.62148e-08, 1.61757e-30, 1.61757e-30, 1.61757e-30
0.347373, 0, 9.95665e-08, 8.0762e-30, 1.41421, -9.95665e-08, 8.0762e-30, 0, 8.0762e-30, 8.0762e-30, 8.0762e-30, 8.0762e-30, 8.0762e-30, 8.0762e-30, 8.0762e-30, 8.0762e-30, 8.0762e-30, 8.0762e-30, 8.0762e-30, 2.18543e-10, 8.0762e-30, 8.0762e-30, 6.66779e-10, 3.74661e-08, 8.0762e-30, 6.1215e-08, 8.0762e-30, 8.0762e-30, 8.0762e-30
0.355253, 0, 1.35731e-07, 3.79493e-29, 1.41421, -1.35731e-07, 3.79493e-29, 0, 3.79493e-29, 3.79493e-29, 3.79493e-29, 3.79493e-29, 3.79493e-29, 3.79493e-29, 3.79493e-29, 3.79493e-29, 3.79493e-29, 3.79493e-29, 3.79493e-29, 2.89385e-10, 3.79493e-29, 3.79493e-29, 9.7739e-10, 5.37146e-08, 3.79493e-29, 8.07497e-08, 3.79493e-29, 3.79493e-29, 3.79493e-29
0.363133, 0, 1.84746e-07, 1.70608e-28, 1.41421, -1.84746e-07, 1.70608e-28, 0, 1.70608e-28, 1.70608e-28, 1.70608e-28, 1.70608e-28, 1.70608e-28, 1.70608e-28, 1.70608e-28, 1.70608e-28, 1.70608e-28, 1.70608e-28, 1.70608e-28, 3.81783e-10, 1.70608e-28, 1.70608e-28, 1.43163e-09, 7.68506e-08, 1.70608e-28, 1.06082e-07, 1.70608e-28, 1.70608e-28, 1.70608e-28
0.371013, 0, 2.51103e-07, 7.30296e-28, 1.41421, -2.51103e-07, 7.30296e-28, 0, 7.30296e-28, 7.30296e-28, 7.30296e-28, 7.30296e-28, 7.30296e-28, 7.30296e-28, 7.30296e-28, 7.30296e-28, 7.30296e-28, 7.30296e-28, 7.30296e-28, 5.0186e-10, 7.30296e-28, 7.30296e-28, 2.09483e-09, 1.09712e-07, 7.30296e-28, 1.38794e-07, 7.30296e-28, 7.30296e-28, 7.30296e-28
0.378893, 0, 3.40843e-07, 2.97125e-27, 1.41421, -3.40843e-07, 2.97125e-27, 0, 2.97125e-27, 2.97125e-27, 2.97125e-27, 2.97125e-27, 2.97125e-27, 2.97125e-27, 2.97125e-27, 2.97125e-27, 2.97125e-27, 2.97125e-27, 2.97125e-27, 6.57354e-10, 2.97125e-27, 2.97125e-27, 3.0612e-09, 1.56264e-07, 2.97125e-27, 1.80861e-07, 2.97125e-27, 2.97125e-27, 2.97125e-27
0.386774, 0, 4.62078e-07, 1.15077e-26, 1.41421, -4.62078e-07, 1.15077e-26, 0, 1.15077e-26, 1.15077e-26, 1.15077e-26, 1.15077e-26, 1.15077e-26, 1.15077e-26, 1.15077e-26, 1.15077e-26, 1.15077e-26, 1.15077e-26, 1.15077e-26, 8.58011e-10, 1.15077e-26, 1.15077e-26, 4.46611e-09, 2.22021e-07, 1.15077e-26, 2.34732e-07, 1.15077e-26, 1.15077e-26, 1.15077e-26
0.394654, 0, 6.2568e-07, 4.25047e-26, 1.41421, -6.2568e-07, 4.25047e-26, 0, 4.25047e-26, 4.25047e-26, 4.25047e-26, 4.25047e-26, 4.25047e-26, 4.25047e-26, 4.25047e-26, 9.26514e-15, 4.25047e-26, 4.25047e-26, 4.25047e-26, 1.11606e-09, 4.25047e-26, 4.25047e-26, 6.50321e-09, 3.14622e-07, 4.25047e-26, 3.03438e-07, 4.25047e-26, 4.25047e-26, 4.25047e-26
0.402534, 0, 8.462e-07, 1.50035e-25, 1.41421, -8.462e-07, 1.50035e-25, 0, 1.50035e-25, 1.50035e-25, 1.50035e-25, 1.50035e-25, 1.50035e-25, 1.50035e-25, 1.50035e-25, 2.74532e-14, 1.50035e-25, 1.50035e-25, 1.50035e-25, 1.44679e-09, 1.50035e-25, 1.50035e-25, 9.44842e-09, 4.44598e-07, 1.50035e-25, 3.90706e-07, 1.50035e-25, 1.50035e-25, 1.50035e-25
0.410414, 0, 1.14306e-06, 5.11202e-25, 1.41421, -1.14306e-06, 5.11202e-25, 0, 5.11202e-25, 5.11202e-25, 5.11202e-25, 5.11202e-25, 5.11202e-25, 5.11202e-25, 5.11202e-25, 6.25508e-14, 5.11202e-25, 5.11202e-25, 5.11202e-25, 1.86928e-09, 5.11202e-25, 5.11202e-25, 1.3693e-08, 6.26391e-07, 5.11202e-25, 5.01103e-07, 5.11202e-25, 5.11202e-25, 5.11202e-25
0.418294, 0, 1.54326e-06, 5.55798e-11, 1.41421, -1.54326e-06, 6.04656e-11, 5.55798e-11, 5.55856e-11, 5.82107e-11, 6.84946e-11, 1.71494e-10, 5.8813e-11, 1.85214e-10, 4.95431e-10, 5.61207e-11, 8.72004e-11, 6.28847e-11, 2.98475e-10, 2.46284e-09, 5.80408e-11, 5.57497e-11, 1.98447e-08, 8.79768e-07, 5.55802e-11, 6.40332e-07, 5.55798e-11, 5.55798e-11, 8.56943e-11
0.426174, 0, 2.08109e-06, 1.65746e-10, 1.41421, -2.08109e-06, 1.80173e-10, 1.65746e-10, 1.65763e-10, 1.73515e-10, 2.03881e-10, 5.08025e-10, 1.75293e-10, 5.48537e-10, 1.46456e-09, 1.67216e-10, 2.59117e-10, 1.87316e-10, 8.8298e-10, 3.25578e-09, 1.73013e-10, 1.66248e-10, 2.86805e-08, 1.23148e-06, 1.65747e-10, 8.15151e-07, 1.65746e-10, 1.65746e-10, 2.5467e-10
0.434054, 0, 2.80309e-06, 3.79211e-10, 1.41421, -2.80309e-06, 4.11993e-10, 3.79211e-10, 3.7925e-10, 3.96863e-10, 4.65865e-10, 1.15696e-09, 4.00905e-10, 1.24902e-09, 3.33047e-09, 3.82458e-10, 5.91375e-10, 4.28224e-10, 2.00896e-09, 4.33303e-09, 3.95723e-10, 3.80351e-10, 4.13324e-08, 1.71765e-06, 3.79214e-10, 1.03403e-06, 3.79211e-10, 3.79211e-10, 5.81269e-10
0.441934, 0, 3.77086e-06, 7.8585e-10, 1.41421, -3.77086e-06, 8.53439e-10, 7.8585e-10, 7.8593e-10, 8.22245e-10, 9.6451e-10, 2.38939e-09, 8.30578e-10, 2.57919e-09, 6.87066e-09, 7.92449e-10, 1.22328e-09, 8.86905e-10, 4.14601e-09, 5.82898e-09, 8.19895e-10, 7.88201e-10, 5.93991e-08, 2.3868e-06, 7.85855e-10, 1.30702e-06, 7.8585e-10, 7.8585e-10, 1.20245e-09
0.449814, 0, 5.06634e-06, 1.54854e-09, 1.41421, -5.06634e-06, 1.68122e-09, 1.54854e-09, 1.5487e-09, 1.61999e-09, 1.89924e-09, 4.69619e-09, 1.63634e-09, 5.06875e-09, 1.34926e-08, 1.56137e-09, 2.4072e-09, 1.74691e-09, 8.14432e-09, 7.96107e-09, 1.61537e-09, 1.55316e-09, 8.51305e-08, 3.30364e-06, 1.54856e-09, 1.64645e-06, 1.54854e-09, 1.54854e-09, 2.3663e-09
0.457694, 0, 6.80352e-06, 2.95795e-09, 1.41421, -6.80352e-06, 3.21064e-09, 2.95795e-09, 2.95825e-09, 3.09401e-09, 3.62589e-09, 8.953e-09, 3.12517e-09, 9.66258e-09, 2.57069e-08, 2.98298e-09, 4.59335e-09, 3.33575e-09, 1.55204e-08, 1.10866e-08, 3.08523e-09, 2.96674e-09, 1.2169e-07, 4.55931e-06, 2.95797e-09, 2.06734e-06, 2.95795e-09, 2.95795e-09, 4.51545e-09
0.465575, 0, 9.12068e-06, 5.52526e-09, 1.41421, -9.12068e-06, 5.99625e-09, 5.52526e-09, 5.52582e-09, 5.77888e-09, 6.77022e-09, 1.66992e-08, 5.83694e-09, 1.80217e-08, 4.79259e-08, 5.58006e-09, 8.57341e-09, 6.22944e-09, 2.89398e-08, 1.57978e-08, 5.7625e-09, 5.54165e-09, 1.73521e-07, 6.26108e-06, 5.5253e-09, 2.58813e-06, 5.52526e-09, 5.52526e-09, 8.42822e-09
0.473455, 0, 1.22135e-05, 1.01366e-08, 1.41421, -1.22135e-05, 1.09991e-08, 1.01366e-08, 1.01376e-08, 1.0601e-08, 1.24166e-08, 3.0601e-08, 1.07074e-08, 3.30232e-08, 8.77912e-08, 1.0321e-08, 1.57191e-08, 1.14262e-08, 5.30191e-08, 2.30792e-08, 1.0571e-08, 1.01666e-08, 2.46869e-07, 8.56148e-06, 1.01366e-08, 3.23156e-06, 1.01366e-08, 1.01366e-08, 1.54532e-08
0.481335, 0, 1.6339e-05, 1.83055e-08, 1.41421, -1.6339e-05, 1.98611e-08, 1.83055e-08, 1.83074e-08, 1.91432e-08, 2.24173e-08, 5.52097e-08, 1.93349e-08, 5.95778e-08, 1.58343e-07, 1.87362e-08, 2.83727e-08, 2.06312e-08, 9.56371e-08, 3.45632e-08, 1.90891e-08, 1.83597e-08, 3.50516e-07, 1.16565e-05, 1.83057e-08, 4.02606e-06, 1.83055e-08, 1.83055e-08, 2.78932e-08
0.489215, 0, 2.1841e-05, 3.25797e-08, 1.41421, -2.1841e-05, 3.53447e-08, 3.25797e-08, 3.2583e-08, 3.40686e-08, 3.98884e-08, 9.81782e-08, 3.44094e-08, 1.05943e-07, 2.81501e-07, 3.3471e-08, 5.04745e-08, 3.67137e-08, 1.70039e-07, 5.29405e-08, 3.39724e-08, 3.26759e-08, 4.97063e-07, 1.58009e-05, 3.25799e-08, 5.00766e-06, 3.25797e-08, 3.25797e-08, 4.96221e-08
0.497095, 0, 2.91795e-05, 5.7184e-08, 1.41421, -2.91795e-05, 6.20314e-08, 5.7184e-08, 5.71897e-08, 5.97942e-08, 6.99972e-08, 1.72187e-07, 6.03918e-08, 1.85799e-07, 4.93577e-07, 5.89178e-08, 8.8556e-08, 6.44315e-08, 2.9817e-07, 8.2608e-08, 5.96256e-08, 5.73526e-08, 7.03582e-07, 2.13249e-05, 5.71844e-08, 6.22264e-06, 5.7184e-08, 5.7184e-08, 8.70617e-08
0.504975, 0, 3.89745e-05, 9.90193e-08, 1.41421, -3.89745e-05, 1.07403e-07, 9.90193e-08, 9.90292e-08, 1.03534e-07, 1.21181e-07, 2.9793e-07, 1.04568e-07, 3.21473e-07, 8.53809e-07, 1.02258e-07, 1.53281e-07, 1.11555e-07, 5.1583e-07, 1.30672e-07, 1.03242e-07, 9.93109e-08, 9.94744e-07, 2.86542e-05, 9.902e-08, 7.73213e-06, 9.90193e-08, 9.90193e-08, 1.50696e-07
0.512855, 0, 5.20647e-05, 1.69193e-07, 1.41421, -5.20647e-05, 1.83503e-07, 1.69193e-07, 1.6921e-07, 1.76899e-07, 2.07018e-07, 5.08681e-07, 1.78663e-07, 5.48863e-07, 1.45742e-06, 1.75089e-07, 2.61803e-07, 1.90588e-07, 8.80577e-07, 2.08487e-07, 1.76401e-07, 1.69691e-07, 1.40516e-06, 3.83368e-05, 1.69195e-07, 9.618e-06, 1.69193e-07, 1.69193e-07, 2.57392e-07
0.520735, 0, 6.95897e-05, 2.85312e-07, 1.41421, -6.95897e-05, 3.09414e-07, 2.85312e-07, 2.85341e-07, 2.98291e-07, 3.49021e-07, 8.57123e-07, 3.01262e-07, 9.24803e-07, 2.45511e-06, 2.95914e-07, 4.41298e-07, 3.21348e-07, 1.48352e-06, 3.33952e-07, 2.97453e-07, 2.86151e-07, 1.98358e-06, 5.10753e-05, 2.85314e-07, 1.19926e-05, 2.85312e-07, 2.85312e-07, 4.33868e-07
0.528615, 0, 9.31044e-05, 4.7487e-07, 1.41421, -9.31044e-05, 5.14937e-07, 4.7487e-07, 4.74918e-07, 4.96445e-07, 5.80779e-07, 1.42544e-06, 5.01385e-07, 1.53795e-06, 4.08192e-06, 4.93708e-07, 7.34178e-07, 5.34775e-07, 2.46676e-06, 5.34908e-07, 4.95052e-07, 4.76264e-07, 2.79869e-06, 6.77709e-05, 4.74874e-07, 1.50113e-05, 4.7487e-07, 4.7487e-07, 7.21827e-07
