   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_135.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00249528, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00536903, 0, 1.27644e-19, 0, 1.41421, -1.27644e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.26062e-22, 0, 0, 3.28176e-24, 5.67755e-23, 0, 1.27258e-19, 0, 0
0.0132333, 0, 2.5884e-19, 0, 1.41421, -2.5884e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.61193e-22, 0, 0, 6.74367e-24, 1.17093e-22, 0, 2.58055e-19, 0, 0
0.0210977, 0, 5.19437e-19, 0, 1.41421, -5.19437e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32686e-21, 0, 0, 1.37163e-23, 2.39007e-22, 0, 5.17858e-19, 0, 0
0.028962, 0, 1.03194e-18, 0, 1.41421, -1.03194e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.636e-21, 0, 0, 2.76236e-23, 4.83028e-22, 0, 1.0288e-18, 0, 0
0.0368263, 0, 2.03015e-18, 0, 1.41421, -2.03015e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.18579e-21, 0, 0, 5.51015e-23, 9.66856e-22, 0, 2.02394e-18, 0, 0
0.0446906, 0, 4.0338e-18, 0, 1.41421, -4.0338e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03038e-20, 0, 0, 1.1153e-22, 1.96607e-21, 0, 4.02142e-18, 0, 0
0.0525549, 0, 7.77274e-18, 0, 1.41421, -7.77274e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.98542e-20, 0, 0, 2.17948e-22, 3.85547e-21, 0, 7.74881e-18, 0, 0
0.0604192, 0, 1.48455e-17, 0, 1.41421, -1.48455e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.792e-20, 0, 0, 4.2226e-22, 7.4963e-21, 0, 1.47997e-17, 0, 0
0.0682835, 0, 2.81103e-17, 0, 1.41421, -2.81103e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.18017e-20, 0, 0, 8.11264e-22, 1.44548e-20, 0, 2.80233e-17, 0, 0
0.0761479, 0, 5.27788e-17, 0, 1.41421, -5.27788e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34811e-19, 0, 0, 1.54589e-21, 2.76479e-20, 0, 5.26148e-17, 0, 0
0.0840122, 0, 9.82762e-17, 0, 1.41421, -9.82762e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5102e-19, 0, 0, 2.92216e-21, 5.24665e-20, 0, 9.79698e-17, 0, 0
0.0918765, 0, 1.81507e-16, 0, 1.41421, -1.81507e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.63607e-19, 0, 0, 5.48032e-21, 9.87984e-20, 0, 1.80939e-16, 0, 0
0.0997408, 0, 3.32551e-16, 0, 1.41421, -3.32551e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.49393e-19, 0, 0, 1.01988e-20, 1.84647e-19, 0, 3.31507e-16, 0, 0
0.107605, 0, 6.04498e-16, 0, 1.41421, -6.04498e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.54397e-18, 0, 0, 1.88361e-20, 3.42554e-19, 0, 6.02593e-16, 0, 0
0.115469, 0, 1.09032e-15, 0, 1.41421, -1.09032e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.78479e-18, 0, 0, 3.45293e-20, 6.3092e-19, 0, 1.08687e-15, 0, 0
0.123334, 0, 1.95156e-15, 0, 1.41421, -1.95156e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.98442e-18, 0, 0, 6.28332e-20, 1.15383e-18, 0, 1.94536e-15, 0, 0
0.131198, 0, 3.46674e-15, 0, 1.41421, -3.46674e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.85418e-18, 0, 0, 1.13512e-19, 2.09552e-18, 0, 3.45567e-15, 0, 0
0.139062, 0, 6.1124e-15, 0, 1.41421, -6.1124e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56111e-17, 0, 0, 2.03607e-19, 3.77988e-18, 0, 6.0928e-15, 0, 0
0.146927, 0, 1.06977e-14, 0, 1.41421, -1.06977e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.73214e-17, 0, 0, 3.6265e-19, 6.7726e-18, 0, 1.06632e-14, 0, 0
0.154791, 0, 1.85861e-14, 0, 1.41421, -1.85861e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.74674e-17, 0, 0, 6.41463e-19, 1.20552e-17, 0, 1.85259e-14, 0, 0
0.162655, 0, 3.20582e-14, 0, 1.41421, -3.20582e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.1873e-17, 0, 0, 1.1269e-18, 2.13197e-17, 0, 3.19539e-14, 0, 0
0.17052, 0, 5.48999e-14, 0, 1.41421, -5.48999e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40206e-16, 0, 0, 1.96638e-18, 3.74649e-17, 0, 5.47202e-14, 0, 0
0.178384, 0, 9.3349e-14, 0, 1.41421, -9.3349e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.38396e-16, 0, 0, 3.40847e-18, 6.54252e-17, 0, 9.30418e-14, 0, 0
0.186248, 0, 1.57609e-13, 0, 1.41421, -1.57609e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.025e-16, 0, 0, 5.86949e-18, 1.1355e-16, 0, 1.57087e-13, 0, 0
0.194113, 0, 2.64245e-13, 0, 1.41421, -2.64245e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.7482e-16, 0, 0, 1.00423e-17, 1.95881e-16, 0, 2.63365e-13, 0, 0
0.201977, 0, 4.39956e-13, 0, 1.41421, -4.39956e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12354e-15, 0, 0, 1.70725e-17, 3.35915e-16, 0, 4.3848e-13, 0, 0
0.209841, 0, 7.27458e-13, 0, 1.41421, -7.27458e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.85775e-15, 0, 0, 2.88434e-17, 5.72697e-16, 0, 7.24998e-13, 0, 0
0.217706, 0, 1.19459e-12, 0, 1.41421, -1.19459e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.05071e-15, 0, 0, 4.84312e-17, 9.70784e-16, 0, 1.19052e-12, 0, 0
0.22557, 0, 1.94833e-12, 0, 1.41421, -1.94833e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.97567e-15, 0, 0, 8.0833e-17, 1.63632e-15, 0, 1.94164e-12, 0, 0
0.233434, 0, 3.15612e-12, 0, 1.41421, -3.15612e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.06036e-15, 0, 0, 1.34124e-16, 2.74291e-15, 0, 3.14518e-12, 0, 0
0.241298, 0, 5.07818e-12, 0, 1.41421, -5.07818e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29696e-14, 0, 0, 2.21279e-16, 4.57299e-15, 0, 5.06041e-12, 0, 0
0.249163, 0, 8.11596e-12, 0, 1.41421, -8.11596e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.07294e-14, 0, 0, 3.63052e-16, 7.58384e-15, 0, 8.08729e-12, 0, 0
0.257027, 0, 1.28844e-11, 0, 1.41421, -1.28844e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.29115e-14, 0, 0, 5.92482e-16, 1.25123e-14, 0, 1.28384e-11, 0, 0
0.264891, 0, 2.03186e-11, 0, 1.41421, -2.03186e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.1907e-14, 0, 0, 9.61952e-16, 2.05401e-14, 0, 2.02452e-11, 0, 0
0.272756, 0, 3.18303e-11, 0, 1.41421, -3.18303e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.13276e-14, 0, 0, 1.55421e-15, 3.3555e-14, 0, 3.17139e-11, 0, 0
0.28062, 0, 4.95357e-11, 0, 1.41421, -4.95357e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2659e-13, 0, 0, 2.49956e-15, 5.45594e-14, 0, 4.93521e-11, 0, 0
0.288484, 0, 7.65845e-11, 8.40779e-45, 1.41421, -7.65845e-11, 8.40779e-45, 0, 8.40779e-45, 8.40779e-45, 8.40779e-45, 8.40779e-45, 8.40779e-45, 8.40779e-45, 8.40779e-45, 8.40779e-45, 8.40779e-45, 8.40779e-45, 1.95761e-13, 8.40779e-45, 8.40779e-45, 4.00265e-15, 8.83125e-14, 8.40779e-45, 7.62964e-11, 8.40779e-45, 8.40779e-45
0.296349, 0, 1.1763e-10, 1.87774e-43, 1.41421, -1.1763e-10, 1.87774e-43, 0, 1.87774e-43, 1.87774e-43, 1.87774e-43, 1.87774e-43, 1.87774e-43, 1.87774e-43, 1.87774e-43, 1.87774e-43, 1.87774e-43, 1.87774e-43, 3.00772e-13, 1.87774e-43, 1.87774e-43, 6.38419e-15, 1.42331e-13, 1.87774e-43, 1.17181e-10, 1.87774e-43, 1.87774e-43
0.304213, 0, 1.79501e-10, 2.77877e-42, 1.41421, -1.79501e-10, 2.77877e-42, 0, 2.77877e-42, 2.77877e-42, 2.77877e-42, 2.77877e-42, 2.77877e-42, 2.77877e-42, 2.77877e-42, 2.77877e-42, 2.77877e-42, 2.77877e-42, 4.59144e-13, 2.77877e-42, 2.77877e-42, 1.0146e-14, 2.28454e-13, 2.77877e-42, 1.78803e-10, 2.77877e-42, 2.77877e-42
0.312077, 0, 2.72141e-10, 3.75884e-41, 1.41421, -2.72141e-10, 3.75884e-41, 0, 3.75884e-41, 3.75884e-41, 3.75884e-41, 3.75884e-41, 3.75884e-41, 3.75884e-41, 3.75884e-41, 3.75884e-41, 3.75884e-41, 3.75884e-41, 6.96435e-13, 3.75884e-41, 3.75884e-41, 1.60726e-14, 3.65268e-13, 3.75884e-41, 2.71063e-10, 3.75884e-41, 3.75884e-41
0.319942, 0, 4.09937e-10, 4.5649e-40, 1.41421, -4.09937e-10, 4.5649e-40, 0, 4.5649e-40, 4.5649e-40, 4.5649e-40, 4.5649e-40, 4.5649e-40, 4.5649e-40, 4.5649e-40, 4.5649e-40, 4.5649e-40, 4.5649e-40, 1.04967e-12, 4.5649e-40, 4.5649e-40, 2.53898e-14, 5.81902e-13, 4.5649e-40, 4.0828e-10, 4.5649e-40, 4.5649e-40
0.327806, 0, 6.13545e-10, 4.99456e-39, 1.41421, -6.13545e-10, 4.99456e-39, 0, 4.99456e-39, 4.99456e-39, 4.99456e-39, 4.99456e-39, 4.99456e-39, 4.99456e-39, 4.99456e-39, 4.99456e-39, 4.99456e-39, 4.99456e-39, 1.57211e-12, 4.99456e-39, 4.99456e-39, 4.00128e-14, 9.23891e-13, 4.99456e-39, 6.11009e-10, 4.99456e-39, 4.99456e-39
0.33567, 0, 9.12428e-10, 4.94476e-38, 1.41421, -9.12428e-10, 4.94476e-38, 0, 4.94476e-38, 4.94476e-38, 4.94476e-38, 4.94476e-38, 4.94476e-38, 4.94476e-38, 4.94476e-38, 4.94476e-38, 4.94476e-38, 4.94476e-38, 2.33991e-12, 4.94476e-38, 4.94476e-38, 6.29357e-14, 1.46231e-12, 4.94476e-38, 9.08563e-10, 4.94476e-38, 4.94476e-38
0.343535, 0, 1.3483e-09, 4.45227e-37, 1.41421, -1.3483e-09, 4.45227e-37, 0, 4.45227e-37, 4.45227e-37, 4.45227e-37, 4.45227e-37, 4.45227e-37, 4.45227e-37, 4.45227e-37, 4.45227e-37, 4.45227e-37, 4.45227e-37, 3.46117e-12, 4.45227e-37, 4.45227e-37, 9.88415e-14, 2.30792e-12, 4.45227e-37, 1.34243e-09, 4.45227e-37, 4.45227e-37
0.351399, 0, 1.97982e-09, 3.66568e-36, 1.41421, -1.97982e-09, 3.66568e-36, 0, 3.66568e-36, 3.66568e-36, 3.66568e-36, 3.66568e-36, 3.66568e-36, 3.66568e-36, 3.66568e-36, 3.66568e-36, 3.66568e-36, 3.66568e-36, 5.08841e-12, 3.66568e-36, 3.66568e-36, 1.55061e-13, 3.6331e-12, 3.66568e-36, 1.97095e-09, 3.66568e-36, 3.66568e-36
0.359263, 0, 2.8889e-09, 2.77288e-35, 1.41421, -2.8889e-09, 2.77288e-35, 0, 2.77288e-35, 2.77288e-35, 2.77288e-35, 2.77288e-35, 2.77288e-35, 2.77288e-35, 2.77288e-35, 2.77288e-35, 2.77288e-35, 2.77288e-35, 7.43541e-12, 2.77288e-35, 2.77288e-35, 2.43081e-13, 5.70588e-12, 2.77288e-35, 2.87552e-09, 2.77288e-35, 2.77288e-35
0.367128, 0, 4.18913e-09, 1.92949e-34, 1.41421, -4.18913e-09, 1.92949e-34, 0, 1.92949e-34, 1.92949e-34, 1.92949e-34, 1.92949e-34, 1.92949e-34, 1.92949e-34, 1.92949e-34, 1.92949e-34, 1.92949e-34, 1.92949e-34, 1.07999e-11, 1.92949e-34, 1.92949e-34, 3.80908e-13, 8.94245e-12, 1.92949e-34, 4.169e-09, 1.92949e-34, 1.92949e-34
0.374992, 0, 6.0369e-09, 1.31487e-33, 1.41421, -6.0369e-09, 1.31487e-33, 0, 1.31487e-33, 1.31487e-33, 1.31487e-33, 1.31487e-33, 1.31487e-33, 1.31487e-33, 1.31487e-33, 1.31487e-33, 1.31487e-33, 1.31487e-33, 1.55943e-11, 1.31487e-33, 1.31487e-33, 5.96785e-13, 1.39884e-11, 1.31487e-33, 6.00672e-09, 1.31487e-33, 1.31487e-33
0.382856, 0, 8.64623e-09, 8.65193e-33, 1.41421, -8.64623e-09, 8.65193e-33, 0, 8.65193e-33, 8.65193e-33, 8.65193e-33, 8.65193e-33, 8.65193e-33, 8.65193e-33, 8.65193e-33, 8.65193e-33, 8.65193e-33, 8.65193e-33, 2.23857e-11, 8.65193e-33, 8.65193e-33, 9.35014e-13, 2.1844e-11, 8.65193e-33, 8.60106e-09, 8.65193e-33, 8.65193e-33
0.39072, 0, 1.23078e-08, 5.34945e-32, 1.41421, -1.23078e-08, 5.34945e-32, 0, 5.34945e-32, 5.34945e-32, 5.34945e-32, 5.34945e-32, 5.34945e-32, 5.34945e-32, 5.34945e-32, 5.34945e-32, 5.34945e-32, 5.34945e-32, 3.19504e-11, 5.34945e-32, 5.34945e-32, 1.46504e-12, 3.40569e-11, 5.34945e-32, 1.22403e-08, 5.34945e-32, 5.34945e-32
0.398585, 0, 1.74139e-08, 3.09211e-31, 1.41421, -1.74139e-08, 3.09211e-31, 0, 3.09211e-31, 3.09211e-31, 3.09211e-31, 3.09211e-31, 3.09211e-31, 3.09211e-31, 3.09211e-31, 3.09211e-31, 3.09211e-31, 3.09211e-31, 4.53444e-11, 3.09211e-31, 3.09211e-31, 2.29564e-12, 5.3017e-11, 3.09211e-31, 1.73132e-08, 3.09211e-31, 3.09211e-31
0.406449, 0, 2.44903e-08, 1.67246e-30, 1.41421, -2.44903e-08, 1.67246e-30, 0, 1.67246e-30, 1.67246e-30, 1.67246e-30, 1.67246e-30, 1.67246e-30, 1.67246e-30, 1.67246e-30, 1.67246e-30, 1.67246e-30, 1.67246e-30, 6.39959e-11, 1.67246e-30, 1.67246e-30, 3.59685e-12, 8.24073e-11, 1.67246e-30, 2.43403e-08, 1.67246e-30, 1.67246e-30
0.414313, 0, 3.42374e-08, 8.48795e-30, 1.41421, -3.42374e-08, 8.48795e-30, 0, 8.48795e-30, 8.48795e-30, 8.48795e-30, 8.48795e-30, 8.48795e-30, 8.48795e-30, 8.48795e-30, 8.48795e-30, 8.48795e-30, 8.48795e-30, 8.98267e-11, 8.48795e-30, 8.48795e-30, 5.63393e-12, 1.27888e-10, 8.48795e-30, 3.40141e-08, 8.48795e-30, 8.48795e-30
0.422178, 0, 4.7582e-08, 4.05468e-29, 1.41421, -4.7582e-08, 4.05468e-29, 0, 4.05468e-29, 4.05468e-29, 4.05468e-29, 4.05468e-29, 4.05468e-29, 4.05468e-29, 4.05468e-29, 4.05468e-29, 4.05468e-29, 4.05468e-29, 1.2541e-10, 4.05468e-29, 4.05468e-29, 8.81949e-12, 1.98133e-10, 4.05468e-29, 4.72497e-08, 4.05468e-29, 4.05468e-29
