   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_138.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00122717, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00663001, 0, 5.25177e-19, 0, 1.41421, -5.25177e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62473e-21, 0, 0, 1.39351e-23, 2.16827e-21, 0, 5.2137e-19, 0, 0
0.0144872, 0, 1.02502e-18, 0, 1.41421, -1.02502e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.17084e-21, 0, 0, 2.75942e-23, 4.30912e-21, 0, 1.01751e-18, 0, 0
0.0223444, 0, 1.98217e-18, 0, 1.41421, -1.98217e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.13126e-21, 0, 0, 5.41477e-23, 8.48538e-21, 0, 1.9675e-18, 0, 0
0.0302016, 0, 3.79881e-18, 0, 1.41421, -3.79881e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17495e-20, 0, 0, 1.0532e-22, 1.65614e-20, 0, 3.7704e-18, 0, 0
0.0380587, 0, 7.21693e-18, 0, 1.41421, -7.21693e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23198e-20, 0, 0, 2.03103e-22, 3.20471e-20, 0, 7.16236e-18, 0, 0
0.0459159, 0, 1.35941e-17, 0, 1.41421, -1.35941e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.20389e-20, 0, 0, 3.88414e-22, 6.14978e-20, 0, 1.34902e-17, 0, 0
0.0537731, 0, 2.57474e-17, 0, 1.41421, -2.57474e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.96136e-20, 0, 0, 7.50031e-22, 1.19297e-19, 0, 2.55478e-17, 0, 0
0.0616303, 0, 4.76357e-17, 0, 1.41421, -4.76357e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47281e-19, 0, 0, 1.40908e-21, 2.24927e-19, 0, 4.72621e-17, 0, 0
0.0694875, 0, 8.74414e-17, 0, 1.41421, -8.74414e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.70328e-19, 0, 0, 2.6271e-21, 4.20909e-19, 0, 8.67475e-17, 0, 0
0.0773446, 0, 1.59276e-16, 0, 1.41421, -1.59276e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.92359e-19, 0, 0, 4.8614e-21, 7.81893e-19, 0, 1.57997e-16, 0, 0
0.0852018, 0, 2.87928e-16, 0, 1.41421, -2.87928e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.89963e-19, 0, 0, 8.93002e-21, 1.44208e-18, 0, 2.85587e-16, 0, 0
0.093059, 0, 5.16621e-16, 0, 1.41421, -5.16621e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59667e-18, 0, 0, 1.62856e-20, 2.64109e-18, 0, 5.12367e-16, 0, 0
0.100916, 0, 9.20155e-16, 0, 1.41421, -9.20155e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.84352e-18, 0, 0, 2.94896e-20, 4.8039e-18, 0, 9.12478e-16, 0, 0
0.108773, 0, 1.62702e-15, 0, 1.41421, -1.62702e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.02735e-18, 0, 0, 5.30263e-20, 8.67918e-18, 0, 1.61326e-15, 0, 0
