   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_322.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
1.8556, 16.7489, 9.21873, 1.03342, 4.33, 7.53015, 1.04107, 0.00120753, 1.04497, 1.12482, 1.03734, 1.10404, 1.04771, 1.03376, 1.11391, 1.0699, 8.89834, 1.03342, 1.03342, 1.03342, 1.03343, 1.03714, 1.03342, 1.03342
1.86346, 13.5291, 7.63232, 1.07809, 3.9407, 5.8968, 1.08585, 0.00109914, 1.09008, 1.17246, 1.08212, 1.15057, 1.09268, 1.07843, 1.16464, 1.1268, 7.28775, 1.07809, 1.07809, 1.07809, 1.07809, 1.08186, 1.07809, 1.07809
1.87133, 10.8345, 6.36885, 1.12453, 3.58253, 4.46565, 1.1324, 0.000991526, 1.13694, 1.22171, 1.12867, 1.19878, 1.1394, 1.12488, 1.21738, 1.18986, 5.99582, 1.12453, 1.12453, 1.12453, 1.12453, 1.12835, 1.12453, 1.12453
1.8792, 6.1607, 5.38106, 1.17285, 2.85669, 0.779644, 1.18082, 0.000886261, 1.18565, 1.27262, 1.17709, 1.24873, 1.18798, 1.1732, 1.2722, 1.26027, 4.97428, 1.17285, 1.17285, 1.17285, 1.17285, 1.17672, 1.17285, 1.17285
1.88707, 5.21252, 4.62384, 1.22312, 2.68561, 0.588684, 1.23119, 0.000784804, 1.23627, 1.32524, 1.22745, 1.30047, 1.23849, 1.22348, 1.32918, 1.33929, 4.17695, 1.22312, 1.22312, 1.22312, 1.22312, 1.22705, 1.22312, 1.22312
1.89493, 5.99275, 4.05649, 1.27541, 2.82715, 1.93626, 1.28357, 0.00068843, 1.28887, 1.3796, 1.27983, 1.35407, 1.29099, 1.27577, 1.38838, 1.42811, 3.56205, 1.27541, 1.27541, 1.27541, 1.27542, 1.27939, 1.27541, 1.27541
1.9028, 6.59542, 3.64391, 1.32976, 2.93179, 2.9515, 1.33799, 0.00059818, 1.34348, 1.43575, 1.33424, 1.40955, 1.34553, 1.33013, 1.44981, 1.52779, 3.09346, 1.32976, 1.32976, 1.32976, 1.32976, 1.33379, 1.32976, 1.32976
1.91067, 4.58942, 3.35681, 1.38619, 2.56699, 1.23261, 1.39448, 0.000514835, 1.40014, 1.4937, 1.39073, 1.46694, 1.40211, 1.38656, 1.5135, 1.63911, 2.74114, 1.38619, 1.38619, 1.38619, 1.38619, 1.39027, 1.38619, 1.38619
1.91854, 2.19566, 3.17119, 1.44468, 2.04833, -0.975535, 1.45303, 0.00043891, 1.45883, 1.55347, 1.44927, 1.52625, 1.46074, 1.44507, 1.57943, 1.76241, 2.48073, 1.44468, 1.44468, 1.44468, 1.44469, 1.44882, 1.44468, 1.44468
1.92641, 2.99517, 3.06756, 1.50526, 2.23499, -0.0723839, 1.51365, 0.000370648, 1.51955, 1.61508, 1.50989, 1.58747, 1.52141, 1.50565, 1.64761, 1.89747, 2.29289, 1.50526, 1.50526, 1.50526, 1.50526, 1.50944, 1.50526, 1.50526
1.93427, 6.80917, 3.02991, 1.56788, 2.96802, 3.77926, 1.5763, 0.000310061, 1.5823, 1.67853, 1.57254, 1.65062, 1.58412, 1.56828, 1.718, 2.04338, 2.16248, 1.56788, 1.56788, 1.56788, 1.56788, 1.57212, 1.56788, 1.56788
1.94214, 1.18119, 3.04482, 1.63252, 1.78359, -1.86363, 1.64097, 0.000256948, 1.64704, 1.74383, 1.63721, 1.71568, 1.64883, 1.63294, 1.79058, 2.19847, 2.07766, 1.63252, 1.63252, 1.63252, 1.63252, 1.63683, 1.63252, 1.63252
1.95001, 3.40699, 3.10068, 1.69917, 2.32529, 0.306314, 1.70764, 0.000210948, 1.71376, 1.81098, 1.70387, 1.78264, 1.71553, 1.6996, 1.86531, 2.36027, 2.02919, 1.69917, 1.69917, 1.69917, 1.69917, 1.70354, 1.69917, 1.69917
1.95788, 2.99758, 3.1871, 1.76778, 2.23553, -0.18952, 1.77628, 0.000171568, 1.78243, 1.87998, 1.77251, 1.85151, 1.78419, 1.76824, 1.94217, 2.52563, 2.00979, 1.76778, 1.76778, 1.76778, 1.76779, 1.77223, 1.76778, 1.76778
1.96574, 1.9976, 3.29463, 1.83835, 1.9994, -1.29703, 1.84685, 0.000138239, 1.85304, 1.95084, 1.84308, 1.92225, 1.85478, 1.83883, 2.02113, 2.69079, 2.01366, 1.83835, 1.83835, 1.83835, 1.83835, 1.84288, 1.83835, 1.83835
1.97361, 6.15952, 3.41461, 1.91084, 2.85649, 2.74491, 1.91936, 0.000110342, 1.92557, 2.02354, 1.91559, 1.99488, 1.9273, 1.91135, 2.10217, 2.85166, 2.03619, 1.91084, 1.91084, 1.91084, 1.91084, 1.91546, 1.91084, 1.91084
1.98148, 5.25712, 3.5392, 1.98525, 2.6939, 1.71792, 1.99376, 8.72433e-05, 1.99999, 2.09809, 1.98999, 2.06937, 2.00171, 1.98578, 2.18527, 3.0041, 2.07361, 1.98525, 1.98525, 1.98525, 1.98525, 1.98997, 1.98525, 1.98525
1.98935, 4.88064, 3.66155, 2.06154, 2.6231, 1.21909, 2.07007, 6.83221e-05, 2.0763, 2.17449, 2.06629, 2.14574, 2.07802, 2.06211, 2.27041, 3.14423, 2.12293, 2.06154, 2.06154, 2.06154, 2.06154, 2.0664, 2.06154, 2.06154
1.99721, 8.84052, 3.77599, 2.13972, 3.29249, 5.06453, 2.14825, 5.2987e-05, 2.15449, 2.25274, 2.14447, 2.22396, 2.15621, 2.14032, 2.35759, 3.26874, 2.18172, 2.13972, 2.13972, 2.13972, 2.13972, 2.14472, 2.13972, 2.13972
2.00508, 3.27884, 3.87822, 2.21977, 2.29757, -0.599385, 2.2283, 4.06891e-05, 2.23455, 2.33284, 2.22453, 2.30404, 2.23626, 2.22041, 2.44678, 3.37523, 2.24805, 2.21977, 2.21977, 2.21977, 2.21977, 2.22494, 2.21977, 2.21977
2.01295, 3, 3.96545, 2.30169, 2.23607, -0.965448, 2.31022, 3.09314e-05, 2.31647, 2.41479, 2.30644, 2.38598, 2.31818, 2.30238, 2.538, 3.46239, 2.32042, 2.30169, 2.30169, 2.30169, 2.30169, 2.30705, 2.30169, 2.30169
2.02082, 5.83247, 4.03644, 2.38546, 2.79866, 1.79603, 2.39399, 2.32722e-05, 2.40024, 2.49858, 2.39022, 2.46976, 2.40196, 2.3862, 2.63126, 3.53011, 2.39767, 2.38546, 2.38546, 2.38546, 2.38546, 2.39104, 2.38546, 2.38546
2.02869, 4.73159, 4.09147, 2.47108, 2.59453, 0.640122, 2.47961, 1.73253e-05, 2.48587, 2.58421, 2.47584, 2.55539, 2.48758, 2.47187, 2.72659, 3.57949, 2.47891, 2.47108, 2.47108, 2.47108, 2.47108, 2.47691, 2.47108, 2.47108
2.03655, 5.12092, 4.1322, 2.55855, 2.66851, 0.988724, 2.56708, 1.2759e-05, 2.57333, 2.67169, 2.5633, 2.64286, 2.57505, 2.5594, 2.82406, 3.61274, 2.56348, 2.55855, 2.55855, 2.55855, 2.55855, 2.56465, 2.55855, 2.55855
2.04442, 4.43351, 4.16139, 2.64785, 2.53644, 0.272119, 2.65638, 9.29246e-06, 2.66264, 2.76099, 2.6526, 2.73217, 2.66435, 2.64876, 2.92382, 3.63297, 2.6509, 2.64785, 2.64785, 2.64785, 2.64785, 2.65427, 2.64785, 2.64785
2.05229, 0.881509, 4.18267, 2.73897, 1.6975, -3.30116, 2.74751, 6.69119e-06, 2.75377, 2.85213, 2.74373, 2.8233, 2.75548, 2.73996, 3.02609, 3.64388, 2.74084, 2.73897, 2.73897, 2.73897, 2.73898, 2.74575, 2.73897, 2.73897
2.06016, 5.10892, 4.20025, 2.83193, 2.66626, 0.908671, 2.84046, 4.76227e-06, 2.84672, 2.94508, 2.83669, 2.91625, 2.84843, 2.83298, 3.13132, 3.64947, 2.83304, 2.83193, 2.83193, 2.83193, 2.83193, 2.83908, 2.83193, 2.83193
2.06802, 3.9951, 4.21866, 2.92669, 2.44849, -0.223565, 2.93522, 3.34935e-06, 2.94148, 3.03984, 2.93144, 3.01101, 2.94319, 2.92781, 3.24021, 3.65372, 2.92734, 2.92669, 2.92669, 2.92669, 2.92669, 2.93426, 2.92669, 2.92669
2.07589, 2.99511, 4.24265, 3.02324, 2.23497, -1.24754, 3.03178, 2.32721e-06, 3.03803, 3.1364, 3.028, 3.10757, 3.03974, 3.02445, 3.35395, 3.66026, 3.02362, 3.02324, 3.02324, 3.02324, 3.02324, 3.03127, 3.02324, 3.02324
2.08376, 8.44808, 4.27717, 3.12159, 3.23235, 4.17091, 3.13014, 1.59706e-06, 3.13638, 3.23475, 3.12635, 3.20592, 3.13809, 3.12288, 3.47444, 3.67222, 3.12181, 3.12159, 3.12159, 3.12159, 3.12159, 3.13011, 3.12159, 3.12159
2.09163, 5.72146, 4.32755, 3.22172, 2.77875, 1.39391, 3.23027, 1.08228e-06, 3.23651, 3.33488, 3.22648, 3.30605, 3.23822, 3.22309, 3.60464, 3.69201, 3.22184, 3.22172, 3.22172, 3.22172, 3.22172, 3.23077, 3.22172, 3.22172
2.0995, 5.27369, 4.39995, 3.32361, 2.69698, 0.873736, 3.33217, 7.24104e-07, 3.33841, 3.43677, 3.32837, 3.40794, 3.34012, 3.32508, 3.74904, 3.7213, 3.32368, 3.32361, 3.32361, 3.32361, 3.32362, 3.33323, 3.32361, 3.32361
2.10736, 1.9976, 4.50193, 3.42726, 1.9994, -2.50432, 3.43583, 4.78215e-07, 3.44205, 3.54042, 3.43202, 3.51159, 3.44376, 3.42882, 3.91428, 3.761, 3.4273, 3.42726, 3.42726, 3.42726, 3.42726, 3.43748, 3.42726, 3.42726
2.11523, 5.61022, 4.64329, 3.53265, 2.75866, 0.966936, 3.54124, 3.11699e-07, 3.54745, 3.64581, 3.53741, 3.61698, 3.54916, 3.53431, 4.10993, 3.81137, 3.53267, 3.53265, 3.53265, 3.53265, 3.53266, 3.54351, 3.53265, 3.53265
2.1231, 3.92013, 4.83713, 3.63977, 2.43313, -0.916999, 3.64838, 2.00484e-07, 3.65457, 3.75293, 3.64453, 3.7241, 3.65628, 3.64152, 4.34938, 3.8721, 3.63978, 3.63977, 3.63977, 3.63977, 3.63978, 3.65131, 3.63977, 3.63977
2.13097, 1.99511, 5.10098, 3.74862, 1.99878, -3.10587, 3.75725, 1.2723e-07, 3.76341, 3.86177, 3.75338, 3.83294, 3.76512, 3.75047, 4.65084, 3.94247, 3.74862, 3.74862, 3.74862, 3.74862, 3.74862, 3.76087, 3.74862, 3.74862
2.13883, 1.99517, 5.45787, 3.85915, 1.99879, -3.46271, 3.86783, 7.96588e-08, 3.87394, 3.97231, 3.86391, 3.94348, 3.87565, 3.86111, 5.03832, 4.0215, 3.85916, 3.85915, 3.85915, 3.85915, 3.85915, 3.87218, 3.85915, 3.85915
2.1467, 4.57904, 5.93749, 3.97138, 2.56496, -1.35845, 3.98012, 4.91986e-08, 3.98618, 4.08454, 3.97614, 4.05571, 3.98789, 3.97345, 5.54255, 4.10812, 3.97139, 3.97138, 3.97138, 3.97138, 3.97139, 3.98524, 3.97138, 3.97138
2.15457, 4.41133, 6.57671, 4.0853, 2.53206, -2.16538, 4.0941, 2.99717e-08, 4.10009, 4.19845, 4.09005, 4.16962, 4.1018, 4.08747, 6.2015, 4.20121, 4.0853, 4.0853, 4.0853, 4.0853, 4.0853, 4.10006, 4.0853, 4.0853
2.16244, 5.51828, 7.41967, 4.20086, 2.74195, -1.90139, 4.20977, 1.80089e-08, 4.21566, 4.31402, 4.20562, 4.28519, 4.21736, 4.20316, 7.06028, 4.29975, 4.20086, 4.20086, 4.20086, 4.20086, 4.20086, 4.21664, 4.20086, 4.20086
2.1703, 16.2412, 8.5171, 4.31808, 4.27097, 7.72407, 4.3271, 1.06721e-08, 4.33287, 4.43123, 4.32284, 4.4024, 4.33458, 4.32049, 8.17045, 4.40284, 4.31808, 4.31808, 4.31808, 4.31808, 4.31808, 4.33499, 4.31808, 4.31808
2.17817, 21.4815, 9.9244, 4.43692, 4.84577, 11.5571, 4.44609, 6.23685e-09, 4.45171, 4.55008, 4.44168, 4.52125, 4.45342, 4.43945, 9.58807, 4.50978, 4.43692, 4.43692, 4.43692, 4.43692, 4.43692, 4.45516, 4.43692, 4.43692
2.18604, 11.835, 11.6985, 4.55738, 3.71954, 0.136444, 4.56673, 3.59429e-09, 4.57217, 4.67054, 4.56214, 4.64171, 4.57388, 4.56003, 11.3706, 4.61999, 4.55738, 4.55738, 4.55738, 4.55738, 4.55738, 4.57718, 4.55738, 4.55738
2.19391, 20.1151, 13.8935, 4.67943, 4.70267, 6.22157, 4.68901, 2.04248e-09, 4.69422, 4.79259, 4.68419, 4.76376, 4.69593, 4.68221, 13.5723, 4.73307, 4.67943, 4.67943, 4.67943, 4.67943, 4.67943, 4.70113, 4.67943, 4.67943
2.20178, 30.4452, 16.5547, 4.80306, 5.69607, 13.8905, 4.8129, 1.14443e-09, 4.81785, 4.91621, 4.80782, 4.88738, 4.81956, 4.80597, 16.2387, 4.84874, 4.80306, 4.80306, 4.80306, 4.80306, 4.80306, 4.82709, 4.80306, 4.80306
2.20964, 23.4163, 19.7123, 4.92824, 5.04146, 3.70397, 4.93841, 6.32217e-10, 4.94304, 5.0414, 4.933, 5.01257, 4.94475, 4.93128, 19.4001, 4.96683, 4.92824, 4.92824, 4.92824, 4.92824, 4.92825, 4.95519, 4.92824, 4.92824
2.21751, 25.5142, 23.3746, 5.05497, 5.2454, 2.13957, 5.06551, 3.44313e-10, 5.06976, 5.16813, 5.05973, 5.1393, 5.07147, 5.05814, 23.0645, 5.08723, 5.05497, 5.05497, 5.05497, 5.05497, 5.05497, 5.08557, 5.05497, 5.05497
2.22538, 32.4734, 27.5205, 5.18321, 5.8714, 4.95282, 5.19418, 1.8485e-10, 5.198, 5.29637, 5.18797, 5.26754, 5.19971, 5.18652, 27.2109, 5.20985, 5.18321, 5.18321, 5.18321, 5.18321, 5.18321, 5.21842, 5.18321, 5.18321
2.23325, 36.4406, 32.0953, 5.31294, 6.20005, 4.3453, 5.32441, 9.78202e-11, 5.32773, 5.4261, 5.3177, 5.39726, 5.32944, 5.31638, 31.7842, 5.33465, 5.31294, 5.31294, 5.31294, 5.31294, 5.31294, 5.35392, 5.31294, 5.31294
2.24111, 43.4388, 37.0077, 5.44415, 6.74083, 6.43113, 5.45618, 5.09939e-11, 5.45894, 5.5573, 5.44891, 5.52847, 5.46065, 5.44773, 36.6929, 5.46158, 5.44415, 5.44415, 5.44415, 5.44415, 5.44415, 5.49233, 5.44415, 5.44415
2.24898, 45.9273, 42.1284, 5.5768, 6.92295, 3.79884, 5.58947, 2.61634e-11, 5.59159, 5.68996, 5.58156, 5.66113, 5.5933, 5.58053, 41.8076, 5.5906, 5.5768, 5.5768, 5.5768, 5.5768, 5.5768, 5.63385, 5.5768, 5.5768
2.25685, 49.4329, 47.2957, 5.71088, 7.17167, 2.13717, 5.72425, 1.31897e-11, 5.72567, 5.82404, 5.71564, 5.79521, 5.72738, 5.71476, 46.9664, 5.72162, 5.71088, 5.71088, 5.71088, 5.71088, 5.71088, 5.77871, 5.71088, 5.71088
2.26472, 49.929, 52.3219, 5.84636, 7.20618, -2.39286, 5.8605, 6.51064e-12, 5.86115, 5.95952, 5.85112, 5.93069, 5.86286, 5.85038, 51.9812, 5.85459, 5.84636, 5.84636, 5.84636, 5.84636, 5.84636, 5.92709, 5.84636, 5.84636
2.27258, 64.378, 57.0047, 5.98321, 8.14727, 7.37328, 5.9982, 3.12994e-12, 5.998, 6.09637, 5.98797, 6.06754, 5.99971, 5.98738, 56.6499, 5.98941, 5.98321, 5.98321, 5.98321, 5.98321, 5.98321, 6.07912, 5.98321, 5.98321
2.28045, 59.9959, 61.141, 6.12141, 7.87374, -1.14517, 6.13731, 1.45772e-12, 6.1362, 6.23456, 6.12617, 6.20573, 6.13791, 6.12573, 60.7693, 6.12601, 6.12141, 6.12141, 6.12141, 6.12141, 6.12141, 6.23481, 6.12141, 6.12141
2.28832, 60.3548, 64.5422, 6.26092, 7.89651, -4.18742, 6.27782, 6.50536e-13, 6.27572, 6.37408, 6.26568, 6.34525, 6.27743, 6.2654, 64.1508, 6.26428, 6.26092, 6.26092, 6.26092, 6.26092, 6.26093, 6.3941, 6.26092, 6.26092
2.29619, 56.4745, 67.0489, 6.40172, 7.64686, -10.5744, 6.41967, 2.74838e-13, 6.41651, 6.51488, 6.40648, 6.48605, 6.41822, 6.40635, 66.6353, 6.40412, 6.40172, 6.40172, 6.40172, 6.40172, 6.40172, 6.55675, 6.40172, 6.40172
2.30406, 60.2853, 68.5448, 6.54377, 7.8921, -8.25953, 6.56285, 1.08266e-13, 6.55856, 6.65693, 6.54853, 6.6281, 6.56027, 6.54856, 68.1071, 6.54547, 6.54377, 6.54377, 6.54377, 6.54377, 6.54377, 6.72237, 6.54377, 6.54377
2.31192, 61.0939, 68.9662, 6.68703, 7.94317, -7.87235, 6.7073, 4.03864e-14, 6.70182, 6.80018, 6.69179, 6.77135, 6.70353, 6.69197, 68.5029, 6.6882, 6.68703, 6.68703, 6.68703, 6.68703, 6.68703, 6.89043, 6.68703, 6.68703
2.31979, 63.3033, 68.3078, 6.83145, 8.08105, -5.00447, 6.85298, 1.38525e-14, 6.84624, 6.94461, 6.83621, 6.91578, 6.84795, 6.83656, 67.818, 6.83225, 6.83145, 6.83145, 6.83145, 6.83145, 6.83145, 7.06024, 6.83145, 6.83145
2.32766, 70.9724, 66.6227, 6.97699, 8.54239, 4.34975, 6.99984, 4.30975e-15, 6.99179, 7.09015, 6.98175, 7.06132, 6.99349, 6.98227, 66.1065, 6.97753, 6.97699, 6.97699, 6.97699, 6.97699, 6.97699, 7.23099, 6.97699, 6.97699
2.33553, 59.9242, 64.0176, 7.1236, 7.86919, -4.09344, 7.14782, 1.19205e-15, 7.1384, 7.23676, 7.12836, 7.20793, 7.14011, 7.12905, 63.4759, 7.12396, 7.1236, 7.1236, 7.1236, 7.1236, 7.12361, 7.4018, 7.1236, 7.1236
2.34339, 50.7132, 60.6437, 7.27122, 7.26038, -9.9305, 7.29686, 2.81243e-16, 7.28601, 7.38437, 7.27598, 7.35554, 7.28772, 7.27684, 60.0781, 7.27145, 7.27122, 7.27122, 7.27122, 7.27122, 7.27122, 7.57175, 7.27122, 7.27122
2.35126, 54.0839, 56.6832, 7.41977, 7.48892, -2.59924, 7.4469, 6.58524e-17, 7.43457, 7.53293, 7.42453, 7.5041, 7.43628, 7.42559, 56.0963, 7.41992, 7.41977, 7.41977, 7.41977, 7.41977, 7.41978, 7.73997, 7.41977, 7.41977
2.35913, 54.8803, 52.3356, 7.56918, 7.5419, 2.54472, 7.59785, 1.38434e-17, 7.58397, 7.68234, 7.57394, 7.65351, 7.58568, 7.57521, 51.7308, 7.56927, 7.56918, 7.56918, 7.56918, 7.56918, 7.56918, 7.90566, 7.56918, 7.56918
2.367, 42.647, 47.8014, 7.71938, 6.68184, -5.15441, 7.74963, 2.59499e-18, 7.73417, 7.83254, 7.72414, 7.80371, 7.73588, 7.72566, 47.1825, 7.71944, 7.71938, 7.71938, 7.71938, 7.71938, 7.71938, 8.0682, 7.71938, 7.71938
2.37486, 34.4198, 43.2689, 7.87029, 6.03489, -8.84909, 7.90217, 4.26944e-19, 7.88508, 7.98344, 7.87505, 7.95461, 7.88679, 7.87687, 42.64, 7.87032, 7.87029, 7.87029, 7.87029, 7.87029, 7.87029, 8.22718, 7.87029, 7.87029
2.38273, 50.9586, 38.9032, 8.0218, 7.27727, 12.0554, 8.05537, 1.98743e-19, 8.0366, 8.13496, 8.02656, 8.10613, 8.03831, 8.02878, 38.2686, 8.02182, 8.0218, 8.0218, 8.0218, 8.0218, 8.0218, 8.38237, 8.0218, 8.0218
2.3906, 41.7713, 34.8371, 8.17384, 6.61599, 6.93416, 8.20914, 2.72597e-20, 8.18863, 8.287, 8.1786, 8.25817, 8.19035, 8.18138, 34.2008, 8.17386, 8.17384, 8.17384, 8.17384, 8.17384, 8.17384, 8.53381, 8.17384, 8.17384
2.39847, 46.4991, 31.1665, 8.32635, 6.96413, 15.3326, 8.36342, 2.57401e-21, 8.34114, 8.4395, 8.33111, 8.41067, 8.34285, 8.33468, 30.5321, 8.32635, 8.32635, 8.32635, 8.32635, 8.32635, 8.32635, 8.68179, 8.32635, 8.32635
2.40634, 29.0197, 27.9508, 8.47922, 5.56954, 1.06898, 8.51812, 8.75373e-23, 8.49401, 8.59238, 8.48398, 8.56355, 8.49573, 8.48871, 27.3213, 8.47923, 8.47922, 8.47922, 8.47922, 8.47922, 8.47922, 8.82674, 8.47922, 8.47922
2.4142, 32.1001, 25.2134, 8.63242, 5.83953, 6.88673, 8.67318, 8.52861e-25, 8.64721, 8.74557, 8.63718, 8.71674, 8.64892, 8.64364, 24.591, 8.63242, 8.63242, 8.63242, 8.63242, 8.63242, 8.63242, 8.96931, 8.63242, 8.63242
2.42207, 32.3004, 22.9475, 8.78589, 5.85665, 9.35281, 8.82857, 0, 8.80068, 8.89904, 8.79064, 8.87021, 8.8024, 8.79966, 22.3332, 8.78589, 8.78589, 8.78589, 8.78589, 8.78589, 8.78589, 9.11025, 8.78589, 8.78589
2.42994, 25.7399, 21.122, 8.93961, 5.26687, 4.61793, 8.98425, 0, 8.9544, 9.05276, 8.94437, 9.02393, 8.95613, 8.95715, 20.5155, 8.93961, 8.93961, 8.93961, 8.93961, 8.93961, 8.93961, 9.25035, 8.93961, 8.93961
2.43781, 32.457, 19.6881, 9.09357, 5.87001, 12.7689, 9.14022, 0, 9.10837, 9.20673, 9.09833, 9.1779, 9.11011, 9.11658, 19.088, 9.09357, 9.09357, 9.09357, 9.09357, 9.09357, 9.09358, 9.39045, 9.09357, 9.09357
2.44567, 25.6032, 18.5875, 9.24781, 5.25387, 7.01569, 9.29651, 0, 9.2626, 9.36096, 9.25256, 9.33213, 9.26436, 9.27864, 17.9908, 9.24781, 9.24781, 9.24781, 9.24781, 9.24781, 9.24781, 9.5314, 9.24781, 9.24781
2.45354, 22.8014, 17.7577, 9.40233, 4.9801, 5.04371, 9.45313, 0, 9.41713, 9.51549, 9.40709, 9.48666, 9.41892, 9.44417, 17.1597, 9.40233, 9.40233, 9.40233, 9.40233, 9.40233, 9.40234, 9.67404, 9.40233, 9.40233
2.46141, 14.4149, 17.1382, 9.55723, 4.05153, -2.72332, 9.61017, 0, 9.57203, 9.67039, 9.56199, 9.64156, 9.57386, 9.61427, 16.5325, 9.55723, 9.55723, 9.55723, 9.55723, 9.55723, 9.55723, 9.81927, 9.55723, 9.55723
2.46928, 26.9807, 16.6747, 9.71256, 5.38337, 10.306, 9.76769, 0, 9.72736, 9.82572, 9.71732, 9.79689, 9.72927, 9.7902, 16.0527, 9.71256, 9.71256, 9.71256, 9.71256, 9.71256, 9.71256, 9.96808, 9.71256, 9.71256
2.47714, 19.8475, 16.3217, 9.86841, 4.67413, 3.52581, 9.92576, 0, 9.8832, 9.98157, 9.87317, 9.95274, 9.88522, 9.9734, 15.6722, 9.86841, 9.86841, 9.86841, 9.86841, 9.86841, 9.86841, 10.1217, 9.86841, 9.86841
2.48501, 15.2654, 16.0442, 10.0249, 4.15517, -0.778762, 10.0845, 0, 10.0396, 10.138, 10.0296, 10.1092, 10.0418, 10.1654, 15.3533, 10.0249, 10.0249, 10.0249, 10.0249, 10.0249, 10.0249, 10.2816, 10.0249, 10.0249
2.49288, 8.56369, 15.8182, 10.182, 3.25018, -7.25449, 10.2439, 0, 10.1968, 10.2951, 10.1868, 10.2663, 10.1992, 10.3679, 15.0682, 10.182, 10.182, 10.182, 10.182, 10.182, 10.182, 10.4499, 10.182, 10.182
2.50075, 13.0854, 15.63, 10.3399, 3.88399, -2.54465, 10.4042, 0, 10.3547, 10.453, 10.3446, 10.4242, 10.3574, 10.5823, 14.7991, 10.3399, 10.3399, 10.3399, 10.3399, 10.3399, 10.3399, 10.6295, 10.3399, 10.3399
2.50862, 12.4736, 15.4752, 10.4986, 3.80441, -3.00167, 10.5653, 0, 10.5134, 10.6118, 10.5034, 10.583, 10.5167, 10.8101, 14.5365, 10.4986, 10.4986, 10.4986, 10.4986, 10.4986, 10.4986, 10.8242, 10.4986, 10.4986
2.51648, 16.5757, 15.357, 10.6582, 4.30995, 1.21871, 10.7274, 0, 10.673, 10.7714, 10.663, 10.7426, 10.677, 11.052, 14.2775, 10.6582, 10.6582, 10.6582, 10.6582, 10.6582, 10.6582, 11.0391, 10.6582, 10.6582
2.52435, 10.4662, 15.2843, 10.8188, 3.53075, -4.8181, 10.8904, 0, 10.8336, 10.9319, 10.8235, 10.9031, 10.8385, 11.3084, 14.0242, 10.8188, 10.8188, 10.8188, 10.8188, 10.8188, 10.8188, 11.2808, 10.8188, 10.8188
2.53222, 12.978, 15.2701, 10.9802, 3.87015, -2.29204, 11.0543, 0, 10.995, 11.0934, 10.985, 11.0645, 11.0012, 11.5791, 13.7817, 10.9802, 10.9802, 10.9802, 10.9802, 10.9802, 10.9802, 11.5576, 10.9802, 10.9802
2.54009, 12.5709, 15.3297, 11.1426, 3.81718, -2.75886, 11.2192, 0, 11.1574, 11.2557, 11.1473, 11.2269, 11.1654, 11.8626, 13.5563, 11.1426, 11.1426, 11.1426, 11.1426, 11.1426, 11.1426, 11.8795, 11.1426, 11.1426
2.54795, 10.1958, 15.4794, 11.3058, 3.49225, -5.28364, 11.3851, 0, 11.3206, 11.419, 11.3106, 11.3902, 11.3311, 12.1569, 13.3546, 11.3058, 11.3058, 11.3058, 11.3058, 11.3058, 11.3058, 12.2581, 11.3058, 11.3058
2.55582, 17.9733, 15.735, 11.4699, 4.46915, 2.23827, 11.5518, 0, 11.4847, 11.5831, 11.4747, 11.5543, 11.4985, 12.4586, 13.1824, 11.4699, 11.4699, 11.4699, 11.4699, 11.4699, 11.4699, 12.7064, 11.4699, 11.4699
2.56369, 15.1735, 16.1108, 11.6348, 4.14409, -0.937295, 11.7194, 0, 11.6496, 11.748, 11.6396, 11.7192, 11.6677, 12.7638, 13.0439, 11.6348, 11.6348, 11.6348, 11.6348, 11.6348, 11.6348, 13.2383, 11.6348, 11.6348
2.57156, 12.5804, 16.6186, 11.8005, 3.81843, -4.03821, 11.8877, 0, 11.8153, 11.9137, 11.8053, 11.8848, 11.8392, 13.0677, 12.9416, 11.8005, 11.8005, 11.8005, 11.8005, 11.8005, 11.8005, 13.8674, 11.8005, 11.8005
2.57942, 21.5383, 17.2669, 11.9668, 4.85163, 4.27136, 12.0567, 0, 11.9816, 12.08, 11.9716, 12.0511, 12.0131, 13.3647, 12.8762, 11.9668, 11.9668, 11.9668, 11.9668, 11.9668, 11.9668, 14.6063, 11.9668, 11.9668
2.58729, 24.4233, 18.0602, 12.1337, 5.14036, 6.36316, 12.2264, 0, 12.1485, 12.2469, 12.1385, 12.2181, 12.1901, 13.6496, 12.8469, 12.1337, 12.1337, 12.1337, 12.1337, 12.1337, 12.1337, 15.4651, 12.1337, 12.1337
2.59516, 20.7613, 18.9976, 12.3012, 4.77088, 1.76367, 12.3967, 0, 12.316, 12.4144, 12.306, 12.3855, 12.3705, 13.917, 12.8516, 12.3012, 12.3012, 12.3012, 12.3012, 12.3012, 12.3012, 16.4497, 12.3012, 12.3012
2.60303, 23.9165, 20.0725, 12.4692, 5.09083, 3.84401, 12.5674, 0, 12.484, 12.5823, 12.4739, 12.5535, 12.5552, 14.1623, 12.887, 12.4692, 12.4692, 12.4692, 12.4692, 12.4692, 12.4692, 17.5602, 12.4692, 12.4692
