   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_109.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.00224796, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0100872, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0179265, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0257658, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0336051, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0414444, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0492837, 0, 1.29479e-29, 0, 1.41421, -1.29479e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.11927e-32, 0, 0, 1.48306e-34, 7.94704e-36, 0, 1.28566e-29, 0, 0, 0
0.057123, 0, 1.29629e-28, 0, 1.41421, -1.29629e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.12969e-31, 0, 0, 1.48475e-33, 1.25829e-33, 0, 1.28713e-28, 0, 0, 0
0.0649623, 0, 8.15569e-28, 0, 1.41421, -8.15569e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.74398e-30, 0, 0, 9.34139e-33, 1.24778e-32, 0, 8.09803e-28, 0, 0, 0
0.0728016, 0, 4.54836e-27, 0, 1.41421, -4.54836e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.20335e-29, 0, 0, 5.22086e-32, 9.44449e-32, 0, 4.51618e-27, 0, 0, 0
0.0806409, 0, 2.05561e-26, 0, 1.41421, -2.05561e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.44774e-28, 0, 0, 2.36793e-31, 4.8879e-31, 0, 2.04106e-26, 0, 0, 0
0.0884801, 0, 8.25886e-26, 0, 1.41421, -8.25886e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.81658e-28, 0, 0, 9.55596e-31, 2.13844e-30, 0, 8.20038e-26, 0, 0, 0
0.0963194, 0, 3.0629e-25, 0, 1.41421, -3.0629e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.15715e-27, 0, 0, 3.56171e-30, 8.44141e-30, 0, 3.04121e-25, 0, 0, 0
0.104159, 0, 1.06921e-24, 0, 1.41421, -1.06921e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.53028e-27, 0, 0, 1.25006e-29, 3.09721e-29, 0, 1.06164e-24, 0, 0, 0
0.111998, 0, 3.55469e-24, 0, 1.41421, -3.55469e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5035e-26, 0, 0, 4.17973e-29, 1.07372e-28, 0, 3.52951e-24, 0, 0, 0
0.119837, 0, 1.13422e-23, 0, 1.41421, -1.13422e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.98812e-26, 0, 0, 1.34166e-28, 3.55332e-28, 0, 1.12619e-23, 0, 0, 0
0.127677, 0, 3.49235e-23, 0, 1.41421, -3.49235e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.45959e-25, 0, 0, 4.15698e-28, 1.13034e-27, 0, 3.4676e-23, 0, 0, 0
0.135516, 0, 1.04188e-22, 0, 1.41421, -1.04188e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.33772e-25, 0, 0, 1.24827e-27, 3.47371e-27, 0, 1.03449e-22, 0, 0, 0
0.143355, 0, 3.02099e-22, 0, 1.41421, -3.02099e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12762e-24, 0, 0, 3.64412e-27, 1.0352e-26, 0, 2.99957e-22, 0, 0, 0
0.151194, 0, 8.53486e-22, 0, 1.41421, -8.53486e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.01091e-24, 0, 0, 1.03684e-26, 3.00045e-26, 0, 8.47435e-22, 0, 0, 0
0.159034, 0, 2.35415e-21, 0, 1.41421, -2.35415e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65798e-23, 0, 0, 2.88105e-26, 8.47808e-26, 0, 2.33746e-21, 0, 0, 0
0.166873, 0, 6.35027e-21, 0, 1.41421, -6.35027e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.47235e-23, 0, 0, 7.83134e-26, 2.33992e-25, 0, 6.30524e-21, 0, 0, 0
0.174712, 0, 1.67756e-20, 0, 1.41421, -1.67756e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18147e-22, 0, 0, 2.08536e-25, 6.3182e-25, 0, 1.66567e-20, 0, 0, 0
0.182552, 0, 4.34523e-20, 0, 1.41421, -4.34523e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.06023e-22, 0, 0, 5.44639e-25, 1.67133e-24, 0, 4.3144e-20, 0, 0, 0
0.190391, 0, 1.10467e-19, 0, 1.41421, -1.10467e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.77992e-22, 0, 0, 1.39657e-24, 4.33616e-24, 0, 1.09683e-19, 0, 0, 0
0.19823, 0, 2.75882e-19, 0, 1.41421, -2.75882e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.94296e-21, 0, 0, 3.51905e-24, 1.10447e-23, 0, 2.73924e-19, 0, 0, 0
0.206069, 0, 6.77341e-19, 0, 1.41421, -6.77341e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.77033e-21, 0, 0, 8.72027e-24, 2.76424e-23, 0, 6.72535e-19, 0, 0, 0
0.213909, 0, 1.63597e-18, 0, 1.41421, -1.63597e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15217e-20, 0, 0, 2.12651e-23, 6.80294e-23, 0, 1.62436e-18, 0, 0, 0
0.221748, 0, 3.8893e-18, 0, 1.41421, -3.8893e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.73912e-20, 0, 0, 5.10615e-23, 1.64739e-22, 0, 3.86169e-18, 0, 0, 0
0.229587, 0, 9.10577e-18, 0, 1.41421, -9.10577e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.41292e-20, 0, 0, 1.2079e-22, 3.92754e-22, 0, 9.04112e-18, 0, 0, 0
0.237427, 0, 2.10041e-17, 0, 1.41421, -2.10041e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47926e-19, 0, 0, 2.81631e-22, 9.22351e-22, 0, 2.0855e-17, 0, 0, 0
0.245266, 0, 4.77532e-17, 0, 1.41421, -4.77532e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.3631e-19, 0, 0, 6.47466e-22, 2.13459e-21, 0, 4.74141e-17, 0, 0, 0
0.253105, 0, 1.07045e-16, 0, 1.41421, -1.07045e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.53881e-19, 0, 0, 1.46827e-21, 4.8703e-21, 0, 1.06285e-16, 0, 0, 0
0.260945, 0, 2.36664e-16, 0, 1.41421, -2.36664e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66673e-18, 0, 0, 3.28541e-21, 1.09592e-20, 0, 2.34983e-16, 0, 0, 0
0.268784, 0, 5.16199e-16, 0, 1.41421, -5.16199e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.63537e-18, 0, 0, 7.256e-21, 2.43293e-20, 0, 5.12532e-16, 0, 0, 0
0.276623, 0, 1.11105e-15, 0, 1.41421, -1.11105e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.82458e-18, 0, 0, 1.58215e-20, 5.33011e-20, 0, 1.10315e-15, 0, 0, 0
0.284462, 0, 2.36036e-15, 0, 1.41421, -2.36036e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66228e-17, 0, 0, 3.40682e-20, 1.15272e-19, 0, 2.34359e-15, 0, 0, 0
0.292302, 0, 4.95044e-15, 0, 1.41421, -4.95044e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.48629e-17, 0, 0, 7.24609e-20, 2.46153e-19, 0, 4.91526e-15, 0, 0, 0
0.300141, 0, 1.0252e-14, 0, 1.41421, -1.0252e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.21974e-17, 0, 0, 1.52266e-19, 5.19136e-19, 0, 1.01791e-14, 0, 0, 0
0.30798, 0, 2.09673e-14, 0, 1.41421, -2.09673e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47656e-16, 0, 0, 3.162e-19, 1.08157e-18, 0, 2.08183e-14, 0, 0, 0
0.31582, 0, 4.23561e-14, 0, 1.41421, -4.23561e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.98275e-16, 0, 0, 6.49036e-19, 2.22644e-18, 0, 4.2055e-14, 0, 0, 0
0.323659, 0, 8.47146e-14, 0, 1.41421, -8.47146e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.96559e-16, 0, 0, 1.32175e-18, 4.54498e-18, 0, 8.41122e-14, 0, 0, 0
0.331498, 0, 1.66964e-13, 0, 1.41421, -1.66964e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17574e-15, 0, 0, 2.65142e-18, 9.13537e-18, 0, 1.65776e-13, 0, 0, 0
0.339337, 0, 3.25173e-13, 0, 1.41421, -3.25173e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.28981e-15, 0, 0, 5.26132e-18, 1.8155e-17, 0, 3.2286e-13, 0, 0, 0
0.347177, 0, 6.25864e-13, 0, 1.41421, -6.25864e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.4072e-15, 0, 0, 1.03303e-17, 3.56799e-17, 0, 6.21411e-13, 0, 0, 0
0.355016, 0, 1.19058e-12, 0, 1.41421, -1.19058e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.3838e-15, 0, 0, 2.00754e-17, 6.93596e-17, 0, 1.1821e-12, 0, 0, 0
0.362855, 0, 2.23863e-12, 1.4013e-44, 1.41421, -2.23863e-12, 0, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.57642e-14, 1.4013e-44, 1.4013e-44, 3.86278e-17, 1.33391e-16, 1.4013e-44, 2.22269e-12, 1.4013e-44, 1.4013e-44, 1.4013e-44
0.370695, 0, 4.16093e-12, 2.69049e-43, 1.41421, -4.16093e-12, 0, 2.69049e-43, 2.69049e-43, 2.69049e-43, 2.69049e-43, 2.69049e-43, 2.69049e-43, 2.69049e-43, 2.69049e-43, 2.69049e-43, 2.69049e-43, 2.69049e-43, 2.69049e-43, 2.9302e-14, 2.69049e-43, 2.69049e-43, 7.36196e-17, 2.53855e-16, 2.69049e-43, 4.1313e-12, 2.69049e-43, 2.69049e-43, 2.69049e-43
0.378534, 0, 7.64567e-12, 4.04415e-42, 1.41421, -7.64567e-12, 0, 4.04415e-42, 4.04415e-42, 4.04415e-42, 4.04415e-42, 4.04415e-42, 4.04415e-42, 4.04415e-42, 4.04415e-42, 4.04415e-42, 4.04415e-42, 4.04415e-42, 4.04415e-42, 5.38454e-14, 4.04415e-42, 4.04415e-42, 1.39042e-16, 4.78185e-16, 4.04415e-42, 7.59121e-12, 4.04415e-42, 4.04415e-42, 4.04415e-42
