   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_523.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0122653, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0043916, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00348207, 0, 3.68408e-14, 0, 1.41421, -3.68408e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.92132e-17, 0, 1.30693e-15, 0, 3.54546e-14, 0, 0, 0
0.0113557, 0, 5.72418e-14, 0, 1.41421, -5.72418e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25205e-16, 0, 2.09393e-15, 0, 5.50227e-14, 0, 0, 0
0.0192294, 0, 8.85431e-14, 0, 1.41421, -8.85431e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.97049e-16, 0, 3.34127e-15, 0, 8.50047e-14, 0, 0, 0
0.0271031, 0, 1.36354e-13, 0, 1.41421, -1.36354e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.08798e-16, 0, 5.31029e-15, 0, 1.30735e-13, 0, 0, 0
0.0349767, 0, 2.0906e-13, 0, 1.41421, -2.0906e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.81883e-16, 0, 8.4061e-15, 0, 2.00172e-13, 0, 0, 0
0.0428504, 0, 3.19136e-13, 0, 1.41421, -3.19136e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.48859e-16, 0, 1.32543e-14, 0, 3.05133e-13, 0, 0, 0
0.0507241, 0, 4.85061e-13, 0, 1.41421, -4.85061e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15896e-15, 0, 2.08169e-14, 0, 4.63085e-13, 0, 0, 0
0.0585977, 0, 7.34085e-13, 0, 1.41421, -7.34085e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.78639e-15, 0, 3.25703e-14, 0, 6.99728e-13, 0, 0, 0
0.0664714, 0, 1.1062e-12, 0, 1.41421, -1.1062e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.74244e-15, 0, 5.07648e-14, 0, 1.0527e-12, 0, 0, 0
0.0743451, 0, 1.65988e-12, 0, 1.41421, -1.65988e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.19356e-15, 0, 7.88233e-14, 0, 1.57686e-12, 0, 0, 0
0.0822188, 0, 2.48017e-12, 0, 1.41421, -2.48017e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.38762e-15, 0, 1.2193e-13, 0, 2.35185e-12, 0, 0, 0
0.0900924, 0, 3.69026e-12, 0, 1.41421, -3.69026e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.69271e-15, 0, 1.8791e-13, 0, 3.49266e-12, 0, 0, 0
0.0979661, 0, 5.46785e-12, 0, 1.41421, -5.46785e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46533e-14, 0, 2.88524e-13, 0, 5.16468e-12, 0, 0, 0
0.10584, 0, 8.06808e-12, 0, 1.41421, -8.06808e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.20719e-14, 0, 4.41394e-13, 0, 7.60461e-12, 0, 0, 0
0.113713, 0, 1.18557e-11, 0, 1.41421, -1.18557e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.31282e-14, 0, 6.72823e-13, 0, 1.11497e-11, 0, 0, 0
0.121587, 0, 1.73499e-11, 0, 1.41421, -1.73499e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.95512e-14, 0, 1.02194e-12, 0, 1.62784e-11, 0, 0, 0
0.129461, 0, 2.52864e-11, 0, 1.41421, -2.52864e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.38676e-14, 0, 1.54672e-12, 0, 2.36658e-11, 0, 0, 0
0.137334, 0, 3.6704e-11, 0, 1.41421, -3.6704e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09763e-13, 0, 2.33287e-12, 0, 3.42613e-11, 0, 0, 0
0.145208, 0, 5.30859e-11, 0, 1.41421, -5.30859e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62896e-13, 0, 3.5132e-12, 0, 4.94098e-11, 0, 0, 0
0.153082, 0, 7.64336e-11, 0, 1.41421, -7.64336e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.40602e-13, 0, 5.26242e-12, 0, 7.09305e-11, 0, 0, 0
0.160955, 0, 1.09612e-10, 0, 1.41421, -1.09612e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.54395e-13, 0, 7.85663e-12, 0, 1.01401e-10, 0, 0, 0
0.168829, 0, 1.56571e-10, 0, 1.41421, -1.56571e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.20662e-13, 0, 1.16918e-11, 0, 1.44359e-10, 0, 0, 0
0.176703, 0, 2.22771e-10, 0, 1.41421, -2.22771e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.6311e-13, 0, 1.7344e-11, 0, 2.04664e-10, 0, 0, 0
0.184576, 0, 3.15728e-10, 0, 1.41421, -3.15728e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11602e-12, 0, 2.5649e-11, 0, 2.88963e-10, 0, 0, 0
0.19245, 0, 4.45747e-10, 0, 1.41421, -4.45747e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62896e-12, 0, 3.78165e-11, 0, 4.06301e-10, 0, 0, 0
0.200324, 0, 6.26904e-10, 0, 1.41421, -6.26904e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.37356e-12, 0, 5.55923e-11, 0, 5.68939e-10, 0, 0, 0
0.208197, 0, 8.78355e-10, 0, 1.41421, -8.78355e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.45345e-12, 0, 8.14905e-11, 0, 7.93411e-10, 0, 0, 0
