   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_55.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.126363, 0, 1.56713e-25, 0, 1.41421, -1.56713e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.40619e-28, 0, 0, 1.8582e-30, 0, 0, 1.5617e-25, 0, 0, 0
0.134248, 0, 5.93698e-25, 0, 1.41421, -5.93698e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.04811e-27, 0, 0, 7.08646e-30, 0, 0, 5.91643e-25, 0, 0, 0
0.142132, 0, 2.14009e-24, 0, 1.41421, -2.14009e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.38278e-27, 0, 0, 2.57256e-29, 0, 0, 2.13269e-24, 0, 0, 0
0.150017, 0, 7.39042e-24, 0, 1.41421, -7.39042e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.54951e-26, 0, 0, 8.95002e-29, 0, 0, 7.36484e-24, 0, 0, 0
0.157902, 0, 2.45739e-23, 0, 1.41421, -2.45739e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.47737e-26, 0, 0, 2.99903e-28, 0, 0, 2.44888e-23, 0, 0, 0
0.165787, 0, 7.89835e-23, 0, 1.41421, -7.89835e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.72473e-25, 0, 0, 9.7167e-28, 0, 0, 7.87101e-23, 0, 0, 0
0.173672, 0, 2.46144e-22, 0, 1.41421, -2.46144e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.49133e-25, 0, 0, 3.05329e-27, 0, 0, 2.45291e-22, 0, 0, 0
0.181557, 0, 7.45606e-22, 0, 1.41421, -7.45606e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.57215e-24, 0, 0, 9.32839e-27, 0, 0, 7.43025e-22, 0, 0, 0
0.189442, 0, 2.19981e-21, 0, 1.41421, -2.19981e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.5888e-24, 0, 0, 2.77668e-26, 0, 0, 2.1922e-21, 0, 0, 0
0.197326, 0, 6.33227e-21, 0, 1.41421, -6.33227e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.18447e-23, 0, 0, 8.06621e-26, 0, 0, 6.31034e-21, 0, 0, 0
0.205211, 0, 1.78098e-20, 0, 1.41421, -1.78098e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.14393e-23, 0, 0, 2.29019e-25, 0, 0, 1.77481e-20, 0, 0, 0
0.213096, 0, 4.90026e-20, 0, 1.41421, -4.90026e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69046e-22, 0, 0, 6.3631e-25, 0, 0, 4.88329e-20, 0, 0, 0
0.220981, 0, 1.32038e-19, 0, 1.41421, -1.32038e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.55499e-22, 0, 0, 1.73193e-24, 0, 0, 1.31581e-19, 0, 0, 0
0.228866, 0, 3.48742e-19, 0, 1.41421, -3.48742e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20307e-21, 0, 0, 4.62234e-24, 0, 0, 3.47534e-19, 0, 0, 0
0.236751, 0, 9.03606e-19, 0, 1.41421, -9.03606e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.11721e-21, 0, 0, 1.21065e-23, 0, 0, 9.00477e-19, 0, 0, 0
0.244635, 0, 2.29843e-18, 0, 1.41421, -2.29843e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.929e-21, 0, 0, 3.114e-23, 0, 0, 2.29047e-18, 0, 0, 0
0.25252, 0, 5.74294e-18, 0, 1.41421, -5.74294e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.98117e-20, 0, 0, 7.87111e-23, 0, 0, 5.72305e-18, 0, 0, 0
0.260405, 0, 1.43498e-17, 0, 1.41421, -1.43498e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.95028e-20, 0, 0, 1.99628e-22, 0, 0, 1.43001e-17, 0, 0, 0
0.26829, 0, 3.45684e-17, 0, 1.41421, -3.45684e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19251e-19, 0, 0, 4.86826e-22, 0, 0, 3.44486e-17, 0, 0, 0
0.276175, 0, 8.19481e-17, 0, 1.41421, -8.19481e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.82697e-19, 0, 0, 1.16883e-21, 0, 0, 8.16643e-17, 0, 0, 0
0.28406, 0, 1.91241e-16, 0, 1.41421, -1.91241e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.59724e-19, 0, 0, 2.76387e-21, 0, 0, 1.90579e-16, 0, 0, 0
0.291944, 0, 4.39484e-16, 0, 1.41421, -4.39484e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.51608e-18, 0, 0, 6.43912e-21, 0, 0, 4.37962e-16, 0, 0, 0
0.299829, 0, 9.94838e-16, 0, 1.41421, -9.94838e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.43183e-18, 0, 0, 1.47847e-20, 0, 0, 9.91392e-16, 0, 0, 0
0.307714, 0, 2.21881e-15, 0, 1.41421, -2.21881e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.65399e-18, 0, 0, 3.34656e-20, 0, 0, 2.21112e-15, 0, 0, 0
0.315599, 0, 4.87696e-15, 0, 1.41421, -4.87696e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68233e-17, 0, 0, 7.46969e-20, 0, 0, 4.86006e-15, 0, 0, 0
0.323484, 0, 1.05666e-14, 0, 1.41421, -1.05666e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.64493e-17, 0, 0, 1.64458e-19, 0, 0, 1.053e-14, 0, 0, 0
0.331369, 0, 2.25713e-14, 0, 1.41421, -2.25713e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.7858e-17, 0, 0, 3.57239e-19, 0, 0, 2.24931e-14, 0, 0, 0
0.339253, 0, 4.7544e-14, 0, 1.41421, -4.7544e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63996e-16, 0, 0, 7.65824e-19, 0, 0, 4.73792e-14, 0, 0, 0
0.347138, 0, 9.87687e-14, 0, 1.41421, -9.87687e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.40681e-16, 0, 0, 1.6206e-18, 0, 0, 9.84264e-14, 0, 0, 0
0.355023, 0, 2.02392e-13, 0, 1.41421, -2.02392e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.98093e-16, 0, 0, 3.38627e-18, 0, 0, 2.01691e-13, 0, 0, 0
0.362908, 0, 4.09145e-13, 0, 1.41421, -4.09145e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4112e-15, 0, 0, 6.98876e-18, 0, 0, 4.07727e-13, 0, 0, 0
0.370793, 0, 8.16067e-13, 0, 1.41421, -8.16067e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.81469e-15, 0, 0, 1.42515e-17, 0, 0, 8.13238e-13, 0, 0, 0
0.378678, 0, 1.60616e-12, 3.92364e-44, 1.41421, -1.60616e-12, 3.92364e-44, 0, 3.92364e-44, 3.92364e-44, 3.92364e-44, 3.92364e-44, 3.92364e-44, 3.92364e-44, 3.92364e-44, 3.92364e-44, 3.92364e-44, 3.92364e-44, 5.53976e-15, 3.92364e-44, 3.92364e-44, 2.87261e-17, 3.92364e-44, 3.92364e-44, 1.60059e-12, 3.92364e-44, 3.92364e-44, 3.92364e-44
0.386562, 0, 3.11971e-12, 7.06254e-43, 1.41421, -3.11971e-12, 7.06254e-43, 0, 7.06254e-43, 7.06254e-43, 7.06254e-43, 7.06254e-43, 7.06254e-43, 7.06254e-43, 7.06254e-43, 7.06254e-43, 7.06254e-43, 7.06254e-43, 1.07602e-14, 7.06254e-43, 7.06254e-43, 5.72591e-17, 7.06254e-43, 7.06254e-43, 3.10889e-12, 7.06254e-43, 7.06254e-43, 7.06254e-43
0.394447, 0, 5.98069e-12, 1.06415e-41, 1.41421, -5.98069e-12, 1.06415e-41, 0, 1.06415e-41, 1.06415e-41, 1.06415e-41, 1.06415e-41, 1.06415e-41, 1.06415e-41, 1.06415e-41, 1.06415e-41, 1.06415e-41, 1.06415e-41, 2.06288e-14, 1.06415e-41, 1.06415e-41, 1.12927e-16, 1.06415e-41, 1.06415e-41, 5.95994e-12, 1.06415e-41, 1.06415e-41, 1.06415e-41
0.402332, 0, 1.13172e-11, 1.41167e-40, 1.41421, -1.13172e-11, 1.41167e-40, 0, 1.41167e-40, 1.41167e-40, 1.41167e-40, 1.41167e-40, 1.41167e-40, 1.41167e-40, 1.41167e-40, 1.41167e-40, 1.41167e-40, 1.41167e-40, 3.90384e-14, 1.41167e-40, 1.41167e-40, 2.205e-16, 1.41167e-40, 1.41167e-40, 1.12779e-11, 1.41167e-40, 1.41167e-40, 1.41167e-40
0.410217, 0, 2.11408e-11, 1.67672e-39, 1.41421, -2.11408e-11, 1.67672e-39, 0, 1.67672e-39, 1.67672e-39, 1.67672e-39, 1.67672e-39, 1.67672e-39, 1.67672e-39, 1.67672e-39, 1.67672e-39, 1.67672e-39, 1.67672e-39, 7.29334e-14, 1.67672e-39, 1.67672e-39, 4.2657e-16, 1.67672e-39, 1.67672e-39, 2.10675e-11, 1.67672e-39, 1.67672e-39, 1.67672e-39
0.418102, 0, 3.89889e-11, 1.7973e-38, 1.41421, -3.89889e-11, 1.7973e-38, 0, 1.7973e-38, 1.7973e-38, 1.7973e-38, 1.7973e-38, 1.7973e-38, 1.7973e-38, 1.7973e-38, 1.7973e-38, 1.7973e-38, 1.7973e-38, 1.34531e-13, 1.7973e-38, 1.7973e-38, 8.18272e-16, 1.7973e-38, 1.7973e-38, 3.88535e-11, 1.7973e-38, 1.7973e-38, 1.7973e-38
0.425987, 0, 7.09963e-11, 1.7486e-37, 1.41421, -7.09963e-11, 1.7486e-37, 0, 1.7486e-37, 1.7486e-37, 1.7486e-37, 1.7486e-37, 1.7486e-37, 1.7486e-37, 1.7486e-37, 1.7486e-37, 1.7486e-37, 1.7486e-37, 2.45039e-13, 1.7486e-37, 1.7486e-37, 1.55789e-15, 1.7486e-37, 1.7486e-37, 7.07497e-11, 1.7486e-37, 1.7486e-37, 1.7486e-37
0.433872, 0, 1.27657e-10, 1.55256e-36, 1.41421, -1.27657e-10, 1.55256e-36, 0, 1.55256e-36, 1.55256e-36, 1.55256e-36, 1.55256e-36, 1.55256e-36, 1.55256e-36, 1.55256e-36, 1.55256e-36, 1.55256e-36, 1.55256e-36, 4.40769e-13, 1.55256e-36, 1.55256e-36, 2.94676e-15, 1.55256e-36, 1.55256e-36, 1.27213e-10, 1.55256e-36, 1.55256e-36, 1.55256e-36
0.441756, 0, 2.26678e-10, 1.26444e-35, 1.41421, -2.26678e-10, 1.26444e-35, 0, 1.26444e-35, 1.26444e-35, 1.26444e-35, 1.26444e-35, 1.26444e-35, 1.26444e-35, 1.26444e-35, 1.26444e-35, 1.26444e-35, 1.26444e-35, 7.8308e-13, 1.26444e-35, 1.26444e-35, 5.54363e-15, 1.26444e-35, 1.26444e-35, 2.25889e-10, 1.26444e-35, 1.26444e-35, 1.26444e-35
0.449641, 0, 3.97527e-10, 9.49204e-35, 1.41421, -3.97527e-10, 9.49204e-35, 0, 9.49204e-35, 9.49204e-35, 9.49204e-35, 9.49204e-35, 9.49204e-35, 9.49204e-35, 9.49204e-35, 9.49204e-35, 9.49204e-35, 9.49204e-35, 1.37429e-12, 9.49204e-35, 9.49204e-35, 1.03839e-14, 9.49204e-35, 9.49204e-35, 3.96142e-10, 9.49204e-35, 9.49204e-35, 9.49204e-35
0.457526, 0, 6.8859e-10, 6.71109e-34, 1.41421, -6.8859e-10, 6.71109e-34, 0, 6.71109e-34, 6.71109e-34, 6.71109e-34, 6.71109e-34, 6.71109e-34, 6.71109e-34, 6.71109e-34, 6.71109e-34, 6.71109e-34, 6.71109e-34, 2.38282e-12, 6.71109e-34, 6.71109e-34, 1.93867e-14, 6.71109e-34, 6.71109e-34, 6.86188e-10, 6.71109e-34, 6.71109e-34, 6.71109e-34
0.465411, 0, 1.17824e-09, 4.65437e-33, 1.41421, -1.17824e-09, 4.65437e-33, 0, 4.65437e-33, 4.65437e-33, 4.65437e-33, 4.65437e-33, 4.65437e-33, 4.65437e-33, 4.65437e-33, 4.65437e-33, 4.65437e-33, 4.65437e-33, 4.08236e-12, 4.65437e-33, 4.65437e-33, 3.61109e-14, 4.65437e-33, 4.65437e-33, 1.17412e-09, 4.65437e-33, 4.65437e-33, 4.65437e-33
0.473296, 0, 1.99171e-09, 3.06194e-32, 1.41421, -1.99171e-09, 3.06194e-32, 0, 3.06194e-32, 3.06194e-32, 3.06194e-32, 3.06194e-32, 3.06194e-32, 3.06194e-32, 3.06194e-32, 3.06194e-32, 3.06194e-32, 3.06194e-32, 6.91219e-12, 3.06194e-32, 3.06194e-32, 6.71569e-14, 3.06194e-32, 3.06194e-32, 1.98473e-09, 3.06194e-32, 3.06194e-32, 3.06194e-32
0.481181, 0, 3.3265e-09, 1.89049e-31, 1.41421, -3.3265e-09, 1.89049e-31, 0, 1.89049e-31, 1.89049e-31, 1.89049e-31, 1.89049e-31, 1.89049e-31, 1.89049e-31, 1.89049e-31, 1.89049e-31, 1.89049e-31, 1.89049e-31, 1.15687e-11, 1.89049e-31, 1.89049e-31, 1.24761e-13, 1.89049e-31, 1.89049e-31, 3.31481e-09, 1.89049e-31, 1.89049e-31, 1.89049e-31
0.489065, 0, 5.48989e-09, 1.09381e-30, 1.41421, -5.48989e-09, 1.09381e-30, 0, 1.09381e-30, 1.09381e-30, 1.09381e-30, 1.09381e-30, 1.09381e-30, 1.09381e-30, 1.09381e-30, 1.09381e-30, 1.09381e-30, 1.09381e-30, 1.9143e-11, 1.09381e-30, 1.09381e-30, 2.31563e-13, 1.09381e-30, 1.09381e-30, 5.47051e-09, 1.09381e-30, 1.09381e-30, 1.09381e-30
0.49695, 0, 8.95372e-09, 5.94048e-30, 1.41421, -8.95372e-09, 5.94048e-30, 0, 5.94048e-30, 5.94048e-30, 5.94048e-30, 5.94048e-30, 5.94048e-30, 5.94048e-30, 5.94048e-30, 5.94048e-30, 5.94048e-30, 5.94048e-30, 3.13246e-11, 5.94048e-30, 5.94048e-30, 4.29331e-13, 5.94048e-30, 5.94048e-30, 8.92196e-09, 5.94048e-30, 5.94048e-30, 5.94048e-30
0.504835, 0, 1.44335e-08, 4.98289e-29, 1.41421, -1.44335e-08, 4.98289e-29, 0, 4.98289e-29, 4.98289e-29, 4.98289e-29, 4.98289e-29, 4.98289e-29, 4.98289e-29, 4.98289e-29, 4.98289e-29, 4.98289e-29, 4.98289e-29, 5.07033e-11, 4.98289e-29, 4.98289e-29, 7.9543e-13, 4.98289e-29, 4.98289e-29, 1.4382e-08, 4.98289e-29, 4.98289e-29, 4.98289e-29
0.51272, 0, 2.29988e-08, 2.29354e-28, 1.41421, -2.29988e-08, 2.29354e-28, 0, 2.29354e-28, 2.29354e-28, 2.29354e-28, 2.29354e-28, 2.29354e-28, 2.29354e-28, 2.29354e-28, 2.29354e-28, 2.29354e-28, 2.29354e-28, 8.11966e-11, 2.29354e-28, 2.29354e-28, 1.46879e-12, 2.29354e-28, 2.29354e-28, 2.29162e-08, 2.29354e-28, 2.29354e-28, 2.29354e-28
0.520605, 0, 3.62306e-08, 1.00309e-27, 1.41421, -3.62306e-08, 1.00309e-27, 0, 1.00309e-27, 1.00309e-27, 1.00309e-27, 1.00309e-27, 1.00309e-27, 1.00309e-27, 1.00309e-27, 1.00309e-27, 1.00309e-27, 1.00309e-27, 1.28687e-10, 1.00309e-27, 1.00309e-27, 2.70314e-12, 1.00309e-27, 1.00309e-27, 3.60992e-08, 1.00309e-27, 1.00309e-27, 1.00309e-27
0.52849, 0, 5.64339e-08, 4.18032e-27, 1.41421, -5.64339e-08, 4.18032e-27, 0, 4.18032e-27, 4.18032e-27, 4.18032e-27, 4.18032e-27, 4.18032e-27, 4.18032e-27, 4.18032e-27, 4.18032e-27, 4.18032e-27, 4.18032e-27, 2.01903e-10, 4.18032e-27, 4.18032e-27, 4.95263e-12, 4.18032e-27, 4.18032e-27, 5.6227e-08, 4.18032e-27, 4.18032e-27, 4.18032e-27
0.536375, 0, 8.69295e-08, 1.66446e-26, 1.41421, -8.69295e-08, 1.66446e-26, 0, 1.66446e-26, 1.66446e-26, 1.66446e-26, 1.66446e-26, 1.66446e-26, 1.66446e-26, 9.60078e-14, 1.66446e-26, 1.66446e-26, 1.66446e-26, 3.13687e-10, 1.66446e-26, 1.66446e-26, 9.02325e-12, 1.66446e-26, 1.66446e-26, 8.66067e-08, 1.66446e-26, 1.66446e-26, 1.66446e-26
0.544259, 0, 1.32441e-07, 6.34794e-26, 1.41421, -1.32441e-07, 6.34794e-26, 0, 6.34794e-26, 6.34794e-26, 6.34794e-26, 6.34794e-26, 6.34794e-26, 6.34794e-26, 3.92953e-13, 6.34794e-26, 6.34794e-26, 6.34794e-26, 4.8275e-10, 6.34794e-26, 6.34794e-26, 1.6329e-11, 6.34794e-26, 6.34794e-26, 1.31942e-07, 6.34794e-26, 6.34794e-26, 6.34794e-26
0.552144, 0, 1.99609e-07, 2.33452e-25, 1.41421, -1.99609e-07, 2.33452e-25, 0, 2.33452e-25, 2.33452e-25, 2.33452e-25, 2.33452e-25, 2.33452e-25, 2.33452e-25, 1.26806e-12, 2.33452e-25, 2.33452e-25, 2.33452e-25, 7.36113e-10, 2.33452e-25, 2.33452e-25, 2.93207e-11, 2.33452e-25, 2.33452e-25, 1.98842e-07, 2.33452e-25, 2.33452e-25, 2.33452e-25
0.560029, 0, 2.99468e-07, 4.79913e-10, 1.41421, -2.99468e-07, 4.80901e-10, 4.79913e-10, 4.7992e-10, 4.79951e-10, 4.80359e-10, 4.80147e-10, 4.80172e-10, 4.80577e-10, 4.8833e-10, 4.88139e-10, 4.84797e-10, 1.75281e-09, 1.59239e-09, 4.81378e-10, 4.79979e-10, 5.32106e-10, 4.7994e-10, 4.79914e-10, 2.96992e-07, 4.79913e-10, 4.79913e-10, 4.92675e-10
0.567914, 0, 4.46597e-07, 1.94941e-09, 1.41421, -4.46597e-07, 1.95342e-09, 1.94941e-09, 1.94943e-09, 1.94956e-09, 1.95122e-09, 1.95036e-09, 1.95046e-09, 1.95211e-09, 1.97886e-09, 1.98282e-09, 1.96925e-09, 7.12018e-09, 3.61612e-09, 1.95536e-09, 1.94967e-09, 2.04145e-09, 1.95007e-09, 1.94941e-09, 4.39515e-07, 1.94941e-09, 1.94941e-09, 2.00125e-09
0.575799, 0, 6.65174e-07, 6.24353e-09, 1.41421, -6.65174e-07, 6.25639e-09, 6.24353e-09, 6.24361e-09, 6.24402e-09, 6.24933e-09, 6.24657e-09, 6.24689e-09, 6.25217e-09, 6.33243e-09, 6.3506e-09, 6.30709e-09, 2.28116e-08, 8.71953e-09, 6.26259e-09, 6.24438e-09, 6.40423e-09, 6.24616e-09, 6.24354e-09, 6.45487e-07, 6.24353e-09, 6.24353e-09, 6.40963e-09
0.583684, 0, 9.96951e-07, 1.82959e-08, 1.41421, -9.96951e-07, 1.83336e-08, 1.82959e-08, 1.82962e-08, 1.82973e-08, 1.83129e-08, 1.83048e-08, 1.83058e-08, 1.83212e-08, 1.85466e-08, 1.86097e-08, 1.84822e-08, 6.68591e-08, 2.19438e-08, 1.83518e-08, 1.82984e-08, 1.85736e-08, 1.83044e-08, 1.82959e-08, 9.43057e-07, 1.82959e-08, 1.82959e-08, 1.87828e-08
0.591568, 0, 1.52089e-06, 5.08362e-08, 1.41421, -1.52089e-06, 5.09409e-08, 5.08362e-08, 5.08369e-08, 5.08402e-08, 5.08834e-08, 5.0861e-08, 5.08636e-08, 5.09066e-08, 5.15114e-08, 5.17083e-08, 5.1354e-08, 1.85795e-07, 5.61671e-08, 5.09915e-08, 5.08431e-08, 5.13108e-08, 5.08615e-08, 5.08363e-08, 1.37624e-06, 5.08362e-08, 5.08362e-08, 5.21892e-08
0.599453, 0, 2.39721e-06, 1.35409e-07, 1.41421, -2.39721e-06, 1.35688e-07, 1.35409e-07, 1.35411e-07, 1.35419e-07, 1.35535e-07, 1.35475e-07, 1.35482e-07, 1.35596e-07, 1.37209e-07, 1.37732e-07, 1.36788e-07, 4.94941e-07, 1.43137e-07, 1.35822e-07, 1.35427e-07, 1.36211e-07, 1.35479e-07, 1.35409e-07, 2.01879e-06, 1.35409e-07, 1.35409e-07, 1.39013e-07
0.607338, 0, 3.96412e-06, 3.4709e-07, 1.41421, -3.96412e-06, 3.47805e-07, 3.4709e-07, 3.47095e-07, 3.47117e-07, 3.47413e-07, 3.47259e-07, 3.47277e-07, 3.47571e-07, 3.51721e-07, 3.53046e-07, 3.50626e-07, 1.26878e-06, 3.58205e-07, 3.48151e-07, 3.47137e-07, 3.48432e-07, 3.47279e-07, 3.47091e-07, 3.00341e-06, 3.4709e-07, 3.4709e-07, 3.5633e-07
0.615223, 0, 6.94436e-06, 8.5748e-07, 1.41421, -6.94436e-06, 8.59248e-07, 8.5748e-07, 8.57492e-07, 8.57548e-07, 8.58277e-07, 8.57899e-07, 8.57942e-07, 8.58668e-07, 8.69947e-07, 8.72197e-07, 8.66217e-07, 3.13478e-06, 8.73342e-07, 8.60101e-07, 8.57597e-07, 8.597e-07, 8.57966e-07, 8.57482e-07, 4.58229e-06, 8.5748e-07, 8.5748e-07, 8.80311e-07
0.623108, 0, 1.28629e-05, 2.04322e-06, 1.41421, -1.28629e-05, 2.04743e-06, 2.04322e-06, 2.04325e-06, 2.04338e-06, 2.04512e-06, 2.04422e-06, 2.04432e-06, 2.04605e-06, 2.07462e-06, 2.07829e-06, 2.06404e-06, 7.47028e-06, 2.06568e-06, 2.04946e-06, 2.0435e-06, 2.04685e-06, 2.04442e-06, 2.04322e-06, 7.24905e-06, 2.04322e-06, 2.04322e-06, 2.09763e-06
0.630993, 0, 2.48667e-05, 4.69812e-06, 1.41421, -2.48667e-05, 4.70781e-06, 4.69812e-06, 4.69819e-06, 4.69849e-06, 4.70249e-06, 4.70042e-06, 4.70066e-06, 4.70464e-06, 4.77415e-06, 4.77878e-06, 4.74601e-06, 1.71786e-05, 4.72969e-06, 4.71248e-06, 4.69877e-06, 4.70401e-06, 4.701e-06, 4.69813e-06, 1.19754e-05, 4.69812e-06, 4.69812e-06, 4.82325e-06
0.638877, 0, 4.92494e-05, 1.04282e-05, 1.41421, -4.92494e-05, 1.04497e-05, 1.04282e-05, 1.04284e-05, 1.0429e-05, 1.04379e-05, 1.04333e-05, 1.04338e-05, 1.04427e-05, 1.06069e-05, 1.06073e-05, 1.05345e-05, 3.81346e-05, 1.04723e-05, 1.04601e-05, 1.04296e-05, 1.04377e-05, 1.04349e-05, 1.04282e-05, 2.06504e-05, 1.04282e-05, 1.04282e-05, 1.0706e-05
