   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_579.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.00637751, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00148305, 0, 6.98912e-21, 0, 1.41421, -6.98912e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.66902e-28, 0, 1.3032e-21, 0, 5.68592e-21, 0, 0
0.00934361, 0, 1.51518e-20, 0, 1.41421, -1.51518e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02406e-27, 0, 2.86734e-21, 0, 1.22844e-20, 0, 0
0.0172042, 0, 3.24418e-20, 0, 1.41421, -3.24418e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.21856e-27, 0, 6.22911e-21, 0, 2.62127e-20, 0, 0
0.0250647, 0, 6.86383e-20, 0, 1.41421, -6.86383e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.74984e-27, 0, 1.3369e-20, 0, 5.52692e-20, 0, 0
0.0329253, 0, 1.43565e-19, 0, 1.41421, -1.43565e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00542e-26, 0, 2.83613e-20, 0, 1.15203e-19, 0, 0
0.0407859, 0, 2.96979e-19, 0, 1.41421, -2.96979e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.10501e-26, 0, 5.94981e-20, 0, 2.37481e-19, 0, 0
0.0486464, 0, 6.07804e-19, 0, 1.41421, -6.07804e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.36075e-26, 0, 1.23485e-19, 0, 4.84319e-19, 0, 0
0.056507, 0, 1.23113e-18, 0, 1.41421, -1.23113e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.94152e-26, 0, 2.53642e-19, 0, 9.7749e-19, 0, 0
0.0643676, 0, 2.46878e-18, 0, 1.41421, -2.46878e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.81526e-25, 0, 5.15791e-19, 0, 1.95299e-18, 0, 0
0.0722281, 0, 4.90249e-18, 0, 1.41421, -4.90249e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.64975e-25, 0, 1.03875e-18, 0, 3.86374e-18, 0, 0
0.0800887, 0, 9.64313e-18, 0, 1.41421, -9.64313e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.26935e-25, 0, 2.0723e-18, 0, 7.57083e-18, 0, 0
0.0879492, 0, 1.87926e-17, 0, 1.41421, -1.87926e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43461e-24, 0, 4.09656e-18, 0, 1.46961e-17, 0, 0
0.0958098, 0, 3.62927e-17, 0, 1.41421, -3.62927e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.80592e-24, 0, 8.02629e-18, 0, 2.82664e-17, 0, 0
0.10367, 0, 6.947e-17, 0, 1.41421, -6.947e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.44004e-24, 0, 1.55897e-17, 0, 5.38803e-17, 0, 0
0.111531, 0, 1.31826e-16, 0, 1.41421, -1.31826e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04567e-23, 0, 3.00249e-17, 0, 1.01801e-16, 0, 0
0.119391, 0, 2.48032e-16, 0, 1.41421, -2.48032e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.99307e-23, 0, 5.73497e-17, 0, 1.90682e-16, 0, 0
0.127252, 0, 4.66771e-16, 0, 1.41421, -4.66771e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.80807e-23, 0, 1.09905e-16, 0, 3.56867e-16, 0, 0
0.135113, 0, 8.63e-16, 0, 1.41421, -8.63e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.13231e-23, 0, 2.06371e-16, 0, 6.56629e-16, 0, 0
0.142973, 0, 1.58289e-15, 0, 1.41421, -1.58289e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32533e-22, 0, 3.84551e-16, 0, 1.19834e-15, 0, 0
0.150834, 0, 2.88055e-15, 0, 1.41421, -2.88055e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.44362e-22, 0, 7.11205e-16, 0, 2.16934e-15, 0, 0
0.158694, 0, 5.20157e-15, 0, 1.41421, -5.20157e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.47106e-22, 0, 1.30567e-15, 0, 3.8959e-15, 0, 0
0.166555, 0, 9.32125e-15, 0, 1.41421, -9.32125e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.1191e-22, 0, 2.37969e-15, 0, 6.94156e-15, 0, 0
0.174415, 0, 1.65783e-14, 0, 1.41421, -1.65783e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46342e-21, 0, 4.30638e-15, 0, 1.22719e-14, 0, 0
0.182276, 0, 2.92666e-14, 0, 1.41421, -2.92666e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.61843e-21, 0, 7.73859e-15, 0, 2.1528e-14, 0, 0
0.190137, 0, 5.12877e-14, 0, 1.41421, -5.12877e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.6512e-21, 0, 1.38107e-14, 0, 3.7477e-14, 0, 0
0.197997, 0, 8.92283e-14, 0, 1.41421, -8.92283e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.20329e-21, 0, 2.44807e-14, 0, 6.47476e-14, 0, 0
0.205858, 0, 1.54126e-13, 0, 1.41421, -1.54126e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43665e-20, 0, 4.31053e-14, 0, 1.11021e-13, 0, 0
0.213718, 0, 2.64349e-13, 0, 1.41421, -2.64349e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.49866e-20, 0, 7.54051e-14, 0, 1.88944e-13, 0, 0
0.221579, 0, 4.50241e-13, 0, 1.41421, -4.50241e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.3162e-20, 0, 1.31063e-13, 0, 3.19178e-13, 0, 0
0.229439, 0, 7.61576e-13, 0, 1.41421, -7.61576e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.4061e-20, 0, 2.26367e-13, 0, 5.35209e-13, 0, 0
0.2373, 0, 1.27945e-12, 0, 1.41421, -1.27945e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2625e-19, 0, 3.88555e-13, 0, 8.90896e-13, 0, 0
0.24516, 0, 2.13508e-12, 0, 1.41421, -2.13508e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.13839e-19, 0, 6.62904e-13, 0, 1.47218e-12, 0, 0
0.253021, 0, 3.5394e-12, 0, 1.41421, -3.5394e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.5995e-19, 0, 1.12426e-12, 0, 2.41514e-12, 0, 0
0.260882, 0, 5.82927e-12, 0, 1.41421, -5.82927e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.0224e-19, 0, 1.89568e-12, 0, 3.93359e-12, 0, 0
0.268742, 0, 9.53928e-12, 0, 1.41421, -9.53928e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00175e-18, 0, 3.1784e-12, 0, 6.36087e-12, 0, 0
0.276603, 0, 1.55127e-11, 0, 1.41421, -1.55127e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65696e-18, 0, 5.29998e-12, 0, 1.02127e-11, 0, 0
0.284463, 0, 2.5072e-11, 0, 1.41421, -2.5072e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.72611e-18, 0, 8.79106e-12, 0, 1.62809e-11, 0, 0
0.292324, 0, 4.02793e-11, 0, 1.41421, -4.02793e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.46247e-18, 0, 1.45077e-11, 0, 2.57716e-11, 0, 0
0.300184, 0, 6.43339e-11, 1.62551e-43, 1.41421, -6.43339e-11, 1.62551e-43, 0, 1.62551e-43, 1.62551e-43, 1.62551e-43, 1.62551e-43, 1.62551e-43, 1.62551e-43, 1.62551e-43, 1.62551e-43, 1.62551e-43, 1.62551e-43, 1.62551e-43, 1.62551e-43, 1.62551e-43, 7.27028e-18, 1.62551e-43, 2.38254e-11, 1.62551e-43, 4.05085e-11, 1.62551e-43, 1.62551e-43
0.308045, 0, 1.02175e-10, 2.81381e-42, 1.41421, -1.02175e-10, 2.81381e-42, 0, 2.81381e-42, 2.81381e-42, 2.81381e-42, 2.81381e-42, 2.81381e-42, 2.81381e-42, 2.81381e-42, 2.81381e-42, 2.81381e-42, 2.81381e-42, 2.81381e-42, 2.81381e-42, 2.81381e-42, 1.1793e-17, 2.81381e-42, 3.89472e-11, 2.81381e-42, 6.32274e-11, 2.81381e-42, 2.81381e-42
0.315906, 0, 1.61392e-10, 4.12136e-41, 1.41421, -1.61392e-10, 4.12136e-41, 0, 4.12136e-41, 4.12136e-41, 4.12136e-41, 4.12136e-41, 4.12136e-41, 4.12136e-41, 4.12136e-41, 4.12136e-41, 4.12136e-41, 4.12136e-41, 4.12136e-41, 4.12136e-41, 4.12136e-41, 1.90529e-17, 4.12136e-41, 6.33896e-11, 4.12136e-41, 9.80022e-11, 4.12136e-41, 4.12136e-41
