   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_127.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
14.6944, 1, 0.948256, 0.948254, 1.73205, 0.0517438, 0, 0.948254, 0.948254, 0.948254, 0.948254, 0.948254, 0.948254, 0.948254, 0.948254, 0.948254, 0.948254, 0.948254, 0.948254, 0.948254, 0.948254, 0.948254, 0.948256, 0.948254, 0.948254, 0.948254, 0.948254
14.7022, 2.36555, 0.947019, 0.947016, 2.08939, 1.41853, 0, 0.947016, 0.947016, 0.947016, 0.947016, 0.947016, 0.947016, 0.947016, 0.947016, 0.947016, 0.947016, 0.947016, 0.947016, 0.947016, 0.947016, 0.947016, 0.947019, 0.947016, 0.947016, 0.947016, 0.947016
14.7101, 4.31466, 0.944295, 0.944293, 2.5129, 3.37037, 0, 0.944293, 0.944293, 0.944293, 0.944293, 0.944293, 0.944293, 0.944293, 0.944293, 0.944293, 0.944293, 0.944293, 0.944293, 0.944293, 0.944293, 0.944293, 0.944295, 0.944293, 0.944293, 0.944293, 0.944293
14.718, 1.31979, 0.940834, 0.940832, 1.82203, 0.378953, 0, 0.940832, 0.940832, 0.940832, 0.940832, 0.940832, 0.940832, 0.940832, 0.940832, 0.940832, 0.940832, 0.940832, 0.940832, 0.940832, 0.940832, 0.940832, 0.940834, 0.940832, 0.940832, 0.940832, 0.940832
14.7258, 1.67546, 0.93738, 0.937377, 1.91715, 0.738085, 0, 0.937377, 0.937377, 0.937377, 0.937377, 0.937377, 0.937377, 0.937377, 0.937377, 0.937377, 0.937377, 0.937377, 0.937377, 0.937377, 0.937377, 0.937377, 0.93738, 0.937377, 0.937377, 0.937377, 0.937377
14.7337, 2.99752, 0.937199, 0.937197, 2.23551, 2.06032, 0, 0.937197, 0.937197, 0.937197, 0.937197, 0.937197, 0.937197, 0.937197, 0.937197, 0.937197, 0.937197, 0.937197, 0.937197, 0.937197, 0.937197, 0.937197, 0.937199, 0.937197, 0.937197, 0.937197, 0.937197
14.7416, 0.997522, 0.935405, 0.935403, 1.73134, 0.0621167, 0, 0.935403, 0.935403, 0.935403, 0.935403, 0.935403, 0.935403, 0.935403, 0.935403, 0.935403, 0.935403, 0.935403, 0.935403, 0.935403, 0.935403, 0.935403, 0.935405, 0.935403, 0.935403, 0.935403, 0.935403
14.7494, 1.32949, 0.932165, 0.932163, 1.82469, 0.397327, 0, 0.932163, 0.932163, 0.932163, 0.932163, 0.932163, 0.932163, 0.932163, 0.932163, 0.932163, 0.932163, 0.932163, 0.932163, 0.932163, 0.932163, 0.932163, 0.932165, 0.932163, 0.932163, 0.932163, 0.932163
14.7573, 3.33143, 0.928209, 0.928207, 2.30899, 2.40322, 0, 0.928207, 0.928207, 0.928207, 0.928207, 0.928207, 0.928207, 0.928207, 0.928207, 0.928207, 0.928207, 0.928207, 0.928207, 0.928207, 0.928207, 0.928207, 0.928209, 0.928207, 0.928207, 0.928207, 0.928207
14.7652, 1.33176, 0.924261, 0.924259, 1.82531, 0.407502, 0, 0.924259, 0.924259, 0.924259, 0.924259, 0.924259, 0.924259, 0.924259, 0.924259, 0.924259, 0.924259, 0.924259, 0.924259, 0.924259, 0.924259, 0.924259, 0.924261, 0.924259, 0.924259, 0.924259, 0.924259
14.773, 4.65874, 0.924139, 0.924137, 2.58045, 3.7346, 0, 0.924137, 0.924137, 0.924137, 0.924137, 0.924137, 0.924137, 0.924137, 0.924137, 0.924137, 0.924137, 0.924137, 0.924137, 0.924137, 0.924137, 0.924137, 0.924139, 0.924137, 0.924137, 0.924137, 0.924137
14.7809, 2.99504, 0.922388, 0.922386, 2.23496, 2.07266, 0, 0.922386, 0.922386, 0.922386, 0.922386, 0.922386, 0.922386, 0.922386, 0.922386, 0.922386, 0.922386, 0.922386, 0.922386, 0.922386, 0.922386, 0.922386, 0.922388, 0.922386, 0.922386, 0.922386, 0.922386
14.7888, 0.683024, 0.919157, 0.919154, 1.63799, -0.236133, 0, 0.919154, 0.919154, 0.919154, 0.919154, 0.919154, 0.919154, 0.919154, 0.919154, 0.919154, 0.919154, 0.919154, 0.919154, 0.919154, 0.919154, 0.919154, 0.919157, 0.919154, 0.919154, 0.919154, 0.919154
14.7966, 2, 0.915192, 0.915189, 2, 1.08481, 0, 0.915189, 0.915189, 0.915189, 0.915189, 0.915189, 0.915189, 0.915189, 0.915189, 0.915189, 0.915189, 0.915189, 0.915189, 0.915189, 0.915189, 0.915189, 0.915192, 0.915189, 0.915189, 0.915189, 0.915189
14.8045, 1, 0.911236, 0.911233, 1.73205, 0.0887645, 0, 0.911233, 0.911233, 0.911233, 0.911233, 0.911233, 0.911233, 0.911233, 0.911233, 0.911233, 0.911233, 0.911233, 0.911233, 0.911233, 0.911233, 0.911233, 0.911236, 0.911233, 0.911233, 0.911233, 0.911233
14.8124, 1.29765, 0.910529, 0.910526, 1.81594, 0.387117, 0, 0.910526, 0.910526, 0.910526, 0.910526, 0.910526, 0.910526, 0.910526, 0.910526, 0.910526, 0.910526, 0.910526, 0.910526, 0.910526, 0.910526, 0.910526, 0.910529, 0.910526, 0.910526, 0.910526, 0.910526
14.8202, 1.99538, 0.908224, 0.908222, 1.99884, 1.08715, 0, 0.908222, 0.908222, 0.908222, 0.908222, 0.908222, 0.908222, 0.908222, 0.908222, 0.908222, 0.908222, 0.908222, 0.908222, 0.908222, 0.908222, 0.908222, 0.908224, 0.908222, 0.908222, 0.908222, 0.908222
14.8281, 1.70698, 0.904464, 0.904462, 1.92535, 0.802512, 0, 0.904462, 0.904462, 0.904462, 0.904462, 0.904462, 0.904462, 0.904462, 0.904462, 0.904462, 0.904462, 0.904462, 0.904462, 0.904462, 0.904462, 0.904462, 0.904464, 0.904462, 0.904462, 0.904462, 0.904462
14.836, 0, 0.899985, 0.899982, 1.41421, -0.899985, 0, 0.899982, 0.899982, 0.899982, 0.899982, 0.899982, 0.899982, 0.899982, 0.899982, 0.899982, 0.899982, 0.899982, 0.899982, 0.899982, 0.899982, 0.899982, 0.899985, 0.899982, 0.899982, 0.899982, 0.899982
14.8439, 1.63928, 0.895517, 0.895514, 1.90769, 0.743765, 0, 0.895514, 0.895514, 0.895514, 0.895514, 0.895514, 0.895514, 0.895514, 0.895514, 0.895514, 0.895514, 0.895514, 0.895514, 0.895514, 0.895514, 0.895514, 0.895517, 0.895514, 0.895514, 0.895514, 0.895514
14.8517, 1.36072, 0.894847, 0.894845, 1.83323, 0.465871, 0, 0.894845, 0.894845, 0.894845, 0.894845, 0.894845, 0.894845, 0.894845, 0.894845, 0.894845, 0.894845, 0.894845, 0.894845, 0.894845, 0.894845, 0.894845, 0.894847, 0.894845, 0.894845, 0.894845, 0.894845
14.8596, 3, 0.89258, 0.892577, 2.23607, 2.10742, 0, 0.892577, 0.892577, 0.892577, 0.892577, 0.892577, 0.892577, 0.892577, 0.892577, 0.892577, 0.892577, 0.892577, 0.892577, 0.892577, 0.892577, 0.892577, 0.89258, 0.892577, 0.892577, 0.892577, 0.892577
14.8675, 3.26403, 0.888844, 0.888842, 2.29435, 2.37519, 0, 0.888842, 0.888842, 0.888842, 0.888842, 0.888842, 0.888842, 0.888842, 0.888842, 0.888842, 0.888842, 0.888842, 0.888842, 0.888842, 0.888842, 0.888842, 0.888844, 0.888842, 0.888842, 0.888842, 0.888842
14.8753, 0.735968, 0.884384, 0.884382, 1.65408, -0.148416, 0, 0.884382, 0.884382, 0.884382, 0.884382, 0.884382, 0.884382, 0.884382, 0.884382, 0.884382, 0.884382, 0.884382, 0.884382, 0.884382, 0.884382, 0.884382, 0.884384, 0.884382, 0.884382, 0.884382, 0.884382
14.8832, 0.627138, 0.879935, 0.879932, 1.62084, -0.252797, 0, 0.879932, 0.879932, 0.879932, 0.879932, 0.879932, 0.879932, 0.879932, 0.879932, 0.879932, 0.879932, 0.879932, 0.879932, 0.879932, 0.879932, 0.879932, 0.879935, 0.879932, 0.879932, 0.879932, 0.879932
14.8911, 0.372862, 0.878689, 0.878687, 1.54041, -0.505827, 0, 0.878687, 0.878687, 0.878687, 0.878687, 0.878687, 0.878687, 0.878687, 0.878687, 0.878687, 0.878687, 0.878687, 0.878687, 0.878687, 0.878687, 0.878687, 0.878689, 0.878687, 0.878687, 0.878687, 0.878687
14.8989, 2, 0.875879, 0.875877, 2, 1.12412, 0, 0.875877, 0.875877, 0.875877, 0.875877, 0.875877, 0.875877, 0.875877, 0.875877, 0.875877, 0.875877, 0.875877, 0.875877, 0.875877, 0.875877, 0.875877, 0.875879, 0.875877, 0.875877, 0.875877, 0.875877
14.9068, 0, 0.87163, 0.871628, 1.41421, -0.87163, 0, 0.871628, 0.871628, 0.871628, 0.871628, 0.871628, 0.871628, 0.871628, 0.871628, 0.871628, 0.871628, 0.871628, 0.871628, 0.871628, 0.871628, 0.871628, 0.87163, 0.871628, 0.871628, 0.871628, 0.871628
14.9147, 0, 0.866672, 0.86667, 1.41421, -0.866672, 0, 0.86667, 0.86667, 0.86667, 0.86667, 0.86667, 0.86667, 0.86667, 0.86667, 0.86667, 0.86667, 0.86667, 0.86667, 0.86667, 0.86667, 0.86667, 0.866672, 0.86667, 0.86667, 0.86667, 0.86667
14.9225, 4.23024, 0.861728, 0.861726, 2.49604, 3.36851, 0, 0.861726, 0.861726, 0.861726, 0.861726, 0.861726, 0.861726, 0.861726, 0.861726, 0.861726, 0.861726, 0.861726, 0.861726, 0.861726, 0.861726, 0.861726, 0.861728, 0.861726, 0.861726, 0.861726, 0.861726
14.9304, 1.99514, 0.860488, 0.860485, 1.99878, 1.13465, 0, 0.860485, 0.860485, 0.860485, 0.860485, 0.860485, 0.860485, 0.860485, 0.860485, 0.860485, 0.860485, 0.860485, 0.860485, 0.860485, 0.860485, 0.860485, 0.860488, 0.860485, 0.860485, 0.860485, 0.860485
14.9383, 0.774625, 0.857705, 0.857703, 1.66572, -0.0830799, 0, 0.857703, 0.857703, 0.857703, 0.857703, 0.857703, 0.857703, 0.857703, 0.857703, 0.857703, 0.857703, 0.857703, 0.857703, 0.857703, 0.857703, 0.857703, 0.857705, 0.857703, 0.857703, 0.857703, 0.857703
14.9461, 2.60781, 0.853503, 0.8535, 2.14658, 1.7543, 0, 0.8535, 0.8535, 0.8535, 0.8535, 0.8535, 0.8535, 0.8535, 0.8535, 0.8535, 0.8535, 0.8535, 0.8535, 0.8535, 0.8535, 0.8535, 0.853503, 0.8535, 0.8535, 0.8535, 0.8535
14.954, 0.392193, 0.848601, 0.848598, 1.54667, -0.456407, 0, 0.848598, 0.848598, 0.848598, 0.848598, 0.848598, 0.848598, 0.848598, 0.848598, 0.848598, 0.848598, 0.848598, 0.848598, 0.848598, 0.848598, 0.848598, 0.848601, 0.848598, 0.848598, 0.848598, 0.848598
14.9619, 1, 0.843713, 0.84371, 1.73205, 0.156287, 0, 0.84371, 0.84371, 0.84371, 0.84371, 0.84371, 0.84371, 0.84371, 0.84371, 0.84371, 0.84371, 0.84371, 0.84371, 0.84371, 0.84371, 0.84371, 0.843713, 0.84371, 0.84371, 0.84371, 0.84371
14.9698, 1, 0.841875, 0.841872, 1.73205, 0.158125, 0, 0.841872, 0.841872, 0.841872, 0.841872, 0.841872, 0.841872, 0.841872, 0.841872, 0.841872, 0.841872, 0.841872, 0.841872, 0.841872, 0.841872, 0.841872, 0.841875, 0.841872, 0.841872, 0.841872, 0.841872
14.9776, 1.59832, 0.838561, 0.838559, 1.89692, 0.759754, 0, 0.838559, 0.838559, 0.838559, 0.838559, 0.838559, 0.838559, 0.838559, 0.838559, 0.838559, 0.838559, 0.838559, 0.838559, 0.838559, 0.838559, 0.838559, 0.838561, 0.838559, 0.838559, 0.838559, 0.838559
14.9855, 2.99747, 0.833891, 0.833888, 2.2355, 2.16358, 0, 0.833888, 0.833888, 0.833888, 0.833888, 0.833888, 0.833888, 0.833888, 0.833888, 0.833888, 0.833888, 0.833888, 0.833888, 0.833888, 0.833888, 0.833888, 0.833891, 0.833888, 0.833888, 0.833888, 0.833888
14.9934, 0.997522, 0.828554, 0.828552, 1.73134, 0.168968, 0, 0.828552, 0.828552, 0.828552, 0.828552, 0.828552, 0.828552, 0.828552, 0.828552, 0.828552, 0.828552, 0.828552, 0.828552, 0.828552, 0.828552, 0.828552, 0.828554, 0.828552, 0.828552, 0.828552, 0.828552
15.0012, 0.997769, 0.823235, 0.823232, 1.73141, 0.174535, 0, 0.823232, 0.823232, 0.823232, 0.823232, 0.823232, 0.823232, 0.823232, 0.823232, 0.823232, 0.823232, 0.823232, 0.823232, 0.823232, 0.823232, 0.823232, 0.823235, 0.823232, 0.823232, 0.823232, 0.823232
15.0091, 3.58612, 0.82143, 0.821428, 2.3635, 2.76469, 0, 0.821428, 0.821428, 0.821428, 0.821428, 0.821428, 0.821428, 0.821428, 0.821428, 0.821428, 0.821428, 0.821428, 0.821428, 0.821428, 0.821428, 0.821428, 0.82143, 0.821428, 0.821428, 0.821428, 0.821428
15.017, 0.822801, 0.81816, 0.818158, 1.68012, 0.00464022, 0, 0.818158, 0.818158, 0.818158, 0.818158, 0.818158, 0.818158, 0.818158, 0.818158, 0.818158, 0.818158, 0.818158, 0.818158, 0.818158, 0.818158, 0.818158, 0.81816, 0.818158, 0.818158, 0.818158, 0.818158
15.0248, 0.583891, 0.813544, 0.813542, 1.60745, -0.229653, 0, 0.813542, 0.813542, 0.813542, 0.813542, 0.813542, 0.813542, 0.813542, 0.813542, 0.813542, 0.813542, 0.813542, 0.813542, 0.813542, 0.813542, 0.813542, 0.813544, 0.813542, 0.813542, 0.813542, 0.813542
15.0327, 2.99752, 0.808268, 0.808265, 2.23551, 2.18925, 0, 0.808265, 0.808265, 0.808265, 0.808265, 0.808265, 0.808265, 0.808265, 0.808265, 0.808265, 0.808265, 0.808265, 0.808265, 0.808265, 0.808265, 0.808265, 0.808268, 0.808265, 0.808265, 0.808265, 0.808265
15.0406, 0.418587, 0.803008, 0.803006, 1.55518, -0.384421, 0, 0.803006, 0.803006, 0.803006, 0.803006, 0.803006, 0.803006, 0.803006, 0.803006, 0.803006, 0.803006, 0.803006, 0.803006, 0.803006, 0.803006, 0.803006, 0.803008, 0.803006, 0.803006, 0.803006, 0.803006
15.0484, 1.15316, 0.800693, 0.80069, 1.77571, 0.352467, 0, 0.80069, 0.80069, 0.80069, 0.80069, 0.80069, 0.80069, 0.80069, 0.80069, 0.80069, 0.80069, 0.80069, 0.80069, 0.80069, 0.80069, 0.80069, 0.800693, 0.80069, 0.80069, 0.80069, 0.80069
15.0563, 1.42094, 0.796955, 0.796953, 1.84958, 0.623987, 0, 0.796953, 0.796953, 0.796953, 0.796953, 0.796953, 0.796953, 0.796953, 0.796953, 0.796953, 0.796953, 0.796953, 0.796953, 0.796953, 0.796953, 0.796953, 0.796955, 0.796953, 0.796953, 0.796953, 0.796953
15.0642, 1.99752, 0.79191, 0.791908, 1.99938, 1.20561, 0, 0.791908, 0.791908, 0.791908, 0.791908, 0.791908, 0.791908, 0.791908, 0.791908, 0.791908, 0.791908, 0.791908, 0.791908, 0.791908, 0.791908, 0.791908, 0.79191, 0.791908, 0.791908, 0.791908, 0.791908
15.072, 1.56716, 0.786226, 0.786224, 1.88869, 0.780936, 0, 0.786224, 0.786224, 0.786224, 0.786224, 0.786224, 0.786224, 0.786224, 0.786224, 0.786224, 0.786224, 0.786224, 0.786224, 0.786224, 0.786224, 0.786224, 0.786226, 0.786224, 0.786224, 0.786224, 0.786224
15.0799, 2.86121, 0.780563, 0.78056, 2.20482, 2.08065, 0, 0.78056, 0.78056, 0.78056, 0.78056, 0.78056, 0.78056, 0.78056, 0.78056, 0.78056, 0.78056, 0.78056, 0.78056, 0.78056, 0.78056, 0.78056, 0.780563, 0.78056, 0.78056, 0.78056, 0.78056
15.0878, 1.12898, 0.778326, 0.778323, 1.76889, 0.350655, 0, 0.778323, 0.778323, 0.778323, 0.778323, 0.778323, 0.778323, 0.778323, 0.778323, 0.778323, 0.778323, 0.778323, 0.778323, 0.778323, 0.778323, 0.778323, 0.778326, 0.778323, 0.778323, 0.778323, 0.778323
15.0956, 2.4331, 0.774654, 0.774652, 2.10549, 1.65845, 0, 0.774652, 0.774652, 0.774652, 0.774652, 0.774652, 0.774652, 0.774652, 0.774652, 0.774652, 0.774652, 0.774652, 0.774652, 0.774652, 0.774652, 0.774652, 0.774654, 0.774652, 0.774652, 0.774652, 0.774652
15.1035, 2.99752, 0.769669, 0.769667, 2.23551, 2.22785, 0, 0.769667, 0.769667, 0.769667, 0.769667, 0.769667, 0.769667, 0.769667, 0.769667, 0.769667, 0.769667, 0.769667, 0.769667, 0.769667, 0.769667, 0.769667, 0.769669, 0.769667, 0.769667, 0.769667, 0.769667
15.1114, 2.4404, 0.764042, 0.76404, 2.10722, 1.67635, 0, 0.76404, 0.76404, 0.76404, 0.76404, 0.76404, 0.76404, 0.76404, 0.76404, 0.76404, 0.76404, 0.76404, 0.76404, 0.76404, 0.76404, 0.76404, 0.764042, 0.76404, 0.76404, 0.76404, 0.76404
15.1193, 2, 0.758435, 0.758433, 2, 1.24156, 0, 0.758433, 0.758433, 0.758433, 0.758433, 0.758433, 0.758433, 0.758433, 0.758433, 0.758433, 0.758433, 0.758433, 0.758433, 0.758433, 0.758433, 0.758433, 0.758435, 0.758433, 0.758433, 0.758433, 0.758433
15.1271, 3.10483, 0.755784, 0.755782, 2.25939, 2.34905, 0, 0.755782, 0.755782, 0.755782, 0.755782, 0.755782, 0.755782, 0.755782, 0.755782, 0.755782, 0.755782, 0.755782, 0.755782, 0.755782, 0.755782, 0.755782, 0.755784, 0.755782, 0.755782, 0.755782, 0.755782
15.135, 2.44523, 0.751721, 0.751719, 2.10837, 1.69351, 0, 0.751719, 0.751719, 0.751719, 0.751719, 0.751719, 0.751719, 0.751719, 0.751719, 0.751719, 0.751719, 0.751719, 0.751719, 0.751719, 0.751719, 0.751719, 0.751721, 0.751719, 0.751719, 0.751719, 0.751719
15.1429, 2.54535, 0.74636, 0.746358, 2.13198, 1.79899, 0, 0.746358, 0.746358, 0.746358, 0.746358, 0.746358, 0.746358, 0.746358, 0.746358, 0.746358, 0.746358, 0.746358, 0.746358, 0.746358, 0.746358, 0.746358, 0.74636, 0.746358, 0.746358, 0.746358, 0.746358
15.1507, 1.90458, 0.740368, 0.740365, 1.976, 1.16422, 0, 0.740365, 0.740365, 0.740365, 0.740365, 0.740365, 0.740365, 0.740365, 0.740365, 0.740365, 0.740365, 0.740365, 0.740365, 0.740365, 0.740365, 0.740365, 0.740368, 0.740365, 0.740365, 0.740365, 0.740365
15.1586, 2, 0.734399, 0.734397, 2, 1.2656, 0, 0.734397, 0.734397, 0.734397, 0.734397, 0.734397, 0.734397, 0.734397, 0.734397, 0.734397, 0.734397, 0.734397, 0.734397, 0.734397, 0.734397, 0.734397, 0.734399, 0.734397, 0.734397, 0.734397, 0.734397
15.1665, 2.08079, 0.731867, 0.731864, 2.0201, 1.34893, 0, 0.731864, 0.731864, 0.731864, 0.731864, 0.731864, 0.731864, 0.731864, 0.731864, 0.731864, 0.731864, 0.731864, 0.731864, 0.731864, 0.731864, 0.731864, 0.731867, 0.731864, 0.731864, 0.731864, 0.731864
15.1743, 1.99504, 0.727892, 0.727889, 1.99876, 1.26715, 0, 0.727889, 0.727889, 0.727889, 0.727889, 0.727889, 0.727889, 0.727889, 0.727889, 0.727889, 0.727889, 0.727889, 0.727889, 0.727889, 0.727889, 0.727889, 0.727892, 0.727889, 0.727889, 0.727889, 0.727889
15.1822, 1.45985, 0.722598, 0.722596, 1.86007, 0.737253, 0, 0.722596, 0.722596, 0.722596, 0.722596, 0.722596, 0.722596, 0.722596, 0.722596, 0.722596, 0.722596, 0.722596, 0.722596, 0.722596, 0.722596, 0.722596, 0.722598, 0.722596, 0.722596, 0.722596, 0.722596
15.1901, 2.99752, 0.716662, 0.716659, 2.23551, 2.28086, 0, 0.716659, 0.716659, 0.716659, 0.716659, 0.716659, 0.716659, 0.716659, 0.716659, 0.716659, 0.716659, 0.716659, 0.716659, 0.716659, 0.716659, 0.716659, 0.716662, 0.716659, 0.716659, 0.716659, 0.716659
15.1979, 1.46679, 0.71075, 0.710748, 1.86193, 0.756041, 0, 0.710748, 0.710748, 0.710748, 0.710748, 0.710748, 0.710748, 0.710748, 0.710748, 0.710748, 0.710748, 0.710748, 0.710748, 0.710748, 0.710748, 0.710748, 0.71075, 0.710748, 0.710748, 0.710748, 0.710748
15.2058, 1.05675, 0.707907, 0.707904, 1.74836, 0.348847, 0, 0.707904, 0.707904, 0.707904, 0.707904, 0.707904, 0.707904, 0.707904, 0.707904, 0.707904, 0.707904, 0.707904, 0.707904, 0.707904, 0.707904, 0.707904, 0.707907, 0.707904, 0.707904, 0.707904, 0.707904
15.2137, 3.46915, 0.703624, 0.703622, 2.33862, 2.76552, 0, 0.703622, 0.703622, 0.703622, 0.703622, 0.703622, 0.703622, 0.703622, 0.703622, 0.703622, 0.703622, 0.703622, 0.703622, 0.703622, 0.703622, 0.703622, 0.703624, 0.703622, 0.703622, 0.703622, 0.703622
15.2215, 3.52094, 0.698019, 0.698017, 2.34967, 2.82292, 0, 0.698017, 0.698017, 0.698017, 0.698017, 0.698017, 0.698017, 0.698017, 0.698017, 0.698017, 0.698017, 0.698017, 0.698017, 0.698017, 0.698017, 0.698017, 0.698019, 0.698017, 0.698017, 0.698017, 0.698017
15.2294, 1.47435, 0.691772, 0.691769, 1.86396, 0.782578, 0, 0.691769, 0.691769, 0.691769, 0.691769, 0.691769, 0.691769, 0.691769, 0.691769, 0.691769, 0.691769, 0.691769, 0.691769, 0.691769, 0.691769, 0.691769, 0.691772, 0.691769, 0.691769, 0.691769, 0.691769
15.2373, 0.47881, 0.685552, 0.68555, 1.57442, -0.206742, 0, 0.68555, 0.68555, 0.68555, 0.68555, 0.68555, 0.68555, 0.68555, 0.68555, 0.68555, 0.68555, 0.68555, 0.68555, 0.68555, 0.68555, 0.68555, 0.685552, 0.68555, 0.68555, 0.68555, 0.68555
15.2452, 0.516233, 0.682794, 0.682792, 1.58626, -0.166561, 0, 0.682792, 0.682792, 0.682792, 0.682792, 0.682792, 0.682792, 0.682792, 0.682792, 0.682792, 0.682792, 0.682792, 0.682792, 0.682792, 0.682792, 0.682792, 0.682794, 0.682792, 0.682792, 0.682792, 0.682792
15.253, 0.99777, 0.678594, 0.678592, 1.73141, 0.319175, 0, 0.678592, 0.678592, 0.678592, 0.678592, 0.678592, 0.678592, 0.678592, 0.678592, 0.678592, 0.678592, 0.678592, 0.678592, 0.678592, 0.678592, 0.678592, 0.678594, 0.678592, 0.678592, 0.678592, 0.678592
15.2609, 1.486, 0.673082, 0.673079, 1.86708, 0.812916, 0, 0.673079, 0.673079, 0.673079, 0.673079, 0.673079, 0.673079, 0.673079, 0.673079, 0.673079, 0.673079, 0.673079, 0.673079, 0.673079, 0.673079, 0.673079, 0.673082, 0.673079, 0.673079, 0.673079, 0.673079
15.2688, 1.01784, 0.666932, 0.666929, 1.73719, 0.350912, 0, 0.666929, 0.666929, 0.666929, 0.666929, 0.666929, 0.666929, 0.666929, 0.666929, 0.666929, 0.666929, 0.666929, 0.666929, 0.666929, 0.666929, 0.666929, 0.666932, 0.666929, 0.666929, 0.666929, 0.666929
15.2766, 0.982156, 0.66081, 0.660807, 1.72689, 0.321347, 0, 0.660807, 0.660807, 0.660807, 0.660807, 0.660807, 0.660807, 0.660807, 0.660807, 0.660807, 0.660807, 0.660807, 0.660807, 0.660807, 0.660807, 0.660807, 0.66081, 0.660807, 0.660807, 0.660807, 0.660807
15.2845, 0, 0.657766, 0.657764, 1.41421, -0.657766, 0, 0.657764, 0.657764, 0.657764, 0.657764, 0.657764, 0.657764, 0.657764, 0.657764, 0.657764, 0.657764, 0.657764, 0.657764, 0.657764, 0.657764, 0.657764, 0.657766, 0.657764, 0.657764, 0.657764, 0.657764
15.2924, 2.50173, 0.653315, 0.653312, 2.12173, 1.84842, 0, 0.653312, 0.653312, 0.653312, 0.653312, 0.653312, 0.653312, 0.653312, 0.653312, 0.653312, 0.653312, 0.653312, 0.653312, 0.653312, 0.653312, 0.653312, 0.653315, 0.653312, 0.653312, 0.653312, 0.653312
15.3002, 0.997769, 0.647582, 0.64758, 1.73141, 0.350187, 0, 0.64758, 0.64758, 0.64758, 0.64758, 0.64758, 0.64758, 0.64758, 0.64758, 0.64758, 0.64758, 0.64758, 0.64758, 0.64758, 0.64758, 0.64758, 0.647582, 0.64758, 0.64758, 0.64758, 0.64758
15.3081, 0.99746, 0.64123, 0.641228, 1.73132, 0.35623, 0, 0.641228, 0.641228, 0.641228, 0.641228, 0.641228, 0.641228, 0.641228, 0.641228, 0.641228, 0.641228, 0.641228, 0.641228, 0.641228, 0.641228, 0.641228, 0.64123, 0.641228, 0.641228, 0.641228, 0.641228
15.316, 0.503036, 0.63491, 0.634908, 1.5821, -0.131874, 0, 0.634908, 0.634908, 0.634908, 0.634908, 0.634908, 0.634908, 0.634908, 0.634908, 0.634908, 0.634908, 0.634908, 0.634908, 0.634908, 0.634908, 0.634908, 0.63491, 0.634908, 0.634908, 0.634908, 0.634908
15.3238, 1.49219, 0.631977, 0.631974, 1.86874, 0.860217, 0, 0.631974, 0.631974, 0.631974, 0.631974, 0.631974, 0.631974, 0.631974, 0.631974, 0.631974, 0.631974, 0.631974, 0.631974, 0.631974, 0.631974, 0.631974, 0.631977, 0.631974, 0.631974, 0.631974, 0.631974
15.3317, 1.50781, 0.627625, 0.627622, 1.87291, 0.880182, 0, 0.627622, 0.627622, 0.627622, 0.627622, 0.627622, 0.627622, 0.627622, 0.627622, 0.627622, 0.627622, 0.627622, 0.627622, 0.627622, 0.627622, 0.627622, 0.627625, 0.627622, 0.627622, 0.627622, 0.627622
15.3396, 2, 0.621994, 0.621992, 2, 1.37801, 0, 0.621992, 0.621992, 0.621992, 0.621992, 0.621992, 0.621992, 0.621992, 0.621992, 0.621992, 0.621992, 0.621992, 0.621992, 0.621992, 0.621992, 0.621992, 0.621994, 0.621992, 0.621992, 0.621992, 0.621992
15.3474, 0.485006, 0.615745, 0.615743, 1.57639, -0.130739, 0, 0.615743, 0.615743, 0.615743, 0.615743, 0.615743, 0.615743, 0.615743, 0.615743, 0.615743, 0.615743, 0.615743, 0.615743, 0.615743, 0.615743, 0.615743, 0.615745, 0.615743, 0.615743, 0.615743, 0.615743
15.3553, 0.997522, 0.609528, 0.609526, 1.73134, 0.387993, 0, 0.609526, 0.609526, 0.609526, 0.609526, 0.609526, 0.609526, 0.609526, 0.609526, 0.609526, 0.609526, 0.609526, 0.609526, 0.609526, 0.609526, 0.609526, 0.609528, 0.609526, 0.609526, 0.609526, 0.609526
15.3632, 2.51747, 0.606425, 0.606422, 2.12543, 1.91105, 0, 0.606422, 0.606422, 0.606422, 0.606422, 0.606422, 0.606422, 0.606422, 0.606422, 0.606422, 0.606422, 0.606422, 0.606422, 0.606422, 0.606422, 0.606422, 0.606425, 0.606422, 0.606422, 0.606422, 0.606422
15.371, 1.47776, 0.601914, 0.601911, 1.86488, 0.875846, 0, 0.601911, 0.601911, 0.601911, 0.601911, 0.601911, 0.601911, 0.601911, 0.601911, 0.601911, 0.601911, 0.601911, 0.601911, 0.601911, 0.601911, 0.601911, 0.601914, 0.601911, 0.601911, 0.601911, 0.601911
