   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_641.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0022013, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00565659, 0, 1.02458e-22, 0, 1.41421, -1.02458e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6235e-23, 0, 8.62228e-23, 0, 0, 0
0.0135145, 0, 2.53371e-22, 0, 1.41421, -2.53371e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.09498e-23, 0, 2.12421e-22, 0, 0, 0
0.0213724, 0, 6.14575e-22, 0, 1.41421, -6.14575e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01208e-22, 0, 5.13367e-22, 0, 0, 0
0.0292303, 0, 1.46414e-21, 0, 1.41421, -1.46414e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.45472e-22, 0, 1.21867e-21, 0, 0, 0
0.0370881, 0, 3.42984e-21, 0, 1.41421, -3.42984e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.85025e-22, 0, 2.84482e-21, 0, 0, 0
0.044946, 0, 7.9081e-21, 0, 1.41421, -7.9081e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37153e-21, 0, 6.53657e-21, 0, 0, 0
0.0528039, 0, 1.79616e-20, 0, 1.41421, -1.79616e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.16597e-21, 0, 1.47956e-20, 0, 0, 0
0.0606618, 0, 4.0217e-20, 0, 1.41421, -4.0217e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.20168e-21, 0, 3.30153e-20, 0, 0, 0
0.0685197, 0, 8.8828e-20, 0, 1.41421, -8.8828e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.61547e-20, 0, 7.26733e-20, 0, 0, 0
0.0763776, 0, 1.93647e-19, 0, 1.41421, -1.93647e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.57583e-20, 0, 1.57889e-19, 0, 0, 0
0.0842355, 0, 4.16881e-19, 0, 1.41421, -4.16881e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.8147e-20, 0, 3.38734e-19, 0, 0, 0
0.0920934, 0, 8.86643e-19, 0, 1.41421, -8.86643e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68703e-19, 0, 7.1794e-19, 0, 0, 0
0.0999512, 0, 1.86379e-18, 0, 1.41421, -1.86379e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.59922e-19, 0, 1.50387e-18, 0, 0, 0
0.107809, 0, 3.87358e-18, 0, 1.41421, -3.87358e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.59172e-19, 0, 3.11441e-18, 0, 0, 0
0.115667, 0, 7.96226e-18, 0, 1.41421, -7.96226e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58373e-18, 0, 6.37854e-18, 0, 0, 0
0.123525, 0, 1.61919e-17, 0, 1.41421, -1.61919e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.26868e-18, 0, 1.29232e-17, 0, 0, 0
0.131383, 0, 3.25845e-17, 0, 1.41421, -3.25845e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.67658e-18, 0, 2.59079e-17, 0, 0, 0
0.139241, 0, 6.49059e-17, 0, 1.41421, -6.49059e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35003e-17, 0, 5.14056e-17, 0, 0, 0
0.147099, 0, 1.28001e-16, 0, 1.41421, -1.28001e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.70307e-17, 0, 1.00971e-16, 0, 0, 0
0.154956, 0, 2.49972e-16, 0, 1.41421, -2.49972e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.36042e-17, 0, 1.96368e-16, 0, 0, 0
0.162814, 0, 4.83503e-16, 0, 1.41421, -4.83503e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05309e-16, 0, 3.78194e-16, 0, 0, 0
0.170672, 0, 9.2643e-16, 0, 1.41421, -9.2643e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.04999e-16, 0, 7.2143e-16, 0, 0, 0
0.17853, 0, 1.75875e-15, 0, 1.41421, -1.75875e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.95496e-16, 0, 1.36325e-15, 0, 0, 0
0.186388, 0, 3.30857e-15, 0, 1.41421, -3.30857e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.56343e-16, 0, 2.55222e-15, 0, 0, 0
0.194246, 0, 6.16856e-15, 0, 1.41421, -6.16856e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43403e-15, 0, 4.73453e-15, 0, 0, 0
0.202104, 0, 1.13997e-14, 0, 1.41421, -1.13997e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6961e-15, 0, 8.70362e-15, 0, 0, 0
0.209962, 0, 2.08846e-14, 0, 1.41421, -2.08846e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.02714e-15, 0, 1.58575e-14, 0, 0, 0
0.21782, 0, 3.79346e-14, 0, 1.41421, -3.79346e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.29789e-15, 0, 2.86368e-14, 0, 0, 0
0.225677, 0, 6.85084e-14, 0, 1.41421, -6.85084e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.71327e-14, 0, 5.13757e-14, 0, 0, 0
0.233535, 0, 1.22325e-13, 0, 1.41421, -1.22325e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.11784e-14, 0, 9.11461e-14, 0, 0, 0
0.241393, 0, 2.16632e-13, 0, 1.41421, -2.16632e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.63077e-14, 0, 1.60324e-13, 0, 0, 0
0.249251, 0, 3.80558e-13, 0, 1.41421, -3.80558e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00937e-13, 0, 2.79622e-13, 0, 0, 0
0.257109, 0, 6.63215e-13, 0, 1.41421, -6.63215e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.79619e-13, 0, 4.83596e-13, 0, 0, 0
0.264967, 0, 1.14674e-12, 0, 1.41421, -1.14674e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.17351e-13, 0, 8.29391e-13, 0, 0, 0
0.272825, 0, 1.96744e-12, 0, 1.41421, -1.96744e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.56775e-13, 0, 1.41066e-12, 0, 0, 0
0.280683, 0, 3.34975e-12, 0, 1.41421, -3.34975e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.70165e-13, 0, 2.37958e-12, 0, 0, 0
0.288541, 0, 5.66044e-12, 0, 1.41421, -5.66044e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67926e-12, 0, 3.98118e-12, 0, 0, 0
0.296398, 0, 9.49451e-12, 0, 1.41421, -9.49451e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.88788e-12, 0, 6.60663e-12, 0, 0, 0
0.304256, 0, 1.58103e-11, 0, 1.41421, -1.58103e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.9354e-12, 0, 1.08749e-11, 0, 0, 0
