   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_146.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
5.34437, 9.53941, 12.7963, 12.7911, 3.39697, -3.25691, 12.7911, 0, 12.7911, 12.7911, 12.7954, 12.7911, 12.7911, 12.7911, 12.7911, 12.7911, 12.7911, 12.7911, 12.7911, 12.7911, 12.7911, 12.7911, 12.7911, 12.7911, 12.7919, 12.7911
5.35223, 15.5349, 12.8364, 12.8311, 4.18747, 2.69851, 12.8311, 0, 12.8311, 12.8312, 12.8355, 12.8311, 12.8311, 12.8311, 12.8311, 12.8311, 12.8311, 12.8311, 12.8311, 12.8311, 12.8311, 12.8311, 12.8311, 12.8311, 12.8321, 12.8311
5.3601, 13.0738, 12.8764, 12.8711, 3.8825, 0.197429, 12.8711, 0, 12.8711, 12.8711, 12.8754, 12.8711, 12.8711, 12.8711, 12.8711, 12.8711, 12.8711, 12.8711, 12.8711, 12.8711, 12.8711, 12.8711, 12.8711, 12.8711, 12.872, 12.8711
5.36796, 12.8968, 12.9162, 12.9108, 3.85964, -0.0194168, 12.9108, 0, 12.9108, 12.9108, 12.9152, 12.9108, 12.9108, 12.9108, 12.9108, 12.9108, 12.9108, 12.9108, 12.9108, 12.9108, 12.9108, 12.9108, 12.9108, 12.9108, 12.9118, 12.9108
5.37583, 13.4464, 12.9559, 12.9504, 3.93019, 0.490542, 12.9504, 0, 12.9504, 12.9504, 12.9548, 12.9504, 12.9504, 12.9504, 12.9504, 12.9504, 12.9504, 12.9504, 12.9504, 12.9504, 12.9504, 12.9504, 12.9504, 12.9504, 12.9514, 12.9504
5.38369, 13.3768, 12.9954, 12.9898, 3.92133, 0.38147, 12.9898, 0, 12.9898, 12.9898, 12.9942, 12.9898, 12.9898, 12.9898, 12.9898, 12.9898, 12.9898, 12.9898, 12.9898, 12.9898, 12.9898, 12.9898, 12.9898, 12.9898, 12.9909, 12.9898
5.39155, 14.2024, 13.0347, 13.0291, 4.02522, 1.16774, 13.0291, 0, 13.0291, 13.0291, 13.0335, 13.0291, 13.0291, 13.0291, 13.0291, 13.0291, 13.0291, 13.0291, 13.0291, 13.0291, 13.0291, 13.0291, 13.0291, 13.0291, 13.0302, 13.0291
5.39942, 15.3845, 13.0738, 13.0682, 4.16947, 2.31068, 13.0682, 0, 13.0682, 13.0682, 13.0727, 13.0682, 13.0682, 13.0682, 13.0682, 13.0682, 13.0682, 13.0682, 13.0682, 13.0682, 13.0682, 13.0682, 13.0682, 13.0682, 13.0693, 13.0682
5.40728, 8.45836, 13.1128, 13.1071, 3.23394, -4.65446, 13.1071, 0, 13.1071, 13.1071, 13.1116, 13.1071, 13.1071, 13.1071, 13.1071, 13.1071, 13.1071, 13.1071, 13.1071, 13.1071, 13.1071, 13.1071, 13.1071, 13.1071, 13.1083, 13.1071
5.41515, 10.9353, 13.1516, 13.1458, 3.59656, -2.21639, 13.1458, 0, 13.1458, 13.1458, 13.1504, 13.1458, 13.1458, 13.1458, 13.1458, 13.1458, 13.1458, 13.1458, 13.1458, 13.1458, 13.1458, 13.1458, 13.1458, 13.1458, 13.147, 13.1458
5.42301, 10.145, 13.1903, 13.1844, 3.48497, -3.04527, 13.1844, 0, 13.1844, 13.1844, 13.1891, 13.1844, 13.1844, 13.1844, 13.1844, 13.1844, 13.1844, 13.1844, 13.1844, 13.1844, 13.1844, 13.1844, 13.1844, 13.1844, 13.1856, 13.1844
5.43088, 14.9809, 13.2288, 13.2227, 4.12079, 1.75207, 13.2227, 0, 13.2227, 13.2227, 13.2276, 13.2227, 13.2227, 13.2227, 13.2227, 13.2227, 13.2227, 13.2227, 13.2227, 13.2227, 13.2227, 13.2227, 13.2227, 13.2227, 13.2239, 13.2227
5.43874, 16.9804, 13.2672, 13.2609, 4.35665, 3.71322, 13.2609, 0, 13.2609, 13.2609, 13.266, 13.2609, 13.2609, 13.2609, 13.2609, 13.2609, 13.2609, 13.2609, 13.2609, 13.2609, 13.2609, 13.2609, 13.2609, 13.2609, 13.2621, 13.2609
5.44661, 14.0161, 13.3055, 13.2989, 4.00201, 0.710651, 13.2989, 0, 13.2989, 13.2989, 13.3042, 13.2989, 13.2989, 13.2989, 13.2989, 13.2989, 13.2989, 13.2989, 13.2989, 13.2989, 13.2989, 13.2989, 13.2989, 13.2989, 13.3001, 13.2989
5.45447, 15.3689, 13.3436, 13.3366, 4.1676, 2.02531, 13.3366, 0, 13.3367, 13.3367, 13.3423, 13.3366, 13.3366, 13.3366, 13.3366, 13.3366, 13.3366, 13.3366, 13.3366, 13.3366, 13.3366, 13.3367, 13.3366, 13.3366, 13.3379, 13.3366
5.46234, 12.5575, 13.3816, 13.3742, 3.81543, -0.82414, 13.3742, 0, 13.3742, 13.3742, 13.3804, 13.3742, 13.3742, 13.3742, 13.3742, 13.3742, 13.3742, 13.3742, 13.3742, 13.3742, 13.3742, 13.3742, 13.3742, 13.3742, 13.3755, 13.3742
5.4702, 6.91741, 13.4196, 13.4116, 2.9862, -6.50222, 13.4116, 0, 13.4116, 13.4116, 13.4184, 13.4116, 13.4116, 13.4116, 13.4116, 13.4116, 13.4116, 13.4116, 13.4116, 13.4116, 13.4116, 13.4116, 13.4116, 13.4116, 13.4128, 13.4116
5.47807, 9.51958, 13.4576, 13.4488, 3.39405, -3.93801, 13.4488, 0, 13.4488, 13.4488, 13.4563, 13.4488, 13.4488, 13.4488, 13.4488, 13.4488, 13.4488, 13.4488, 13.4488, 13.4488, 13.4488, 13.4488, 13.4488, 13.4488, 13.45, 13.4488
5.48593, 10.9878, 13.4956, 13.4857, 3.60385, -2.50781, 13.4857, 0, 13.4857, 13.4858, 13.4943, 13.4857, 13.4857, 13.4857, 13.4857, 13.4857, 13.4857, 13.4857, 13.4857, 13.4857, 13.4857, 13.4857, 13.4857, 13.4857, 13.487, 13.4857
5.49379, 10.9878, 13.5336, 13.5225, 3.60385, -2.54588, 13.5225, 0, 13.5225, 13.5225, 13.5324, 13.5225, 13.5225, 13.5225, 13.5225, 13.5225, 13.5225, 13.5225, 13.5225, 13.5225, 13.5225, 13.5225, 13.5225, 13.5225, 13.5237, 13.5225
5.50166, 14.4908, 13.5719, 13.559, 4.06089, 0.918957, 13.559, 0, 13.559, 13.559, 13.5706, 13.559, 13.559, 13.559, 13.559, 13.559, 13.559, 13.559, 13.559, 13.559, 13.559, 13.559, 13.559, 13.559, 13.5602, 13.559
5.50952, 12.9871, 13.6103, 13.5953, 3.87132, -0.623231, 13.5953, 0, 13.5954, 13.5954, 13.6091, 13.5953, 13.5953, 13.5953, 13.5953, 13.5953, 13.5953, 13.5953, 13.5953, 13.5953, 13.5953, 13.5953, 13.5953, 13.5953, 13.5966, 13.5953
5.51739, 12.4861, 13.6491, 13.6314, 3.80606, -1.16302, 13.6314, 0, 13.6314, 13.6314, 13.6479, 13.6314, 13.6314, 13.6314, 13.6314, 13.6314, 13.6314, 13.6314, 13.6314, 13.6314, 13.6314, 13.6314, 13.6314, 13.6314, 13.6326, 13.6314
5.52525, 12.4944, 13.6884, 13.6673, 3.80715, -1.19399, 13.6673, 0, 13.6673, 13.6673, 13.6872, 13.6673, 13.6673, 13.6673, 13.6673, 13.6673, 13.6673, 13.6673, 13.6673, 13.6673, 13.6673, 13.6673, 13.6673, 13.6673, 13.6685, 13.6673
5.53312, 8.99046, 13.7283, 13.7029, 3.31519, -4.73784, 13.7029, 0, 13.7029, 13.7029, 13.7271, 13.7029, 13.7029, 13.7029, 13.7029, 13.7029, 13.7029, 13.7029, 13.7029, 13.7029, 13.7029, 13.7029, 13.7029, 13.7029, 13.7041, 13.7029
5.54098, 12.4337, 13.7689, 13.7383, 3.79918, -1.33516, 13.7383, 0, 13.7383, 13.7383, 13.7677, 13.7383, 13.7383, 13.7383, 13.7383, 13.7383, 13.7383, 13.7383, 13.7383, 13.7383, 13.7383, 13.7383, 13.7383, 13.7383, 13.7395, 13.7383
5.54885, 13.5467, 13.8104, 13.7735, 3.94293, -0.26375, 13.7735, 0, 13.7735, 13.7735, 13.8093, 13.7735, 13.7735, 13.7735, 13.7735, 13.7735, 13.7735, 13.7735, 13.7735, 13.7735, 13.7735, 13.7735, 13.7735, 13.7735, 13.7746, 13.7735
5.55671, 11.9266, 13.853, 13.8084, 3.73184, -1.9264, 13.8084, 0, 13.8084, 13.8084, 13.8519, 13.8084, 13.8084, 13.8084, 13.8084, 13.8084, 13.8084, 13.8084, 13.8084, 13.8084, 13.8084, 13.8084, 13.8084, 13.8084, 13.8095, 13.8084
5.56458, 16.0175, 13.8969, 13.8431, 4.2447, 2.12055, 13.8431, 0, 13.8431, 13.8431, 13.8958, 13.8431, 13.8431, 13.8431, 13.8431, 13.8431, 13.8431, 13.8431, 13.8431, 13.8431, 13.8431, 13.8431, 13.8431, 13.8431, 13.8442, 13.8431
5.57244, 15.423, 13.9422, 13.8775, 4.17409, 1.4808, 13.8775, 0, 13.8775, 13.8775, 13.9411, 13.8775, 13.8775, 13.8775, 13.8775, 13.8775, 13.8775, 13.8775, 13.8775, 13.8775, 13.8775, 13.8775, 13.8775, 13.8775, 13.8786, 13.8775
5.5803, 12.0714, 13.9892, 13.9117, 3.75118, -1.91783, 13.9117, 0, 13.9117, 13.9117, 13.9881, 13.9117, 13.9117, 13.9117, 13.9117, 13.9117, 13.9117, 13.9117, 13.9117, 13.9117, 13.9117, 13.9117, 13.9117, 13.9117, 13.9128, 13.9117
5.58817, 7.51341, 14.0379, 13.9456, 3.08438, -6.52447, 13.9456, 0, 13.9456, 13.9456, 14.0368, 13.9456, 13.9456, 13.9456, 13.9456, 13.9456, 13.9456, 13.9456, 13.9456, 13.9456, 13.9456, 13.9456, 13.9456, 13.9456, 13.9467, 13.9456
5.59603, 8.93403, 14.0884, 13.9793, 3.30666, -5.15441, 13.9793, 0, 13.9793, 13.9793, 14.0874, 13.9793, 13.9793, 13.9793, 13.9793, 13.9793, 13.9793, 13.9793, 13.9793, 13.9793, 13.9793, 13.9793, 13.9793, 13.9793, 13.9803, 13.9793
5.6039, 11.5162, 14.1409, 14.0127, 3.67643, -2.62476, 14.0127, 0, 14.0127, 14.0127, 14.1399, 14.0127, 14.0127, 14.0127, 14.0127, 14.0127, 14.0127, 14.0127, 14.0127, 14.0127, 14.0127, 14.0127, 14.0127, 14.0127, 14.0137, 14.0127
5.61176, 12.5208, 14.1953, 14.0458, 3.81062, -1.6745, 14.0458, 0, 14.0458, 14.0458, 14.1943, 14.0458, 14.0458, 14.0458, 14.0458, 14.0458, 14.0458, 14.0458, 14.0458, 14.0458, 14.0458, 14.0458, 14.0458, 14.0458, 14.0468, 14.0458
5.61963, 11.9197, 14.2516, 14.0787, 3.73091, -2.33189, 14.0787, 0, 14.0787, 14.0787, 14.2506, 14.0787, 14.0787, 14.0787, 14.0787, 14.0787, 14.0787, 14.0787, 14.0787, 14.0787, 14.0787, 14.0787, 14.0787, 14.0787, 14.0796, 14.0787
5.62749, 14.4482, 14.3095, 14.1113, 4.05564, 0.138658, 14.1113, 0, 14.1113, 14.1113, 14.3086, 14.1113, 14.1113, 14.1113, 14.1113, 14.1113, 14.1113, 14.1113, 14.1113, 14.1113, 14.1113, 14.1113, 14.1113, 14.1113, 14.1122, 14.1113
5.63536, 14.4433, 14.3689, 14.1436, 4.05503, 0.0743332, 14.1436, 0, 14.1436, 14.1436, 14.368, 14.1436, 14.1436, 14.1436, 14.1436, 14.1436, 14.1436, 14.1436, 14.1436, 14.1436, 14.1436, 14.1436, 14.1436, 14.1436, 14.1445, 14.1436
5.64322, 8.06504, 14.4294, 14.1757, 3.17254, -6.36437, 14.1757, 0, 14.1757, 14.1757, 14.4285, 14.1757, 14.1757, 14.1757, 14.1757, 14.1757, 14.1757, 14.1757, 14.1757, 14.1757, 14.1757, 14.1757, 14.1757, 14.1757, 14.1765, 14.1757
5.65109, 9.53065, 14.4905, 14.2074, 3.39568, -4.95988, 14.2074, 0, 14.2074, 14.2074, 14.4897, 14.2074, 14.2074, 14.2074, 14.2074, 14.2074, 14.2074, 14.2074, 14.2074, 14.2074, 14.2074, 14.2074, 14.2074, 14.2074, 14.2083, 14.2074
5.65895, 10.4407, 14.5518, 14.2389, 3.52714, -4.11103, 14.2389, 0, 14.2389, 14.2389, 14.5509, 14.2389, 14.2389, 14.2389, 14.2389, 14.2389, 14.2389, 14.2389, 14.2389, 14.2389, 14.2389, 14.2389, 14.2389, 14.2389, 14.2397, 14.2389
5.66681, 15.6346, 14.6125, 14.2701, 4.19935, 1.02209, 14.2701, 0, 14.2701, 14.2701, 14.6117, 14.2701, 14.2701, 14.2701, 14.2701, 14.2701, 14.2701, 14.2701, 14.2701, 14.2701, 14.2701, 14.2701, 14.2701, 14.2701, 14.2709, 14.2701
5.67468, 8.44077, 14.672, 14.301, 3.23122, -6.23125, 14.301, 0, 14.301, 14.301, 14.6712, 14.301, 14.301, 14.301, 14.301, 14.301, 14.301, 14.301, 14.301, 14.301, 14.301, 14.301, 14.301, 14.301, 14.3017, 14.301
5.68254, 4.09963, 14.7297, 14.3315, 2.46974, -10.63, 14.3315, 0, 14.3316, 14.3316, 14.7289, 14.3315, 14.3315, 14.3315, 14.3315, 14.3315, 14.3315, 14.3315, 14.3315, 14.3315, 14.3315, 14.3315, 14.3315, 14.3315, 14.3323, 14.3315
5.69041, 14.2103, 14.7847, 14.3618, 4.0262, -0.574448, 14.3618, 0, 14.3618, 14.3618, 14.784, 14.3618, 14.3618, 14.3618, 14.3618, 14.3618, 14.3618, 14.3618, 14.3618, 14.3618, 14.3618, 14.3618, 14.3618, 14.3618, 14.3625, 14.3618
5.69827, 9.77993, 14.8365, 14.3918, 3.43219, -5.05656, 14.3918, 0, 14.3918, 14.3918, 14.8358, 14.3918, 14.3918, 14.3918, 14.3918, 14.3918, 14.3918, 14.3918, 14.3918, 14.3918, 14.3918, 14.3918, 14.3918, 14.3918, 14.3925, 14.3918
5.70614, 10.8716, 14.8843, 14.4215, 3.58771, -4.01268, 14.4215, 0, 14.4215, 14.4215, 14.8837, 14.4215, 14.4215, 14.4215, 14.4215, 14.4215, 14.4215, 14.4215, 14.4215, 14.4215, 14.4215, 14.4215, 14.4215, 14.4215, 14.4221, 14.4215
5.714, 11.4259, 14.9277, 14.4508, 3.66414, -3.50172, 14.4508, 0, 14.4508, 14.4508, 14.927, 14.4508, 14.4508, 14.4508, 14.4508, 14.4508, 14.4508, 14.4508, 14.4508, 14.4508, 14.4508, 14.4508, 14.4508, 14.4508, 14.4514, 14.4508
5.72187, 7.55458, 14.9661, 14.4798, 3.09105, -7.41152, 14.4798, 0, 14.4798, 14.4798, 14.9655, 14.4798, 14.4798, 14.4798, 14.4798, 14.4798, 14.4798, 14.4798, 14.4798, 14.4798, 14.4798, 14.4798, 14.4798, 14.4798, 14.4804, 14.4798
5.72973, 8.99058, 14.9993, 14.5085, 3.3152, -6.00872, 14.5085, 0, 14.5085, 14.5085, 14.9987, 14.5085, 14.5085, 14.5085, 14.5085, 14.5085, 14.5085, 14.5085, 14.5085, 14.5085, 14.5085, 14.5085, 14.5085, 14.5085, 14.5091, 14.5085
5.7376, 10.8475, 15.0271, 14.5369, 3.58434, -4.17967, 14.5369, 0, 14.5369, 14.5369, 15.0266, 14.5369, 14.5369, 14.5369, 14.5369, 14.5369, 14.5369, 14.5369, 14.5369, 14.5369, 14.5369, 14.5369, 14.5369, 14.5369, 14.5374, 14.5369
5.74546, 14.2637, 15.0496, 14.5649, 4.03283, -0.785867, 14.5649, 0, 14.5649, 14.5649, 15.0491, 14.5649, 14.5649, 14.5649, 14.5649, 14.5649, 14.5649, 14.5649, 14.5649, 14.5649, 14.5649, 14.5649, 14.5649, 14.5649, 14.5654, 14.5649
5.75332, 7.85984, 15.0668, 14.5926, 3.14004, -7.20697, 14.5926, 0, 14.5926, 14.5926, 15.0663, 14.5926, 14.5926, 14.5926, 14.5926, 14.5926, 14.5926, 14.5926, 14.5926, 14.5926, 14.5926, 14.5926, 14.5926, 14.5926, 14.593, 14.5926
5.76119, 9.25453, 15.0792, 14.6199, 3.35478, -5.82463, 14.6199, 0, 14.6199, 14.6199, 15.0787, 14.6199, 14.6199, 14.6199, 14.6199, 14.6199, 14.6199, 14.6199, 14.6199, 14.6199, 14.6199, 14.6199, 14.6199, 14.6199, 14.6203, 14.6199
5.76905, 10.1447, 15.0871, 14.6469, 3.48493, -4.94233, 14.6469, 0, 14.6469, 14.6469, 15.0866, 14.6469, 14.6469, 14.6469, 14.6469, 14.6469, 14.6469, 14.6469, 14.6469, 14.6469, 14.6469, 14.6469, 14.6469, 14.6469, 14.6473, 14.6469
5.77692, 6.40471, 15.0911, 14.6735, 2.89909, -8.68636, 14.6735, 0, 14.6735, 14.6735, 15.0907, 14.6735, 14.6735, 14.6735, 14.6735, 14.6735, 14.6735, 14.6735, 14.6735, 14.6735, 14.6735, 14.6735, 14.6735, 14.6735, 14.6739, 14.6735
5.78478, 9.32937, 15.0918, 14.6998, 3.36591, -5.76248, 14.6998, 0, 14.6998, 14.6998, 15.0915, 14.6998, 14.6998, 14.6998, 14.6998, 14.6998, 14.6998, 14.6998, 14.6998, 14.6998, 14.6998, 14.6998, 14.6998, 14.6998, 14.7002, 14.6998
5.79265, 10.0533, 15.0901, 14.7257, 3.47178, -5.03678, 14.7257, 0, 14.7257, 14.7258, 15.0897, 14.7257, 14.7257, 14.7257, 14.7257, 14.7257, 14.7257, 14.7257, 14.7257, 14.7257, 14.7257, 14.7257, 14.7257, 14.7257, 14.7261, 14.7257
5.80051, 11.7555, 15.0864, 14.7513, 3.70885, -3.33091, 14.7513, 0, 14.7513, 14.7513, 15.0861, 14.7513, 14.7513, 14.7513, 14.7513, 14.7513, 14.7513, 14.7513, 14.7513, 14.7513, 14.7513, 14.7513, 14.7513, 14.7513, 14.7516, 14.7513
5.80838, 8.58356, 15.0817, 14.7765, 3.25324, -6.49817, 14.7765, 0, 14.7765, 14.7766, 15.0814, 14.7765, 14.7765, 14.7765, 14.7765, 14.7765, 14.7765, 14.7765, 14.7765, 14.7765, 14.7765, 14.7765, 14.7765, 14.7765, 14.7768, 14.7765
5.81624, 13.0149, 15.0765, 14.8014, 3.8749, -2.06169, 14.8014, 0, 14.8014, 14.8014, 15.0762, 14.8014, 14.8014, 14.8014, 14.8014, 14.8014, 14.8014, 14.8014, 14.8014, 14.8014, 14.8014, 14.8014, 14.8014, 14.8014, 14.8017, 14.8014
5.82411, 12.5784, 15.0715, 14.826, 3.81817, -2.49315, 14.826, 0, 14.826, 14.826, 15.0712, 14.826, 14.826, 14.826, 14.826, 14.826, 14.826, 14.826, 14.826, 14.826, 14.826, 14.826, 14.826, 14.826, 14.8262, 14.826
5.83197, 11.7828, 15.0672, 14.8502, 3.71252, -3.28446, 14.8502, 0, 14.8502, 14.8502, 15.067, 14.8502, 14.8502, 14.8502, 14.8502, 14.8502, 14.8502, 14.8502, 14.8502, 14.8502, 14.8502, 14.8502, 14.8502, 14.8502, 14.8504, 14.8502
5.83984, 11.9783, 15.0641, 14.8741, 3.73875, -3.08584, 14.8741, 0, 14.8741, 14.8741, 15.0638, 14.8741, 14.8741, 14.8741, 14.8741, 14.8741, 14.8741, 14.8741, 14.8741, 14.8741, 14.8741, 14.8741, 14.8741, 14.8741, 14.8743, 14.8741
5.8477, 14.0043, 15.0625, 14.8976, 4.00053, -1.05819, 14.8976, 0, 14.8976, 14.8977, 15.0622, 14.8976, 14.8976, 14.8976, 14.8976, 14.8976, 14.8976, 14.8976, 14.8976, 14.8976, 14.8976, 14.8976, 14.8976, 14.8976, 14.8979, 14.8976
5.85556, 11.345, 15.0626, 14.9209, 3.65308, -3.71762, 14.9209, 0, 14.921, 14.921, 15.0624, 14.9209, 14.9209, 14.9209, 14.9209, 14.9209, 14.9209, 14.9209, 14.9209, 14.9209, 14.9209, 14.9209, 14.9209, 14.9209, 14.9212, 14.9209
5.86343, 17.3654, 15.0647, 14.944, 4.40062, 2.30071, 14.944, 0, 14.944, 14.944, 15.0645, 14.944, 14.944, 14.944, 14.944, 14.944, 14.944, 14.944, 14.944, 14.944, 14.944, 14.944, 14.944, 14.944, 14.9442, 14.944
5.87129, 14.8106, 15.0689, 14.9668, 4.10007, -0.258272, 14.9668, 0, 14.9668, 14.9669, 15.0687, 14.9668, 14.9668, 14.9668, 14.9668, 14.9668, 14.9668, 14.9668, 14.9668, 14.9668, 14.9668, 14.9668, 14.9668, 14.9668, 14.967, 14.9668
5.87916, 14.5957, 15.0751, 14.9895, 4.07379, -0.479344, 14.9895, 0, 14.9895, 14.9895, 15.0749, 14.9895, 14.9895, 14.9895, 14.9895, 14.9895, 14.9895, 14.9895, 14.9895, 14.9895, 14.9895, 14.9895, 14.9895, 14.9895, 14.9897, 14.9895
5.88702, 14.218, 15.0833, 15.012, 4.02715, -0.865345, 15.012, 0, 15.012, 15.012, 15.0831, 15.012, 15.012, 15.012, 15.012, 15.012, 15.012, 15.012, 15.012, 15.012, 15.012, 15.012, 15.012, 15.012, 15.0121, 15.012
5.89489, 6.36791, 15.0935, 15.0344, 2.89273, -8.72559, 15.0344, 0, 15.0344, 15.0344, 15.0933, 15.0344, 15.0344, 15.0344, 15.0344, 15.0344, 15.0344, 15.0344, 15.0344, 15.0344, 15.0344, 15.0344, 15.0344, 15.0344, 15.0345, 15.0344
5.90275, 13.6078, 15.1055, 15.0567, 3.95067, -1.49773, 15.0567, 0, 15.0568, 15.0568, 15.1054, 15.0567, 15.0567, 15.0567, 15.0567, 15.0567, 15.0567, 15.0567, 15.0567, 15.0567, 15.0567, 15.0567, 15.0567, 15.0567, 15.0569, 15.0567
5.91062, 12.7391, 15.1193, 15.0791, 3.83915, -2.38021, 15.0791, 0, 15.0791, 15.0791, 15.1192, 15.0791, 15.0791, 15.0791, 15.0791, 15.0791, 15.0791, 15.0791, 15.0791, 15.0791, 15.0791, 15.0791, 15.0791, 15.0791, 15.0792, 15.0791
5.91848, 12.1018, 15.1346, 15.1015, 3.75524, -3.03284, 15.1015, 0, 15.1015, 15.1015, 15.1345, 15.1015, 15.1015, 15.1015, 15.1015, 15.1015, 15.1015, 15.1015, 15.1015, 15.1015, 15.1015, 15.1015, 15.1015, 15.1015, 15.1016, 15.1015
5.92635, 16.8642, 15.1514, 15.1241, 4.3433, 1.71279, 15.1241, 0, 15.1241, 15.1241, 15.1513, 15.1241, 15.1241, 15.1241, 15.1241, 15.1241, 15.1241, 15.1241, 15.1241, 15.1241, 15.1241, 15.1241, 15.1241, 15.1241, 15.1242, 15.1241
5.93421, 16.615, 15.1695, 15.1468, 4.31451, 1.44542, 15.1468, 0, 15.1468, 15.1468, 15.1694, 15.1468, 15.1468, 15.1468, 15.1468, 15.1468, 15.1468, 15.1468, 15.1468, 15.1468, 15.1468, 15.1468, 15.1468, 15.1468, 15.1469, 15.1468
5.94207, 9.61964, 15.1889, 15.1698, 3.40876, -5.56924, 15.1698, 0, 15.1698, 15.1698, 15.1888, 15.1698, 15.1698, 15.1698, 15.1698, 15.1698, 15.1698, 15.1698, 15.1698, 15.1698, 15.1698, 15.1698, 15.1698, 15.1698, 15.1699, 15.1698
5.94994, 13.532, 15.2093, 15.1931, 3.94107, -1.67729, 15.1931, 0, 15.1931, 15.1932, 15.2092, 15.1931, 15.1931, 15.1931, 15.1931, 15.1931, 15.1931, 15.1931, 15.1931, 15.1931, 15.1931, 15.1931, 15.1931, 15.1931, 15.1932, 15.1931
5.9578, 14.8051, 15.2308, 15.2168, 4.0994, -0.425728, 15.2168, 0, 15.2168, 15.2168, 15.2307, 15.2168, 15.2168, 15.2168, 15.2168, 15.2168, 15.2168, 15.2168, 15.2168, 15.2168, 15.2168, 15.2168, 15.2168, 15.2168, 15.2169, 15.2168
5.96567, 14.3439, 15.2532, 15.2409, 4.04276, -0.909344, 15.2409, 0, 15.2409, 15.2409, 15.2531, 15.2409, 15.2409, 15.2409, 15.2409, 15.2409, 15.2409, 15.2409, 15.2409, 15.2409, 15.2409, 15.2409, 15.2409, 15.2409, 15.241, 15.2409
5.97353, 16.1203, 15.2765, 15.2655, 4.25679, 0.843718, 15.2655, 0, 15.2655, 15.2655, 15.2765, 15.2655, 15.2655, 15.2655, 15.2655, 15.2655, 15.2655, 15.2655, 15.2655, 15.2655, 15.2655, 15.2655, 15.2655, 15.2655, 15.2656, 15.2655
5.9814, 21.4309, 15.3007, 15.2906, 4.84055, 6.1302, 15.2906, 0, 15.2906, 15.2906, 15.3006, 15.2906, 15.2906, 15.2906, 15.2906, 15.2906, 15.2906, 15.2906, 15.2906, 15.2906, 15.2906, 15.2906, 15.2906, 15.2906, 15.2906, 15.2906
5.98926, 14.1008, 15.3257, 15.3162, 4.01258, -1.22486, 15.3162, 0, 15.3162, 15.3162, 15.3256, 15.3162, 15.3162, 15.3162, 15.3162, 15.3162, 15.3162, 15.3162, 15.3162, 15.3162, 15.3162, 15.3162, 15.3162, 15.3162, 15.3163, 15.3162
5.99713, 18.5825, 15.3514, 15.3424, 4.53679, 3.23107, 15.3424, 0, 15.3424, 15.3424, 15.3513, 15.3424, 15.3424, 15.3424, 15.3424, 15.3424, 15.3424, 15.3424, 15.3424, 15.3424, 15.3424, 15.3424, 15.3424, 15.3424, 15.3424, 15.3424
6.00499, 15.6416, 15.3779, 15.3692, 4.20019, 0.263782, 15.3692, 0, 15.3692, 15.3692, 15.3778, 15.3692, 15.3692, 15.3692, 15.3692, 15.3692, 15.3692, 15.3692, 15.3692, 15.3692, 15.3692, 15.3692, 15.3692, 15.3692, 15.3692, 15.3692
6.01286, 15.0884, 15.405, 15.3965, 4.13382, -0.316546, 15.3965, 0, 15.3965, 15.3965, 15.4049, 15.3965, 15.3965, 15.3965, 15.3965, 15.3965, 15.3965, 15.3965, 15.3965, 15.3965, 15.3965, 15.3965, 15.3965, 15.3965, 15.3965, 15.3965
6.02072, 16.5754, 15.4328, 15.4244, 4.30992, 1.14259, 15.4244, 0, 15.4244, 15.4244, 15.4327, 15.4244, 15.4244, 15.4244, 15.4244, 15.4244, 15.4244, 15.4244, 15.4244, 15.4244, 15.4244, 15.4244, 15.4244, 15.4244, 15.4244, 15.4244
6.02858, 10.9678, 15.4612, 15.4529, 3.60109, -4.49332, 15.4529, 0, 15.4529, 15.4529, 15.4611, 15.4529, 15.4529, 15.4529, 15.4529, 15.4529, 15.4529, 15.4529, 15.4529, 15.4529, 15.4529, 15.4529, 15.4529, 15.4529, 15.4529, 15.4529
6.03645, 8.66681, 15.4901, 15.4818, 3.26601, -6.8233, 15.4818, 0, 15.4818, 15.4818, 15.4901, 15.4818, 15.4818, 15.4818, 15.4818, 15.4818, 15.4818, 15.4818, 15.4818, 15.4818, 15.4818, 15.4818, 15.4818, 15.4818, 15.4818, 15.4818
6.04431, 9.31516, 15.5196, 15.5112, 3.3638, -6.2044, 15.5112, 0, 15.5112, 15.5113, 15.5195, 15.5112, 15.5112, 15.5112, 15.5112, 15.5112, 15.5112, 15.5112, 15.5112, 15.5112, 15.5112, 15.5112, 15.5112, 15.5112, 15.5113, 15.5112
6.05218, 3.66419, 15.5495, 15.5411, 2.37996, -11.8853, 15.5411, 0, 15.5411, 15.5411, 15.5494, 15.5411, 15.5411, 15.5411, 15.5411, 15.5411, 15.5411, 15.5411, 15.5411, 15.5411, 15.5411, 15.5411, 15.5411, 15.5411, 15.5411, 15.5411
