   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_146.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
10.1496, 8.06202, 5.95934, 5.94133, 3.17207, 2.10268, 5.94133, 0, 5.94191, 5.94133, 5.94133, 5.94133, 5.94133, 5.94133, 5.94133, 5.94133, 5.94133, 5.94133, 5.94133, 5.94133, 5.94133, 5.94133, 5.94133, 5.94133, 5.95876, 5.94133
10.1575, 12.8346, 5.94879, 5.93175, 3.85158, 6.88585, 5.93175, 0, 5.93234, 5.93175, 5.93175, 5.93175, 5.93175, 5.93175, 5.93175, 5.93175, 5.93175, 5.93175, 5.93175, 5.93175, 5.93175, 5.93175, 5.93175, 5.93175, 5.9482, 5.93175
10.1654, 5.91698, 5.93815, 5.92203, 2.81371, -0.0211744, 5.92203, 0, 5.92262, 5.92203, 5.92203, 5.92203, 5.92203, 5.92203, 5.92203, 5.92203, 5.92203, 5.92203, 5.92203, 5.92203, 5.92203, 5.92203, 5.92203, 5.92203, 5.93756, 5.92203
10.1732, 7.92169, 5.92758, 5.91231, 3.14987, 1.99411, 5.91231, 0, 5.9129, 5.91231, 5.91231, 5.91231, 5.91231, 5.91231, 5.91231, 5.91231, 5.91231, 5.91231, 5.91231, 5.91231, 5.91231, 5.91232, 5.91231, 5.91231, 5.92699, 5.91231
10.1811, 5.85973, 5.9173, 5.90285, 2.80352, -0.0575738, 5.90285, 0, 5.90343, 5.90285, 5.90285, 5.90285, 5.90285, 5.90285, 5.90285, 5.90285, 5.90285, 5.90285, 5.90285, 5.90285, 5.90285, 5.90285, 5.90285, 5.90285, 5.91672, 5.90285
10.1889, 5.06171, 5.90645, 5.89276, 2.65739, -0.844742, 5.89276, 0, 5.89333, 5.89276, 5.89276, 5.89276, 5.89276, 5.89276, 5.89276, 5.89276, 5.89276, 5.89276, 5.89276, 5.89276, 5.89276, 5.89276, 5.89276, 5.89276, 5.90588, 5.89276
10.1968, 7.99529, 5.89506, 5.88207, 3.16153, 2.10024, 5.88207, 0, 5.88263, 5.88207, 5.88207, 5.88207, 5.88207, 5.88207, 5.88207, 5.88207, 5.88207, 5.88207, 5.88207, 5.88207, 5.88207, 5.88207, 5.88207, 5.88207, 5.89449, 5.88207
10.2047, 6.11351, 5.88341, 5.87109, 2.84842, 0.230095, 5.87109, 0, 5.87163, 5.87109, 5.87109, 5.87109, 5.87109, 5.87109, 5.87109, 5.87109, 5.87109, 5.87109, 5.87109, 5.87109, 5.87109, 5.87109, 5.87109, 5.87109, 5.88287, 5.87109
10.2125, 7.99055, 5.87182, 5.86012, 3.16078, 2.11873, 5.86012, 0, 5.86064, 5.86012, 5.86012, 5.86012, 5.86012, 5.86012, 5.86012, 5.86012, 5.86012, 5.86012, 5.86012, 5.86012, 5.86012, 5.86012, 5.86012, 5.86012, 5.8713, 5.86012
10.2204, 9.88132, 5.8614, 5.85028, 3.44693, 4.01991, 5.85028, 0, 5.85078, 5.85028, 5.85028, 5.85028, 5.85028, 5.85028, 5.85028, 5.85028, 5.85028, 5.85028, 5.85028, 5.85028, 5.85028, 5.85028, 5.85028, 5.85028, 5.8609, 5.85028
10.2283, 8.20273, 5.85007, 5.83948, 3.19417, 2.35266, 5.83948, 0, 5.83996, 5.83948, 5.83948, 5.83948, 5.83948, 5.83948, 5.83948, 5.83948, 5.83948, 5.83948, 5.83948, 5.83948, 5.83948, 5.83949, 5.83948, 5.83948, 5.84959, 5.83948
10.2361, 10.9859, 5.83787, 5.82778, 3.60359, 5.14801, 5.82778, 0, 5.82823, 5.82778, 5.82778, 5.82778, 5.82778, 5.82778, 5.82778, 5.82778, 5.82778, 5.82778, 5.82778, 5.82778, 5.82778, 5.82779, 5.82778, 5.82778, 5.83741, 5.82778
10.244, 9.84424, 5.82525, 5.81564, 3.44155, 4.01899, 5.81564, 0, 5.81606, 5.81564, 5.81564, 5.81564, 5.81564, 5.81564, 5.81564, 5.81564, 5.81564, 5.81564, 5.81564, 5.81564, 5.81564, 5.81564, 5.81564, 5.81564, 5.82483, 5.81564
10.2519, 7.0373, 5.81268, 5.8035, 3.00621, 1.22462, 5.8035, 0, 5.80389, 5.8035, 5.8035, 5.8035, 5.8035, 5.8035, 5.8035, 5.8035, 5.8035, 5.8035, 5.8035, 5.8035, 5.8035, 5.80351, 5.8035, 5.8035, 5.81228, 5.8035
10.2597, 8.94856, 5.80291, 5.79415, 3.30886, 3.14565, 5.79415, 0, 5.79451, 5.79415, 5.79415, 5.79415, 5.79415, 5.79415, 5.79415, 5.79415, 5.79415, 5.79415, 5.79415, 5.79415, 5.79415, 5.79415, 5.79415, 5.79415, 5.80255, 5.79415
10.2676, 9.07201, 5.79194, 5.78356, 3.32746, 3.28007, 5.78356, 0, 5.78389, 5.78356, 5.78356, 5.78356, 5.78356, 5.78356, 5.78356, 5.78356, 5.78356, 5.78356, 5.78356, 5.78356, 5.78356, 5.78356, 5.78356, 5.78356, 5.79161, 5.78356
10.2755, 11.8379, 5.77983, 5.77181, 3.71994, 6.05809, 5.77181, 0, 5.77211, 5.77181, 5.77181, 5.77181, 5.77181, 5.77181, 5.77181, 5.77181, 5.77181, 5.77181, 5.77181, 5.77181, 5.77181, 5.77181, 5.77181, 5.77181, 5.77953, 5.77181
10.2833, 6.06815, 5.76718, 5.75948, 2.84045, 0.300978, 5.75948, 0, 5.75976, 5.75948, 5.75948, 5.75948, 5.75948, 5.75948, 5.75948, 5.75948, 5.75948, 5.75948, 5.75948, 5.75948, 5.75948, 5.75948, 5.75948, 5.75948, 5.7669, 5.75948
10.2912, 6.89442, 5.75455, 5.74717, 2.98235, 1.13987, 5.74717, 0, 5.74741, 5.74717, 5.74717, 5.74717, 5.74717, 5.74717, 5.74717, 5.74717, 5.74717, 5.74717, 5.74717, 5.74717, 5.74717, 5.74717, 5.74717, 5.74717, 5.7543, 5.74717
10.2991, 5.12094, 5.7441, 5.737, 2.66851, -0.623158, 5.737, 0, 5.73723, 5.737, 5.737, 5.737, 5.737, 5.737, 5.737, 5.737, 5.737, 5.737, 5.737, 5.737, 5.737, 5.73701, 5.737, 5.737, 5.74388, 5.737
10.3069, 7.87906, 5.73241, 5.72559, 3.1431, 2.14665, 5.72559, 0, 5.72578, 5.72559, 5.72559, 5.72559, 5.72559, 5.72559, 5.72559, 5.72559, 5.72559, 5.72559, 5.72559, 5.72559, 5.72559, 5.72559, 5.72559, 5.72559, 5.73221, 5.72559
10.3148, 7.02553, 5.71954, 5.71297, 3.00425, 1.30599, 5.71297, 0, 5.71315, 5.71297, 5.71297, 5.71297, 5.71297, 5.71297, 5.71297, 5.71297, 5.71297, 5.71297, 5.71297, 5.71297, 5.71297, 5.71297, 5.71297, 5.71297, 5.71936, 5.71297
10.3226, 3.15884, 5.70609, 5.69977, 2.27131, -2.54725, 5.69977, 0, 5.69992, 5.69977, 5.69977, 5.69977, 5.69977, 5.69977, 5.69977, 5.69977, 5.69977, 5.69977, 5.69977, 5.69977, 5.69977, 5.69977, 5.69977, 5.69977, 5.70593, 5.69977
10.3305, 10.857, 5.69267, 5.68658, 3.58567, 5.16436, 5.68658, 0, 5.68671, 5.68658, 5.68658, 5.68658, 5.68658, 5.68658, 5.68658, 5.68658, 5.68658, 5.68658, 5.68658, 5.68658, 5.68658, 5.68658, 5.68658, 5.68658, 5.69253, 5.68658
10.3384, 7.03147, 5.68108, 5.67521, 3.00524, 1.3504, 5.67521, 0, 5.67533, 5.67521, 5.67521, 5.67521, 5.67521, 5.67521, 5.67521, 5.67521, 5.67521, 5.67521, 5.67521, 5.67521, 5.67521, 5.67522, 5.67521, 5.67521, 5.68096, 5.67521
10.3462, 8.02156, 5.66904, 5.66339, 3.16568, 2.35252, 5.66339, 0, 5.6635, 5.66339, 5.66339, 5.66339, 5.66339, 5.66339, 5.66339, 5.66339, 5.66339, 5.66339, 5.66339, 5.66339, 5.66339, 5.6634, 5.66339, 5.66339, 5.66894, 5.66339
10.3541, 12.9461, 5.6566, 5.65116, 3.86602, 7.2895, 5.65116, 0, 5.65125, 5.65116, 5.65116, 5.65116, 5.65116, 5.65116, 5.65116, 5.65116, 5.65116, 5.65116, 5.65116, 5.65116, 5.65116, 5.65116, 5.65116, 5.65116, 5.65651, 5.65116
10.362, 6.02565, 5.64368, 5.63845, 2.83296, 0.381967, 5.63845, 0, 5.63853, 5.63845, 5.63845, 5.63845, 5.63845, 5.63845, 5.63845, 5.63845, 5.63845, 5.63845, 5.63845, 5.63845, 5.63845, 5.63845, 5.63845, 5.63845, 5.64361, 5.63845
10.3698, 10.9595, 5.6304, 5.62537, 3.59993, 5.32907, 5.62537, 0, 5.62543, 5.62537, 5.62537, 5.62537, 5.62537, 5.62537, 5.62537, 5.62537, 5.62537, 5.62537, 5.62537, 5.62537, 5.62537, 5.62537, 5.62537, 5.62537, 5.63033, 5.62537
10.3777, 8.97435, 5.61688, 5.61204, 3.31276, 3.35747, 5.61204, 0, 5.6121, 5.61204, 5.61204, 5.61204, 5.61204, 5.61204, 5.61204, 5.61204, 5.61204, 5.61204, 5.61204, 5.61204, 5.61204, 5.61204, 5.61204, 5.61204, 5.61682, 5.61204
10.3856, 4.01487, 5.60321, 5.59857, 2.45252, -1.58834, 5.59857, 0, 5.59862, 5.59857, 5.59857, 5.59857, 5.59857, 5.59857, 5.59857, 5.59857, 5.59857, 5.59857, 5.59857, 5.59857, 5.59857, 5.59857, 5.59857, 5.59857, 5.60316, 5.59857
10.3934, 8.00012, 5.58946, 5.58501, 3.1623, 2.41066, 5.58501, 0, 5.58505, 5.58501, 5.58501, 5.58501, 5.58501, 5.58501, 5.58501, 5.58501, 5.58501, 5.58501, 5.58501, 5.58501, 5.58501, 5.58501, 5.58501, 5.58501, 5.58941, 5.58501
10.4013, 11.9741, 5.57535, 5.57109, 3.73819, 6.39875, 5.57109, 0, 5.57113, 5.57109, 5.57109, 5.57109, 5.57109, 5.57109, 5.57109, 5.57109, 5.57109, 5.57109, 5.57109, 5.57109, 5.57109, 5.57109, 5.57109, 5.57109, 5.57531, 5.57109
10.4092, 5.00743, 5.56092, 5.55684, 2.64716, -0.553483, 5.55684, 0, 5.55688, 5.55684, 5.55684, 5.55684, 5.55684, 5.55684, 5.55684, 5.55684, 5.55684, 5.55684, 5.55684, 5.55684, 5.55684, 5.55685, 5.55684, 5.55684, 5.56088, 5.55684
10.417, 5.98017, 5.54606, 5.54217, 2.82492, 0.434114, 5.54217, 0, 5.5422, 5.54217, 5.54217, 5.54217, 5.54217, 5.54217, 5.54217, 5.54217, 5.54217, 5.54217, 5.54217, 5.54217, 5.54217, 5.54217, 5.54217, 5.54217, 5.54603, 5.54217
10.4249, 10.9742, 5.53086, 5.52716, 3.60198, 5.44336, 5.52716, 0, 5.52719, 5.52716, 5.52716, 5.52716, 5.52716, 5.52716, 5.52716, 5.52716, 5.52716, 5.52716, 5.52716, 5.52716, 5.52716, 5.52716, 5.52716, 5.52716, 5.53083, 5.52716
10.4327, 10.9638, 5.51527, 5.51175, 3.60053, 5.44855, 5.51175, 0, 5.51178, 5.51175, 5.51175, 5.51175, 5.51175, 5.51175, 5.51175, 5.51175, 5.51175, 5.51175, 5.51175, 5.51175, 5.51175, 5.51176, 5.51175, 5.51175, 5.51524, 5.51175
10.4406, 9.01959, 5.49937, 5.49604, 3.31958, 3.52022, 5.49604, 0, 5.49606, 5.49604, 5.49604, 5.49604, 5.49604, 5.49604, 5.49604, 5.49604, 5.49604, 5.49604, 5.49604, 5.49604, 5.49604, 5.49604, 5.49604, 5.49604, 5.49934, 5.49604
10.4485, 5.0192, 5.48327, 5.48012, 2.64938, -0.464068, 5.48012, 0, 5.48014, 5.48012, 5.48012, 5.48012, 5.48012, 5.48012, 5.48012, 5.48012, 5.48012, 5.48012, 5.48012, 5.48012, 5.48012, 5.48012, 5.48012, 5.48012, 5.48324, 5.48012
10.4563, 9.93866, 5.46705, 5.46408, 3.45524, 4.47161, 5.46408, 0, 5.4641, 5.46408, 5.46408, 5.46408, 5.46408, 5.46408, 5.46408, 5.46408, 5.46408, 5.46408, 5.46408, 5.46408, 5.46408, 5.46408, 5.46408, 5.46408, 5.46703, 5.46408
10.4642, 8.04684, 5.45078, 5.448, 3.16968, 2.59606, 5.448, 0, 5.44802, 5.448, 5.448, 5.448, 5.448, 5.448, 5.448, 5.448, 5.448, 5.448, 5.448, 5.448, 5.448, 5.448, 5.448, 5.448, 5.45076, 5.448
10.4721, 9.97026, 5.43455, 5.43194, 3.45981, 4.53572, 5.43194, 0, 5.43196, 5.43194, 5.43194, 5.43194, 5.43194, 5.43194, 5.43194, 5.43194, 5.43194, 5.43194, 5.43194, 5.43194, 5.43194, 5.43194, 5.43194, 5.43194, 5.43452, 5.43194
10.4799, 8.0404, 5.41855, 5.41612, 3.16866, 2.62184, 5.41612, 0, 5.41614, 5.41612, 5.41612, 5.41612, 5.41612, 5.41612, 5.41612, 5.41612, 5.41612, 5.41612, 5.41612, 5.41612, 5.41612, 5.41612, 5.41612, 5.41612, 5.41853, 5.41612
10.4878, 10.9122, 5.40183, 5.39957, 3.59335, 5.51033, 5.39957, 0, 5.39959, 5.39957, 5.39957, 5.39957, 5.39957, 5.39957, 5.39957, 5.39957, 5.39957, 5.39957, 5.39957, 5.39957, 5.39957, 5.39957, 5.39957, 5.39957, 5.40181, 5.39957
10.4957, 8.04819, 5.38452, 5.38242, 3.16989, 2.66367, 5.38242, 0, 5.38244, 5.38242, 5.38242, 5.38242, 5.38242, 5.38242, 5.38242, 5.38242, 5.38242, 5.38242, 5.38242, 5.38242, 5.38242, 5.38242, 5.38242, 5.38242, 5.38449, 5.38242
10.5035, 5.99257, 5.36692, 5.36498, 2.82711, 0.625647, 5.36498, 0, 5.365, 5.36498, 5.36498, 5.36498, 5.36498, 5.36498, 5.36498, 5.36498, 5.36498, 5.36498, 5.36498, 5.36498, 5.36498, 5.36499, 5.36498, 5.36498, 5.3669, 5.36498
10.5114, 12.8198, 5.34936, 5.34758, 3.84965, 7.47047, 5.34758, 0, 5.3476, 5.34758, 5.34758, 5.34758, 5.34758, 5.34758, 5.34758, 5.34758, 5.34758, 5.34758, 5.34758, 5.34758, 5.34758, 5.34758, 5.34758, 5.34758, 5.34934, 5.34758
10.5193, 7.05452, 5.33373, 5.3321, 3.00907, 1.72079, 5.3321, 0, 5.33212, 5.3321, 5.3321, 5.3321, 5.3321, 5.3321, 5.3321, 5.3321, 5.3321, 5.3321, 5.3321, 5.3321, 5.3321, 5.33211, 5.3321, 5.3321, 5.33371, 5.3321
10.5271, 4.14374, 5.31662, 5.31514, 2.47866, -1.17288, 5.31514, 0, 5.31516, 5.31514, 5.31514, 5.31514, 5.31514, 5.31514, 5.31514, 5.31514, 5.31514, 5.31514, 5.31514, 5.31514, 5.31514, 5.31514, 5.31514, 5.31514, 5.3166, 5.31514
10.535, 11.7861, 5.29828, 5.29693, 3.71297, 6.48785, 5.29693, 0, 5.29695, 5.29693, 5.29693, 5.29693, 5.29693, 5.29693, 5.29693, 5.29693, 5.29693, 5.29693, 5.29693, 5.29693, 5.29693, 5.29693, 5.29693, 5.29693, 5.29825, 5.29693
10.5429, 7.11574, 5.27934, 5.27812, 3.01923, 1.8364, 5.27812, 0, 5.27814, 5.27812, 5.27812, 5.27812, 5.27812, 5.27812, 5.27812, 5.27812, 5.27812, 5.27812, 5.27812, 5.27812, 5.27812, 5.27812, 5.27812, 5.27812, 5.27931, 5.27812
10.5507, 7.13049, 5.26043, 5.25934, 3.02167, 1.87005, 5.25934, 0, 5.25936, 5.25934, 5.25934, 5.25934, 5.25934, 5.25934, 5.25934, 5.25934, 5.25934, 5.25934, 5.25934, 5.25934, 5.25934, 5.25934, 5.25934, 5.25934, 5.26041, 5.25934
10.5586, 6.99776, 5.24629, 5.24532, 2.99963, 1.75147, 5.24532, 0, 5.24534, 5.24532, 5.24532, 5.24532, 5.24532, 5.24532, 5.24532, 5.24532, 5.24532, 5.24532, 5.24532, 5.24532, 5.24532, 5.24532, 5.24532, 5.24532, 5.24627, 5.24532
10.5664, 3.99752, 5.2298, 5.22892, 2.44898, -1.23228, 5.22892, 0, 5.22894, 5.22892, 5.22892, 5.22892, 5.22892, 5.22892, 5.22892, 5.22892, 5.22892, 5.22892, 5.22892, 5.22892, 5.22892, 5.22893, 5.22892, 5.22892, 5.22978, 5.22892
10.5743, 5.83507, 5.21131, 5.21053, 2.79912, 0.623756, 5.21053, 0, 5.21055, 5.21053, 5.21053, 5.21053, 5.21053, 5.21053, 5.21053, 5.21053, 5.21053, 5.21053, 5.21053, 5.21053, 5.21053, 5.21054, 5.21053, 5.21053, 5.21129, 5.21053
10.5822, 4.99108, 5.19186, 5.19117, 2.64406, -0.200781, 5.19117, 0, 5.19119, 5.19117, 5.19117, 5.19117, 5.19117, 5.19117, 5.19117, 5.19117, 5.19117, 5.19117, 5.19117, 5.19117, 5.19117, 5.19117, 5.19117, 5.19117, 5.19184, 5.19117
10.59, 7.04895, 5.17245, 5.17184, 3.00815, 1.8765, 5.17184, 0, 5.17186, 5.17184, 5.17184, 5.17184, 5.17184, 5.17184, 5.17184, 5.17184, 5.17184, 5.17184, 5.17184, 5.17184, 5.17184, 5.17184, 5.17184, 5.17184, 5.17243, 5.17184
10.5979, 6.86931, 5.15893, 5.1584, 2.97814, 1.71037, 5.1584, 0, 5.15841, 5.1584, 5.1584, 5.1584, 5.1584, 5.1584, 5.1584, 5.1584, 5.1584, 5.1584, 5.1584, 5.1584, 5.1584, 5.1584, 5.1584, 5.1584, 5.15891, 5.1584
10.6058, 6.24358, 5.14226, 5.14179, 2.87116, 1.10132, 5.14179, 0, 5.14181, 5.14179, 5.14179, 5.14179, 5.14179, 5.14179, 5.14179, 5.14179, 5.14179, 5.14179, 5.14179, 5.14179, 5.14179, 5.14179, 5.14179, 5.14179, 5.14224, 5.14179
10.6136, 7.99752, 5.12293, 5.12251, 3.16189, 2.8746, 5.12251, 0, 5.12253, 5.12251, 5.12251, 5.12251, 5.12251, 5.12251, 5.12251, 5.12251, 5.12251, 5.12251, 5.12251, 5.12251, 5.12251, 5.12251, 5.12251, 5.12251, 5.12291, 5.12251
10.6215, 4.86022, 5.10228, 5.10192, 2.6192, -0.242059, 5.10192, 0, 5.10193, 5.10192, 5.10192, 5.10192, 5.10192, 5.10192, 5.10192, 5.10192, 5.10192, 5.10192, 5.10192, 5.10192, 5.10192, 5.10192, 5.10192, 5.10192, 5.10226, 5.10192
10.6294, 7.99331, 5.08168, 5.08136, 3.16122, 2.91162, 5.08136, 0, 5.08138, 5.08136, 5.08136, 5.08136, 5.08136, 5.08136, 5.08136, 5.08136, 5.08136, 5.08136, 5.08136, 5.08136, 5.08136, 5.08137, 5.08136, 5.08136, 5.08166, 5.08136
10.6372, 10.9192, 5.0696, 5.06932, 3.59433, 5.84961, 5.06932, 0, 5.06934, 5.06932, 5.06932, 5.06932, 5.06932, 5.06932, 5.06932, 5.06932, 5.06932, 5.06932, 5.06932, 5.06932, 5.06932, 5.06932, 5.06932, 5.06932, 5.06958, 5.06932
10.6451, 8.99058, 5.05355, 5.05331, 3.3152, 3.93703, 5.05331, 0, 5.05333, 5.05331, 5.05331, 5.05331, 5.05331, 5.05331, 5.05331, 5.05331, 5.05331, 5.05331, 5.05331, 5.05331, 5.05331, 5.05331, 5.05331, 5.05331, 5.05353, 5.05331
10.653, 4.14672, 5.03409, 5.03387, 2.47926, -0.887375, 5.03387, 0, 5.03389, 5.03387, 5.03387, 5.03387, 5.03387, 5.03387, 5.03387, 5.03387, 5.03387, 5.03387, 5.03387, 5.03387, 5.03387, 5.03387, 5.03387, 5.03387, 5.03407, 5.03387
10.6608, 5.99482, 5.01295, 5.01276, 2.82751, 0.981865, 5.01276, 0, 5.01278, 5.01276, 5.01276, 5.01276, 5.01276, 5.01276, 5.01276, 5.01276, 5.01276, 5.01276, 5.01276, 5.01276, 5.01276, 5.01276, 5.01276, 5.01276, 5.01293, 5.01276
10.6687, 10.4971, 4.99186, 4.99168, 3.53513, 5.50527, 4.99168, 0, 4.9917, 4.99168, 4.99168, 4.99168, 4.99168, 4.99168, 4.99168, 4.99168, 4.99168, 4.99168, 4.99168, 4.99168, 4.99168, 4.99169, 4.99168, 4.99168, 4.99184, 4.99168
10.6766, 2.57881, 4.98028, 4.98012, 2.13982, -2.40147, 4.98012, 0, 4.98014, 4.98012, 4.98012, 4.98012, 4.98012, 4.98012, 4.98012, 4.98012, 4.98012, 4.98012, 4.98012, 4.98012, 4.98012, 4.98013, 4.98012, 4.98012, 4.98026, 4.98012
10.6844, 4.90967, 4.96418, 4.96404, 2.62862, -0.0545101, 4.96404, 0, 4.96406, 4.96404, 4.96404, 4.96404, 4.96404, 4.96404, 4.96404, 4.96404, 4.96404, 4.96404, 4.96404, 4.96404, 4.96404, 4.96404, 4.96404, 4.96404, 4.96415, 4.96404
10.6923, 7.81487, 4.94411, 4.94398, 3.13287, 2.87076, 4.94398, 0, 4.944, 4.94398, 4.94398, 4.94398, 4.94398, 4.94398, 4.94398, 4.94398, 4.94398, 4.94398, 4.94398, 4.94398, 4.94398, 4.94398, 4.94398, 4.94398, 4.94409, 4.94398
10.7001, 5.26828, 4.92209, 4.92197, 2.69597, 0.346189, 4.92197, 0, 4.92199, 4.92197, 4.92197, 4.92197, 4.92197, 4.92197, 4.92197, 4.92197, 4.92197, 4.92197, 4.92197, 4.92197, 4.92197, 4.92197, 4.92197, 4.92197, 4.92207, 4.92197
10.708, 5.99741, 4.90012, 4.9, 2.82797, 1.09729, 4.9, 0, 4.90002, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.90001, 4.9, 4.9, 4.9001, 4.9
10.7159, 7.80259, 4.88957, 4.88945, 3.13091, 2.91302, 4.88945, 0, 4.88947, 4.88945, 4.88945, 4.88945, 4.88945, 4.88945, 4.88945, 4.88945, 4.88945, 4.88945, 4.88945, 4.88945, 4.88945, 4.88945, 4.88945, 4.88945, 4.88955, 4.88945
10.7237, 4.19269, 4.87394, 4.87383, 2.48851, -0.681254, 4.87383, 0, 4.87385, 4.87383, 4.87383, 4.87383, 4.87383, 4.87383, 4.87383, 4.87383, 4.87383, 4.87383, 4.87383, 4.87383, 4.87383, 4.87383, 4.87383, 4.87383, 4.87392, 4.87383
10.7316, 9.5881, 4.85385, 4.85373, 3.40413, 4.73426, 4.85373, 0, 4.85375, 4.85373, 4.85373, 4.85373, 4.85373, 4.85373, 4.85373, 4.85373, 4.85373, 4.85373, 4.85373, 4.85373, 4.85373, 4.85373, 4.85373, 4.85373, 4.85383, 4.85373
10.7395, 6.19765, 4.83156, 4.83143, 2.86315, 1.36609, 4.83143, 0, 4.83145, 4.83143, 4.83143, 4.83143, 4.83143, 4.83143, 4.83143, 4.83143, 4.83143, 4.83143, 4.83143, 4.83143, 4.83143, 4.83143, 4.83143, 4.83143, 4.83153, 4.83143
10.7473, 5.99294, 4.80932, 4.80918, 2.82718, 1.18362, 4.80918, 0, 4.8092, 4.80918, 4.80918, 4.80918, 4.80918, 4.80918, 4.80918, 4.80918, 4.80918, 4.80918, 4.80918, 4.80918, 4.80918, 4.80918, 4.80918, 4.80918, 4.80929, 4.80918
10.7552, 3.99256, 4.79936, 4.7992, 2.44797, -0.806792, 4.7992, 0, 4.79922, 4.7992, 4.7992, 4.7992, 4.7992, 4.7992, 4.7992, 4.7992, 4.7992, 4.7992, 4.7992, 4.7992, 4.7992, 4.7992, 4.7992, 4.7992, 4.79933, 4.7992
10.7631, 7.76976, 4.78383, 4.78365, 3.12566, 2.98594, 4.78365, 0, 4.78367, 4.78365, 4.78365, 4.78365, 4.78365, 4.78365, 4.78365, 4.78365, 4.78365, 4.78365, 4.78365, 4.78365, 4.78365, 4.78365, 4.78365, 4.78365, 4.7838, 4.78365
10.7709, 9.8727, 4.76335, 4.76315, 3.44568, 5.10935, 4.76315, 0, 4.76318, 4.76315, 4.76315, 4.76315, 4.76315, 4.76315, 4.76315, 4.76315, 4.76315, 4.76315, 4.76315, 4.76315, 4.76315, 4.76316, 4.76315, 4.76315, 4.76333, 4.76315
10.7788, 6.56931, 4.74045, 4.74022, 2.92734, 1.82886, 4.74022, 0, 4.74024, 4.74022, 4.74022, 4.74022, 4.74022, 4.74022, 4.74022, 4.74022, 4.74022, 4.74022, 4.74022, 4.74022, 4.74022, 4.74022, 4.74022, 4.74022, 4.74043, 4.74022
10.7867, 8.40235, 4.7176, 4.71734, 3.22527, 3.68475, 4.71734, 0, 4.71736, 4.71734, 4.71734, 4.71734, 4.71734, 4.71734, 4.71734, 4.71734, 4.71734, 4.71734, 4.71734, 4.71734, 4.71734, 4.71734, 4.71734, 4.71734, 4.71758, 4.71734
10.7945, 7.10669, 4.70868, 4.70838, 3.01773, 2.39802, 4.70838, 0, 4.7084, 4.70838, 4.70838, 4.70838, 4.70838, 4.70838, 4.70838, 4.70838, 4.70838, 4.70838, 4.70838, 4.70838, 4.70838, 4.70838, 4.70838, 4.70838, 4.70865, 4.70838
10.8024, 6.98761, 4.69364, 4.6933, 2.99793, 2.29397, 4.6933, 0, 4.69332, 4.6933, 4.6933, 4.6933, 4.6933, 4.6933, 4.6933, 4.6933, 4.6933, 4.6933, 4.6933, 4.6933, 4.6933, 4.6933, 4.6933, 4.6933, 4.69361, 4.6933
10.8102, 5.36766, 4.67315, 4.67277, 2.71434, 0.694503, 4.67277, 0, 4.67279, 4.67277, 4.67277, 4.67277, 4.67277, 4.67277, 4.67277, 4.67277, 4.67277, 4.67277, 4.67277, 4.67277, 4.67277, 4.67277, 4.67277, 4.67277, 4.67313, 4.67277
10.8181, 10.866, 4.64999, 4.64955, 3.58692, 6.21598, 4.64955, 0, 4.64957, 4.64955, 4.64955, 4.64955, 4.64955, 4.64955, 4.64955, 4.64955, 4.64955, 4.64955, 4.64955, 4.64955, 4.64955, 4.64955, 4.64955, 4.64955, 4.64997, 4.64955
10.826, 6.99252, 4.62689, 4.62639, 2.99875, 2.36563, 4.62639, 0, 4.62642, 4.62639, 4.62639, 4.62639, 4.62639, 4.62639, 4.62639, 4.62639, 4.62639, 4.62639, 4.62639, 4.62639, 4.62639, 4.6264, 4.62639, 4.62639, 4.62687, 4.62639
10.8338, 3.39405, 4.61877, 4.61821, 2.32251, -1.22472, 4.61821, 0, 4.61823, 4.61821, 4.61821, 4.61821, 4.61821, 4.61821, 4.61821, 4.61821, 4.61821, 4.61821, 4.61821, 4.61821, 4.61821, 4.61821, 4.61821, 4.61821, 4.61875, 4.61821
10.8417, 3.86394, 4.60403, 4.60341, 2.42156, -0.740092, 4.60341, 0, 4.60343, 4.60341, 4.60341, 4.60341, 4.60341, 4.60341, 4.60341, 4.60341, 4.60341, 4.60341, 4.60341, 4.60341, 4.60341, 4.60341, 4.60341, 4.60341, 4.60401, 4.60341
10.8496, 10.5819, 4.58337, 4.58267, 3.5471, 5.99854, 4.58267, 0, 4.58269, 4.58267, 4.58267, 4.58267, 4.58267, 4.58267, 4.58267, 4.58267, 4.58267, 4.58267, 4.58267, 4.58267, 4.58267, 4.58267, 4.58267, 4.58267, 4.58335, 4.58267
10.8574, 4.27261, 4.55979, 4.55902, 2.50452, -0.287172, 4.55902, 0, 4.55904, 4.55902, 4.55902, 4.55902, 4.55902, 4.55902, 4.55902, 4.55902, 4.55902, 4.55902, 4.55902, 4.55902, 4.55902, 4.55902, 4.55902, 4.55902, 4.55976, 4.55902
