   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_252.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
14.5885, 40.0037, 31.9638, 31.9638, 6.48103, 8.03994, 31.9638, 0, 31.9638, 31.9638, 31.9638, 31.9638, 31.9638, 31.9638, 31.9638, 31.9638, 31.9638, 31.9638, 31.9638, 31.9638, 31.9638, 31.9638, 31.9638, 31.9638, 31.9638
14.5965, 40.3192, 31.8589, 31.8589, 6.50532, 8.46033, 31.8589, 0, 31.8589, 31.8589, 31.8589, 31.8589, 31.8589, 31.8589, 31.8589, 31.8589, 31.8589, 31.8589, 31.8589, 31.8589, 31.8589, 31.8589, 31.8589, 31.8589, 31.8589
14.6045, 38.8166, 31.7529, 31.7529, 6.38879, 7.0637, 31.7529, 0, 31.7529, 31.7529, 31.7529, 31.7529, 31.7529, 31.7529, 31.7529, 31.7529, 31.7529, 31.7529, 31.7529, 31.7529, 31.7529, 31.7529, 31.7529, 31.7529, 31.7529
14.6125, 34.0873, 31.6471, 31.6471, 6.00727, 2.44022, 31.6471, 0, 31.6471, 31.6471, 31.6471, 31.6471, 31.6471, 31.6471, 31.6471, 31.6471, 31.6471, 31.6471, 31.6471, 31.6471, 31.6471, 31.6471, 31.6471, 31.6471, 31.6471
14.6204, 44.9499, 31.5455, 31.5455, 6.852, 13.4044, 31.5455, 0, 31.5455, 31.5455, 31.5455, 31.5455, 31.5455, 31.5455, 31.5455, 31.5455, 31.5455, 31.5455, 31.5455, 31.5455, 31.5455, 31.5455, 31.5455, 31.5455, 31.5455
14.6284, 38.1561, 31.4425, 31.4425, 6.33689, 6.7136, 31.4425, 0, 31.4425, 31.4425, 31.4425, 31.4425, 31.4425, 31.4425, 31.4425, 31.4425, 31.4425, 31.4425, 31.4425, 31.4425, 31.4425, 31.4425, 31.4425, 31.4425, 31.4425
14.6364, 28.4776, 31.3384, 31.3384, 5.52065, -2.86082, 31.3384, 0, 31.3384, 31.3384, 31.3384, 31.3384, 31.3384, 31.3384, 31.3384, 31.3384, 31.3384, 31.3384, 31.3384, 31.3384, 31.3384, 31.3384, 31.3384, 31.3384, 31.3384
14.6444, 46.7519, 31.2337, 31.2337, 6.98226, 15.5182, 31.2337, 0, 31.2337, 31.2337, 31.2337, 31.2337, 31.2337, 31.2337, 31.2337, 31.2337, 31.2337, 31.2337, 31.2337, 31.2337, 31.2337, 31.2337, 31.2337, 31.2337, 31.2337
14.6523, 32.168, 31.1289, 31.1289, 5.84534, 1.03912, 31.1289, 0, 31.1289, 31.1289, 31.1289, 31.1289, 31.1289, 31.1289, 31.1289, 31.1289, 31.1289, 31.1289, 31.1289, 31.1289, 31.1289, 31.1289, 31.1289, 31.1289, 31.1289
14.6603, 43.4597, 31.0241, 31.0241, 6.74238, 12.4356, 31.0241, 0, 31.0241, 31.0241, 31.0241, 31.0241, 31.0241, 31.0241, 31.0241, 31.0241, 31.0241, 31.0241, 31.0241, 31.0241, 31.0241, 31.0241, 31.0241, 31.0241, 31.0241
14.6683, 36.4652, 30.9188, 30.9188, 6.20203, 5.54642, 30.9188, 0, 30.9188, 30.9188, 30.9188, 30.9188, 30.9188, 30.9188, 30.9188, 30.9188, 30.9188, 30.9188, 30.9188, 30.9188, 30.9188, 30.9188, 30.9188, 30.9188, 30.9188
14.6763, 24.7152, 30.813, 30.813, 5.16867, -6.09776, 30.813, 0, 30.813, 30.813, 30.813, 30.813, 30.813, 30.813, 30.813, 30.813, 30.813, 30.813, 30.813, 30.813, 30.813, 30.813, 30.813, 30.813, 30.813
14.6843, 40.9079, 30.7062, 30.7062, 6.55041, 10.2017, 30.7062, 0, 30.7062, 30.7062, 30.7062, 30.7062, 30.7062, 30.7062, 30.7062, 30.7062, 30.7062, 30.7062, 30.7062, 30.7062, 30.7062, 30.7062, 30.7062, 30.7062, 30.7062
14.6922, 35.5031, 30.5987, 30.5987, 6.12398, 4.90442, 30.5987, 0, 30.5987, 30.5987, 30.5987, 30.5987, 30.5987, 30.5987, 30.5987, 30.5987, 30.5987, 30.5987, 30.5987, 30.5987, 30.5987, 30.5987, 30.5987, 30.5987, 30.5987
14.7002, 36.8696, 30.4909, 30.4909, 6.23455, 6.37877, 30.4909, 0, 30.4909, 30.4909, 30.4909, 30.4909, 30.4909, 30.4909, 30.4909, 30.4909, 30.4909, 30.4909, 30.4909, 30.4909, 30.4909, 30.4909, 30.4909, 30.4909, 30.4909
14.7082, 37.619, 30.3832, 30.3832, 6.29436, 7.23571, 30.3832, 0, 30.3832, 30.3832, 30.3832, 30.3832, 30.3832, 30.3832, 30.3832, 30.3832, 30.3832, 30.3832, 30.3832, 30.3832, 30.3832, 30.3832, 30.3832, 30.3832, 30.3832
14.7162, 37.9953, 30.2797, 30.2797, 6.32418, 7.71562, 30.2797, 0, 30.2797, 30.2797, 30.2797, 30.2797, 30.2797, 30.2797, 30.2797, 30.2797, 30.2797, 30.2797, 30.2797, 30.2797, 30.2797, 30.2797, 30.2797, 30.2797, 30.2797
14.7242, 25.7095, 30.1738, 30.1738, 5.26398, -4.46425, 30.1738, 0, 30.1738, 30.1738, 30.1738, 30.1738, 30.1738, 30.1738, 30.1738, 30.1738, 30.1738, 30.1738, 30.1738, 30.1738, 30.1738, 30.1738, 30.1738, 30.1738, 30.1738
14.7321, 29.8859, 30.0657, 30.0657, 5.64676, -0.179787, 30.0657, 0, 30.0657, 30.0657, 30.0657, 30.0657, 30.0657, 30.0657, 30.0657, 30.0657, 30.0657, 30.0657, 30.0657, 30.0657, 30.0657, 30.0657, 30.0657, 30.0657, 30.0657
14.7401, 37.2218, 29.9565, 29.9565, 6.26273, 7.26527, 29.9565, 0, 29.9565, 29.9565, 29.9565, 29.9565, 29.9565, 29.9565, 29.9565, 29.9565, 29.9565, 29.9565, 29.9565, 29.9565, 29.9565, 29.9565, 29.9565, 29.9565, 29.9565
14.7481, 34.8129, 29.8476, 29.8476, 6.06736, 4.96528, 29.8476, 0, 29.8476, 29.8476, 29.8476, 29.8476, 29.8476, 29.8476, 29.8476, 29.8476, 29.8476, 29.8476, 29.8476, 29.8476, 29.8476, 29.8476, 29.8476, 29.8476, 29.8476
14.7561, 38.3482, 29.7456, 29.7456, 6.35202, 8.60259, 29.7456, 0, 29.7456, 29.7456, 29.7456, 29.7456, 29.7456, 29.7456, 29.7456, 29.7456, 29.7456, 29.7456, 29.7456, 29.7456, 29.7456, 29.7456, 29.7456, 29.7456, 29.7456
14.764, 34.7551, 29.6405, 29.6405, 6.0626, 5.11465, 29.6405, 0, 29.6405, 29.6405, 29.6405, 29.6405, 29.6405, 29.6405, 29.6405, 29.6405, 29.6405, 29.6405, 29.6405, 29.6405, 29.6405, 29.6405, 29.6405, 29.6405, 29.6405
14.772, 34.967, 29.5324, 29.5324, 6.08005, 5.43462, 29.5324, 0, 29.5324, 29.5324, 29.5324, 29.5324, 29.5324, 29.5324, 29.5324, 29.5324, 29.5324, 29.5324, 29.5324, 29.5324, 29.5324, 29.5324, 29.5324, 29.5324, 29.5324
14.78, 25.5373, 29.423, 29.423, 5.2476, -3.88569, 29.423, 0, 29.423, 29.423, 29.423, 29.423, 29.423, 29.423, 29.423, 29.423, 29.423, 29.423, 29.423, 29.423, 29.423, 29.423, 29.423, 29.423, 29.423
14.788, 33.3938, 29.3138, 29.3138, 5.94927, 4.08005, 29.3138, 0, 29.3138, 29.3138, 29.3138, 29.3138, 29.3138, 29.3138, 29.3138, 29.3138, 29.3138, 29.3138, 29.3138, 29.3138, 29.3138, 29.3138, 29.3138, 29.3138, 29.3138
14.796, 31.9665, 29.2138, 29.2138, 5.82808, 2.75278, 29.2138, 0, 29.2138, 29.2138, 29.2138, 29.2138, 29.2138, 29.2138, 29.2138, 29.2138, 29.2138, 29.2138, 29.2138, 29.2138, 29.2138, 29.2138, 29.2138, 29.2138, 29.2138
14.8039, 37.5519, 29.1099, 29.1099, 6.28903, 8.44199, 29.1099, 0, 29.1099, 29.1099, 29.1099, 29.1099, 29.1099, 29.1099, 29.1099, 29.1099, 29.1099, 29.1099, 29.1099, 29.1099, 29.1099, 29.1099, 29.1099, 29.1099, 29.1099
14.8119, 34.4934, 29.0026, 29.0026, 6.04098, 5.49087, 29.0026, 0, 29.0026, 29.0026, 29.0026, 29.0026, 29.0026, 29.0026, 29.0026, 29.0026, 29.0026, 29.0026, 29.0026, 29.0026, 29.0026, 29.0026, 29.0026, 29.0026, 29.0026
14.8199, 44.1719, 28.8935, 28.8935, 6.79499, 15.2783, 28.8935, 0, 28.8935, 28.8935, 28.8935, 28.8935, 28.8935, 28.8935, 28.8935, 28.8935, 28.8935, 28.8935, 28.8935, 28.8935, 28.8935, 28.8935, 28.8935, 28.8935, 28.8935
14.8279, 37.0465, 28.7847, 28.7847, 6.24872, 8.26174, 28.7847, 0, 28.7847, 28.7847, 28.7847, 28.7847, 28.7847, 28.7847, 28.7847, 28.7847, 28.7847, 28.7847, 28.7847, 28.7847, 28.7847, 28.7847, 28.7847, 28.7847, 28.7847
14.8359, 39.7492, 28.6858, 28.6858, 6.46136, 11.0634, 28.6858, 0, 28.6858, 28.6858, 28.6858, 28.6858, 28.6858, 28.6858, 28.6858, 28.6858, 28.6858, 28.6858, 28.6858, 28.6858, 28.6858, 28.6858, 28.6858, 28.6858, 28.6858
14.8438, 35.5628, 28.5825, 28.5825, 6.12885, 6.98028, 28.5825, 0, 28.5825, 28.5825, 28.5825, 28.5825, 28.5825, 28.5825, 28.5825, 28.5825, 28.5825, 28.5825, 28.5825, 28.5825, 28.5825, 28.5825, 28.5825, 28.5825, 28.5825
14.8518, 29.571, 28.4754, 28.4754, 5.61881, 1.09562, 28.4754, 0, 28.4754, 28.4754, 28.4754, 28.4754, 28.4754, 28.4754, 28.4754, 28.4754, 28.4754, 28.4754, 28.4754, 28.4754, 28.4754, 28.4754, 28.4754, 28.4754, 28.4754
14.8598, 33.7217, 28.3664, 28.3664, 5.97676, 5.3553, 28.3664, 0, 28.3664, 28.3664, 28.3664, 28.3664, 28.3664, 28.3664, 28.3664, 28.3664, 28.3664, 28.3664, 28.3664, 28.3664, 28.3664, 28.3664, 28.3664, 28.3664, 28.3664
14.8678, 35.7655, 28.2576, 28.2576, 6.14537, 7.50794, 28.2576, 0, 28.2576, 28.2576, 28.2576, 28.2576, 28.2576, 28.2576, 28.2576, 28.2576, 28.2576, 28.2576, 28.2576, 28.2576, 28.2576, 28.2576, 28.2576, 28.2576, 28.2576
14.8757, 39.1378, 28.1602, 28.1602, 6.41388, 10.9776, 28.1602, 0, 28.1602, 28.1602, 28.1602, 28.1602, 28.1602, 28.1602, 28.1602, 28.1602, 28.1602, 28.1602, 28.1602, 28.1602, 28.1602, 28.1602, 28.1602, 28.1602, 28.1602
14.8837, 28.5898, 28.0581, 28.0581, 5.53081, 0.531702, 28.0581, 0, 28.0581, 28.0581, 28.0581, 28.0581, 28.0581, 28.0581, 28.0581, 28.0581, 28.0581, 28.0581, 28.0581, 28.0581, 28.0581, 28.0581, 28.0581, 28.0581, 28.0581
14.8917, 27.2737, 27.9518, 27.9518, 5.41051, -0.678158, 27.9518, 0, 27.9518, 27.9518, 27.9518, 27.9518, 27.9518, 27.9518, 27.9518, 27.9518, 27.9518, 27.9518, 27.9518, 27.9518, 27.9518, 27.9518, 27.9518, 27.9518, 27.9518
14.8997, 32.2795, 27.8435, 27.8435, 5.85487, 4.43602, 27.8435, 0, 27.8435, 27.8435, 27.8435, 27.8435, 27.8435, 27.8435, 27.8435, 27.8435, 27.8435, 27.8435, 27.8435, 27.8435, 27.8435, 27.8435, 27.8435, 27.8435, 27.8435
14.9077, 27.9907, 27.7353, 27.7353, 5.47638, 0.255358, 27.7353, 0, 27.7353, 27.7353, 27.7353, 27.7353, 27.7353, 27.7353, 27.7353, 27.7353, 27.7353, 27.7353, 27.7353, 27.7353, 27.7353, 27.7353, 27.7353, 27.7353, 27.7353
14.9156, 30.6259, 27.6384, 27.6384, 5.71191, 2.98755, 27.6384, 0, 27.6384, 27.6384, 27.6384, 27.6384, 27.6384, 27.6384, 27.6384, 27.6384, 27.6384, 27.6384, 27.6384, 27.6384, 27.6384, 27.6384, 27.6384, 27.6384, 27.6384
14.9236, 36.962, 27.5367, 27.5367, 6.24195, 9.42524, 27.5367, 0, 27.5367, 27.5367, 27.5367, 27.5367, 27.5367, 27.5367, 27.5367, 27.5367, 27.5367, 27.5367, 27.5367, 27.5367, 27.5367, 27.5367, 27.5367, 27.5367, 27.5367
14.9316, 36.5976, 27.4308, 27.4308, 6.2127, 9.16682, 27.4308, 0, 27.4308, 27.4308, 27.4308, 27.4308, 27.4308, 27.4308, 27.4308, 27.4308, 27.4308, 27.4308, 27.4308, 27.4308, 27.4308, 27.4308, 27.4308, 27.4308, 27.4308
14.9396, 24.3007, 27.3229, 27.3229, 5.12842, -3.02221, 27.3229, 0, 27.3229, 27.3229, 27.3229, 27.3229, 27.3229, 27.3229, 27.3229, 27.3229, 27.3229, 27.3229, 27.3229, 27.3229, 27.3229, 27.3229, 27.3229, 27.3229, 27.3229
14.9476, 23.2911, 27.2152, 27.2152, 5.02903, -3.9241, 27.2152, 0, 27.2152, 27.2152, 27.2152, 27.2152, 27.2152, 27.2152, 27.2152, 27.2152, 27.2152, 27.2152, 27.2152, 27.2152, 27.2152, 27.2152, 27.2152, 27.2152, 27.2152
14.9555, 28.6595, 27.1192, 27.1192, 5.5371, 1.54027, 27.1192, 0, 27.1192, 27.1192, 27.1192, 27.1192, 27.1192, 27.1192, 27.1192, 27.1192, 27.1192, 27.1192, 27.1192, 27.1192, 27.1192, 27.1192, 27.1192, 27.1192, 27.1192
14.9635, 24.6312, 27.0186, 27.0186, 5.16054, -2.38733, 27.0186, 0, 27.0186, 27.0186, 27.0186, 27.0186, 27.0186, 27.0186, 27.0186, 27.0186, 27.0186, 27.0186, 27.0186, 27.0186, 27.0186, 27.0186, 27.0186, 27.0186, 27.0186
14.9715, 25.3462, 26.9136, 26.9136, 5.22936, -1.56743, 26.9136, 0, 26.9136, 26.9136, 26.9136, 26.9136, 26.9136, 26.9136, 26.9136, 26.9136, 26.9136, 26.9136, 26.9136, 26.9136, 26.9136, 26.9136, 26.9136, 26.9136, 26.9136
14.9795, 27.2511, 26.8067, 26.8067, 5.40842, 0.444323, 26.8067, 0, 26.8067, 26.8067, 26.8067, 26.8067, 26.8067, 26.8067, 26.8067, 26.8067, 26.8067, 26.8067, 26.8067, 26.8067, 26.8067, 26.8067, 26.8067, 26.8067, 26.8067
14.9874, 30.6191, 26.7, 26.7, 5.71131, 3.91906, 26.7, 0, 26.7, 26.7, 26.7, 26.7, 26.7, 26.7, 26.7, 26.7, 26.7, 26.7, 26.7, 26.7, 26.7, 26.7, 26.7, 26.7, 26.7
14.9954, 20.6677, 26.6044, 26.6044, 4.76106, -5.93675, 26.6044, 0, 26.6044, 26.6044, 26.6044, 26.6044, 26.6044, 26.6044, 26.6044, 26.6044, 26.6044, 26.6044, 26.6044, 26.6044, 26.6044, 26.6044, 26.6044, 26.6044, 26.6044
15.0034, 35.6188, 26.5042, 26.5042, 6.13342, 9.11456, 26.5042, 0, 26.5042, 26.5042, 26.5042, 26.5042, 26.5042, 26.5042, 26.5042, 26.5042, 26.5042, 26.5042, 26.5042, 26.5042, 26.5042, 26.5042, 26.5042, 26.5042, 26.5042
15.0114, 30.2552, 26.3998, 26.3998, 5.67937, 3.85538, 26.3998, 0, 26.3998, 26.3998, 26.3998, 26.3998, 26.3998, 26.3998, 26.3998, 26.3998, 26.3998, 26.3998, 26.3998, 26.3998, 26.3998, 26.3998, 26.3998, 26.3998, 26.3998
15.0194, 31.6063, 26.2934, 26.2934, 5.7971, 5.3129, 26.2934, 0, 26.2934, 26.2934, 26.2934, 26.2934, 26.2934, 26.2934, 26.2934, 26.2934, 26.2934, 26.2934, 26.2934, 26.2934, 26.2934, 26.2934, 26.2934, 26.2934, 26.2934
15.0273, 22.9623, 26.1872, 26.1872, 4.99623, -3.22492, 26.1872, 0, 26.1872, 26.1872, 26.1872, 26.1872, 26.1872, 26.1872, 26.1872, 26.1872, 26.1872, 26.1872, 26.1872, 26.1872, 26.1872, 26.1872, 26.1872, 26.1872, 26.1872
15.0353, 26.9603, 26.0923, 26.0923, 5.38148, 0.868021, 26.0923, 0, 26.0923, 26.0923, 26.0923, 26.0923, 26.0923, 26.0923, 26.0923, 26.0923, 26.0923, 26.0923, 26.0923, 26.0923, 26.0923, 26.0923, 26.0923, 26.0923, 26.0923
15.0433, 31.6934, 25.9931, 25.9931, 5.8046, 5.70037, 25.9931, 0, 25.9931, 25.9931, 25.9931, 25.9931, 25.9931, 25.9931, 25.9931, 25.9931, 25.9931, 25.9931, 25.9931, 25.9931, 25.9931, 25.9931, 25.9931, 25.9931, 25.9931
15.0513, 34.862, 25.8897, 25.8897, 6.07141, 8.97227, 25.8897, 0, 25.8897, 25.8897, 25.8897, 25.8897, 25.8897, 25.8897, 25.8897, 25.8897, 25.8897, 25.8897, 25.8897, 25.8897, 25.8897, 25.8897, 25.8897, 25.8897, 25.8897
15.0593, 27.1801, 25.7845, 25.7845, 5.40186, 1.39566, 25.7845, 0, 25.7845, 25.7845, 25.7845, 25.7845, 25.7845, 25.7845, 25.7845, 25.7845, 25.7845, 25.7845, 25.7845, 25.7845, 25.7845, 25.7845, 25.7845, 25.7845, 25.7845
15.0672, 28.2455, 25.6795, 25.6795, 5.49959, 2.56603, 25.6795, 0, 25.6795, 25.6795, 25.6795, 25.6795, 25.6795, 25.6795, 25.6795, 25.6795, 25.6795, 25.6795, 25.6795, 25.6795, 25.6795, 25.6795, 25.6795, 25.6795, 25.6795
15.0752, 25.0779, 25.5845, 25.5845, 5.20365, -0.506586, 25.5845, 0, 25.5845, 25.5845, 25.5845, 25.5845, 25.5845, 25.5845, 25.5845, 25.5845, 25.5845, 25.5845, 25.5845, 25.5845, 25.5845, 25.5845, 25.5845, 25.5845, 25.5845
15.0832, 26.709, 25.4856, 25.4856, 5.35808, 1.2234, 25.4856, 0, 25.4856, 25.4856, 25.4856, 25.4856, 25.4856, 25.4856, 25.4856, 25.4856, 25.4856, 25.4856, 25.4856, 25.4856, 25.4856, 25.4856, 25.4856, 25.4856, 25.4856
15.0912, 31.8222, 25.383, 25.383, 5.81568, 6.43917, 25.383, 0, 25.383, 25.383, 25.383, 25.383, 25.383, 25.383, 25.383, 25.383, 25.383, 25.383, 25.383, 25.383, 25.383, 25.383, 25.383, 25.383, 25.383
15.0991, 20.4849, 25.2786, 25.2786, 4.74182, -4.79374, 25.2786, 0, 25.2786, 25.2786, 25.2786, 25.2786, 25.2786, 25.2786, 25.2786, 25.2786, 25.2786, 25.2786, 25.2786, 25.2786, 25.2786, 25.2786, 25.2786, 25.2786, 25.2786
15.1071, 26.9628, 25.1745, 25.1745, 5.38171, 1.78837, 25.1745, 0, 25.1745, 25.1745, 25.1745, 25.1745, 25.1745, 25.1745, 25.1745, 25.1745, 25.1745, 25.1745, 25.1745, 25.1745, 25.1745, 25.1745, 25.1745, 25.1745, 25.1745
15.1151, 35.1889, 25.0778, 25.0778, 6.09827, 10.1111, 25.0778, 0, 25.0778, 25.0778, 25.0778, 25.0778, 25.0778, 25.0778, 25.0778, 25.0778, 25.0778, 25.0778, 25.0778, 25.0778, 25.0778, 25.0778, 25.0778, 25.0778, 25.0778
15.1231, 40.1797, 24.9789, 24.9789, 6.49459, 15.2008, 24.9789, 0, 24.9789, 24.9789, 24.9789, 24.9789, 24.9789, 24.9789, 24.9789, 24.9789, 24.9789, 24.9789, 24.9789, 24.9789, 24.9789, 24.9789, 24.9789, 24.9789, 24.9789
15.1311, 29.1295, 24.878, 24.878, 5.57938, 4.25154, 24.878, 0, 24.878, 24.878, 24.878, 24.878, 24.878, 24.878, 24.878, 24.878, 24.878, 24.878, 24.878, 24.878, 24.878, 24.878, 24.878, 24.878, 24.878
15.139, 27.3309, 24.7761, 24.7761, 5.4158, 2.55475, 24.7761, 0, 24.7761, 24.7761, 24.7761, 24.7761, 24.7761, 24.7761, 24.7761, 24.7761, 24.7761, 24.7761, 24.7761, 24.7761, 24.7761, 24.7761, 24.7761, 24.7761, 24.7761
15.147, 24.9752, 24.6745, 24.6745, 5.19377, 0.300745, 24.6745, 0, 24.6745, 24.6745, 24.6745, 24.6745, 24.6745, 24.6745, 24.6745, 24.6745, 24.6745, 24.6745, 24.6745, 24.6745, 24.6745, 24.6745, 24.6745, 24.6745, 24.6745
15.155, 22.9752, 24.5735, 24.5735, 4.99752, -1.59825, 24.5735, 0, 24.5735, 24.5735, 24.5735, 24.5735, 24.5735, 24.5735, 24.5735, 24.5735, 24.5735, 24.5735, 24.5735, 24.5735, 24.5735, 24.5735, 24.5735, 24.5735, 24.5735
15.163, 26.3786, 24.4727, 24.4727, 5.32716, 1.90597, 24.4727, 0, 24.4727, 24.4727, 24.4727, 24.4727, 24.4727, 24.4727, 24.4727, 24.4727, 24.4727, 24.4727, 24.4727, 24.4727, 24.4727, 24.4727, 24.4727, 24.4727, 24.4727
15.171, 29.3604, 24.3721, 24.3721, 5.60004, 4.98831, 24.3721, 0, 24.3721, 24.3721, 24.3721, 24.3721, 24.3721, 24.3721, 24.3721, 24.3721, 24.3721, 24.3721, 24.3721, 24.3721, 24.3721, 24.3721, 24.3721, 24.3721, 24.3721
15.1789, 28.341, 24.271, 24.271, 5.50827, 4.07007, 24.271, 0, 24.271, 24.271, 24.271, 24.271, 24.271, 24.271, 24.271, 24.271, 24.271, 24.271, 24.271, 24.271, 24.271, 24.271, 24.271, 24.271, 24.271
15.1869, 26.9621, 24.1693, 24.1693, 5.38164, 2.7928, 24.1693, 0, 24.1693, 24.1693, 24.1693, 24.1693, 24.1693, 24.1693, 24.1693, 24.1693, 24.1693, 24.1693, 24.1693, 24.1693, 24.1693, 24.1693, 24.1693, 24.1693, 24.1693
15.1949, 30.5465, 24.0666, 24.0666, 5.70495, 6.47987, 24.0666, 0, 24.0666, 24.0666, 24.0666, 24.0666, 24.0666, 24.0666, 24.0666, 24.0666, 24.0666, 24.0666, 24.0666, 24.0666, 24.0666, 24.0666, 24.0666, 24.0666, 24.0666
15.2029, 28.197, 23.9631, 23.9631, 5.49518, 4.23394, 23.9631, 0, 23.9631, 23.9631, 23.9631, 23.9631, 23.9631, 23.9631, 23.9631, 23.9631, 23.9631, 23.9631, 23.9631, 23.9631, 23.9631, 23.9631, 23.9631, 23.9631, 23.9631
15.2108, 16.5437, 23.859, 23.859, 4.30624, -7.31526, 23.859, 0, 23.859, 23.859, 23.859, 23.859, 23.859, 23.859, 23.859, 23.859, 23.859, 23.859, 23.859, 23.859, 23.859, 23.859, 23.859, 23.859, 23.859
15.2188, 23.3157, 23.7546, 23.7546, 5.03147, -0.43889, 23.7546, 0, 23.7546, 23.7546, 23.7546, 23.7546, 23.7546, 23.7546, 23.7546, 23.7546, 23.7546, 23.7546, 23.7546, 23.7546, 23.7546, 23.7546, 23.7546, 23.7546, 23.7546
15.2268, 24.7162, 23.6502, 23.6502, 5.16877, 1.06604, 23.6502, 0, 23.6502, 23.6502, 23.6502, 23.6502, 23.6502, 23.6502, 23.6502, 23.6502, 23.6502, 23.6502, 23.6502, 23.6502, 23.6502, 23.6502, 23.6502, 23.6502, 23.6502
15.2348, 19.128, 23.5457, 23.5457, 4.59653, -4.41766, 23.5457, 0, 23.5457, 23.5457, 23.5457, 23.5457, 23.5457, 23.5457, 23.5457, 23.5457, 23.5457, 23.5457, 23.5457, 23.5457, 23.5457, 23.5457, 23.5457, 23.5457, 23.5457
15.2428, 23.116, 23.4414, 23.4414, 5.01159, -0.325418, 23.4414, 0, 23.4414, 23.4414, 23.4414, 23.4414, 23.4414, 23.4414, 23.4414, 23.4414, 23.4414, 23.4414, 23.4414, 23.4414, 23.4414, 23.4414, 23.4414, 23.4414, 23.4414
15.2507, 26.1047, 23.3373, 23.3373, 5.30139, 2.76738, 23.3373, 0, 23.3373, 23.3373, 23.3373, 23.3373, 23.3373, 23.3373, 23.3373, 23.3373, 23.3373, 23.3373, 23.3373, 23.3373, 23.3373, 23.3373, 23.3373, 23.3373, 23.3373
15.2587, 25.6859, 23.2335, 23.2335, 5.26174, 2.45238, 23.2335, 0, 23.2335, 23.2335, 23.2335, 23.2335, 23.2335, 23.2335, 23.2335, 23.2335, 23.2335, 23.2335, 23.2335, 23.2335, 23.2335, 23.2335, 23.2335, 23.2335, 23.2335
15.2667, 21.4325, 23.1282, 23.1282, 4.84071, -1.69577, 23.1282, 0, 23.1282, 23.1282, 23.1282, 23.1282, 23.1282, 23.1282, 23.1282, 23.1282, 23.1282, 23.1282, 23.1282, 23.1282, 23.1282, 23.1282, 23.1282, 23.1282, 23.1282
15.2747, 25.9393, 23.0219, 23.0219, 5.28576, 2.91746, 23.0219, 0, 23.0219, 23.0219, 23.0219, 23.0219, 23.0219, 23.0219, 23.0219, 23.0219, 23.0219, 23.0219, 23.0219, 23.0219, 23.0219, 23.0219, 23.0219, 23.0219, 23.0219
15.2826, 29.6573, 22.915, 22.915, 5.62649, 6.74231, 22.915, 0, 22.915, 22.915, 22.915, 22.915, 22.915, 22.915, 22.915, 22.915, 22.915, 22.915, 22.915, 22.915, 22.915, 22.915, 22.915, 22.915, 22.915
15.2906, 25.8436, 22.8085, 22.8085, 5.27671, 3.03514, 22.8085, 0, 22.8085, 22.8085, 22.8085, 22.8085, 22.8085, 22.8085, 22.8085, 22.8085, 22.8085, 22.8085, 22.8085, 22.8085, 22.8085, 22.8085, 22.8085, 22.8085, 22.8085
15.2986, 24.1831, 22.708, 22.708, 5.11695, 1.47515, 22.708, 0, 22.708, 22.708, 22.708, 22.708, 22.708, 22.708, 22.708, 22.708, 22.708, 22.708, 22.708, 22.708, 22.708, 22.708, 22.708, 22.708, 22.708
15.3066, 25.5361, 22.6045, 22.6045, 5.24748, 2.93156, 22.6045, 0, 22.6045, 22.6045, 22.6045, 22.6045, 22.6045, 22.6045, 22.6045, 22.6045, 22.6045, 22.6045, 22.6045, 22.6045, 22.6045, 22.6045, 22.6045, 22.6045, 22.6045
15.3146, 24.7398, 22.4985, 22.4985, 5.17105, 2.24132, 22.4985, 0, 22.4985, 22.4985, 22.4985, 22.4985, 22.4985, 22.4985, 22.4985, 22.4985, 22.4985, 22.4985, 22.4985, 22.4985, 22.4985, 22.4985, 22.4985, 22.4985, 22.4985
15.3225, 22.967, 22.3913, 22.3913, 4.9967, 0.57576, 22.3913, 0, 22.3913, 22.3913, 22.3913, 22.3913, 22.3913, 22.3913, 22.3913, 22.3913, 22.3913, 22.3913, 22.3913, 22.3913, 22.3913, 22.3913, 22.3913, 22.3913, 22.3913
15.3305, 29.1579, 22.2844, 22.2844, 5.58192, 6.87351, 22.2844, 0, 22.2844, 22.2844, 22.2844, 22.2844, 22.2844, 22.2844, 22.2844, 22.2844, 22.2844, 22.2844, 22.2844, 22.2844, 22.2844, 22.2844, 22.2844, 22.2844, 22.2844
15.3385, 28.8638, 22.187, 22.187, 5.55552, 6.67686, 22.187, 0, 22.187, 22.187, 22.187, 22.187, 22.187, 22.187, 22.187, 22.187, 22.187, 22.187, 22.187, 22.187, 22.187, 22.187, 22.187, 22.187, 22.187
15.3465, 24.2477, 22.0853, 22.0853, 5.12325, 2.16237, 22.0853, 0, 22.0853, 22.0853, 22.0853, 22.0853, 22.0853, 22.0853, 22.0853, 22.0853, 22.0853, 22.0853, 22.0853, 22.0853, 22.0853, 22.0853, 22.0853, 22.0853, 22.0853
