   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_130.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.265165, 0, 1.25588e-11, 0, 1.41421, -1.25588e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16897e-13, 0, 3.23211e-16, 6.78102e-15, 0, 1.24348e-11, 0, 0
0.273024, 0, 2.00463e-11, 0, 1.41421, -2.00463e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86614e-13, 0, 5.31135e-16, 1.12639e-14, 0, 1.98479e-11, 0, 0
0.280884, 0, 3.17725e-11, 0, 1.41421, -3.17725e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.95822e-13, 0, 8.6821e-16, 1.86123e-14, 0, 3.14572e-11, 0, 0
0.288743, 0, 5.00053e-11, 0, 1.41421, -5.00053e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.65677e-13, 0, 1.41212e-15, 3.05996e-14, 0, 4.95077e-11, 0, 0
0.296602, 0, 7.8153e-11, 1.12104e-44, 1.41421, -7.8153e-11, 1.12104e-44, 0, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 7.27993e-13, 1.12104e-44, 2.28607e-15, 5.00634e-14, 1.12104e-44, 7.73727e-11, 1.12104e-44, 1.12104e-44
0.304461, 0, 1.21298e-10, 2.14399e-43, 1.41421, -1.21298e-10, 2.14399e-43, 0, 2.14399e-43, 2.14399e-43, 2.14399e-43, 2.14399e-43, 2.14399e-43, 2.14399e-43, 2.14399e-43, 2.14399e-43, 2.14399e-43, 2.14399e-43, 2.14399e-43, 1.13025e-12, 2.14399e-43, 3.68491e-15, 8.1529e-14, 2.14399e-43, 1.20082e-10, 2.14399e-43, 2.14399e-43
0.31232, 0, 1.86963e-10, 3.15993e-42, 1.41421, -1.86963e-10, 3.15993e-42, 0, 3.15993e-42, 3.15993e-42, 3.15993e-42, 3.15993e-42, 3.15993e-42, 3.15993e-42, 3.15993e-42, 3.15993e-42, 3.15993e-42, 3.15993e-42, 3.15993e-42, 1.74282e-12, 3.15993e-42, 5.91638e-15, 1.32188e-13, 3.15993e-42, 1.85082e-10, 3.15993e-42, 3.15993e-42
0.320179, 0, 2.86199e-10, 4.29078e-41, 1.41421, -2.86199e-10, 4.29078e-41, 0, 4.29078e-41, 4.29078e-41, 4.29078e-41, 4.29078e-41, 4.29078e-41, 4.29078e-41, 4.29078e-41, 4.29078e-41, 4.29078e-41, 4.29078e-41, 4.29078e-41, 2.6692e-12, 4.29078e-41, 9.46586e-15, 2.13441e-13, 4.29078e-41, 2.83306e-10, 4.29078e-41, 4.29078e-41
0.328038, 0, 4.35116e-10, 5.22874e-40, 1.41421, -4.35116e-10, 5.22874e-40, 0, 5.22874e-40, 5.22874e-40, 5.22874e-40, 5.22874e-40, 5.22874e-40, 5.22874e-40, 5.22874e-40, 5.22874e-40, 5.22874e-40, 5.22874e-40, 5.22874e-40, 4.06053e-12, 5.22874e-40, 1.50983e-14, 3.43305e-13, 5.22874e-40, 4.30697e-10, 5.22874e-40, 5.22874e-40
0.335897, 0, 6.57027e-10, 5.74234e-39, 1.41421, -6.57027e-10, 5.74234e-39, 0, 5.74234e-39, 5.74234e-39, 5.74234e-39, 5.74234e-39, 5.74234e-39, 5.74234e-39, 5.74234e-39, 5.74234e-39, 5.74234e-39, 5.74234e-39, 5.74234e-39, 6.13595e-12, 5.74234e-39, 2.40195e-14, 5.50206e-13, 5.74234e-39, 6.50317e-10, 5.74234e-39, 5.74234e-39
0.343756, 0, 9.85418e-10, 5.70637e-38, 1.41421, -9.85418e-10, 5.70637e-38, 0, 5.70637e-38, 5.70637e-38, 5.70637e-38, 5.70637e-38, 5.70637e-38, 5.70637e-38, 5.70637e-38, 5.70637e-38, 5.70637e-38, 5.70637e-38, 5.70637e-38, 9.211e-12, 5.70637e-38, 3.81304e-14, 8.78911e-13, 5.70637e-38, 9.7529e-10, 5.70637e-38, 5.70637e-38
0.351615, 0, 1.46802e-09, 5.15859e-37, 1.41421, -1.46802e-09, 5.15859e-37, 0, 5.15859e-37, 5.15859e-37, 5.15859e-37, 5.15859e-37, 5.15859e-37, 5.15859e-37, 5.15859e-37, 5.15859e-37, 5.15859e-37, 5.15859e-37, 5.15859e-37, 1.37368e-11, 5.15859e-37, 6.04295e-14, 1.3998e-12, 5.15859e-37, 1.45283e-09, 5.15859e-37, 5.15859e-37
0.359474, 0, 2.17239e-09, 4.26446e-36, 1.41421, -2.17239e-09, 4.26446e-36, 0, 4.26446e-36, 4.26446e-36, 4.26446e-36, 4.26446e-36, 4.26446e-36, 4.26446e-36, 4.26446e-36, 4.26446e-36, 4.26446e-36, 4.26446e-36, 4.26446e-36, 2.03538e-11, 4.26446e-36, 9.56511e-14, 2.2234e-12, 4.26446e-36, 2.14971e-09, 4.26446e-36, 4.26446e-36
0.367333, 0, 3.19339e-09, 3.23968e-35, 1.41421, -3.19339e-09, 3.23968e-35, 0, 3.23968e-35, 3.23968e-35, 3.23968e-35, 3.23968e-35, 3.23968e-35, 3.23968e-35, 3.23968e-35, 3.23968e-35, 3.23968e-35, 3.23968e-35, 3.23968e-35, 2.99655e-11, 3.23968e-35, 1.51275e-13, 3.52307e-12, 3.23968e-35, 3.15975e-09, 3.23968e-35, 3.23968e-35
0.375192, 0, 4.66354e-09, 6.80815e-34, 1.41421, -4.66354e-09, 6.80815e-34, 0, 6.80815e-34, 6.80815e-34, 6.80815e-34, 6.80815e-34, 6.80815e-34, 6.80815e-34, 6.80815e-34, 6.80815e-34, 6.80815e-34, 6.80815e-34, 6.80815e-34, 4.38403e-11, 6.80815e-34, 2.39482e-13, 5.5773e-12, 6.80815e-34, 4.61388e-09, 6.80815e-34, 6.80815e-34
0.383051, 0, 6.76565e-09, 4.50505e-33, 1.41421, -6.76565e-09, 4.50505e-33, 0, 4.50505e-33, 4.50505e-33, 4.50505e-33, 4.50505e-33, 4.50505e-33, 4.50505e-33, 4.50505e-33, 4.50505e-33, 4.50505e-33, 4.50505e-33, 4.50505e-33, 6.37361e-11, 4.50505e-33, 3.78445e-13, 8.80097e-12, 4.50505e-33, 6.69274e-09, 4.50505e-33, 4.50505e-33
0.39091, 0, 9.75159e-09, 2.80248e-32, 1.41421, -9.75159e-09, 2.80248e-32, 0, 2.80248e-32, 2.80248e-32, 2.80248e-32, 2.80248e-32, 2.80248e-32, 2.80248e-32, 2.80248e-32, 2.80248e-32, 2.80248e-32, 2.80248e-32, 2.80248e-32, 9.20925e-11, 2.80248e-32, 5.97998e-13, 1.38639e-11, 2.80248e-32, 9.64504e-09, 2.80248e-32, 2.80248e-32
0.398769, 0, 1.39649e-08, 1.63029e-31, 1.41421, -1.39649e-08, 1.63029e-31, 0, 1.63029e-31, 1.63029e-31, 1.63029e-31, 1.63029e-31, 1.63029e-31, 1.63029e-31, 1.63029e-31, 1.63029e-31, 1.63029e-31, 1.63029e-31, 1.63029e-31, 1.32262e-10, 1.63029e-31, 9.44917e-13, 2.18044e-11, 1.63029e-31, 1.38098e-08, 1.63029e-31, 1.63029e-31
0.406629, 0, 1.98708e-08, 8.87708e-31, 1.41421, -1.98708e-08, 8.87708e-31, 0, 8.87708e-31, 8.87708e-31, 8.87708e-31, 8.87708e-31, 8.87708e-31, 8.87708e-31, 8.87708e-31, 8.87708e-31, 8.87708e-31, 8.87708e-31, 8.87708e-31, 1.88825e-10, 8.87708e-31, 1.49303e-12, 3.42407e-11, 8.87708e-31, 1.96463e-08, 8.87708e-31, 8.87708e-31
0.414488, 0, 2.80956e-08, 4.53663e-30, 1.41421, -2.80956e-08, 4.53663e-30, 0, 4.53663e-30, 4.53663e-30, 4.53663e-30, 4.53663e-30, 4.53663e-30, 4.53663e-30, 4.53663e-30, 4.53663e-30, 4.53663e-30, 4.53663e-30, 4.53663e-30, 2.68008e-10, 4.53663e-30, 2.35866e-12, 5.36885e-11, 4.53663e-30, 2.77715e-08, 4.53663e-30, 4.53663e-30
0.422347, 0, 3.94757e-08, 2.18253e-29, 1.41421, -3.94757e-08, 2.18253e-29, 0, 2.18253e-29, 2.18253e-29, 2.18253e-29, 2.18253e-29, 2.18253e-29, 2.18253e-29, 2.18253e-29, 2.18253e-29, 2.18253e-29, 2.18253e-29, 2.18253e-29, 3.78221e-10, 2.18253e-29, 3.72457e-12, 8.40481e-11, 2.18253e-29, 3.90097e-08, 2.18253e-29, 2.18253e-29
0.430206, 0, 5.51211e-08, 9.91595e-29, 1.41421, -5.51211e-08, 9.91595e-29, 0, 9.91595e-29, 9.91595e-29, 9.91595e-29, 9.91595e-29, 9.91595e-29, 9.91595e-29, 9.91595e-29, 9.91595e-29, 9.91595e-29, 9.91595e-29, 9.91595e-29, 5.3077e-10, 9.91595e-29, 5.87703e-12, 1.31346e-10, 9.91595e-29, 5.44531e-08, 9.91595e-29, 9.91595e-29
0.438065, 0, 7.64948e-08, 4.26723e-28, 1.41421, -7.64948e-08, 4.26723e-28, 0, 4.26723e-28, 4.26723e-28, 4.26723e-28, 4.26723e-28, 4.26723e-28, 4.26723e-28, 4.26723e-28, 4.26723e-28, 4.26723e-28, 4.26723e-28, 4.26723e-28, 7.40762e-10, 4.26723e-28, 9.26271e-12, 2.04859e-10, 4.26723e-28, 7.55399e-08, 4.26723e-28, 4.26723e-28
0.445924, 0, 1.05512e-07, 1.74435e-27, 1.41421, -1.05512e-07, 1.74435e-27, 0, 1.74435e-27, 1.74435e-27, 1.74435e-27, 1.74435e-27, 1.74435e-27, 1.74435e-27, 1.74435e-27, 1.74435e-27, 1.74435e-27, 1.74435e-27, 1.74435e-27, 1.02829e-09, 1.74435e-27, 1.45755e-11, 3.18797e-10, 1.74435e-27, 1.0415e-07, 1.74435e-27, 1.74435e-27
0.453783, 0, 1.44662e-07, 6.79155e-27, 1.41421, -1.44662e-07, 6.79155e-27, 0, 6.79155e-27, 6.79155e-27, 6.79155e-27, 6.79155e-27, 6.79155e-27, 6.79155e-27, 6.79155e-27, 6.79155e-27, 6.79155e-27, 6.79155e-27, 6.79155e-27, 1.41994e-09, 6.79155e-27, 2.28875e-11, 4.94816e-10, 6.79155e-27, 1.42725e-07, 6.79155e-27, 6.79155e-27
0.461642, 0, 1.97165e-07, 2.52501e-26, 1.41421, -1.97165e-07, 2.52501e-26, 0, 2.52501e-26, 2.52501e-26, 2.52501e-26, 2.52501e-26, 2.52501e-26, 2.52501e-26, 2.52501e-26, 1.05672e-13, 2.52501e-26, 2.52501e-26, 2.52501e-26, 1.9507e-09, 2.52501e-26, 3.58468e-11, 7.65724e-10, 2.52501e-26, 1.94413e-07, 2.52501e-26, 2.52501e-26
0.469501, 0, 2.67149e-07, 8.98563e-26, 1.41421, -2.67149e-07, 8.98563e-26, 0, 8.98563e-26, 8.98563e-26, 8.98563e-26, 8.98563e-26, 8.98563e-26, 8.98563e-26, 8.98563e-26, 3.49392e-13, 8.98563e-26, 8.98563e-26, 8.98563e-26, 2.66639e-09, 8.98563e-26, 5.59705e-11, 1.1809e-09, 8.98563e-26, 2.63245e-07, 8.98563e-26, 8.98563e-26
0.47736, 0, 3.61344e-07, 3.10176e-25, 1.41421, -3.61344e-07, 2.80394e-12, 0, 2.15292e-14, 4.69727e-14, 1.17123e-13, 4.21183e-13, 2.09855e-11, 2.87315e-13, 4.65189e-13, 5.72352e-12, 7.35751e-12, 2.77851e-12, 1.36533e-09, 3.62682e-09, 6.16055e-14, 8.70794e-11, 1.81413e-09, 2.03013e-15, 3.54394e-07, 3.10176e-25, 1.51965e-11
0.485219, 0, 4.87277e-07, 4.23424e-10, 1.41421, -4.87277e-07, 4.32656e-10, 4.23424e-10, 4.23495e-10, 4.23579e-10, 4.23809e-10, 4.24811e-10, 4.92521e-10, 4.2437e-10, 4.24956e-10, 4.41411e-10, 4.47649e-10, 4.32572e-10, 4.9189e-09, 5.33287e-09, 4.23627e-10, 5.58365e-10, 3.19829e-09, 4.23431e-10, 4.74778e-07, 4.23424e-10, 4.7346e-10
0.493078, 0, 6.55732e-07, 1.39204e-09, 1.41421, -6.55732e-07, 1.41563e-09, 1.39204e-09, 1.39222e-09, 1.39244e-09, 1.39303e-09, 1.39558e-09, 1.56858e-09, 1.39446e-09, 1.39595e-09, 1.4373e-09, 1.45394e-09, 1.41541e-09, 1.28781e-08, 8.00631e-09, 1.39256e-09, 1.60022e-09, 5.61614e-09, 1.39206e-09, 6.32729e-07, 1.39204e-09, 1.51988e-09
0.500937, 0, 8.82674e-07, 3.55215e-09, 1.41421, -8.82674e-07, 3.60706e-09, 3.55215e-09, 3.55257e-09, 3.55307e-09, 3.55444e-09, 3.56039e-09, 3.96312e-09, 3.55777e-09, 3.56126e-09, 3.6567e-09, 3.69623e-09, 3.60656e-09, 3.02903e-08, 1.24218e-08, 3.55335e-09, 3.87176e-09, 9.94869e-09, 3.55219e-09, 8.39256e-07, 3.55215e-09, 3.84975e-09
0.508796, 0, 1.19227e-06, 8.25734e-09, 1.41421, -1.19227e-06, 8.37911e-09, 8.25734e-09, 8.25828e-09, 8.25938e-09, 8.26243e-09, 8.27563e-09, 9.16867e-09, 8.26982e-09, 8.27755e-09, 8.48798e-09, 8.57686e-09, 8.37801e-09, 6.75489e-08, 2.00969e-08, 8.26002e-09, 8.7455e-09, 1.78893e-08, 8.25743e-09, 1.10859e-06, 8.25734e-09, 8.91728e-09
0.516655, 0, 1.62305e-06, 1.82873e-08, 1.41421, -1.62305e-06, 1.85487e-08, 1.82873e-08, 1.82893e-08, 1.82917e-08, 1.82982e-08, 1.83265e-08, 2.02439e-08, 1.83141e-08, 1.83306e-08, 1.87803e-08, 1.89733e-08, 1.85463e-08, 1.45584e-07, 3.40197e-08, 1.8293e-08, 1.90287e-08, 3.2705e-08, 1.82875e-08, 1.45965e-06, 1.82873e-08, 1.97041e-08
0.524514, 0, 2.23904e-06, 3.92164e-08, 1.41421, -2.23904e-06, 3.97635e-08, 3.92164e-08, 3.92206e-08, 3.92256e-08, 3.92393e-08, 3.92986e-08, 4.33109e-08, 3.92725e-08, 3.93072e-08, 4.03337e-08, 4.06519e-08, 3.97585e-08, 3.0561e-07, 6.0028e-08, 3.92284e-08, 4.03361e-08, 6.0679e-08, 3.92168e-08, 1.91827e-06, 3.92164e-08, 4.21814e-08
0.532374, 0, 3.14932e-06, 8.1978e-08, 1.41421, -3.14932e-06, 8.30973e-08, 8.1978e-08, 8.19866e-08, 8.19968e-08, 8.20248e-08, 8.21461e-08, 9.03548e-08, 8.20927e-08, 8.21637e-08, 8.43679e-08, 8.49149e-08, 8.30871e-08, 6.26973e-07, 1.09386e-07, 8.20026e-08, 8.36587e-08, 1.13699e-07, 8.19788e-08, 2.52095e-06, 8.1978e-08, 8.8044e-08
0.540233, 0, 4.54432e-06, 1.6754e-07, 1.41421, -4.54432e-06, 1.69782e-07, 1.6754e-07, 1.67557e-07, 1.67578e-07, 1.67634e-07, 1.67877e-07, 1.84317e-07, 1.6777e-07, 1.67912e-07, 1.73623e-07, 1.73422e-07, 1.69761e-07, 1.25906e-06, 2.03477e-07, 1.67589e-07, 1.70047e-07, 2.14103e-07, 1.67542e-07, 3.3213e-06, 1.6754e-07, 1.79689e-07
0.548092, 0, 6.75416e-06, 3.35217e-07, 1.41421, -6.75416e-06, 3.39615e-07, 3.35217e-07, 3.3525e-07, 3.3529e-07, 3.354e-07, 3.35877e-07, 3.68134e-07, 3.35667e-07, 3.35946e-07, 3.48912e-07, 3.46757e-07, 3.39575e-07, 2.47682e-06, 3.82131e-07, 3.35313e-07, 3.38934e-07, 4.03092e-07, 3.3522e-07, 4.40107e-06, 3.35217e-07, 3.59053e-07
0.555951, 0, 1.0353e-05, 6.57076e-07, 1.41421, -1.0353e-05, 6.65533e-07, 6.57076e-07, 6.57141e-07, 6.57217e-07, 6.57429e-07, 6.58346e-07, 7.2037e-07, 6.57942e-07, 6.58479e-07, 6.86191e-07, 6.79267e-07, 6.65456e-07, 4.77505e-06, 7.18058e-07, 6.57262e-07, 6.62553e-07, 7.55325e-07, 6.57082e-07, 5.88871e-06, 6.57076e-07, 7.0291e-07
0.56381, 0, 1.63273e-05, 1.26226e-06, 1.41421, -1.63273e-05, 1.2782e-06, 1.26226e-06, 1.26239e-06, 1.26253e-06, 1.26293e-06, 1.26466e-06, 1.38157e-06, 1.2639e-06, 1.26491e-06, 1.32206e-06, 1.30409e-06, 1.27806e-06, 9.02419e-06, 1.3412e-06, 1.26261e-06, 1.27028e-06, 1.40348e-06, 1.26228e-06, 7.99009e-06, 1.26226e-06, 1.34866e-06
0.571669, 0, 2.63481e-05, 2.37705e-06, 1.41421, -2.63481e-05, 2.40651e-06, 2.37705e-06, 2.37727e-06, 2.37754e-06, 2.37828e-06, 2.38147e-06, 2.59752e-06, 2.38007e-06, 2.38193e-06, 2.49583e-06, 2.45435e-06, 2.40624e-06, 1.67213e-05, 2.47879e-06, 2.37769e-06, 2.3887e-06, 2.57861e-06, 2.37707e-06, 1.10391e-05, 2.37705e-06, 2.5367e-06
0.579528, 0, 4.31989e-05, 4.38887e-06, 1.41421, -4.31989e-05, 4.44225e-06, 4.38887e-06, 4.38928e-06, 4.38976e-06, 4.3911e-06, 4.39689e-06, 4.7884e-06, 4.39434e-06, 4.39772e-06, 4.62135e-06, 4.52894e-06, 4.44177e-06, 3.03825e-05, 4.51947e-06, 4.39004e-06, 4.40571e-06, 4.6746e-06, 4.38891e-06, 1.55773e-05, 4.38887e-06, 4.67818e-06
0.587387, 0, 7.14263e-05, 7.94614e-06, 1.41421, -7.14263e-05, 8.04101e-06, 7.94614e-06, 7.94687e-06, 7.94773e-06, 7.95011e-06, 7.96039e-06, 8.65618e-06, 7.95586e-06, 7.96188e-06, 8.39441e-06, 8.19508e-06, 8.04015e-06, 5.41418e-05, 8.11316e-06, 7.94823e-06, 7.97033e-06, 8.34857e-06, 7.94621e-06, 2.24785e-05, 7.94614e-06, 8.46031e-06
0.595246, 0, 0.000118305, 1.41094e-05, 1.41421, -0.000118305, 1.42747e-05, 1.41094e-05, 1.41106e-05, 1.41121e-05, 1.41163e-05, 1.41342e-05, 1.53471e-05, 1.41263e-05, 1.41368e-05, 1.49608e-05, 1.45433e-05, 1.42732e-05, 9.46348e-05, 1.43221e-05, 1.4113e-05, 1.41439e-05, 1.46726e-05, 1.41095e-05, 3.31362e-05, 1.41094e-05, 1.50056e-05
