   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_73.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
12.716, 1.99529, 2.90076, 2.90075, 1.99882, -0.905465, 2.90075, 0, 2.90075, 2.90075, 2.90075, 2.90075, 2.90075, 2.90075, 2.90075, 2.90075, 2.90075, 2.90075, 2.90075, 2.90075, 2.90075, 2.90075, 2.90075, 2.90075, 2.90075, 2.90075, 2.90075
12.7239, 5.99504, 2.88955, 2.88954, 2.82755, 3.10549, 2.88954, 0, 2.88955, 2.88954, 2.88954, 2.88954, 2.88954, 2.88954, 2.88954, 2.88954, 2.88954, 2.88954, 2.88954, 2.88954, 2.88954, 2.88954, 2.88954, 2.88954, 2.88954, 2.88955, 2.88954
12.7317, 4.99554, 2.87837, 2.87836, 2.64491, 2.11717, 2.87836, 0, 2.87836, 2.87836, 2.87836, 2.87836, 2.87836, 2.87836, 2.87836, 2.87836, 2.87836, 2.87836, 2.87836, 2.87836, 2.87836, 2.87836, 2.87836, 2.87836, 2.87836, 2.87836, 2.87836
12.7396, 6.71198, 2.86872, 2.86871, 2.95161, 3.84326, 2.86871, 0, 2.86871, 2.86871, 2.86871, 2.86871, 2.86871, 2.86871, 2.86871, 2.86871, 2.86871, 2.86871, 2.86871, 2.86871, 2.86871, 2.86871, 2.86871, 2.86871, 2.86871, 2.86872, 2.86871
12.7475, 6.8387, 2.85837, 2.85835, 2.97299, 3.98033, 2.85835, 0, 2.85836, 2.85835, 2.85835, 2.85835, 2.85835, 2.85835, 2.85835, 2.85835, 2.85835, 2.85835, 2.85835, 2.85835, 2.85835, 2.85835, 2.85836, 2.85835, 2.85835, 2.85836, 2.85835
12.7553, 6.4347, 2.84736, 2.84735, 2.90425, 3.58733, 2.84735, 0, 2.84735, 2.84735, 2.84735, 2.84735, 2.84735, 2.84735, 2.84735, 2.84735, 2.84735, 2.84735, 2.84735, 2.84735, 2.84735, 2.84735, 2.84735, 2.84735, 2.84735, 2.84736, 2.84735
12.7632, 5.71933, 2.83605, 2.83603, 2.77837, 2.88328, 2.83603, 0, 2.83604, 2.83603, 2.83603, 2.83603, 2.83603, 2.83603, 2.83603, 2.83603, 2.83603, 2.83603, 2.83603, 2.83603, 2.83603, 2.83603, 2.83604, 2.83603, 2.83603, 2.83604, 2.83603
12.7711, 0.997522, 2.82475, 2.82474, 1.73134, -1.82723, 2.82474, 0, 2.82474, 2.82474, 2.82474, 2.82474, 2.82474, 2.82474, 2.82474, 2.82474, 2.82474, 2.82474, 2.82474, 2.82474, 2.82474, 2.82474, 2.82474, 2.82474, 2.82474, 2.82475, 2.82474
12.7789, 3.26871, 2.81544, 2.81543, 2.29537, 0.453265, 2.81543, 0, 2.81543, 2.81543, 2.81543, 2.81543, 2.81543, 2.81543, 2.81543, 2.81543, 2.81543, 2.81543, 2.81543, 2.81543, 2.81543, 2.81543, 2.81543, 2.81543, 2.81543, 2.81544, 2.81543
12.7868, 1.99486, 2.80524, 2.80523, 1.99872, -0.810379, 2.80523, 0, 2.80523, 2.80523, 2.80523, 2.80523, 2.80523, 2.80523, 2.80523, 2.80523, 2.80523, 2.80523, 2.80523, 2.80523, 2.80523, 2.80523, 2.80523, 2.80523, 2.80523, 2.80524, 2.80523
12.7947, 2.72912, 2.79423, 2.79422, 2.17465, -0.0651126, 2.79422, 0, 2.79422, 2.79422, 2.79422, 2.79422, 2.79422, 2.79422, 2.79422, 2.79422, 2.79422, 2.79422, 2.79422, 2.79422, 2.79422, 2.79422, 2.79422, 2.79422, 2.79422, 2.79423, 2.79422
12.8025, 3.99777, 2.78283, 2.78282, 2.44903, 1.21494, 2.78282, 0, 2.78282, 2.78282, 2.78282, 2.78282, 2.78282, 2.78282, 2.78282, 2.78282, 2.78282, 2.78282, 2.78282, 2.78282, 2.78282, 2.78282, 2.78282, 2.78282, 2.78282, 2.78283, 2.78282
12.8104, 2.25874, 2.77145, 2.77144, 2.06367, -0.512719, 2.77144, 0, 2.77144, 2.77144, 2.77144, 2.77144, 2.77144, 2.77144, 2.77144, 2.77144, 2.77144, 2.77144, 2.77144, 2.77144, 2.77144, 2.77144, 2.77144, 2.77144, 2.77144, 2.77145, 2.77144
12.8183, 5.77125, 2.76245, 2.76243, 2.7877, 3.00881, 2.76243, 0, 2.76244, 2.76243, 2.76243, 2.76243, 2.76243, 2.76243, 2.76243, 2.76243, 2.76243, 2.76243, 2.76243, 2.76243, 2.76243, 2.76243, 2.76243, 2.76243, 2.76243, 2.76244, 2.76243
12.8261, 5.96282, 2.75243, 2.75242, 2.82185, 3.21039, 2.75242, 0, 2.75242, 2.75242, 2.75242, 2.75242, 2.75242, 2.75242, 2.75242, 2.75242, 2.75242, 2.75242, 2.75242, 2.75242, 2.75242, 2.75242, 2.75242, 2.75242, 2.75242, 2.75243, 2.75242
12.834, 2.25155, 2.74147, 2.74146, 2.06193, -0.489925, 2.74146, 0, 2.74146, 2.74146, 2.74146, 2.74146, 2.74146, 2.74146, 2.74146, 2.74146, 2.74146, 2.74146, 2.74146, 2.74146, 2.74146, 2.74146, 2.74146, 2.74146, 2.74146, 2.74147, 2.74146
12.8419, 1.74346, 2.73006, 2.73004, 1.9348, -0.986593, 2.73004, 0, 2.73005, 2.73004, 2.73004, 2.73004, 2.73004, 2.73004, 2.73004, 2.73004, 2.73004, 2.73004, 2.73004, 2.73004, 2.73004, 2.73004, 2.73004, 2.73004, 2.73004, 2.73005, 2.73004
12.8497, 4.24687, 2.71866, 2.71865, 2.49937, 1.52821, 2.71865, 0, 2.71865, 2.71865, 2.71865, 2.71865, 2.71865, 2.71865, 2.71865, 2.71865, 2.71865, 2.71865, 2.71865, 2.71865, 2.71865, 2.71865, 2.71865, 2.71865, 2.71865, 2.71865, 2.71865
12.8576, 4.50161, 2.7099, 2.70989, 2.54983, 1.79171, 2.70989, 0, 2.7099, 2.70989, 2.70989, 2.70989, 2.70989, 2.70989, 2.70989, 2.70989, 2.70989, 2.70989, 2.70989, 2.70989, 2.70989, 2.70989, 2.70989, 2.70989, 2.70989, 2.7099, 2.70989
12.8655, 2.73309, 2.70006, 2.70005, 2.17557, 0.0330284, 2.70005, 0, 2.70005, 2.70005, 2.70005, 2.70005, 2.70005, 2.70005, 2.70005, 2.70005, 2.70005, 2.70005, 2.70005, 2.70005, 2.70005, 2.70005, 2.70005, 2.70005, 2.70005, 2.70005, 2.70005
12.8733, 4.50892, 2.68916, 2.68915, 2.55126, 1.81976, 2.68915, 0, 2.68916, 2.68915, 2.68915, 2.68915, 2.68915, 2.68915, 2.68915, 2.68915, 2.68915, 2.68915, 2.68915, 2.68915, 2.68915, 2.68915, 2.68915, 2.68915, 2.68915, 2.68916, 2.68915
12.8812, 3.99752, 2.67776, 2.67775, 2.44898, 1.31977, 2.67775, 0, 2.67775, 2.67775, 2.67775, 2.67775, 2.67775, 2.67775, 2.67775, 2.67775, 2.67775, 2.67775, 2.67775, 2.67775, 2.67775, 2.67775, 2.67775, 2.67775, 2.67775, 2.67775, 2.67775
12.8891, 1.99762, 2.66637, 2.66636, 1.9994, -0.668758, 2.66636, 0, 2.66637, 2.66636, 2.66636, 2.66636, 2.66636, 2.66636, 2.66636, 2.66636, 2.66636, 2.66636, 2.66636, 2.66636, 2.66636, 2.66636, 2.66637, 2.66636, 2.66636, 2.66637, 2.66636
12.8969, 2.99755, 2.65784, 2.65784, 2.23552, 0.339706, 2.65784, 0, 2.65784, 2.65784, 2.65784, 2.65784, 2.65784, 2.65784, 2.65784, 2.65784, 2.65784, 2.65784, 2.65784, 2.65784, 2.65784, 2.65784, 2.65784, 2.65784, 2.65784, 2.65784, 2.65784
12.9048, 1.7653, 2.64815, 2.64814, 1.94044, -0.88285, 2.64814, 0, 2.64815, 2.64814, 2.64814, 2.64814, 2.64814, 2.64814, 2.64814, 2.64814, 2.64814, 2.64814, 2.64814, 2.64814, 2.64814, 2.64814, 2.64815, 2.64814, 2.64814, 2.64815, 2.64814
12.9127, 1, 2.63733, 2.63732, 1.73205, -1.63733, 2.63732, 0, 2.63732, 2.63732, 2.63732, 2.63732, 2.63732, 2.63732, 2.63732, 2.63732, 2.63732, 2.63732, 2.63732, 2.63732, 2.63732, 2.63732, 2.63732, 2.63732, 2.63732, 2.63732, 2.63732
12.9205, 4, 2.62595, 2.62594, 2.44949, 1.37405, 2.62594, 0, 2.62595, 2.62594, 2.62594, 2.62594, 2.62594, 2.62594, 2.62594, 2.62594, 2.62594, 2.62594, 2.62594, 2.62594, 2.62594, 2.62594, 2.62594, 2.62594, 2.62594, 2.62594, 2.62594
12.9284, 2.45006, 2.6146, 2.61459, 2.10952, -0.164535, 2.61459, 0, 2.61459, 2.61459, 2.61459, 2.61459, 2.61459, 2.61459, 2.61459, 2.61459, 2.61459, 2.61459, 2.61459, 2.61459, 2.61459, 2.61459, 2.61459, 2.61459, 2.61459, 2.61459, 2.61459
12.9363, 2.77261, 2.61224, 2.61224, 2.18463, 0.16037, 2.61224, 0, 2.61224, 2.61224, 2.61224, 2.61224, 2.61224, 2.61224, 2.61224, 2.61224, 2.61224, 2.61224, 2.61224, 2.61224, 2.61224, 2.61224, 2.61224, 2.61224, 2.61224, 2.61224, 2.61224
12.9441, 1.99765, 2.60845, 2.60844, 1.99941, -0.6108, 2.60844, 0, 2.60844, 2.60844, 2.60844, 2.60844, 2.60844, 2.60844, 2.60844, 2.60844, 2.60844, 2.60844, 2.60844, 2.60844, 2.60844, 2.60844, 2.60844, 2.60844, 2.60844, 2.60844, 2.60844
12.952, 1.99749, 2.60327, 2.60326, 1.99937, -0.605775, 2.60326, 0, 2.60327, 2.60326, 2.60326, 2.60326, 2.60326, 2.60326, 2.60326, 2.60326, 2.60326, 2.60326, 2.60326, 2.60326, 2.60326, 2.60326, 2.60326, 2.60326, 2.60326, 2.60326, 2.60326
12.9599, 3.99755, 2.59741, 2.5974, 2.44899, 1.40014, 2.5974, 0, 2.59741, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974
12.9677, 3.78463, 2.59156, 2.59154, 2.40513, 1.19308, 2.59154, 0, 2.59155, 2.59154, 2.59154, 2.59154, 2.59154, 2.59154, 2.59154, 2.59154, 2.59154, 2.59154, 2.59154, 2.59154, 2.59154, 2.59154, 2.59155, 2.59154, 2.59154, 2.59155, 2.59154
12.9756, 2.84213, 2.58838, 2.58837, 2.20048, 0.25375, 2.58837, 0, 2.58838, 2.58837, 2.58837, 2.58837, 2.58837, 2.58837, 2.58837, 2.58837, 2.58837, 2.58837, 2.58837, 2.58837, 2.58837, 2.58837, 2.58837, 2.58837, 2.58837, 2.58837, 2.58837
12.9835, 7.78278, 2.5843, 2.58428, 3.12774, 5.19847, 2.58428, 0, 2.5843, 2.58428, 2.58428, 2.58428, 2.58428, 2.58428, 2.58428, 2.58428, 2.58428, 2.58428, 2.58428, 2.58428, 2.58428, 2.58428, 2.58428, 2.58428, 2.58428, 2.58428, 2.58428
12.9913, 5.78674, 2.57937, 2.57934, 2.79047, 3.20737, 2.57934, 0, 2.57937, 2.57934, 2.57934, 2.57934, 2.57934, 2.57934, 2.57934, 2.57934, 2.57934, 2.57934, 2.57934, 2.57934, 2.57934, 2.57934, 2.57934, 2.57934, 2.57934, 2.57934, 2.57934
12.9992, 5.79167, 2.57401, 2.57397, 2.79136, 3.21766, 2.57397, 0, 2.57401, 2.57397, 2.57397, 2.57397, 2.57397, 2.57397, 2.57397, 2.57397, 2.57397, 2.57397, 2.57397, 2.57397, 2.57397, 2.57397, 2.57397, 2.57397, 2.57397, 2.57397, 2.57397
13.0071, 2.19866, 2.56867, 2.5686, 2.04906, -0.370008, 2.5686, 0, 2.56867, 2.5686, 2.5686, 2.5686, 2.5686, 2.5686, 2.5686, 2.5686, 2.5686, 2.5686, 2.5686, 2.5686, 2.5686, 2.5686, 2.5686, 2.5686, 2.5686, 2.5686, 2.5686
13.0149, 2.59802, 2.56453, 2.56442, 2.1443, 0.0334899, 2.56442, 0, 2.56453, 2.56442, 2.56442, 2.56442, 2.56442, 2.56442, 2.56442, 2.56442, 2.56442, 2.56442, 2.56442, 2.56442, 2.56442, 2.56442, 2.56442, 2.56442, 2.56442, 2.56442, 2.56442
13.0228, 1.39207, 2.56008, 2.55992, 1.84176, -1.16801, 2.55992, 0, 2.56007, 2.55992, 2.55992, 2.55992, 2.55992, 2.55992, 2.55992, 2.55992, 2.55992, 2.55992, 2.55992, 2.55992, 2.55992, 2.55992, 2.55992, 2.55992, 2.55992, 2.55992, 2.55992
13.0307, 4.18934, 2.55533, 2.55509, 2.48784, 1.63402, 2.55509, 0, 2.55533, 2.55509, 2.55509, 2.55509, 2.55509, 2.55509, 2.55509, 2.55509, 2.55509, 2.55509, 2.55509, 2.55509, 2.55509, 2.55509, 2.55509, 2.55509, 2.55509, 2.55509, 2.55509
13.0385, 4.41859, 2.55045, 2.55009, 2.53349, 1.86814, 2.55009, 0, 2.55045, 2.55009, 2.55009, 2.55009, 2.55009, 2.55009, 2.55009, 2.55009, 2.55009, 2.55009, 2.55009, 2.55009, 2.55009, 2.55009, 2.55009, 2.55009, 2.55009, 2.55009, 2.55009
13.0464, 0.188848, 2.54554, 2.545, 1.47948, -2.35669, 2.545, 0, 2.54554, 2.545, 2.545, 2.545, 2.545, 2.545, 2.545, 2.545, 2.545, 2.545, 2.545, 2.545, 2.545, 2.545, 2.545, 2.545, 2.545, 2.545, 2.545
13.0543, 1.81115, 2.54067, 2.53987, 1.95222, -0.729513, 2.53987, 0, 2.54066, 2.53987, 2.53987, 2.53987, 2.53987, 2.53987, 2.53987, 2.53987, 2.53987, 2.53987, 2.53987, 2.53987, 2.53987, 2.53987, 2.53988, 2.53987, 2.53987, 2.53987, 2.53987
13.0621, 0.368232, 2.53588, 2.53473, 1.53891, -2.16764, 2.53473, 0, 2.53587, 2.53473, 2.53473, 2.53473, 2.53473, 2.53473, 2.53473, 2.53473, 2.53473, 2.53473, 2.53473, 2.53473, 2.53473, 2.53473, 2.53473, 2.53473, 2.53473, 2.53473, 2.53473
13.07, 5.99484, 2.53122, 2.52957, 2.82751, 3.46362, 2.52957, 0, 2.53122, 2.52957, 2.52957, 2.52957, 2.52957, 2.52957, 2.52957, 2.52957, 2.52957, 2.52957, 2.52957, 2.52957, 2.52957, 2.52957, 2.52957, 2.52957, 2.52957, 2.52957, 2.52957
13.0779, 3.81623, 2.52677, 2.52442, 2.41169, 1.28947, 2.52442, 0, 2.52676, 2.52442, 2.52442, 2.52442, 2.52442, 2.52442, 2.52442, 2.52442, 2.52442, 2.52442, 2.52442, 2.52442, 2.52442, 2.52442, 2.52442, 2.52442, 2.52442, 2.52442, 2.52442
13.0857, 1.99752, 2.52261, 2.51933, 1.99938, -0.525088, 2.51933, 0, 2.52261, 2.51933, 2.51933, 2.51933, 2.51933, 2.51933, 2.51933, 2.51933, 2.51933, 2.51933, 2.51933, 2.51933, 2.51933, 2.51933, 2.51933, 2.51933, 2.51933, 2.51933, 2.51933
13.0936, 1.99765, 2.51839, 2.51385, 1.99941, -0.520749, 2.51385, 0, 2.51839, 2.51385, 2.51385, 2.51385, 2.51385, 2.51385, 2.51385, 2.51385, 2.51385, 2.51385, 2.51385, 2.51385, 2.51385, 2.51385, 2.51386, 2.51385, 2.51385, 2.51385, 2.51385
13.1015, 2.34188, 2.51426, 2.50806, 2.08372, -0.172378, 2.50806, 0, 2.51426, 2.50806, 2.50806, 2.50806, 2.50806, 2.50806, 2.50806, 2.50806, 2.50806, 2.50806, 2.50806, 2.50806, 2.50806, 2.50806, 2.50806, 2.50806, 2.50806, 2.50806, 2.50806
13.1093, 4.65326, 2.51047, 2.50211, 2.57939, 2.14279, 2.50211, 0, 2.51047, 2.50211, 2.50211, 2.50211, 2.50211, 2.50211, 2.50211, 2.50211, 2.50211, 2.50211, 2.50211, 2.50211, 2.50211, 2.50211, 2.50211, 2.50211, 2.50211, 2.50211, 2.50211
13.1172, 4.99754, 2.50729, 2.49617, 2.64529, 2.49025, 2.49617, 0, 2.50729, 2.49617, 2.49617, 2.49617, 2.49617, 2.49617, 2.49617, 2.49617, 2.49617, 2.49617, 2.49617, 2.49617, 2.49617, 2.49617, 2.49617, 2.49617, 2.49617, 2.49617, 2.49617
13.1251, 2.83284, 2.50581, 2.49119, 2.19837, 0.32703, 2.49119, 0, 2.50581, 2.49119, 2.49119, 2.49119, 2.49119, 2.49119, 2.49119, 2.49119, 2.49119, 2.49119, 2.49119, 2.49119, 2.49119, 2.49119, 2.49119, 2.49119, 2.49119, 2.49119, 2.49119
13.1329, 0.324659, 2.50476, 2.4858, 1.52468, -2.1801, 2.4858, 0, 2.50476, 2.4858, 2.4858, 2.4858, 2.4858, 2.4858, 2.4858, 2.4858, 2.4858, 2.4858, 2.4858, 2.4858, 2.4858, 2.4858, 2.48581, 2.4858, 2.4858, 2.4858, 2.4858
13.1408, 2.83532, 2.50429, 2.48002, 2.19894, 0.331025, 2.48002, 0, 2.50429, 2.48002, 2.48002, 2.48002, 2.48002, 2.48002, 2.48002, 2.48002, 2.48002, 2.48002, 2.48002, 2.48002, 2.48002, 2.48002, 2.48002, 2.48002, 2.48002, 2.48002, 2.48002
13.1487, 3.99765, 2.50459, 2.47391, 2.44901, 1.49306, 2.47391, 0, 2.50458, 2.47391, 2.47391, 2.47391, 2.47391, 2.47391, 2.47391, 2.47391, 2.47391, 2.47391, 2.47391, 2.47391, 2.47391, 2.47391, 2.47391, 2.47391, 2.47391, 2.47391, 2.47391
13.1565, 0.997522, 2.50585, 2.46758, 1.73134, -1.50833, 2.46758, 0, 2.50585, 2.46758, 2.46758, 2.46758, 2.46758, 2.46758, 2.46758, 2.46758, 2.46758, 2.46758, 2.46758, 2.46758, 2.46758, 2.46758, 2.46758, 2.46758, 2.46758, 2.46758, 2.46758
13.1644, 3.99765, 2.50824, 2.4611, 2.44901, 1.4894, 2.4611, 0, 2.50824, 2.4611, 2.4611, 2.4611, 2.4611, 2.4611, 2.4611, 2.4611, 2.4611, 2.4611, 2.4611, 2.4611, 2.4611, 2.4611, 2.4611, 2.4611, 2.4611, 2.4611, 2.4611
13.1723, 5.14804, 2.51166, 2.45434, 2.67358, 2.63638, 2.45434, 0, 2.51166, 2.45434, 2.45434, 2.45434, 2.45434, 2.45434, 2.45434, 2.45434, 2.45434, 2.45434, 2.45434, 2.45434, 2.45434, 2.45434, 2.45435, 2.45434, 2.45434, 2.45434, 2.45434
13.1801, 4.14266, 2.51614, 2.44734, 2.47844, 1.62652, 2.44734, 0, 2.51614, 2.44734, 2.44734, 2.44734, 2.44734, 2.44734, 2.44734, 2.44734, 2.44734, 2.44734, 2.44734, 2.44734, 2.44734, 2.44734, 2.44734, 2.44734, 2.44734, 2.44734, 2.44734
13.188, 3.99294, 2.52159, 2.44006, 2.44805, 1.47135, 2.44006, 0, 2.52159, 2.44006, 2.44006, 2.44006, 2.44006, 2.44006, 2.44006, 2.44006, 2.44006, 2.44006, 2.44006, 2.44006, 2.44006, 2.44006, 2.44006, 2.44006, 2.44006, 2.44006, 2.44006
13.1959, 2.99294, 2.52794, 2.43256, 2.23449, 0.464997, 2.43256, 0, 2.52794, 2.43256, 2.43256, 2.43256, 2.43256, 2.43256, 2.43256, 2.43256, 2.43256, 2.43256, 2.43256, 2.43256, 2.43256, 2.43256, 2.43256, 2.43256, 2.43256, 2.43256, 2.43256
13.2037, 4.57063, 2.53512, 2.42496, 2.56332, 2.03551, 2.42496, 0, 2.53512, 2.42496, 2.42496, 2.42496, 2.42496, 2.42496, 2.42496, 2.42496, 2.42496, 2.42496, 2.42496, 2.42496, 2.42496, 2.42496, 2.42496, 2.42496, 2.42496, 2.42496, 2.42496
13.2116, 1.13841, 2.54299, 2.41737, 1.77156, -1.40457, 2.41737, 0, 2.54298, 2.41737, 2.41737, 2.41737, 2.41737, 2.41737, 2.41737, 2.41737, 2.41737, 2.41737, 2.41737, 2.41737, 2.41737, 2.41737, 2.41737, 2.41737, 2.41737, 2.41737, 2.41737
13.2195, 2.13342, 2.55129, 2.40988, 2.03308, -0.417867, 2.40988, 0, 2.55129, 2.40988, 2.40988, 2.40988, 2.40988, 2.40988, 2.40988, 2.40988, 2.40988, 2.40988, 2.40988, 2.40988, 2.40988, 2.40988, 2.40988, 2.40988, 2.40988, 2.40988, 2.40988
13.2273, 5.8615, 2.55926, 2.40209, 2.80384, 3.30223, 2.40209, 0, 2.55926, 2.40209, 2.40209, 2.40209, 2.40209, 2.40209, 2.40209, 2.40209, 2.40209, 2.40209, 2.40209, 2.40209, 2.40209, 2.40209, 2.40209, 2.40209, 2.40209, 2.40209, 2.40209
13.2352, 4.12887, 2.56652, 2.39405, 2.47566, 1.56235, 2.39405, 0, 2.56652, 2.39405, 2.39405, 2.39405, 2.39405, 2.39405, 2.39405, 2.39405, 2.39405, 2.39405, 2.39405, 2.39405, 2.39405, 2.39405, 2.39405, 2.39405, 2.39405, 2.39405, 2.39405
13.2431, 3.73779, 2.57275, 2.38588, 2.39537, 1.16505, 2.38588, 0, 2.57275, 2.38588, 2.38588, 2.38588, 2.38588, 2.38588, 2.38588, 2.38588, 2.38588, 2.38588, 2.38588, 2.38588, 2.38588, 2.38588, 2.38588, 2.38588, 2.38588, 2.38588, 2.38588
13.2509, 1.12615, 2.57764, 2.37773, 1.76809, -1.45149, 2.37773, 0, 2.57763, 2.37773, 2.37773, 2.37773, 2.37773, 2.37773, 2.37773, 2.37773, 2.37773, 2.37773, 2.37773, 2.37773, 2.37773, 2.37773, 2.37773, 2.37773, 2.37773, 2.37773, 2.37773
13.2588, 3.12169, 2.58145, 2.37029, 2.26311, 0.540236, 2.37029, 0, 2.58145, 2.37029, 2.37029, 2.37029, 2.37029, 2.37029, 2.37029, 2.37029, 2.37029, 2.37029, 2.37029, 2.37029, 2.37029, 2.37029, 2.37029, 2.37029, 2.37029, 2.37029, 2.37029
13.2667, 2.23792, 2.58265, 2.3624, 2.05862, -0.344731, 2.3624, 0, 2.58265, 2.3624, 2.3624, 2.3624, 2.3624, 2.3624, 2.3624, 2.3624, 2.3624, 2.3624, 2.3624, 2.3624, 2.3624, 2.3624, 2.3624, 2.3624, 2.3624, 2.3624, 2.3624
13.2745, 3.87113, 2.58096, 2.35411, 2.42304, 1.29016, 2.35411, 0, 2.58096, 2.35411, 2.35411, 2.35411, 2.35411, 2.35411, 2.35411, 2.35411, 2.35411, 2.35411, 2.35411, 2.35411, 2.35411, 2.35411, 2.35411, 2.35411, 2.35411, 2.35411, 2.35411
13.2824, 2.87655, 2.57637, 2.34563, 2.20829, 0.30018, 2.34563, 0, 2.57637, 2.34563, 2.34563, 2.34563, 2.34563, 2.34563, 2.34563, 2.34563, 2.34563, 2.34563, 2.34563, 2.34563, 2.34563, 2.34563, 2.34564, 2.34563, 2.34563, 2.34563, 2.34563
13.2903, 1.8807, 2.56895, 2.33717, 1.96995, -0.688251, 2.33717, 0, 2.56895, 2.33717, 2.33717, 2.33717, 2.33717, 2.33717, 2.33717, 2.33717, 2.33717, 2.33717, 2.33717, 2.33717, 2.33717, 2.33717, 2.33718, 2.33717, 2.33717, 2.33717, 2.33717
13.2981, 1.88587, 2.55994, 2.32999, 1.97126, -0.674063, 2.32999, 0, 2.55993, 2.32999, 2.32999, 2.32999, 2.32999, 2.32999, 2.32999, 2.32999, 2.32999, 2.32999, 2.32999, 2.32999, 2.32999, 2.32999, 2.32999, 2.32999, 2.32999, 2.32999, 2.32999
13.306, 2.10942, 2.54759, 2.32224, 2.02717, -0.438169, 2.32224, 0, 2.54759, 2.32224, 2.32224, 2.32224, 2.32224, 2.32224, 2.32224, 2.32224, 2.32224, 2.32224, 2.32224, 2.32224, 2.32224, 2.32224, 2.32224, 2.32224, 2.32224, 2.32224, 2.32224
13.3139, 2.99752, 2.53215, 2.31397, 2.23551, 0.465375, 2.31397, 0, 2.53215, 2.31397, 2.31397, 2.31397, 2.31397, 2.31397, 2.31397, 2.31397, 2.31397, 2.31397, 2.31397, 2.31397, 2.31397, 2.31397, 2.31398, 2.31397, 2.31397, 2.31397, 2.31397
13.3217, 1.3109, 2.51417, 2.30546, 1.81959, -1.20327, 2.30546, 0, 2.51417, 2.30546, 2.30546, 2.30546, 2.30546, 2.30546, 2.30546, 2.30546, 2.30546, 2.30546, 2.30546, 2.30546, 2.30546, 2.30546, 2.30547, 2.30546, 2.30546, 2.30546, 2.30546
13.3296, 5.68437, 2.49428, 2.29697, 2.77207, 3.19009, 2.29697, 0, 2.49428, 2.29697, 2.29697, 2.29697, 2.29697, 2.29697, 2.29697, 2.29697, 2.29697, 2.29697, 2.29697, 2.29697, 2.29697, 2.29697, 2.29697, 2.29697, 2.29697, 2.29697, 2.29697
13.3375, 2.19667, 2.4741, 2.2897, 2.04858, -0.277431, 2.2897, 0, 2.4741, 2.2897, 2.2897, 2.2897, 2.2897, 2.2897, 2.2897, 2.2897, 2.2897, 2.2897, 2.2897, 2.2897, 2.2897, 2.2897, 2.2897, 2.2897, 2.2897, 2.2897, 2.2897
13.3453, 4.70112, 2.45223, 2.2818, 2.58865, 2.24888, 2.2818, 0, 2.45223, 2.2818, 2.2818, 2.2818, 2.2818, 2.2818, 2.2818, 2.2818, 2.2818, 2.2818, 2.2818, 2.2818, 2.2818, 2.2818, 2.2818, 2.2818, 2.2818, 2.2818, 2.2818
13.3532, 2.18984, 2.42918, 2.27333, 2.04691, -0.23934, 2.27333, 0, 2.42918, 2.27333, 2.27333, 2.27333, 2.27333, 2.27333, 2.27333, 2.27333, 2.27333, 2.27333, 2.27333, 2.27333, 2.27333, 2.27333, 2.27333, 2.27333, 2.27333, 2.27333, 2.27333
13.3611, 7.08748, 2.40567, 2.26459, 3.01455, 4.68182, 2.26459, 0, 2.40567, 2.26459, 2.26459, 2.26459, 2.26459, 2.26459, 2.26459, 2.26459, 2.26459, 2.26459, 2.26459, 2.26459, 2.26459, 2.26459, 2.26459, 2.26459, 2.26459, 2.26459, 2.26459
13.3689, 5.81276, 2.38239, 2.25586, 2.79513, 3.43038, 2.25586, 0, 2.38239, 2.25586, 2.25586, 2.25586, 2.25586, 2.25586, 2.25586, 2.25586, 2.25586, 2.25586, 2.25586, 2.25586, 2.25586, 2.25586, 2.25586, 2.25586, 2.25586, 2.25586, 2.25586
13.3768, 0.909913, 2.36128, 2.24874, 1.70585, -1.45137, 2.24874, 0, 2.36128, 2.24874, 2.24874, 2.24874, 2.24874, 2.24874, 2.24874, 2.24874, 2.24874, 2.24874, 2.24874, 2.24874, 2.24874, 2.24874, 2.24875, 2.24874, 2.24874, 2.24874, 2.24874
13.3847, 3.08525, 2.34033, 2.24095, 2.25505, 0.744923, 2.24095, 0, 2.34033, 2.24095, 2.24095, 2.24095, 2.24095, 2.24095, 2.24095, 2.24095, 2.24095, 2.24095, 2.24095, 2.24095, 2.24095, 2.24095, 2.24096, 2.24095, 2.24095, 2.24095, 2.24095
13.3925, 3.99764, 2.3198, 2.23254, 2.44901, 1.67784, 2.23254, 0, 2.3198, 2.23254, 2.23254, 2.23254, 2.23254, 2.23254, 2.23254, 2.23254, 2.23254, 2.23254, 2.23254, 2.23254, 2.23254, 2.23254, 2.23254, 2.23254, 2.23254, 2.23254, 2.23254
