   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_829.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00416189, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00369944, 0, 5.70035e-16, 0, 1.41421, -5.70035e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13461e-18, 0, 6.55082e-17, 0, 5.03392e-16, 0, 0, 0
0.0115608, 0, 9.5825e-16, 0, 1.41421, -9.5825e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93774e-18, 0, 1.12512e-16, 0, 8.438e-16, 0, 0, 0
0.0194221, 0, 1.60178e-15, 0, 1.41421, -1.60178e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.29057e-18, 0, 1.92227e-16, 0, 1.40626e-15, 0, 0, 0
0.0272834, 0, 2.6626e-15, 0, 1.41421, -2.6626e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.55659e-18, 0, 3.26723e-16, 0, 2.33032e-15, 0, 0, 0
0.0351448, 0, 4.40175e-15, 0, 1.41421, -4.40175e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.33132e-18, 0, 5.52497e-16, 0, 3.83992e-15, 0, 0, 0
0.0430061, 0, 7.2375e-15, 0, 1.41421, -7.2375e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5585e-17, 0, 9.29606e-16, 0, 6.29231e-15, 0, 0, 0
0.0508674, 0, 1.18366e-14, 0, 1.41421, -1.18366e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.58899e-17, 0, 1.55639e-15, 0, 1.02543e-14, 0, 0, 0
0.0587287, 0, 1.9256e-14, 0, 1.41421, -1.9256e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.27799e-17, 0, 2.59307e-15, 0, 1.66201e-14, 0, 0, 0
0.0665901, 0, 3.11627e-14, 0, 1.41421, -3.11627e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.03201e-17, 0, 4.29952e-15, 0, 2.67928e-14, 0, 0, 0
0.0744514, 0, 5.01712e-14, 0, 1.41421, -5.01712e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14993e-16, 0, 7.09504e-15, 0, 4.29611e-14, 0, 0, 0
0.0823127, 0, 8.03622e-14, 0, 1.41421, -8.03622e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.87089e-16, 0, 1.16532e-14, 0, 6.85218e-14, 0, 0, 0
0.090174, 0, 1.2807e-13, 0, 1.41421, -1.2807e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.02854e-16, 0, 1.90508e-14, 0, 1.08716e-13, 0, 0, 0
0.0980354, 0, 2.03078e-13, 0, 1.41421, -2.03078e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.87816e-16, 0, 3.10013e-14, 0, 1.71589e-13, 0, 0, 0
0.105897, 0, 3.20419e-13, 0, 1.41421, -3.20419e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.81888e-16, 0, 5.02186e-14, 0, 2.69418e-13, 0, 0, 0
0.113758, 0, 5.03084e-13, 0, 1.41421, -5.03084e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24717e-15, 0, 8.09891e-14, 0, 4.20848e-13, 0, 0, 0
0.121619, 0, 7.86041e-13, 0, 1.41421, -7.86041e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.97985e-15, 0, 1.30036e-13, 0, 6.54025e-13, 0, 0, 0
