   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_478.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.00487636, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00298664, 0, 4.42784e-26, 0, 1.41421, -4.42784e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.82356e-28, 0, 0, 9.76802e-31, 0, 1.01298e-26, 0, 3.39653e-26, 0, 0
0.0108496, 0, 1.52793e-25, 0, 1.41421, -1.52793e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.2025e-28, 0, 0, 3.36845e-30, 0, 3.66422e-26, 0, 1.15527e-25, 0, 0
0.0187126, 0, 4.97608e-25, 0, 1.41421, -4.97608e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.996e-27, 0, 0, 1.09909e-29, 0, 1.23829e-25, 0, 3.71773e-25, 0, 0
0.0265756, 0, 1.57164e-24, 0, 1.41421, -1.57164e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.22996e-27, 0, 0, 3.49026e-29, 0, 4.04986e-25, 0, 1.16038e-24, 0, 0
0.0344386, 0, 4.73814e-24, 0, 1.41421, -4.73814e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.85971e-26, 0, 0, 1.05848e-28, 0, 1.25556e-24, 0, 3.46388e-24, 0, 0
0.0423016, 0, 1.37438e-23, 0, 1.41421, -1.37438e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.34823e-26, 0, 0, 3.08971e-28, 0, 3.72843e-24, 0, 9.96155e-24, 0, 0
0.0501646, 0, 3.85673e-23, 0, 1.41421, -3.85673e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48931e-25, 0, 0, 8.72796e-28, 0, 1.06778e-23, 0, 2.77397e-23, 0, 0
0.0580276, 0, 1.05116e-22, 0, 1.41421, -1.05116e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.03074e-25, 0, 0, 2.39539e-27, 0, 2.96343e-23, 0, 7.5076e-23, 0, 0
0.0658906, 0, 3.0468e-22, 0, 1.41421, -3.0468e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15673e-24, 0, 0, 7.0275e-27, 0, 8.80645e-23, 0, 2.15452e-22, 0, 0
0.0737536, 0, 7.81686e-22, 0, 1.41421, -7.81686e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.95053e-24, 0, 0, 1.81632e-26, 0, 2.29155e-22, 0, 5.49562e-22, 0, 0
0.0816166, 0, 1.96498e-21, 0, 1.41421, -1.96498e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.3757e-24, 0, 0, 4.60081e-26, 0, 5.83772e-22, 0, 1.37379e-21, 0, 0
0.0894796, 0, 4.8461e-21, 0, 1.41421, -4.8461e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80921e-23, 0, 0, 1.14365e-25, 0, 1.45808e-21, 0, 3.36981e-21, 0, 0
0.0973426, 0, 1.17387e-20, 0, 1.41421, -1.17387e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.35939e-23, 0, 0, 2.7929e-25, 0, 3.57513e-21, 0, 8.11974e-21, 0, 0
0.105206, 0, 2.79556e-20, 0, 1.41421, -2.79556e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03281e-22, 0, 0, 6.70726e-25, 0, 8.61468e-21, 0, 1.9237e-20, 0, 0
0.113069, 0, 6.55098e-20, 0, 1.41421, -6.55098e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.40786e-22, 0, 0, 1.58537e-24, 0, 2.04191e-20, 0, 4.48484e-20, 0, 0
0.120932, 0, 1.51168e-19, 0, 1.41421, -1.51168e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.52803e-22, 0, 0, 3.69095e-24, 0, 4.76474e-20, 0, 1.02964e-19, 0, 0
0.128795, 0, 3.43734e-19, 0, 1.41421, -3.43734e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2506e-21, 0, 0, 8.46953e-24, 0, 1.09539e-19, 0, 2.32935e-19, 0, 0
0.136658, 0, 7.70634e-19, 0, 1.41421, -7.70634e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.78949e-21, 0, 0, 1.91668e-23, 0, 2.4826e-19, 0, 5.19566e-19, 0, 0
0.144521, 0, 1.7044e-18, 0, 1.41421, -1.7044e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.13772e-21, 0, 0, 4.27997e-23, 0, 5.55012e-19, 0, 1.1432e-18, 0, 0
0.152384, 0, 3.72045e-18, 0, 1.41421, -3.72045e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3328e-20, 0, 0, 9.43487e-23, 0, 1.22457e-18, 0, 2.48246e-18, 0, 0
0.160247, 0, 8.01881e-18, 0, 1.41421, -8.01881e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85744e-20, 0, 0, 2.0541e-22, 0, 2.6678e-18, 0, 5.32223e-18, 0, 0
0.16811, 0, 1.70718e-17, 0, 1.41421, -1.70718e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.0506e-20, 0, 0, 4.41837e-22, 0, 5.74106e-18, 0, 1.12698e-17, 0, 0
0.175973, 0, 3.59132e-17, 0, 1.41421, -3.59132e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26582e-19, 0, 0, 9.39301e-22, 0, 1.22086e-17, 0, 2.35771e-17, 0, 0
0.183835, 0, 7.46743e-17, 0, 1.41421, -7.46743e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.61715e-19, 0, 0, 1.97417e-21, 0, 2.56639e-17, 0, 4.87467e-17, 0, 0
0.191698, 0, 1.53516e-16, 0, 1.41421, -1.53516e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.34907e-19, 0, 0, 4.10317e-21, 0, 5.33458e-17, 0, 9.96313e-17, 0, 0
0.199561, 0, 3.12114e-16, 0, 1.41421, -3.12114e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.081e-18, 0, 0, 8.43569e-21, 0, 1.09679e-16, 0, 2.01346e-16, 0, 0
0.207424, 0, 6.27703e-16, 0, 1.41421, -6.27703e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.16055e-18, 0, 0, 1.71587e-20, 0, 2.23103e-16, 0, 4.02422e-16, 0, 0
