   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_382.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.313649, 0, 1.4241e-10, 1.61626e-41, 1.41421, -1.4241e-10, 1.61626e-41, 0, 1.61626e-41, 1.61626e-41, 1.61626e-41, 1.61626e-41, 1.61626e-41, 1.61626e-41, 1.61626e-41, 1.61626e-41, 1.61626e-41, 1.61626e-41, 1.61626e-41, 1.61626e-41, 6.79052e-15, 4.81721e-11, 1.61626e-41, 9.4231e-11, 1.61626e-41, 1.61626e-41, 1.61626e-41
0.321516, 0, 2.24438e-10, 2.15144e-40, 1.41421, -2.24438e-10, 2.15144e-40, 0, 2.15144e-40, 2.15144e-40, 2.15144e-40, 2.15144e-40, 2.15144e-40, 2.15144e-40, 2.15144e-40, 2.15144e-40, 2.15144e-40, 2.15144e-40, 2.15144e-40, 2.15144e-40, 1.09789e-14, 7.84543e-11, 2.15144e-40, 1.45973e-10, 2.15144e-40, 2.15144e-40, 2.15144e-40
0.329383, 0, 3.51803e-10, 2.56259e-39, 1.41421, -3.51803e-10, 2.56259e-39, 0, 2.56259e-39, 2.56259e-39, 2.56259e-39, 2.56259e-39, 2.56259e-39, 2.56259e-39, 2.56259e-39, 2.56259e-39, 2.56259e-39, 2.56259e-39, 2.56259e-39, 2.56259e-39, 1.76895e-14, 1.27254e-10, 2.56259e-39, 2.24532e-10, 2.56259e-39, 2.56259e-39, 2.56259e-39
0.33725, 0, 5.48609e-10, 2.75458e-38, 1.41421, -5.48609e-10, 2.75458e-38, 0, 2.75458e-38, 2.75458e-38, 2.75458e-38, 2.75458e-38, 2.75458e-38, 2.75458e-38, 2.75458e-38, 2.75458e-38, 2.75458e-38, 2.75458e-38, 2.75458e-38, 2.75458e-38, 2.84168e-14, 2.05634e-10, 2.75458e-38, 3.42947e-10, 2.75458e-38, 2.75458e-38, 2.75458e-38
0.345117, 0, 8.51361e-10, 2.68189e-37, 1.41421, -8.51361e-10, 2.68189e-37, 0, 2.68189e-37, 2.68189e-37, 2.68189e-37, 2.68189e-37, 2.68189e-37, 2.68189e-37, 2.68189e-37, 2.68189e-37, 2.68189e-37, 2.68189e-37, 2.68189e-37, 2.68189e-37, 4.55351e-14, 3.31153e-10, 2.68189e-37, 5.20162e-10, 2.68189e-37, 2.68189e-37, 2.68189e-37
0.352984, 0, 1.31519e-09, 2.38024e-36, 1.41421, -1.31519e-09, 2.38024e-36, 0, 2.38024e-36, 2.38024e-36, 2.38024e-36, 2.38024e-36, 2.38024e-36, 2.38024e-36, 2.38024e-36, 2.38024e-36, 2.38024e-36, 2.38024e-36, 2.38024e-36, 2.38024e-36, 7.28178e-14, 5.31643e-10, 2.38024e-36, 7.83478e-10, 2.38024e-36, 2.38024e-36, 2.38024e-36
0.360851, 0, 2.02323e-09, 1.93537e-35, 1.41421, -2.02323e-09, 1.93537e-35, 0, 1.93537e-35, 1.93537e-35, 1.93537e-35, 1.93537e-35, 1.93537e-35, 1.93537e-35, 1.93537e-35, 1.93537e-35, 1.93537e-35, 1.93537e-35, 1.93537e-35, 1.93537e-35, 1.16266e-13, 8.51162e-10, 1.93537e-35, 1.17195e-09, 1.93537e-35, 1.93537e-35, 1.93537e-35
0.368718, 0, 3.1006e-09, 1.44777e-34, 1.41421, -3.1006e-09, 1.44777e-34, 0, 1.44777e-34, 1.44777e-34, 1.44777e-34, 1.44777e-34, 1.44777e-34, 1.44777e-34, 1.44777e-34, 1.44777e-34, 1.44777e-34, 1.44777e-34, 1.44777e-34, 1.44777e-34, 1.8543e-13, 1.3594e-09, 1.44777e-34, 1.74102e-09, 1.44777e-34, 1.44777e-34, 1.44777e-34
0.376585, 0, 4.73556e-09, 9.82896e-34, 1.41421, -4.73556e-09, 9.82896e-34, 0, 9.82896e-34, 9.82896e-34, 9.82896e-34, 9.82896e-34, 9.82896e-34, 9.82896e-34, 9.82896e-34, 9.82896e-34, 9.82896e-34, 9.82896e-34, 9.82896e-34, 9.82896e-34, 2.95521e-13, 2.16649e-09, 9.82896e-34, 2.56878e-09, 9.82896e-34, 9.82896e-34, 9.82896e-34
0.384452, 0, 7.21128e-09, 5.72606e-33, 1.41421, -7.21128e-09, 5.72606e-33, 0, 5.72606e-33, 5.72606e-33, 5.72606e-33, 5.72606e-33, 5.72606e-33, 5.72606e-33, 5.72606e-33, 5.72606e-33, 5.72606e-33, 5.72606e-33, 5.72606e-33, 5.72606e-33, 4.70774e-13, 3.44637e-09, 5.72606e-33, 3.76444e-09, 5.72606e-33, 5.72606e-33, 5.72606e-33
0.392319, 0, 1.09537e-08, 3.45496e-32, 1.41421, -1.09537e-08, 3.45496e-32, 0, 3.45496e-32, 3.45496e-32, 3.45496e-32, 3.45496e-32, 3.45496e-32, 3.45496e-32, 3.45496e-32, 3.45496e-32, 3.45496e-32, 3.45496e-32, 3.45496e-32, 3.45496e-32, 7.49812e-13, 5.47344e-09, 3.45496e-32, 5.47954e-09, 3.45496e-32, 3.45496e-32, 3.45496e-32
0.400186, 0, 1.66041e-08, 1.85923e-31, 1.41421, -1.66041e-08, 1.85923e-31, 0, 1.85923e-31, 1.85923e-31, 1.85923e-31, 1.85923e-31, 1.85923e-31, 1.85923e-31, 1.85923e-31, 1.85923e-31, 1.85923e-31, 1.85923e-31, 1.85923e-31, 1.85923e-31, 1.19416e-12, 8.68015e-09, 1.85923e-31, 7.92279e-09, 1.85923e-31, 1.85923e-31, 1.85923e-31
0.408053, 0, 2.51284e-08, 9.85675e-31, 1.41421, -2.51284e-08, 9.85675e-31, 0, 9.85675e-31, 9.85675e-31, 9.85675e-31, 9.85675e-31, 9.85675e-31, 9.85675e-31, 9.85675e-31, 9.85675e-31, 9.85675e-31, 9.85675e-31, 9.85675e-31, 9.85675e-31, 1.90173e-12, 1.37469e-08, 9.85675e-31, 1.13795e-08, 9.85675e-31, 9.85675e-31, 9.85675e-31
0.415921, 0, 3.79823e-08, 4.99059e-30, 1.41421, -3.79823e-08, 4.99059e-30, 0, 4.99059e-30, 4.99059e-30, 4.99059e-30, 4.99059e-30, 4.99059e-30, 4.99059e-30, 4.99059e-30, 4.99059e-30, 4.99059e-30, 4.99059e-30, 4.99059e-30, 4.99059e-30, 3.02811e-12, 2.17423e-08, 4.99059e-30, 1.6237e-08, 4.99059e-30, 4.99059e-30, 4.99059e-30
0.423788, 0, 5.73618e-08, 2.38912e-29, 1.41421, -5.73618e-08, 2.38912e-29, 0, 2.38912e-29, 2.38912e-29, 2.38912e-29, 2.38912e-29, 2.38912e-29, 2.38912e-29, 2.38912e-29, 2.38912e-29, 2.38912e-29, 2.38912e-29, 2.38912e-29, 2.38912e-29, 4.81995e-12, 3.43401e-08, 2.38912e-29, 2.30169e-08, 2.38912e-29, 2.38912e-29, 2.38912e-29
0.431655, 0, 8.65782e-08, 1.09521e-28, 1.41421, -8.65782e-08, 1.09521e-28, 0, 1.09521e-28, 1.09521e-28, 1.09521e-28, 1.09521e-28, 1.09521e-28, 1.09521e-28, 1.09521e-28, 1.09521e-28, 1.09521e-28, 1.09521e-28, 1.09521e-28, 1.09521e-28, 7.66719e-12, 5.41536e-08, 1.09521e-28, 3.24169e-08, 1.09521e-28, 1.09521e-28, 1.09521e-28
0.439522, 0, 1.30624e-07, 4.83587e-28, 1.41421, -1.30624e-07, 4.83587e-28, 0, 4.83587e-28, 4.83587e-28, 4.83587e-28, 4.83587e-28, 4.83587e-28, 4.83587e-28, 4.83587e-28, 4.83587e-28, 4.83587e-28, 4.83587e-28, 4.83587e-28, 4.83587e-28, 1.21839e-11, 8.52482e-08, 4.83587e-28, 4.53635e-08, 4.83587e-28, 4.83587e-28, 4.83587e-28
0.447389, 0, 1.97016e-07, 2.03976e-27, 1.41421, -1.97016e-07, 2.03976e-27, 0, 2.03976e-27, 2.03976e-27, 2.03976e-27, 2.03976e-27, 2.03976e-27, 2.03976e-27, 2.03976e-27, 2.03976e-27, 2.03976e-27, 2.03976e-27, 2.03976e-27, 2.03976e-27, 1.93333e-11, 1.33918e-07, 2.03976e-27, 6.30783e-08, 2.03976e-27, 2.03976e-27, 2.03976e-27
0.455256, 0, 2.97051e-07, 8.21282e-27, 1.41421, -2.97051e-07, 8.21282e-27, 0, 8.21282e-27, 8.21282e-27, 8.21282e-27, 8.21282e-27, 8.21282e-27, 8.21282e-27, 8.21282e-27, 8.21282e-27, 8.21282e-27, 8.21282e-27, 8.21282e-27, 8.21282e-27, 3.06183e-11, 2.09861e-07, 8.21282e-27, 8.71601e-08, 8.21282e-27, 8.21282e-27, 8.21282e-27
0.463123, 0, 4.4766e-07, 3.15781e-26, 1.41421, -4.4766e-07, 3.15781e-26, 0, 3.15781e-26, 3.15781e-26, 3.15781e-26, 3.15781e-26, 3.15781e-26, 3.15781e-26, 2.32463e-14, 3.15781e-26, 3.15781e-26, 3.15781e-26, 3.15781e-26, 3.15781e-26, 4.83724e-11, 3.27924e-07, 3.15781e-26, 1.19688e-07, 3.15781e-26, 3.15781e-26, 3.15781e-26
0.47099, 0, 6.74119e-07, 1.16114e-25, 1.41421, -6.74119e-07, 1.16114e-25, 0, 1.16114e-25, 1.16114e-25, 1.16114e-25, 1.16114e-25, 1.16114e-25, 1.16114e-25, 7.70151e-14, 1.16114e-25, 1.16114e-25, 1.16114e-25, 1.16114e-25, 1.16114e-25, 7.61958e-11, 5.10699e-07, 1.16114e-25, 1.63344e-07, 1.16114e-25, 1.16114e-25, 1.16114e-25
0.478857, 0, 1.01399e-06, 4.09916e-25, 1.41421, -1.01399e-06, 4.09916e-25, 0, 4.09916e-25, 4.09916e-25, 4.09916e-25, 4.09916e-25, 4.09916e-25, 4.09916e-25, 1.97845e-13, 4.09916e-25, 4.09916e-25, 4.09916e-25, 4.09916e-25, 4.09916e-25, 1.19608e-10, 7.92305e-07, 4.09916e-25, 2.21568e-07, 4.09916e-25, 4.09916e-25, 4.09916e-25
0.486724, 0, 1.52392e-06, 1.40275e-24, 1.41421, -1.52392e-06, 4.33529e-11, 0, 4.43814e-14, 4.05164e-11, 3.39666e-10, 1.48645e-11, 2.69308e-10, 1.42342e-10, 1.58971e-12, 9.03501e-11, 7.92583e-12, 1.05882e-10, 3.42805e-12, 1.37297e-13, 1.87015e-10, 1.22389e-06, 1.08634e-15, 2.98781e-07, 1.40275e-24, 1.40275e-24, 5.85053e-12
0.494591, 0, 2.28593e-06, 1.30206e-10, 1.41421, -2.28593e-06, 2.73132e-10, 1.30206e-10, 1.30352e-10, 2.63781e-10, 1.25002e-09, 1.79211e-10, 1.01806e-09, 5.9948e-10, 1.34952e-10, 4.28073e-10, 1.56336e-10, 4.7928e-10, 1.41508e-10, 1.30659e-10, 4.2136e-10, 1.8816e-06, 1.3021e-10, 4.0066e-07, 1.30206e-10, 1.30206e-10, 1.49494e-10
0.502458, 0, 3.42078e-06, 4.19703e-10, 1.41421, -3.42078e-06, 7.85314e-10, 4.19703e-10, 4.20078e-10, 7.61393e-10, 3.28422e-09, 5.45061e-10, 2.69087e-09, 1.62012e-09, 4.31427e-10, 1.18166e-09, 4.86545e-10, 1.31265e-09, 4.48613e-10, 4.20861e-10, 8.70816e-10, 2.8775e-06, 4.19713e-10, 5.34263e-07, 4.19703e-10, 4.19703e-10, 4.69043e-10
0.510325, 0, 5.1045e-06, 1.05513e-09, 1.41421, -5.1045e-06, 1.90702e-09, 1.05513e-09, 1.056e-09, 1.85128e-09, 7.72956e-09, 1.34722e-09, 6.34703e-09, 3.85215e-09, 1.08193e-09, 2.83051e-09, 1.21087e-09, 3.13572e-09, 1.12249e-09, 1.05783e-09, 1.75046e-09, 4.37526e-06, 1.05515e-09, 7.0867e-07, 1.05513e-09, 1.05513e-09, 1.17009e-09
0.518192, 0, 7.59315e-06, 2.43165e-09, 1.41421, -7.59315e-06, 4.32174e-09, 2.43165e-09, 2.43358e-09, 4.19808e-09, 1.72403e-08, 3.07971e-09, 1.41729e-08, 8.63744e-09, 2.49031e-09, 6.37072e-09, 2.7772e-09, 7.04789e-09, 2.5811e-09, 2.43763e-09, 3.4975e-09, 6.61276e-06, 2.4317e-09, 9.3533e-07, 2.43165e-09, 2.43165e-09, 2.68672e-09
0.526059, 0, 1.12626e-05, 5.35662e-09, 1.41421, -1.12626e-05, 9.41516e-09, 5.35662e-09, 5.36078e-09, 9.14962e-09, 3.71549e-08, 6.74818e-09, 3.05682e-08, 1.86821e-08, 5.4812e-09, 1.38149e-08, 6.09861e-09, 1.52689e-08, 5.67754e-09, 5.36948e-09, 6.98096e-09, 9.93762e-06, 5.35672e-09, 1.22898e-06, 5.35662e-09, 5.35662e-09, 5.90433e-09
0.533926, 0, 1.66447e-05, 1.14428e-08, 1.41421, -1.66447e-05, 1.99334e-08, 1.14428e-08, 1.14515e-08, 1.93779e-08, 7.79655e-08, 1.4354e-08, 6.4186e-08, 3.93201e-08, 1.17242e-08, 2.91377e-08, 1.29951e-08, 3.21796e-08, 1.21142e-08, 1.14697e-08, 1.39033e-08, 1.48363e-05, 1.14431e-08, 1.60879e-06, 1.14428e-08, 1.14428e-08, 1.25887e-08
0.541794, 0, 2.44962e-05, 2.38388e-08, 1.41421, -2.44962e-05, 4.11952e-08, 2.38388e-08, 2.38566e-08, 4.00596e-08, 1.59824e-07, 2.97898e-08, 1.31656e-07, 8.08252e-08, 2.45084e-08, 6.00104e-08, 2.70119e-08, 6.62288e-08, 2.52112e-08, 2.38938e-08, 2.75424e-08, 2.19895e-05, 2.38393e-08, 2.10025e-06, 2.38388e-08, 2.38388e-08, 2.61811e-08
0.549661, 0, 3.5914e-05, 4.85516e-08, 1.41421, -3.5914e-05, 8.32682e-08, 4.85516e-08, 4.85871e-08, 8.09967e-08, 3.20552e-07, 6.04549e-08, 2.6421e-07, 1.62537e-07, 5.0193e-08, 1.20903e-07, 5.48985e-08, 1.33341e-07, 5.12967e-08, 4.86615e-08, 5.40906e-08, 3.23654e-05, 4.85525e-08, 2.73822e-06, 4.85516e-08, 4.85516e-08, 5.32366e-08
0.557528, 0, 5.24617e-05, 9.6777e-08, 1.41421, -5.24617e-05, 1.64771e-07, 9.6777e-08, 9.68466e-08, 1.60323e-07, 6.29506e-07, 1.2009e-07, 5.19157e-07, 3.20024e-07, 1.0042e-07, 2.38481e-07, 1.09208e-07, 2.62842e-07, 1.02154e-07, 9.69923e-08, 1.05012e-07, 4.73064e-05, 9.67787e-08, 3.57194e-06, 9.6777e-08, 9.6777e-08, 1.05953e-07
0.565395, 0, 7.63752e-05, 1.88943e-07, 1.41421, -7.63752e-05, 3.19413e-07, 1.88943e-07, 1.89076e-07, 3.10876e-07, 1.21116e-06, 2.33677e-07, 9.99422e-07, 6.17319e-07, 1.96742e-07, 4.60851e-07, 2.12795e-07, 5.07595e-07, 1.99259e-07, 1.89356e-07, 2.01101e-07, 6.86699e-05, 1.88946e-07, 4.67321e-06, 1.88943e-07, 1.88943e-07, 2.0655e-07
0.573262, 0, 0.000110851, 3.61216e-07, 1.41421, -0.000110851, 6.06445e-07, 3.61216e-07, 3.61467e-07, 5.904e-07, 2.28256e-06, 4.45298e-07, 1.88458e-06, 1.16638e-06, 3.76932e-07, 8.72288e-07, 4.06049e-07, 9.60148e-07, 3.80607e-07, 3.61993e-07, 3.79047e-07, 9.90128e-05, 3.61222e-07, 6.14939e-06, 3.61216e-07, 3.61216e-07, 3.9431e-07
0.581129, 0, 0.000160475, 6.76607e-07, 1.41421, -0.000160475, 1.12832e-06, 6.76607e-07, 6.77069e-07, 1.09876e-06, 4.21571e-06, 8.31486e-07, 3.48263e-06, 2.15972e-06, 7.078e-07, 1.618e-06, 7.59189e-07, 1.77984e-06, 7.12325e-07, 6.78038e-07, 7.02587e-07, 0.000141847, 6.76618e-07, 8.16515e-06, 6.76607e-07, 6.76607e-07, 7.37566e-07
0.588996, 0, 0.000231827, 1.24192e-06, 1.41421, -0.000231827, 2.05745e-06, 1.24192e-06, 1.24276e-06, 2.00409e-06, 7.63145e-06, 1.52154e-06, 6.30793e-06, 3.91955e-06, 1.3029e-06, 2.94152e-06, 1.39102e-06, 3.2337e-06, 1.30641e-06, 1.24451e-06, 1.27953e-06, 0.000201986, 1.24194e-06, 1.09754e-05, 1.24192e-06, 1.24192e-06, 1.35198e-06
0.596863, 0, 0.000334356, 2.23408e-06, 1.41421, -0.000334356, 3.67737e-06, 2.23408e-06, 2.23555e-06, 3.58294e-06, 1.35422e-05, 2.72894e-06, 1.11998e-05, 6.97289e-06, 2.35144e-06, 5.242e-06, 2.49794e-06, 5.7591e-06, 2.3482e-06, 2.23865e-06, 2.28818e-06, 0.00028603, 2.23411e-06, 1.49775e-05, 2.23408e-06, 2.23408e-06, 2.42885e-06
0.60473, 0, 0.000481624, 3.9391e-06, 1.41421, -0.000481624, 6.44336e-06, 3.9391e-06, 3.94167e-06, 6.27951e-06, 2.35597e-05, 4.79774e-06, 1.94955e-05, 1.21614e-05, 4.16151e-06, 9.15812e-06, 4.39693e-06, 1.00553e-05, 4.13712e-06, 3.94703e-06, 4.01645e-06, 0.000403037, 3.93916e-06, 2.07842e-05, 3.9391e-06, 3.9391e-06, 4.27705e-06
