   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_807.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.111804, 0, 3.58427e-12, 0, 1.41421, -3.58427e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.04612e-14, 0, 0, 4.95081e-14, 1.09253e-14, 0, 3.48337e-12, 0, 0, 0
0.119656, 0, 5.25111e-12, 0, 1.41421, -5.25111e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.92547e-14, 0, 0, 7.42418e-14, 1.65999e-14, 0, 5.10101e-12, 0, 0, 0
0.127509, 0, 7.66075e-12, 0, 1.41421, -7.66075e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.64112e-14, 0, 0, 1.1095e-13, 2.51321e-14, 0, 7.43825e-12, 0, 0, 0
0.135362, 0, 1.11293e-11, 0, 1.41421, -1.11293e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25484e-13, 0, 0, 1.65257e-13, 3.79156e-14, 0, 1.08006e-11, 0, 0, 0
0.143214, 0, 1.61008e-11, 0, 1.41421, -1.61008e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.81461e-13, 0, 0, 2.4536e-13, 5.70031e-14, 0, 1.56169e-11, 0, 0, 0
0.151067, 0, 2.31961e-11, 0, 1.41421, -2.31961e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.61313e-13, 0, 0, 3.63178e-13, 8.54069e-14, 0, 2.24862e-11, 0, 0, 0
0.15892, 0, 3.32797e-11, 0, 1.41421, -3.32797e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.74738e-13, 0, 0, 5.36016e-13, 1.27535e-13, 0, 3.22414e-11, 0, 0, 0
0.166772, 0, 4.75499e-11, 0, 1.41421, -4.75499e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.35171e-13, 0, 0, 7.88952e-13, 1.89815e-13, 0, 4.60359e-11, 0, 0, 0
0.174625, 0, 6.76599e-11, 0, 1.41421, -6.76599e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.61133e-13, 0, 0, 1.1583e-12, 2.81599e-13, 0, 6.54589e-11, 0, 0, 0
0.182478, 0, 9.58811e-11, 0, 1.41421, -9.58811e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07805e-12, 0, 0, 1.69657e-12, 4.16446e-13, 0, 9.269e-11, 0, 0, 0
0.19033, 0, 1.35321e-10, 0, 1.41421, -1.35321e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52068e-12, 0, 0, 2.47972e-12, 6.13972e-13, 0, 1.30706e-10, 0, 0, 0
0.198183, 0, 1.9021e-10, 0, 1.41421, -1.9021e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.13629e-12, 0, 0, 3.61751e-12, 9.02476e-13, 0, 1.83553e-10, 0, 0, 0
0.206036, 0, 2.66287e-10, 0, 1.41421, -2.66287e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.98894e-12, 0, 0, 5.26861e-12, 1.32268e-12, 0, 2.56707e-10, 0, 0, 0
0.213888, 0, 3.713e-10, 5.60519e-44, 1.41421, -3.713e-10, 0, 5.60519e-44, 5.60519e-44, 5.60519e-44, 5.60519e-44, 5.60519e-44, 5.60519e-44, 5.60519e-44, 5.60519e-44, 5.60519e-44, 5.60519e-44, 4.16503e-12, 5.60519e-44, 5.60519e-44, 7.66252e-12, 1.93307e-12, 5.60519e-44, 3.5754e-10, 5.60519e-44, 5.60519e-44, 5.60519e-44
0.221741, 0, 5.1567e-10, 9.44475e-43, 1.41421, -5.1567e-10, 0, 9.44475e-43, 9.44475e-43, 9.44475e-43, 9.44475e-43, 9.44475e-43, 9.44475e-43, 9.44475e-43, 9.44475e-43, 9.44475e-43, 9.44475e-43, 5.78057e-12, 9.44475e-43, 9.44475e-43, 1.11313e-11, 2.81742e-12, 9.44475e-43, 4.95941e-10, 9.44475e-43, 9.44475e-43, 9.44475e-43
0.229594, 0, 7.1335e-10, 1.3587e-41, 1.41421, -7.1335e-10, 0, 1.3587e-41, 1.3587e-41, 1.3587e-41, 1.3587e-41, 1.3587e-41, 1.3587e-41, 1.3587e-41, 1.3587e-41, 1.3587e-41, 1.3587e-41, 7.99072e-12, 1.3587e-41, 1.3587e-41, 1.61558e-11, 4.09551e-12, 1.3587e-41, 6.85108e-10, 1.3587e-41, 1.3587e-41, 1.3587e-41
0.237446, 0, 9.82949e-10, 1.72807e-40, 1.41421, -9.82949e-10, 0, 1.72807e-40, 1.72807e-40, 1.72807e-40, 1.72807e-40, 1.72807e-40, 1.72807e-40, 1.72807e-40, 1.72807e-40, 1.72807e-40, 1.72807e-40, 1.1002e-11, 1.72807e-40, 1.72807e-40, 2.34327e-11, 5.93824e-12, 1.72807e-40, 9.42576e-10, 1.72807e-40, 1.72807e-40, 1.72807e-40
0.245299, 0, 1.34919e-09, 1.96969e-39, 1.41421, -1.34919e-09, 0, 1.96969e-39, 1.96969e-39, 1.96969e-39, 1.96969e-39, 1.96969e-39, 1.96969e-39, 1.96969e-39, 1.96969e-39, 1.96969e-39, 1.96969e-39, 1.50884e-11, 1.96969e-39, 1.96969e-39, 3.39729e-11, 8.58901e-12, 1.96969e-39, 1.29154e-09, 1.96969e-39, 1.96969e-39, 1.96969e-39
0.253152, 0, 1.8448e-09, 2.02585e-38, 1.41421, -1.8448e-09, 0, 2.02585e-38, 2.02585e-38, 2.02585e-38, 2.02585e-38, 2.02585e-38, 2.02585e-38, 2.02585e-38, 2.02585e-38, 2.02585e-38, 2.02585e-38, 2.06116e-11, 2.02585e-38, 2.02585e-38, 4.92439e-11, 1.23938e-11, 2.02585e-38, 1.76255e-09, 2.02585e-38, 2.02585e-38, 2.02585e-38
0.261004, 0, 2.51292e-09, 1.88941e-37, 1.41421, -2.51292e-09, 0, 1.88941e-37, 1.88941e-37, 1.88941e-37, 1.88941e-37, 1.88941e-37, 1.88941e-37, 1.88941e-37, 1.88941e-37, 1.88941e-37, 1.88941e-37, 2.80471e-11, 1.88941e-37, 1.88941e-37, 7.13779e-11, 1.78437e-11, 1.88941e-37, 2.39565e-09, 1.88941e-37, 1.88941e-37, 1.88941e-37
0.268857, 0, 3.4102e-09, 1.60552e-36, 1.41421, -3.4102e-09, 0, 1.60552e-36, 1.60552e-36, 1.60552e-36, 1.60552e-36, 1.60552e-36, 1.60552e-36, 1.60552e-36, 1.60552e-36, 1.60552e-36, 1.60552e-36, 3.80178e-11, 1.60552e-36, 1.60552e-36, 1.03474e-10, 2.56341e-11, 1.60552e-36, 3.24307e-09, 1.60552e-36, 1.60552e-36, 1.60552e-36
0.27671, 0, 4.61084e-09, 1.24978e-35, 1.41421, -4.61084e-09, 0, 1.24978e-35, 1.24978e-35, 1.24978e-35, 1.24978e-35, 1.24978e-35, 1.24978e-35, 1.24978e-35, 1.24978e-35, 1.24978e-35, 1.24978e-35, 5.13362e-11, 1.24978e-35, 1.24978e-35, 1.50041e-10, 3.67488e-11, 1.24978e-35, 4.37271e-09, 1.24978e-35, 1.24978e-35, 1.24978e-35
0.284562, 0, 6.21163e-09, 8.95674e-35, 1.41421, -6.21163e-09, 0, 8.95674e-35, 8.95674e-35, 8.95674e-35, 8.95674e-35, 8.95674e-35, 8.95674e-35, 8.95674e-35, 8.95674e-35, 8.95674e-35, 8.95674e-35, 6.90579e-11, 8.95674e-35, 8.95674e-35, 2.17635e-10, 5.25762e-11, 8.95674e-35, 5.87236e-09, 8.95674e-35, 8.95674e-35, 8.95674e-35
0.292415, 0, 8.33847e-09, 5.89559e-34, 1.41421, -8.33847e-09, 0, 5.89559e-34, 5.89559e-34, 5.89559e-34, 5.89559e-34, 5.89559e-34, 5.89559e-34, 5.89559e-34, 5.89559e-34, 5.89559e-34, 5.89559e-34, 9.25493e-11, 5.89559e-34, 5.89559e-34, 3.15793e-10, 7.5073e-11, 5.89559e-34, 7.85505e-09, 5.89559e-34, 5.89559e-34, 5.89559e-34
0.300268, 0, 1.11547e-08, 3.90219e-33, 1.41421, -1.11547e-08, 0, 3.90219e-33, 3.90219e-33, 3.90219e-33, 3.90219e-33, 3.90219e-33, 3.90219e-33, 3.90219e-33, 3.90219e-33, 3.90219e-33, 3.90219e-33, 1.23572e-10, 3.90219e-33, 3.90219e-33, 4.58373e-10, 1.06992e-10, 3.90219e-33, 1.04657e-08, 3.90219e-33, 3.90219e-33, 3.90219e-33
0.30812, 0, 1.48714e-08, 2.4578e-32, 1.41421, -1.48714e-08, 0, 2.4578e-32, 2.4578e-32, 2.4578e-32, 2.4578e-32, 2.4578e-32, 2.4578e-32, 2.4578e-32, 2.4578e-32, 2.4578e-32, 2.4578e-32, 1.6439e-10, 2.4578e-32, 2.4578e-32, 6.65502e-10, 1.52196e-10, 2.4578e-32, 1.38893e-08, 2.4578e-32, 2.4578e-32, 2.4578e-32
0.315973, 0, 1.97613e-08, 1.44259e-31, 1.41421, -1.97613e-08, 0, 1.44259e-31, 1.44259e-31, 1.44259e-31, 1.44259e-31, 1.44259e-31, 1.44259e-31, 1.44259e-31, 1.44259e-31, 1.44259e-31, 1.44259e-31, 2.17899e-10, 1.44259e-31, 1.44259e-31, 9.66366e-10, 2.16097e-10, 1.44259e-31, 1.83609e-08, 1.44259e-31, 1.44259e-31, 1.44259e-31
0.323826, 0, 2.61751e-08, 7.92809e-31, 1.41421, -2.61751e-08, 0, 7.92809e-31, 7.92809e-31, 7.92809e-31, 7.92809e-31, 7.92809e-31, 7.92809e-31, 7.92809e-31, 7.92809e-31, 7.92809e-31, 7.92809e-31, 2.87794e-10, 7.92809e-31, 7.92809e-31, 1.40323e-09, 3.06261e-10, 7.92809e-31, 2.41779e-08, 7.92809e-31, 7.92809e-31, 7.92809e-31
0.331678, 0, 3.45638e-08, 4.08215e-30, 1.41421, -3.45638e-08, 0, 4.08215e-30, 4.08215e-30, 4.08215e-30, 4.08215e-30, 4.08215e-30, 4.08215e-30, 4.08215e-30, 4.08215e-30, 4.08215e-30, 4.08215e-30, 3.78769e-10, 4.08215e-30, 4.08215e-30, 2.03714e-09, 4.33233e-10, 4.08215e-30, 3.17147e-08, 4.08215e-30, 4.08215e-30, 4.08215e-30
0.339531, 0, 4.55058e-08, 1.97408e-29, 1.41421, -4.55058e-08, 0, 1.97408e-29, 1.97408e-29, 1.97408e-29, 1.97408e-29, 1.97408e-29, 1.97408e-29, 1.97408e-29, 1.97408e-29, 1.97408e-29, 1.97408e-29, 4.96773e-10, 1.97408e-29, 1.97408e-29, 2.9561e-09, 6.11678e-10, 1.97408e-29, 4.14413e-08, 1.97408e-29, 1.97408e-29, 1.97408e-29
0.347384, 0, 5.97424e-08, 9.00464e-29, 1.41421, -5.97424e-08, 0, 9.00464e-29, 9.00464e-29, 9.00464e-29, 9.00464e-29, 9.00464e-29, 9.00464e-29, 9.00464e-29, 9.00464e-29, 9.00464e-29, 9.00464e-29, 6.49312e-10, 9.00464e-29, 9.00464e-29, 4.28665e-09, 8.61929e-10, 9.00464e-29, 5.39445e-08, 9.00464e-29, 9.00464e-29, 9.00464e-29
0.355236, 0, 7.82219e-08, 3.88501e-28, 1.41421, -7.82219e-08, 0, 3.88501e-28, 3.88501e-28, 3.88501e-28, 3.88501e-28, 3.88501e-28, 3.88501e-28, 3.88501e-28, 3.88501e-28, 3.88501e-28, 3.88501e-28, 8.45829e-10, 3.88501e-28, 3.88501e-28, 6.21002e-09, 1.21209e-09, 3.88501e-28, 6.99539e-08, 3.88501e-28, 3.88501e-28, 3.88501e-28
0.363089, 0, 1.02158e-07, 1.58924e-27, 1.41421, -1.02158e-07, 0, 1.58924e-27, 1.58924e-27, 1.58924e-27, 1.58924e-27, 1.58924e-27, 1.58924e-27, 1.58924e-27, 1.58924e-27, 1.58924e-27, 1.58924e-27, 1.09817e-09, 1.58924e-27, 1.58924e-27, 8.98517e-09, 1.70086e-09, 1.58924e-27, 9.03734e-08, 1.58924e-27, 1.58924e-27, 1.58924e-27
0.370942, 0, 1.331e-07, 6.17954e-27, 1.41421, -1.331e-07, 0, 6.17954e-27, 6.17954e-27, 6.17954e-27, 6.17954e-27, 6.17954e-27, 6.17954e-27, 6.17954e-27, 6.17954e-27, 6.17954e-27, 6.17954e-27, 1.42114e-09, 6.17954e-27, 6.17954e-27, 1.29805e-08, 2.38138e-09, 6.17954e-27, 1.16317e-07, 6.17954e-27, 6.17954e-27, 6.17954e-27
0.378794, 0, 1.73032e-07, 2.28978e-26, 1.41421, -1.73032e-07, 0, 2.28978e-26, 2.28978e-26, 2.28978e-26, 2.28978e-26, 2.28978e-26, 2.28978e-26, 3.63991e-13, 2.28978e-26, 2.28978e-26, 2.28978e-26, 1.83318e-09, 2.28978e-26, 2.28978e-26, 1.87181e-08, 3.32628e-09, 2.28978e-26, 1.49154e-07, 2.28978e-26, 2.28978e-26, 2.28978e-26
0.386647, 0, 2.24484e-07, 8.10477e-26, 1.41421, -2.24484e-07, 0, 8.10477e-26, 8.10477e-26, 8.10477e-26, 8.10477e-26, 8.10477e-26, 8.10477e-26, 1.06456e-12, 8.10477e-26, 8.10477e-26, 8.10477e-26, 2.35721e-09, 8.10477e-26, 8.10477e-26, 2.69353e-08, 4.63446e-09, 8.10477e-26, 1.90556e-07, 8.10477e-26, 8.10477e-26, 8.10477e-26
0.3945, 0, 2.90695e-07, 2.76121e-25, 1.41421, -2.90695e-07, 0, 2.76121e-25, 2.76121e-25, 2.76121e-25, 2.76121e-25, 2.76121e-25, 2.76121e-25, 2.39152e-12, 2.76121e-25, 2.76121e-25, 2.76121e-25, 3.02159e-09, 2.76121e-25, 2.76121e-25, 3.8668e-08, 6.43995e-09, 2.76121e-25, 2.42563e-07, 2.76121e-25, 2.76121e-25, 2.76121e-25
0.402352, 0, 3.76833e-07, 1.0973e-10, 1.41421, -3.76833e-07, 1.0973e-10, 1.09739e-10, 1.17111e-10, 1.09863e-10, 1.16956e-10, 2.03801e-10, 5.70776e-10, 1.30721e-10, 1.28016e-10, 1.3849e-10, 3.27468e-10, 3.97115e-09, 1.11972e-10, 1.09976e-10, 5.54757e-08, 9.03332e-09, 1.0973e-10, 3.07787e-07, 1.0973e-10, 1.0973e-10, 1.4616e-10
0.410205, 0, 4.88104e-07, 3.16548e-10, 1.41421, -4.88104e-07, 3.16548e-10, 3.16575e-10, 3.38064e-10, 3.16937e-10, 3.3761e-10, 5.90743e-10, 1.66038e-09, 3.72973e-10, 3.69848e-10, 4.00378e-10, 9.512e-10, 5.23631e-09, 3.23085e-10, 3.17266e-10, 7.93696e-08, 1.26448e-08, 3.16549e-10, 3.892e-07, 3.16548e-10, 3.16548e-10, 4.22734e-10
0.418058, 0, 6.32153e-07, 7.04406e-10, 1.41421, -6.32153e-07, 7.04406e-10, 7.04466e-10, 7.52612e-10, 7.05277e-10, 7.51596e-10, 1.31874e-09, 3.71525e-09, 8.27419e-10, 8.23824e-10, 8.92225e-10, 2.12634e-09, 6.95391e-09, 7.19052e-10, 7.06014e-10, 1.13232e-07, 1.76827e-08, 7.04409e-10, 4.9057e-07, 7.04406e-10, 7.04406e-10, 9.42315e-10
0.42591, 0, 8.19102e-07, 1.42418e-09, 1.41421, -8.19102e-07, 1.42418e-09, 1.4243e-09, 1.52212e-09, 1.42595e-09, 1.52006e-09, 2.67229e-09, 7.5412e-09, 1.67069e-09, 1.6668e-09, 1.80577e-09, 4.31306e-09, 9.33945e-09, 1.45394e-09, 1.42745e-09, 1.61079e-07, 2.47288e-08, 1.42419e-09, 6.16391e-07, 1.42418e-09, 1.42418e-09, 1.90753e-09
0.433763, 0, 1.0627e-06, 2.74401e-09, 1.41421, -1.0627e-06, 2.74401e-09, 2.74425e-09, 2.93341e-09, 2.74743e-09, 2.92942e-09, 5.15772e-09, 1.45737e-08, 3.21624e-09, 3.21321e-09, 3.48196e-09, 8.3308e-09, 1.27399e-08, 2.80155e-09, 2.75033e-09, 2.28484e-07, 3.46229e-08, 2.74402e-09, 7.72202e-07, 2.74401e-09, 2.74401e-09, 3.67876e-09
0.441616, 0, 1.3819e-06, 5.13619e-09, 1.41421, -1.3819e-06, 5.13619e-09, 5.13663e-09, 5.49164e-09, 5.14261e-09, 5.48415e-09, 9.66603e-09, 2.73371e-08, 6.04696e-09, 6.01673e-09, 6.5211e-09, 1.5621e-08, 1.77232e-08, 5.24418e-09, 5.14804e-09, 3.2317e-07, 4.86184e-08, 5.13621e-09, 9.64817e-07, 5.13619e-09, 5.13619e-09, 6.89044e-09
0.449468, 0, 1.80324e-06, 9.41832e-09, 1.41421, -1.80324e-06, 9.41832e-09, 9.41913e-09, 1.00714e-08, 9.43013e-09, 1.00576e-08, 1.77409e-08, 5.02076e-08, 1.14102e-08, 1.10361e-08, 1.19628e-08, 2.86819e-08, 2.5223e-08, 9.61674e-09, 9.4401e-09, 4.55812e-07, 6.84827e-08, 9.41836e-09, 1.2027e-06, 9.41832e-09, 9.41832e-09, 1.26414e-08
0.457321, 0, 2.3666e-06, 1.69874e-08, 1.41421, -2.3666e-06, 1.69874e-08, 1.69888e-08, 1.81671e-08, 1.70087e-08, 1.81422e-08, 3.20213e-08, 9.0669e-08, 2.36343e-08, 1.99098e-08, 2.15837e-08, 5.17849e-08, 3.6776e-08, 1.73458e-08, 1.70267e-08, 6.41141e-07, 9.69025e-08, 1.69874e-08, 1.49649e-06, 1.69874e-08, 1.69874e-08, 2.28095e-08
0.465174, 0, 3.1253e-06, 3.01972e-08, 1.41421, -3.1253e-06, 3.01972e-08, 3.01999e-08, 3.2297e-08, 3.02352e-08, 3.22527e-08, 5.69559e-08, 1.61342e-07, 4.55329e-08, 3.53988e-08, 3.83782e-08, 9.21331e-08, 5.49045e-08, 3.08352e-08, 3.02673e-08, 8.99475e-07, 1.37898e-07, 3.01974e-08, 1.85979e-06, 3.01972e-08, 3.01972e-08, 4.056e-08
0.473027, 0, 4.15983e-06, 5.29602e-08, 1.41421, -4.15983e-06, 5.29602e-08, 5.29648e-08, 5.66469e-08, 5.30268e-08, 5.65692e-08, 9.99429e-08, 2.83224e-07, 8.43022e-08, 6.20931e-08, 6.73243e-08, 1.61707e-07, 8.37226e-08, 5.40803e-08, 5.30832e-08, 1.2595e-06, 1.97525e-07, 5.29604e-08, 2.31032e-06, 5.29602e-08, 5.29602e-08, 7.1155e-08
0.480879, 0, 5.58655e-06, 9.16872e-08, 1.41421, -5.58655e-06, 9.16872e-08, 9.16951e-08, 9.80765e-08, 9.18026e-08, 9.79419e-08, 1.73112e-07, 4.90753e-07, 1.5182e-07, 1.07515e-07, 1.16581e-07, 2.80154e-07, 1.29882e-07, 9.36283e-08, 9.19002e-08, 1.75892e-06, 2.84945e-07, 9.16875e-08, 2.87159e-06, 9.16872e-08, 9.16872e-08, 1.2322e-07
0.488732, 0, 7.58039e-06, 1.56739e-07, 1.41421, -7.58039e-06, 1.56739e-07, 1.56753e-07, 1.67673e-07, 1.56937e-07, 1.67442e-07, 2.96078e-07, 8.39646e-07, 2.68602e-07, 1.83825e-07, 1.99339e-07, 4.79255e-07, 2.04033e-07, 1.60061e-07, 1.57104e-07, 2.45128e-06, 4.14031e-07, 1.5674e-07, 3.57545e-06, 1.56739e-07, 1.56739e-07, 2.107e-07
0.496585, 0, 1.03984e-05, 2.64626e-07, 1.41421, -1.03984e-05, 2.64626e-07, 2.64649e-07, 2.83105e-07, 2.6496e-07, 2.82716e-07, 5.00119e-07, 1.41878e-06, 4.65485e-07, 3.10403e-07, 3.36624e-07, 8.09699e-07, 3.23026e-07, 2.7024e-07, 2.65242e-07, 3.40979e-06, 6.05766e-07, 2.64627e-07, 4.46598e-06, 2.64626e-07, 2.64626e-07, 3.55825e-07
0.504437, 0, 1.44283e-05, 4.41282e-07, 1.41421, -1.44283e-05, 4.41282e-07, 4.41321e-07, 4.7213e-07, 4.4184e-07, 4.7148e-07, 8.34394e-07, 2.36793e-06, 7.9789e-07, 5.17698e-07, 5.61469e-07, 1.35118e-06, 5.13201e-07, 4.50654e-07, 4.42311e-07, 4.73511e-06, 8.91752e-07, 4.41284e-07, 5.60497e-06, 4.41282e-07, 4.41282e-07, 5.93521e-07
0.51229, 0, 2.02457e-05, 7.2689e-07, 1.41421, -2.02457e-05, 7.2689e-07, 7.26953e-07, 7.77757e-07, 7.2781e-07, 7.76685e-07, 1.37513e-06, 3.90392e-06, 1.3529e-06, 8.52899e-07, 9.25076e-07, 2.2273e-06, 8.15223e-07, 7.42344e-07, 7.28587e-07, 6.56571e-06, 1.31935e-06, 7.26893e-07, 7.08034e-06, 7.2689e-07, 7.2689e-07, 9.7793e-07
0.520143, 0, 2.87051e-05, 1.18279e-06, 1.41421, -2.87051e-05, 1.18279e-06, 1.18289e-06, 1.26565e-06, 1.18429e-06, 1.2639e-06, 2.23876e-06, 6.35812e-06, 2.26931e-06, 1.38806e-06, 1.50563e-06, 3.62694e-06, 1.291e-06, 1.20796e-06, 1.18555e-06, 9.09152e-06, 1.95895e-06, 1.18279e-06, 9.01939e-06, 1.18279e-06, 1.18279e-06, 1.59173e-06
0.527995, 0, 4.10632e-05, 1.90131e-06, 1.41421, -4.10632e-05, 1.90131e-06, 1.90147e-06, 2.03466e-06, 1.90372e-06, 2.03185e-06, 3.60069e-06, 1.02301e-05, 3.76572e-06, 2.23164e-06, 2.42086e-06, 5.83472e-06, 2.03353e-06, 1.94182e-06, 1.90575e-06, 1.25728e-05, 2.91431e-06, 1.90131e-06, 1.1601e-05, 1.90131e-06, 1.90131e-06, 2.55942e-06
0.535848, 0, 5.91616e-05, 3.0194e-06, 1.41421, -5.91616e-05, 3.0194e-06, 3.01967e-06, 3.23142e-06, 3.02323e-06, 3.22695e-06, 5.72135e-06, 1.62617e-05, 6.18218e-06, 3.54463e-06, 3.84547e-06, 9.27335e-06, 3.18056e-06, 3.08382e-06, 3.02647e-06, 1.73653e-05, 4.3368e-06, 3.01941e-06, 1.50833e-05, 3.0194e-06, 3.0194e-06, 4.06578e-06
0.543701, 0, 8.56731e-05, 4.7373e-06, 1.41421, -8.56731e-05, 4.7373e-06, 4.73771e-06, 5.07036e-06, 4.74332e-06, 5.06334e-06, 8.98176e-06, 2.55395e-05, 1.00412e-05, 5.56237e-06, 6.03496e-06, 1.45616e-05, 4.93326e-06, 4.83849e-06, 4.74841e-06, 2.39533e-05, 6.44479e-06, 4.73732e-06, 1.98345e-05, 4.7373e-06, 4.7373e-06, 6.38103e-06
0.551553, 0, 0.00012444, 7.3434e-06, 1.41421, -0.00012444, 7.3434e-06, 7.34404e-06, 7.86035e-06, 7.35275e-06, 7.84946e-06, 1.39313e-05, 3.96309e-05, 1.61359e-05, 8.62401e-06, 9.35753e-06, 2.25918e-05, 7.58113e-06, 7.50045e-06, 7.36065e-06, 3.29933e-05, 9.54963e-06, 7.34343e-06, 2.63769e-05, 7.3434e-06, 7.3434e-06, 9.89467e-06
0.559406, 0, 0.000180929, 1.1247e-05, 1.41421, -0.000180929, 1.1247e-05, 1.12479e-05, 1.20398e-05, 1.12613e-05, 1.20231e-05, 2.13503e-05, 6.07638e-05, 2.56544e-05, 1.32109e-05, 1.43359e-05, 3.46323e-05, 1.15347e-05, 1.14878e-05, 1.12734e-05, 4.53707e-05, 1.40895e-05, 1.1247e-05, 3.5445e-05, 1.1247e-05, 1.1247e-05, 1.51598e-05
