   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_49.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0015004, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00635415, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0142087, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0220633, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0299178, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0377724, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0456269, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0534815, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.061336, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0691906, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0770452, 0, 5.83788e-30, 0, 1.41421, -5.83788e-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68297e-32, 0, 0, 1.19192e-34, 2.39157e-35, 0, 5.82091e-30, 0, 0
0.0848997, 0, 6.32285e-29, 0, 1.41421, -6.32285e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.82271e-31, 0, 0, 1.29089e-33, 2.82832e-33, 0, 6.30421e-29, 0, 0
0.0927543, 0, 4.29812e-28, 0, 1.41421, -4.29812e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.239e-30, 0, 0, 8.7749e-33, 3.12349e-32, 0, 4.28533e-28, 0, 0
0.100609, 0, 2.33537e-27, 0, 1.41421, -2.33537e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.73193e-30, 0, 0, 4.76772e-32, 2.1679e-31, 0, 2.32837e-27, 0, 0
0.108463, 0, 1.10523e-26, 0, 1.41421, -1.10523e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.18588e-29, 0, 0, 2.25815e-31, 1.19661e-30, 0, 1.1019e-26, 0, 0
0.116318, 0, 4.74767e-26, 0, 1.41421, -4.74767e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36852e-28, 0, 0, 9.71751e-31, 5.7312e-30, 0, 4.73332e-26, 0, 0
0.124172, 0, 1.89457e-25, 0, 1.41421, -1.89457e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.46107e-28, 0, 0, 3.88776e-30, 2.48522e-29, 0, 1.88882e-25, 0, 0
0.132027, 0, 7.12515e-25, 0, 1.41421, -7.12515e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0538e-27, 0, 0, 1.46673e-29, 9.99352e-29, 0, 7.10347e-25, 0, 0
0.139882, 0, 2.54992e-24, 0, 1.41421, -2.54992e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.35e-27, 0, 0, 5.26798e-29, 3.78301e-28, 0, 2.54214e-24, 0, 0
0.147736, 0, 8.74331e-24, 0, 1.41421, -8.74331e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.52018e-26, 0, 0, 1.81346e-28, 1.36163e-27, 0, 8.71656e-24, 0, 0
0.155591, 0, 2.88695e-23, 0, 1.41421, -2.88695e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.32134e-26, 0, 0, 6.01347e-28, 4.693e-27, 0, 2.8781e-23, 0, 0
0.163445, 0, 9.2152e-23, 0, 1.41421, -9.2152e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.65617e-25, 0, 0, 1.92828e-27, 1.55694e-26, 0, 9.18689e-23, 0, 0
0.1713, 0, 2.85236e-22, 0, 1.41421, -2.85236e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.22153e-25, 0, 0, 5.99755e-27, 4.99184e-26, 0, 2.84358e-22, 0, 0
0.179154, 0, 8.58252e-22, 0, 1.41421, -8.58252e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.47378e-24, 0, 0, 1.81389e-26, 1.5516e-25, 0, 8.55605e-22, 0, 0
