   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_97.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
12.052, 2.01214, 3.24878, 3.19358, 2.00303, -1.23664, 3.19358, 0, 3.24878, 3.19358, 3.19358, 3.19358, 3.19358, 3.19358, 3.19358, 3.19358, 3.19358, 3.19358, 3.19358, 3.19358, 3.19358, 3.19358, 3.19358, 3.19358, 3.19358, 3.19358
12.0598, 3.99777, 3.2259, 3.18407, 2.44903, 0.771872, 3.18407, 0, 3.2259, 3.18407, 3.18407, 3.18407, 3.18407, 3.18407, 3.18407, 3.18407, 3.18407, 3.18407, 3.18407, 3.18407, 3.18407, 3.18407, 3.18407, 3.18407, 3.18407, 3.18407
12.0677, 2.45379, 3.20562, 3.17442, 2.1104, -0.751838, 3.17442, 0, 3.20562, 3.17442, 3.17442, 3.17442, 3.17442, 3.17442, 3.17442, 3.17442, 3.17442, 3.17442, 3.17442, 3.17442, 3.17442, 3.17442, 3.17442, 3.17442, 3.17442, 3.17442
12.0755, 3.54113, 3.1877, 3.16478, 2.35396, 0.353429, 3.16478, 0, 3.1877, 3.16478, 3.16478, 3.16478, 3.16478, 3.16478, 3.16478, 3.16478, 3.16478, 3.16478, 3.16478, 3.16478, 3.16478, 3.16478, 3.16478, 3.16478, 3.16478, 3.16478
12.0834, 2.47844, 3.17184, 3.15527, 2.11623, -0.693404, 3.15527, 0, 3.17184, 3.15527, 3.15527, 3.15527, 3.15527, 3.15527, 3.15527, 3.15527, 3.15527, 3.15527, 3.15527, 3.15527, 3.15527, 3.15527, 3.15527, 3.15527, 3.15527, 3.15527
12.0913, 4.99504, 3.15698, 3.14518, 2.64481, 1.83806, 3.14518, 0, 3.15698, 3.14518, 3.14518, 3.14518, 3.14518, 3.14518, 3.14518, 3.14518, 3.14518, 3.14518, 3.14518, 3.14518, 3.14518, 3.14518, 3.14519, 3.14518, 3.14518, 3.14518
12.0991, 3.51945, 3.14283, 3.13456, 2.34935, 0.376626, 3.13456, 0, 3.14283, 3.13456, 3.13456, 3.13456, 3.13456, 3.13456, 3.13456, 3.13456, 3.13456, 3.13456, 3.13456, 3.13456, 3.13456, 3.13456, 3.13456, 3.13456, 3.13456, 3.13456
12.107, 3.94461, 3.12939, 3.12368, 2.43816, 0.815223, 3.12368, 0, 3.12938, 3.12368, 3.12368, 3.12368, 3.12368, 3.12368, 3.12368, 3.12368, 3.12368, 3.12368, 3.12368, 3.12368, 3.12368, 3.12368, 3.12369, 3.12368, 3.12368, 3.12368
12.1148, 4.0505, 3.1167, 3.11283, 2.45978, 0.933803, 3.11283, 0, 3.11669, 3.11283, 3.11283, 3.11283, 3.11283, 3.11283, 3.11283, 3.11283, 3.11283, 3.11283, 3.11283, 3.11283, 3.11283, 3.11283, 3.11283, 3.11283, 3.11283, 3.11283
12.1227, 4.52905, 3.10655, 3.10396, 2.5552, 1.4225, 3.10396, 0, 3.10655, 3.10396, 3.10396, 3.10396, 3.10396, 3.10396, 3.10396, 3.10396, 3.10396, 3.10396, 3.10396, 3.10396, 3.10396, 3.10396, 3.10397, 3.10396, 3.10396, 3.10396
12.1305, 0.932342, 3.09586, 3.09416, 1.71241, -2.16352, 3.09416, 0, 3.09586, 3.09416, 3.09416, 3.09416, 3.09416, 3.09416, 3.09416, 3.09416, 3.09416, 3.09416, 3.09416, 3.09416, 3.09416, 3.09416, 3.09416, 3.09416, 3.09416, 3.09416
12.1384, 2.99504, 3.08458, 3.08348, 2.23496, -0.0895391, 3.08348, 0, 3.08458, 3.08348, 3.08348, 3.08348, 3.08348, 3.08348, 3.08348, 3.08348, 3.08348, 3.08348, 3.08348, 3.08348, 3.08348, 3.08348, 3.08348, 3.08348, 3.08348, 3.08348
12.1463, 2.91797, 3.07308, 3.07238, 2.21765, -0.155115, 3.07238, 0, 3.07308, 3.07238, 3.07238, 3.07238, 3.07238, 3.07238, 3.07238, 3.07238, 3.07238, 3.07238, 3.07238, 3.07238, 3.07238, 3.07238, 3.07238, 3.07238, 3.07238, 3.07238
12.1541, 3.15465, 3.06174, 3.0613, 2.27038, 0.0929062, 3.0613, 0, 3.06174, 3.0613, 3.0613, 3.0613, 3.0613, 3.0613, 3.0613, 3.0613, 3.0613, 3.0613, 3.0613, 3.0613, 3.0613, 3.0613, 3.0613, 3.0613, 3.0613, 3.0613
12.162, 5.73903, 3.0526, 3.05233, 2.78191, 2.68643, 3.05233, 0, 3.0526, 3.05233, 3.05233, 3.05233, 3.05233, 3.05233, 3.05233, 3.05233, 3.05233, 3.05233, 3.05233, 3.05233, 3.05233, 3.05233, 3.05233, 3.05233, 3.05233, 3.05233
12.1698, 8.62342, 3.04231, 3.04214, 3.25936, 5.58111, 3.04214, 0, 3.04231, 3.04214, 3.04214, 3.04214, 3.04214, 3.04214, 3.04214, 3.04214, 3.04214, 3.04214, 3.04214, 3.04214, 3.04214, 3.04214, 3.04215, 3.04214, 3.04214, 3.04214
12.1777, 2.63755, 3.03094, 3.03084, 2.1535, -0.393398, 3.03084, 0, 3.03094, 3.03084, 3.03084, 3.03084, 3.03084, 3.03084, 3.03084, 3.03084, 3.03084, 3.03084, 3.03084, 3.03084, 3.03084, 3.03084, 3.03084, 3.03084, 3.03084, 3.03084
12.1855, 2.44919, 3.01906, 3.019, 2.10931, -0.569864, 3.019, 0, 3.01906, 3.019, 3.019, 3.019, 3.019, 3.019, 3.019, 3.019, 3.019, 3.019, 3.019, 3.019, 3.019, 3.019, 3.019, 3.019, 3.019, 3.019
12.1934, 2.99765, 3.00721, 3.00717, 2.23554, -0.00956559, 3.00717, 0, 3.00721, 3.00717, 3.00717, 3.00717, 3.00717, 3.00717, 3.00717, 3.00717, 3.00717, 3.00717, 3.00717, 3.00717, 3.00717, 3.00717, 3.00718, 3.00717, 3.00717, 3.00717
12.2013, 4.44213, 2.99882, 2.99879, 2.53814, 1.44332, 2.99879, 0, 2.99881, 2.99879, 2.99879, 2.99879, 2.99879, 2.99879, 2.99879, 2.99879, 2.99879, 2.99879, 2.99879, 2.99879, 2.99879, 2.99879, 2.99879, 2.99879, 2.99879, 2.99879
12.2091, 3.11103, 2.98889, 2.98888, 2.26076, 0.122135, 2.98888, 0, 2.98889, 2.98888, 2.98888, 2.98888, 2.98888, 2.98888, 2.98888, 2.98888, 2.98888, 2.98888, 2.98888, 2.98888, 2.98888, 2.98888, 2.98888, 2.98888, 2.98888, 2.98888
12.217, 1.87955, 2.97756, 2.97755, 1.96966, -1.09801, 2.97755, 0, 2.97756, 2.97755, 2.97755, 2.97755, 2.97755, 2.97755, 2.97755, 2.97755, 2.97755, 2.97755, 2.97755, 2.97755, 2.97755, 2.97755, 2.97755, 2.97755, 2.97755, 2.97755
12.2248, 4.55769, 2.96554, 2.96553, 2.5608, 1.59215, 2.96553, 0, 2.96553, 2.96553, 2.96553, 2.96553, 2.96553, 2.96553, 2.96553, 2.96553, 2.96553, 2.96553, 2.96553, 2.96553, 2.96553, 2.96553, 2.96553, 2.96553, 2.96553, 2.96553
12.2327, 4.86684, 2.95354, 2.95353, 2.62047, 1.91331, 2.95353, 0, 2.95354, 2.95353, 2.95353, 2.95353, 2.95353, 2.95353, 2.95353, 2.95353, 2.95353, 2.95353, 2.95353, 2.95353, 2.95353, 2.95353, 2.95354, 2.95353, 2.95353, 2.95353
12.2405, 4.56084, 2.94498, 2.94498, 2.56141, 1.61586, 2.94498, 0, 2.94498, 2.94498, 2.94498, 2.94498, 2.94498, 2.94498, 2.94498, 2.94498, 2.94498, 2.94498, 2.94498, 2.94498, 2.94498, 2.94498, 2.94498, 2.94498, 2.94498, 2.94498
12.2484, 3.56506, 2.93472, 2.93472, 2.35904, 0.630333, 2.93472, 0, 2.93472, 2.93472, 2.93472, 2.93472, 2.93472, 2.93472, 2.93472, 2.93472, 2.93472, 2.93472, 2.93472, 2.93472, 2.93472, 2.93472, 2.93472, 2.93472, 2.93472, 2.93472
12.2563, 5.85254, 2.92288, 2.92287, 2.80224, 2.92966, 2.92287, 0, 2.92287, 2.92287, 2.92287, 2.92287, 2.92287, 2.92287, 2.92287, 2.92287, 2.92287, 2.92287, 2.92287, 2.92287, 2.92287, 2.92287, 2.92287, 2.92287, 2.92287, 2.92287
12.2641, 3.71747, 2.91026, 2.91025, 2.39112, 0.807216, 2.91025, 0, 2.91025, 2.91025, 2.91025, 2.91025, 2.91025, 2.91025, 2.91025, 2.91025, 2.91025, 2.91025, 2.91025, 2.91025, 2.91025, 2.91025, 2.91025, 2.91025, 2.91025, 2.91025
12.272, 2.4228, 2.89766, 2.89766, 2.10305, -0.474862, 2.89766, 0, 2.89766, 2.89766, 2.89766, 2.89766, 2.89766, 2.89766, 2.89766, 2.89766, 2.89766, 2.89766, 2.89766, 2.89766, 2.89766, 2.89766, 2.89766, 2.89766, 2.89766, 2.89766
12.2798, 4.25849, 2.88951, 2.88951, 2.5017, 1.36898, 2.88951, 0, 2.88951, 2.88951, 2.88951, 2.88951, 2.88951, 2.88951, 2.88951, 2.88951, 2.88951, 2.88951, 2.88951, 2.88951, 2.88951, 2.88951, 2.88951, 2.88951, 2.88951, 2.88951
12.2877, 2.73675, 2.87945, 2.87945, 2.17641, -0.142698, 2.87945, 0, 2.87945, 2.87945, 2.87945, 2.87945, 2.87945, 2.87945, 2.87945, 2.87945, 2.87945, 2.87945, 2.87945, 2.87945, 2.87945, 2.87945, 2.87945, 2.87945, 2.87945, 2.87945
12.2956, 3.58196, 2.86764, 2.86763, 2.36262, 0.714325, 2.86763, 0, 2.86763, 2.86763, 2.86763, 2.86763, 2.86763, 2.86763, 2.86763, 2.86763, 2.86763, 2.86763, 2.86763, 2.86763, 2.86763, 2.86763, 2.86763, 2.86763, 2.86763, 2.86763
12.3034, 1.41301, 2.85496, 2.85496, 1.84743, -1.44195, 2.85496, 0, 2.85496, 2.85496, 2.85496, 2.85496, 2.85496, 2.85496, 2.85496, 2.85496, 2.85496, 2.85496, 2.85496, 2.85496, 2.85496, 2.85496, 2.85496, 2.85496, 2.85496, 2.85496
12.3113, 5.58699, 2.84232, 2.84232, 2.75445, 2.74467, 2.84232, 0, 2.84232, 2.84232, 2.84232, 2.84232, 2.84232, 2.84232, 2.84232, 2.84232, 2.84232, 2.84232, 2.84232, 2.84232, 2.84232, 2.84232, 2.84232, 2.84232, 2.84232, 2.84232
12.3191, 3.8166, 2.834, 2.834, 2.41176, 0.982605, 2.834, 0, 2.834, 2.834, 2.834, 2.834, 2.834, 2.834, 2.834, 2.834, 2.834, 2.834, 2.834, 2.834, 2.834, 2.834, 2.834, 2.834, 2.834, 2.834
12.327, 2.58922, 2.82364, 2.82364, 2.14225, -0.234422, 2.82364, 0, 2.82364, 2.82364, 2.82364, 2.82364, 2.82364, 2.82364, 2.82364, 2.82364, 2.82364, 2.82364, 2.82364, 2.82364, 2.82364, 2.82364, 2.82364, 2.82364, 2.82364, 2.82364
12.3348, 5.20835, 2.81142, 2.81142, 2.68484, 2.39693, 2.81142, 0, 2.81142, 2.81142, 2.81142, 2.81142, 2.81142, 2.81142, 2.81142, 2.81142, 2.81142, 2.81142, 2.81142, 2.81142, 2.81142, 2.81142, 2.81142, 2.81142, 2.81142, 2.81142
12.3427, 3.38583, 2.79828, 2.79828, 2.32074, 0.587542, 2.79828, 0, 2.79828, 2.79828, 2.79828, 2.79828, 2.79828, 2.79828, 2.79828, 2.79828, 2.79828, 2.79828, 2.79828, 2.79828, 2.79828, 2.79828, 2.79828, 2.79828, 2.79828, 2.79828
12.3506, 2, 2.78518, 2.78518, 2, -0.78518, 2.78518, 0, 2.78518, 2.78518, 2.78518, 2.78518, 2.78518, 2.78518, 2.78518, 2.78518, 2.78518, 2.78518, 2.78518, 2.78518, 2.78518, 2.78518, 2.78518, 2.78518, 2.78518, 2.78518
12.3584, 5.3777, 2.77725, 2.77725, 2.71619, 2.60045, 2.77725, 0, 2.77725, 2.77725, 2.77725, 2.77725, 2.77725, 2.77725, 2.77725, 2.77725, 2.77725, 2.77725, 2.77725, 2.77725, 2.77725, 2.77725, 2.77725, 2.77725, 2.77725, 2.77725
12.3663, 5.01611, 2.76709, 2.76709, 2.64879, 2.24901, 2.76709, 0, 2.76709, 2.76709, 2.76709, 2.76709, 2.76709, 2.76709, 2.76709, 2.76709, 2.76709, 2.76709, 2.76709, 2.76709, 2.76709, 2.76709, 2.76709, 2.76709, 2.76709, 2.76709
12.3741, 1.6062, 2.75492, 2.75491, 1.899, -1.14872, 2.75491, 0, 2.75492, 2.75491, 2.75491, 2.75491, 2.75491, 2.75491, 2.75491, 2.75491, 2.75491, 2.75491, 2.75491, 2.75491, 2.75491, 2.75491, 2.75492, 2.75491, 2.75491, 2.75491
12.382, 1.3891, 2.74175, 2.74175, 1.84095, -1.35266, 2.74175, 0, 2.74175, 2.74175, 2.74175, 2.74175, 2.74175, 2.74175, 2.74175, 2.74175, 2.74175, 2.74175, 2.74175, 2.74175, 2.74175, 2.74175, 2.74175, 2.74175, 2.74175, 2.74175
12.3898, 3.77076, 2.72862, 2.72862, 2.40224, 1.04214, 2.72862, 0, 2.72862, 2.72862, 2.72862, 2.72862, 2.72862, 2.72862, 2.72862, 2.72862, 2.72862, 2.72862, 2.72862, 2.72862, 2.72862, 2.72862, 2.72862, 2.72862, 2.72862, 2.72862
12.3977, 3.22436, 2.72063, 2.72062, 2.28569, 0.503735, 2.72062, 0, 2.72063, 2.72062, 2.72062, 2.72062, 2.72062, 2.72062, 2.72062, 2.72062, 2.72062, 2.72062, 2.72062, 2.72062, 2.72062, 2.72062, 2.72063, 2.72062, 2.72062, 2.72062
12.4056, 4.61578, 2.71028, 2.71027, 2.57212, 1.90551, 2.71027, 0, 2.71028, 2.71027, 2.71027, 2.71027, 2.71027, 2.71027, 2.71027, 2.71027, 2.71027, 2.71027, 2.71027, 2.71027, 2.71027, 2.71027, 2.71028, 2.71027, 2.71027, 2.71027
12.4134, 4.13792, 2.69779, 2.69778, 2.47748, 1.44013, 2.69778, 0, 2.69778, 2.69778, 2.69778, 2.69778, 2.69778, 2.69778, 2.69778, 2.69778, 2.69778, 2.69778, 2.69778, 2.69778, 2.69778, 2.69778, 2.69779, 2.69778, 2.69778, 2.69778
12.4213, 4.61598, 2.68425, 2.68424, 2.57216, 1.93174, 2.68424, 0, 2.68425, 2.68424, 2.68424, 2.68424, 2.68424, 2.68424, 2.68424, 2.68424, 2.68424, 2.68424, 2.68424, 2.68424, 2.68424, 2.68424, 2.68425, 2.68424, 2.68424, 2.68424
12.4291, 3.99529, 2.67074, 2.67074, 2.44853, 1.32455, 2.67074, 0, 2.67074, 2.67074, 2.67074, 2.67074, 2.67074, 2.67074, 2.67074, 2.67074, 2.67074, 2.67074, 2.67074, 2.67074, 2.67074, 2.67074, 2.67074, 2.67074, 2.67074, 2.67074
12.437, 1.99504, 2.66315, 2.66315, 1.99876, -0.668106, 2.66315, 0, 2.66315, 2.66315, 2.66315, 2.66315, 2.66315, 2.66315, 2.66315, 2.66315, 2.66315, 2.66315, 2.66315, 2.66315, 2.66315, 2.66315, 2.66315, 2.66315, 2.66315, 2.66315
12.4449, 5.62548, 2.65301, 2.653, 2.76143, 2.97247, 2.653, 0, 2.65301, 2.653, 2.653, 2.653, 2.653, 2.653, 2.653, 2.653, 2.653, 2.653, 2.653, 2.653, 2.653, 2.653, 2.65301, 2.653, 2.653, 2.653
12.4527, 3.63028, 2.64057, 2.64057, 2.37282, 0.989709, 2.64057, 0, 2.64057, 2.64057, 2.64057, 2.64057, 2.64057, 2.64057, 2.64057, 2.64057, 2.64057, 2.64057, 2.64057, 2.64057, 2.64057, 2.64057, 2.64057, 2.64057, 2.64057, 2.64057
12.4606, 2.82404, 2.62701, 2.62701, 2.19637, 0.197028, 2.62701, 0, 2.62701, 2.62701, 2.62701, 2.62701, 2.62701, 2.62701, 2.62701, 2.62701, 2.62701, 2.62701, 2.62701, 2.62701, 2.62701, 2.62701, 2.62701, 2.62701, 2.62701, 2.62701
12.4684, 5.90112, 2.61349, 2.61348, 2.81089, 3.28763, 2.61348, 0, 2.61348, 2.61348, 2.61348, 2.61348, 2.61348, 2.61348, 2.61348, 2.61348, 2.61348, 2.61348, 2.61348, 2.61348, 2.61348, 2.61348, 2.61348, 2.61348, 2.61348, 2.61348
12.4763, 3.35514, 2.60595, 2.60594, 2.31412, 0.749197, 2.60594, 0, 2.60594, 2.60594, 2.60594, 2.60594, 2.60594, 2.60594, 2.60594, 2.60594, 2.60594, 2.60594, 2.60594, 2.60594, 2.60594, 2.60594, 2.60594, 2.60594, 2.60594, 2.60594
12.4841, 2.99256, 2.59571, 2.59571, 2.2344, 0.396852, 2.59571, 0, 2.59571, 2.59571, 2.59571, 2.59571, 2.59571, 2.59571, 2.59571, 2.59571, 2.59571, 2.59571, 2.59571, 2.59571, 2.59571, 2.59571, 2.59571, 2.59571, 2.59571, 2.59571
12.492, 7.28253, 2.58306, 2.58306, 3.04672, 4.69947, 2.58306, 0, 2.58306, 2.58306, 2.58306, 2.58306, 2.58306, 2.58306, 2.58306, 2.58306, 2.58306, 2.58306, 2.58306, 2.58306, 2.58306, 2.58306, 2.58306, 2.58306, 2.58306, 2.58306
12.4999, 3.64461, 2.56923, 2.56922, 2.37584, 1.07538, 2.56922, 0, 2.56922, 2.56922, 2.56922, 2.56922, 2.56922, 2.56922, 2.56922, 2.56922, 2.56922, 2.56922, 2.56922, 2.56922, 2.56922, 2.56922, 2.56922, 2.56922, 2.56922, 2.56922
12.5077, 3.40156, 2.55543, 2.55542, 2.32413, 0.846135, 2.55542, 0, 2.55542, 2.55542, 2.55542, 2.55542, 2.55542, 2.55542, 2.55542, 2.55542, 2.55542, 2.55542, 2.55542, 2.55542, 2.55542, 2.55542, 2.55542, 2.55542, 2.55542, 2.55542
12.5156, 4.94652, 2.54828, 2.54828, 2.63562, 2.39824, 2.54828, 0, 2.54828, 2.54828, 2.54828, 2.54828, 2.54828, 2.54828, 2.54828, 2.54828, 2.54828, 2.54828, 2.54828, 2.54828, 2.54828, 2.54828, 2.54828, 2.54828, 2.54828, 2.54828
12.5234, 5.34312, 2.53826, 2.53826, 2.70982, 2.80486, 2.53826, 0, 2.53826, 2.53826, 2.53826, 2.53826, 2.53826, 2.53826, 2.53826, 2.53826, 2.53826, 2.53826, 2.53826, 2.53826, 2.53826, 2.53826, 2.53826, 2.53826, 2.53826, 2.53826
12.5313, 3.33817, 2.52568, 2.52567, 2.31045, 0.812491, 2.52567, 0, 2.52567, 2.52567, 2.52567, 2.52567, 2.52567, 2.52567, 2.52567, 2.52567, 2.52567, 2.52567, 2.52567, 2.52567, 2.52567, 2.52567, 2.52567, 2.52567, 2.52567, 2.52567
12.5391, 6.31152, 2.51183, 2.51182, 2.88297, 3.7997, 2.51182, 0, 2.51183, 2.51182, 2.51182, 2.51182, 2.51182, 2.51182, 2.51182, 2.51182, 2.51182, 2.51182, 2.51182, 2.51182, 2.51182, 2.51182, 2.51183, 2.51182, 2.51182, 2.51182
12.547, 7.33594, 2.49802, 2.49801, 3.05548, 4.83792, 2.49801, 0, 2.49802, 2.49801, 2.49801, 2.49801, 2.49801, 2.49801, 2.49801, 2.49801, 2.49801, 2.49801, 2.49801, 2.49801, 2.49801, 2.49801, 2.49802, 2.49801, 2.49801, 2.49801
12.5549, 5.32317, 2.49103, 2.49103, 2.70614, 2.83214, 2.49103, 0, 2.49103, 2.49103, 2.49103, 2.49103, 2.49103, 2.49103, 2.49103, 2.49103, 2.49103, 2.49103, 2.49103, 2.49103, 2.49103, 2.49103, 2.49103, 2.49103, 2.49103, 2.49103
12.5627, 0.667162, 2.48103, 2.48103, 1.63314, -1.81387, 2.48103, 0, 2.48103, 2.48103, 2.48103, 2.48103, 2.48103, 2.48103, 2.48103, 2.48103, 2.48103, 2.48103, 2.48103, 2.48103, 2.48103, 2.48103, 2.48103, 2.48103, 2.48103, 2.48103
12.5706, 2.66394, 2.46833, 2.46833, 2.15962, 0.195612, 2.46833, 0, 2.46833, 2.46833, 2.46833, 2.46833, 2.46833, 2.46833, 2.46833, 2.46833, 2.46833, 2.46833, 2.46833, 2.46833, 2.46833, 2.46833, 2.46833, 2.46833, 2.46833, 2.46833
12.5784, 5.32615, 2.45431, 2.4543, 2.70669, 2.87184, 2.4543, 0, 2.4543, 2.4543, 2.4543, 2.4543, 2.4543, 2.4543, 2.4543, 2.4543, 2.4543, 2.4543, 2.4543, 2.4543, 2.4543, 2.4543, 2.4543, 2.4543, 2.4543, 2.4543
12.5863, 2.34275, 2.44032, 2.44032, 2.08393, -0.0975726, 2.44032, 0, 2.44032, 2.44032, 2.44032, 2.44032, 2.44032, 2.44032, 2.44032, 2.44032, 2.44032, 2.44032, 2.44032, 2.44032, 2.44032, 2.44032, 2.44032, 2.44032, 2.44032, 2.44032
12.5941, 0.323916, 2.43372, 2.43372, 1.52444, -2.10981, 2.43372, 0, 2.43372, 2.43372, 2.43372, 2.43372, 2.43372, 2.43372, 2.43372, 2.43372, 2.43372, 2.43372, 2.43372, 2.43372, 2.43372, 2.43372, 2.43372, 2.43372, 2.43372, 2.43372
12.602, 3.99765, 2.42394, 2.42393, 2.44901, 1.57371, 2.42393, 0, 2.42393, 2.42393, 2.42393, 2.42393, 2.42393, 2.42393, 2.42393, 2.42393, 2.42393, 2.42393, 2.42393, 2.42393, 2.42393, 2.42393, 2.42393, 2.42393, 2.42393, 2.42393
12.6099, 3.31685, 2.41131, 2.4113, 2.30583, 0.905546, 2.4113, 0, 2.4113, 2.4113, 2.4113, 2.4113, 2.4113, 2.4113, 2.4113, 2.4113, 2.4113, 2.4113, 2.4113, 2.4113, 2.4113, 2.4113, 2.4113, 2.4113, 2.4113, 2.4113
12.6177, 4.36159, 2.39728, 2.39728, 2.52222, 1.9643, 2.39728, 0, 2.39728, 2.39728, 2.39728, 2.39728, 2.39728, 2.39728, 2.39728, 2.39728, 2.39728, 2.39728, 2.39728, 2.39728, 2.39728, 2.39728, 2.39728, 2.39728, 2.39728, 2.39728
12.6256, 2.31425, 2.3833, 2.3833, 2.07708, -0.0690525, 2.3833, 0, 2.3833, 2.3833, 2.3833, 2.3833, 2.3833, 2.3833, 2.3833, 2.3833, 2.3833, 2.3833, 2.3833, 2.3833, 2.3833, 2.3833, 2.3833, 2.3833, 2.3833, 2.3833
12.6334, 2.68575, 2.37697, 2.37696, 2.16466, 0.308785, 2.37696, 0, 2.37696, 2.37696, 2.37696, 2.37696, 2.37696, 2.37696, 2.37696, 2.37696, 2.37696, 2.37696, 2.37696, 2.37696, 2.37696, 2.37696, 2.37696, 2.37696, 2.37696, 2.37696
12.6413, 2.92825, 2.36729, 2.36729, 2.21997, 0.560962, 2.36729, 0, 2.36729, 2.36729, 2.36729, 2.36729, 2.36729, 2.36729, 2.36729, 2.36729, 2.36729, 2.36729, 2.36729, 2.36729, 2.36729, 2.36729, 2.36729, 2.36729, 2.36729, 2.36729
12.6492, 2.99294, 2.35465, 2.35465, 2.23449, 0.638288, 2.35465, 0, 2.35465, 2.35465, 2.35465, 2.35465, 2.35465, 2.35465, 2.35465, 2.35465, 2.35465, 2.35465, 2.35465, 2.35465, 2.35465, 2.35465, 2.35465, 2.35465, 2.35465, 2.35465
12.657, 4.38352, 2.34055, 2.34055, 2.52656, 2.04297, 2.34055, 0, 2.34055, 2.34055, 2.34055, 2.34055, 2.34055, 2.34055, 2.34055, 2.34055, 2.34055, 2.34055, 2.34055, 2.34055, 2.34055, 2.34055, 2.34055, 2.34055, 2.34055, 2.34055
12.6649, 3.60187, 2.3265, 2.32649, 2.36683, 1.27537, 2.32649, 0, 2.3265, 2.32649, 2.32649, 2.32649, 2.32649, 2.32649, 2.32649, 2.32649, 2.32649, 2.32649, 2.32649, 2.32649, 2.32649, 2.32649, 2.3265, 2.32649, 2.32649, 2.32649
12.6727, 3.69293, 2.32053, 2.32053, 2.38599, 1.3724, 2.32053, 0, 2.32053, 2.32053, 2.32053, 2.32053, 2.32053, 2.32053, 2.32053, 2.32053, 2.32053, 2.32053, 2.32053, 2.32053, 2.32053, 2.32053, 2.32053, 2.32053, 2.32053, 2.32053
12.6806, 3.88748, 2.31107, 2.31106, 2.42641, 1.57642, 2.31106, 0, 2.31107, 2.31106, 2.31106, 2.31106, 2.31106, 2.31106, 2.31106, 2.31106, 2.31106, 2.31106, 2.31106, 2.31106, 2.31106, 2.31106, 2.31107, 2.31106, 2.31106, 2.31106
12.6884, 6.10285, 2.2985, 2.2985, 2.84655, 3.80435, 2.2985, 0, 2.2985, 2.2985, 2.2985, 2.2985, 2.2985, 2.2985, 2.2985, 2.2985, 2.2985, 2.2985, 2.2985, 2.2985, 2.2985, 2.2985, 2.2985, 2.2985, 2.2985, 2.2985
12.6963, 4.28786, 2.28442, 2.28442, 2.50756, 2.00344, 2.28442, 0, 2.28442, 2.28442, 2.28442, 2.28442, 2.28442, 2.28442, 2.28442, 2.28442, 2.28442, 2.28442, 2.28442, 2.28442, 2.28442, 2.28442, 2.28442, 2.28442, 2.28442, 2.28442
12.7042, 6.70273, 2.27038, 2.27037, 2.95004, 4.43235, 2.27037, 0, 2.27038, 2.27037, 2.27037, 2.27037, 2.27037, 2.27037, 2.27037, 2.27037, 2.27037, 2.27037, 2.27037, 2.27037, 2.27037, 2.27037, 2.27038, 2.27037, 2.27037, 2.27037
12.712, 4.41958, 2.26497, 2.26497, 2.53369, 2.1546, 2.26497, 0, 2.26497, 2.26497, 2.26497, 2.26497, 2.26497, 2.26497, 2.26497, 2.26497, 2.26497, 2.26497, 2.26497, 2.26497, 2.26497, 2.26497, 2.26497, 2.26497, 2.26497, 2.26497
12.7199, 1.14201, 2.2558, 2.2558, 1.77257, -1.1138, 2.2558, 0, 2.2558, 2.2558, 2.2558, 2.2558, 2.2558, 2.2558, 2.2558, 2.2558, 2.2558, 2.2558, 2.2558, 2.2558, 2.2558, 2.2558, 2.2558, 2.2558, 2.2558, 2.2558
12.7277, 3.70696, 2.24327, 2.24326, 2.38892, 1.46369, 2.24326, 0, 2.24327, 2.24326, 2.24326, 2.24326, 2.24326, 2.24326, 2.24326, 2.24326, 2.24326, 2.24326, 2.24326, 2.24326, 2.24326, 2.24326, 2.24327, 2.24326, 2.24326, 2.24326
12.7356, 4.15103, 2.22908, 2.22908, 2.48013, 1.92195, 2.22908, 0, 2.22908, 2.22908, 2.22908, 2.22908, 2.22908, 2.22908, 2.22908, 2.22908, 2.22908, 2.22908, 2.22908, 2.22908, 2.22908, 2.22908, 2.22908, 2.22908, 2.22908, 2.22908
12.7434, 2.11276, 2.21494, 2.21494, 2.02799, -0.10218, 2.21494, 0, 2.21494, 2.21494, 2.21494, 2.21494, 2.21494, 2.21494, 2.21494, 2.21494, 2.21494, 2.21494, 2.21494, 2.21494, 2.21494, 2.21494, 2.21494, 2.21494, 2.21494, 2.21494
12.7513, 2.88724, 2.21092, 2.21091, 2.21071, 0.676321, 2.21091, 0, 2.21091, 2.21091, 2.21091, 2.21091, 2.21091, 2.21091, 2.21091, 2.21091, 2.21091, 2.21091, 2.21091, 2.21091, 2.21091, 2.21091, 2.21091, 2.21091, 2.21091, 2.21091
12.7592, 0.273234, 2.20229, 2.20229, 1.50772, -1.92906, 2.20229, 0, 2.20229, 2.20229, 2.20229, 2.20229, 2.20229, 2.20229, 2.20229, 2.20229, 2.20229, 2.20229, 2.20229, 2.20229, 2.20229, 2.20229, 2.20229, 2.20229, 2.20229, 2.20229
