   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_847.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00338446, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00447439, 0, 1.06909e-16, 0, 1.41421, -1.06909e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.96517e-20, 0, 8.00106e-18, 0, 9.88686e-17, 0, 0, 0
0.0123332, 0, 1.87256e-16, 0, 1.41421, -1.87256e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.04384e-20, 0, 1.43297e-17, 0, 1.72855e-16, 0, 0, 0
0.0201921, 0, 3.25856e-16, 0, 1.41421, -3.25856e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24331e-19, 0, 2.5507e-17, 0, 3.00225e-16, 0, 0, 0
0.0280509, 0, 5.63423e-16, 0, 1.41421, -5.63423e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.18081e-19, 0, 4.51307e-17, 0, 5.18074e-16, 0, 0, 0
0.0359098, 0, 9.68072e-16, 0, 1.41421, -9.68072e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.80167e-19, 0, 7.93832e-17, 0, 8.88308e-16, 0, 0, 0
0.0437686, 0, 1.65304e-15, 0, 1.41421, -1.65304e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.58698e-19, 0, 1.38828e-16, 0, 1.51355e-15, 0, 0, 0
0.0516275, 0, 2.80542e-15, 0, 1.41421, -2.80542e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13447e-18, 0, 2.41415e-16, 0, 2.56287e-15, 0, 0, 0
0.0594863, 0, 4.73249e-15, 0, 1.41421, -4.73249e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.94235e-18, 0, 4.17475e-16, 0, 4.31307e-15, 0, 0, 0
0.0673452, 0, 7.93577e-15, 0, 1.41421, -7.93577e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.3062e-18, 0, 7.17988e-16, 0, 7.21447e-15, 0, 0, 0
0.075204, 0, 1.3229e-14, 0, 1.41421, -1.3229e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.59532e-18, 0, 1.22818e-15, 0, 1.19953e-14, 0, 0, 0
