   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_686.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00417289, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00368783, 0, 1.0073e-21, 0, 1.41421, -1.0073e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93008e-22, 0, 8.14294e-22, 0, 0, 0
0.0115485, 0, 2.3192e-21, 0, 1.41421, -2.3192e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.5084e-22, 0, 1.86836e-21, 0, 0, 0
0.0194093, 0, 5.26053e-21, 0, 1.41421, -5.26053e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03701e-21, 0, 4.22353e-21, 0, 0, 0
0.02727, 0, 1.17642e-20, 0, 1.41421, -1.17642e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.35082e-21, 0, 9.41338e-21, 0, 0, 0
0.0351307, 0, 2.59549e-20, 0, 1.41421, -2.59549e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.25595e-21, 0, 2.0699e-20, 0, 0, 0
0.0429914, 0, 5.6527e-20, 0, 1.41421, -5.6527e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15974e-20, 0, 4.49296e-20, 0, 0, 0
0.0508521, 0, 1.2159e-19, 0, 1.41421, -1.2159e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.52699e-20, 0, 9.63197e-20, 0, 0, 0
0.0587128, 0, 2.58429e-19, 0, 1.41421, -2.58429e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.43999e-20, 0, 2.04029e-19, 0, 0, 0
0.0665736, 0, 5.42966e-19, 0, 1.41421, -5.42966e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15758e-19, 0, 4.27208e-19, 0, 0, 0
