   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_123.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
10.5332, 8.94919, 5.44461, 5.44459, 3.30896, 3.50458, 5.44459, 0, 5.44461, 5.44459, 5.44459, 5.44459, 5.44459, 5.44459, 5.44459, 5.44459, 5.44459, 5.44459, 5.44459, 5.44459, 5.44459, 5.44459, 5.44459, 5.44459, 5.44459, 5.44459
10.5411, 9.03197, 5.42634, 5.42631, 3.32144, 3.60563, 5.42631, 0, 5.42634, 5.42631, 5.42631, 5.42631, 5.42631, 5.42631, 5.42631, 5.42631, 5.42631, 5.42631, 5.42631, 5.42631, 5.42631, 5.42631, 5.42632, 5.42631, 5.42631, 5.42631
10.5489, 6.94266, 5.4081, 5.40807, 2.99043, 1.53456, 5.40807, 0, 5.4081, 5.40807, 5.40807, 5.40807, 5.40807, 5.40807, 5.40807, 5.40807, 5.40807, 5.40807, 5.40807, 5.40807, 5.40807, 5.40807, 5.40807, 5.40807, 5.40807, 5.40807
10.5568, 6.1364, 5.39958, 5.39955, 2.85244, 0.736827, 5.39955, 0, 5.39957, 5.39955, 5.39955, 5.39955, 5.39955, 5.39955, 5.39955, 5.39955, 5.39955, 5.39955, 5.39955, 5.39955, 5.39955, 5.39955, 5.39955, 5.39955, 5.39955, 5.39955
10.5647, 5.99504, 5.3868, 5.38678, 2.82755, 0.608241, 5.38678, 0, 5.3868, 5.38678, 5.38678, 5.38678, 5.38678, 5.38678, 5.38678, 5.38678, 5.38678, 5.38678, 5.38678, 5.38678, 5.38678, 5.38678, 5.38678, 5.38678, 5.38678, 5.38678
10.5725, 9.67014, 5.37038, 5.37036, 3.41616, 4.29975, 5.37036, 0, 5.37038, 5.37036, 5.37036, 5.37036, 5.37036, 5.37036, 5.37036, 5.37036, 5.37036, 5.37036, 5.37036, 5.37036, 5.37036, 5.37036, 5.37036, 5.37036, 5.37036, 5.37036
10.5804, 7.32045, 5.35216, 5.35214, 3.05294, 1.96828, 5.35214, 0, 5.35216, 5.35214, 5.35214, 5.35214, 5.35214, 5.35214, 5.35214, 5.35214, 5.35214, 5.35214, 5.35214, 5.35214, 5.35214, 5.35214, 5.35214, 5.35214, 5.35214, 5.35214
10.5883, 3.0539, 5.33397, 5.33395, 2.24809, -2.28007, 5.33395, 0, 5.33397, 5.33395, 5.33395, 5.33395, 5.33395, 5.33395, 5.33395, 5.33395, 5.33395, 5.33395, 5.33395, 5.33395, 5.33395, 5.33395, 5.33395, 5.33395, 5.33395, 5.33395
10.5961, 0.997405, 5.32622, 5.3262, 1.7313, -4.32882, 5.3262, 0, 5.32622, 5.3262, 5.3262, 5.3262, 5.3262, 5.3262, 5.3262, 5.3262, 5.3262, 5.3262, 5.3262, 5.3262, 5.3262, 5.3262, 5.3262, 5.3262, 5.3262, 5.3262
10.604, 4.93407, 5.31382, 5.31379, 2.63326, -0.379747, 5.31379, 0, 5.31381, 5.31379, 5.31379, 5.31379, 5.31379, 5.31379, 5.31379, 5.31379, 5.31379, 5.31379, 5.31379, 5.31379, 5.31379, 5.31379, 5.31379, 5.31379, 5.31379, 5.31379
10.6118, 9.66419, 5.29733, 5.29731, 3.41529, 4.36686, 5.29731, 0, 5.29733, 5.29731, 5.29731, 5.29731, 5.29731, 5.29731, 5.29731, 5.29731, 5.29731, 5.29731, 5.29731, 5.29731, 5.29731, 5.29731, 5.29731, 5.29731, 5.29731, 5.29731
10.6197, 8.1886, 5.27883, 5.2788, 3.19196, 2.90977, 5.2788, 0, 5.27883, 5.2788, 5.2788, 5.2788, 5.2788, 5.2788, 5.2788, 5.2788, 5.2788, 5.2788, 5.2788, 5.2788, 5.2788, 5.2788, 5.27881, 5.2788, 5.2788, 5.2788
10.6276, 6.06196, 5.26036, 5.26034, 2.83936, 0.801597, 5.26034, 0, 5.26036, 5.26034, 5.26034, 5.26034, 5.26034, 5.26034, 5.26034, 5.26034, 5.26034, 5.26034, 5.26034, 5.26034, 5.26034, 5.26034, 5.26034, 5.26034, 5.26034, 5.26034
10.6354, 4.06592, 5.25884, 5.25881, 2.46291, -1.19291, 5.25881, 0, 5.25884, 5.25881, 5.25881, 5.25881, 5.25881, 5.25881, 5.25881, 5.25881, 5.25881, 5.25881, 5.25881, 5.25881, 5.25881, 5.25881, 5.25881, 5.25881, 5.25881, 5.25881
10.6433, 4.91958, 5.2527, 5.25267, 2.63051, -0.333122, 5.25267, 0, 5.2527, 5.25267, 5.25267, 5.25267, 5.25267, 5.25267, 5.25267, 5.25267, 5.25267, 5.25267, 5.25267, 5.25267, 5.25267, 5.25267, 5.25268, 5.25267, 5.25267, 5.25267
10.6512, 8.91487, 5.24234, 5.24231, 3.30377, 3.67253, 5.24231, 0, 5.24234, 5.24231, 5.24231, 5.24231, 5.24231, 5.24231, 5.24231, 5.24231, 5.24231, 5.24231, 5.24231, 5.24231, 5.24231, 5.24231, 5.24231, 5.24231, 5.24231, 5.24231
10.659, 3.23161, 5.22987, 5.22985, 2.28727, -1.99827, 5.22985, 0, 5.22987, 5.22985, 5.22985, 5.22985, 5.22985, 5.22985, 5.22985, 5.22985, 5.22985, 5.22985, 5.22985, 5.22985, 5.22985, 5.22985, 5.22985, 5.22985, 5.22985, 5.22985
10.6669, 3.83159, 5.21743, 5.2174, 2.41487, -1.38584, 5.2174, 0, 5.21742, 5.2174, 5.2174, 5.2174, 5.2174, 5.2174, 5.2174, 5.2174, 5.2174, 5.2174, 5.2174, 5.2174, 5.2174, 5.2174, 5.2174, 5.2174, 5.2174, 5.2174
10.6748, 8.99294, 5.21356, 5.21353, 3.31556, 3.77938, 5.21353, 0, 5.21356, 5.21353, 5.21353, 5.21353, 5.21353, 5.21353, 5.21353, 5.21353, 5.21353, 5.21353, 5.21353, 5.21353, 5.21353, 5.21353, 5.21354, 5.21353, 5.21353, 5.21353
10.6826, 3.90471, 5.2066, 5.20657, 2.42996, -1.30189, 5.20657, 0, 5.20659, 5.20657, 5.20657, 5.20657, 5.20657, 5.20657, 5.20657, 5.20657, 5.20657, 5.20657, 5.20657, 5.20657, 5.20657, 5.20657, 5.20657, 5.20657, 5.20657, 5.20657
10.6905, 9.99058, 5.19687, 5.19684, 3.46274, 4.79372, 5.19684, 0, 5.19686, 5.19684, 5.19684, 5.19684, 5.19684, 5.19684, 5.19684, 5.19684, 5.19684, 5.19684, 5.19684, 5.19684, 5.19684, 5.19684, 5.19684, 5.19684, 5.19684, 5.19684
10.6983, 3.26828, 5.18576, 5.18573, 2.29527, -1.91748, 5.18573, 0, 5.18576, 5.18573, 5.18573, 5.18573, 5.18573, 5.18573, 5.18573, 5.18573, 5.18573, 5.18573, 5.18573, 5.18573, 5.18573, 5.18573, 5.18574, 5.18573, 5.18573, 5.18573
10.7062, 4.99741, 5.17467, 5.17464, 2.64526, -0.177258, 5.17464, 0, 5.17467, 5.17464, 5.17464, 5.17464, 5.17464, 5.17464, 5.17464, 5.17464, 5.17464, 5.17464, 5.17464, 5.17464, 5.17464, 5.17464, 5.17464, 5.17464, 5.17464, 5.17464
10.7141, 8.51003, 5.16921, 5.16918, 3.24192, 3.34082, 5.16918, 0, 5.16921, 5.16918, 5.16918, 5.16918, 5.16918, 5.16918, 5.16918, 5.16918, 5.16918, 5.16918, 5.16918, 5.16918, 5.16918, 5.16918, 5.16918, 5.16918, 5.16918, 5.16918
10.7219, 5.18563, 5.16153, 5.1615, 2.6806, 0.0240941, 5.1615, 0, 5.16153, 5.1615, 5.1615, 5.1615, 5.1615, 5.1615, 5.1615, 5.1615, 5.1615, 5.1615, 5.1615, 5.1615, 5.1615, 5.1615, 5.16151, 5.1615, 5.1615, 5.1615
10.7298, 8.88773, 5.15187, 5.15184, 3.29966, 3.73586, 5.15184, 0, 5.15187, 5.15184, 5.15184, 5.15184, 5.15184, 5.15184, 5.15184, 5.15184, 5.15184, 5.15184, 5.15184, 5.15184, 5.15184, 5.15184, 5.15184, 5.15184, 5.15184, 5.15184
10.7377, 6.19765, 5.14122, 5.14119, 2.86315, 1.05643, 5.14119, 0, 5.14122, 5.14119, 5.14119, 5.14119, 5.14119, 5.14119, 5.14119, 5.14119, 5.14119, 5.14119, 5.14119, 5.14119, 5.14119, 5.14119, 5.14119, 5.14119, 5.14119, 5.14119
10.7455, 10.6717, 5.13058, 5.13055, 3.55974, 5.54117, 5.13055, 0, 5.13058, 5.13055, 5.13055, 5.13055, 5.13055, 5.13055, 5.13055, 5.13055, 5.13055, 5.13055, 5.13055, 5.13055, 5.13055, 5.13055, 5.13056, 5.13055, 5.13055, 5.13055
10.7534, 6.4233, 5.12433, 5.1243, 2.90229, 1.29896, 5.1243, 0, 5.12433, 5.1243, 5.1243, 5.1243, 5.1243, 5.1243, 5.1243, 5.1243, 5.1243, 5.1243, 5.1243, 5.1243, 5.1243, 5.1243, 5.12431, 5.1243, 5.1243, 5.1243
10.7612, 5.10731, 5.1164, 5.11637, 2.66595, -0.00908661, 5.11637, 0, 5.1164, 5.11637, 5.11637, 5.11637, 5.11637, 5.11637, 5.11637, 5.11637, 5.11637, 5.11637, 5.11637, 5.11637, 5.11637, 5.11637, 5.11637, 5.11637, 5.11637, 5.11637
10.7691, 7.65433, 5.10698, 5.10695, 3.10714, 2.54735, 5.10695, 0, 5.10698, 5.10695, 5.10695, 5.10695, 5.10695, 5.10695, 5.10695, 5.10695, 5.10695, 5.10695, 5.10695, 5.10695, 5.10695, 5.10695, 5.10695, 5.10695, 5.10695, 5.10695
10.777, 6.10688, 5.09683, 5.0968, 2.84726, 1.01006, 5.0968, 0, 5.09682, 5.0968, 5.0968, 5.0968, 5.0968, 5.0968, 5.0968, 5.0968, 5.0968, 5.0968, 5.0968, 5.0968, 5.0968, 5.0968, 5.0968, 5.0968, 5.0968, 5.0968
10.7848, 4.99331, 5.08668, 5.08665, 2.64449, -0.0933738, 5.08665, 0, 5.08668, 5.08665, 5.08665, 5.08665, 5.08665, 5.08665, 5.08665, 5.08665, 5.08665, 5.08665, 5.08665, 5.08665, 5.08665, 5.08665, 5.08666, 5.08665, 5.08665, 5.08665
10.7927, 1.23569, 5.0795, 5.07948, 1.7988, -3.84382, 5.07948, 0, 5.0795, 5.07948, 5.07948, 5.07948, 5.07948, 5.07948, 5.07948, 5.07948, 5.07948, 5.07948, 5.07948, 5.07948, 5.07948, 5.07948, 5.07948, 5.07948, 5.07948, 5.07948
10.8006, 8.37732, 5.07099, 5.07096, 3.22139, 3.30633, 5.07096, 0, 5.07099, 5.07096, 5.07096, 5.07096, 5.07096, 5.07096, 5.07096, 5.07096, 5.07096, 5.07096, 5.07096, 5.07096, 5.07096, 5.07096, 5.07096, 5.07096, 5.07096, 5.07096
10.8084, 7.11289, 5.06131, 5.06128, 3.01876, 2.05158, 5.06128, 0, 5.06131, 5.06128, 5.06128, 5.06128, 5.06128, 5.06128, 5.06128, 5.06128, 5.06128, 5.06128, 5.06128, 5.06128, 5.06128, 5.06128, 5.06129, 5.06128, 5.06128, 5.06128
10.8163, 5.37364, 5.05106, 5.05103, 2.71544, 0.322581, 5.05103, 0, 5.05105, 5.05103, 5.05103, 5.05103, 5.05103, 5.05103, 5.05103, 5.05103, 5.05103, 5.05103, 5.05103, 5.05103, 5.05103, 5.05103, 5.05103, 5.05103, 5.05103, 5.05103
10.8241, 2.99501, 5.04081, 5.04078, 2.23495, -2.0458, 5.04078, 0, 5.04081, 5.04078, 5.04078, 5.04078, 5.04078, 5.04078, 5.04078, 5.04078, 5.04078, 5.04078, 5.04078, 5.04078, 5.04078, 5.04078, 5.04079, 5.04078, 5.04078, 5.04078
10.832, 5.5948, 5.03342, 5.03339, 2.75587, 0.561375, 5.03339, 0, 5.03342, 5.03339, 5.03339, 5.03339, 5.03339, 5.03339, 5.03339, 5.03339, 5.03339, 5.03339, 5.03339, 5.03339, 5.03339, 5.03339, 5.03339, 5.03339, 5.03339, 5.03339
10.8399, 4.39579, 5.02486, 5.02483, 2.52899, -0.629076, 5.02483, 0, 5.02486, 5.02483, 5.02483, 5.02483, 5.02483, 5.02483, 5.02483, 5.02483, 5.02483, 5.02483, 5.02483, 5.02483, 5.02483, 5.02483, 5.02484, 5.02483, 5.02483, 5.02483
10.8477, 6.57943, 5.01529, 5.01526, 2.92907, 1.56414, 5.01526, 0, 5.01529, 5.01526, 5.01526, 5.01526, 5.01526, 5.01526, 5.01526, 5.01526, 5.01526, 5.01526, 5.01526, 5.01526, 5.01526, 5.01526, 5.01526, 5.01526, 5.01526, 5.01526
10.8556, 3.55192, 5.00522, 5.00519, 2.35625, -1.4533, 5.00519, 0, 5.00521, 5.00519, 5.00519, 5.00519, 5.00519, 5.00519, 5.00519, 5.00519, 5.00519, 5.00519, 5.00519, 5.00519, 5.00519, 5.00519, 5.00519, 5.00519, 5.00519, 5.00519
10.8635, 7.71103, 4.99515, 4.99512, 3.11625, 2.71588, 4.99512, 0, 4.99515, 4.99512, 4.99512, 4.99512, 4.99512, 4.99512, 4.99512, 4.99512, 4.99512, 4.99512, 4.99512, 4.99512, 4.99512, 4.99512, 4.99513, 4.99512, 4.99512, 4.99512
10.8713, 7.84684, 4.987, 4.98697, 3.13797, 2.85984, 4.98697, 0, 4.987, 4.98697, 4.98697, 4.98697, 4.98697, 4.98697, 4.98697, 4.98697, 4.98697, 4.98697, 4.98697, 4.98697, 4.98697, 4.98697, 4.98698, 4.98697, 4.98697, 4.98697
10.8792, 7.84259, 4.97785, 4.97782, 3.13729, 2.86474, 4.97782, 0, 4.97785, 4.97782, 4.97782, 4.97782, 4.97782, 4.97782, 4.97782, 4.97782, 4.97782, 4.97782, 4.97782, 4.97782, 4.97782, 4.97782, 4.97782, 4.97782, 4.97782, 4.97782
10.8871, 8.28863, 4.96784, 4.96781, 3.20759, 3.32079, 4.96781, 0, 4.96784, 4.96781, 4.96781, 4.96781, 4.96781, 4.96781, 4.96781, 4.96781, 4.96781, 4.96781, 4.96781, 4.96781, 4.96781, 4.96781, 4.96781, 4.96781, 4.96781, 4.96781
10.8949, 4.14585, 4.9574, 4.95737, 2.47908, -0.811555, 4.95737, 0, 4.9574, 4.95737, 4.95737, 4.95737, 4.95737, 4.95737, 4.95737, 4.95737, 4.95737, 4.95737, 4.95737, 4.95737, 4.95737, 4.95737, 4.95738, 4.95737, 4.95737, 4.95737
10.9028, 12.219, 4.94698, 4.94695, 3.7708, 7.27198, 4.94695, 0, 4.94698, 4.94695, 4.94695, 4.94695, 4.94695, 4.94695, 4.94695, 4.94695, 4.94695, 4.94695, 4.94695, 4.94695, 4.94695, 4.94695, 4.94695, 4.94695, 4.94695, 4.94695
10.9106, 8.45589, 4.93874, 4.93871, 3.23356, 3.51714, 4.93871, 0, 4.93874, 4.93871, 4.93871, 4.93871, 4.93871, 4.93871, 4.93871, 4.93871, 4.93871, 4.93871, 4.93871, 4.93871, 4.93871, 4.93871, 4.93872, 4.93871, 4.93871, 4.93871
10.9185, 5.99017, 4.9296, 4.92957, 2.82669, 1.06057, 4.92957, 0, 4.9296, 4.92957, 4.92957, 4.92957, 4.92957, 4.92957, 4.92957, 4.92957, 4.92957, 4.92957, 4.92957, 4.92957, 4.92957, 4.92957, 4.92957, 4.92957, 4.92957, 4.92957
10.9264, 6.9905, 4.91967, 4.91964, 2.99842, 2.07084, 4.91964, 0, 4.91967, 4.91964, 4.91964, 4.91964, 4.91964, 4.91964, 4.91964, 4.91964, 4.91964, 4.91964, 4.91964, 4.91964, 4.91964, 4.91964, 4.91964, 4.91964, 4.91964, 4.91964
10.9342, 6.65998, 4.90935, 4.90932, 2.94278, 1.75063, 4.90932, 0, 4.90935, 4.90932, 4.90932, 4.90932, 4.90932, 4.90932, 4.90932, 4.90932, 4.90932, 4.90932, 4.90932, 4.90932, 4.90932, 4.90932, 4.90932, 4.90932, 4.90932, 4.90932
10.9421, 7.65551, 4.89904, 4.89901, 3.10733, 2.75647, 4.89901, 0, 4.89904, 4.89901, 4.89901, 4.89901, 4.89901, 4.89901, 4.89901, 4.89901, 4.89901, 4.89901, 4.89901, 4.89901, 4.89901, 4.89901, 4.89901, 4.89901, 4.89901, 4.89901
10.95, 3.99529, 4.89002, 4.88999, 2.44853, -0.894731, 4.88999, 0, 4.89002, 4.88999, 4.88999, 4.88999, 4.88999, 4.88999, 4.88999, 4.88999, 4.88999, 4.88999, 4.88999, 4.88999, 4.88999, 4.88999, 4.88999, 4.88999, 4.88999, 4.88999
10.9578, 4.99504, 4.88022, 4.88019, 2.64481, 0.114826, 4.88019, 0, 4.88022, 4.88019, 4.88019, 4.88019, 4.88019, 4.88019, 4.88019, 4.88019, 4.88019, 4.88019, 4.88019, 4.88019, 4.88019, 4.88019, 4.88019, 4.88019, 4.88019, 4.88019
10.9657, 1.34449, 4.86974, 4.86971, 1.82879, -3.52526, 4.86971, 0, 4.86974, 4.86971, 4.86971, 4.86971, 4.86971, 4.86971, 4.86971, 4.86971, 4.86971, 4.86971, 4.86971, 4.86971, 4.86971, 4.86971, 4.86972, 4.86971, 4.86971, 4.86971
10.9735, 4.46914, 4.85894, 4.85891, 2.54345, -0.389799, 4.85891, 0, 4.85894, 4.85891, 4.85891, 4.85891, 4.85891, 4.85891, 4.85891, 4.85891, 4.85891, 4.85891, 4.85891, 4.85891, 4.85891, 4.85891, 4.85892, 4.85891, 4.85891, 4.85891
10.9814, 5.17179, 4.84815, 4.84812, 2.67802, 0.323638, 4.84812, 0, 4.84815, 4.84812, 4.84812, 4.84812, 4.84812, 4.84812, 4.84812, 4.84812, 4.84812, 4.84812, 4.84812, 4.84812, 4.84812, 4.84812, 4.84813, 4.84812, 4.84812, 4.84812
10.9893, 5.17716, 4.83914, 4.83911, 2.67902, 0.338017, 4.83911, 0, 4.83914, 4.83911, 4.83911, 4.83911, 4.83911, 4.83911, 4.83911, 4.83911, 4.83911, 4.83911, 4.83911, 4.83911, 4.83911, 4.83911, 4.83911, 4.83911, 4.83911, 4.83911
10.9971, 9.2606, 4.82937, 4.82934, 3.35568, 4.43122, 4.82934, 0, 4.82937, 4.82934, 4.82934, 4.82934, 4.82934, 4.82934, 4.82934, 4.82934, 4.82934, 4.82934, 4.82934, 4.82934, 4.82934, 4.82934, 4.82935, 4.82934, 4.82934, 4.82934
11.005, 8.17435, 4.81897, 4.81894, 3.18973, 3.35538, 4.81894, 0, 4.81896, 4.81894, 4.81894, 4.81894, 4.81894, 4.81894, 4.81894, 4.81894, 4.81894, 4.81894, 4.81894, 4.81894, 4.81894, 4.81894, 4.81894, 4.81894, 4.81894, 4.81894
11.0129, 3.55799, 4.80824, 4.80821, 2.35754, -1.25025, 4.80821, 0, 4.80824, 4.80821, 4.80821, 4.80821, 4.80821, 4.80821, 4.80821, 4.80821, 4.80821, 4.80821, 4.80821, 4.80821, 4.80821, 4.80821, 4.80822, 4.80821, 4.80821, 4.80821
11.0207, 3.61462, 4.79753, 4.7975, 2.36952, -1.18291, 4.7975, 0, 4.79753, 4.7975, 4.7975, 4.7975, 4.7975, 4.7975, 4.7975, 4.7975, 4.7975, 4.7975, 4.7975, 4.7975, 4.7975, 4.7975, 4.7975, 4.7975, 4.7975, 4.7975
11.0286, 8.18629, 4.78773, 4.7877, 3.1916, 3.39857, 4.7877, 0, 4.78772, 4.7877, 4.7877, 4.7877, 4.7877, 4.7877, 4.7877, 4.7877, 4.7877, 4.7877, 4.7877, 4.7877, 4.7877, 4.7877, 4.7877, 4.7877, 4.7877, 4.7877
11.0365, 3.19177, 4.77726, 4.77723, 2.27855, -1.58549, 4.77723, 0, 4.77726, 4.77723, 4.77723, 4.77723, 4.77723, 4.77723, 4.77723, 4.77723, 4.77723, 4.77723, 4.77723, 4.77723, 4.77723, 4.77723, 4.77723, 4.77723, 4.77723, 4.77723
11.0443, 6.40124, 4.76623, 4.7662, 2.89849, 1.63501, 4.7662, 0, 4.76623, 4.7662, 4.7662, 4.7662, 4.7662, 4.7662, 4.7662, 4.7662, 4.7662, 4.7662, 4.7662, 4.7662, 4.7662, 4.7662, 4.7662, 4.7662, 4.7662, 4.7662
11.0522, 5.19133, 4.75493, 4.7549, 2.68166, 0.436392, 4.7549, 0, 4.75493, 4.7549, 4.7549, 4.7549, 4.7549, 4.7549, 4.7549, 4.7549, 4.7549, 4.7549, 4.7549, 4.7549, 4.7549, 4.7549, 4.7549, 4.7549, 4.7549, 4.7549
11.06, 5.19678, 4.74365, 4.74362, 2.68268, 0.453131, 4.74362, 0, 4.74364, 4.74362, 4.74362, 4.74362, 4.74362, 4.74362, 4.74362, 4.74362, 4.74362, 4.74362, 4.74362, 4.74362, 4.74362, 4.74362, 4.74362, 4.74362, 4.74362, 4.74362
11.0679, 4.40694, 4.73393, 4.7339, 2.53119, -0.326988, 4.7339, 0, 4.73392, 4.7339, 4.7339, 4.7339, 4.7339, 4.7339, 4.7339, 4.7339, 4.7339, 4.7339, 4.7339, 4.7339, 4.7339, 4.7339, 4.7339, 4.7339, 4.7339, 4.7339
11.0758, 4.37472, 4.72353, 4.7235, 2.52482, -0.348808, 4.7235, 0, 4.72353, 4.7235, 4.7235, 4.7235, 4.7235, 4.7235, 4.7235, 4.7235, 4.7235, 4.7235, 4.7235, 4.7235, 4.7235, 4.7235, 4.7235, 4.7235, 4.7235, 4.7235
11.0836, 5.20397, 4.71256, 4.71252, 2.68402, 0.491408, 4.71252, 0, 4.71255, 4.71252, 4.71252, 4.71252, 4.71252, 4.71252, 4.71252, 4.71252, 4.71252, 4.71252, 4.71252, 4.71252, 4.71252, 4.71252, 4.71253, 4.71252, 4.71252, 4.71252
11.0915, 4.78162, 4.7013, 4.70127, 2.60415, 0.0803113, 4.70127, 0, 4.7013, 4.70127, 4.70127, 4.70127, 4.70127, 4.70127, 4.70127, 4.70127, 4.70127, 4.70127, 4.70127, 4.70127, 4.70127, 4.70127, 4.70127, 4.70127, 4.70127, 4.70127
11.0994, 4.20822, 4.69007, 4.69003, 2.49163, -0.481843, 4.69003, 0, 4.69006, 4.69003, 4.69003, 4.69003, 4.69003, 4.69003, 4.69003, 4.69003, 4.69003, 4.69003, 4.69003, 4.69003, 4.69003, 4.69003, 4.69004, 4.69003, 4.69003, 4.69003
11.1072, 4.5596, 4.67959, 4.67956, 2.56117, -0.119987, 4.67956, 0, 4.67959, 4.67956, 4.67956, 4.67956, 4.67956, 4.67956, 4.67956, 4.67956, 4.67956, 4.67956, 4.67956, 4.67956, 4.67956, 4.67956, 4.67956, 4.67956, 4.67956, 4.67956
11.1151, 6.43098, 4.66848, 4.66845, 2.90361, 1.7625, 4.66845, 0, 4.66848, 4.66845, 4.66845, 4.66845, 4.66845, 4.66845, 4.66845, 4.66845, 4.66845, 4.66845, 4.66845, 4.66845, 4.66845, 4.66845, 4.66845, 4.66845, 4.66845, 4.66845
11.1229, 8.32689, 4.65683, 4.6568, 3.21355, 3.67006, 4.6568, 0, 4.65683, 4.6568, 4.6568, 4.6568, 4.6568, 4.6568, 4.6568, 4.6568, 4.6568, 4.6568, 4.6568, 4.6568, 4.6568, 4.6568, 4.6568, 4.6568, 4.6568, 4.6568
11.1308, 5.98823, 4.64492, 4.64489, 2.82635, 1.34331, 4.64489, 0, 4.64492, 4.64489, 4.64489, 4.64489, 4.64489, 4.64489, 4.64489, 4.64489, 4.64489, 4.64489, 4.64489, 4.64489, 4.64489, 4.64489, 4.64489, 4.64489, 4.64489, 4.64489
11.1387, 6.67032, 4.63302, 4.63299, 2.94454, 2.03729, 4.63299, 0, 4.63302, 4.63299, 4.63299, 4.63299, 4.63299, 4.63299, 4.63299, 4.63299, 4.63299, 4.63299, 4.63299, 4.63299, 4.63299, 4.63299, 4.63299, 4.63299, 4.63299, 4.63299
11.1465, 10.6146, 4.62271, 4.62268, 3.5517, 5.99185, 4.62268, 0, 4.62271, 4.62268, 4.62268, 4.62268, 4.62268, 4.62268, 4.62268, 4.62268, 4.62268, 4.62268, 4.62268, 4.62268, 4.62268, 4.62268, 4.62268, 4.62268, 4.62268, 4.62268
11.1544, 5.60843, 4.6117, 4.61167, 2.75834, 0.996727, 4.61167, 0, 4.6117, 4.61167, 4.61167, 4.61167, 4.61167, 4.61167, 4.61167, 4.61167, 4.61167, 4.61167, 4.61167, 4.61167, 4.61167, 4.61167, 4.61167, 4.61167, 4.61167, 4.61167
11.1623, 5.52763, 4.60009, 4.60006, 2.74365, 0.927539, 4.60006, 0, 4.60009, 4.60006, 4.60006, 4.60006, 4.60006, 4.60006, 4.60006, 4.60006, 4.60006, 4.60006, 4.60006, 4.60006, 4.60006, 4.60006, 4.60006, 4.60006, 4.60006, 4.60006
11.1701, 4.70483, 4.5882, 4.58817, 2.58937, 0.116628, 4.58817, 0, 4.5882, 4.58817, 4.58817, 4.58817, 4.58817, 4.58817, 4.58817, 4.58817, 4.58817, 4.58817, 4.58817, 4.58817, 4.58817, 4.58817, 4.58817, 4.58817, 4.58817, 4.58817
11.178, 9.56208, 4.57633, 4.5763, 3.40031, 4.98575, 4.5763, 0, 4.57633, 4.5763, 4.5763, 4.5763, 4.5763, 4.5763, 4.5763, 4.5763, 4.5763, 4.5763, 4.5763, 4.5763, 4.5763, 4.5763, 4.5763, 4.5763, 4.5763, 4.5763
11.1859, 7.46939, 4.56532, 4.56529, 3.07724, 2.90407, 4.56529, 0, 4.56532, 4.56529, 4.56529, 4.56529, 4.56529, 4.56529, 4.56529, 4.56529, 4.56529, 4.56529, 4.56529, 4.56529, 4.56529, 4.56529, 4.56529, 4.56529, 4.56529, 4.56529
11.1937, 8.50161, 4.55361, 4.55357, 3.24062, 3.94801, 4.55357, 0, 4.5536, 4.55357, 4.55357, 4.55357, 4.55357, 4.55357, 4.55357, 4.55357, 4.55357, 4.55357, 4.55357, 4.55357, 4.55357, 4.55357, 4.55358, 4.55357, 4.55357, 4.55357
11.2016, 4.21998, 4.54129, 4.54126, 2.49399, -0.321312, 4.54126, 0, 4.54129, 4.54126, 4.54126, 4.54126, 4.54126, 4.54126, 4.54126, 4.54126, 4.54126, 4.54126, 4.54126, 4.54126, 4.54126, 4.54126, 4.54126, 4.54126, 4.54126, 4.54126
11.2094, 2.99749, 4.52869, 4.52866, 2.23551, -1.5312, 4.52866, 0, 4.52869, 4.52866, 4.52866, 4.52866, 4.52866, 4.52866, 4.52866, 4.52866, 4.52866, 4.52866, 4.52866, 4.52866, 4.52866, 4.52866, 4.52866, 4.52866, 4.52866, 4.52866
11.2173, 3.24944, 4.51611, 4.51607, 2.29117, -1.26666, 4.51607, 0, 4.5161, 4.51607, 4.51607, 4.51607, 4.51607, 4.51607, 4.51607, 4.51607, 4.51607, 4.51607, 4.51607, 4.51607, 4.51607, 4.51607, 4.51607, 4.51607, 4.51607, 4.51607
11.2252, 6.23755, 4.50533, 4.50529, 2.87011, 1.73222, 4.50529, 0, 4.50533, 4.50529, 4.50529, 4.50529, 4.50529, 4.50529, 4.50529, 4.50529, 4.50529, 4.50529, 4.50529, 4.50529, 4.50529, 4.50529, 4.5053, 4.50529, 4.50529, 4.50529
11.233, 2.24919, 4.49374, 4.4937, 2.06136, -2.24454, 4.4937, 0, 4.49373, 4.4937, 4.4937, 4.4937, 4.4937, 4.4937, 4.4937, 4.4937, 4.4937, 4.4937, 4.4937, 4.4937, 4.4937, 4.4937, 4.4937, 4.4937, 4.4937, 4.4937
