   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_248.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
5.33804, 159.834, 158.15, 158.142, 12.7214, 1.68365, 0, 158.142, 158.142, 158.143, 158.149, 158.142, 158.142, 158.142, 158.142, 158.142, 158.142, 158.142, 158.142, 158.142, 158.142, 158.142, 158.142
5.34591, 141.057, 158.639, 158.631, 11.9607, -17.582, 0, 158.631, 158.631, 158.632, 158.638, 158.631, 158.631, 158.631, 158.631, 158.631, 158.631, 158.631, 158.631, 158.631, 158.631, 158.631, 158.631
5.35377, 159.23, 159.126, 159.118, 12.6976, 0.103485, 0, 159.119, 159.119, 159.119, 159.125, 159.118, 159.118, 159.118, 159.118, 159.118, 159.118, 159.118, 159.118, 159.118, 159.118, 159.118, 159.118
5.36163, 142.165, 159.611, 159.604, 12.0069, -17.446, 0, 159.604, 159.604, 159.604, 159.61, 159.604, 159.604, 159.604, 159.604, 159.604, 159.604, 159.604, 159.604, 159.604, 159.604, 159.604, 159.604
5.3695, 165.29, 160.095, 160.087, 12.9341, 5.19568, 0, 160.087, 160.087, 160.088, 160.094, 160.087, 160.087, 160.087, 160.087, 160.087, 160.087, 160.087, 160.087, 160.087, 160.087, 160.087, 160.087
5.37736, 155.223, 160.576, 160.568, 12.5389, -5.35289, 0, 160.568, 160.568, 160.569, 160.575, 160.568, 160.568, 160.568, 160.568, 160.568, 160.568, 160.568, 160.568, 160.568, 160.568, 160.568, 160.568
5.38523, 157.579, 161.055, 161.047, 12.6325, -3.47522, 0, 161.047, 161.047, 161.048, 161.053, 161.047, 161.047, 161.047, 161.047, 161.047, 161.047, 161.047, 161.047, 161.047, 161.047, 161.047, 161.047
5.39309, 149.48, 161.531, 161.524, 12.3077, -12.0515, 0, 161.524, 161.524, 161.525, 161.53, 161.524, 161.524, 161.524, 161.524, 161.524, 161.524, 161.524, 161.524, 161.524, 161.524, 161.524, 161.524
5.40096, 161.549, 162.006, 161.999, 12.7886, -0.456772, 0, 161.999, 161.999, 162, 162.005, 161.999, 161.999, 161.999, 161.999, 161.999, 161.999, 161.999, 161.999, 161.999, 161.999, 161.999, 161.999
5.40882, 157.065, 162.478, 162.472, 12.6121, -5.4137, 0, 162.472, 162.472, 162.473, 162.477, 162.472, 162.472, 162.472, 162.472, 162.472, 162.472, 162.472, 162.472, 162.472, 162.472, 162.472, 162.472
5.41669, 180.958, 162.949, 162.942, 13.5262, 18.0097, 0, 162.942, 162.942, 162.943, 162.947, 162.942, 162.942, 162.942, 162.942, 162.942, 162.942, 162.942, 162.942, 162.942, 162.942, 162.942, 162.942
5.42455, 169.465, 163.416, 163.41, 13.0945, 6.04869, 0, 163.41, 163.41, 163.411, 163.415, 163.41, 163.41, 163.41, 163.41, 163.41, 163.41, 163.41, 163.41, 163.41, 163.41, 163.41, 163.41
5.43241, 175.593, 163.882, 163.875, 13.3264, 11.7108, 0, 163.876, 163.876, 163.877, 163.88, 163.875, 163.875, 163.875, 163.875, 163.875, 163.875, 163.875, 163.875, 163.875, 163.875, 163.875, 163.875
5.44028, 160.626, 164.345, 164.339, 12.7525, -3.71886, 0, 164.339, 164.339, 164.34, 164.343, 164.339, 164.339, 164.339, 164.339, 164.339, 164.339, 164.339, 164.339, 164.339, 164.339, 164.339, 164.339
5.44814, 162.88, 164.806, 164.799, 12.8406, -1.92567, 0, 164.799, 164.8, 164.801, 164.804, 164.799, 164.799, 164.799, 164.799, 164.799, 164.799, 164.799, 164.799, 164.799, 164.799, 164.799, 164.799
5.45601, 148.589, 165.264, 165.258, 12.2715, -16.6745, 0, 165.258, 165.258, 165.26, 165.262, 165.258, 165.258, 165.258, 165.258, 165.258, 165.258, 165.258, 165.258, 165.258, 165.258, 165.258, 165.258
5.46387, 158.989, 165.72, 165.713, 12.6881, -6.73105, 0, 165.713, 165.713, 165.716, 165.717, 165.713, 165.713, 165.713, 165.713, 165.713, 165.713, 165.713, 165.713, 165.713, 165.713, 165.713, 165.713
5.47174, 173.396, 166.173, 166.166, 13.2437, 7.22325, 0, 166.166, 166.167, 166.169, 166.17, 166.166, 166.166, 166.166, 166.166, 166.166, 166.166, 166.166, 166.166, 166.166, 166.166, 166.166, 166.166
5.4796, 166.229, 166.624, 166.617, 12.9703, -0.395218, 0, 166.617, 166.617, 166.62, 166.62, 166.617, 166.617, 166.617, 166.617, 166.617, 166.617, 166.617, 166.617, 166.617, 166.617, 166.617, 166.617
5.48747, 184.257, 167.072, 167.065, 13.6476, 17.1852, 0, 167.065, 167.065, 167.068, 167.068, 167.065, 167.065, 167.065, 167.065, 167.065, 167.065, 167.065, 167.065, 167.065, 167.065, 167.065, 167.065
5.49533, 161.846, 167.518, 167.51, 12.8002, -5.67133, 0, 167.51, 167.51, 167.514, 167.513, 167.51, 167.51, 167.51, 167.51, 167.51, 167.51, 167.51, 167.51, 167.51, 167.51, 167.51, 167.51
5.50319, 172.798, 167.96, 167.952, 13.2211, 4.83708, 0, 167.952, 167.952, 167.957, 167.955, 167.952, 167.952, 167.952, 167.952, 167.952, 167.952, 167.952, 167.952, 167.952, 167.952, 167.952, 167.952
5.51106, 156.308, 168.401, 168.392, 12.582, -12.0927, 0, 168.392, 168.392, 168.397, 168.395, 168.392, 168.392, 168.392, 168.392, 168.392, 168.392, 168.392, 168.392, 168.392, 168.392, 168.392, 168.392
5.51892, 165.324, 168.838, 168.828, 12.9354, -3.51413, 0, 168.829, 168.829, 168.835, 168.831, 168.828, 168.828, 168.828, 168.828, 168.828, 168.828, 168.828, 168.828, 168.828, 168.828, 168.828, 168.828
5.52679, 166.684, 169.273, 169.262, 12.9878, -2.58908, 0, 169.262, 169.262, 169.27, 169.265, 169.262, 169.262, 169.262, 169.262, 169.262, 169.262, 169.262, 169.262, 169.262, 169.262, 169.262, 169.262
5.53465, 167.402, 169.705, 169.693, 13.0155, -2.30286, 0, 169.693, 169.693, 169.702, 169.696, 169.693, 169.693, 169.693, 169.693, 169.693, 169.693, 169.693, 169.693, 169.693, 169.693, 169.693, 169.693
5.54252, 151.797, 170.134, 170.121, 12.4015, -18.3371, 0, 170.121, 170.121, 170.131, 170.124, 170.121, 170.121, 170.121, 170.121, 170.121, 170.121, 170.121, 170.121, 170.121, 170.121, 170.121, 170.121
5.55038, 164.32, 170.56, 170.546, 12.8965, -6.23988, 0, 170.546, 170.546, 170.557, 170.549, 170.546, 170.546, 170.546, 170.546, 170.546, 170.546, 170.546, 170.546, 170.546, 170.546, 170.546, 170.546
5.55825, 165.716, 170.984, 170.968, 12.9505, -5.26787, 0, 170.968, 170.968, 170.981, 170.97, 170.968, 170.968, 170.968, 170.968, 170.968, 170.968, 170.968, 170.968, 170.968, 170.968, 170.968, 170.968
5.56611, 147.976, 171.404, 171.387, 12.2465, -23.4277, 0, 171.387, 171.387, 171.401, 171.389, 171.387, 171.387, 171.387, 171.387, 171.387, 171.387, 171.387, 171.387, 171.387, 171.387, 171.387, 171.387
5.57397, 157.254, 171.821, 171.802, 12.6196, -14.5674, 0, 171.802, 171.803, 171.819, 171.805, 171.802, 171.802, 171.802, 171.802, 171.802, 171.802, 171.802, 171.802, 171.802, 171.802, 171.802, 171.802
5.58184, 174.824, 172.236, 172.215, 13.2975, 2.58882, 0, 172.215, 172.215, 172.233, 172.217, 172.215, 172.215, 172.215, 172.215, 172.215, 172.215, 172.215, 172.215, 172.215, 172.215, 172.215, 172.215
5.5897, 181.948, 172.647, 172.624, 13.5627, 9.3009, 0, 172.624, 172.624, 172.644, 172.626, 172.624, 172.624, 172.624, 172.624, 172.624, 172.624, 172.624, 172.624, 172.624, 172.624, 172.624, 172.624
5.59757, 177.372, 173.055, 173.03, 13.393, 4.31718, 0, 173.03, 173.03, 173.052, 173.032, 173.03, 173.03, 173.03, 173.03, 173.03, 173.03, 173.03, 173.03, 173.03, 173.03, 173.03, 173.03
5.60543, 155.97, 173.459, 173.432, 12.5686, -17.489, 0, 173.432, 173.432, 173.457, 173.435, 173.432, 173.432, 173.432, 173.432, 173.432, 173.432, 173.432, 173.432, 173.432, 173.432, 173.432, 173.432
5.6133, 159.661, 173.861, 173.831, 12.7146, -14.1996, 0, 173.832, 173.832, 173.858, 173.834, 173.831, 173.831, 173.831, 173.831, 173.831, 173.831, 173.831, 173.831, 173.831, 173.831, 173.831, 173.831
5.62116, 156.644, 174.259, 174.227, 12.5954, -17.6151, 0, 174.227, 174.227, 174.256, 174.23, 174.227, 174.227, 174.227, 174.227, 174.227, 174.227, 174.227, 174.227, 174.227, 174.227, 174.227, 174.227
5.62903, 152.41, 174.654, 174.619, 12.4262, -22.2437, 0, 174.62, 174.62, 174.651, 174.622, 174.619, 174.619, 174.619, 174.619, 174.619, 174.619, 174.619, 174.619, 174.619, 174.619, 174.619, 174.619
5.63689, 183.33, 175.045, 175.008, 13.6136, 8.28564, 0, 175.008, 175.008, 175.042, 175.011, 175.008, 175.008, 175.008, 175.008, 175.008, 175.008, 175.008, 175.008, 175.008, 175.008, 175.008, 175.008
5.64475, 193.356, 175.432, 175.393, 13.977, 17.9237, 0, 175.393, 175.393, 175.429, 175.396, 175.393, 175.393, 175.393, 175.393, 175.393, 175.393, 175.393, 175.393, 175.393, 175.393, 175.393, 175.393
5.65262, 177.578, 175.816, 175.775, 13.4007, 1.76198, 0, 175.775, 175.775, 175.813, 175.777, 175.775, 175.775, 175.775, 175.775, 175.775, 175.775, 175.775, 175.775, 175.775, 175.775, 175.775, 175.775
5.66048, 152.98, 176.196, 176.153, 12.4491, -23.2161, 0, 176.153, 176.153, 176.193, 176.155, 176.153, 176.153, 176.153, 176.153, 176.153, 176.153, 176.153, 176.153, 176.153, 176.153, 176.153, 176.153
5.66835, 162.185, 176.572, 176.527, 12.8135, -14.387, 0, 176.527, 176.527, 176.57, 176.53, 176.527, 176.527, 176.527, 176.527, 176.527, 176.527, 176.527, 176.527, 176.527, 176.527, 176.527, 176.527
5.67621, 167.638, 176.945, 176.897, 13.0245, -9.30652, 0, 176.898, 176.898, 176.942, 176.9, 176.897, 176.897, 176.897, 176.897, 176.897, 176.897, 176.897, 176.897, 176.897, 176.897, 176.897, 176.897
5.68408, 177.449, 177.313, 177.264, 13.3959, 0.136169, 0, 177.264, 177.264, 177.31, 177.267, 177.264, 177.264, 177.264, 177.264, 177.264, 177.264, 177.264, 177.264, 177.264, 177.264, 177.264, 177.264
5.69194, 146.684, 177.677, 177.627, 12.1936, -30.9937, 0, 177.627, 177.627, 177.674, 177.63, 177.627, 177.627, 177.627, 177.627, 177.627, 177.627, 177.627, 177.627, 177.627, 177.627, 177.627, 177.627
5.69981, 164.054, 178.038, 177.986, 12.8862, -13.9841, 0, 177.986, 177.986, 178.035, 177.989, 177.986, 177.986, 177.986, 177.986, 177.986, 177.986, 177.986, 177.986, 177.986, 177.986, 177.986, 177.986
5.70767, 180.802, 178.394, 178.341, 13.5204, 2.4081, 0, 178.341, 178.341, 178.391, 178.344, 178.341, 178.341, 178.341, 178.341, 178.341, 178.341, 178.341, 178.341, 178.341, 178.341, 178.341, 178.341
5.71553, 166.683, 178.746, 178.692, 12.9878, -12.0631, 0, 178.693, 178.693, 178.743, 178.695, 178.692, 178.692, 178.692, 178.692, 178.692, 178.692, 178.692, 178.692, 178.692, 178.692, 178.692, 178.692
5.7234, 148.976, 179.094, 179.04, 12.2872, -30.118, 0, 179.04, 179.04, 179.091, 179.043, 179.04, 179.04, 179.04, 179.04, 179.04, 179.04, 179.04, 179.04, 179.04, 179.04, 179.04, 179.04
5.73126, 172.769, 179.437, 179.383, 13.22, -6.66879, 0, 179.383, 179.384, 179.434, 179.386, 179.383, 179.383, 179.383, 179.383, 179.383, 179.383, 179.383, 179.383, 179.383, 179.383, 179.383, 179.383
5.73913, 167.259, 179.777, 179.723, 13.01, -12.5172, 0, 179.723, 179.723, 179.773, 179.725, 179.723, 179.723, 179.723, 179.723, 179.723, 179.723, 179.723, 179.723, 179.723, 179.723, 179.723, 179.723
5.74699, 163.923, 180.112, 180.058, 12.8811, -16.1888, 0, 180.058, 180.059, 180.109, 180.061, 180.058, 180.058, 180.058, 180.058, 180.058, 180.058, 180.058, 180.058, 180.058, 180.058, 180.058, 180.058
5.75486, 166.632, 180.443, 180.39, 12.9859, -13.8103, 0, 180.39, 180.39, 180.439, 180.393, 180.39, 180.39, 180.39, 180.39, 180.39, 180.39, 180.39, 180.39, 180.39, 180.39, 180.39, 180.39
5.76272, 176.146, 180.77, 180.718, 13.3471, -4.62335, 0, 180.718, 180.718, 180.766, 180.721, 180.718, 180.718, 180.718, 180.718, 180.718, 180.718, 180.718, 180.718, 180.718, 180.718, 180.718, 180.718
5.77059, 170.796, 181.092, 181.042, 13.1452, -10.2959, 0, 181.042, 181.042, 181.089, 181.045, 181.042, 181.042, 181.042, 181.042, 181.042, 181.042, 181.042, 181.042, 181.042, 181.042, 181.042, 181.042
5.77845, 166.807, 181.411, 181.362, 12.9926, -14.6039, 0, 181.362, 181.362, 181.408, 181.365, 181.362, 181.362, 181.362, 181.362, 181.362, 181.362, 181.362, 181.362, 181.362, 181.362, 181.362, 181.362
5.78631, 175.397, 181.726, 181.679, 13.3191, -6.3286, 0, 181.679, 181.679, 181.723, 181.682, 181.679, 181.679, 181.679, 181.679, 181.679, 181.679, 181.679, 181.679, 181.679, 181.679, 181.679, 181.679
5.79418, 166.037, 182.037, 181.992, 12.9629, -16.0005, 0, 181.992, 181.992, 182.034, 181.995, 181.992, 181.992, 181.992, 181.992, 181.992, 181.992, 181.992, 181.992, 181.992, 181.992, 181.992, 181.992
5.80204, 174.44, 182.345, 182.301, 13.2831, -7.90521, 0, 182.301, 182.301, 182.341, 182.304, 182.301, 182.301, 182.301, 182.301, 182.301, 182.301, 182.301, 182.301, 182.301, 182.301, 182.301, 182.301
5.80991, 176.164, 182.649, 182.608, 13.3478, -6.48462, 0, 182.608, 182.608, 182.646, 182.611, 182.608, 182.608, 182.608, 182.608, 182.608, 182.608, 182.608, 182.608, 182.608, 182.608, 182.608, 182.608
5.81777, 183.93, 182.95, 182.911, 13.6356, 0.980255, 0, 182.911, 182.911, 182.947, 182.914, 182.911, 182.911, 182.911, 182.911, 182.911, 182.911, 182.911, 182.911, 182.911, 182.911, 182.911, 182.911
5.82564, 183.281, 183.249, 183.212, 13.6118, 0.032608, 0, 183.212, 183.212, 183.245, 183.215, 183.212, 183.212, 183.212, 183.212, 183.212, 183.212, 183.212, 183.212, 183.212, 183.212, 183.212, 183.212
5.8335, 178.384, 183.544, 183.509, 13.4307, -5.16032, 0, 183.509, 183.51, 183.541, 183.512, 183.509, 183.509, 183.509, 183.509, 183.509, 183.509, 183.509, 183.509, 183.509, 183.509, 183.509, 183.509
5.84137, 183.177, 183.837, 183.805, 13.608, -0.659958, 0, 183.805, 183.805, 183.834, 183.808, 183.805, 183.805, 183.805, 183.805, 183.805, 183.805, 183.805, 183.805, 183.805, 183.805, 183.805, 183.805
5.84923, 163.645, 184.128, 184.098, 12.8703, -20.483, 0, 184.098, 184.098, 184.125, 184.101, 184.098, 184.098, 184.098, 184.098, 184.098, 184.098, 184.098, 184.098, 184.098, 184.098, 184.098, 184.098
5.85709, 181.42, 184.418, 184.39, 13.5433, -2.99814, 0, 184.39, 184.39, 184.414, 184.393, 184.39, 184.39, 184.39, 184.39, 184.39, 184.39, 184.39, 184.39, 184.39, 184.39, 184.39, 184.39
5.86496, 171.199, 184.706, 184.68, 13.1605, -13.5073, 0, 184.68, 184.68, 184.702, 184.683, 184.68, 184.68, 184.68, 184.68, 184.68, 184.68, 184.68, 184.68, 184.68, 184.68, 184.68, 184.68
5.87282, 169.295, 184.993, 184.969, 13.088, -15.6981, 0, 184.969, 184.969, 184.989, 184.972, 184.969, 184.969, 184.969, 184.969, 184.969, 184.969, 184.969, 184.969, 184.969, 184.969, 184.969, 184.969
5.88069, 172.715, 185.279, 185.257, 13.218, -12.5643, 0, 185.258, 185.258, 185.276, 185.261, 185.257, 185.257, 185.257, 185.257, 185.257, 185.257, 185.257, 185.257, 185.257, 185.257, 185.257, 185.257
5.88855, 175.102, 185.566, 185.545, 13.308, -10.4641, 0, 185.546, 185.546, 185.562, 185.549, 185.545, 185.545, 185.545, 185.545, 185.545, 185.545, 185.545, 185.545, 185.545, 185.545, 185.545, 185.545
5.89642, 170.463, 185.852, 185.834, 13.1325, -15.3895, 0, 185.834, 185.834, 185.848, 185.837, 185.834, 185.834, 185.834, 185.834, 185.834, 185.834, 185.834, 185.834, 185.834, 185.834, 185.834, 185.834
5.90428, 159.474, 186.139, 186.122, 12.7073, -26.665, 0, 186.122, 186.122, 186.135, 186.126, 186.122, 186.122, 186.122, 186.122, 186.122, 186.122, 186.122, 186.122, 186.122, 186.122, 186.122, 186.122
5.91215, 169.95, 186.427, 186.412, 13.113, -16.4773, 0, 186.412, 186.412, 186.424, 186.415, 186.412, 186.412, 186.412, 186.412, 186.412, 186.412, 186.412, 186.412, 186.412, 186.412, 186.412, 186.412
5.92001, 195.634, 186.717, 186.703, 14.0582, 8.91675, 0, 186.703, 186.703, 186.713, 186.706, 186.703, 186.703, 186.703, 186.703, 186.703, 186.703, 186.703, 186.703, 186.703, 186.703, 186.703, 186.703
5.92787, 194.033, 187.008, 186.995, 14.0012, 7.02435, 0, 186.995, 186.995, 187.004, 186.999, 186.995, 186.995, 186.995, 186.995, 186.995, 186.995, 186.995, 186.995, 186.995, 186.995, 186.995, 186.995
5.93574, 177.041, 187.302, 187.29, 13.3806, -10.2613, 0, 187.29, 187.29, 187.298, 187.294, 187.29, 187.29, 187.29, 187.29, 187.29, 187.29, 187.29, 187.29, 187.29, 187.29, 187.29, 187.29
5.9436, 183.268, 187.598, 187.587, 13.6113, -4.33032, 0, 187.587, 187.587, 187.594, 187.591, 187.587, 187.587, 187.587, 187.587, 187.587, 187.587, 187.587, 187.587, 187.587, 187.587, 187.587, 187.587
5.95147, 177.475, 187.898, 187.887, 13.3968, -10.4226, 0, 187.887, 187.887, 187.893, 187.891, 187.887, 187.887, 187.887, 187.887, 187.887, 187.887, 187.887, 187.887, 187.887, 187.887, 187.887, 187.887
5.95933, 173.489, 188.2, 188.189, 13.2472, -14.7105, 0, 188.19, 188.19, 188.195, 188.194, 188.189, 188.189, 188.189, 188.189, 188.189, 188.189, 188.189, 188.189, 188.189, 188.189, 188.189, 188.189
5.9672, 179.943, 188.506, 188.495, 13.4886, -8.56271, 0, 188.496, 188.496, 188.5, 188.501, 188.495, 188.495, 188.495, 188.495, 188.495, 188.495, 188.495, 188.495, 188.495, 188.495, 188.495, 188.495
5.97506, 168.451, 188.816, 188.805, 13.0557, -20.3651, 0, 188.805, 188.805, 188.809, 188.811, 188.805, 188.805, 188.805, 188.805, 188.805, 188.805, 188.805, 188.805, 188.805, 188.805, 188.805, 188.805
5.98293, 177.12, 189.129, 189.118, 13.3836, -12.0098, 0, 189.118, 189.119, 189.122, 189.125, 189.118, 189.118, 189.118, 189.118, 189.118, 189.118, 189.118, 189.118, 189.118, 189.118, 189.118, 189.118
5.99079, 186.58, 189.447, 189.435, 13.7324, -2.86717, 0, 189.436, 189.436, 189.439, 189.444, 189.435, 189.435, 189.435, 189.435, 189.435, 189.435, 189.435, 189.435, 189.435, 189.435, 189.435, 189.435
5.99865, 181.17, 189.769, 189.756, 13.534, -8.59904, 0, 189.756, 189.757, 189.759, 189.766, 189.756, 189.756, 189.756, 189.756, 189.756, 189.756, 189.756, 189.756, 189.756, 189.756, 189.756, 189.756
6.00652, 177.065, 190.096, 190.081, 13.3815, -13.0314, 0, 190.081, 190.081, 190.084, 190.093, 190.081, 190.081, 190.081, 190.081, 190.081, 190.081, 190.081, 190.081, 190.081, 190.081, 190.081, 190.081
6.01438, 177.38, 190.427, 190.41, 13.3933, -13.0469, 0, 190.41, 190.41, 190.412, 190.425, 190.41, 190.41, 190.41, 190.41, 190.41, 190.41, 190.41, 190.41, 190.41, 190.41, 190.41, 190.41
6.02225, 176.741, 190.763, 190.742, 13.3694, -14.0226, 0, 190.742, 190.742, 190.744, 190.761, 190.742, 190.742, 190.742, 190.742, 190.742, 190.742, 190.742, 190.742, 190.742, 190.742, 190.742, 190.742
6.03011, 202.364, 191.104, 191.078, 14.2956, 11.2602, 0, 191.078, 191.078, 191.08, 191.102, 191.078, 191.078, 191.078, 191.078, 191.078, 191.078, 191.078, 191.078, 191.078, 191.078, 191.078, 191.078
6.03798, 168.725, 191.449, 191.417, 13.0662, -22.7247, 0, 191.417, 191.417, 191.419, 191.447, 191.417, 191.417, 191.417, 191.417, 191.417, 191.417, 191.417, 191.417, 191.417, 191.417, 191.417, 191.417
6.04584, 179.157, 191.8, 191.76, 13.4595, -12.6429, 0, 191.76, 191.76, 191.761, 191.798, 191.76, 191.76, 191.76, 191.76, 191.76, 191.76, 191.76, 191.76, 191.76, 191.76, 191.76, 191.76
6.05371, 206.776, 192.156, 192.105, 14.4491, 14.6208, 0, 192.105, 192.106, 192.107, 192.154, 192.105, 192.105, 192.105, 192.105, 192.105, 192.105, 192.105, 192.105, 192.105, 192.105, 192.105, 192.105
6.06157, 183.471, 192.517, 192.453, 13.6188, -9.04625, 0, 192.454, 192.454, 192.455, 192.515, 192.453, 192.453, 192.453, 192.453, 192.453, 192.453, 192.453, 192.453, 192.453, 192.453, 192.453, 192.453
6.06943, 162.151, 192.883, 192.804, 12.8122, -30.7319, 0, 192.804, 192.804, 192.805, 192.882, 192.804, 192.804, 192.804, 192.804, 192.804, 192.804, 192.804, 192.804, 192.804, 192.804, 192.804, 192.804
6.0773, 159.926, 193.256, 193.156, 12.725, -33.3305, 0, 193.156, 193.156, 193.157, 193.254, 193.156, 193.156, 193.156, 193.156, 193.156, 193.156, 193.156, 193.156, 193.156, 193.156, 193.156, 193.156
6.08516, 155.39, 193.635, 193.51, 12.5455, -38.2458, 0, 193.51, 193.51, 193.511, 193.634, 193.51, 193.51, 193.51, 193.51, 193.51, 193.51, 193.51, 193.51, 193.51, 193.51, 193.51, 193.51
6.09303, 175.09, 194.022, 193.865, 13.3075, -18.9317, 0, 193.865, 193.865, 193.866, 194.02, 193.865, 193.865, 193.865, 193.865, 193.865, 193.865, 193.865, 193.865, 193.865, 193.865, 193.865, 193.865
6.10089, 167.481, 194.416, 194.22, 13.0185, -26.9352, 0, 194.22, 194.22, 194.222, 194.414, 194.22, 194.22, 194.22, 194.22, 194.22, 194.22, 194.22, 194.22, 194.22, 194.22, 194.22, 194.22
6.10876, 182.853, 194.819, 194.576, 13.5961, -11.9657, 0, 194.576, 194.576, 194.577, 194.817, 194.576, 194.576, 194.576, 194.576, 194.576, 194.576, 194.576, 194.576, 194.576, 194.576, 194.576, 194.576
6.11662, 191.894, 195.231, 194.932, 13.9246, -3.33711, 0, 194.932, 194.932, 194.933, 195.23, 194.932, 194.932, 194.932, 194.932, 194.932, 194.932, 194.932, 194.932, 194.932, 194.932, 194.932, 194.932
6.12449, 180.877, 195.655, 195.287, 13.5232, -14.7781, 0, 195.288, 195.288, 195.289, 195.653, 195.287, 195.287, 195.287, 195.287, 195.287, 195.287, 195.287, 195.287, 195.287, 195.287, 195.287, 195.287
6.13235, 178.678, 196.09, 195.642, 13.4417, -17.4121, 0, 195.642, 195.642, 195.643, 196.088, 195.642, 195.642, 195.642, 195.642, 195.642, 195.642, 195.642, 195.642, 195.642, 195.642, 195.642, 195.642
6.14021, 175.729, 196.539, 195.995, 13.3315, -20.8097, 0, 195.995, 195.995, 195.997, 196.537, 195.995, 195.995, 195.995, 195.995, 195.995, 195.995, 195.995, 195.995, 195.995, 195.995, 195.995, 195.995
6.14808, 167.829, 197.003, 196.347, 13.0319, -29.174, 0, 196.347, 196.347, 196.348, 197.001, 196.347, 196.347, 196.347, 196.347, 196.347, 196.347, 196.347, 196.347, 196.347, 196.347, 196.347, 196.347
6.15594, 193.286, 197.484, 196.697, 13.9745, -4.19829, 0, 196.697, 196.697, 196.698, 197.482, 196.697, 196.697, 196.697, 196.697, 196.697, 196.697, 196.697, 196.697, 196.697, 196.697, 196.697, 196.697
6.16381, 186.774, 197.983, 197.044, 13.7395, -11.2089, 0, 197.044, 197.044, 197.046, 197.981, 197.044, 197.044, 197.044, 197.044, 197.044, 197.044, 197.044, 197.044, 197.044, 197.044, 197.044, 197.044
6.17167, 202.88, 198.502, 197.389, 14.3136, 4.3779, 0, 197.389, 197.389, 197.391, 198.5, 197.389, 197.389, 197.389, 197.389, 197.389, 197.389, 197.389, 197.389, 197.389, 197.389, 197.389, 197.389
6.17954, 192.012, 199.043, 197.731, 13.9288, -7.03073, 0, 197.731, 197.731, 197.733, 199.041, 197.731, 197.731, 197.731, 197.731, 197.731, 197.731, 197.731, 197.731, 197.731, 197.731, 197.731, 197.731
6.1874, 174.956, 199.607, 198.07, 13.3025, -24.6514, 0, 198.07, 198.07, 198.072, 199.606, 198.07, 198.07, 198.07, 198.07, 198.07, 198.07, 198.07, 198.07, 198.07, 198.07, 198.07, 198.07
6.19527, 189.069, 200.196, 198.406, 13.8228, -11.1274, 0, 198.406, 198.406, 198.407, 200.194, 198.406, 198.406, 198.406, 198.406, 198.406, 198.406, 198.406, 198.406, 198.406, 198.406, 198.406, 198.406
6.20313, 183.776, 200.811, 198.738, 13.63, -17.035, 0, 198.738, 198.738, 198.74, 200.809, 198.738, 198.738, 198.738, 198.738, 198.738, 198.738, 198.738, 198.738, 198.738, 198.738, 198.738, 198.738
6.21099, 177.05, 201.452, 199.067, 13.381, -24.4019, 0, 199.067, 199.067, 199.068, 201.45, 199.067, 199.067, 199.067, 199.067, 199.067, 199.067, 199.067, 199.067, 199.067, 199.067, 199.067, 199.067
6.21886, 186.129, 202.121, 199.391, 13.716, -15.9919, 0, 199.391, 199.392, 199.393, 202.119, 199.391, 199.391, 199.391, 199.391, 199.391, 199.391, 199.391, 199.391, 199.391, 199.391, 199.391, 199.391
6.22672, 171.76, 202.816, 199.712, 13.1818, -31.0561, 0, 199.712, 199.712, 199.714, 202.814, 199.712, 199.712, 199.712, 199.712, 199.712, 199.712, 199.712, 199.712, 199.712, 199.712, 199.712, 199.712
6.23459, 194.347, 203.538, 200.028, 14.0124, -9.19098, 0, 200.029, 200.029, 200.03, 203.536, 200.028, 200.028, 200.028, 200.028, 200.028, 200.028, 200.028, 200.028, 200.028, 200.028, 200.028, 200.028
6.24245, 188.724, 204.285, 200.341, 13.8103, -15.5614, 0, 200.341, 200.341, 200.342, 204.283, 200.341, 200.341, 200.341, 200.341, 200.341, 200.341, 200.341, 200.341, 200.341, 200.341, 200.341, 200.341
6.25032, 196.93, 205.055, 200.648, 14.1042, -8.12581, 0, 200.649, 200.649, 200.65, 205.053, 200.648, 200.648, 200.648, 200.648, 200.648, 200.648, 200.648, 200.648, 200.648, 200.648, 200.648, 200.648
6.25818, 186.935, 205.846, 200.952, 13.7454, -18.9114, 0, 200.952, 200.952, 200.954, 205.844, 200.952, 200.952, 200.952, 200.952, 200.952, 200.952, 200.952, 200.952, 200.952, 200.952, 200.952, 200.952
6.26605, 184.957, 206.655, 201.251, 13.6732, -21.6984, 0, 201.251, 201.251, 201.253, 206.653, 201.251, 201.251, 201.251, 201.251, 201.251, 201.251, 201.251, 201.251, 201.251, 201.251, 201.251, 201.251
6.27391, 185.255, 207.477, 201.545, 13.6841, -22.2223, 0, 201.546, 201.546, 201.547, 207.474, 201.545, 201.545, 201.545, 201.545, 201.545, 201.545, 201.545, 201.545, 201.545, 201.545, 201.545, 201.545
