   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_765.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0133818, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0055302, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00232136, 0, 5.5119e-16, 0, 1.41421, -5.5119e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.93402e-18, 0, 0, 1.46435e-18, 0, 0, 5.46792e-16, 0, 0, 0
0.0101729, 0, 9.02047e-16, 0, 1.41421, -9.02047e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.80141e-18, 0, 0, 2.4397e-18, 0, 0, 8.94806e-16, 0, 0, 0
0.0180245, 0, 1.46854e-15, 0, 1.41421, -1.46854e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.81634e-18, 0, 0, 4.04397e-18, 0, 0, 1.45668e-15, 0, 0, 0
0.025876, 0, 2.37846e-15, 0, 1.41421, -2.37846e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26588e-17, 0, 0, 6.66941e-18, 0, 0, 2.35913e-15, 0, 0, 0
0.0337276, 0, 3.8325e-15, 0, 1.41421, -3.8325e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.03965e-17, 0, 0, 1.09446e-17, 0, 0, 3.80116e-15, 0, 0, 0
0.0415792, 0, 6.14421e-15, 0, 1.41421, -6.14421e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.26976e-17, 0, 0, 1.7872e-17, 0, 0, 6.09364e-15, 0, 0, 0
0.0494307, 0, 9.80092e-15, 0, 1.41421, -9.80092e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.21547e-17, 0, 0, 2.90429e-17, 0, 0, 9.71973e-15, 0, 0, 0
0.0572823, 0, 1.55562e-14, 0, 1.41421, -1.55562e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.27765e-17, 0, 0, 4.69709e-17, 0, 0, 1.54265e-14, 0, 0, 0
0.0651339, 0, 2.45695e-14, 0, 1.41421, -2.45695e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3073e-16, 0, 0, 7.56068e-17, 0, 0, 2.43631e-14, 0, 0, 0
0.0729854, 0, 3.8615e-14, 0, 1.41421, -3.8615e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.05451e-16, 0, 0, 1.21133e-16, 0, 0, 3.82884e-14, 0, 0, 0
0.080837, 0, 6.03946e-14, 0, 1.41421, -6.03946e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.21312e-16, 0, 0, 1.93177e-16, 0, 0, 5.98801e-14, 0, 0, 0
0.0886885, 0, 9.40023e-14, 0, 1.41421, -9.40023e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.00083e-16, 0, 0, 3.06668e-16, 0, 0, 9.31956e-14, 0, 0, 0
0.0965401, 0, 1.45609e-13, 0, 1.41421, -1.45609e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.74581e-16, 0, 0, 4.84645e-16, 0, 0, 1.4435e-13, 0, 0, 0
0.104392, 0, 2.2447e-13, 0, 1.41421, -2.2447e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19402e-15, 0, 0, 7.62516e-16, 0, 0, 2.22513e-13, 0, 0, 0
