   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_857.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0141768, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00632511, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00152658, 0, 1.23131e-16, 0, 1.41421, -1.23131e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.60419e-19, 0, 0, 4.16104e-19, 0, 7.81971e-21, 0, 1.22046e-16, 0, 0
0.00937828, 0, 2.08854e-16, 0, 1.41421, -2.08854e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12013e-18, 0, 0, 7.18351e-19, 0, 1.35746e-20, 0, 2.07002e-16, 0, 0
0.01723, 0, 3.52153e-16, 0, 1.41421, -3.52153e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.88855e-18, 0, 0, 1.23293e-18, 0, 2.34366e-20, 0, 3.49008e-16, 0, 0
0.0250817, 0, 5.90294e-16, 0, 1.41421, -5.90294e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.16547e-18, 0, 0, 2.10402e-18, 0, 4.02474e-20, 0, 5.84985e-16, 0, 0
0.0329334, 0, 9.83756e-16, 0, 1.41421, -9.83756e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.27507e-18, 0, 0, 3.57029e-18, 0, 6.87535e-20, 0, 9.74842e-16, 0, 0
0.0407851, 0, 1.63012e-15, 0, 1.41421, -1.63012e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.74038e-18, 0, 0, 6.02473e-18, 0, 1.16844e-19, 0, 1.61524e-15, 0, 0
0.0486368, 0, 2.68592e-15, 0, 1.41421, -2.68592e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.44004e-17, 0, 0, 1.01107e-17, 0, 1.97564e-19, 0, 2.66122e-15, 0, 0
0.0564885, 0, 4.40084e-15, 0, 1.41421, -4.40084e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3593e-17, 0, 0, 1.68759e-17, 0, 3.32376e-19, 0, 4.36004e-15, 0, 0
