   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_121.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00217076, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00568967, 0, 3.60841e-19, 0, 1.41421, -3.60841e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.91465e-21, 0, 0, 5.6622e-24, 3.35027e-21, 0, 3.54571e-19, 0, 0, 0
0.0135501, 0, 7.11936e-19, 0, 1.41421, -7.11936e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.74958e-21, 0, 0, 1.13232e-23, 6.73142e-21, 0, 6.99443e-19, 0, 0, 0
0.0214105, 0, 1.39121e-18, 0, 1.41421, -1.39121e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12334e-20, 0, 0, 2.24312e-23, 1.33958e-20, 0, 1.36655e-18, 0, 0, 0
0.029271, 0, 2.69338e-18, 0, 1.41421, -2.69338e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.17439e-20, 0, 0, 4.40328e-23, 2.64129e-20, 0, 2.64518e-18, 0, 0, 0
0.0371314, 0, 5.16749e-18, 0, 1.41421, -5.16749e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.171e-20, 0, 0, 8.56762e-23, 5.16173e-20, 0, 5.07407e-18, 0, 0, 0
0.0449918, 0, 9.82751e-18, 0, 1.41421, -9.82751e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.93089e-20, 0, 0, 1.65278e-22, 1.00007e-19, 0, 9.64803e-18, 0, 0, 0
0.0528522, 0, 1.85305e-17, 0, 1.41421, -1.85305e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49514e-19, 0, 0, 3.16188e-22, 1.92151e-19, 0, 1.81886e-17, 0, 0, 0
0.0607127, 0, 3.46498e-17, 0, 1.41421, -3.46498e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.79516e-19, 0, 0, 5.99981e-22, 3.66215e-19, 0, 3.40034e-17, 0, 0, 0
0.0685731, 0, 6.4263e-17, 0, 1.41421, -6.4263e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.18293e-19, 0, 0, 1.12948e-21, 6.92483e-19, 0, 6.30511e-17, 0, 0, 0
0.0764335, 0, 1.18234e-16, 0, 1.41421, -1.18234e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.53375e-19, 0, 0, 2.10981e-21, 1.29943e-18, 0, 1.15979e-16, 0, 0, 0
