   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_132.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00187787, 0.188491, 0, 0, 1.47936, 0.188491, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00598059, 0.997589, 1.3579e-19, 0, 1.73135, 0.997589, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.40731e-22, 0, 0, 3.15597e-24, 8.01556e-24, 0, 1.34938e-19, 0, 0
0.013839, 0.81392, 2.76405e-19, 0, 1.67747, 0.81392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.71133e-21, 0, 0, 6.51086e-24, 1.66276e-23, 0, 2.7467e-19, 0, 0
0.0216975, 0.181258, 5.56707e-19, 0, 1.47691, 0.181258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.44678e-21, 0, 0, 1.32929e-23, 3.41243e-23, 0, 5.53213e-19, 0, 0
0.029556, 0.997589, 1.10987e-18, 0, 1.73135, 0.997589, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.87158e-21, 0, 0, 2.68679e-23, 6.93137e-23, 0, 1.1029e-18, 0, 0
0.0374144, 0.821152, 2.19085e-18, 0, 1.67963, 0.821152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35643e-20, 0, 0, 5.37803e-23, 1.39399e-22, 0, 2.17709e-18, 0, 0
0.0452729, 0.174026, 4.28329e-18, 0, 1.47446, 0.174026, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.65193e-20, 0, 0, 1.0664e-22, 2.77676e-22, 0, 4.25638e-18, 0, 0
0.0531313, 0.825974, 8.29622e-18, 0, 1.68106, 0.825974, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.13647e-20, 0, 0, 2.09527e-22, 5.48013e-22, 0, 8.2441e-18, 0, 0
0.0609898, 0.169204, 1.5923e-17, 0, 1.47282, 0.169204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.85843e-20, 0, 0, 4.08029e-22, 1.07188e-21, 0, 1.58229e-17, 0, 0
0.0688483, 0.99759, 3.02905e-17, 0, 1.73136, 0.99759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.87538e-19, 0, 0, 7.87728e-22, 2.07834e-21, 0, 3.01e-17, 0, 0
0.0767067, 1.16197, 5.7847e-17, 0, 1.77819, 1.16197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.58148e-19, 0, 0, 1.53262e-21, 4.06602e-21, 0, 5.74833e-17, 0, 0
0.0845652, 1.83321, 1.08017e-16, 0, 1.95786, 1.83321, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.68762e-19, 0, 0, 2.90515e-21, 7.7411e-21, 0, 1.07337e-16, 0, 0
0.0924236, 1.15715, 2.00047e-16, 0, 1.77684, 1.15715, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23854e-18, 0, 0, 5.46316e-21, 1.46222e-20, 0, 1.98788e-16, 0, 0
0.100282, 1.83803, 3.67505e-16, 0, 1.95909, 1.83803, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.27532e-18, 0, 0, 1.01936e-20, 2.74084e-20, 0, 3.65193e-16, 0, 0
0.108141, 0.842851, 6.698e-16, 0, 1.68608, 0.842851, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.1469e-18, 0, 0, 1.88749e-20, 5.09905e-20, 0, 6.65583e-16, 0, 0
0.115999, 0, 1.21123e-15, 0, 1.41421, -1.21123e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.499e-18, 0, 0, 3.4687e-20, 9.41668e-20, 0, 1.2036e-15, 0, 0
0.123857, 0.149916, 2.17349e-15, 0, 1.46626, 0.149916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34565e-17, 0, 0, 6.32747e-20, 1.72655e-19, 0, 2.1598e-15, 0, 0
0.131716, 0.850084, 3.87062e-15, 0, 1.68822, 0.850084, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.39638e-17, 0, 0, 1.14583e-19, 3.14336e-19, 0, 3.84623e-15, 0, 0
0.139574, 0, 6.84129e-15, 0, 1.41421, -6.84129e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.23556e-17, 0, 0, 2.0601e-19, 5.68333e-19, 0, 6.79816e-15, 0, 0
0.147433, 0, 1.20023e-14, 0, 1.41421, -1.20023e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.43083e-17, 0, 0, 3.67765e-19, 1.02061e-18, 0, 1.19266e-14, 0, 0
0.155291, 0, 2.09025e-14, 0, 1.41421, -2.09025e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2941e-16, 0, 0, 6.5196e-19, 1.82063e-18, 0, 2.07706e-14, 0, 0
0.16315, 0, 3.61383e-14, 0, 1.41421, -3.61383e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23738e-16, 0, 0, 1.14784e-18, 3.22654e-18, 0, 3.59102e-14, 0, 0
0.171008, 0, 6.20305e-14, 0, 1.41421, -6.20305e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.8404e-16, 0, 0, 2.00721e-18, 5.6814e-18, 0, 6.16388e-14, 0, 0
0.178867, 0, 1.05715e-13, 0, 1.41421, -1.05715e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.54501e-16, 0, 0, 3.48656e-18, 9.94089e-18, 0, 1.05047e-13, 0, 0
0.186725, 0, 1.78892e-13, 0, 1.41421, -1.78892e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10755e-15, 0, 0, 6.01635e-18, 1.72858e-17, 0, 1.77761e-13, 0, 0
0.194584, 0, 3.00598e-13, 0, 1.41421, -3.00598e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86108e-15, 0, 0, 1.03144e-17, 2.98737e-17, 0, 2.98697e-13, 0, 0
0.202442, 0, 5.01588e-13, 0, 1.41421, -5.01588e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.10549e-15, 0, 0, 1.757e-17, 5.13214e-17, 0, 4.98414e-13, 0, 0
0.210301, 0, 8.31176e-13, 0, 1.41421, -8.31176e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.14618e-15, 0, 0, 2.97417e-17, 8.76483e-17, 0, 8.25913e-13, 0, 0
0.218159, 0, 1.36787e-12, 0, 1.41421, -1.36787e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.4693e-15, 0, 0, 5.0035e-17, 1.48823e-16, 0, 1.3592e-12, 0, 0
0.226017, 0, 2.23571e-12, 0, 1.41421, -2.23571e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38432e-14, 0, 0, 8.36665e-17, 2.51263e-16, 0, 2.22154e-12, 0, 0
0.233876, 0, 3.62934e-12, 0, 1.41421, -3.62934e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24734e-14, 0, 0, 1.3908e-16, 4.21857e-16, 0, 3.6063e-12, 0, 0
