   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_148.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
15.7583, 1.6404, 0.630481, 0.628922, 1.90798, 1.00992, 0.628922, 0, 0.628922, 0.628922, 0.628922, 0.628922, 0.628922, 0.628922, 0.628922, 0.628922, 0.628922, 0.628922, 0.628922, 0.628922, 0.628922, 0.628922, 0.628924, 0.628922, 0.629258, 0.630143, 0.628922
15.7661, 1, 0.629045, 0.627474, 1.73205, 0.370955, 0.627474, 0, 0.627474, 0.627474, 0.627474, 0.627474, 0.627474, 0.627474, 0.627474, 0.627474, 0.627474, 0.627474, 0.627474, 0.627474, 0.627474, 0.627474, 0.627476, 0.627474, 0.627846, 0.628671, 0.627474
15.774, 1, 0.627607, 0.626028, 1.73205, 0.372393, 0.626028, 0, 0.626028, 0.626028, 0.626028, 0.626028, 0.626028, 0.626028, 0.626028, 0.626028, 0.626028, 0.626028, 0.626028, 0.626028, 0.626028, 0.626028, 0.62603, 0.626028, 0.626438, 0.627195, 0.626028
15.7819, 0.349938, 0.627903, 0.62632, 1.53295, -0.277965, 0.62632, 0, 0.62632, 0.62632, 0.62632, 0.62632, 0.62632, 0.62632, 0.62632, 0.62632, 0.62632, 0.62632, 0.62632, 0.62632, 0.62632, 0.62632, 0.626322, 0.62632, 0.62677, 0.627451, 0.62632
15.7897, 0.650062, 0.627404, 0.62582, 1.6279, 0.0226577, 0.62582, 0, 0.62582, 0.62582, 0.62582, 0.62582, 0.62582, 0.62582, 0.62582, 0.62582, 0.62582, 0.62582, 0.62582, 0.62582, 0.62582, 0.62582, 0.625822, 0.62582, 0.626312, 0.626909, 0.62582
15.7976, 0, 0.626226, 0.624642, 1.41421, -0.626226, 0.624642, 0, 0.624642, 0.624642, 0.624642, 0.624642, 0.624642, 0.624642, 0.624642, 0.624642, 0.624642, 0.624642, 0.624642, 0.624642, 0.624642, 0.624642, 0.624644, 0.624642, 0.62518, 0.625686, 0.624642
15.8055, 0.342627, 0.624708, 0.623128, 1.53056, -0.282081, 0.623128, 0, 0.623128, 0.623128, 0.623128, 0.623128, 0.623128, 0.623128, 0.623128, 0.623128, 0.623128, 0.623128, 0.623128, 0.623128, 0.623128, 0.623128, 0.62313, 0.623128, 0.623712, 0.624122, 0.623128
15.8133, 2.65737, 0.62319, 0.621615, 2.15809, 2.03418, 0.621615, 0, 0.621615, 0.621615, 0.621615, 0.621615, 0.621615, 0.621615, 0.621615, 0.621615, 0.621615, 0.621615, 0.621615, 0.621615, 0.621615, 0.621615, 0.621617, 0.621615, 0.622247, 0.622556, 0.621615
15.8212, 1, 0.62326, 0.62169, 1.73205, 0.37674, 0.62169, 0, 0.62169, 0.62169, 0.62169, 0.62169, 0.62169, 0.62169, 0.62169, 0.62169, 0.62169, 0.62169, 0.62169, 0.62169, 0.62169, 0.62169, 0.621692, 0.62169, 0.622372, 0.622576, 0.62169
15.8291, 0.67088, 0.622503, 0.620939, 1.63428, 0.0483766, 0.620939, 0, 0.620939, 0.620939, 0.620939, 0.620939, 0.620939, 0.620939, 0.620939, 0.620939, 0.620939, 0.620939, 0.620939, 0.620939, 0.620939, 0.620939, 0.620941, 0.620939, 0.621672, 0.621768, 0.620939
15.8369, 1.32912, 0.62104, 0.61948, 1.82459, 0.708081, 0.61948, 0, 0.61948, 0.61948, 0.61948, 0.61948, 0.61948, 0.61948, 0.61948, 0.61948, 0.61948, 0.61948, 0.61948, 0.61948, 0.61948, 0.61948, 0.619482, 0.61948, 0.620266, 0.620251, 0.61948
15.8448, 0.33069, 0.619225, 0.61767, 1.52666, -0.288535, 0.61767, 0, 0.61767, 0.61767, 0.61767, 0.61767, 0.61767, 0.61767, 0.61767, 0.61767, 0.61767, 0.61767, 0.61767, 0.61767, 0.61767, 0.61767, 0.617672, 0.61767, 0.61851, 0.618383, 0.61767
15.8527, 1.66931, 0.617415, 0.615862, 1.91554, 1.05189, 0.615862, 0, 0.615862, 0.615862, 0.615862, 0.615862, 0.615862, 0.615862, 0.615862, 0.615862, 0.615862, 0.615862, 0.615862, 0.615862, 0.615862, 0.615862, 0.615864, 0.615862, 0.616757, 0.616518, 0.615862
15.8605, 1, 0.617516, 0.615964, 1.73205, 0.382484, 0.615964, 0, 0.615964, 0.615964, 0.615964, 0.615964, 0.615964, 0.615964, 0.615964, 0.615964, 0.615964, 0.615964, 0.615964, 0.615964, 0.615964, 0.615964, 0.615966, 0.615964, 0.616915, 0.616564, 0.615964
15.8684, 0.32342, 0.616788, 0.615234, 1.52428, -0.293368, 0.615234, 0, 0.615234, 0.615234, 0.615234, 0.615234, 0.615234, 0.615234, 0.615234, 0.615234, 0.615234, 0.615234, 0.615234, 0.615234, 0.615234, 0.615234, 0.615236, 0.615234, 0.61624, 0.615779, 0.615234
15.8763, 0.67658, 0.615333, 0.613775, 1.63603, 0.0612473, 0.613775, 0, 0.613775, 0.613775, 0.613775, 0.613775, 0.613775, 0.613775, 0.613775, 0.613775, 0.613775, 0.613775, 0.613775, 0.613775, 0.613775, 0.613775, 0.613777, 0.613775, 0.614838, 0.614268, 0.613775
15.8841, 0, 0.613518, 0.611954, 1.41421, -0.613518, 0.611954, 0, 0.611954, 0.611954, 0.611954, 0.611954, 0.611954, 0.611954, 0.611954, 0.611954, 0.611954, 0.611954, 0.611954, 0.611954, 0.611954, 0.611954, 0.611956, 0.611954, 0.613073, 0.612397, 0.611954
15.892, 2.31623, 0.611708, 0.610136, 2.07755, 1.70452, 0.610136, 0, 0.610136, 0.610136, 0.610136, 0.610136, 0.610136, 0.610136, 0.610136, 0.610136, 0.610136, 0.610136, 0.610136, 0.610136, 0.610136, 0.610136, 0.610138, 0.610136, 0.611311, 0.610532, 0.610136
15.8998, 1.31128, 0.61135, 0.609766, 1.81969, 0.699927, 0.609766, 0, 0.609766, 0.609766, 0.609766, 0.609766, 0.609766, 0.609766, 0.609766, 0.609766, 0.609766, 0.609766, 0.609766, 0.609766, 0.609766, 0.609766, 0.609768, 0.609766, 0.610996, 0.610117, 0.609766
15.9077, 2.37249, 0.610279, 0.608681, 2.09105, 1.76221, 0.608681, 0, 0.608681, 0.608681, 0.608681, 0.608681, 0.608681, 0.608681, 0.608681, 0.608681, 0.608681, 0.608681, 0.608681, 0.608681, 0.608681, 0.608681, 0.608683, 0.608681, 0.609966, 0.608991, 0.608681
15.9156, 2.30892, 0.608587, 0.606972, 2.07579, 1.70034, 0.606972, 0, 0.606972, 0.606972, 0.606972, 0.606972, 0.606972, 0.606972, 0.606972, 0.606972, 0.606972, 0.606972, 0.606972, 0.606972, 0.606972, 0.606972, 0.606974, 0.606972, 0.608312, 0.607245, 0.606972
15.9234, 0.997522, 0.606588, 0.604954, 1.73134, 0.390934, 0.604954, 0, 0.604954, 0.604954, 0.604954, 0.604954, 0.604954, 0.604954, 0.604954, 0.604954, 0.604954, 0.604954, 0.604954, 0.604954, 0.604954, 0.604954, 0.604956, 0.604954, 0.606348, 0.605192, 0.604954
15.9313, 1.69356, 0.604594, 0.60294, 1.92186, 1.08896, 0.60294, 0, 0.60294, 0.60294, 0.60294, 0.60294, 0.60294, 0.60294, 0.60294, 0.60294, 0.60294, 0.60294, 0.60294, 0.60294, 0.60294, 0.60294, 0.602942, 0.60294, 0.604386, 0.603146, 0.60294
15.9392, 0, 0.604045, 0.602367, 1.41421, -0.604045, 0.602367, 0, 0.602367, 0.602367, 0.602367, 0.602367, 0.602367, 0.602367, 0.602367, 0.602367, 0.602367, 0.602367, 0.602367, 0.602367, 0.602367, 0.602367, 0.602369, 0.602367, 0.603864, 0.602545, 0.602367
15.947, 0.299257, 0.602928, 0.601225, 1.51633, -0.303671, 0.601225, 0, 0.601225, 0.601225, 0.601225, 0.601225, 0.601225, 0.601225, 0.601225, 0.601225, 0.601225, 0.601225, 0.601225, 0.601225, 0.601225, 0.601225, 0.601228, 0.601225, 0.602773, 0.601378, 0.601225
15.9549, 2.70074, 0.601307, 0.599578, 2.16812, 2.09944, 0.599578, 0, 0.599578, 0.599578, 0.599578, 0.599578, 0.599578, 0.599578, 0.599578, 0.599578, 0.599578, 0.599578, 0.599578, 0.599578, 0.599578, 0.599578, 0.59958, 0.599578, 0.601175, 0.599709, 0.599578
15.9628, 0.294424, 0.599438, 0.597681, 1.51474, -0.305014, 0.597681, 0, 0.597681, 0.597681, 0.597681, 0.597681, 0.597681, 0.597681, 0.597681, 0.597681, 0.597681, 0.597681, 0.597681, 0.597681, 0.597681, 0.597681, 0.597683, 0.597681, 0.599325, 0.597791, 0.597681
15.9706, 1.28947, 0.597572, 0.595786, 1.81369, 0.691895, 0.595786, 0, 0.595786, 0.595786, 0.595786, 0.595786, 0.595786, 0.595786, 0.595786, 0.595786, 0.595786, 0.595786, 0.595786, 0.595786, 0.595786, 0.595786, 0.595788, 0.595786, 0.597476, 0.595879, 0.595786
15.9785, 2.41611, 0.596453, 0.594638, 2.10145, 1.81966, 0.594638, 0, 0.594638, 0.594638, 0.594638, 0.594638, 0.594638, 0.594638, 0.594638, 0.594638, 0.594638, 0.594638, 0.594638, 0.594638, 0.594638, 0.594638, 0.59464, 0.594638, 0.596373, 0.594716, 0.594638
15.9864, 0, 0.594942, 0.593096, 1.41421, -0.594942, 0.593096, 0, 0.593096, 0.593096, 0.593096, 0.593096, 0.593096, 0.593096, 0.593096, 0.593096, 0.593096, 0.593096, 0.593096, 0.593096, 0.593096, 0.593096, 0.593098, 0.593096, 0.594874, 0.593161, 0.593096
15.9942, 1.28476, 0.593085, 0.591207, 1.81239, 0.691674, 0.591207, 0, 0.591207, 0.591207, 0.591207, 0.591207, 0.591207, 0.591207, 0.591207, 0.591207, 0.591207, 0.591207, 0.591207, 0.591207, 0.591207, 0.591207, 0.59121, 0.591207, 0.593028, 0.591262, 0.591207
16.0021, 1.2803, 0.591057, 0.589148, 1.81116, 0.689241, 0.589148, 0, 0.589148, 0.589148, 0.589148, 0.589148, 0.589148, 0.589148, 0.589148, 0.589148, 0.589148, 0.589148, 0.589148, 0.589148, 0.589148, 0.589148, 0.58915, 0.589148, 0.59101, 0.589193, 0.589148
16.01, 1.43494, 0.589033, 0.587093, 1.85336, 0.845911, 0.587093, 0, 0.587093, 0.587093, 0.587093, 0.587093, 0.587093, 0.587093, 0.587093, 0.587093, 0.587093, 0.587093, 0.587093, 0.587093, 0.587093, 0.587093, 0.587095, 0.587093, 0.588994, 0.587129, 0.587093
16.0178, 0.277537, 0.587607, 0.585635, 1.50915, -0.31007, 0.585635, 0, 0.585635, 0.585635, 0.585635, 0.585635, 0.585635, 0.585635, 0.585635, 0.585635, 0.585635, 0.585635, 0.585635, 0.585635, 0.585635, 0.585635, 0.585637, 0.585635, 0.587575, 0.585665, 0.585635
16.0257, 3.72246, 0.585994, 0.58399, 2.39217, 3.13647, 0.58399, 0, 0.58399, 0.58399, 0.58399, 0.58399, 0.58399, 0.58399, 0.58399, 0.58399, 0.58399, 0.58399, 0.58399, 0.58399, 0.58399, 0.58399, 0.583992, 0.58399, 0.585968, 0.584014, 0.58399
16.0336, 0.818216, 0.584231, 0.582195, 1.67875, 0.233984, 0.582195, 0, 0.582195, 0.582195, 0.582195, 0.582195, 0.582195, 0.582195, 0.582195, 0.582195, 0.582195, 0.582195, 0.582195, 0.582195, 0.582195, 0.582195, 0.582198, 0.582195, 0.58421, 0.582215, 0.582195
16.0414, 2.18178, 0.58233, 0.580262, 2.04494, 1.59945, 0.580262, 0, 0.580262, 0.580262, 0.580262, 0.580262, 0.580262, 0.580262, 0.580262, 0.580262, 0.580262, 0.580262, 0.580262, 0.580262, 0.580262, 0.580262, 0.580264, 0.580262, 0.582312, 0.580278, 0.580262
16.0493, 1, 0.580328, 0.578228, 1.73205, 0.419672, 0.578228, 0, 0.578228, 0.578228, 0.578228, 0.578228, 0.578228, 0.578228, 0.578228, 0.578228, 0.578228, 0.578228, 0.578228, 0.578228, 0.578228, 0.578228, 0.57823, 0.578228, 0.580313, 0.578241, 0.578228
16.0572, 0, 0.578235, 0.576104, 1.41421, -0.578235, 0.576104, 0, 0.576104, 0.576104, 0.576104, 0.576104, 0.576104, 0.576104, 0.576104, 0.576104, 0.576104, 0.576104, 0.576104, 0.576104, 0.576104, 0.576104, 0.576106, 0.576104, 0.578223, 0.576114, 0.576104
16.065, 1, 0.576079, 0.573916, 1.73205, 0.423921, 0.573916, 0, 0.573916, 0.573916, 0.573916, 0.573916, 0.573916, 0.573916, 0.573916, 0.573916, 0.573916, 0.573916, 0.573916, 0.573916, 0.573916, 0.573916, 0.573918, 0.573916, 0.576069, 0.573924, 0.573916
16.0729, 1, 0.573882, 0.571688, 1.73205, 0.426118, 0.571688, 0, 0.571688, 0.571688, 0.571688, 0.571688, 0.571688, 0.571688, 0.571688, 0.571688, 0.571688, 0.571688, 0.571688, 0.571688, 0.571688, 0.571688, 0.57169, 0.571688, 0.573874, 0.571694, 0.571688
16.0807, 1, 0.571603, 0.569378, 1.73205, 0.428397, 0.569378, 0, 0.569378, 0.569378, 0.569378, 0.569378, 0.569378, 0.569378, 0.569378, 0.569378, 0.569378, 0.569378, 0.569378, 0.569378, 0.569378, 0.569378, 0.56938, 0.569378, 0.571596, 0.569382, 0.569378
16.0886, 2.02354, 0.56923, 0.566974, 2.00588, 1.45431, 0.566974, 0, 0.566974, 0.566974, 0.566974, 0.566974, 0.566974, 0.566974, 0.566974, 0.566974, 0.566974, 0.566974, 0.566974, 0.566974, 0.566974, 0.566974, 0.566976, 0.566974, 0.569225, 0.566977, 0.566974
16.0965, 2.97646, 0.566703, 0.564415, 2.2308, 2.40975, 0.564415, 0, 0.564415, 0.564415, 0.564415, 0.564415, 0.564415, 0.564415, 0.564415, 0.564415, 0.564415, 0.564415, 0.564415, 0.564415, 0.564415, 0.564415, 0.564417, 0.564415, 0.566698, 0.564418, 0.564415
16.1043, 0, 0.564047, 0.561728, 1.41421, -0.564047, 0.561728, 0, 0.561728, 0.561728, 0.561728, 0.561728, 0.561728, 0.561728, 0.561728, 0.561728, 0.561728, 0.561728, 0.561728, 0.561728, 0.561728, 0.561728, 0.56173, 0.561728, 0.564043, 0.56173, 0.561728
16.1122, 0.248699, 0.561282, 0.558931, 1.49957, -0.312583, 0.558931, 0, 0.558931, 0.558931, 0.558931, 0.558931, 0.558931, 0.558931, 0.558931, 0.558931, 0.558931, 0.558931, 0.558931, 0.558931, 0.558931, 0.558931, 0.558933, 0.558931, 0.561278, 0.558933, 0.558931
16.1201, 0.751301, 0.558443, 0.556061, 1.6587, 0.192858, 0.556061, 0, 0.556061, 0.556061, 0.556061, 0.556061, 0.556061, 0.556061, 0.556061, 0.556061, 0.556061, 0.556061, 0.556061, 0.556061, 0.556061, 0.556061, 0.556063, 0.556061, 0.55844, 0.556062, 0.556061
16.1279, 0, 0.55556, 0.553145, 1.41421, -0.55556, 0.553145, 0, 0.553145, 0.553145, 0.553145, 0.553145, 0.553145, 0.553145, 0.553145, 0.553145, 0.553145, 0.553145, 0.553145, 0.553145, 0.553145, 0.553145, 0.553147, 0.553145, 0.555556, 0.553146, 0.553145
16.1358, 0, 0.552651, 0.550205, 1.41421, -0.552651, 0.550205, 0, 0.550205, 0.550205, 0.550205, 0.550205, 0.550205, 0.550205, 0.550205, 0.550205, 0.550205, 0.550205, 0.550205, 0.550205, 0.550205, 0.550205, 0.550207, 0.550205, 0.552648, 0.550206, 0.550205
16.1437, 1, 0.549735, 0.547257, 1.73205, 0.450265, 0.547257, 0, 0.547257, 0.547257, 0.547257, 0.547257, 0.547257, 0.547257, 0.547257, 0.547257, 0.547257, 0.547257, 0.547257, 0.547257, 0.547257, 0.547257, 0.547259, 0.547257, 0.549733, 0.547258, 0.547257
16.1515, 1.47311, 0.54674, 0.54423, 1.86363, 0.92637, 0.54423, 0, 0.54423, 0.54423, 0.54423, 0.54423, 0.54423, 0.54423, 0.54423, 0.54423, 0.54423, 0.54423, 0.54423, 0.54423, 0.54423, 0.54423, 0.544232, 0.54423, 0.546737, 0.54423, 0.54423
16.1594, 1.52689, 0.543586, 0.541043, 1.878, 0.983304, 0.541043, 0, 0.541043, 0.541043, 0.541043, 0.541043, 0.541043, 0.541043, 0.541043, 0.541043, 0.541043, 0.541043, 0.541043, 0.541043, 0.541043, 0.541043, 0.541045, 0.541043, 0.543583, 0.541043, 0.541043
16.1673, 0.231846, 0.540236, 0.53766, 1.49394, -0.30839, 0.53766, 0, 0.53766, 0.53766, 0.53766, 0.53766, 0.53766, 0.53766, 0.53766, 0.53766, 0.53766, 0.53766, 0.53766, 0.53766, 0.53766, 0.53766, 0.537662, 0.53766, 0.540233, 0.53766, 0.53766
16.1751, 2.99749, 0.536734, 0.534124, 2.23551, 2.46076, 0.534124, 0, 0.534124, 0.534124, 0.534124, 0.534124, 0.534124, 0.534124, 0.534124, 0.534124, 0.534124, 0.534124, 0.534124, 0.534124, 0.534124, 0.534124, 0.534127, 0.534124, 0.536731, 0.534125, 0.534124
16.183, 0.997674, 0.533163, 0.53052, 1.73138, 0.464511, 0.53052, 0, 0.53052, 0.53052, 0.53052, 0.53052, 0.53052, 0.53052, 0.53052, 0.53052, 0.53052, 0.53052, 0.53052, 0.53052, 0.53052, 0.53052, 0.530522, 0.53052, 0.53316, 0.53052, 0.53052
16.1909, 0.772986, 0.529604, 0.526927, 1.66523, 0.243382, 0.526927, 0, 0.526927, 0.526927, 0.526927, 0.526927, 0.526927, 0.526927, 0.526927, 0.526927, 0.526927, 0.526927, 0.526927, 0.526927, 0.526927, 0.526927, 0.526929, 0.526927, 0.529602, 0.526927, 0.526927
16.1987, 0, 0.526713, 0.524001, 1.41421, -0.526713, 0.524001, 0, 0.524001, 0.524001, 0.524001, 0.524001, 0.524001, 0.524001, 0.524001, 0.524001, 0.524001, 0.524001, 0.524001, 0.524001, 0.524001, 0.524001, 0.524003, 0.524001, 0.52671, 0.524002, 0.524001
16.2066, 1, 0.523488, 0.52074, 1.73205, 0.476512, 0.52074, 0, 0.52074, 0.52074, 0.52074, 0.52074, 0.52074, 0.52074, 0.52074, 0.52074, 0.52074, 0.52074, 0.52074, 0.52074, 0.52074, 0.52074, 0.520742, 0.52074, 0.523485, 0.520741, 0.52074
16.2145, 1.21735, 0.519971, 0.517188, 1.7937, 0.697378, 0.517188, 0, 0.517188, 0.517188, 0.517188, 0.517188, 0.517188, 0.517188, 0.517188, 0.517188, 0.517188, 0.517188, 0.517188, 0.517188, 0.517188, 0.517188, 0.51719, 0.517188, 0.519967, 0.517189, 0.517188
16.2223, 1.78265, 0.516271, 0.513451, 1.9449, 1.26638, 0.513451, 0, 0.513451, 0.513451, 0.513451, 0.513451, 0.513451, 0.513451, 0.513451, 0.513451, 0.513451, 0.513451, 0.513451, 0.513451, 0.513451, 0.513451, 0.513454, 0.513451, 0.516267, 0.513453, 0.513451
16.2302, 0, 0.512464, 0.509609, 1.41421, -0.512464, 0.509609, 0, 0.509609, 0.509609, 0.509609, 0.509609, 0.509609, 0.509609, 0.509609, 0.509609, 0.509609, 0.509609, 0.509609, 0.509609, 0.509609, 0.509609, 0.509611, 0.509609, 0.512461, 0.50961, 0.509609
16.2381, 0, 0.508602, 0.505709, 1.41421, -0.508602, 0.505709, 0, 0.505709, 0.505709, 0.505709, 0.505709, 0.505709, 0.505709, 0.505709, 0.505709, 0.505709, 0.505709, 0.505709, 0.505709, 0.505709, 0.505709, 0.505711, 0.505709, 0.508598, 0.505711, 0.505709
16.2459, 0.207559, 0.504715, 0.501784, 1.48579, -0.297156, 0.501784, 0, 0.501784, 0.501784, 0.501784, 0.501784, 0.501784, 0.501784, 0.501784, 0.501784, 0.501784, 0.501784, 0.501784, 0.501784, 0.501784, 0.501784, 0.501786, 0.501784, 0.50471, 0.501786, 0.501784
16.2538, 1.79244, 0.500823, 0.497853, 1.94742, 1.29162, 0.497853, 0, 0.497853, 0.497853, 0.497853, 0.497853, 0.497853, 0.497853, 0.497853, 0.497853, 0.497853, 0.497853, 0.497853, 0.497853, 0.497853, 0.497853, 0.497855, 0.497853, 0.500818, 0.497856, 0.497853
16.2616, 1, 0.496762, 0.493753, 1.73205, 0.503238, 0.493753, 0, 0.493753, 0.493753, 0.493753, 0.493753, 0.493753, 0.493753, 0.493753, 0.493753, 0.493753, 0.493753, 0.493753, 0.493753, 0.493753, 0.493753, 0.493755, 0.493753, 0.496756, 0.493756, 0.493753
16.2695, 0, 0.49247, 0.489422, 1.41421, -0.49247, 0.489422, 0, 0.489422, 0.489422, 0.489422, 0.489422, 0.489422, 0.489422, 0.489422, 0.489422, 0.489422, 0.489422, 0.489422, 0.489422, 0.489422, 0.489422, 0.489424, 0.489422, 0.492464, 0.489426, 0.489422
16.2774, 0, 0.48794, 0.484851, 1.41421, -0.48794, 0.484851, 0, 0.484851, 0.484851, 0.484851, 0.484851, 0.484851, 0.484851, 0.484851, 0.484851, 0.484851, 0.484851, 0.484851, 0.484851, 0.484851, 0.484851, 0.484853, 0.484851, 0.487933, 0.484856, 0.484851
16.2852, 3.19564, 0.483236, 0.480106, 2.27939, 2.7124, 0.480106, 0, 0.480106, 0.480106, 0.480106, 0.480106, 0.480106, 0.480106, 0.480106, 0.480106, 0.480106, 0.480106, 0.480106, 0.480106, 0.480106, 0.480106, 0.480108, 0.480106, 0.483228, 0.480112, 0.480106
16.2931, 1.80436, 0.478459, 0.475286, 1.95048, 1.3259, 0.475286, 0, 0.475286, 0.475286, 0.475286, 0.475286, 0.475286, 0.475286, 0.475286, 0.475286, 0.475286, 0.475286, 0.475286, 0.475286, 0.475286, 0.475286, 0.475289, 0.475286, 0.47845, 0.475294, 0.475286
16.301, 1, 0.473707, 0.470491, 1.73205, 0.526293, 0.470491, 0, 0.470491, 0.470491, 0.470491, 0.470491, 0.470491, 0.470491, 0.470491, 0.470491, 0.470491, 0.470491, 0.470491, 0.470491, 0.470491, 0.470491, 0.470494, 0.470491, 0.473696, 0.4705, 0.470491
16.3088, 1, 0.469575, 0.466315, 1.73205, 0.530425, 0.466315, 0, 0.466315, 0.466315, 0.466315, 0.466315, 0.466315, 0.466315, 0.466315, 0.466315, 0.466315, 0.466315, 0.466315, 0.466315, 0.466315, 0.466315, 0.466318, 0.466315, 0.469562, 0.466326, 0.466315
16.3167, 2, 0.464942, 0.461638, 2, 1.53506, 0.461638, 0, 0.461638, 0.461638, 0.461638, 0.461638, 0.461638, 0.461638, 0.461638, 0.461638, 0.461638, 0.461638, 0.461638, 0.461638, 0.461638, 0.461638, 0.46164, 0.461638, 0.464927, 0.46165, 0.461638
16.3246, 0.183643, 0.459898, 0.456549, 1.47772, -0.276255, 0.456549, 0, 0.456549, 0.456549, 0.456549, 0.456549, 0.456549, 0.456549, 0.456549, 0.456549, 0.456549, 0.456549, 0.456549, 0.456549, 0.456549, 0.456549, 0.456551, 0.456549, 0.459882, 0.456563, 0.456549
16.3324, 0.816357, 0.454668, 0.451273, 1.6782, 0.361689, 0.451273, 0, 0.451273, 0.451273, 0.451273, 0.451273, 0.451273, 0.451273, 0.451273, 0.451273, 0.451273, 0.451273, 0.451273, 0.451273, 0.451273, 0.451273, 0.451275, 0.451273, 0.45465, 0.451289, 0.451273
16.3403, 1, 0.44947, 0.446027, 1.73205, 0.55053, 0.446027, 0, 0.446027, 0.446027, 0.446027, 0.446027, 0.446027, 0.446027, 0.446027, 0.446027, 0.446027, 0.446027, 0.446027, 0.446027, 0.446027, 0.446027, 0.446029, 0.446027, 0.449449, 0.446046, 0.446027
16.3482, 1.17633, 0.445932, 0.442441, 1.78223, 0.7304, 0.442441, 0, 0.442441, 0.442441, 0.442441, 0.442441, 0.442441, 0.442441, 0.442441, 0.442441, 0.442441, 0.442441, 0.442441, 0.442441, 0.442441, 0.442441, 0.442443, 0.442441, 0.445908, 0.442462, 0.442441
16.356, 1.82367, 0.441582, 0.438042, 1.95542, 1.38209, 0.438042, 0, 0.438042, 0.438042, 0.438042, 0.438042, 0.438042, 0.438042, 0.438042, 0.438042, 0.438042, 0.438042, 0.438042, 0.438042, 0.438042, 0.438042, 0.438044, 0.438042, 0.441555, 0.438066, 0.438042
16.3639, 0.171521, 0.436557, 0.432967, 1.47361, -0.265036, 0.432967, 0, 0.432967, 0.432967, 0.432967, 0.432967, 0.432967, 0.432967, 0.432967, 0.432967, 0.432967, 0.432967, 0.432967, 0.432967, 0.432967, 0.432967, 0.432969, 0.432967, 0.436527, 0.432994, 0.432967
16.3718, 1.99771, 0.431216, 0.427574, 1.99943, 1.56649, 0.427574, 0, 0.427574, 0.427574, 0.427574, 0.427574, 0.427574, 0.427574, 0.427574, 0.427574, 0.427574, 0.427574, 0.427574, 0.427574, 0.427574, 0.427574, 0.427576, 0.427574, 0.431182, 0.427605, 0.427574
16.3796, 1.83077, 0.425909, 0.422215, 1.95724, 1.40486, 0.422215, 0, 0.422215, 0.422215, 0.422215, 0.422215, 0.422215, 0.422215, 0.422215, 0.422215, 0.422215, 0.422215, 0.422215, 0.422215, 0.422215, 0.422215, 0.422218, 0.422215, 0.425872, 0.422251, 0.422215
16.3875, 0, 0.422559, 0.418812, 1.41421, -0.422559, 0.418812, 0, 0.418812, 0.418812, 0.418812, 0.418812, 0.418812, 0.418812, 0.418812, 0.418812, 0.418812, 0.418812, 0.418812, 0.418812, 0.418812, 0.418812, 0.418815, 0.418812, 0.422518, 0.418852, 0.418812
16.3954, 2.32375, 0.418174, 0.414373, 2.07936, 1.90557, 0.414373, 0, 0.414373, 0.414373, 0.414373, 0.414373, 0.414373, 0.414373, 0.414373, 0.414373, 0.414373, 0.414373, 0.414373, 0.414373, 0.414373, 0.414373, 0.414375, 0.414373, 0.418128, 0.414416, 0.414373
16.4032, 4.15494, 0.412921, 0.409065, 2.48092, 3.74202, 0.409065, 0, 0.409065, 0.409065, 0.409065, 0.409065, 0.409065, 0.409065, 0.409065, 0.409065, 0.409065, 0.409065, 0.409065, 0.409065, 0.409065, 0.409065, 0.409067, 0.409065, 0.41287, 0.409113, 0.409065
16.4111, 2.52131, 0.407259, 0.403347, 2.12634, 2.11405, 0.403347, 0, 0.403347, 0.403347, 0.403347, 0.403347, 0.403347, 0.403347, 0.403347, 0.403347, 0.403347, 0.403347, 0.403347, 0.403347, 0.403347, 0.403347, 0.40335, 0.403347, 0.407205, 0.4034, 0.403347
16.4189, 2, 0.401639, 0.39767, 2, 1.59836, 0.39767, 0, 0.39767, 0.39767, 0.39767, 0.39767, 0.39767, 0.39767, 0.39767, 0.39767, 0.39767, 0.39767, 0.39767, 0.39767, 0.39767, 0.39767, 0.397673, 0.39767, 0.40158, 0.397728, 0.39767
16.4268, 1.15213, 0.398741, 0.394714, 1.77542, 0.75339, 0.394714, 0, 0.394714, 0.394714, 0.394714, 0.394714, 0.394714, 0.394714, 0.394714, 0.394714, 0.394714, 0.394714, 0.394714, 0.394714, 0.394714, 0.394714, 0.394717, 0.394714, 0.398677, 0.394776, 0.394714
16.4347, 2.14732, 0.394611, 0.390526, 2.0365, 1.75271, 0.390526, 0, 0.390526, 0.390526, 0.390526, 0.390526, 0.390526, 0.390526, 0.390526, 0.390526, 0.390526, 0.390526, 0.390526, 0.390526, 0.390526, 0.390526, 0.390528, 0.390526, 0.394542, 0.390593, 0.390526
16.4425, 1.70055, 0.389432, 0.385288, 1.92368, 1.31111, 0.385288, 0, 0.385288, 0.385288, 0.385288, 0.385288, 0.385288, 0.385288, 0.385288, 0.385288, 0.385288, 0.385288, 0.385288, 0.385288, 0.385288, 0.385288, 0.38529, 0.385288, 0.389359, 0.385359, 0.385288
