   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_452.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.00503316, 0, 2.68905e-16, 0, 1.41421, -2.68905e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.46105e-19, 0, 0, 1.32218e-18, 0, 0, 2.66937e-16, 0, 0, 0
0.0128784, 0, 4.47442e-16, 0, 1.41421, -4.47442e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07498e-18, 0, 0, 2.24066e-18, 0, 0, 4.44126e-16, 0, 0, 0
0.0207236, 0, 7.40382e-16, 0, 1.41421, -7.40382e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7786e-18, 0, 0, 3.77638e-18, 0, 0, 7.34827e-16, 0, 0, 0
0.0285688, 0, 1.21839e-15, 0, 1.41421, -1.21839e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.92663e-18, 0, 0, 6.33031e-18, 0, 0, 1.20913e-15, 0, 0, 0
0.036414, 0, 1.99415e-15, 0, 1.41421, -1.99415e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.78957e-18, 0, 0, 1.0555e-17, 0, 0, 1.9788e-15, 0, 0, 0
0.0442592, 0, 3.24635e-15, 0, 1.41421, -3.24635e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.79635e-18, 0, 0, 1.75065e-17, 0, 0, 3.22105e-15, 0, 0, 0
0.0521044, 0, 5.25687e-15, 0, 1.41421, -5.25687e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26234e-17, 0, 0, 2.8886e-17, 0, 0, 5.21536e-15, 0, 0, 0
0.0599496, 0, 8.46788e-15, 0, 1.41421, -8.46788e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0332e-17, 0, 0, 4.74181e-17, 0, 0, 8.40013e-15, 0, 0, 0
0.0677948, 0, 1.35694e-14, 0, 1.41421, -1.35694e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25775e-17, 0, 0, 7.7449e-17, 0, 0, 1.34594e-14, 0, 0, 0
0.07564, 0, 2.16322e-14, 0, 1.41421, -2.16322e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.19291e-17, 0, 0, 1.25871e-16, 0, 0, 2.14544e-14, 0, 0, 0
0.0834852, 0, 3.43098e-14, 0, 1.41421, -3.43098e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.23529e-17, 0, 0, 2.03563e-16, 0, 0, 3.40239e-14, 0, 0, 0
