   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_119.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
13.9456, 3.63668, 1.22136, 1.22135, 2.37417, 2.41532, 0, 1.22135, 1.22135, 1.22135, 1.22135, 1.22135, 1.22135, 1.22135, 1.22135, 1.22135, 1.22135, 1.22135, 1.22135, 1.22135, 1.22135, 1.22135, 1.22136, 1.22135, 1.22135, 1.22135
13.9535, 4.36332, 1.2132, 1.2132, 2.52256, 3.15012, 0, 1.2132, 1.2132, 1.2132, 1.2132, 1.2132, 1.2132, 1.2132, 1.2132, 1.2132, 1.2132, 1.2132, 1.2132, 1.2132, 1.2132, 1.2132, 1.2132, 1.2132, 1.2132, 1.2132
13.9614, 0.904461, 1.20308, 1.20308, 1.70425, -0.298624, 0, 1.20308, 1.20308, 1.20308, 1.20308, 1.20308, 1.20308, 1.20308, 1.20308, 1.20308, 1.20308, 1.20308, 1.20308, 1.20308, 1.20308, 1.20308, 1.20308, 1.20308, 1.20308, 1.20308
13.9692, 1.99752, 1.19202, 1.19201, 1.99938, 0.805506, 0, 1.19201, 1.19201, 1.19201, 1.19201, 1.19201, 1.19201, 1.19201, 1.19201, 1.19201, 1.19201, 1.19201, 1.19201, 1.19201, 1.19201, 1.19201, 1.19202, 1.19201, 1.19201, 1.19201
13.9771, 0.0980173, 1.181, 1.181, 1.44845, -1.08298, 0, 1.181, 1.181, 1.181, 1.181, 1.181, 1.181, 1.181, 1.181, 1.181, 1.181, 1.181, 1.181, 1.181, 1.181, 1.181, 1.181, 1.181, 1.181, 1.181
13.9849, 1.89715, 1.17571, 1.1757, 1.97412, 0.721443, 0, 1.1757, 1.1757, 1.1757, 1.1757, 1.1757, 1.1757, 1.1757, 1.1757, 1.1757, 1.1757, 1.1757, 1.1757, 1.1757, 1.1757, 1.1757, 1.17571, 1.1757, 1.1757, 1.1757
13.9928, 2.89219, 1.16795, 1.16795, 2.21183, 1.72424, 0, 1.16795, 1.16795, 1.16795, 1.16795, 1.16795, 1.16795, 1.16795, 1.16795, 1.16795, 1.16795, 1.16795, 1.16795, 1.16795, 1.16795, 1.16795, 1.16795, 1.16795, 1.16795, 1.16795
14.0006, 1.1031, 1.15787, 1.15787, 1.76156, -0.0547745, 0, 1.15787, 1.15787, 1.15787, 1.15787, 1.15787, 1.15787, 1.15787, 1.15787, 1.15787, 1.15787, 1.15787, 1.15787, 1.15787, 1.15787, 1.15787, 1.15787, 1.15787, 1.15787, 1.15787
14.0085, 1.10756, 1.14666, 1.14666, 1.76283, -0.0391037, 0, 1.14666, 1.14666, 1.14666, 1.14666, 1.14666, 1.14666, 1.14666, 1.14666, 1.14666, 1.14666, 1.14666, 1.14666, 1.14666, 1.14666, 1.14666, 1.14666, 1.14666, 1.14666, 1.14666
14.0164, 0.887484, 1.13551, 1.13551, 1.69926, -0.248023, 0, 1.13551, 1.13551, 1.13551, 1.13551, 1.13551, 1.13551, 1.13551, 1.13551, 1.13551, 1.13551, 1.13551, 1.13551, 1.13551, 1.13551, 1.13551, 1.13551, 1.13551, 1.13551, 1.13551
14.0242, 0.112515, 1.13218, 1.13218, 1.45345, -1.01967, 0, 1.13218, 1.13218, 1.13218, 1.13218, 1.13218, 1.13218, 1.13218, 1.13218, 1.13218, 1.13218, 1.13218, 1.13218, 1.13218, 1.13218, 1.13218, 1.13218, 1.13218, 1.13218, 1.13218
14.0321, 1, 1.12521, 1.12521, 1.73205, -0.125207, 0, 1.12521, 1.12521, 1.12521, 1.12521, 1.12521, 1.12521, 1.12521, 1.12521, 1.12521, 1.12521, 1.12521, 1.12521, 1.12521, 1.12521, 1.12521, 1.12521, 1.12521, 1.12521, 1.12521
14.0399, 2, 1.11485, 1.11485, 2, 0.88515, 0, 1.11485, 1.11485, 1.11485, 1.11485, 1.11485, 1.11485, 1.11485, 1.11485, 1.11485, 1.11485, 1.11485, 1.11485, 1.11485, 1.11485, 1.11485, 1.11485, 1.11485, 1.11485, 1.11485
14.0478, 2.87794, 1.10285, 1.10285, 2.20861, 1.7751, 0, 1.10285, 1.10285, 1.10285, 1.10285, 1.10285, 1.10285, 1.10285, 1.10285, 1.10285, 1.10285, 1.10285, 1.10285, 1.10285, 1.10285, 1.10285, 1.10285, 1.10285, 1.10285, 1.10285
14.0556, 2.87299, 1.09091, 1.09091, 2.20748, 1.78208, 0, 1.09091, 1.09091, 1.09091, 1.09091, 1.09091, 1.09091, 1.09091, 1.09091, 1.09091, 1.09091, 1.09091, 1.09091, 1.09091, 1.09091, 1.09091, 1.09091, 1.09091, 1.09091, 1.09091
14.0635, 0.249071, 1.09827, 1.09827, 1.49969, -0.8492, 0, 1.09827, 1.09827, 1.09827, 1.09827, 1.09827, 1.09827, 1.09827, 1.09827, 1.09827, 1.09827, 1.09827, 1.09827, 1.09827, 1.09827, 1.09827, 1.09827, 1.09827, 1.09827, 1.09827
14.0714, 0.870756, 1.10164, 1.10164, 1.69433, -0.230886, 0, 1.10164, 1.10164, 1.10164, 1.10164, 1.10164, 1.10164, 1.10164, 1.10164, 1.10164, 1.10164, 1.10164, 1.10164, 1.10164, 1.10164, 1.10164, 1.10164, 1.10164, 1.10164, 1.10164
14.0792, 0.129244, 1.10117, 1.10116, 1.45919, -0.971923, 0, 1.10116, 1.10116, 1.10116, 1.10116, 1.10116, 1.10116, 1.10116, 1.10116, 1.10116, 1.10116, 1.10116, 1.10116, 1.10116, 1.10116, 1.10116, 1.10117, 1.10116, 1.10116, 1.10116
14.0871, 0.865816, 1.09877, 1.09877, 1.69287, -0.232953, 0, 1.09877, 1.09877, 1.09877, 1.09877, 1.09877, 1.09877, 1.09877, 1.09877, 1.09877, 1.09877, 1.09877, 1.09877, 1.09877, 1.09877, 1.09877, 1.09877, 1.09877, 1.09877, 1.09877
14.0949, 0.134184, 1.09637, 1.09637, 1.46088, -0.96219, 0, 1.09637, 1.09637, 1.09637, 1.09637, 1.09637, 1.09637, 1.09637, 1.09637, 1.09637, 1.09637, 1.09637, 1.09637, 1.09637, 1.09637, 1.09637, 1.09637, 1.09637, 1.09637, 1.09637
14.1028, 3.72193, 1.10152, 1.10152, 2.39206, 2.62041, 0, 1.10152, 1.10152, 1.10152, 1.10152, 1.10152, 1.10152, 1.10152, 1.10152, 1.10152, 1.10152, 1.10152, 1.10152, 1.10152, 1.10152, 1.10152, 1.10152, 1.10152, 1.10152, 1.10152
14.1106, 0.278067, 1.10407, 1.10407, 1.50933, -0.826002, 0, 1.10407, 1.10407, 1.10407, 1.10407, 1.10407, 1.10407, 1.10407, 1.10407, 1.10407, 1.10407, 1.10407, 1.10407, 1.10407, 1.10407, 1.10407, 1.10407, 1.10407, 1.10407, 1.10407
14.1185, 3.85626, 1.10415, 1.10415, 2.41997, 2.75211, 0, 1.10415, 1.10415, 1.10415, 1.10415, 1.10415, 1.10415, 1.10415, 1.10415, 1.10415, 1.10415, 1.10415, 1.10415, 1.10415, 1.10415, 1.10415, 1.10415, 1.10415, 1.10415, 1.10415
14.1264, 2.14374, 1.103, 1.103, 2.03562, 1.04074, 0, 1.103, 1.103, 1.103, 1.103, 1.103, 1.103, 1.103, 1.103, 1.103, 1.103, 1.103, 1.103, 1.103, 1.103, 1.103, 1.103, 1.103, 1.103, 1.103
14.1342, 3, 1.10185, 1.10185, 2.23607, 1.89815, 0, 1.10185, 1.10185, 1.10185, 1.10185, 1.10185, 1.10185, 1.10185, 1.10185, 1.10185, 1.10185, 1.10185, 1.10185, 1.10185, 1.10185, 1.10185, 1.10185, 1.10185, 1.10185, 1.10185
14.1421, 1.69814, 1.1064, 1.1064, 1.92306, 0.591737, 0, 1.1064, 1.1064, 1.1064, 1.1064, 1.1064, 1.1064, 1.1064, 1.1064, 1.1064, 1.1064, 1.1064, 1.1064, 1.1064, 1.1064, 1.1064, 1.1064, 1.1064, 1.1064, 1.1064
14.1499, 1.30186, 1.10867, 1.10867, 1.8171, 0.19319, 0, 1.10867, 1.10867, 1.10867, 1.10867, 1.10867, 1.10867, 1.10867, 1.10867, 1.10867, 1.10867, 1.10867, 1.10867, 1.10867, 1.10867, 1.10867, 1.10867, 1.10867, 1.10867, 1.10867
14.1578, 3.53234, 1.10878, 1.10878, 2.35209, 2.42356, 0, 1.10878, 1.10878, 1.10878, 1.10878, 1.10878, 1.10878, 1.10878, 1.10878, 1.10878, 1.10878, 1.10878, 1.10878, 1.10878, 1.10878, 1.10878, 1.10878, 1.10878, 1.10878, 1.10878
14.1656, 1.46766, 1.10783, 1.10782, 1.86216, 0.359833, 0, 1.10782, 1.10782, 1.10782, 1.10782, 1.10782, 1.10782, 1.10782, 1.10782, 1.10782, 1.10782, 1.10782, 1.10782, 1.10782, 1.10782, 1.10782, 1.10783, 1.10782, 1.10782, 1.10782
14.1735, 2.67856, 1.10687, 1.10686, 2.163, 1.5717, 0, 1.10686, 1.10686, 1.10686, 1.10686, 1.10686, 1.10686, 1.10686, 1.10686, 1.10686, 1.10686, 1.10686, 1.10686, 1.10686, 1.10686, 1.10686, 1.10687, 1.10686, 1.10686, 1.10686
14.1814, 1.99554, 1.11104, 1.11103, 1.99888, 0.884502, 0, 1.11103, 1.11103, 1.11103, 1.11103, 1.11103, 1.11103, 1.11103, 1.11103, 1.11103, 1.11103, 1.11103, 1.11103, 1.11103, 1.11103, 1.11103, 1.11104, 1.11103, 1.11103, 1.11103
14.1892, 1.16047, 1.11316, 1.11316, 1.77777, 0.0473094, 0, 1.11316, 1.11316, 1.11316, 1.11316, 1.11316, 1.11316, 1.11316, 1.11316, 1.11316, 1.11316, 1.11316, 1.11316, 1.11316, 1.11316, 1.11316, 1.11316, 1.11316, 1.11316, 1.11316
14.1971, 1.82941, 1.11338, 1.11337, 1.95689, 0.716034, 0, 1.11337, 1.11337, 1.11337, 1.11337, 1.11337, 1.11337, 1.11337, 1.11337, 1.11337, 1.11337, 1.11337, 1.11337, 1.11337, 1.11337, 1.11337, 1.11338, 1.11337, 1.11337, 1.11337
14.2049, 2.16576, 1.11263, 1.11263, 2.04102, 1.05312, 0, 1.11263, 1.11263, 1.11263, 1.11263, 1.11263, 1.11263, 1.11263, 1.11263, 1.11263, 1.11263, 1.11263, 1.11263, 1.11263, 1.11263, 1.11263, 1.11263, 1.11263, 1.11263, 1.11263
14.2128, 0.17026, 1.11189, 1.11189, 1.47318, -0.941633, 0, 1.11189, 1.11189, 1.11189, 1.11189, 1.11189, 1.11189, 1.11189, 1.11189, 1.11189, 1.11189, 1.11189, 1.11189, 1.11189, 1.11189, 1.11189, 1.11189, 1.11189, 1.11189, 1.11189
14.2206, 1.82478, 1.11564, 1.11564, 1.95571, 0.709144, 0, 1.11564, 1.11564, 1.11564, 1.11564, 1.11564, 1.11564, 1.11564, 1.11564, 1.11564, 1.11564, 1.11564, 1.11564, 1.11564, 1.11564, 1.11564, 1.11564, 1.11564, 1.11564, 1.11564
14.2285, 1.99777, 1.11752, 1.11752, 1.99944, 0.880246, 0, 1.11752, 1.11752, 1.11752, 1.11752, 1.11752, 1.11752, 1.11752, 1.11752, 1.11752, 1.11752, 1.11752, 1.11752, 1.11752, 1.11752, 1.11752, 1.11752, 1.11752, 1.11752, 1.11752
14.2364, 0.177447, 1.11767, 1.11767, 1.47562, -0.940226, 0, 1.11767, 1.11767, 1.11767, 1.11767, 1.11767, 1.11767, 1.11767, 1.11767, 1.11767, 1.11767, 1.11767, 1.11767, 1.11767, 1.11767, 1.11767, 1.11767, 1.11767, 1.11767, 1.11767
14.2442, 2.8176, 1.11696, 1.11695, 2.1949, 1.70064, 0, 1.11695, 1.11695, 1.11695, 1.11695, 1.11695, 1.11695, 1.11695, 1.11695, 1.11695, 1.11695, 1.11695, 1.11695, 1.11695, 1.11695, 1.11695, 1.11696, 1.11695, 1.11695, 1.11695
14.2521, 0.182404, 1.11624, 1.11624, 1.4773, -0.933833, 0, 1.11624, 1.11624, 1.11624, 1.11624, 1.11624, 1.11624, 1.11624, 1.11624, 1.11624, 1.11624, 1.11624, 1.11624, 1.11624, 1.11624, 1.11624, 1.11624, 1.11624, 1.11624, 1.11624
14.2599, 2, 1.11974, 1.11974, 2, 0.880258, 0, 1.11974, 1.11974, 1.11974, 1.11974, 1.11974, 1.11974, 1.11974, 1.11974, 1.11974, 1.11974, 1.11974, 1.11974, 1.11974, 1.11974, 1.11974, 1.11974, 1.11974, 1.11974, 1.11974
14.2678, 2.62057, 1.12154, 1.12154, 2.14955, 1.49903, 0, 1.12154, 1.12154, 1.12154, 1.12154, 1.12154, 1.12154, 1.12154, 1.12154, 1.12154, 1.12154, 1.12154, 1.12154, 1.12154, 1.12154, 1.12154, 1.12154, 1.12154, 1.12154, 1.12154
14.2756, 0.37943, 1.12176, 1.12175, 1.54254, -0.742325, 0, 1.12175, 1.12175, 1.12175, 1.12175, 1.12175, 1.12175, 1.12175, 1.12175, 1.12175, 1.12175, 1.12175, 1.12175, 1.12175, 1.12175, 1.12175, 1.12176, 1.12175, 1.12175, 1.12175
14.2835, 0.805576, 1.12117, 1.12117, 1.67499, -0.315596, 0, 1.12117, 1.12117, 1.12117, 1.12117, 1.12117, 1.12117, 1.12117, 1.12117, 1.12117, 1.12117, 1.12117, 1.12117, 1.12117, 1.12117, 1.12117, 1.12117, 1.12117, 1.12117, 1.12117
14.2914, 2.19442, 1.12059, 1.12059, 2.04803, 1.07383, 0, 1.12059, 1.12059, 1.12059, 1.12059, 1.12059, 1.12059, 1.12059, 1.12059, 1.12059, 1.12059, 1.12059, 1.12059, 1.12059, 1.12059, 1.12059, 1.12059, 1.12059, 1.12059, 1.12059
14.2992, 0.800867, 1.12366, 1.12366, 1.67358, -0.322791, 0, 1.12366, 1.12366, 1.12366, 1.12366, 1.12366, 1.12366, 1.12366, 1.12366, 1.12366, 1.12366, 1.12366, 1.12366, 1.12366, 1.12366, 1.12366, 1.12366, 1.12366, 1.12366, 1.12366
14.3071, 3.594, 1.12519, 1.12519, 2.36516, 2.46881, 0, 1.12519, 1.12519, 1.12519, 1.12519, 1.12519, 1.12519, 1.12519, 1.12519, 1.12519, 1.12519, 1.12519, 1.12519, 1.12519, 1.12519, 1.12519, 1.12519, 1.12519, 1.12519, 1.12519
14.3149, 0.605129, 1.12529, 1.12529, 1.61404, -0.52016, 0, 1.12529, 1.12529, 1.12529, 1.12529, 1.12529, 1.12529, 1.12529, 1.12529, 1.12529, 1.12529, 1.12529, 1.12529, 1.12529, 1.12529, 1.12529, 1.12529, 1.12529, 1.12529, 1.12529
14.3228, 1.79356, 1.12467, 1.12467, 1.94771, 0.668884, 0, 1.12467, 1.12467, 1.12467, 1.12467, 1.12467, 1.12467, 1.12467, 1.12467, 1.12467, 1.12467, 1.12467, 1.12467, 1.12467, 1.12467, 1.12467, 1.12467, 1.12467, 1.12467, 1.12467
14.3307, 1.99752, 1.12406, 1.12405, 1.99938, 0.873465, 0, 1.12405, 1.12405, 1.12405, 1.12405, 1.12405, 1.12405, 1.12405, 1.12405, 1.12405, 1.12405, 1.12405, 1.12405, 1.12405, 1.12405, 1.12405, 1.12406, 1.12405, 1.12405, 1.12405
14.3385, 2.78637, 1.12689, 1.12689, 2.18778, 1.65948, 0, 1.12689, 1.12689, 1.12689, 1.12689, 1.12689, 1.12689, 1.12689, 1.12689, 1.12689, 1.12689, 1.12689, 1.12689, 1.12689, 1.12689, 1.12689, 1.12689, 1.12689, 1.12689, 1.12689
14.3464, 1.20892, 1.12834, 1.12834, 1.79135, 0.0805782, 0, 1.12834, 1.12834, 1.12834, 1.12834, 1.12834, 1.12834, 1.12834, 1.12834, 1.12834, 1.12834, 1.12834, 1.12834, 1.12834, 1.12834, 1.12834, 1.12834, 1.12834, 1.12834, 1.12834
14.3542, 1.21363, 1.1285, 1.1285, 1.79266, 0.0851277, 0, 1.1285, 1.1285, 1.1285, 1.1285, 1.1285, 1.1285, 1.1285, 1.1285, 1.1285, 1.1285, 1.1285, 1.1285, 1.1285, 1.1285, 1.1285, 1.1285, 1.1285, 1.1285, 1.1285
14.3621, 0.781537, 1.12802, 1.12801, 1.66779, -0.346479, 0, 1.12801, 1.12801, 1.12801, 1.12801, 1.12801, 1.12801, 1.12801, 1.12801, 1.12801, 1.12801, 1.12801, 1.12801, 1.12801, 1.12801, 1.12801, 1.12802, 1.12801, 1.12801, 1.12801
14.3699, 3.99755, 1.12753, 1.12753, 2.44899, 2.87002, 0, 1.12753, 1.12753, 1.12753, 1.12753, 1.12753, 1.12753, 1.12753, 1.12753, 1.12753, 1.12753, 1.12753, 1.12753, 1.12753, 1.12753, 1.12753, 1.12753, 1.12753, 1.12753, 1.12753
14.3778, 0.997494, 1.1299, 1.12989, 1.73133, -0.132402, 0, 1.12989, 1.12989, 1.12989, 1.12989, 1.12989, 1.12989, 1.12989, 1.12989, 1.12989, 1.12989, 1.12989, 1.12989, 1.12989, 1.12989, 1.12989, 1.1299, 1.12989, 1.12989, 1.12989
14.3857, 0.997646, 1.13104, 1.13104, 1.73137, -0.133397, 0, 1.13104, 1.13104, 1.13104, 1.13104, 1.13104, 1.13104, 1.13104, 1.13104, 1.13104, 1.13104, 1.13104, 1.13104, 1.13104, 1.13104, 1.13104, 1.13104, 1.13104, 1.13104, 1.13104
14.3935, 2.22577, 1.13105, 1.13105, 2.05567, 1.09472, 0, 1.13105, 1.13105, 1.13105, 1.13105, 1.13105, 1.13105, 1.13105, 1.13105, 1.13105, 1.13105, 1.13105, 1.13105, 1.13105, 1.13105, 1.13105, 1.13105, 1.13105, 1.13105, 1.13105
14.4014, 2.53879, 1.13049, 1.13049, 2.13044, 1.40829, 0, 1.13049, 1.13049, 1.13049, 1.13049, 1.13049, 1.13049, 1.13049, 1.13049, 1.13049, 1.13049, 1.13049, 1.13049, 1.13049, 1.13049, 1.13049, 1.13049, 1.13049, 1.13049, 1.13049
14.4092, 2.99529, 1.12993, 1.12993, 2.23501, 1.86536, 0, 1.12993, 1.12993, 1.12993, 1.12993, 1.12993, 1.12993, 1.12993, 1.12993, 1.12993, 1.12993, 1.12993, 1.12993, 1.12993, 1.12993, 1.12993, 1.12993, 1.12993, 1.12993, 1.12993
14.4171, 2.46592, 1.13206, 1.13206, 2.11327, 1.33386, 0, 1.13206, 1.13206, 1.13206, 1.13206, 1.13206, 1.13206, 1.13206, 1.13206, 1.13206, 1.13206, 1.13206, 1.13206, 1.13206, 1.13206, 1.13206, 1.13206, 1.13206, 1.13206, 1.13206
14.4249, 1, 1.13313, 1.13313, 1.73205, -0.133129, 0, 1.13313, 1.13313, 1.13313, 1.13313, 1.13313, 1.13313, 1.13313, 1.13313, 1.13313, 1.13313, 1.13313, 1.13313, 1.13313, 1.13313, 1.13313, 1.13313, 1.13313, 1.13313, 1.13313
14.4328, 0, 1.1332, 1.1332, 1.41421, -1.1332, 0, 1.1332, 1.1332, 1.1332, 1.1332, 1.1332, 1.1332, 1.1332, 1.1332, 1.1332, 1.1332, 1.1332, 1.1332, 1.1332, 1.1332, 1.1332, 1.1332, 1.1332, 1.1332, 1.1332
14.4407, 3.75737, 1.13277, 1.13277, 2.39945, 2.62461, 0, 1.13277, 1.13277, 1.13277, 1.13277, 1.13277, 1.13277, 1.13277, 1.13277, 1.13277, 1.13277, 1.13277, 1.13277, 1.13277, 1.13277, 1.13277, 1.13277, 1.13277, 1.13277, 1.13277
14.4485, 2.99752, 1.13234, 1.13234, 2.23551, 1.86518, 0, 1.13234, 1.13234, 1.13234, 1.13234, 1.13234, 1.13234, 1.13234, 1.13234, 1.13234, 1.13234, 1.13234, 1.13234, 1.13234, 1.13234, 1.13234, 1.13234, 1.13234, 1.13234, 1.13234
14.4564, 1.99777, 1.13396, 1.13396, 1.99944, 0.863809, 0, 1.13396, 1.13396, 1.13396, 1.13396, 1.13396, 1.13396, 1.13396, 1.13396, 1.13396, 1.13396, 1.13396, 1.13396, 1.13396, 1.13396, 1.13396, 1.13396, 1.13396, 1.13396, 1.13396
14.4642, 1.99752, 1.13468, 1.13468, 1.99938, 0.862838, 0, 1.13468, 1.13468, 1.13468, 1.13468, 1.13468, 1.13468, 1.13468, 1.13468, 1.13468, 1.13468, 1.13468, 1.13468, 1.13468, 1.13468, 1.13468, 1.13468, 1.13468, 1.13468, 1.13468
14.4721, 2.74523, 1.13457, 1.13457, 2.17835, 1.61066, 0, 1.13457, 1.13457, 1.13457, 1.13457, 1.13457, 1.13457, 1.13457, 1.13457, 1.13457, 1.13457, 1.13457, 1.13457, 1.13457, 1.13457, 1.13457, 1.13457, 1.13457, 1.13457, 1.13457
14.4799, 1.99535, 1.13404, 1.13404, 1.99884, 0.86131, 0, 1.13404, 1.13404, 1.13404, 1.13404, 1.13404, 1.13404, 1.13404, 1.13404, 1.13404, 1.13404, 1.13404, 1.13404, 1.13404, 1.13404, 1.13404, 1.13404, 1.13404, 1.13404, 1.13404
14.4878, 2.50923, 1.13352, 1.13351, 2.12349, 1.37571, 0, 1.13351, 1.13351, 1.13351, 1.13351, 1.13351, 1.13351, 1.13351, 1.13351, 1.13351, 1.13351, 1.13351, 1.13351, 1.13351, 1.13351, 1.13351, 1.13352, 1.13351, 1.13351, 1.13351
14.4957, 4.48079, 1.13472, 1.13472, 2.54574, 3.34607, 0, 1.13472, 1.13472, 1.13472, 1.13472, 1.13472, 1.13472, 1.13472, 1.13472, 1.13472, 1.13472, 1.13472, 1.13472, 1.13472, 1.13472, 1.13472, 1.13472, 1.13472, 1.13472, 1.13472
14.5035, 3.25737, 1.1353, 1.1353, 2.2929, 2.12207, 0, 1.1353, 1.1353, 1.1353, 1.1353, 1.1353, 1.1353, 1.1353, 1.1353, 1.1353, 1.1353, 1.1353, 1.1353, 1.1353, 1.1353, 1.1353, 1.1353, 1.1353, 1.1353, 1.1353
14.5114, 1.99752, 1.1353, 1.13529, 1.99938, 0.862226, 0, 1.13529, 1.13529, 1.13529, 1.13529, 1.13529, 1.13529, 1.13529, 1.13529, 1.13529, 1.13529, 1.13529, 1.13529, 1.13529, 1.13529, 1.13529, 1.1353, 1.13529, 1.13529, 1.13529
14.5192, 0.264312, 1.13499, 1.13499, 1.50476, -0.870682, 0, 1.13499, 1.13499, 1.13499, 1.13499, 1.13499, 1.13499, 1.13499, 1.13499, 1.13499, 1.13499, 1.13499, 1.13499, 1.13499, 1.13499, 1.13499, 1.13499, 1.13499, 1.13499, 1.13499
14.5271, 1, 1.13469, 1.13469, 1.73205, -0.134694, 0, 1.13469, 1.13469, 1.13469, 1.13469, 1.13469, 1.13469, 1.13469, 1.13469, 1.13469, 1.13469, 1.13469, 1.13469, 1.13469, 1.13469, 1.13469, 1.13469, 1.13469, 1.13469, 1.13469
14.5349, 2.72838, 1.1346, 1.1346, 2.17448, 1.59378, 0, 1.1346, 1.1346, 1.1346, 1.1346, 1.1346, 1.1346, 1.1346, 1.1346, 1.1346, 1.1346, 1.1346, 1.1346, 1.1346, 1.1346, 1.1346, 1.1346, 1.1346, 1.1346, 1.1346
14.5428, 1.27162, 1.13398, 1.13398, 1.80876, 0.13764, 0, 1.13398, 1.13398, 1.13398, 1.13398, 1.13398, 1.13398, 1.13398, 1.13398, 1.13398, 1.13398, 1.13398, 1.13398, 1.13398, 1.13398, 1.13398, 1.13398, 1.13398, 1.13398, 1.13398
14.5507, 3, 1.1329, 1.1329, 2.23607, 1.8671, 0, 1.1329, 1.1329, 1.1329, 1.1329, 1.1329, 1.1329, 1.1329, 1.1329, 1.1329, 1.1329, 1.1329, 1.1329, 1.1329, 1.1329, 1.1329, 1.1329, 1.1329, 1.1329, 1.1329
14.5585, 1, 1.13141, 1.13141, 1.73205, -0.13141, 0, 1.13141, 1.13141, 1.13141, 1.13141, 1.13141, 1.13141, 1.13141, 1.13141, 1.13141, 1.13141, 1.13141, 1.13141, 1.13141, 1.13141, 1.13141, 1.13141, 1.13141, 1.13141, 1.13141
14.5664, 0.718835, 1.12954, 1.12954, 1.64889, -0.410702, 0, 1.12954, 1.12954, 1.12954, 1.12954, 1.12954, 1.12954, 1.12954, 1.12954, 1.12954, 1.12954, 1.12954, 1.12954, 1.12954, 1.12954, 1.12954, 1.12954, 1.12954, 1.12954, 1.12954
14.5742, 1.71413, 1.12739, 1.12739, 1.92721, 0.586738, 0, 1.12739, 1.12739, 1.12739, 1.12739, 1.12739, 1.12739, 1.12739, 1.12739, 1.12739, 1.12739, 1.12739, 1.12739, 1.12739, 1.12739, 1.12739, 1.12739, 1.12739, 1.12739, 1.12739
14.5821, 3.56704, 1.12473, 1.12473, 2.35946, 2.4423, 0, 1.12473, 1.12473, 1.12473, 1.12473, 1.12473, 1.12473, 1.12473, 1.12473, 1.12473, 1.12473, 1.12473, 1.12473, 1.12473, 1.12473, 1.12473, 1.12473, 1.12473, 1.12473, 1.12473
14.5899, 0.71156, 1.12164, 1.12164, 1.64668, -0.410083, 0, 1.12164, 1.12164, 1.12164, 1.12164, 1.12164, 1.12164, 1.12164, 1.12164, 1.12164, 1.12164, 1.12164, 1.12164, 1.12164, 1.12164, 1.12164, 1.12164, 1.12164, 1.12164, 1.12164
14.5978, 0.28844, 1.11834, 1.11834, 1.51276, -0.829898, 0, 1.11834, 1.11834, 1.11834, 1.11834, 1.11834, 1.11834, 1.11834, 1.11834, 1.11834, 1.11834, 1.11834, 1.11834, 1.11834, 1.11834, 1.11834, 1.11834, 1.11834, 1.11834, 1.11834
14.6057, 1.41338, 1.11504, 1.11504, 1.84753, 0.298344, 0, 1.11504, 1.11504, 1.11504, 1.11504, 1.11504, 1.11504, 1.11504, 1.11504, 1.11504, 1.11504, 1.11504, 1.11504, 1.11504, 1.11504, 1.11504, 1.11504, 1.11504, 1.11504, 1.11504
14.6135, 1.58662, 1.11203, 1.11203, 1.89384, 0.474587, 0, 1.11203, 1.11203, 1.11203, 1.11203, 1.11203, 1.11203, 1.11203, 1.11203, 1.11203, 1.11203, 1.11203, 1.11203, 1.11203, 1.11203, 1.11203, 1.11203, 1.11203, 1.11203, 1.11203
14.6214, 1.40397, 1.10845, 1.10845, 1.84498, 0.295511, 0, 1.10845, 1.10845, 1.10845, 1.10845, 1.10845, 1.10845, 1.10845, 1.10845, 1.10845, 1.10845, 1.10845, 1.10845, 1.10845, 1.10845, 1.10845, 1.10845, 1.10845, 1.10845, 1.10845
14.6292, 0.596035, 1.10438, 1.10437, 1.61122, -0.508342, 0, 1.10437, 1.10437, 1.10437, 1.10437, 1.10437, 1.10437, 1.10437, 1.10437, 1.10437, 1.10437, 1.10437, 1.10437, 1.10437, 1.10437, 1.10437, 1.10438, 1.10437, 1.10437, 1.10437
14.6371, 1.39413, 1.10005, 1.10005, 1.84232, 0.294074, 0, 1.10005, 1.10005, 1.10005, 1.10005, 1.10005, 1.10005, 1.10005, 1.10005, 1.10005, 1.10005, 1.10005, 1.10005, 1.10005, 1.10005, 1.10005, 1.10005, 1.10005, 1.10005, 1.10005
14.6449, 2.60587, 1.09574, 1.09574, 2.14613, 1.51014, 0, 1.09574, 1.09574, 1.09574, 1.09574, 1.09574, 1.09574, 1.09574, 1.09574, 1.09574, 1.09574, 1.09574, 1.09574, 1.09574, 1.09574, 1.09574, 1.09574, 1.09574, 1.09574, 1.09574
14.6528, 1.69219, 1.09195, 1.09195, 1.92151, 0.600244, 0, 1.09195, 1.09195, 1.09195, 1.09195, 1.09195, 1.09195, 1.09195, 1.09195, 1.09195, 1.09195, 1.09195, 1.09195, 1.09195, 1.09195, 1.09195, 1.09195, 1.09195, 1.09195, 1.09195
