   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_102.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.431686, 0, 6.39374e-09, 7.15485e-32, 1.41421, -6.39374e-09, 7.15485e-32, 0, 7.15485e-32, 7.15485e-32, 7.15485e-32, 7.15485e-32, 7.15485e-32, 7.15485e-32, 7.15485e-32, 7.15485e-32, 7.15485e-32, 7.15485e-32, 2.48295e-11, 7.15485e-32, 7.15485e-32, 2.73923e-13, 1.4617e-12, 7.15485e-32, 6.36717e-09, 7.15485e-32, 7.15485e-32, 7.15485e-32
0.439536, 0, 9.56822e-09, 4.06428e-31, 1.41421, -9.56822e-09, 4.06428e-31, 0, 4.06428e-31, 4.06428e-31, 4.06428e-31, 4.06428e-31, 4.06428e-31, 4.06428e-31, 4.06428e-31, 4.06428e-31, 4.06428e-31, 4.06428e-31, 3.72629e-11, 4.06428e-31, 4.06428e-31, 4.5582e-13, 2.40064e-12, 4.06428e-31, 9.5281e-09, 4.06428e-31, 4.06428e-31, 4.06428e-31
0.447387, 0, 1.42103e-08, 2.16347e-30, 1.41421, -1.42103e-08, 2.16347e-30, 0, 2.16347e-30, 2.16347e-30, 2.16347e-30, 2.16347e-30, 2.16347e-30, 2.16347e-30, 2.16347e-30, 2.16347e-30, 2.16347e-30, 2.16347e-30, 5.55266e-11, 2.16347e-30, 2.16347e-30, 7.58273e-13, 3.94325e-12, 2.16347e-30, 1.41501e-08, 2.16347e-30, 2.16347e-30, 2.16347e-30
0.455237, 0, 2.09457e-08, 1.08215e-29, 1.41421, -2.09457e-08, 1.08215e-29, 0, 1.08215e-29, 1.08215e-29, 1.08215e-29, 1.08215e-29, 1.08215e-29, 1.08215e-29, 1.08215e-29, 1.08215e-29, 1.08215e-29, 1.08215e-29, 8.21664e-11, 1.08215e-29, 1.08215e-29, 1.26067e-12, 6.47898e-12, 1.08215e-29, 2.08557e-08, 1.08215e-29, 1.08215e-29, 1.08215e-29
0.463088, 0, 3.06428e-08, 5.10202e-29, 1.41421, -3.06428e-08, 5.10202e-29, 0, 5.10202e-29, 5.10202e-29, 5.10202e-29, 5.10202e-29, 5.10202e-29, 5.10202e-29, 5.10202e-29, 5.10202e-29, 5.10202e-29, 5.10202e-29, 1.20757e-10, 5.10202e-29, 5.10202e-29, 2.09386e-12, 1.06484e-11, 5.10202e-29, 3.05093e-08, 5.10202e-29, 5.10202e-29, 5.10202e-29
0.470938, 0, 4.44969e-08, 2.2743e-28, 1.41421, -4.44969e-08, 2.2743e-28, 0, 2.2743e-28, 2.2743e-28, 2.2743e-28, 2.2743e-28, 2.2743e-28, 2.2743e-28, 2.2743e-28, 2.2743e-28, 2.2743e-28, 2.2743e-28, 1.76284e-10, 2.2743e-28, 2.2743e-28, 3.47254e-12, 1.75026e-11, 2.2743e-28, 4.42997e-08, 2.2743e-28, 2.2743e-28, 2.2743e-28
0.478788, 0, 6.414e-08, 9.6145e-28, 1.41421, -6.414e-08, 9.6145e-28, 0, 9.6145e-28, 9.6145e-28, 9.6145e-28, 9.6145e-28, 9.6145e-28, 9.6145e-28, 9.6145e-28, 9.6145e-28, 9.6145e-28, 9.6145e-28, 2.55655e-10, 9.6145e-28, 9.6145e-28, 5.74721e-12, 2.87622e-11, 9.6145e-28, 6.38499e-08, 9.6145e-28, 9.6145e-28, 9.6145e-28
0.486639, 0, 9.17811e-08, 3.86561e-27, 1.41421, -9.17811e-08, 3.86561e-27, 0, 3.86561e-27, 3.86561e-27, 3.86561e-27, 3.86561e-27, 3.86561e-27, 3.86561e-27, 3.86561e-27, 3.86561e-27, 3.86561e-27, 3.86561e-27, 3.68383e-10, 3.86561e-27, 3.86561e-27, 9.48674e-12, 4.72304e-11, 3.86561e-27, 9.1356e-08, 3.86561e-27, 3.86561e-27, 3.86561e-27
0.494489, 0, 1.30386e-07, 1.48213e-26, 1.41421, -1.30386e-07, 1.48213e-26, 0, 1.48213e-26, 1.48213e-26, 1.48213e-26, 1.48213e-26, 1.48213e-26, 1.48213e-26, 1.48213e-26, 1.48213e-26, 1.48213e-26, 1.48213e-26, 5.27485e-10, 1.48213e-26, 1.48213e-26, 1.56085e-11, 7.74521e-11, 1.48213e-26, 1.29766e-07, 1.48213e-26, 1.48213e-26, 1.48213e-26
0.50234, 0, 1.83907e-07, 5.4331e-26, 1.41421, -1.83907e-07, 5.4331e-26, 0, 5.4331e-26, 5.4331e-26, 5.4331e-26, 5.4331e-26, 5.4331e-26, 5.4331e-26, 2.92097e-13, 5.4331e-26, 5.4331e-26, 5.4331e-26, 7.50662e-10, 5.4331e-26, 5.4331e-26, 2.55813e-11, 1.26748e-10, 5.4331e-26, 1.83004e-07, 5.4331e-26, 5.4331e-26, 5.4331e-26
0.51019, 0, 2.57563e-07, 1.91055e-25, 1.41421, -2.57563e-07, 1.91055e-25, 0, 1.91055e-25, 1.91055e-25, 1.91055e-25, 1.91055e-25, 1.91055e-25, 1.91055e-25, 1.00788e-12, 1.91055e-25, 1.91055e-25, 1.91055e-25, 1.06185e-09, 1.91055e-25, 1.91055e-25, 4.17408e-11, 2.06829e-10, 1.91055e-25, 2.56252e-07, 1.91055e-25, 1.91055e-25, 1.91055e-25
0.518041, 0, 3.60703e-07, 6.51688e-25, 1.41421, -3.60703e-07, 2.95325e-12, 0, 1.42788e-14, 6.91614e-14, 5.21456e-14, 3.4195e-13, 1.0779e-11, 1.85785e-13, 1.56238e-11, 1.53743e-11, 1.03979e-11, 2.36773e-09, 1.49324e-09, 2.10703e-12, 7.32022e-14, 6.77705e-11, 3.3627e-10, 2.94267e-15, 3.56357e-07, 6.51688e-25, 6.51688e-25, 2.30213e-11
0.525891, 0, 5.04198e-07, 8.72706e-10, 1.41421, -5.04198e-07, 8.82867e-10, 8.72706e-10, 8.72755e-10, 8.72944e-10, 8.72886e-10, 8.73883e-10, 9.09793e-10, 8.73346e-10, 9.23802e-10, 9.25604e-10, 9.08482e-10, 9.01918e-09, 2.96048e-09, 8.79956e-10, 8.72958e-10, 9.82154e-10, 1.41698e-09, 8.72716e-10, 4.93034e-07, 8.72706e-10, 8.72706e-10, 9.51914e-10
0.533741, 0, 7.0474e-07, 2.99601e-09, 1.41421, -7.0474e-07, 3.02333e-09, 2.99601e-09, 2.99615e-09, 2.99665e-09, 2.9965e-09, 2.99918e-09, 3.0957e-09, 2.99773e-09, 3.13106e-09, 3.13819e-09, 3.09217e-09, 2.48921e-08, 5.89851e-09, 3.0155e-09, 2.99669e-09, 3.17174e-09, 3.87232e-09, 2.99604e-09, 6.7815e-07, 2.99601e-09, 2.99601e-09, 3.20891e-09
0.541592, 0, 9.89595e-07, 8.03595e-09, 1.41421, -9.89595e-07, 8.10306e-09, 8.03595e-09, 8.03627e-09, 8.03752e-09, 8.03713e-09, 8.04372e-09, 8.28089e-09, 8.04017e-09, 8.36482e-09, 8.38531e-09, 8.27223e-09, 6.18405e-08, 1.20486e-08, 8.08383e-09, 8.03761e-09, 8.31633e-09, 9.43834e-09, 8.03601e-09, 9.2828e-07, 8.03595e-09, 8.03595e-09, 8.55909e-09
0.549442, 0, 1.40468e-06, 1.97203e-08, 1.41421, -1.40468e-06, 1.98775e-08, 1.97203e-08, 1.9721e-08, 1.9724e-08, 1.97231e-08, 1.97385e-08, 2.02941e-08, 1.97302e-08, 2.04858e-08, 2.05387e-08, 2.02738e-08, 1.45764e-07, 2.52372e-08, 1.98324e-08, 1.97242e-08, 2.01647e-08, 2.19499e-08, 1.97204e-08, 1.2662e-06, 1.97203e-08, 1.97203e-08, 2.09458e-08
0.557293, 0, 2.03161e-06, 4.61536e-08, 1.41421, -2.03161e-06, 4.65098e-08, 4.61536e-08, 4.61553e-08, 4.61619e-08, 4.61598e-08, 4.61948e-08, 4.74538e-08, 4.6176e-08, 4.78789e-08, 4.8008e-08, 4.74078e-08, 3.31756e-07, 5.36974e-08, 4.64077e-08, 4.61624e-08, 4.68533e-08, 4.96741e-08, 4.61539e-08, 1.72463e-06, 4.61536e-08, 4.61536e-08, 4.89305e-08
0.565143, 0, 3.02043e-06, 1.04504e-07, 1.41421, -3.02043e-06, 1.05289e-07, 1.04504e-07, 1.04507e-07, 1.04522e-07, 1.04518e-07, 1.04595e-07, 1.07369e-07, 1.04553e-07, 1.08529e-07, 1.08591e-07, 1.07268e-07, 7.33959e-07, 1.14763e-07, 1.05064e-07, 1.04523e-07, 1.05598e-07, 1.10024e-07, 1.04504e-07, 2.3527e-06, 1.04504e-07, 1.04504e-07, 1.10624e-07
0.572993, 0, 4.65118e-06, 2.30182e-07, 1.41421, -4.65118e-06, 2.31869e-07, 2.30182e-07, 2.3019e-07, 2.30222e-07, 2.30212e-07, 2.30377e-07, 2.36339e-07, 2.30288e-07, 2.39586e-07, 2.38964e-07, 2.36121e-07, 1.58265e-06, 2.44061e-07, 2.31386e-07, 2.30224e-07, 2.3188e-07, 2.38762e-07, 2.30184e-07, 3.22781e-06, 2.30182e-07, 2.30182e-07, 2.43332e-07
0.580844, 0, 7.44887e-06, 4.94296e-07, 1.41421, -7.44887e-06, 4.97833e-07, 4.94296e-07, 4.94313e-07, 4.94379e-07, 4.94359e-07, 4.94706e-07, 5.07206e-07, 4.94519e-07, 5.17176e-07, 5.1271e-07, 5.0675e-07, 3.33007e-06, 5.12973e-07, 4.9682e-07, 4.94384e-07, 4.96914e-07, 5.07523e-07, 4.943e-07, 4.47741e-06, 4.94296e-07, 4.94296e-07, 5.21868e-07
0.588694, 0, 1.23843e-05, 1.03586e-06, 1.41421, -1.23843e-05, 1.0431e-06, 1.03586e-06, 1.03589e-06, 1.03603e-06, 1.03599e-06, 1.0367e-06, 1.06228e-06, 1.03631e-06, 1.08746e-06, 1.07355e-06, 1.06135e-06, 6.84091e-06, 1.06086e-06, 1.04102e-06, 1.03604e-06, 1.03986e-06, 1.05608e-06, 1.03586e-06, 6.31811e-06, 1.03586e-06, 1.03586e-06, 1.0923e-06
0.596545, 0, 2.12317e-05, 2.11936e-06, 1.41421, -2.12317e-05, 2.13384e-06, 2.11936e-06, 2.11943e-06, 2.1197e-06, 2.11962e-06, 2.12104e-06, 2.17219e-06, 2.12027e-06, 2.23101e-06, 2.19472e-06, 2.17033e-06, 1.37242e-05, 2.15266e-06, 2.12969e-06, 2.11972e-06, 2.12545e-06, 2.15001e-06, 2.11938e-06, 9.12473e-06, 2.11936e-06, 2.11936e-06, 2.2322e-06
