   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_805.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
4.22742, 12.7607, 39.8663, 36.8176, 3.84196, -27.1057, 0, 36.8176, 36.821, 36.8206, 36.8462, 36.8232, 37.4817, 39.1614, 36.8176, 36.8176, 36.8176, 36.8176, 36.8176, 36.8176, 36.8176, 36.8176, 36.8176, 36.8176, 36.8176, 36.8176, 36.8176, 36.8176
4.2353, 10.4323, 40.5994, 36.9964, 3.52594, -30.1672, 0, 36.9964, 36.9999, 36.9995, 37.0251, 37.0015, 37.6395, 39.9162, 36.9964, 36.9964, 36.9964, 36.9964, 36.9964, 36.9964, 36.9964, 36.9964, 36.9964, 36.9964, 36.9964, 36.9964, 36.9964, 36.9964
4.24319, 23.1773, 41.5701, 37.1758, 5.0177, -18.3928, 0, 37.1758, 37.1793, 37.1789, 37.2045, 37.1803, 37.7929, 40.9134, 37.1758, 37.1758, 37.1758, 37.1758, 37.1758, 37.1758, 37.1758, 37.1758, 37.1758, 37.1758, 37.1758, 37.1758, 37.1758, 37.1758
4.25108, 20.7346, 42.87, 37.3557, 4.76808, -22.1355, 0, 37.3557, 37.3591, 37.3587, 37.3843, 37.3596, 37.9426, 42.2439, 37.3557, 37.3557, 37.3557, 37.3557, 37.3557, 37.3557, 37.3557, 37.3557, 37.3557, 37.3557, 37.3557, 37.3557, 37.3557, 37.3557
4.25896, 16.5694, 44.619, 37.536, 4.30922, -28.0496, 0, 37.536, 37.5395, 37.539, 37.5647, 37.5395, 38.0896, 44.0266, 37.536, 37.536, 37.536, 37.536, 37.536, 37.536, 37.536, 37.536, 37.536, 37.536, 37.536, 37.536, 37.536, 37.536
4.26685, 21.7328, 46.9712, 37.7168, 4.87163, -25.2384, 0, 37.7168, 37.7203, 37.7199, 37.7455, 37.7198, 38.2349, 46.4148, 37.7168, 37.7168, 37.7168, 37.7168, 37.7168, 37.7168, 37.7168, 37.7168, 37.7168, 37.7168, 37.7168, 37.7168, 37.7168, 37.7168
4.27474, 19.7218, 50.1218, 37.8981, 4.66067, -30.4, 0, 37.8981, 37.9016, 37.9011, 37.9268, 37.9007, 38.3792, 49.6028, 37.8981, 37.8981, 37.8981, 37.8981, 37.8981, 37.8981, 37.8981, 37.8981, 37.8981, 37.8981, 37.8981, 37.8981, 37.8981, 37.8981
4.28263, 34.2015, 54.3133, 38.0798, 6.01676, -20.1118, 0, 38.0798, 38.0833, 38.0829, 38.1086, 38.082, 38.5236, 53.832, 38.0798, 38.0798, 38.0798, 38.0798, 38.0798, 38.0798, 38.0798, 38.0798, 38.0798, 38.0798, 38.0798, 38.0798, 38.0798, 38.0798
4.29051, 45.0435, 59.8434, 38.2621, 6.85882, -14.8, 0, 38.2621, 38.2655, 38.2651, 38.2909, 38.2639, 38.6689, 59.3994, 38.2621, 38.2621, 38.2621, 38.2621, 38.2621, 38.2621, 38.2621, 38.2621, 38.2621, 38.2621, 38.2621, 38.2621, 38.2621, 38.2621
4.2984, 37.5374, 67.0669, 38.4448, 6.28788, -29.5295, 0, 38.4448, 38.4482, 38.4478, 38.4737, 38.4463, 38.8157, 66.6589, 38.4448, 38.4448, 38.4448, 38.4448, 38.4448, 38.4448, 38.4448, 38.4448, 38.4448, 38.4448, 38.4448, 38.4448, 38.4448, 38.4448
4.30629, 51.1213, 76.4035, 38.6279, 7.28844, -25.2821, 0, 38.6279, 38.6314, 38.631, 38.657, 38.6292, 38.9648, 76.0297, 38.6279, 38.6279, 38.6279, 38.6279, 38.6279, 38.6279, 38.6279, 38.6279, 38.6279, 38.6279, 38.6279, 38.6279, 38.6279, 38.6279
4.31417, 78.1662, 88.3347, 38.8115, 8.95356, -10.1685, 0, 38.8115, 38.815, 38.8146, 38.8408, 38.8126, 39.1166, 87.9928, 38.8115, 38.8115, 38.8115, 38.8115, 38.8115, 38.8115, 38.8115, 38.8115, 38.8115, 38.8115, 38.8115, 38.8115, 38.8115, 38.8115
4.32206, 76.1878, 103.402, 38.9956, 8.84239, -27.2146, 0, 38.9956, 38.9991, 38.9987, 39.0251, 38.9965, 39.2715, 103.09, 38.9956, 38.9956, 38.9956, 38.9956, 38.9956, 38.9956, 38.9956, 38.9956, 38.9956, 38.9956, 38.9956, 38.9956, 38.9956, 38.9956
4.32995, 122.419, 122.201, 39.1801, 11.1543, 0.217743, 0, 39.1801, 39.1836, 39.1832, 39.21, 39.1808, 39.4296, 121.914, 39.1801, 39.1801, 39.1801, 39.1801, 39.1801, 39.1801, 39.1801, 39.1801, 39.1801, 39.1801, 39.1801, 39.1801, 39.1801, 39.1801
4.33784, 112.087, 145.357, 39.3651, 10.6812, -33.2699, 0, 39.3651, 39.3686, 39.3682, 39.3954, 39.3657, 39.5912, 145.094, 39.3651, 39.3651, 39.3651, 39.3651, 39.3651, 39.3651, 39.3651, 39.3651, 39.3651, 39.3651, 39.3651, 39.3651, 39.3651, 39.3651
4.34572, 161.122, 173.522, 39.5505, 12.7719, -12.3992, 0, 39.5505, 39.554, 39.5536, 39.5815, 39.551, 39.7563, 173.278, 39.5505, 39.5505, 39.5505, 39.5505, 39.5505, 39.5505, 39.5505, 39.5505, 39.5505, 39.5505, 39.5505, 39.5505, 39.5505, 39.5505
4.35361, 194.058, 207.328, 39.7364, 14.0021, -13.2705, 0, 39.7364, 39.7398, 39.7394, 39.7682, 39.7367, 39.9247, 207.101, 39.7364, 39.7364, 39.7364, 39.7364, 39.7364, 39.7364, 39.7364, 39.7364, 39.7364, 39.7364, 39.7364, 39.7364, 39.7364, 39.7364
4.3615, 239.886, 247.366, 39.9226, 15.5527, -7.4805, 0, 39.9226, 39.9261, 39.9257, 39.9556, 39.9229, 40.0963, 247.153, 39.9226, 39.9226, 39.9226, 39.9226, 39.9226, 39.9226, 39.9226, 39.9226, 39.9226, 39.9226, 39.9226, 39.9226, 39.9226, 39.9226
4.36938, 341.439, 294.132, 40.1093, 18.5321, 47.3068, 0, 40.1093, 40.1128, 40.1124, 40.1439, 40.1096, 40.2709, 293.93, 40.1093, 40.1093, 40.1093, 40.1093, 40.1093, 40.1093, 40.1093, 40.1093, 40.1093, 40.1093, 40.1093, 40.1093, 40.1093, 40.1093
4.37727, 362.002, 348.004, 40.2965, 19.0788, 13.9975, 0, 40.2965, 40.2999, 40.2995, 40.3331, 40.2967, 40.4483, 347.809, 40.2965, 40.2965, 40.2965, 40.2965, 40.2965, 40.2965, 40.2965, 40.2965, 40.2965, 40.2965, 40.2965, 40.2965, 40.2965, 40.2965
4.38516, 446.655, 409.153, 40.484, 21.1815, 37.5015, 0, 40.484, 40.4875, 40.4871, 40.5234, 40.4842, 40.6282, 408.963, 40.484, 40.484, 40.484, 40.484, 40.484, 40.484, 40.484, 40.484, 40.484, 40.484, 40.484, 40.484, 40.484, 40.484
4.39305, 518.438, 477.551, 40.672, 22.8131, 40.887, 0, 40.672, 40.6755, 40.675, 40.715, 40.6721, 40.8104, 477.363, 40.672, 40.672, 40.672, 40.672, 40.672, 40.672, 40.672, 40.672, 40.672, 40.672, 40.672, 40.672, 40.672, 40.672
4.40093, 588.283, 552.865, 40.8604, 24.2957, 35.4182, 0, 40.8604, 40.8638, 40.8634, 40.908, 40.8605, 40.9946, 552.676, 40.8604, 40.8604, 40.8604, 40.8604, 40.8604, 40.8604, 40.8604, 40.8604, 40.8604, 40.8604, 40.8604, 40.8604, 40.8604, 40.8604
4.40882, 680.596, 634.483, 41.0491, 26.1265, 46.1133, 0, 41.0491, 41.0526, 41.0522, 41.1029, 41.0493, 41.1805, 634.291, 41.0491, 41.0491, 41.0491, 41.0491, 41.0491, 41.0491, 41.0491, 41.0491, 41.0491, 41.0491, 41.0491, 41.0491, 41.0491, 41.0491
4.41671, 806.952, 721.452, 41.2384, 28.4421, 85.4999, 0, 41.2384, 41.2418, 41.2414, 41.2999, 41.2385, 41.368, 721.254, 41.2384, 41.2384, 41.2384, 41.2384, 41.2384, 41.2384, 41.2384, 41.2384, 41.2384, 41.2384, 41.2384, 41.2384, 41.2384, 41.2384
4.42459, 877.651, 812.464, 41.4279, 29.6589, 65.1869, 0, 41.4279, 41.4314, 41.431, 41.4995, 41.428, 41.5568, 812.257, 41.4279, 41.4279, 41.4279, 41.4279, 41.4279, 41.4279, 41.4279, 41.4279, 41.4279, 41.4279, 41.4279, 41.4279, 41.4279, 41.4279
4.43248, 983.543, 905.918, 41.6179, 31.3934, 77.6249, 0, 41.6179, 41.6214, 41.621, 41.7021, 41.618, 41.7468, 905.699, 41.6179, 41.6179, 41.6179, 41.6179, 41.6179, 41.6179, 41.6179, 41.6179, 41.6179, 41.6179, 41.6179, 41.6179, 41.6179, 41.6179
4.44037, 1010.24, 999.901, 41.8083, 31.8157, 10.335, 0, 41.8083, 41.8118, 41.8114, 41.9085, 41.8084, 41.9378, 999.665, 41.8083, 41.8083, 41.8083, 41.8083, 41.8083, 41.8083, 41.8083, 41.8083, 41.8083, 41.8083, 41.8083, 41.8083, 41.8083, 41.8083
4.44826, 1167.99, 1092.27, 41.9991, 34.2052, 75.7274, 0, 41.9991, 42.0025, 42.0021, 42.1193, 41.9992, 42.1296, 1092.01, 41.9991, 41.9991, 41.9991, 41.9991, 41.9991, 41.9991, 41.9991, 41.9991, 41.9991, 41.9991, 41.9991, 41.9991, 41.9991, 41.9991
4.45614, 1259.51, 1180.71, 42.1902, 35.5178, 78.804, 0, 42.1903, 42.1937, 42.1933, 42.3354, 42.1903, 42.3223, 1180.43, 42.1902, 42.1902, 42.1902, 42.1902, 42.1902, 42.1902, 42.1902, 42.1902, 42.1902, 42.1902, 42.1902, 42.1902, 42.1902, 42.1902
4.46403, 1315.71, 1262.85, 42.3818, 36.3003, 52.8572, 0, 42.3818, 42.3852, 42.3848, 42.5576, 42.3819, 42.5156, 1262.54, 42.3818, 42.3818, 42.3818, 42.3818, 42.3818, 42.3818, 42.3818, 42.3818, 42.3818, 42.3818, 42.3818, 42.3818, 42.3818, 42.3818
4.47192, 1360.94, 1336.34, 42.5737, 36.918, 24.5925, 0, 42.5737, 42.5771, 42.5767, 42.7869, 42.5738, 42.7095, 1335.99, 42.5737, 42.5737, 42.5737, 42.5737, 42.5737, 42.5737, 42.5737, 42.5737, 42.5737, 42.5737, 42.5737, 42.5737, 42.5737, 42.5737
4.4798, 1416.29, 1399, 42.7659, 37.6602, 17.2902, 0, 42.7659, 42.7694, 42.769, 43.0245, 42.766, 42.904, 1398.6, 42.7659, 42.7659, 42.7659, 42.7659, 42.7659, 42.7659, 42.7659, 42.7659, 42.7659, 42.7659, 42.7659, 42.7659, 42.7659, 42.7659
4.48769, 1445.29, 1448.86, 42.9585, 38.0433, -3.56873, 0, 42.9586, 42.962, 42.9616, 43.2714, 42.9586, 43.099, 1448.4, 42.9585, 42.9585, 42.9585, 42.9585, 42.9585, 42.9585, 42.9585, 42.9585, 42.9585, 42.9585, 42.9585, 42.9585, 42.9585, 42.9585
4.49558, 1521.76, 1484.34, 43.1515, 39.0354, 37.4192, 0, 43.1515, 43.155, 43.1546, 43.5287, 43.1516, 43.2945, 1483.81, 43.1515, 43.1515, 43.1515, 43.1515, 43.1515, 43.1515, 43.1515, 43.1515, 43.1515, 43.1515, 43.1515, 43.1515, 43.1515, 43.1515
4.50347, 1532.46, 1504.29, 43.3449, 39.1721, 28.1693, 0, 43.3449, 43.3483, 43.3479, 43.7976, 43.345, 43.4904, 1503.68, 43.3449, 43.3449, 43.3449, 43.3449, 43.3449, 43.3449, 43.3449, 43.3449, 43.3449, 43.3449, 43.3449, 43.3449, 43.3449, 43.3449
4.51135, 1515.88, 1508.05, 43.5385, 38.96, 7.83618, 0, 43.5385, 43.542, 43.5416, 44.0789, 43.5386, 43.6866, 1507.35, 43.5385, 43.5385, 43.5385, 43.5385, 43.5385, 43.5385, 43.5385, 43.5385, 43.5385, 43.5385, 43.5385, 43.5385, 43.5385, 43.5385
4.51924, 1474.09, 1495.5, 43.7325, 38.4199, -21.4144, 0, 43.7325, 43.736, 43.7355, 44.3735, 43.7326, 43.8833, 1494.71, 43.7325, 43.7325, 43.7325, 43.7325, 43.7325, 43.7325, 43.7325, 43.7325, 43.7325, 43.7325, 43.7325, 43.7325, 43.7325, 43.7325
4.52713, 1433.56, 1467.09, 43.9267, 37.8887, -33.5356, 0, 43.9268, 43.9302, 43.9298, 44.6818, 43.9269, 44.0803, 1466.18, 43.9267, 43.9267, 43.9267, 43.9267, 43.9267, 43.9267, 43.9267, 43.9267, 43.9267, 43.9267, 43.9267, 43.9267, 43.9267, 43.9267
4.53501, 1330.34, 1423.76, 44.1214, 36.5013, -93.4135, 0, 44.1214, 44.1248, 44.1244, 45.0041, 44.1215, 44.2778, 1422.71, 44.1214, 44.1214, 44.1214, 44.1214, 44.1214, 44.1214, 44.1214, 44.1214, 44.1214, 44.1214, 44.1214, 44.1214, 44.1214, 44.1214
4.5429, 1352.77, 1366.92, 44.3163, 36.8072, -14.1432, 0, 44.3163, 44.3198, 44.3194, 45.34, 44.3164, 44.4755, 1365.73, 44.3163, 44.3163, 44.3163, 44.3163, 44.3163, 44.3163, 44.3163, 44.3163, 44.3163, 44.3163, 44.3163, 44.3163, 44.3163, 44.3163
4.55079, 1275.05, 1298.38, 44.5115, 35.7359, -23.3245, 0, 44.5115, 44.515, 44.5146, 45.6887, 44.5117, 44.6736, 1297.03, 44.5115, 44.5115, 44.5115, 44.5115, 44.5115, 44.5115, 44.5115, 44.5115, 44.5115, 44.5115, 44.5115, 44.5115, 44.5115, 44.5115
4.55868, 1155.99, 1220.25, 44.707, 34.0292, -64.2581, 0, 44.707, 44.7105, 44.7101, 46.049, 44.7072, 44.872, 1218.73, 44.707, 44.707, 44.707, 44.707, 44.707, 44.707, 44.707, 44.707, 44.707, 44.707, 44.707, 44.707, 44.707, 44.707
4.56656, 1128.65, 1134.8, 44.9028, 33.6252, -6.15015, 0, 44.9028, 44.9063, 44.9059, 46.419, 44.903, 45.0708, 1133.11, 44.9028, 44.9028, 44.9028, 44.9028, 44.9028, 44.9028, 44.9028, 44.9028, 44.9028, 44.9028, 44.9028, 44.9028, 44.9028, 44.9028
4.57445, 1006.5, 1044.44, 45.0989, 31.7569, -37.9425, 0, 45.0989, 45.1023, 45.1019, 46.7959, 45.099, 45.2698, 1042.57, 45.0989, 45.0989, 45.0989, 45.0989, 45.0989, 45.0989, 45.0989, 45.0989, 45.0989, 45.0989, 45.0989, 45.0989, 45.0989, 45.0989
4.58234, 887.163, 951.479, 45.2952, 29.8188, -64.3159, 0, 45.2952, 45.2987, 45.2983, 47.177, 45.2954, 45.4692, 949.417, 45.2952, 45.2952, 45.2952, 45.2952, 45.2952, 45.2952, 45.2952, 45.2952, 45.2952, 45.2952, 45.2952, 45.2952, 45.2952, 45.2952
4.59023, 771.929, 858.156, 45.4918, 27.8196, -86.2263, 0, 45.4918, 45.4953, 45.4949, 47.5584, 45.4921, 45.6688, 855.905, 45.4918, 45.4918, 45.4918, 45.4918, 45.4918, 45.4918, 45.4918, 45.4918, 45.4918, 45.4918, 45.4918, 45.4918, 45.4918, 45.4918
4.59811, 699.195, 766.48, 45.6887, 26.4801, -67.285, 0, 45.6887, 45.6922, 45.6918, 47.9362, 45.689, 45.8687, 764.045, 45.6887, 45.6887, 45.6887, 45.6887, 45.6887, 45.6887, 45.6887, 45.6887, 45.6887, 45.6887, 45.6887, 45.6887, 45.6887, 45.6887
4.606, 625.674, 678.175, 45.8858, 25.0534, -52.501, 0, 45.8858, 45.8893, 45.8889, 48.306, 45.8861, 46.0689, 675.565, 45.8858, 45.8858, 45.8858, 45.8858, 45.8858, 45.8858, 45.8858, 45.8858, 45.8858, 45.8858, 45.8858, 45.8858, 45.8858, 45.8858
4.61389, 525.286, 594.693, 46.0832, 22.9627, -69.4072, 0, 46.0832, 46.0867, 46.0863, 48.6634, 46.0835, 46.2694, 591.92, 46.0832, 46.0832, 46.0832, 46.0832, 46.0832, 46.0832, 46.0832, 46.0832, 46.0832, 46.0832, 46.0832, 46.0832, 46.0832, 46.0832
4.62177, 464.261, 517.11, 46.2808, 21.5931, -52.8488, 0, 46.2808, 46.2843, 46.2838, 49.0039, 46.2811, 46.4701, 514.191, 46.2808, 46.2808, 46.2808, 46.2808, 46.2808, 46.2808, 46.2808, 46.2808, 46.2808, 46.2808, 46.2808, 46.2808, 46.2808, 46.2808
4.62966, 385.379, 446.194, 46.4786, 19.682, -60.8148, 0, 46.4786, 46.4821, 46.4817, 49.3236, 46.479, 46.6711, 443.15, 46.4786, 46.4786, 46.4786, 46.4786, 46.4786, 46.4786, 46.4786, 46.4786, 46.4786, 46.4786, 46.4786, 46.4786, 46.4786, 46.4786
4.63755, 323.827, 382.389, 46.6766, 18.0507, -58.5621, 0, 46.6766, 46.6801, 46.6797, 49.6186, 46.6771, 46.8723, 379.245, 46.6766, 46.6766, 46.6766, 46.6766, 46.6766, 46.6766, 46.6766, 46.6766, 46.6766, 46.6766, 46.6766, 46.6766, 46.6766, 46.6766
4.64543, 280.885, 325.854, 46.8748, 16.8192, -44.9692, 0, 46.8748, 46.8783, 46.8779, 49.886, 46.8753, 47.0737, 322.637, 46.8748, 46.8748, 46.8748, 46.8748, 46.8748, 46.8748, 46.8748, 46.8748, 46.8748, 46.8748, 46.8748, 46.8748, 46.8748, 46.8748
4.65332, 207.765, 276.5, 47.0732, 14.4833, -68.7353, 0, 47.0732, 47.0767, 47.0763, 50.1235, 47.0738, 47.2753, 273.241, 47.0732, 47.0732, 47.0732, 47.0732, 47.0732, 47.0732, 47.0732, 47.0732, 47.0732, 47.0732, 47.0732, 47.0732, 47.0732, 47.0732
4.66121, 202.751, 234.046, 47.2717, 14.3091, -31.2954, 0, 47.2717, 47.2752, 47.2748, 50.3298, 47.2723, 47.4771, 230.776, 47.2717, 47.2717, 47.2717, 47.2717, 47.2717, 47.2717, 47.2717, 47.2717, 47.2717, 47.2717, 47.2717, 47.2717, 47.2717, 47.2717
4.6691, 146.51, 198.048, 47.4703, 12.1865, -51.5373, 0, 47.4703, 47.4738, 47.4734, 50.5044, 47.471, 47.679, 194.798, 47.4703, 47.4703, 47.4703, 47.4703, 47.4703, 47.4703, 47.4703, 47.4703, 47.4703, 47.4703, 47.4703, 47.4703, 47.4703, 47.4703
4.67698, 122.152, 167.975, 47.6689, 11.1423, -45.8232, 0, 47.6689, 47.6724, 47.672, 50.648, 47.6696, 47.8809, 164.777, 47.6689, 47.6689, 47.6689, 47.6689, 47.6689, 47.6689, 47.6689, 47.6689, 47.6689, 47.6689, 47.6689, 47.6689, 47.6689, 47.6689
4.68487, 78.1774, 143.231, 47.8675, 8.95419, -65.0533, 0, 47.8675, 47.8709, 47.8705, 50.7621, 47.8682, 48.0827, 140.113, 47.8675, 47.8675, 47.8675, 47.8675, 47.8675, 47.8675, 47.8675, 47.8675, 47.8675, 47.8675, 47.8675, 47.8675, 47.8675, 47.8675
4.69276, 88.1752, 123.195, 48.0658, 9.49606, -35.02, 0, 48.0658, 48.0693, 48.0689, 50.8492, 48.0667, 48.2845, 120.186, 48.0658, 48.0658, 48.0658, 48.0658, 48.0658, 48.0658, 48.0658, 48.0658, 48.0658, 48.0658, 48.0658, 48.0658, 48.0658, 48.0658
4.70064, 77.9311, 107.27, 48.2639, 8.94042, -29.3391, 0, 48.2639, 48.2674, 48.2669, 50.9123, 48.2648, 48.4859, 104.392, 48.2639, 48.2639, 48.2639, 48.2639, 48.2639, 48.2639, 48.2639, 48.2639, 48.2639, 48.2639, 48.2639, 48.2639, 48.2639, 48.2639
4.70853, 71.6738, 94.8851, 48.4614, 8.58335, -23.2112, 0, 48.4614, 48.4649, 48.4645, 50.9553, 48.4624, 48.6868, 92.1583, 48.4614, 48.4614, 48.4614, 48.4614, 48.4614, 48.4614, 48.4614, 48.4614, 48.4614, 48.4614, 48.4614, 48.4614, 48.4614, 48.4614
4.71642, 71.6699, 85.5312, 48.6581, 8.58312, -13.8612, 0, 48.6581, 48.6616, 48.6611, 50.982, 48.6591, 48.8869, 82.9709, 48.6581, 48.6581, 48.6581, 48.6581, 48.6581, 48.6581, 48.6581, 48.6581, 48.6581, 48.6581, 48.6581, 48.6581, 48.6581, 48.6581
4.72431, 66.7157, 78.7606, 48.8536, 8.28949, -12.0449, 0, 48.8536, 48.857, 48.8566, 50.9966, 48.8546, 49.0858, 76.3778, 48.8536, 48.8536, 48.8536, 48.8536, 48.8536, 48.8536, 48.8536, 48.8536, 48.8536, 48.8536, 48.8536, 48.8536, 48.8536, 48.8536
4.73219, 47.3225, 74.1998, 49.0473, 7.023, -26.8773, 0, 49.0473, 49.0508, 49.0504, 51.0032, 49.0484, 49.283, 72.0007, 49.0473, 49.0473, 49.0473, 49.0473, 49.0473, 49.0473, 49.0473, 49.0473, 49.0473, 49.0473, 49.0473, 49.0473, 49.0473, 49.0473
4.74008, 59.8015, 71.5469, 49.2387, 7.86139, -11.7454, 0, 49.2387, 49.2422, 49.2418, 51.0053, 49.2398, 49.4779, 69.5335, 49.2387, 49.2387, 49.2387, 49.2387, 49.2387, 49.2387, 49.2387, 49.2387, 49.2387, 49.2387, 49.2387, 49.2387, 49.2387, 49.2387
4.74797, 55.1418, 70.5692, 49.4269, 7.55922, -15.4274, 0, 49.4269, 49.4304, 49.43, 51.0062, 49.428, 49.6696, 68.7396, 49.4269, 49.4269, 49.4269, 49.4269, 49.4269, 49.4269, 49.4269, 49.4269, 49.4269, 49.4269, 49.4269, 49.4269, 49.4269, 49.4269
4.75586, 58.3835, 71.097, 49.6108, 7.77069, -12.7135, 0, 49.6108, 49.6143, 49.6139, 51.0084, 49.6119, 49.857, 69.4456, 49.6108, 49.6108, 49.6108, 49.6108, 49.6108, 49.6108, 49.6108, 49.6108, 49.6108, 49.6108, 49.6108, 49.6108, 49.6108, 49.6108
4.76374, 58.8269, 73.0152, 49.7891, 7.79916, -14.1884, 0, 49.7892, 49.7926, 49.7922, 51.0135, 49.7902, 50.0389, 71.5336, 49.7891, 49.7891, 49.7891, 49.7891, 49.7891, 49.7891, 49.7891, 49.7891, 49.7891, 49.7891, 49.7891, 49.7891, 49.7891, 49.7891
4.77163, 68.6976, 76.2532, 49.9602, 8.40819, -7.55566, 0, 49.9602, 49.9637, 49.9633, 51.0222, 49.9613, 50.2135, 74.9304, 49.9602, 49.9602, 49.9602, 49.9602, 49.9602, 49.9602, 49.9602, 49.9602, 49.9602, 49.9602, 49.9602, 49.9602, 49.9602, 49.9602
4.77952, 79.3331, 80.7733, 50.122, 9.01849, -1.44018, 0, 50.122, 50.1255, 50.1251, 51.0342, 50.123, 50.3789, 79.5967, 50.122, 50.122, 50.122, 50.122, 50.122, 50.122, 50.122, 50.122, 50.122, 50.122, 50.122, 50.122, 50.122, 50.122
4.7874, 84.7654, 86.5583, 50.2722, 9.3148, -1.79284, 0, 50.2722, 50.2756, 50.2752, 51.0483, 50.2732, 50.5326, 85.5141, 50.2722, 50.2722, 50.2722, 50.2722, 50.2722, 50.2722, 50.2722, 50.2722, 50.2722, 50.2722, 50.2722, 50.2722, 50.2722, 50.2722
4.79529, 101.617, 93.6014, 50.4079, 10.1792, 8.01556, 0, 50.4079, 50.4114, 50.4109, 51.0623, 50.4088, 50.6719, 92.6754, 50.4079, 50.4079, 50.4079, 50.4079, 50.4079, 50.4079, 50.4079, 50.4079, 50.4079, 50.4079, 50.4079, 50.4079, 50.4079, 50.4079
4.80318, 121.832, 101.889, 50.5259, 11.128, 19.943, 0, 50.5259, 50.5294, 50.5289, 51.0729, 50.5268, 50.7936, 101.067, 50.5259, 50.5259, 50.5259, 50.5259, 50.5259, 50.5259, 50.5259, 50.5259, 50.5259, 50.5259, 50.5259, 50.5259, 50.5259, 50.5259
4.81107, 115.83, 111.397, 50.6225, 10.8549, 4.43275, 0, 50.6225, 50.626, 50.6255, 51.0761, 50.6234, 50.8938, 110.665, 50.6225, 50.6225, 50.6225, 50.6225, 50.6225, 50.6225, 50.6225, 50.6225, 50.6225, 50.6225, 50.6225, 50.6225, 50.6225, 50.6225
4.81895, 124.874, 122.071, 50.6936, 11.2638, 2.80298, 0, 50.6936, 50.6971, 50.6966, 51.067, 50.6944, 50.9685, 121.415, 50.6936, 50.6936, 50.6936, 50.6936, 50.6936, 50.6936, 50.6936, 50.6936, 50.6936, 50.6936, 50.6936, 50.6936, 50.6936, 50.6936
4.82684, 156.191, 133.824, 50.7347, 12.5774, 22.3675, 0, 50.7347, 50.7382, 50.7378, 51.0403, 50.7355, 51.0133, 133.232, 50.7347, 50.7347, 50.7347, 50.7347, 50.7347, 50.7347, 50.7347, 50.7347, 50.7347, 50.7347, 50.7347, 50.7347, 50.7347, 50.7347
4.83473, 168.663, 146.525, 50.7411, 13.0638, 22.1375, 0, 50.7411, 50.7445, 50.7441, 50.9899, 50.7418, 51.0234, 145.987, 50.7411, 50.7411, 50.7411, 50.7411, 50.7411, 50.7411, 50.7411, 50.7411, 50.7411, 50.7411, 50.7411, 50.7411, 50.7411, 50.7411
4.84261, 179.33, 160, 50.7077, 13.4659, 19.3298, 0, 50.7077, 50.7112, 50.7108, 50.9098, 50.7084, 50.9937, 159.505, 50.7077, 50.7077, 50.7077, 50.7077, 50.7077, 50.7077, 50.7077, 50.7077, 50.7077, 50.7077, 50.7077, 50.7077, 50.7077, 50.7077
4.8505, 209.687, 174.021, 50.6297, 14.5495, 35.6651, 0, 50.6297, 50.6332, 50.6327, 50.7937, 50.6303, 50.9194, 173.561, 50.6297, 50.6297, 50.6297, 50.6297, 50.6297, 50.6297, 50.6297, 50.6297, 50.6297, 50.6297, 50.6297, 50.6297, 50.6297, 50.6297
4.85839, 227.226, 188.322, 50.5021, 15.1402, 38.9038, 0, 50.5021, 50.5055, 50.5051, 50.6355, 50.5026, 50.7955, 187.888, 50.5021, 50.5021, 50.5021, 50.5021, 50.5021, 50.5021, 50.5021, 50.5021, 50.5021, 50.5021, 50.5021, 50.5021, 50.5021, 50.5021
4.86628, 247.334, 202.588, 50.3203, 15.7903, 44.7462, 0, 50.3203, 50.3238, 50.3234, 50.4295, 50.3209, 50.6175, 202.175, 50.3203, 50.3203, 50.3203, 50.3203, 50.3203, 50.3203, 50.3203, 50.3203, 50.3203, 50.3203, 50.3203, 50.3203, 50.3203, 50.3203
4.87416, 242.25, 216.475, 50.0805, 15.6285, 25.7749, 0, 50.0805, 50.084, 50.0835, 50.1707, 50.081, 50.3815, 216.077, 50.0805, 50.0805, 50.0805, 50.0805, 50.0805, 50.0805, 50.0805, 50.0805, 50.0805, 50.0805, 50.0805, 50.0805, 50.0805, 50.0805
4.88205, 272.278, 229.621, 49.7793, 16.5613, 42.6566, 0, 49.7793, 49.7828, 49.7823, 49.8548, 49.7797, 50.084, 229.234, 49.7793, 49.7793, 49.7793, 49.7793, 49.7793, 49.7793, 49.7793, 49.7793, 49.7793, 49.7793, 49.7793, 49.7793, 49.7793, 49.7793
4.88994, 290.732, 241.654, 49.4145, 17.1094, 49.0778, 0, 49.4145, 49.4179, 49.4175, 49.4788, 49.4149, 49.7231, 241.274, 49.4145, 49.4145, 49.4145, 49.4145, 49.4145, 49.4145, 49.4145, 49.4145, 49.4145, 49.4145, 49.4145, 49.4145, 49.4145, 49.4145
