   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_137.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00255272, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00530985, 0, 3.59853e-18, 0, 1.41421, -3.59853e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.87693e-20, 0, 0, 4.50366e-23, 4.89158e-21, 0, 3.57482e-18, 0, 0
0.0131724, 0, 6.73277e-18, 0, 1.41421, -6.73277e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.51161e-20, 0, 0, 8.55088e-23, 9.32983e-21, 0, 6.68824e-18, 0, 0
0.021035, 0, 1.24963e-17, 0, 1.41421, -1.24963e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.51752e-20, 0, 0, 1.61084e-22, 1.76569e-20, 0, 1.24133e-17, 0, 0
0.0288976, 0, 2.30127e-17, 0, 1.41421, -2.30127e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20021e-19, 0, 0, 3.0114e-22, 3.31641e-20, 0, 2.28592e-17, 0, 0
0.0367602, 0, 4.20553e-17, 0, 1.41421, -4.20553e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.19329e-19, 0, 0, 5.58776e-22, 6.18329e-20, 0, 4.17736e-17, 0, 0
0.0446227, 0, 7.62793e-17, 0, 1.41421, -7.62793e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.97804e-19, 0, 0, 1.02926e-21, 1.14459e-19, 0, 7.5766e-17, 0, 0
0.0524853, 0, 1.37336e-16, 0, 1.41421, -1.37336e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.162e-19, 0, 0, 1.88235e-21, 2.10398e-19, 0, 1.36408e-16, 0, 0
0.0603479, 0, 2.45477e-16, 0, 1.41421, -2.45477e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28011e-18, 0, 0, 3.41833e-21, 3.84113e-19, 0, 2.4381e-16, 0, 0
0.0682105, 0, 4.3565e-16, 0, 1.41421, -4.3565e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.27173e-18, 0, 0, 6.16492e-21, 6.9658e-19, 0, 4.32675e-16, 0, 0
0.0760731, 0, 7.67731e-16, 0, 1.41421, -7.67731e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.00325e-18, 0, 0, 1.10431e-20, 1.25499e-18, 0, 7.62462e-16, 0, 0
0.0839357, 0, 1.3436e-15, 0, 1.41421, -1.3436e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.00577e-18, 0, 0, 1.96492e-20, 2.24659e-18, 0, 1.33433e-15, 0, 0
0.0917982, 0, 2.33539e-15, 0, 1.41421, -2.33539e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21767e-17, 0, 0, 3.4733e-20, 3.99649e-18, 0, 2.31918e-15, 0, 0
0.0996608, 0, 4.03194e-15, 0, 1.41421, -4.03194e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.10216e-17, 0, 0, 6.09984e-20, 7.06569e-18, 0, 4.00379e-15, 0, 0
0.107523, 0, 6.91464e-15, 0, 1.41421, -6.91464e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.60497e-17, 0, 0, 1.06442e-19, 1.24165e-17, 0, 6.86607e-15, 0, 0
0.115386, 0, 1.17803e-14, 0, 1.41421, -1.17803e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.14143e-17, 0, 0, 1.84571e-19, 2.16902e-17, 0, 1.1697e-14, 0, 0
