   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_85.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00257605, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00528735, 0, 5.38326e-20, 0, 1.41421, -5.38326e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.03271e-22, 0, 0, 1.04804e-24, 9.11374e-24, 0, 5.36191e-20, 0, 0
0.0131508, 0, 1.1201e-19, 0, 1.41421, -1.1201e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.22946e-22, 0, 0, 2.20964e-24, 1.93368e-23, 0, 1.11565e-19, 0, 0
0.0210142, 0, 2.30427e-19, 0, 1.41421, -2.30427e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.70082e-22, 0, 0, 4.60665e-24, 4.05516e-23, 0, 2.29512e-19, 0, 0
0.0288776, 0, 4.68872e-19, 0, 1.41421, -4.68872e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.77043e-21, 0, 0, 9.50064e-24, 8.40978e-23, 0, 4.67008e-19, 0, 0
0.036741, 0, 9.44005e-19, 0, 1.41421, -9.44005e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.56449e-21, 0, 0, 1.93903e-23, 1.72544e-22, 0, 9.40249e-19, 0, 0
0.0446044, 0, 1.88122e-18, 0, 1.41421, -1.88122e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.10331e-21, 0, 0, 3.91774e-23, 3.50374e-22, 0, 1.87372e-18, 0, 0
0.0524678, 0, 3.71174e-18, 0, 1.41421, -3.71174e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40151e-20, 0, 0, 7.83856e-23, 7.0443e-22, 0, 3.69694e-18, 0, 0
0.0603312, 0, 7.25286e-18, 0, 1.41421, -7.25286e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7386e-20, 0, 0, 1.55352e-22, 1.4027e-21, 0, 7.22392e-18, 0, 0
0.0681946, 0, 1.40392e-17, 0, 1.41421, -1.40392e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.30102e-20, 0, 0, 3.05061e-22, 2.76722e-21, 0, 1.39831e-17, 0, 0
