   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_378.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
5.3335, 1002.42, 1006.94, 47.5415, 31.6926, -4.51971, 47.5415, 0, 47.5415, 47.5561, 49.3343, 47.5708, 1005.1, 47.5415, 47.5415, 47.5415, 47.5415, 47.5415, 47.5415, 47.5415, 47.5415, 47.5415, 47.5415, 47.5415, 47.5415, 47.5415, 47.5415
5.34137, 1151.59, 1119.41, 47.6608, 33.9645, 32.1761, 47.6608, 0, 47.6608, 47.6755, 49.4135, 47.6904, 1117.62, 47.6608, 47.6608, 47.6608, 47.6608, 47.6608, 47.6608, 47.6608, 47.6608, 47.6608, 47.6608, 47.6608, 47.6608, 47.6608, 47.6608
5.34924, 1267.41, 1230.68, 47.7795, 35.6288, 36.7273, 47.7795, 0, 47.7795, 47.7942, 49.478, 47.8095, 1228.94, 47.7795, 47.7795, 47.7795, 47.7795, 47.7795, 47.7795, 47.7795, 47.7795, 47.7795, 47.7795, 47.7795, 47.7795, 47.7795, 47.7795
5.3571, 1263.81, 1337.85, 47.8976, 35.5783, -74.0322, 47.8976, 0, 47.8976, 47.9123, 49.5296, 47.9279, 1336.17, 47.8976, 47.8976, 47.8976, 47.8976, 47.8976, 47.8976, 47.8976, 47.8976, 47.8976, 47.8976, 47.8976, 47.8976, 47.8976, 47.8976
5.36497, 1333.36, 1437.9, 48.015, 36.5426, -104.531, 48.015, 0, 48.015, 48.0298, 49.5705, 48.0457, 1436.29, 48.015, 48.015, 48.015, 48.015, 48.015, 48.015, 48.015, 48.015, 48.015, 48.015, 48.015, 48.015, 48.015, 48.015
5.37284, 1524.94, 1527.84, 48.1319, 39.076, -2.89929, 48.1319, 0, 48.1319, 48.1466, 49.6031, 48.1628, 1526.32, 48.1319, 48.1319, 48.1319, 48.1319, 48.1319, 48.1319, 48.1319, 48.1319, 48.1319, 48.1319, 48.1319, 48.1319, 48.1319, 48.1319
5.38071, 1571.23, 1604.85, 48.248, 39.6639, -33.6212, 48.248, 0, 48.248, 48.2629, 49.6297, 48.2793, 1603.42, 48.248, 48.248, 48.248, 48.248, 48.248, 48.248, 48.248, 48.248, 48.248, 48.248, 48.248, 48.248, 48.248, 48.248
5.38858, 1705.61, 1666.43, 48.3635, 41.3233, 39.1849, 48.3635, 0, 48.3635, 48.3784, 49.653, 48.3951, 1665.09, 48.3635, 48.3635, 48.3635, 48.3635, 48.3635, 48.3635, 48.3635, 48.3635, 48.3635, 48.3635, 48.3635, 48.3635, 48.3635, 48.3635
5.39645, 1762.23, 1710.54, 48.4783, 42.0027, 51.6888, 48.4783, 0, 48.4783, 48.4934, 49.6751, 48.5103, 1709.3, 48.4783, 48.4783, 48.4783, 48.4783, 48.4783, 48.4783, 48.4783, 48.4783, 48.4783, 48.4783, 48.4783, 48.4783, 48.4783, 48.4783
5.40431, 1701.81, 1735.7, 48.5925, 41.2773, -33.8856, 48.5925, 0, 48.5925, 48.6077, 49.6982, 48.6248, 1734.55, 48.5925, 48.5925, 48.5925, 48.5925, 48.5925, 48.5925, 48.5925, 48.5925, 48.5925, 48.5925, 48.5925, 48.5925, 48.5925, 48.5925
5.41218, 1654.07, 1741.08, 48.7059, 40.6948, -87.0103, 48.7059, 0, 48.7059, 48.7213, 49.7241, 48.7385, 1740.01, 48.7059, 48.7059, 48.7059, 48.7059, 48.7059, 48.7059, 48.7059, 48.7059, 48.7059, 48.7059, 48.7059, 48.7059, 48.7059, 48.7059
5.42005, 1733.26, 1726.54, 48.8186, 41.6564, 6.71472, 48.8186, 0, 48.8186, 48.8343, 49.7543, 48.8516, 1725.56, 48.8186, 48.8186, 48.8186, 48.8186, 48.8186, 48.8186, 48.8186, 48.8186, 48.8186, 48.8186, 48.8186, 48.8186, 48.8186, 48.8186
5.42792, 1767.79, 1692.66, 48.9306, 42.0689, 75.1279, 48.9306, 0, 48.9306, 48.9467, 49.7898, 48.9639, 1691.76, 48.9306, 48.9306, 48.9306, 48.9306, 48.9306, 48.9306, 48.9306, 48.9306, 48.9306, 48.9306, 48.9306, 48.9306, 48.9306, 48.9306
5.43579, 1697.86, 1640.67, 49.0419, 41.2293, 57.1871, 49.0419, 0, 49.0419, 49.0585, 49.8316, 49.0755, 1639.83, 49.0419, 49.0419, 49.0419, 49.0419, 49.0419, 49.0419, 49.0419, 49.0419, 49.0419, 49.0419, 49.0419, 49.0419, 49.0419, 49.0419
5.44366, 1552.25, 1572.38, 49.1523, 39.424, -20.1344, 49.1523, 0, 49.1523, 49.1697, 49.88, 49.1863, 1571.6, 49.1523, 49.1523, 49.1523, 49.1523, 49.1523, 49.1523, 49.1523, 49.1523, 49.1523, 49.1523, 49.1523, 49.1523, 49.1523, 49.1523
5.45153, 1530.87, 1490.12, 49.262, 39.1519, 40.7543, 49.262, 0, 49.262, 49.2804, 49.9352, 49.2964, 1489.39, 49.262, 49.262, 49.262, 49.262, 49.262, 49.262, 49.262, 49.262, 49.262, 49.262, 49.262, 49.262, 49.262, 49.262
5.45939, 1424.29, 1396.52, 49.3709, 37.7663, 27.7764, 49.3709, 0, 49.3709, 49.3907, 49.997, 49.4056, 1395.84, 49.3709, 49.3709, 49.3709, 49.3709, 49.3709, 49.3709, 49.3709, 49.3709, 49.3709, 49.3709, 49.3709, 49.3709, 49.3709, 49.3709
5.46726, 1348.42, 1294.47, 49.479, 36.7481, 53.953, 49.479, 0, 49.479, 49.5005, 50.0653, 49.5141, 1293.83, 49.479, 49.479, 49.479, 49.479, 49.479, 49.479, 49.479, 49.479, 49.479, 49.479, 49.479, 49.479, 49.479, 49.479
5.47513, 1254.67, 1186.93, 49.5863, 35.4496, 67.7439, 49.5863, 0, 49.5863, 49.6101, 50.1395, 49.6217, 1186.32, 49.5863, 49.5863, 49.5863, 49.5863, 49.5863, 49.5863, 49.5863, 49.5863, 49.5863, 49.5863, 49.5863, 49.5863, 49.5863, 49.5863
5.483, 1054.36, 1076.77, 49.6927, 32.5016, -22.4183, 49.6927, 0, 49.6927, 49.7196, 50.2189, 49.7285, 1076.19, 49.6927, 49.6927, 49.6927, 49.6927, 49.6927, 49.6927, 49.6927, 49.6927, 49.6927, 49.6927, 49.6927, 49.6927, 49.6927, 49.6927
5.49087, 1026.67, 966.691, 49.7983, 32.0729, 59.9826, 49.7983, 0, 49.7983, 49.8291, 50.3031, 49.8345, 966.119, 49.7983, 49.7983, 49.7983, 49.7983, 49.7983, 49.7983, 49.7983, 49.7983, 49.7983, 49.7983, 49.7983, 49.7983, 49.7983, 49.7983
5.49874, 893.527, 859.094, 49.903, 29.9254, 34.4329, 49.903, 0, 49.903, 49.9388, 50.3913, 49.9395, 858.533, 49.903, 49.903, 49.903, 49.903, 49.903, 49.903, 49.903, 49.903, 49.903, 49.903, 49.903, 49.903, 49.903, 49.903
5.50661, 769.405, 756.028, 50.0068, 27.7742, 13.3771, 50.0068, 0, 50.0068, 50.0491, 50.4828, 50.0438, 755.473, 50.0068, 50.0068, 50.0068, 50.0068, 50.0068, 50.0068, 50.0068, 50.0068, 50.0068, 50.0068, 50.0068, 50.0068, 50.0068, 50.0068
5.51447, 711.45, 659.143, 50.1097, 26.7105, 52.3066, 50.1097, 0, 50.1097, 50.1602, 50.5769, 50.1471, 658.588, 50.1097, 50.1097, 50.1097, 50.1097, 50.1097, 50.1097, 50.1097, 50.1097, 50.1097, 50.1097, 50.1097, 50.1097, 50.1097, 50.1097
5.52234, 643.191, 569.648, 50.2117, 25.4006, 73.5434, 50.2117, 0, 50.2117, 50.2725, 50.6732, 50.2496, 569.088, 50.2117, 50.2117, 50.2117, 50.2117, 50.2117, 50.2117, 50.2117, 50.2117, 50.2117, 50.2117, 50.2117, 50.2117, 50.2117, 50.2117
5.53021, 551.263, 488.354, 50.3127, 23.5215, 62.9084, 50.3127, 0, 50.3127, 50.3864, 50.771, 50.3513, 487.784, 50.3127, 50.3127, 50.3127, 50.3127, 50.3127, 50.3127, 50.3127, 50.3127, 50.3127, 50.3127, 50.3127, 50.3127, 50.3127, 50.3127
5.53808, 481.432, 415.687, 50.4129, 21.9871, 65.7448, 50.4129, 0, 50.4129, 50.5025, 50.8699, 50.4521, 415.101, 50.4129, 50.4129, 50.4129, 50.4129, 50.4129, 50.4129, 50.4129, 50.4129, 50.4129, 50.4129, 50.4129, 50.4129, 50.4129, 50.4129
5.54595, 384.196, 351.718, 50.512, 19.6519, 32.4781, 50.512, 0, 50.512, 50.6212, 50.9694, 50.5523, 351.111, 50.512, 50.512, 50.512, 50.512, 50.512, 50.512, 50.512, 50.512, 50.512, 50.512, 50.512, 50.512, 50.512, 50.512
5.55382, 328.415, 296.243, 50.6102, 18.1773, 32.1723, 50.6102, 0, 50.6102, 50.7431, 51.0693, 50.6518, 295.609, 50.6102, 50.6102, 50.6102, 50.6102, 50.6102, 50.6102, 50.6102, 50.6102, 50.6102, 50.6102, 50.6102, 50.6102, 50.6102, 50.6102
5.56169, 286.674, 248.83, 50.7074, 16.9904, 37.8434, 50.7074, 0, 50.7074, 50.869, 51.1692, 50.751, 248.163, 50.7074, 50.7074, 50.7074, 50.7074, 50.7074, 50.7074, 50.7074, 50.7074, 50.7074, 50.7074, 50.7074, 50.7074, 50.7074, 50.7074
5.56955, 254.65, 208.88, 50.8036, 16.0203, 45.7699, 50.8036, 0, 50.8036, 50.9992, 51.2688, 50.85, 208.173, 50.8036, 50.8036, 50.8036, 50.8036, 50.8036, 50.8036, 50.8036, 50.8036, 50.8036, 50.8036, 50.8036, 50.8036, 50.8036, 50.8036
5.57742, 197.492, 175.688, 50.8987, 14.1242, 21.8038, 50.8987, 0, 50.8988, 51.1346, 51.3681, 50.9494, 174.932, 50.8987, 50.8987, 50.8987, 50.8987, 50.8987, 50.8987, 50.8987, 50.8987, 50.8987, 50.8987, 50.8987, 50.8987, 50.8987, 50.8987
5.58529, 161.988, 148.486, 50.9929, 12.8058, 13.5016, 50.9929, 0, 50.9929, 51.2755, 51.4667, 51.05, 147.672, 50.9929, 50.9929, 50.9929, 50.9929, 50.9929, 50.9929, 50.9929, 50.9929, 50.9929, 50.9929, 50.9929, 50.9929, 50.9929, 50.9929
5.59316, 129.929, 126.498, 51.086, 11.486, 3.43034, 51.086, 0, 51.086, 51.4225, 51.5647, 51.1526, 125.617, 51.086, 51.086, 51.086, 51.086, 51.086, 51.086, 51.086, 51.086, 51.086, 51.086, 51.086, 51.086, 51.086, 51.086
5.60103, 87.2903, 108.97, 51.1781, 9.44935, -21.6799, 51.1781, 0, 51.1781, 51.5759, 51.6619, 51.259, 108.008, 51.1781, 51.1781, 51.1781, 51.1781, 51.1781, 51.1781, 51.1781, 51.1781, 51.1781, 51.1781, 51.1781, 51.1781, 51.1781, 51.1781
5.6089, 96.6602, 95.1897, 51.2692, 9.93279, 1.47055, 51.2692, 0, 51.2692, 51.7357, 51.7583, 51.3712, 94.132, 51.2692, 51.2692, 51.2692, 51.2692, 51.2692, 51.2692, 51.2692, 51.2692, 51.2692, 51.2692, 51.2692, 51.2692, 51.2692, 51.2692
5.61677, 61.4115, 84.5123, 51.3591, 7.96314, -23.1008, 51.3591, 0, 51.3591, 51.9018, 51.8537, 51.4924, 83.3418, 51.3591, 51.3591, 51.3591, 51.3591, 51.3591, 51.3591, 51.3591, 51.3591, 51.3591, 51.3591, 51.3591, 51.3591, 51.3591, 51.3591
5.62463, 59.9458, 76.3668, 51.448, 7.87057, -16.421, 51.448, 0, 51.448, 52.0739, 51.9482, 51.6267, 75.062, 51.448, 51.448, 51.448, 51.448, 51.448, 51.448, 51.448, 51.448, 51.448, 51.448, 51.448, 51.448, 51.448, 51.448
5.6325, 51.8057, 70.2601, 51.5358, 7.33524, -18.4544, 51.5358, 0, 51.5358, 52.2511, 52.0416, 51.7802, 68.7945, 51.5358, 51.5358, 51.5358, 51.5358, 51.5358, 51.5358, 51.5358, 51.5358, 51.5358, 51.5358, 51.5358, 51.5358, 51.5358, 51.5358
5.64037, 35.7094, 65.7774, 51.6225, 6.1408, -30.0679, 51.6225, 0, 51.6225, 52.4326, 52.1341, 51.9604, 64.1177, 51.6225, 51.6225, 51.6225, 51.6225, 51.6225, 51.6225, 51.6225, 51.6225, 51.6225, 51.6225, 51.6225, 51.6225, 51.6225, 51.6225
5.64824, 44.5872, 62.5775, 51.708, 6.82548, -17.9904, 51.708, 0, 51.708, 52.6168, 52.2254, 52.1779, 60.6814, 51.708, 51.708, 51.708, 51.708, 51.708, 51.708, 51.708, 51.708, 51.708, 51.708, 51.708, 51.708, 51.708, 51.708
5.65611, 47.1281, 60.3891, 51.7924, 7.00914, -13.261, 51.7924, 0, 51.7924, 52.8021, 52.3156, 52.446, 58.2024, 51.7924, 51.7924, 51.7924, 51.7924, 51.7924, 51.7924, 51.7924, 51.7924, 51.7924, 51.7924, 51.7924, 51.7924, 51.7924, 51.7924
5.66398, 41.59, 59.0021, 51.8756, 6.60227, -17.4121, 51.8756, 0, 51.8756, 52.9866, 52.4048, 52.7819, 56.4557, 51.8756, 51.8756, 51.8756, 51.8756, 51.8756, 51.8756, 51.8756, 51.8756, 51.8756, 51.8756, 51.8756, 51.8756, 51.8756, 51.8756
5.67184, 33.0549, 58.2616, 51.9576, 5.92072, -25.2067, 51.9576, 0, 51.9576, 53.1679, 52.4927, 53.2071, 55.2669, 51.9576, 51.9576, 51.9576, 51.9576, 51.9576, 51.9576, 51.9576, 51.9576, 51.9576, 51.9576, 51.9576, 51.9576, 51.9576, 51.9576
5.67971, 36.6281, 58.0614, 52.0385, 6.21515, -21.4333, 52.0385, 0, 52.0385, 53.3437, 52.5795, 53.748, 54.5056, 52.0385, 52.0385, 52.0385, 52.0385, 52.0385, 52.0385, 52.0385, 52.0385, 52.0385, 52.0385, 52.0385, 52.0385, 52.0385, 52.0385
5.68758, 44.6098, 58.3372, 52.118, 6.82714, -13.7274, 52.118, 0, 52.118, 53.5116, 52.6651, 54.4364, 54.0783, 52.118, 52.118, 52.118, 52.118, 52.118, 52.118, 52.118, 52.118, 52.118, 52.118, 52.118, 52.118, 52.118, 52.118
5.69545, 42.149, 59.0621, 52.1963, 6.64447, -16.9131, 52.1963, 0, 52.1963, 53.6691, 52.7494, 55.3101, 53.9225, 52.1963, 52.1963, 52.1963, 52.1963, 52.1963, 52.1963, 52.1963, 52.1963, 52.1963, 52.1963, 52.1963, 52.1963, 52.1963, 52.1963
5.70332, 51.3739, 60.2416, 52.2733, 7.30574, -8.86771, 52.2733, 0, 52.2733, 53.8139, 52.8324, 56.4123, 54.0029, 52.2733, 52.2733, 52.2733, 52.2733, 52.2733, 52.2733, 52.2733, 52.2733, 52.2733, 52.2733, 52.2733, 52.2733, 52.2733, 52.2733
5.71119, 51.5961, 61.9102, 52.3488, 7.32094, -10.3141, 52.3488, 0, 52.3488, 53.9438, 52.914, 57.7921, 54.3067, 52.3488, 52.3488, 52.3488, 52.3488, 52.3488, 52.3488, 52.3488, 52.3488, 52.3488, 52.3488, 52.3488, 52.3488, 52.3488, 52.3488
5.71906, 62.3009, 64.1279, 52.4228, 8.01879, -1.82692, 52.4228, 0, 52.4228, 54.0573, 52.9941, 59.5028, 54.8421, 52.4228, 52.4228, 52.4228, 52.4228, 52.4228, 52.4228, 52.4228, 52.4228, 52.4228, 52.4228, 52.4228, 52.4228, 52.4228, 52.4228
5.72692, 60.7796, 66.9767, 52.4952, 7.92336, -6.19716, 52.4952, 0, 52.4952, 54.1528, 53.0727, 61.6011, 55.6357, 52.4952, 52.4952, 52.4952, 52.4952, 52.4952, 52.4952, 52.4952, 52.4952, 52.4952, 52.4952, 52.4952, 52.4952, 52.4952, 52.4952
5.73479, 74.9105, 70.5585, 52.5658, 8.76986, 4.35196, 52.5658, 0, 52.5658, 54.2296, 53.1494, 64.1454, 56.7316, 52.5658, 52.5658, 52.5658, 52.5658, 52.5658, 52.5658, 52.5658, 52.5658, 52.5658, 52.5658, 52.5658, 52.5658, 52.5658, 52.5658
5.74266, 67.6314, 74.99, 52.6343, 8.34454, -7.35863, 52.6343, 0, 52.6343, 54.287, 53.2241, 67.1921, 58.1898, 52.6343, 52.6343, 52.6343, 52.6343, 52.6343, 52.6343, 52.6343, 52.6343, 52.6343, 52.6343, 52.6343, 52.6343, 52.6343, 52.6343
5.75053, 84.8171, 80.3992, 52.7005, 9.31757, 4.41787, 52.7005, 0, 52.7005, 54.3253, 53.2965, 70.7933, 60.0858, 52.7005, 52.7005, 52.7005, 52.7005, 52.7005, 52.7005, 52.7005, 52.7005, 52.7005, 52.7005, 52.7005, 52.7005, 52.7005, 52.7005
5.7584, 95.6612, 86.92, 52.764, 9.88237, 8.74119, 52.764, 0, 52.764, 54.3448, 53.3662, 74.9922, 62.5088, 52.764, 52.764, 52.764, 52.764, 52.764, 52.764, 52.764, 52.764, 52.764, 52.764, 52.764, 52.764, 52.764, 52.764
5.76627, 112.933, 94.6856, 52.8242, 10.7207, 18.2477, 52.8242, 0, 52.8242, 54.3464, 53.4326, 79.8192, 65.5599, 52.8242, 52.8242, 52.8242, 52.8242, 52.8242, 52.8242, 52.8242, 52.8242, 52.8242, 52.8242, 52.8242, 52.8242, 52.8242, 52.8242
5.77414, 116.668, 103.823, 52.8803, 10.8935, 12.8455, 52.8803, 0, 52.8803, 54.3311, 53.495, 85.2882, 69.3495, 52.8803, 52.8803, 52.8803, 52.8803, 52.8803, 52.8803, 52.8803, 52.8803, 52.8803, 52.8803, 52.8803, 52.8803, 52.8803, 52.8803
5.782, 134.289, 114.441, 52.9317, 11.6743, 19.848, 52.9317, 0, 52.9317, 54.3001, 53.5526, 91.3908, 73.9929, 52.9317, 52.9317, 52.9317, 52.9317, 52.9317, 52.9317, 52.9317, 52.9317, 52.9317, 52.9317, 52.9317, 52.9317, 52.9317, 52.9317
5.78987, 148.073, 126.626, 52.9771, 12.2504, 21.4466, 52.9771, 0, 52.9771, 54.2547, 53.6043, 98.093, 79.6052, 52.9771, 52.9771, 52.9771, 52.9771, 52.9771, 52.9771, 52.9771, 52.9771, 52.9771, 52.9771, 52.9771, 52.9771, 52.9771, 52.9771
5.79774, 165.182, 140.429, 53.0152, 12.9299, 24.753, 53.0152, 0, 53.0152, 54.1959, 53.6487, 105.334, 86.2964, 53.0152, 53.0152, 53.0152, 53.0152, 53.0152, 53.0152, 53.0152, 53.0152, 53.0152, 53.0152, 53.0152, 53.0152, 53.0152, 53.0152
5.80561, 198.492, 155.859, 53.0443, 14.1595, 42.6339, 53.0443, 0, 53.0444, 54.1245, 53.6842, 113.021, 94.1618, 53.0443, 53.0443, 53.0443, 53.0443, 53.0443, 53.0443, 53.0443, 53.0443, 53.0443, 53.0443, 53.0443, 53.0443, 53.0443, 53.0443
5.81348, 208.163, 172.869, 53.0626, 14.497, 35.294, 53.0626, 0, 53.0626, 54.0409, 53.7088, 121.033, 103.275, 53.0626, 53.0626, 53.0626, 53.0626, 53.0626, 53.0626, 53.0626, 53.0626, 53.0626, 53.0626, 53.0626, 53.0626, 53.0626, 53.0626
5.82135, 223.108, 191.357, 53.0675, 15.0036, 31.7506, 53.0675, 0, 53.0675, 53.9448, 53.7201, 129.217, 113.678, 53.0675, 53.0675, 53.0675, 53.0675, 53.0675, 53.0675, 53.0675, 53.0675, 53.0675, 53.0675, 53.0675, 53.0675, 53.0675, 53.0675
5.82922, 252.671, 211.153, 53.0565, 15.9584, 41.5183, 53.0565, 0, 53.0566, 53.8355, 53.7155, 137.399, 125.373, 53.0565, 53.0565, 53.0565, 53.0565, 53.0565, 53.0565, 53.0565, 53.0565, 53.0565, 53.0565, 53.0565, 53.0565, 53.0565, 53.0565
5.83708, 265.802, 232.021, 53.0266, 16.3647, 33.781, 53.0266, 0, 53.0266, 53.7116, 53.6919, 145.382, 138.315, 53.0266, 53.0266, 53.0266, 53.0266, 53.0266, 53.0266, 53.0266, 53.0266, 53.0266, 53.0266, 53.0266, 53.0266, 53.0266, 53.0266
5.84495, 280.663, 253.657, 52.9742, 16.8126, 27.0062, 52.9742, 0, 52.9742, 53.5709, 53.6459, 152.957, 152.405, 52.9742, 52.9742, 52.9742, 52.9742, 52.9742, 52.9742, 52.9742, 52.9742, 52.9742, 52.9742, 52.9742, 52.9742, 52.9742, 52.9742
5.85282, 323.763, 275.691, 52.8957, 18.0489, 48.0725, 52.8957, 0, 52.8957, 53.4108, 53.5739, 159.912, 167.481, 52.8957, 52.8957, 52.8957, 52.8957, 52.8957, 52.8957, 52.8957, 52.8957, 52.8957, 52.8957, 52.8957, 52.8957, 52.8957, 52.8957
5.86069, 325.288, 297.702, 52.7872, 18.0911, 27.5861, 52.7872, 0, 52.7872, 53.228, 53.4719, 166.04, 183.323, 52.7872, 52.7872, 52.7872, 52.7872, 52.7872, 52.7872, 52.7872, 52.7872, 52.7872, 52.7872, 52.7872, 52.7872, 52.7872, 52.7872
5.86856, 361.73, 319.22, 52.6447, 19.0717, 42.5097, 52.6447, 0, 52.6447, 53.0187, 53.3359, 171.148, 199.652, 52.6447, 52.6447, 52.6447, 52.6447, 52.6447, 52.6447, 52.6447, 52.6447, 52.6447, 52.6447, 52.6447, 52.6447, 52.6447, 52.6447
5.87643, 335.687, 339.748, 52.4641, 18.3763, -4.06082, 52.4641, 0, 52.4641, 52.779, 53.1618, 175.069, 216.13, 52.4641, 52.4641, 52.4641, 52.4641, 52.4641, 52.4641, 52.4641, 52.4641, 52.4641, 52.4641, 52.4641, 52.4641, 52.4641, 52.4641
5.8843, 348.842, 358.776, 52.2415, 18.7308, -9.93369, 52.2415, 0, 52.2415, 52.5048, 52.9457, 177.669, 232.381, 52.2415, 52.2415, 52.2415, 52.2415, 52.2415, 52.2415, 52.2415, 52.2415, 52.2415, 52.2415, 52.2415, 52.2415, 52.2415, 52.2415
5.89216, 400.908, 375.802, 51.9734, 20.0726, 25.1067, 51.9734, 0, 51.9734, 52.1921, 52.6841, 178.854, 247.991, 51.9734, 51.9734, 51.9734, 51.9734, 51.9734, 51.9734, 51.9734, 51.9734, 51.9734, 51.9734, 51.9734, 51.9734, 51.9734, 51.9734
5.90003, 373.622, 390.357, 51.6565, 19.381, -16.7343, 51.6565, 0, 51.6565, 51.8375, 52.3739, 178.577, 262.538, 51.6565, 51.6565, 51.6565, 51.6565, 51.6565, 51.6565, 51.6565, 51.6565, 51.6565, 51.6565, 51.6565, 51.6565, 51.6565, 51.6565
5.9079, 390.001, 402.019, 51.2885, 19.799, -12.0184, 51.2885, 0, 51.2885, 51.4377, 52.0126, 176.837, 275.598, 51.2885, 51.2885, 51.2885, 51.2885, 51.2885, 51.2885, 51.2885, 51.2885, 51.2885, 51.2885, 51.2885, 51.2885, 51.2885, 51.2885
5.91577, 396.162, 410.438, 50.868, 19.954, -14.276, 50.868, 0, 50.868, 50.9909, 51.5987, 173.682, 286.77, 50.868, 50.868, 50.868, 50.868, 50.868, 50.868, 50.868, 50.868, 50.868, 50.868, 50.868, 50.868, 50.868, 50.868
5.92364, 384.155, 415.35, 50.3943, 19.6508, -31.1952, 50.3943, 0, 50.3943, 50.4956, 51.1317, 169.204, 295.702, 50.3943, 50.3943, 50.3943, 50.3943, 50.3943, 50.3943, 50.3943, 50.3943, 50.3943, 50.3943, 50.3943, 50.3943, 50.3943, 50.3943
5.93151, 370.277, 416.592, 49.8681, 19.2945, -46.3148, 49.8681, 0, 49.8681, 49.952, 50.6123, 163.535, 302.097, 49.8681, 49.8681, 49.8681, 49.8681, 49.8681, 49.8681, 49.8681, 49.8681, 49.8681, 49.8681, 49.8681, 49.8681, 49.8681, 49.8681
5.93937, 424.556, 414.108, 49.2913, 20.6532, 10.4475, 49.2913, 0, 49.2913, 49.3614, 50.0423, 156.841, 305.737, 49.2913, 49.2913, 49.2913, 49.2913, 49.2913, 49.2913, 49.2913, 49.2913, 49.2913, 49.2913, 49.2913, 49.2913, 49.2913, 49.2913
5.94724, 407.694, 407.955, 48.6672, 20.2409, -0.261749, 48.6672, 0, 48.6673, 48.7264, 49.4251, 149.312, 306.494, 48.6672, 48.6672, 48.6672, 48.6672, 48.6672, 48.6672, 48.6672, 48.6672, 48.6672, 48.6672, 48.6672, 48.6672, 48.6672, 48.6672
5.95511, 359.076, 398.3, 48.0005, 19.002, -39.2244, 48.0005, 0, 48.0005, 48.0511, 48.7653, 141.152, 304.333, 48.0005, 48.0005, 48.0005, 48.0005, 48.0005, 48.0005, 48.0005, 48.0005, 48.0005, 48.0005, 48.0005, 48.0005, 48.0005, 48.0005
5.96298, 355.248, 385.408, 47.2966, 18.901, -30.1593, 47.2966, 0, 47.2966, 47.3407, 48.0684, 132.571, 299.317, 47.2966, 47.2966, 47.2966, 47.2966, 47.2966, 47.2966, 47.2966, 47.2966, 47.2966, 47.2966, 47.2966, 47.2966, 47.2966, 47.2966
5.97085, 341.479, 369.635, 46.5625, 18.5332, -28.156, 46.5625, 0, 46.5625, 46.6018, 47.3417, 123.775, 291.604, 46.5625, 46.5625, 46.5625, 46.5625, 46.5625, 46.5625, 46.5625, 46.5625, 46.5625, 46.5625, 46.5625, 46.5625, 46.5625, 46.5625
5.97872, 331.852, 351.409, 45.8061, 18.2716, -19.5569, 45.8061, 0, 45.8061, 45.8417, 46.5927, 114.959, 281.434, 45.8061, 45.8061, 45.8061, 45.8061, 45.8061, 45.8061, 45.8061, 45.8061, 45.8061, 45.8061, 45.8061, 45.8061, 45.8061, 45.8061
5.98659, 312.273, 331.209, 45.0356, 17.7277, -18.9366, 45.0356, 0, 45.0356, 45.0686, 45.8299, 106.299, 269.119, 45.0356, 45.0356, 45.0356, 45.0356, 45.0356, 45.0356, 45.0356, 45.0356, 45.0356, 45.0356, 45.0356, 45.0356, 45.0356, 45.0356
5.99445, 275.272, 309.547, 44.26, 16.6515, -34.2752, 44.26, 0, 44.26, 44.291, 45.0625, 97.9464, 255.027, 44.26, 44.26, 44.26, 44.26, 44.26, 44.26, 44.26, 44.26, 44.26, 44.26, 44.26, 44.26, 44.26, 44.26
6.00232, 262.299, 286.941, 43.4881, 16.2573, -24.6427, 43.4881, 0, 43.4881, 43.5178, 44.2997, 90.0274, 239.561, 43.4881, 43.4881, 43.4881, 43.4881, 43.4881, 43.4881, 43.4881, 43.4881, 43.4881, 43.4881, 43.4881, 43.4881, 43.4881, 43.4881
6.01019, 243.294, 263.902, 42.7287, 15.6619, -20.6081, 42.7287, 0, 42.7287, 42.7576, 43.5505, 82.6382, 223.142, 42.7287, 42.7287, 42.7287, 42.7287, 42.7287, 42.7287, 42.7287, 42.7287, 42.7287, 42.7287, 42.7287, 42.7287, 42.7287, 42.7287
6.01806, 250.216, 240.908, 41.9901, 15.8813, 9.30728, 41.9901, 0, 41.9901, 42.0185, 42.8241, 75.8474, 206.189, 41.9901, 41.9901, 41.9901, 41.9901, 41.9901, 41.9901, 41.9901, 41.9901, 41.9901, 41.9901, 41.9901, 41.9901, 41.9901, 41.9901
6.02593, 207.015, 218.391, 41.2798, 14.4574, -11.376, 41.2798, 0, 41.2798, 41.3079, 42.1289, 69.695, 189.099, 41.2798, 41.2798, 41.2798, 41.2798, 41.2798, 41.2798, 41.2798, 41.2798, 41.2798, 41.2798, 41.2798, 41.2798, 41.2798, 41.2798
6.0338, 166.837, 196.728, 40.6043, 12.9937, -29.8912, 40.6043, 0, 40.6043, 40.6323, 41.4733, 64.1976, 172.238, 40.6043, 40.6043, 40.6043, 40.6043, 40.6043, 40.6043, 40.6043, 40.6043, 40.6043, 40.6043, 40.6043, 40.6043, 40.6043, 40.6043
