   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_378.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.321244, 0, 3.10339e-13, 0, 1.41421, -3.10339e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8167e-15, 0, 0, 0, 9.22871e-14, 0, 2.15235e-13, 0, 0, 0
0.329113, 0, 5.91113e-13, 0, 1.41421, -5.91113e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.32748e-15, 0, 0, 0, 1.78695e-13, 0, 4.07091e-13, 0, 0, 0
0.336982, 0, 1.11345e-12, 0, 1.41421, -1.11345e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.96069e-15, 0, 0, 0, 3.42374e-13, 0, 7.61117e-13, 0, 0, 0
0.34485, 0, 2.07446e-12, 0, 1.41421, -2.07446e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.84114e-14, 0, 0, 0, 6.49238e-13, 0, 1.40681e-12, 0, 0, 0
0.352719, 0, 3.82334e-12, 5.04467e-44, 1.41421, -3.82334e-12, 5.04467e-44, 0, 5.04467e-44, 5.04467e-44, 5.04467e-44, 5.04467e-44, 5.04467e-44, 5.04467e-44, 5.04467e-44, 5.04467e-44, 5.04467e-44, 3.36477e-14, 5.04467e-44, 5.04467e-44, 5.04467e-44, 1.2188e-12, 5.04467e-44, 2.57089e-12, 5.04467e-44, 5.04467e-44, 5.04467e-44
0.360587, 0, 6.97206e-12, 9.62692e-43, 1.41421, -6.97206e-12, 9.62692e-43, 0, 9.62692e-43, 9.62692e-43, 9.62692e-43, 9.62692e-43, 9.62692e-43, 9.62692e-43, 9.62692e-43, 9.62692e-43, 9.62692e-43, 6.08045e-14, 9.62692e-43, 9.62692e-43, 9.62692e-43, 2.26575e-12, 9.62692e-43, 4.6455e-12, 9.62692e-43, 9.62692e-43, 9.62692e-43
0.368456, 0, 1.25817e-11, 1.50556e-41, 1.41421, -1.25817e-11, 1.50556e-41, 0, 1.50556e-41, 1.50556e-41, 1.50556e-41, 1.50556e-41, 1.50556e-41, 1.50556e-41, 1.50556e-41, 1.50556e-41, 1.50556e-41, 1.0866e-13, 1.50556e-41, 1.50556e-41, 1.50556e-41, 4.17231e-12, 1.50556e-41, 8.30077e-12, 1.50556e-41, 1.50556e-41, 1.50556e-41
0.376324, 0, 2.24738e-11, 2.06139e-40, 1.41421, -2.24738e-11, 2.06139e-40, 0, 2.06139e-40, 2.06139e-40, 2.06139e-40, 2.06139e-40, 2.06139e-40, 2.06139e-40, 2.06139e-40, 2.06139e-40, 2.06139e-40, 1.92041e-13, 2.06139e-40, 2.06139e-40, 2.06139e-40, 7.61349e-12, 2.06139e-40, 1.46682e-11, 2.06139e-40, 2.06139e-40, 2.06139e-40
0.384193, 0, 3.9744e-11, 2.52417e-39, 1.41421, -3.9744e-11, 2.52417e-39, 0, 2.52417e-39, 2.52417e-39, 2.52417e-39, 2.52417e-39, 2.52417e-39, 2.52417e-39, 2.52417e-39, 2.52417e-39, 2.52417e-39, 3.35701e-13, 2.52417e-39, 2.52417e-39, 2.52417e-39, 1.37726e-11, 2.52417e-39, 2.56357e-11, 2.52417e-39, 2.52417e-39, 2.52417e-39
0.392061, 0, 6.96063e-11, 2.78985e-38, 1.41421, -6.96063e-11, 2.78985e-38, 0, 2.78985e-38, 2.78985e-38, 2.78985e-38, 2.78985e-38, 2.78985e-38, 2.78985e-38, 2.78985e-38, 2.78985e-38, 2.78985e-38, 5.8048e-13, 2.78985e-38, 2.78985e-38, 2.78985e-38, 2.47104e-11, 2.78985e-38, 4.43155e-11, 2.78985e-38, 2.78985e-38, 2.78985e-38
0.39993, 0, 1.20768e-10, 2.7928e-37, 1.41421, -1.20768e-10, 2.7928e-37, 0, 2.7928e-37, 2.7928e-37, 2.7928e-37, 2.7928e-37, 2.7928e-37, 2.7928e-37, 2.7928e-37, 2.7928e-37, 2.7928e-37, 9.92984e-13, 2.7928e-37, 2.7928e-37, 2.7928e-37, 4.39968e-11, 2.7928e-37, 7.57782e-11, 2.7928e-37, 2.7928e-37, 2.7928e-37
0.407798, 0, 2.07657e-10, 2.54948e-36, 1.41421, -2.07657e-10, 2.54948e-36, 0, 2.54948e-36, 2.54948e-36, 2.54948e-36, 2.54948e-36, 2.54948e-36, 2.54948e-36, 2.54948e-36, 2.54948e-36, 2.54948e-36, 1.6806e-12, 2.54948e-36, 2.54948e-36, 2.54948e-36, 7.77888e-11, 2.54948e-36, 1.28188e-10, 2.54948e-36, 2.54948e-36, 2.54948e-36
0.415667, 0, 3.54024e-10, 2.13266e-35, 1.41421, -3.54024e-10, 2.13266e-35, 0, 2.13266e-35, 2.13266e-35, 2.13266e-35, 2.13266e-35, 2.13266e-35, 2.13266e-35, 2.13266e-35, 2.13266e-35, 2.13266e-35, 2.81449e-12, 2.13266e-35, 2.13266e-35, 2.13266e-35, 1.36674e-10, 2.13266e-35, 2.14535e-10, 2.13266e-35, 2.13266e-35, 2.13266e-35
0.423535, 0, 5.98744e-10, 1.6418e-34, 1.41421, -5.98744e-10, 1.6418e-34, 0, 1.6418e-34, 1.6418e-34, 1.6418e-34, 1.6418e-34, 1.6418e-34, 1.6418e-34, 1.6418e-34, 1.6418e-34, 1.6418e-34, 4.66446e-12, 1.6418e-34, 1.6418e-34, 1.6418e-34, 2.38829e-10, 1.6418e-34, 3.5525e-10, 1.6418e-34, 1.6418e-34, 1.6418e-34
0.431404, 0, 1.00519e-09, 1.148e-33, 1.41421, -1.00519e-09, 1.148e-33, 0, 1.148e-33, 1.148e-33, 1.148e-33, 1.148e-33, 1.148e-33, 1.148e-33, 1.148e-33, 1.148e-33, 1.148e-33, 7.65111e-12, 1.148e-33, 1.148e-33, 1.148e-33, 4.15444e-10, 1.148e-33, 5.82093e-10, 1.148e-33, 1.148e-33, 1.148e-33
0.439272, 0, 1.67638e-09, 6.84804e-33, 1.41421, -1.67638e-09, 6.84804e-33, 0, 6.84804e-33, 6.84804e-33, 6.84804e-33, 6.84804e-33, 6.84804e-33, 6.84804e-33, 6.84804e-33, 6.84804e-33, 6.84804e-33, 1.24231e-11, 6.84804e-33, 6.84804e-33, 6.84804e-33, 7.20084e-10, 6.84804e-33, 9.43868e-10, 6.84804e-33, 6.84804e-33, 6.84804e-33
0.447141, 0, 2.77959e-09, 4.19455e-32, 1.41421, -2.77959e-09, 4.19455e-32, 0, 4.19455e-32, 4.19455e-32, 4.19455e-32, 4.19455e-32, 4.19455e-32, 4.19455e-32, 4.19455e-32, 4.19455e-32, 4.19455e-32, 1.99701e-11, 4.19455e-32, 4.19455e-32, 4.19455e-32, 1.2449e-09, 4.19455e-32, 1.51471e-09, 4.19455e-32, 4.19455e-32, 4.19455e-32
0.455009, 0, 4.58657e-09, 2.31071e-31, 1.41421, -4.58657e-09, 2.31071e-31, 0, 2.31071e-31, 2.31071e-31, 2.31071e-31, 2.31071e-31, 2.31071e-31, 2.31071e-31, 2.31071e-31, 2.31071e-31, 2.31071e-31, 3.17868e-11, 2.31071e-31, 2.31071e-31, 2.31071e-31, 2.14881e-09, 2.31071e-31, 2.40598e-09, 2.31071e-31, 2.31071e-31, 2.31071e-31
0.462878, 0, 7.53961e-09, 1.2503e-30, 1.41421, -7.53961e-09, 1.2503e-30, 0, 1.2503e-30, 1.2503e-30, 1.2503e-30, 1.2503e-30, 1.2503e-30, 1.2503e-30, 1.2503e-30, 1.2503e-30, 1.2503e-30, 5.01077e-11, 1.2503e-30, 1.2503e-30, 1.2503e-30, 3.7065e-09, 1.2503e-30, 3.78301e-09, 1.2503e-30, 1.2503e-30, 1.2503e-30
0.470747, 0, 1.23608e-08, 6.47872e-30, 1.41421, -1.23608e-08, 6.47872e-30, 0, 6.47872e-30, 6.47872e-30, 6.47872e-30, 6.47872e-30, 6.47872e-30, 6.47872e-30, 6.47872e-30, 6.47872e-30, 6.47872e-30, 7.82406e-11, 6.47872e-30, 6.47872e-30, 6.47872e-30, 6.39392e-09, 6.47872e-30, 5.88862e-09, 6.47872e-30, 6.47872e-30, 6.47872e-30
0.478615, 0, 2.02333e-08, 3.18345e-29, 1.41421, -2.02333e-08, 3.18345e-29, 0, 3.18345e-29, 3.18345e-29, 3.18345e-29, 3.18345e-29, 3.18345e-29, 3.18345e-29, 3.18345e-29, 3.18345e-29, 3.18345e-29, 1.21037e-10, 3.18345e-29, 3.18345e-29, 3.18345e-29, 1.10369e-08, 3.18345e-29, 9.07541e-09, 3.18345e-29, 3.18345e-29, 3.18345e-29
0.486484, 0, 3.31041e-08, 1.49822e-28, 1.41421, -3.31041e-08, 1.49822e-28, 0, 1.49822e-28, 1.49822e-28, 1.49822e-28, 1.49822e-28, 1.49822e-28, 1.49822e-28, 1.49822e-28, 1.49822e-28, 1.49822e-28, 1.85545e-10, 1.49822e-28, 1.49822e-28, 1.49822e-28, 1.90687e-08, 1.49822e-28, 1.38499e-08, 1.49822e-28, 1.49822e-28, 1.49822e-28
0.494352, 0, 5.41871e-08, 6.79613e-28, 1.41421, -5.41871e-08, 6.79613e-28, 0, 6.79613e-28, 6.79613e-28, 6.79613e-28, 6.79613e-28, 6.79613e-28, 6.79613e-28, 6.79613e-28, 6.79613e-28, 6.79613e-28, 2.81916e-10, 6.79613e-28, 6.79613e-28, 6.79613e-28, 3.29737e-08, 6.79613e-28, 2.09316e-08, 6.79613e-28, 6.79613e-28, 6.79613e-28
0.502221, 0, 8.88039e-08, 2.95067e-27, 1.41421, -8.88039e-08, 2.95067e-27, 0, 2.95067e-27, 2.95067e-27, 2.95067e-27, 2.95067e-27, 2.95067e-27, 2.95067e-27, 2.95067e-27, 2.95067e-27, 2.95067e-27, 4.2465e-10, 2.95067e-27, 2.95067e-27, 2.95067e-27, 5.70471e-08, 2.95067e-27, 3.13321e-08, 2.95067e-27, 2.95067e-27, 2.95067e-27
0.510089, 0, 1.45771e-07, 1.22499e-26, 1.41421, -1.45771e-07, 1.22499e-26, 0, 1.22499e-26, 1.22499e-26, 1.22499e-26, 1.22499e-26, 1.22499e-26, 1.22499e-26, 1.22499e-26, 1.22499e-26, 1.22499e-26, 6.34277e-10, 1.22499e-26, 1.22499e-26, 1.22499e-26, 9.86788e-08, 1.22499e-26, 4.64583e-08, 1.22499e-26, 1.22499e-26, 1.22499e-26
0.517958, 0, 2.39691e-07, 4.86345e-26, 1.41421, -2.39691e-07, 4.86345e-26, 0, 4.86345e-26, 4.86345e-26, 4.86345e-26, 4.86345e-26, 4.86345e-26, 4.86345e-26, 4.86345e-26, 4.86345e-26, 4.86345e-26, 9.39642e-10, 4.86345e-26, 4.86345e-26, 4.86345e-26, 1.70505e-07, 4.86345e-26, 6.82462e-08, 4.86345e-26, 4.86345e-26, 4.86345e-26
0.525826, 0, 3.94758e-07, 2.56258e-25, 1.41421, -3.94758e-07, 2.56258e-25, 0, 2.56258e-25, 2.56258e-25, 2.56258e-25, 2.56258e-25, 2.56258e-25, 2.56258e-25, 2.56258e-25, 2.56258e-25, 2.56258e-25, 1.38096e-09, 2.56258e-25, 2.56258e-25, 2.56258e-25, 2.94043e-07, 2.56258e-25, 9.93331e-08, 2.56258e-25, 2.56258e-25, 2.56258e-25
0.533695, 0, 6.50992e-07, 9.12339e-25, 1.41421, -6.50992e-07, 2.65841e-11, 0, 3.15917e-15, 2.23233e-11, 1.89712e-10, 8.60325e-12, 1.51173e-10, 3.50923e-11, 4.52361e-11, 3.46225e-12, 3.24212e-11, 2.01385e-09, 2.04947e-12, 6.26392e-14, 3.52015e-14, 5.05173e-07, 5.07331e-16, 1.43286e-07, 9.12339e-25, 9.12339e-25, 1.6833e-12
0.541563, 0, 1.07367e-06, 6.35411e-11, 1.41421, -1.07367e-06, 1.65162e-10, 6.35411e-11, 6.35532e-11, 1.48874e-10, 7.88737e-10, 9.64279e-11, 6.41416e-10, 1.97685e-10, 2.36461e-10, 7.67759e-11, 1.87475e-10, 2.9782e-09, 7.13754e-11, 6.37805e-11, 6.41273e-11, 8.63919e-07, 6.3543e-11, 2.04922e-07, 6.35411e-11, 6.35411e-11, 6.99757e-11
0.549432, 0, 1.76921e-06, 2.37656e-10, 1.41421, -1.76921e-06, 5.42325e-10, 2.37656e-10, 2.37692e-10, 4.93493e-10, 2.41186e-09, 3.36254e-10, 1.97018e-09, 6.39833e-10, 7.56087e-10, 2.77335e-10, 6.09221e-10, 4.42499e-09, 2.61144e-10, 2.38374e-10, 2.40029e-10, 1.46872e-06, 2.37662e-10, 2.90595e-07, 2.37656e-10, 2.37656e-10, 2.56947e-10
0.5573, 0, 2.9097e-06, 7.03123e-10, 1.41421, -2.9097e-06, 1.53775e-09, 7.03123e-10, 7.03222e-10, 1.40398e-09, 6.65929e-09, 9.73229e-10, 5.44932e-09, 1.80487e-09, 2.12335e-09, 8.11823e-10, 1.72101e-09, 6.67551e-09, 7.67468e-10, 7.0509e-10, 7.10549e-10, 2.47934e-06, 7.03139e-10, 4.08804e-07, 7.03123e-10, 7.03123e-10, 7.55971e-10
0.565169, 0, 4.77193e-06, 1.9101e-09, 1.41421, -4.77193e-06, 4.08189e-09, 1.9101e-09, 1.91036e-09, 3.7338e-09, 1.74086e-08, 2.61294e-09, 1.42602e-08, 4.77696e-09, 5.60566e-09, 2.19295e-09, 4.55875e-09, 1.03683e-08, 2.07753e-09, 1.91522e-09, 1.93099e-09, 4.15214e-06, 1.91014e-09, 5.70863e-07, 1.9101e-09, 1.9101e-09, 2.04762e-09
0.573038, 0, 7.80084e-06, 4.94059e-09, 1.41421, -7.80084e-06, 1.03769e-08, 4.94059e-09, 4.94124e-09, 9.50562e-09, 4.37361e-08, 6.69993e-09, 3.58549e-08, 1.21168e-08, 1.41912e-08, 5.64861e-09, 1.15706e-08, 1.68359e-08, 5.3597e-09, 4.9534e-09, 4.99584e-09, 6.89573e-06, 4.9407e-09, 7.92082e-07, 4.94059e-09, 4.94059e-09, 5.28482e-09
0.580906, 0, 1.26998e-05, 1.23073e-08, 1.41421, -1.26998e-05, 2.54595e-08, 1.23073e-08, 1.23088e-08, 2.33515e-08, 1.06166e-07, 1.65636e-08, 8.70989e-08, 2.96689e-08, 3.46874e-08, 1.40202e-08, 2.83474e-08, 2.89217e-08, 1.33212e-08, 1.23382e-08, 1.24471e-08, 1.13452e-05, 1.23075e-08, 1.09367e-06, 1.23073e-08, 1.23073e-08, 1.31401e-08
0.588775, 0, 2.05747e-05, 2.96451e-08, 1.41421, -2.05747e-05, 6.04584e-08, 2.96451e-08, 2.96488e-08, 5.55197e-08, 2.49538e-07, 3.9617e-08, 2.04868e-07, 7.03201e-08, 8.20776e-08, 3.36582e-08, 6.72241e-08, 5.26937e-08, 3.20206e-08, 2.97177e-08, 2.99866e-08, 1.8474e-05, 2.96457e-08, 1.50616e-06, 2.96451e-08, 2.96451e-08, 3.15962e-08
0.596643, 0, 3.3178e-05, 6.91618e-08, 1.41421, -3.3178e-05, 1.39132e-07, 6.91618e-08, 6.91702e-08, 1.27917e-07, 5.6849e-07, 9.18059e-08, 4.67054e-07, 1.61526e-07, 1.88225e-07, 7.82746e-08, 1.54495e-07, 1.00923e-07, 7.45561e-08, 6.93267e-08, 6.99684e-08, 2.97745e-05, 6.91632e-08, 2.07562e-06, 6.91618e-08, 6.91618e-08, 7.35923e-08
0.604512, 0, 5.32641e-05, 1.56404e-07, 1.41421, -5.32641e-05, 3.10489e-07, 1.56404e-07, 1.56422e-07, 2.85793e-07, 1.256e-06, 2.06269e-07, 1.03262e-06, 3.59803e-07, 4.18598e-07, 1.76472e-07, 3.44321e-07, 1.99884e-07, 1.68283e-07, 1.56767e-07, 1.58251e-07, 4.74953e-05, 1.56407e-07, 2.87515e-06, 1.56404e-07, 1.56404e-07, 1.66161e-07
0.61238, 0, 8.51636e-05, 3.43005e-07, 1.41421, -8.51636e-05, 6.72194e-07, 3.43005e-07, 3.43044e-07, 6.19433e-07, 2.6922e-06, 4.49538e-07, 2.21497e-06, 7.77551e-07, 9.03161e-07, 3.85878e-07, 7.44475e-07, 4.02146e-07, 3.68383e-07, 3.4378e-07, 3.47108e-07, 7.49982e-05, 3.43011e-07, 4.02571e-06, 3.43005e-07, 3.43005e-07, 3.63849e-07
0.620249, 0, 0.000135683, 7.29756e-07, 1.41421, -0.000135683, 1.41227e-06, 7.29756e-07, 7.29837e-07, 1.30288e-06, 5.60041e-06, 9.50635e-07, 4.61096e-06, 1.63071e-06, 1.89114e-06, 8.18646e-07, 1.56214e-06, 8.09703e-07, 7.82374e-07, 7.31364e-07, 7.38607e-07, 0.000117281, 7.29769e-07, 5.73308e-06, 7.29756e-07, 7.29756e-07, 7.72973e-07
0.628117, 0, 0.000215504, 1.50665e-06, 1.41421, -0.000215504, 2.88037e-06, 1.50665e-06, 1.50681e-06, 2.66019e-06, 1.13099e-05, 1.95122e-06, 9.31841e-06, 3.32002e-06, 3.84419e-06, 1.68556e-06, 3.18199e-06, 1.61408e-06, 1.61256e-06, 1.50989e-06, 1.5252e-06, 0.000181745, 1.50668e-06, 8.35127e-06, 1.50665e-06, 1.50665e-06, 1.59363e-06
0.635986, 0, 0.000341348, 3.01947e-06, 1.41421, -0.000341348, 5.70435e-06, 3.01947e-06, 3.01979e-06, 5.27402e-06, 2.21796e-05, 3.88836e-06, 1.82873e-05, 6.56364e-06, 7.58812e-06, 3.36914e-06, 6.29387e-06, 3.16303e-06, 3.22645e-06, 3.02579e-06, 3.05723e-06, 0.000279342, 3.01952e-06, 1.24874e-05, 3.01947e-06, 3.01947e-06, 3.18947e-06
