   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_152.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00317019, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00469438, 0, 1.2403e-20, 0, 1.41421, -1.2403e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.58605e-23, 0, 0, 2.6689e-25, 8.70661e-23, 0, 1.22498e-20, 0, 0, 0
0.012559, 0, 2.6823e-20, 0, 1.41421, -2.6823e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42411e-22, 0, 0, 5.83748e-25, 1.92077e-22, 0, 2.64879e-20, 0, 0, 0
0.0204235, 0, 5.72757e-20, 0, 1.41421, -5.72757e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.04051e-22, 0, 0, 1.26093e-24, 4.18245e-22, 0, 5.65522e-20, 0, 0, 0
0.0282881, 0, 1.20822e-19, 0, 1.41421, -1.20822e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.41298e-22, 0, 0, 2.69129e-24, 8.99463e-22, 0, 1.19279e-19, 0, 0, 0
0.0361527, 0, 2.51907e-19, 0, 1.41421, -2.51907e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.33687e-21, 0, 0, 5.67866e-24, 1.91147e-21, 0, 2.48653e-19, 0, 0, 0
0.0440173, 0, 5.19318e-19, 0, 1.41421, -5.19318e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.75562e-21, 0, 0, 1.18503e-23, 4.01603e-21, 0, 5.12534e-19, 0, 0, 0
0.0518818, 0, 1.05898e-18, 0, 1.41421, -1.05898e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.61837e-21, 0, 0, 2.4467e-23, 8.34565e-21, 0, 1.04499e-18, 0, 0, 0
0.0597464, 0, 2.13675e-18, 0, 1.41421, -2.13675e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13347e-20, 0, 0, 4.99974e-23, 1.71605e-20, 0, 2.10821e-18, 0, 0, 0
0.067611, 0, 4.26737e-18, 0, 1.41421, -4.26737e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.26333e-20, 0, 0, 1.0115e-22, 3.49272e-20, 0, 4.2097e-18, 0, 0, 0
0.0754756, 0, 8.43777e-18, 0, 1.41421, -8.43777e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.47452e-20, 0, 0, 2.02658e-22, 7.03889e-20, 0, 8.32243e-18, 0, 0, 0
0.0833401, 0, 1.6522e-17, 0, 1.41421, -1.6522e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.76013e-20, 0, 0, 4.02207e-22, 1.40501e-19, 0, 1.62935e-17, 0, 0, 0
0.0912047, 0, 3.20455e-17, 0, 1.41421, -3.20455e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6988e-19, 0, 0, 7.9091e-22, 2.77852e-19, 0, 3.1597e-17, 0, 0, 0
0.0990693, 0, 6.15785e-17, 0, 1.41421, -6.15785e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.26384e-19, 0, 0, 1.54131e-21, 5.44522e-19, 0, 6.07061e-17, 0, 0, 0
0.106934, 0, 1.17255e-16, 0, 1.41421, -1.17255e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.21373e-19, 0, 0, 2.97733e-21, 1.05776e-18, 0, 1.15573e-16, 0, 0, 0
0.114798, 0, 2.21284e-16, 0, 1.41421, -2.21284e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17244e-18, 0, 0, 5.70184e-21, 2.03717e-18, 0, 2.18068e-16, 0, 0, 0
0.122663, 0, 4.13955e-16, 0, 1.41421, -4.13955e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.19285e-18, 0, 0, 1.08276e-20, 3.89067e-18, 0, 4.07861e-16, 0, 0, 0
0.130528, 0, 7.67724e-16, 0, 1.41421, -7.67724e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.06604e-18, 0, 0, 2.03911e-20, 7.36988e-18, 0, 7.56268e-16, 0, 0, 0
0.138392, 0, 1.41177e-15, 0, 1.41421, -1.41177e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.47548e-18, 0, 0, 3.80896e-20, 1.38489e-17, 0, 1.39041e-15, 0, 0, 0
0.146257, 0, 2.57445e-15, 0, 1.41421, -2.57445e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36289e-17, 0, 0, 7.0581e-20, 2.58205e-17, 0, 2.53493e-15, 0, 0, 0
0.154121, 0, 4.65604e-15, 0, 1.41421, -4.65604e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4643e-17, 0, 0, 1.2976e-19, 4.77723e-17, 0, 4.5835e-15, 0, 0, 0
0.161986, 0, 8.35231e-15, 0, 1.41421, -8.35231e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.41952e-17, 0, 0, 2.36707e-19, 8.77237e-17, 0, 8.22015e-15, 0, 0, 0
0.16985, 0, 1.48627e-14, 0, 1.41421, -1.48627e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.86236e-17, 0, 0, 4.28503e-19, 1.59901e-16, 0, 1.46237e-14, 0, 0, 0
0.177715, 0, 2.62378e-14, 0, 1.41421, -2.62378e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3876e-16, 0, 0, 7.69874e-19, 2.89359e-16, 0, 2.58089e-14, 0, 0, 0
0.18558, 0, 4.60758e-14, 0, 1.41421, -4.60758e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.43599e-16, 0, 0, 1.37874e-18, 5.22585e-16, 0, 4.53083e-14, 0, 0, 0
0.193444, 0, 8.00466e-14, 0, 1.41421, -8.00466e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.23072e-16, 0, 0, 2.43987e-18, 9.32003e-16, 0, 7.86891e-14, 0, 0, 0
0.201309, 0, 1.37998e-13, 0, 1.41421, -1.37998e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.29135e-16, 0, 0, 4.28689e-18, 1.65088e-15, 0, 1.35614e-13, 0, 0, 0
0.209173, 0, 2.36098e-13, 0, 1.41421, -2.36098e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24704e-15, 0, 0, 7.47918e-18, 2.90471e-15, 0, 2.31939e-13, 0, 0, 0
0.217038, 0, 4.00891e-13, 0, 1.41421, -4.00891e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.11672e-15, 0, 0, 1.29584e-17, 5.0775e-15, 0, 3.93684e-13, 0, 0, 0
0.224902, 0, 6.75615e-13, 0, 1.41421, -6.75615e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.56595e-15, 0, 0, 2.2299e-17, 8.81853e-15, 0, 6.63208e-13, 0, 0, 0
0.232767, 0, 1.13015e-12, 0, 1.41421, -1.13015e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.96269e-15, 0, 0, 3.81164e-17, 1.52192e-14, 0, 1.10893e-12, 0, 0, 0
0.240632, 0, 1.87652e-12, 0, 1.41421, -1.87652e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.89656e-15, 0, 0, 6.47279e-17, 2.61033e-14, 0, 1.84046e-12, 0, 0, 0
0.248496, 0, 3.09299e-12, 0, 1.41421, -3.09299e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63051e-14, 0, 0, 1.09219e-16, 4.44999e-14, 0, 3.03208e-12, 0, 0, 0
0.256361, 0, 5.06094e-12, 0, 1.41421, -5.06094e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.66675e-14, 0, 0, 1.83149e-16, 7.54131e-14, 0, 4.95868e-12, 0, 0, 0
0.264225, 0, 8.22104e-12, 0, 1.41421, -8.22104e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.32988e-14, 0, 0, 3.05275e-16, 1.27062e-13, 0, 8.05038e-12, 0, 0, 0
0.27209, 0, 1.32583e-11, 0, 1.41421, -1.32583e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.97955e-14, 0, 0, 5.05892e-16, 2.12882e-13, 0, 1.29752e-11, 0, 0, 0
0.279954, 0, 2.12292e-11, 0, 1.41421, -2.12292e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.117e-13, 0, 0, 8.33694e-16, 3.54723e-13, 0, 2.0762e-11, 0, 0, 0
0.287819, 0, 3.37506e-11, 0, 1.41421, -3.37506e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7749e-13, 0, 0, 1.36665e-15, 5.87957e-13, 0, 3.29838e-11, 0, 0, 0
0.295684, 0, 5.32786e-11, 0, 1.41421, -5.32786e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.80034e-13, 0, 0, 2.22916e-15, 9.69608e-13, 0, 5.20268e-11, 0, 0, 0
0.303548, 0, 8.35151e-11, 1.06499e-43, 1.41421, -8.35151e-11, 1.06499e-43, 0, 1.06499e-43, 1.06499e-43, 1.06499e-43, 1.06499e-43, 1.06499e-43, 1.06499e-43, 1.06499e-43, 1.06499e-43, 1.06499e-43, 1.06499e-43, 4.38715e-13, 1.06499e-43, 1.06499e-43, 3.61916e-15, 1.59124e-12, 1.06499e-43, 8.14816e-11, 1.06499e-43, 1.06499e-43, 1.06499e-43
0.311413, 0, 1.29999e-10, 1.76984e-42, 1.41421, -1.29999e-10, 1.76984e-42, 0, 1.76984e-42, 1.76984e-42, 1.76984e-42, 1.76984e-42, 1.76984e-42, 1.76984e-42, 1.76984e-42, 1.76984e-42, 1.76984e-42, 1.76984e-42, 6.8251e-13, 1.76984e-42, 1.76984e-42, 5.85082e-15, 2.59937e-12, 1.76984e-42, 1.26711e-10, 1.76984e-42, 1.76984e-42, 1.76984e-42
0.319277, 0, 2.00955e-10, 2.46951e-41, 1.41421, -2.00955e-10, 2.46951e-41, 0, 2.46951e-41, 2.46951e-41, 2.46951e-41, 2.46951e-41, 2.46951e-41, 2.46951e-41, 2.46951e-41, 2.46951e-41, 2.46951e-41, 2.46951e-41, 1.05442e-12, 2.46951e-41, 2.46951e-41, 9.42205e-15, 4.22772e-12, 2.46951e-41, 1.95664e-10, 2.46951e-41, 2.46951e-41, 2.46951e-41
