   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_66.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00560975, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00226334, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0101364, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0180095, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0258826, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0337557, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0416288, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0495019, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.057375, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0652481, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0731212, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0809943, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0888674, 0, 6.5541e-30, 0, 1.41421, -6.5541e-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5279e-32, 0, 0, 8.28068e-35, 1.08877e-35, 0, 6.52873e-30, 0, 0
0.0967405, 0, 6.81138e-29, 0, 1.41421, -6.81138e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.62704e-31, 0, 0, 8.60544e-34, 2.4558e-33, 0, 6.78478e-29, 0, 0
0.104614, 0, 4.45547e-28, 0, 1.41421, -4.45547e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.71837e-30, 0, 0, 5.62889e-33, 2.45786e-32, 0, 4.43798e-28, 0, 0
0.112487, 0, 2.33539e-27, 0, 1.41421, -2.33539e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.00694e-30, 0, 0, 2.95524e-32, 1.58013e-31, 0, 2.3262e-27, 0, 0
0.12036, 0, 1.06868e-26, 0, 1.41421, -1.06868e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.12156e-29, 0, 0, 1.35742e-31, 8.19712e-31, 0, 1.06446e-26, 0, 0
0.128233, 0, 4.44833e-26, 0, 1.41421, -4.44833e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.71557e-28, 0, 0, 5.67991e-31, 3.72444e-30, 0, 4.43074e-26, 0, 0
0.136106, 0, 1.72349e-25, 0, 1.41421, -1.72349e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.64685e-28, 0, 0, 2.21421e-30, 1.542e-29, 0, 1.71666e-25, 0, 0
0.143979, 0, 6.30505e-25, 0, 1.41421, -6.30505e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.43162e-27, 0, 0, 8.15454e-30, 5.94976e-29, 0, 6.28006e-25, 0, 0
0.151852, 0, 2.19881e-24, 0, 1.41421, -2.19881e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.47991e-27, 0, 0, 2.86385e-29, 2.16944e-28, 0, 2.19008e-24, 0, 0
0.159725, 0, 7.35924e-24, 0, 1.41421, -7.35924e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.83815e-26, 0, 0, 9.65529e-29, 7.54528e-28, 0, 7.33e-24, 0, 0
0.167598, 0, 2.37571e-23, 0, 1.41421, -2.37571e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.16207e-26, 0, 0, 3.14048e-28, 2.5197e-27, 0, 2.36626e-23, 0, 0
0.175471, 0, 7.42542e-23, 0, 1.41421, -7.42542e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.86365e-25, 0, 0, 9.89219e-28, 8.11876e-27, 0, 7.39587e-23, 0, 0
0.183344, 0, 2.25386e-22, 0, 1.41421, -2.25386e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.6921e-25, 0, 0, 3.02666e-27, 2.53357e-26, 0, 2.24488e-22, 0, 0
0.191218, 0, 6.65982e-22, 0, 1.41421, -6.65982e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.56838e-24, 0, 0, 9.01709e-27, 7.68005e-26, 0, 6.63328e-22, 0, 0
0.199091, 0, 1.91953e-21, 0, 1.41421, -1.91953e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.4027e-24, 0, 0, 2.62101e-26, 2.26687e-25, 0, 1.91187e-21, 0, 0
0.206964, 0, 5.40561e-21, 0, 1.41421, -5.40561e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.08468e-23, 0, 0, 7.44557e-26, 6.52797e-25, 0, 5.38403e-21, 0, 0
0.214837, 0, 1.48943e-20, 0, 1.41421, -1.48943e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.74398e-23, 0, 0, 2.06998e-25, 1.8371e-24, 0, 1.48348e-20, 0, 0
0.22271, 0, 4.02014e-20, 0, 1.41421, -4.02014e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55036e-22, 0, 0, 5.63896e-25, 5.0594e-24, 0, 4.00407e-20, 0, 0
