   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_750.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.00386672, 0, 1.4174e-14, 0, 1.41421, -1.4174e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07614e-16, 0, 0, 6.18397e-17, 0, 3.53586e-16, 0, 1.3651e-14, 0, 0, 0
0.0117159, 0, 2.21815e-14, 0, 1.41421, -2.21815e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6827e-16, 0, 0, 9.85224e-17, 0, 5.69383e-16, 0, 2.13453e-14, 0, 0, 0
0.019565, 0, 3.45543e-14, 0, 1.41421, -3.45543e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.61905e-16, 0, 0, 1.56265e-16, 0, 9.13057e-16, 0, 3.3223e-14, 0, 0, 0
0.0274141, 0, 5.35846e-14, 0, 1.41421, -5.35846e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.05782e-16, 0, 0, 2.46758e-16, 0, 1.45812e-15, 0, 5.14739e-14, 0, 0, 0
0.0352632, 0, 8.27221e-14, 0, 1.41421, -8.27221e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.25847e-16, 0, 0, 3.87957e-16, 0, 2.31901e-15, 0, 7.93893e-14, 0, 0, 0
0.0431124, 0, 1.27134e-13, 0, 1.41421, -1.27134e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.60915e-16, 0, 0, 6.07327e-16, 0, 3.67322e-15, 0, 1.21892e-13, 0, 0, 0
0.0509615, 0, 1.94524e-13, 0, 1.41421, -1.94524e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46877e-15, 0, 0, 9.46693e-16, 0, 5.79482e-15, 0, 1.86314e-13, 0, 0, 0
0.0588106, 0, 2.96326e-13, 0, 1.41421, -2.96326e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23507e-15, 0, 0, 1.46949e-15, 0, 9.10585e-15, 0, 2.83515e-13, 0, 0, 0
0.0666597, 0, 4.49432e-13, 0, 1.41421, -4.49432e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.38613e-15, 0, 0, 2.27154e-15, 0, 1.42526e-14, 0, 4.29522e-13, 0, 0, 0
0.0745089, 0, 6.78686e-13, 0, 1.41421, -6.78686e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.10746e-15, 0, 0, 3.49699e-15, 0, 2.22213e-14, 0, 6.4786e-13, 0, 0, 0
0.082358, 0, 1.02045e-12, 0, 1.41421, -1.02045e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.67013e-15, 0, 0, 5.36182e-15, 0, 3.45114e-14, 0, 9.72907e-13, 0, 0, 0
