   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_836.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.0109265, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00305681, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00481291, 0, 1.34824e-27, 0, 1.41421, -1.34824e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.87679e-28, 0, 1.16056e-27, 0, 0
0.0126826, 0, 5.76574e-27, 0, 1.41421, -5.76574e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.16518e-28, 0, 4.84923e-27, 0, 0
0.0205524, 0, 2.23289e-26, 0, 1.41421, -2.23289e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.88783e-27, 0, 1.8441e-26, 0, 0
0.0284221, 0, 8.02999e-26, 0, 1.41421, -8.02999e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49604e-26, 0, 6.53395e-26, 0, 0
0.0362918, 0, 2.72392e-25, 0, 1.41421, -2.72392e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.35337e-26, 0, 2.18858e-25, 0, 0
0.0441615, 0, 8.80586e-25, 0, 1.41421, -8.80586e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80843e-25, 0, 6.99744e-25, 0, 0
0.0520313, 0, 2.73264e-24, 0, 1.41421, -2.73264e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.82541e-25, 0, 2.1501e-24, 0, 0
0.059901, 0, 8.18322e-24, 0, 1.41421, -8.18322e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80209e-24, 0, 6.38112e-24, 0, 0
0.0677707, 0, 2.37429e-23, 0, 1.41421, -2.37429e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.3815e-24, 0, 1.83614e-23, 0, 0
0.0756404, 0, 6.6953e-23, 0, 1.41421, -6.6953e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55747e-23, 0, 5.13783e-23, 0, 0
0.0835102, 0, 1.84552e-22, 0, 1.41421, -1.84552e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.40164e-23, 0, 1.40535e-22, 0, 0
0.0913799, 0, 4.96274e-22, 0, 1.41421, -4.96274e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21087e-22, 0, 3.75187e-22, 0, 0
0.0992496, 0, 1.30444e-21, 0, 1.41421, -1.30444e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25019e-22, 0, 9.7942e-22, 0, 0
0.107119, 0, 3.35671e-21, 0, 1.41421, -3.35671e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.52871e-22, 0, 2.50383e-21, 0, 0
0.114989, 0, 8.46765e-21, 0, 1.41421, -8.46765e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1913e-21, 0, 6.27634e-21, 0, 0
0.122859, 0, 2.09633e-20, 0, 1.41421, -2.09633e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.52002e-21, 0, 1.54433e-20, 0, 0
0.130729, 0, 5.09821e-20, 0, 1.41421, -5.09821e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36484e-20, 0, 3.73337e-20, 0, 0
0.138598, 0, 1.26284e-19, 0, 1.41421, -1.26284e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.45265e-20, 0, 9.17579e-20, 0, 0
