   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_534.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.118385, 0, 3.41309e-14, 0, 1.41421, -3.41309e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.00354e-17, 5.45708e-15, 0, 2.86438e-14, 0, 0, 0
0.12625, 0, 5.69576e-14, 0, 1.41421, -5.69576e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.08969e-17, 9.31752e-15, 0, 4.75892e-14, 0, 0, 0
0.134114, 0, 9.44808e-14, 0, 1.41421, -9.44808e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.57394e-17, 1.58215e-14, 0, 7.85736e-14, 0, 0, 0
0.141979, 0, 1.55795e-13, 0, 1.41421, -1.55795e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43594e-16, 2.67199e-14, 0, 1.28931e-13, 0, 0, 0
0.149844, 0, 2.55391e-13, 0, 1.41421, -2.55391e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.39105e-16, 4.48844e-14, 0, 2.10268e-13, 0, 0, 0
0.157708, 0, 4.16226e-13, 0, 1.41421, -4.16226e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.9589e-16, 7.50015e-14, 0, 3.40829e-13, 0, 0, 0
0.165573, 0, 6.74451e-13, 0, 1.41421, -6.74451e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.51822e-16, 1.2468e-13, 0, 5.4912e-13, 0, 0, 0
0.173438, 0, 1.08666e-12, 0, 1.41421, -1.08666e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06731e-15, 2.06204e-13, 0, 8.79386e-13, 0, 0, 0
0.181303, 0, 1.74093e-12, 0, 1.41421, -1.74093e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73821e-15, 3.39317e-13, 0, 1.39988e-12, 0, 0, 0
0.189167, 0, 2.77359e-12, 0, 1.41421, -2.77359e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.81583e-15, 5.55592e-13, 0, 2.21518e-12, 0, 0, 0
0.197032, 0, 4.39442e-12, 0, 1.41421, -4.39442e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.53807e-15, 9.0528e-13, 0, 3.4846e-12, 0, 0, 0
0.204897, 0, 6.92448e-12, 0, 1.41421, -6.92448e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.27681e-15, 1.468e-12, 0, 5.4492e-12, 0, 0, 0
0.212761, 0, 1.08524e-11, 0, 1.41421, -1.08524e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16112e-14, 2.36933e-12, 0, 8.47148e-12, 0, 0, 0
0.220626, 0, 1.69181e-11, 0, 1.41421, -1.69181e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.84396e-14, 3.8065e-12, 0, 1.30932e-11, 0, 0, 0
0.228491, 0, 2.62358e-11, 0, 1.41421, -2.62358e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.91502e-14, 6.08797e-12, 0, 2.01186e-11, 0, 0, 0
0.236356, 0, 4.04751e-11, 0, 1.41421, -4.04751e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.58807e-14, 9.69434e-12, 0, 3.07349e-11, 0, 0, 0
0.24422, 0, 6.21259e-11, 0, 1.41421, -6.21259e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.19143e-14, 1.53715e-11, 0, 4.66825e-11, 0, 0, 0
0.252085, 0, 9.48835e-11, 0, 1.41421, -9.48835e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1228e-13, 2.42734e-11, 0, 7.04978e-11, 0, 0, 0
0.25995, 0, 1.44207e-10, 0, 1.41421, -1.44207e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74667e-13, 3.81787e-11, 0, 1.05854e-10, 0, 0, 0
0.267815, 0, 2.18127e-10, 1.00893e-43, 1.41421, -2.18127e-10, 1.00893e-43, 0, 1.00893e-43, 1.00893e-43, 1.00893e-43, 1.00893e-43, 1.00893e-43, 1.00893e-43, 1.00893e-43, 1.00893e-43, 1.00893e-43, 1.00893e-43, 1.00893e-43, 2.70809e-13, 5.98217e-11, 1.00893e-43, 1.58035e-10, 1.00893e-43, 1.00893e-43, 1.00893e-43
0.275679, 0, 3.28412e-10, 1.76003e-42, 1.41421, -3.28412e-10, 1.76003e-42, 0, 1.76003e-42, 1.76003e-42, 1.76003e-42, 1.76003e-42, 1.76003e-42, 1.76003e-42, 1.76003e-42, 1.76003e-42, 1.76003e-42, 1.76003e-42, 1.76003e-42, 4.18598e-13, 9.33932e-11, 1.76003e-42, 2.346e-10, 1.76003e-42, 1.76003e-42, 1.76003e-42
0.283544, 0, 4.92238e-10, 2.58638e-41, 1.41421, -4.92238e-10, 2.58638e-41, 0, 2.58638e-41, 2.58638e-41, 2.58638e-41, 2.58638e-41, 2.58638e-41, 2.58638e-41, 2.58638e-41, 2.58638e-41, 2.58638e-41, 2.58638e-41, 2.58638e-41, 6.45301e-13, 1.45302e-10, 2.58638e-41, 3.46291e-10, 2.58638e-41, 2.58638e-41, 2.58638e-41
0.291409, 0, 7.34591e-10, 3.34322e-40, 1.41421, -7.34591e-10, 3.34322e-40, 0, 3.34322e-40, 3.34322e-40, 3.34322e-40, 3.34322e-40, 3.34322e-40, 3.34322e-40, 3.34322e-40, 3.34322e-40, 3.34322e-40, 3.34322e-40, 3.34322e-40, 9.92449e-13, 2.25322e-10, 3.34322e-40, 5.08276e-10, 3.34322e-40, 3.34322e-40, 3.34322e-40
0.299273, 0, 1.09171e-09, 3.87101e-39, 1.41421, -1.09171e-09, 3.87101e-39, 0, 3.87101e-39, 3.87101e-39, 3.87101e-39, 3.87101e-39, 3.87101e-39, 3.87101e-39, 3.87101e-39, 3.87101e-39, 3.87101e-39, 3.87101e-39, 3.87101e-39, 1.52333e-12, 3.48336e-10, 3.87101e-39, 7.41849e-10, 3.87101e-39, 3.87101e-39, 3.87101e-39
0.307138, 0, 1.616e-09, 4.04783e-38, 1.41421, -1.616e-09, 4.04783e-38, 0, 4.04783e-38, 4.04783e-38, 4.04783e-38, 4.04783e-38, 4.04783e-38, 4.04783e-38, 4.04783e-38, 4.04783e-38, 4.04783e-38, 4.04783e-38, 4.04783e-38, 2.33444e-12, 5.36957e-10, 4.04783e-38, 1.07671e-09, 4.04783e-38, 4.04783e-38, 4.04783e-38
0.315003, 0, 2.38309e-09, 3.8363e-37, 1.41421, -2.38309e-09, 3.8363e-37, 0, 3.8363e-37, 3.8363e-37, 3.8363e-37, 3.8363e-37, 3.8363e-37, 3.8363e-37, 3.8363e-37, 3.8363e-37, 3.8363e-37, 3.8363e-37, 3.8363e-37, 3.57296e-12, 8.25488e-10, 3.8363e-37, 1.55403e-09, 3.8363e-37, 3.8363e-37, 3.8363e-37
0.322868, 0, 3.50189e-09, 3.31716e-36, 1.41421, -3.50189e-09, 3.31716e-36, 0, 3.31716e-36, 3.31716e-36, 3.31716e-36, 3.31716e-36, 3.31716e-36, 3.31716e-36, 3.31716e-36, 3.31716e-36, 3.31716e-36, 3.31716e-36, 3.31716e-36, 5.46363e-12, 1.26589e-09, 3.31716e-36, 2.23054e-09, 3.31716e-36, 3.31716e-36, 3.31716e-36
0.330732, 0, 5.12899e-09, 2.62841e-35, 1.41421, -5.12899e-09, 2.62841e-35, 0, 2.62841e-35, 2.62841e-35, 2.62841e-35, 2.62841e-35, 2.62841e-35, 2.62841e-35, 2.62841e-35, 2.62841e-35, 2.62841e-35, 2.62841e-35, 2.62841e-35, 8.34983e-12, 1.93674e-09, 2.62841e-35, 3.18391e-09, 2.62841e-35, 2.62841e-35, 2.62841e-35
0.338597, 0, 7.4893e-09, 1.91717e-34, 1.41421, -7.4893e-09, 1.91717e-34, 0, 1.91717e-34, 1.91717e-34, 1.91717e-34, 1.91717e-34, 1.91717e-34, 1.91717e-34, 1.91717e-34, 1.91717e-34, 1.91717e-34, 1.91717e-34, 1.91717e-34, 1.27566e-11, 2.9567e-09, 1.91717e-34, 4.51984e-09, 1.91717e-34, 1.91717e-34, 1.91717e-34
0.346462, 0, 1.09055e-08, 1.27681e-33, 1.41421, -1.09055e-08, 1.27681e-33, 0, 1.27681e-33, 1.27681e-33, 1.27681e-33, 1.27681e-33, 1.27681e-33, 1.27681e-33, 1.27681e-33, 1.27681e-33, 1.27681e-33, 1.27681e-33, 1.27681e-33, 1.94873e-11, 4.50473e-09, 1.27681e-33, 6.38131e-09, 1.27681e-33, 1.27681e-33, 1.27681e-33
0.354326, 0, 1.58406e-08, 7.5322e-33, 1.41421, -1.58406e-08, 7.5322e-33, 0, 7.5322e-33, 7.5322e-33, 7.5322e-33, 7.5322e-33, 7.5322e-33, 7.5322e-33, 7.5322e-33, 7.5322e-33, 7.5322e-33, 7.5322e-33, 7.5322e-33, 2.97708e-11, 6.85024e-09, 7.5322e-33, 8.96058e-09, 7.5322e-33, 7.5322e-33, 7.5322e-33
0.362191, 0, 2.29581e-08, 4.52998e-32, 1.41421, -2.29581e-08, 4.52998e-32, 0, 4.52998e-32, 4.52998e-32, 4.52998e-32, 4.52998e-32, 4.52998e-32, 4.52998e-32, 4.52998e-32, 4.52998e-32, 4.52998e-32, 4.52998e-32, 4.52998e-32, 4.54869e-11, 1.03981e-08, 4.52998e-32, 1.25145e-08, 4.52998e-32, 4.52998e-32, 4.52998e-32
0.370056, 0, 3.32094e-08, 2.43168e-31, 1.41421, -3.32094e-08, 2.43168e-31, 0, 2.43168e-31, 2.43168e-31, 2.43168e-31, 2.43168e-31, 2.43168e-31, 2.43168e-31, 2.43168e-31, 2.43168e-31, 2.43168e-31, 2.43168e-31, 2.43168e-31, 6.9509e-11, 1.57556e-08, 2.43168e-31, 1.73843e-08, 2.43168e-31, 2.43168e-31, 2.43168e-31
0.377921, 0, 4.79583e-08, 1.27719e-30, 1.41421, -4.79583e-08, 1.27719e-30, 0, 1.27719e-30, 1.27719e-30, 1.27719e-30, 1.27719e-30, 1.27719e-30, 1.27719e-30, 1.27719e-30, 1.27719e-30, 1.27719e-30, 1.27719e-30, 1.27719e-30, 1.06223e-10, 2.38315e-08, 1.27719e-30, 2.40206e-08, 1.27719e-30, 1.27719e-30, 1.27719e-30
0.385785, 0, 6.9159e-08, 6.38145e-30, 1.41421, -6.9159e-08, 6.38145e-30, 0, 6.38145e-30, 6.38145e-30, 6.38145e-30, 6.38145e-30, 6.38145e-30, 6.38145e-30, 6.38145e-30, 6.38145e-30, 6.38145e-30, 6.38145e-30, 6.38145e-30, 1.62314e-10, 3.59819e-08, 6.38145e-30, 3.30148e-08, 6.38145e-30, 6.38145e-30, 6.38145e-30
0.39365, 0, 9.96113e-08, 3.00912e-29, 1.41421, -9.96113e-08, 3.00912e-29, 0, 3.00912e-29, 3.00912e-29, 3.00912e-29, 3.00912e-29, 3.00912e-29, 3.00912e-29, 3.00912e-29, 3.00912e-29, 3.00912e-29, 3.00912e-29, 3.00912e-29, 2.47944e-10, 5.42249e-08, 3.00912e-29, 4.51385e-08, 3.00912e-29, 3.00912e-29, 3.00912e-29
0.401515, 0, 1.43324e-07, 1.36165e-28, 1.41421, -1.43324e-07, 1.36165e-28, 0, 1.36165e-28, 1.36165e-28, 1.36165e-28, 1.36165e-28, 1.36165e-28, 1.36165e-28, 1.36165e-28, 1.36165e-28, 1.36165e-28, 1.36165e-28, 1.36165e-28, 3.78518e-10, 8.15524e-08, 1.36165e-28, 6.13927e-08, 1.36165e-28, 1.36165e-28, 1.36165e-28
0.409379, 0, 2.0603e-07, 5.90982e-28, 1.41421, -2.0603e-07, 5.90982e-28, 0, 5.90982e-28, 5.90982e-28, 5.90982e-28, 5.90982e-28, 5.90982e-28, 5.90982e-28, 5.90982e-28, 5.90982e-28, 5.90982e-28, 5.90982e-28, 5.90982e-28, 5.77313e-10, 1.22384e-07, 5.90982e-28, 8.30687e-08, 5.90982e-28, 5.90982e-28, 5.90982e-28
0.417244, 0, 2.95921e-07, 2.44486e-27, 1.41421, -2.95921e-07, 2.44486e-27, 0, 2.44486e-27, 2.44486e-27, 2.44486e-27, 2.44486e-27, 2.44486e-27, 2.44486e-27, 2.44486e-27, 2.44486e-27, 2.44486e-27, 2.44486e-27, 2.44486e-27, 8.79363e-10, 1.8322e-07, 2.44486e-27, 1.11822e-07, 2.44486e-27, 2.44486e-27, 2.44486e-27
0.425109, 0, 4.24672e-07, 9.64375e-27, 1.41421, -4.24672e-07, 9.64375e-27, 0, 9.64375e-27, 9.64375e-27, 9.64375e-27, 9.64375e-27, 9.64375e-27, 9.64375e-27, 9.64375e-27, 9.64375e-27, 9.64375e-27, 9.64375e-27, 9.64375e-27, 1.33717e-09, 2.73572e-07, 9.64375e-27, 1.49763e-07, 9.64375e-27, 9.64375e-27, 9.64375e-27
0.432974, 0, 6.08887e-07, 3.63057e-26, 1.41421, -6.08887e-07, 3.63057e-26, 0, 3.63057e-26, 3.63057e-26, 3.63057e-26, 3.63057e-26, 3.63057e-26, 3.63057e-26, 3.63057e-26, 3.63057e-26, 3.63057e-26, 3.63057e-26, 3.63057e-26, 2.02903e-09, 4.07291e-07, 3.63057e-26, 1.99567e-07, 3.63057e-26, 3.63057e-26, 3.63057e-26
0.440838, 0, 8.72105e-07, 1.30676e-25, 1.41421, -8.72105e-07, 1.30676e-25, 0, 1.30676e-25, 1.30676e-25, 1.30676e-25, 1.30676e-25, 1.30676e-25, 1.30676e-25, 1.30676e-25, 1.30676e-25, 1.30676e-25, 1.30676e-25, 1.30676e-25, 3.07114e-09, 6.04428e-07, 1.30676e-25, 2.64606e-07, 1.30676e-25, 1.30676e-25, 1.30676e-25
0.448703, 0, 1.24758e-06, 4.52514e-25, 1.41421, -1.24758e-06, 4.52514e-25, 0, 4.52514e-25, 4.52514e-25, 4.52514e-25, 4.52514e-25, 4.52514e-25, 4.52514e-25, 4.52514e-25, 4.52514e-25, 4.52514e-25, 4.52514e-25, 4.52514e-25, 4.63497e-09, 8.93834e-07, 4.52514e-25, 3.49108e-07, 4.52514e-25, 4.52514e-25, 4.52514e-25
0.456568, 0, 1.78324e-06, 1.0801e-10, 1.41421, -1.78324e-06, 1.32708e-10, 1.0801e-10, 1.09287e-10, 1.37437e-10, 3.555e-10, 1.18201e-10, 3.19365e-10, 2.82505e-10, 1.79817e-10, 1.21121e-10, 3.09999e-10, 1.11936e-10, 1.08174e-10, 7.08011e-09, 1.31686e-06, 1.0801e-10, 4.58508e-07, 1.0801e-10, 1.0801e-10, 1.19387e-10
0.464432, 0, 2.5447e-06, 3.35832e-10, 1.41421, -2.5447e-06, 4.12863e-10, 3.35832e-10, 3.39816e-10, 4.27614e-10, 1.10773e-09, 3.67618e-10, 9.95032e-10, 8.80068e-10, 5.59795e-10, 3.76724e-10, 9.65821e-10, 3.48079e-10, 3.36343e-10, 1.07863e-08, 1.9321e-06, 3.35833e-10, 5.99355e-07, 3.35832e-10, 3.35832e-10, 3.71317e-10
0.472297, 0, 3.62444e-06, 8.06635e-10, 1.41421, -3.62444e-06, 9.92307e-10, 8.06635e-10, 8.1624e-10, 1.02786e-09, 2.66719e-09, 8.83251e-10, 2.39554e-09, 2.11844e-09, 1.34647e-09, 9.052e-10, 2.32513e-09, 8.36156e-10, 8.07867e-10, 1.64085e-08, 2.82222e-06, 8.06638e-10, 7.799e-07, 8.06635e-10, 8.06635e-10, 8.92167e-10
0.480162, 0, 5.15138e-06, 1.76326e-09, 1.41421, -5.15138e-06, 2.17025e-09, 1.76326e-09, 1.78431e-09, 2.24819e-09, 5.84163e-09, 1.9312e-09, 5.24617e-09, 4.63875e-09, 2.94657e-09, 1.97931e-09, 5.09183e-09, 1.82797e-09, 1.76596e-09, 2.49565e-08, 4.10294e-06, 1.76326e-09, 1.01052e-06, 1.76326e-09, 1.76326e-09, 1.95074e-09
0.488027, 0, 7.30482e-06, 3.67487e-09, 1.41421, -7.30482e-06, 4.52466e-09, 3.67487e-09, 3.71883e-09, 4.68739e-09, 1.21903e-08, 4.02553e-09, 1.0947e-08, 9.67877e-09, 6.14558e-09, 4.12599e-09, 1.06248e-08, 3.80998e-09, 3.68051e-09, 3.79967e-08, 5.93574e-06, 3.67489e-09, 1.30399e-06, 3.67487e-09, 3.67487e-09, 4.06634e-09
0.495891, 0, 1.0341e-05, 7.43055e-09, 1.41421, -1.0341e-05, 9.15063e-09, 7.43055e-09, 7.51953e-09, 9.48002e-09, 2.46669e-08, 8.14032e-09, 2.21503e-08, 1.95832e-08, 1.24316e-08, 8.34366e-09, 2.1498e-08, 7.70403e-09, 7.44196e-09, 5.79781e-08, 8.55169e-06, 7.43058e-09, 1.67643e-06, 7.43055e-09, 7.43055e-09, 8.22293e-09
0.503756, 0, 1.45942e-05, 1.46814e-08, 1.41421, -1.45942e-05, 1.80823e-08, 1.46814e-08, 1.48573e-08, 1.87335e-08, 4.87608e-08, 1.60847e-08, 4.37851e-08, 3.87094e-08, 2.45693e-08, 1.64867e-08, 4.24954e-08, 1.52221e-08, 1.47039e-08, 8.87548e-08, 1.22486e-05, 1.46814e-08, 2.14834e-06, 1.46814e-08, 1.46814e-08, 1.6248e-08
0.511621, 0, 2.05387e-05, 2.84373e-08, 1.41421, -2.05387e-05, 3.50283e-08, 2.84373e-08, 2.87782e-08, 3.62905e-08, 9.4484e-08, 3.1157e-08, 8.48409e-08, 7.50042e-08, 4.76004e-08, 3.19362e-08, 8.23414e-08, 2.94852e-08, 2.8481e-08, 1.36426e-07, 1.74459e-05, 2.84374e-08, 2.74609e-06, 2.84373e-08, 2.84373e-08, 3.14735e-08
0.519485, 0, 2.88265e-05, 5.40848e-08, 1.41421, -2.88265e-05, 6.66264e-08, 5.40848e-08, 5.47335e-08, 6.9028e-08, 1.7976e-07, 5.92599e-08, 1.61411e-07, 1.42693e-07, 9.05487e-08, 6.07425e-08, 1.56655e-07, 5.60788e-08, 5.4168e-08, 2.10683e-07, 2.47111e-05, 5.4085e-08, 3.50442e-06, 5.40848e-08, 5.40848e-08, 5.98622e-08
0.52735, 0, 4.03539e-05, 1.01083e-07, 1.41421, -4.03539e-05, 1.24534e-07, 1.01083e-07, 1.02296e-07, 1.29025e-07, 3.36077e-07, 1.1076e-07, 3.01767e-07, 2.66768e-07, 1.69265e-07, 1.13532e-07, 2.92874e-07, 1.04811e-07, 1.01238e-07, 3.27108e-07, 3.48081e-05, 1.01083e-07, 4.4701e-06, 1.01083e-07, 1.01083e-07, 1.11886e-07
0.535215, 0, 5.63545e-05, 1.85729e-07, 1.41421, -5.63545e-05, 2.28838e-07, 1.85729e-07, 1.87959e-07, 2.37093e-07, 6.1771e-07, 2.03517e-07, 5.54638e-07, 4.90301e-07, 3.11065e-07, 2.08613e-07, 5.38291e-07, 1.92583e-07, 1.86015e-07, 5.10037e-07, 4.87604e-05, 1.85729e-07, 5.70777e-06, 1.85729e-07, 1.85729e-07, 2.05587e-07
0.54308, 0, 7.85305e-05, 3.35576e-07, 1.41421, -7.85305e-05, 4.13503e-07, 3.35576e-07, 3.39607e-07, 4.28426e-07, 1.11646e-06, 3.67732e-07, 1.00245e-06, 8.86145e-07, 5.62145e-07, 3.76944e-07, 9.72896e-07, 3.47966e-07, 3.36093e-07, 7.98374e-07, 6.79351e-05, 3.35577e-07, 7.30883e-06, 3.35576e-07, 3.35576e-07, 3.71474e-07
0.550944, 0, 0.000109236, 5.96331e-07, 1.41421, -0.000109236, 7.3488e-07, 5.96331e-07, 6.03498e-07, 7.61411e-07, 1.98468e-06, 6.53501e-07, 1.78197e-06, 1.5752e-06, 9.99152e-07, 6.6988e-07, 1.72943e-06, 6.1836e-07, 5.9725e-07, 1.25319e-06, 9.41532e-05, 5.96333e-07, 9.40561e-06, 5.96331e-07, 5.96331e-07, 6.60155e-07
0.558809, 0, 0.000151735, 1.04235e-06, 1.41421, -0.000151735, 1.28465e-06, 1.04235e-06, 1.05489e-06, 1.33105e-06, 3.47035e-06, 1.14233e-06, 3.11585e-06, 2.75423e-06, 1.74682e-06, 1.17098e-06, 3.02396e-06, 1.08088e-06, 1.04396e-06, 1.96964e-06, 0.000129834, 1.04236e-06, 1.21923e-05, 1.04235e-06, 1.04235e-06, 1.15397e-06
0.566674, 0, 0.000210562, 1.79233e-06, 1.41421, -0.000210562, 2.20918e-06, 1.79233e-06, 1.81389e-06, 2.28901e-06, 5.96947e-06, 1.96434e-06, 5.35959e-06, 4.73746e-06, 3.0043e-06, 2.01362e-06, 5.20151e-06, 1.85861e-06, 1.79509e-06, 3.0945e-06, 0.000178195, 1.79233e-06, 1.59569e-05, 1.79233e-06, 1.79233e-06, 1.98436e-06
0.574538, 0, 0.000292032, 3.03203e-06, 1.41421, -0.000292032, 3.73759e-06, 3.03203e-06, 3.06853e-06, 3.87271e-06, 1.01022e-05, 3.32317e-06, 9.06994e-06, 8.01694e-06, 5.08341e-06, 3.40658e-06, 8.80238e-06, 3.14421e-06, 3.03671e-06, 4.85126e-06, 0.000243508, 3.03204e-06, 2.11308e-05, 3.03203e-06, 3.03203e-06, 3.35706e-06
0.582403, 0, 0.00040493, 5.04664e-06, 1.41421, -0.00040493, 6.22166e-06, 5.04664e-06, 5.10743e-06, 6.44668e-06, 1.68211e-05, 5.5315e-06, 1.5102e-05, 1.33484e-05, 8.46294e-06, 5.67041e-06, 1.46564e-05, 5.23346e-06, 5.05444e-06, 7.57565e-06, 0.000331463, 5.04666e-06, 2.8347e-05, 5.04664e-06, 5.04664e-06, 5.58793e-06
0.590268, 0, 0.000561471, 8.26523e-06, 1.41421, -0.000561471, 1.01908e-05, 8.26523e-06, 8.36484e-06, 1.05595e-05, 2.75603e-05, 9.05978e-06, 2.47431e-05, 2.18694e-05, 1.38636e-05, 9.28741e-06, 2.40129e-05, 8.57138e-06, 8.27801e-06, 1.17642e-05, 0.000449631, 8.26527e-06, 3.85408e-05, 8.26523e-06, 8.26523e-06, 9.15225e-06
0.598133, 0, 0.000778582, 1.33208e-05, 1.41421, -0.000778582, 1.64259e-05, 1.33208e-05, 1.34814e-05, 1.70205e-05, 4.44363e-05, 1.46021e-05, 3.98933e-05, 3.52591e-05, 2.23488e-05, 1.49692e-05, 3.87158e-05, 1.38145e-05, 1.33414e-05, 1.81399e-05, 0.000608117, 1.33208e-05, 5.30775e-05, 1.33208e-05, 1.33208e-05, 1.47512e-05
0.605997, 0, 0.0010796, 2.11284e-05, 1.41421, -0.0010796, 2.60565e-05, 2.11284e-05, 2.13833e-05, 2.70003e-05, 7.05116e-05, 2.31619e-05, 6.33014e-05, 5.59465e-05, 3.54566e-05, 2.37445e-05, 6.14326e-05, 2.19119e-05, 2.11611e-05, 2.77375e-05, 0.000820395, 2.11285e-05, 7.39247e-05, 2.11284e-05, 2.11284e-05, 2.33986e-05
