   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_498.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.00506282, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00280033, 0, 4.84648e-21, 0, 1.41421, -4.84648e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.01906e-23, 0, 0, 2.68572e-25, 0, 1.11952e-21, 0, 3.6965e-21, 0, 0
0.0106635, 0, 1.06436e-20, 0, 1.41421, -1.06436e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.60359e-23, 0, 0, 5.9679e-25, 0, 2.49159e-21, 0, 8.08536e-21, 0, 0
0.0185266, 0, 2.30685e-20, 0, 1.41421, -2.30685e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42549e-22, 0, 0, 1.30881e-24, 0, 5.47112e-21, 0, 1.74535e-20, 0, 0
0.0263898, 0, 4.93717e-20, 0, 1.41421, -4.93717e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.03859e-22, 0, 0, 2.83455e-24, 0, 1.18609e-20, 0, 3.72041e-20, 0, 0
0.034253, 0, 1.04399e-19, 0, 1.41421, -1.04399e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.39928e-22, 0, 0, 6.06564e-24, 0, 2.5401e-20, 0, 7.8352e-20, 0, 0
0.0421161, 0, 2.18213e-19, 0, 1.41421, -2.18213e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.33211e-21, 0, 0, 1.2831e-23, 0, 5.3766e-20, 0, 1.63102e-19, 0, 0
0.0499793, 0, 4.51038e-19, 0, 1.41421, -4.51038e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.74205e-21, 0, 0, 2.68424e-23, 0, 1.12535e-19, 0, 3.35734e-19, 0, 0
0.0578424, 0, 9.22278e-19, 0, 1.41421, -9.22278e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.58342e-21, 0, 0, 5.55553e-23, 0, 2.33012e-19, 0, 6.83627e-19, 0, 0
0.0657056, 0, 1.86628e-18, 0, 1.41421, -1.86628e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12501e-20, 0, 0, 1.13795e-22, 0, 4.77467e-19, 0, 1.37745e-18, 0, 0
0.0735687, 0, 3.73846e-18, 0, 1.41421, -3.73846e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24374e-20, 0, 0, 2.30753e-22, 0, 9.68575e-19, 0, 2.74721e-18, 0, 0
