   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_853.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0118606, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00401072, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00383918, 0, 7.12634e-20, 0, 1.41421, -7.12634e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.94871e-22, 0, 0, 1.24907e-22, 0, 0, 7.08436e-20, 0, 0, 0
0.0116891, 0, 1.43103e-19, 0, 1.41421, -1.43103e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.92112e-22, 0, 0, 2.54917e-22, 0, 0, 1.42256e-19, 0, 0, 0
0.019539, 0, 2.84485e-19, 0, 1.41421, -2.84485e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17706e-21, 0, 0, 5.15061e-22, 0, 0, 2.82793e-19, 0, 0, 0
0.0273889, 0, 5.60074e-19, 0, 1.41421, -5.60074e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.31725e-21, 0, 0, 1.03067e-21, 0, 0, 5.56726e-19, 0, 0, 0
0.0352388, 0, 1.09229e-18, 0, 1.41421, -1.09229e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.51913e-21, 0, 0, 2.04327e-21, 0, 0, 1.08573e-18, 0, 0, 0
0.0430887, 0, 2.1109e-18, 0, 1.41421, -2.1109e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.73313e-21, 0, 0, 4.01422e-21, 0, 0, 2.09816e-18, 0, 0, 0
0.0509386, 0, 4.04335e-18, 0, 1.41421, -4.04335e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67274e-20, 0, 0, 7.81744e-21, 0, 0, 4.0188e-18, 0, 0, 0
0.0587885, 0, 7.67816e-18, 0, 1.41421, -7.67816e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.17637e-20, 0, 0, 1.50946e-20, 0, 0, 7.6313e-18, 0, 0, 0
0.0666384, 0, 1.44581e-17, 0, 1.41421, -1.44581e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.98094e-20, 0, 0, 2.89046e-20, 0, 0, 1.43694e-17, 0, 0, 0
0.0744883, 0, 2.70012e-17, 0, 1.41421, -2.70012e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11693e-19, 0, 0, 5.49025e-20, 0, 0, 2.68346e-17, 0, 0, 0
0.0823382, 0, 5.00207e-17, 0, 1.41421, -5.00207e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.06909e-19, 0, 0, 1.03461e-19, 0, 0, 4.97103e-17, 0, 0, 0
0.0901881, 0, 9.19355e-17, 0, 1.41421, -9.19355e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.80274e-19, 0, 0, 1.93462e-19, 0, 0, 9.13618e-17, 0, 0, 0
0.098038, 0, 1.67667e-16, 0, 1.41421, -1.67667e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.93495e-19, 0, 0, 3.5902e-19, 0, 0, 1.66614e-16, 0, 0, 0
0.105888, 0, 3.03457e-16, 0, 1.41421, -3.03457e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2551e-18, 0, 0, 6.61317e-19, 0, 0, 3.0154e-16, 0, 0, 0
0.113738, 0, 5.45115e-16, 0, 1.41421, -5.45115e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25451e-18, 0, 0, 1.20928e-18, 0, 0, 5.41651e-16, 0, 0, 0
0.121588, 0, 9.72014e-16, 0, 1.41421, -9.72014e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.01992e-18, 0, 0, 2.19545e-18, 0, 0, 9.65798e-16, 0, 0, 0
0.129438, 0, 1.72065e-15, 0, 1.41421, -1.72065e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.11572e-18, 0, 0, 3.95776e-18, 0, 0, 1.70957e-15, 0, 0, 0
0.137288, 0, 3.02405e-15, 0, 1.41421, -3.02405e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25054e-17, 0, 0, 7.08521e-18, 0, 0, 3.00446e-15, 0, 0, 0
0.145137, 0, 5.27718e-15, 0, 1.41421, -5.27718e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.18218e-17, 0, 0, 1.25972e-17, 0, 0, 5.24276e-15, 0, 0, 0
0.152987, 0, 9.14462e-15, 0, 1.41421, -9.14462e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78123e-17, 0, 0, 2.22463e-17, 0, 0, 9.08456e-15, 0, 0, 0
0.160837, 0, 1.57367e-14, 0, 1.41421, -1.57367e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.50669e-17, 0, 0, 3.90268e-17, 0, 0, 1.56326e-14, 0, 0, 0
0.168687, 0, 2.68951e-14, 0, 1.41421, -2.68951e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11198e-16, 0, 0, 6.80182e-17, 0, 0, 2.67159e-14, 0, 0, 0
0.176537, 0, 4.56535e-14, 0, 1.41421, -4.56535e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.88746e-16, 0, 0, 1.17784e-16, 0, 0, 4.53469e-14, 0, 0, 0
0.184387, 0, 7.69734e-14, 0, 1.41421, -7.69734e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.18217e-16, 0, 0, 2.0267e-16, 0, 0, 7.64525e-14, 0, 0, 0
0.192237, 0, 1.28912e-13, 0, 1.41421, -1.28912e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.32911e-16, 0, 0, 3.46555e-16, 0, 0, 1.28033e-13, 0, 0, 0
0.200087, 0, 2.14465e-13, 0, 1.41421, -2.14465e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.86535e-16, 0, 0, 5.88957e-16, 0, 0, 2.12989e-13, 0, 0, 0
0.207937, 0, 3.54444e-13, 0, 1.41421, -3.54444e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4651e-15, 0, 0, 9.94872e-16, 0, 0, 3.51984e-13, 0, 0, 0
0.215787, 0, 5.81949e-13, 0, 1.41421, -5.81949e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.40539e-15, 0, 0, 1.67062e-15, 0, 0, 5.77873e-13, 0, 0, 0
0.223636, 0, 9.49258e-13, 0, 1.41421, -9.49258e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.92344e-15, 0, 0, 2.78909e-15, 0, 0, 9.42546e-13, 0, 0, 0
0.231486, 0, 1.53837e-12, 0, 1.41421, -1.53837e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.35815e-15, 0, 0, 4.63009e-15, 0, 0, 1.52739e-12, 0, 0, 0
0.239336, 0, 2.47703e-12, 0, 1.41421, -2.47703e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02374e-14, 0, 0, 7.64401e-15, 0, 0, 2.45915e-12, 0, 0, 0
0.247186, 0, 3.96286e-12, 0, 1.41421, -3.96286e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63779e-14, 0, 0, 1.25531e-14, 0, 0, 3.93393e-12, 0, 0, 0
0.255036, 0, 6.29944e-12, 0, 1.41421, -6.29944e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.60346e-14, 0, 0, 2.05095e-14, 0, 0, 6.25289e-12, 0, 0, 0
0.262886, 0, 9.95004e-12, 0, 1.41421, -9.95004e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.11225e-14, 0, 0, 3.33443e-14, 0, 0, 9.87557e-12, 0, 0, 0
0.270736, 0, 1.56167e-11, 0, 1.41421, -1.56167e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.45445e-14, 0, 0, 5.39585e-14, 0, 0, 1.54982e-11, 0, 0, 0
0.278586, 0, 2.43559e-11, 0, 1.41421, -2.43559e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0067e-13, 0, 0, 8.69331e-14, 0, 0, 2.41683e-11, 0, 0, 0
0.286436, 0, 3.77471e-11, 0, 1.41421, -3.77471e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56034e-13, 0, 0, 1.39484e-13, 0, 0, 3.74516e-11, 0, 0, 0
0.294286, 0, 5.81347e-11, 8.82818e-44, 1.41421, -5.81347e-11, 0, 8.82818e-44, 8.82818e-44, 8.82818e-44, 8.82818e-44, 8.82818e-44, 8.82818e-44, 8.82818e-44, 8.82818e-44, 8.82818e-44, 2.4034e-13, 8.82818e-44, 8.82818e-44, 2.22957e-13, 8.82818e-44, 8.82818e-44, 5.76714e-11, 8.82818e-44, 8.82818e-44, 8.82818e-44
0.302135, 0, 8.89756e-11, 1.47417e-42, 1.41421, -8.89756e-11, 0, 1.47417e-42, 1.47417e-42, 1.47417e-42, 1.47417e-42, 1.47417e-42, 1.47417e-42, 1.47417e-42, 1.47417e-42, 1.47417e-42, 3.67906e-13, 1.47417e-42, 1.47417e-42, 3.55159e-13, 1.47417e-42, 1.47417e-42, 8.82525e-11, 1.47417e-42, 1.47417e-42, 1.47417e-42
0.309985, 0, 1.35332e-10, 2.077e-41, 1.41421, -1.35332e-10, 0, 2.077e-41, 2.077e-41, 2.077e-41, 2.077e-41, 2.077e-41, 2.077e-41, 2.077e-41, 2.077e-41, 2.077e-41, 5.59713e-13, 2.077e-41, 2.077e-41, 5.64018e-13, 2.077e-41, 2.077e-41, 1.34208e-10, 2.077e-41, 2.077e-41, 2.077e-41
0.317835, 0, 2.04567e-10, 2.59387e-40, 1.41421, -2.04567e-10, 0, 2.59387e-40, 2.59387e-40, 2.59387e-40, 2.59387e-40, 2.59387e-40, 2.59387e-40, 2.59387e-40, 2.59387e-40, 2.59387e-40, 8.46304e-13, 2.59387e-40, 2.59387e-40, 8.93313e-13, 2.59387e-40, 2.59387e-40, 2.02827e-10, 2.59387e-40, 2.59387e-40, 2.59387e-40
0.325685, 0, 3.07317e-10, 2.90729e-39, 1.41421, -3.07317e-10, 0, 2.90729e-39, 2.90729e-39, 2.90729e-39, 2.90729e-39, 2.90729e-39, 2.90729e-39, 2.90729e-39, 2.90729e-39, 2.90729e-39, 1.27185e-12, 2.90729e-39, 2.90729e-39, 1.41166e-12, 2.90729e-39, 2.90729e-39, 3.04634e-10, 2.90729e-39, 2.90729e-39, 2.90729e-39
0.333535, 0, 4.58846e-10, 2.94367e-38, 1.41421, -4.58846e-10, 0, 2.94367e-38, 2.94367e-38, 2.94367e-38, 2.94367e-38, 2.94367e-38, 2.94367e-38, 2.94367e-38, 2.94367e-38, 2.94367e-38, 1.89982e-12, 2.94367e-38, 2.94367e-38, 2.22664e-12, 2.94367e-38, 2.94367e-38, 4.5472e-10, 2.94367e-38, 2.94367e-38, 2.94367e-38
