   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_424.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00595466, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00190714, 0, 3.51506e-23, 0, 1.41421, -3.51506e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.15924e-24, 0, 2.79913e-23, 0, 0, 0
0.00976894, 0, 8.94283e-23, 0, 1.41421, -8.94283e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.85543e-23, 0, 7.0874e-23, 0, 0, 0
0.0176307, 0, 2.22627e-22, 0, 1.41421, -2.22627e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.69933e-23, 0, 1.75634e-22, 0, 0, 0
0.0254925, 0, 5.43253e-22, 0, 1.41421, -5.43253e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16552e-22, 0, 4.26702e-22, 0, 0, 0
0.0333543, 0, 1.30129e-21, 0, 1.41421, -1.30129e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.83535e-22, 0, 1.01776e-21, 0, 0, 0
0.0412161, 0, 3.06357e-21, 0, 1.41421, -3.06357e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.77482e-22, 0, 2.38609e-21, 0, 0, 0
0.0490779, 0, 7.09603e-21, 0, 1.41421, -7.09603e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59184e-21, 0, 5.50418e-21, 0, 0, 0
0.0569397, 0, 1.61856e-20, 0, 1.41421, -1.61856e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.68172e-21, 0, 1.25039e-20, 0, 0, 0
0.0648015, 0, 3.63843e-20, 0, 1.41421, -3.63843e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.38934e-21, 0, 2.79949e-20, 0, 0, 0
0.0726633, 0, 8.06615e-20, 0, 1.41421, -8.06615e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.88478e-20, 0, 6.18137e-20, 0, 0, 0
0.0805251, 0, 1.76462e-19, 0, 1.41421, -1.76462e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.17776e-20, 0, 1.34685e-19, 0, 0, 0
0.0883869, 0, 3.81158e-19, 0, 1.41421, -3.81158e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.14179e-20, 0, 2.8974e-19, 0, 0, 0
0.0962487, 0, 8.13268e-19, 0, 1.41421, -8.13268e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.97585e-19, 0, 6.15683e-19, 0, 0, 0
0.104111, 0, 1.71483e-18, 0, 1.41421, -1.71483e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.22003e-19, 0, 1.29283e-18, 0, 0, 0
0.111972, 0, 3.57468e-18, 0, 1.41421, -3.57468e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.91046e-19, 0, 2.68363e-18, 0, 0, 0
0.119834, 0, 7.36931e-18, 0, 1.41421, -7.36931e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86068e-18, 0, 5.50863e-18, 0, 0, 0
0.127696, 0, 1.5029e-17, 0, 1.41421, -1.5029e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.84402e-18, 0, 1.11849e-17, 0, 0, 0
0.135558, 0, 3.03293e-17, 0, 1.41421, -3.03293e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.85908e-18, 0, 2.24702e-17, 0, 0, 0
0.14342, 0, 6.05813e-17, 0, 1.41421, -6.05813e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59059e-17, 0, 4.46754e-17, 0, 0, 0
0.151281, 0, 1.19801e-16, 0, 1.41421, -1.19801e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.18758e-17, 0, 8.79252e-17, 0, 0, 0
0.159143, 0, 2.34595e-16, 0, 1.41421, -2.34595e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.32679e-17, 0, 1.71328e-16, 0, 0, 0
0.167005, 0, 4.5499e-16, 0, 1.41421, -4.5499e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24402e-16, 0, 3.30588e-16, 0, 0, 0
0.174867, 0, 8.74153e-16, 0, 1.41421, -8.74153e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.42371e-16, 0, 6.31782e-16, 0, 0, 0
0.182729, 0, 1.66399e-15, 0, 1.41421, -1.66399e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.67988e-16, 0, 1.196e-15, 0, 0, 0
0.19059, 0, 3.13876e-15, 0, 1.41421, -3.13876e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.9571e-16, 0, 2.24305e-15, 0, 0, 0
0.198452, 0, 5.8678e-15, 0, 1.41421, -5.8678e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69963e-15, 0, 4.16817e-15, 0, 0, 0
0.206314, 0, 1.08733e-14, 0, 1.41421, -1.08733e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.19793e-15, 0, 7.67539e-15, 0, 0, 0
0.214176, 0, 1.99747e-14, 0, 1.41421, -1.99747e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.96737e-15, 0, 1.40073e-14, 0, 0, 0
0.222038, 0, 3.63813e-14, 0, 1.41421, -3.63813e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10449e-14, 0, 2.53365e-14, 0, 0, 0
0.229899, 0, 6.57074e-14, 0, 1.41421, -6.57074e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.02799e-14, 0, 4.54275e-14, 0, 0, 0
0.237761, 0, 1.17689e-13, 0, 1.41421, -1.17689e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.69454e-14, 0, 8.07433e-14, 0, 0, 0
0.245623, 0, 2.09524e-13, 0, 1.41421, -2.09524e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.70161e-14, 0, 1.42508e-13, 0, 0, 0
0.253485, 0, 3.6913e-13, 0, 1.41421, -3.6913e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20209e-13, 0, 2.48921e-13, 0, 0, 0
0.261346, 0, 6.45173e-13, 0, 1.41421, -6.45173e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.14042e-13, 0, 4.31131e-13, 0, 0, 0
0.269208, 0, 1.11886e-12, 0, 1.41421, -1.11886e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.7839e-13, 0, 7.40473e-13, 0, 0, 0
0.27707, 0, 1.92544e-12, 0, 1.41421, -1.92544e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.64242e-13, 0, 1.2612e-12, 0, 0, 0
0.284932, 0, 3.28848e-12, 0, 1.41421, -3.28848e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15808e-12, 0, 2.1304e-12, 0, 0, 0
0.292794, 0, 5.57475e-12, 0, 1.41421, -5.57475e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.00564e-12, 0, 3.56911e-12, 0, 0, 0
0.300656, 0, 9.38185e-12, 0, 1.41421, -9.38185e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.45119e-12, 0, 5.93066e-12, 0, 0, 0
0.308517, 0, 1.56766e-11, 0, 1.41421, -1.56766e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.90174e-12, 0, 9.77485e-12, 0, 0, 0
0.316379, 0, 2.60132e-11, 1.47136e-43, 1.41421, -2.60132e-11, 1.47136e-43, 0, 1.47136e-43, 1.47136e-43, 1.47136e-43, 1.47136e-43, 1.47136e-43, 1.47136e-43, 1.47136e-43, 1.47136e-43, 1.47136e-43, 1.47136e-43, 1.47136e-43, 1.47136e-43, 1.00323e-11, 1.47136e-43, 1.59809e-11, 1.47136e-43, 1.47136e-43, 1.47136e-43
0.324241, 0, 4.28748e-11, 2.62043e-42, 1.41421, -4.28748e-11, 2.62043e-42, 0, 2.62043e-42, 2.62043e-42, 2.62043e-42, 2.62043e-42, 2.62043e-42, 2.62043e-42, 2.62043e-42, 2.62043e-42, 2.62043e-42, 2.62043e-42, 2.62043e-42, 2.62043e-42, 1.69571e-11, 2.62043e-42, 2.59178e-11, 2.62043e-42, 2.62043e-42, 2.62043e-42
0.332103, 0, 7.02062e-11, 3.8233e-41, 1.41421, -7.02062e-11, 3.8233e-41, 0, 3.8233e-41, 3.8233e-41, 3.8233e-41, 3.8233e-41, 3.8233e-41, 3.8233e-41, 3.8233e-41, 3.8233e-41, 3.8233e-41, 3.8233e-41, 3.8233e-41, 3.8233e-41, 2.85081e-11, 3.8233e-41, 4.16981e-11, 3.8233e-41, 3.8233e-41, 3.8233e-41
0.339964, 0, 1.14242e-10, 4.94957e-40, 1.41421, -1.14242e-10, 4.94957e-40, 0, 4.94957e-40, 4.94957e-40, 4.94957e-40, 4.94957e-40, 4.94957e-40, 4.94957e-40, 4.94957e-40, 4.94957e-40, 4.94957e-40, 4.94957e-40, 4.94957e-40, 4.94957e-40, 4.76873e-11, 4.94957e-40, 6.65546e-11, 4.94957e-40, 4.94957e-40, 4.94957e-40
0.347826, 0, 1.8479e-10, 5.72871e-39, 1.41421, -1.8479e-10, 5.72871e-39, 0, 5.72871e-39, 5.72871e-39, 5.72871e-39, 5.72871e-39, 5.72871e-39, 5.72871e-39, 5.72871e-39, 5.72871e-39, 5.72871e-39, 5.72871e-39, 5.72871e-39, 5.72871e-39, 7.93991e-11, 5.72871e-39, 1.0539e-10, 5.72871e-39, 5.72871e-39, 5.72871e-39
0.355688, 0, 2.97217e-10, 5.99012e-38, 1.41421, -2.97217e-10, 5.99012e-38, 0, 5.99012e-38, 5.99012e-38, 5.99012e-38, 5.99012e-38, 5.99012e-38, 5.99012e-38, 5.99012e-38, 5.99012e-38, 5.99012e-38, 5.99012e-38, 5.99012e-38, 5.99012e-38, 1.31638e-10, 5.99012e-38, 1.65579e-10, 5.99012e-38, 5.99012e-38, 5.99012e-38
0.36355, 0, 4.75527e-10, 5.68344e-37, 1.41421, -4.75527e-10, 5.68344e-37, 0, 5.68344e-37, 5.68344e-37, 5.68344e-37, 5.68344e-37, 5.68344e-37, 5.68344e-37, 5.68344e-37, 5.68344e-37, 5.68344e-37, 5.68344e-37, 5.68344e-37, 5.68344e-37, 2.17414e-10, 5.68344e-37, 2.58113e-10, 5.68344e-37, 5.68344e-37, 5.68344e-37
0.371412, 0, 7.57112e-10, 4.92597e-36, 1.41421, -7.57112e-10, 4.92597e-36, 0, 4.92597e-36, 4.92597e-36, 4.92597e-36, 4.92597e-36, 4.92597e-36, 4.92597e-36, 4.92597e-36, 4.92597e-36, 4.92597e-36, 4.92597e-36, 4.92597e-36, 4.92597e-36, 3.57871e-10, 4.92597e-36, 3.9924e-10, 4.92597e-36, 4.92597e-36, 4.92597e-36
0.379274, 0, 1.20012e-09, 3.91608e-35, 1.41421, -1.20012e-09, 3.91608e-35, 0, 3.91608e-35, 3.91608e-35, 3.91608e-35, 3.91608e-35, 3.91608e-35, 3.91608e-35, 3.91608e-35, 3.91608e-35, 3.91608e-35, 3.91608e-35, 3.91608e-35, 3.91608e-35, 5.87348e-10, 3.91608e-35, 6.12774e-10, 3.91608e-35, 3.91608e-35, 3.91608e-35
0.387135, 0, 1.89489e-09, 2.8688e-34, 1.41421, -1.89489e-09, 2.8688e-34, 0, 2.8688e-34, 2.8688e-34, 2.8688e-34, 2.8688e-34, 2.8688e-34, 2.8688e-34, 2.8688e-34, 2.8688e-34, 2.8688e-34, 2.8688e-34, 2.8688e-34, 2.8688e-34, 9.61582e-10, 2.8688e-34, 9.33312e-10, 2.8688e-34, 2.8688e-34, 2.8688e-34
0.394997, 0, 2.98174e-09, 1.94395e-33, 1.41421, -2.98174e-09, 1.94395e-33, 0, 1.94395e-33, 1.94395e-33, 1.94395e-33, 1.94395e-33, 1.94395e-33, 1.94395e-33, 1.94395e-33, 1.94395e-33, 1.94395e-33, 1.94395e-33, 1.94395e-33, 1.94395e-33, 1.57103e-09, 1.94395e-33, 1.41071e-09, 1.94395e-33, 1.94395e-33, 1.94395e-33
0.402859, 0, 4.67864e-09, 1.14177e-32, 1.41421, -4.67864e-09, 1.14177e-32, 0, 1.14177e-32, 1.14177e-32, 1.14177e-32, 1.14177e-32, 1.14177e-32, 1.14177e-32, 1.14177e-32, 1.14177e-32, 1.14177e-32, 1.14177e-32, 1.14177e-32, 1.14177e-32, 2.56244e-09, 1.14177e-32, 2.1162e-09, 1.14177e-32, 1.14177e-32, 1.14177e-32
0.410721, 0, 7.32449e-09, 6.82411e-32, 1.41421, -7.32449e-09, 6.82411e-32, 0, 6.82411e-32, 6.82411e-32, 6.82411e-32, 6.82411e-32, 6.82411e-32, 6.82411e-32, 6.82411e-32, 6.82411e-32, 6.82411e-32, 6.82411e-32, 6.82411e-32, 6.82411e-32, 4.17381e-09, 6.82411e-32, 3.15068e-09, 6.82411e-32, 6.82411e-32, 6.82411e-32
0.418582, 0, 1.14467e-08, 3.65107e-31, 1.41421, -1.14467e-08, 3.65107e-31, 0, 3.65107e-31, 3.65107e-31, 3.65107e-31, 3.65107e-31, 3.65107e-31, 3.65107e-31, 3.65107e-31, 3.65107e-31, 3.65107e-31, 3.65107e-31, 3.65107e-31, 3.65107e-31, 6.79078e-09, 3.65107e-31, 4.65596e-09, 3.65107e-31, 3.65107e-31, 3.65107e-31
0.426444, 0, 1.78671e-08, 1.91361e-30, 1.41421, -1.78671e-08, 1.91361e-30, 0, 1.91361e-30, 1.91361e-30, 1.91361e-30, 1.91361e-30, 1.91361e-30, 1.91361e-30, 1.91361e-30, 1.91361e-30, 1.91361e-30, 1.91361e-30, 1.91361e-30, 1.91361e-30, 1.10375e-08, 1.91361e-30, 6.82958e-09, 1.91361e-30, 1.91361e-30, 1.91361e-30
0.434306, 0, 2.7867e-08, 9.57461e-30, 1.41421, -2.7867e-08, 9.57461e-30, 0, 9.57461e-30, 9.57461e-30, 9.57461e-30, 9.57461e-30, 9.57461e-30, 9.57461e-30, 9.57461e-30, 9.57461e-30, 9.57461e-30, 9.57461e-30, 9.57461e-30, 9.57461e-30, 1.79223e-08, 9.57461e-30, 9.94463e-09, 9.57461e-30, 9.57461e-30, 9.57461e-30
0.442168, 0, 4.34452e-08, 4.53412e-29, 1.41421, -4.34452e-08, 4.53412e-29, 0, 4.53412e-29, 4.53412e-29, 4.53412e-29, 4.53412e-29, 4.53412e-29, 4.53412e-29, 4.53412e-29, 4.53412e-29, 4.53412e-29, 4.53412e-29, 4.53412e-29, 4.53412e-29, 2.90698e-08, 4.53412e-29, 1.43754e-08, 4.53412e-29, 4.53412e-29, 4.53412e-29
0.45003, 0, 6.77191e-08, 2.07119e-28, 1.41421, -6.77191e-08, 2.07119e-28, 0, 2.07119e-28, 2.07119e-28, 2.07119e-28, 2.07119e-28, 2.07119e-28, 2.07119e-28, 2.07119e-28, 2.07119e-28, 2.07119e-28, 2.07119e-28, 2.07119e-28, 2.07119e-28, 4.70881e-08, 2.07119e-28, 2.0631e-08, 2.07119e-28, 2.07119e-28, 2.07119e-28
0.457891, 0, 1.05545e-07, 9.07607e-28, 1.41421, -1.05545e-07, 9.07607e-28, 0, 9.07607e-28, 9.07607e-28, 9.07607e-28, 9.07607e-28, 9.07607e-28, 9.07607e-28, 9.07607e-28, 9.07607e-28, 9.07607e-28, 9.07607e-28, 9.07607e-28, 9.07607e-28, 7.61474e-08, 9.07607e-28, 2.9398e-08, 9.07607e-28, 9.07607e-28, 9.07607e-28
0.465753, 0, 1.64474e-07, 3.79601e-27, 1.41421, -1.64474e-07, 3.79601e-27, 0, 3.79601e-27, 3.79601e-27, 3.79601e-27, 3.79601e-27, 3.79601e-27, 3.79601e-27, 3.79601e-27, 3.79601e-27, 3.79601e-27, 3.79601e-27, 3.79601e-27, 3.79601e-27, 1.22879e-07, 3.79601e-27, 4.15953e-08, 3.79601e-27, 3.79601e-27, 3.79601e-27
0.473615, 0, 2.56208e-07, 1.51566e-26, 1.41421, -2.56208e-07, 1.51566e-26, 0, 1.51566e-26, 1.51566e-26, 1.51566e-26, 1.51566e-26, 1.51566e-26, 1.51566e-26, 1.51566e-26, 1.51566e-26, 1.51566e-26, 1.51566e-26, 1.51566e-26, 1.51566e-26, 1.97765e-07, 1.51566e-26, 5.84433e-08, 1.51566e-26, 1.51566e-26, 1.51566e-26
0.481477, 0, 3.98811e-07, 5.78254e-26, 1.41421, -3.98811e-07, 5.78254e-26, 0, 5.78254e-26, 5.78254e-26, 5.78254e-26, 5.78254e-26, 5.78254e-26, 4.35335e-13, 5.78254e-26, 5.78254e-26, 5.78254e-26, 5.78254e-26, 5.78254e-26, 5.78254e-26, 3.1726e-07, 5.78254e-26, 8.15498e-08, 5.78254e-26, 5.78254e-26, 5.78254e-26
0.489339, 0, 6.20017e-07, 2.11149e-25, 1.41421, -6.20017e-07, 2.11149e-25, 0, 2.11149e-25, 2.11149e-25, 2.11149e-25, 2.11149e-25, 2.11149e-25, 1.48483e-12, 2.11149e-25, 2.11149e-25, 2.11149e-25, 2.11149e-25, 2.11149e-25, 2.11149e-25, 5.06999e-07, 2.11149e-25, 1.13017e-07, 2.11149e-25, 2.11149e-25, 2.11149e-25
0.4972, 0, 9.62144e-07, 7.43213e-25, 1.41421, -9.62144e-07, 7.43213e-25, 0, 7.43213e-25, 7.43213e-25, 7.43213e-25, 7.43213e-25, 7.43213e-25, 3.93491e-12, 7.43213e-25, 7.43213e-25, 7.43213e-25, 7.43213e-25, 7.43213e-25, 7.43213e-25, 8.0657e-07, 7.43213e-25, 1.5557e-07, 7.43213e-25, 7.43213e-25, 7.43213e-25
0.505062, 0, 1.49077e-06, 9.30182e-11, 1.41421, -1.49077e-06, 1.344e-10, 9.30182e-11, 1.36921e-10, 4.81785e-10, 1.06901e-10, 3.80135e-10, 1.36535e-10, 1.22924e-10, 3.00922e-10, 1.12142e-10, 3.418e-10, 1.04899e-10, 9.33935e-11, 9.31248e-11, 1.27668e-06, 9.30191e-11, 2.12848e-07, 9.30182e-11, 9.30182e-11, 9.31279e-11
