   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_250.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.051361, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0432788, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0351967, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0271145, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0190323, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0109501, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0028679, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00521429, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0132965, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0213787, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0294609, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0375431, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0456253, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0537074, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0617896, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0698718, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.077954, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0860362, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0941184, 0, 2.72273e-28, 0, 1.41421, -2.72273e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.03007e-31, 0, 0, 6.99627e-34, 3.17226e-34, 0, 2.71669e-28, 0, 0
0.102201, 0, 2.94516e-27, 0, 1.41421, -2.94516e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.52252e-30, 0, 0, 7.56764e-33, 7.62857e-32, 0, 2.93855e-27, 0, 0
0.110283, 0, 2.00272e-26, 0, 1.41421, -2.00272e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.43527e-29, 0, 0, 5.14594e-32, 7.94207e-31, 0, 1.9982e-26, 0, 0
0.118365, 0, 1.08976e-25, 0, 1.41421, -1.08976e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4134e-28, 0, 0, 2.80594e-31, 5.30408e-30, 0, 1.08729e-25, 0, 0
0.126447, 0, 5.16912e-25, 0, 1.41421, -5.16912e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14475e-27, 0, 0, 1.33687e-30, 2.85437e-29, 0, 5.15738e-25, 0, 0
0.134529, 0, 2.22687e-24, 0, 1.41421, -2.22687e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.93158e-27, 0, 0, 5.79396e-30, 1.34336e-28, 0, 2.2218e-24, 0, 0
0.142612, 0, 8.91602e-24, 0, 1.41421, -8.91602e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.97452e-26, 0, 0, 2.33596e-29, 5.7523e-28, 0, 8.89568e-24, 0, 0
0.150694, 0, 3.36564e-23, 0, 1.41421, -3.36564e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.45342e-26, 0, 0, 8.88423e-29, 2.29201e-27, 0, 3.35794e-23, 0, 0
0.158776, 0, 1.20934e-22, 0, 1.41421, -1.20934e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67815e-25, 0, 0, 3.21755e-28, 8.61738e-27, 0, 1.20657e-22, 0, 0
0.166858, 0, 4.1645e-22, 0, 1.41421, -4.1645e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.2225e-25, 0, 0, 1.11711e-27, 3.08587e-26, 0, 4.15496e-22, 0, 0
0.17494, 0, 1.38134e-21, 0, 1.41421, -1.38134e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.05904e-24, 0, 0, 3.73686e-27, 1.05954e-25, 0, 1.37817e-21, 0, 0
0.183022, 0, 4.43039e-21, 0, 1.41421, -4.43039e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.81128e-24, 0, 0, 1.20902e-26, 3.50544e-25, 0, 4.42022e-21, 0, 0
0.191105, 0, 1.37819e-20, 0, 1.41421, -1.37819e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.05204e-23, 0, 0, 3.79491e-26, 1.12176e-24, 0, 1.37502e-20, 0, 0
