   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_471.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00572047, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00214277, 0, 6.37104e-15, 0, 1.41421, -6.37104e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.78208e-18, 0, 0, 3.03006e-18, 0, 2.94711e-16, 0, 6.06651e-15, 0, 0, 0
0.010006, 0, 1.037e-14, 0, 1.41421, -1.037e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10224e-17, 0, 0, 5.03033e-18, 0, 4.94545e-16, 0, 9.85941e-15, 0, 0, 0
0.0178693, 0, 1.67001e-14, 0, 1.41421, -1.67001e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.77267e-17, 0, 0, 8.24171e-18, 0, 8.17661e-16, 0, 1.58564e-14, 0, 0, 0
0.0257325, 0, 2.67599e-14, 0, 1.41421, -2.67599e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.83651e-17, 0, 0, 1.34367e-17, 0, 1.34572e-15, 0, 2.53724e-14, 0, 0, 0
0.0335958, 0, 4.26677e-14, 0, 1.41421, -4.26677e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.51607e-17, 0, 0, 2.18001e-17, 0, 2.20484e-15, 0, 4.03959e-14, 0, 0, 0
0.041459, 0, 6.76988e-14, 0, 1.41421, -6.76988e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.15443e-17, 0, 0, 3.51994e-17, 0, 3.59629e-15, 0, 6.39958e-14, 0, 0, 0
0.0493222, 0, 1.06893e-13, 0, 1.41421, -1.06893e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12783e-16, 0, 0, 5.6565e-17, 0, 5.84e-15, 0, 1.00884e-13, 0, 0, 0
0.0571855, 0, 1.67967e-13, 0, 1.41421, -1.67967e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76925e-16, 0, 0, 9.04734e-17, 0, 9.44209e-15, 0, 1.58257e-13, 0, 0, 0
0.0650487, 0, 2.62673e-13, 0, 1.41421, -2.62673e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.76195e-16, 0, 0, 1.44037e-16, 0, 1.51998e-14, 0, 2.47053e-13, 0, 0, 0
